Hybridization REF	TCGA-BH-A0BF-01A-21R-A12P-07
UFM1	0.7546
AP3M2	-0.419583333333333
USP14	-0.586125
FBXL14	0.527166666666667
DSTN	0.894
SFRS14	-0.79475
FBXO31	-0.361333333333333
C12orf40	-0.311333333333333
FRS2	0.39125
NR2E3	-0.662666666666667
TUBB2C	0.46775
GMPR	0.336833333333333
C9orf139	0.6025
ING5	-0.345307692307692
LOC730092	0.807333333333333
ORM1	-1.148
RP11-11C5.2	-1.00575
HSPD1	-1.1363
PIWIL3	-0.55175
C5orf13	0.2408
OR5R1	0.9755
LCOR	0.313125
PLEKHA9	-0.1915
CCDC43	-0.8145
ZNF232	0.828
SLC6A7	-0.396
ADH5	-0.463833333333333
SHBG	-1.023
CROCCL2	-0.36925
PANX3	0.0205
CDIPT	2.191
SLC16A5	1.67725
TUBB	-0.1920625
TOR3A	0.9009
PREP	0.4835
ENTPD8	0.963857142857143
CHMP1B	0.37475
SYT12	1.6026
MYH6	-2.0165
MAP3K13	0.657
KLHL30	0.381666666666667
LCMT1	0.7005
EIF1AX	-0.6805
FOXD4L1	0.257
SLC24A5	-1.016
RNF166	0.7434
TJAP1	0.09675
TMEM156	1.59016666666667
ZNF239	1.3685
SNX19	0.4985
GKN1	-0.07075
FCN1	3.0088
C1QL1	-1.404
ATP11C	-0.24275
ZNF35	0.3775
CARD8	0.3415
LIMD1	-0.875
KIAA0286	-0.732
XRN2	-0.157333333333333
CD6	1.56566666666667
TOX3	-1.27225
ZSCAN4	-1.1946
RSRC1	-0.696875
COG1	0.14275
PTRF	0.6157
C16orf35	-0.184
FBXO24	-0.8
CHST11	0.97975
THRB	0.4617
MYBPC1	1.58075
RNF39	1.46483333333333
PSMD11	-0.7515
ALAD	0.821
EN1	1.91625
SLC9A9	2.152
GSTM4	1.0654
CDC42BPA	0.0337368421052631
RCSD1	1.21675
LUC7L2	-0.2498
SPTBN1	-0.3324
LOC146167	0.908
BAT5	0.9785
ZNF452	-2.24057142857143
LSM4	-0.048125
SRP72	-0.5029
SGK269	0.336333333333333
MTX1	0.7655
CENTA1	0.26925
UNQ9433	-0.9615
ATR	-0.658083333333333
DDX49	0.413833333333333
PAQR8	-0.442166666666667
C14orf174	0.096
GBGT1	1.533
THAP1	0.12825
OR10K1	1.348
RASIP1	-1.62083333333333
DPYD	0.7999
DOHH	1.343
C18orf45	1.9375
POF1B	-1.70611111111111
ZNF552	2.168
USP32	-0.886125
MED27	-0.235666666666667
C14orf149	-0.374333333333333
PRDX4	-0.491833333333333
ABHD12	1.2765
AGT	-4.805
SLC22A14	0.0305
C1orf58	0.6055
PILRA	0.9775
ABCF2	-0.543875
C17orf85	-0.1691
TKTL1	-1.35766666666667
FGF1	2.5693
IL6R	0.513166666666667
VPS25	-0.39475
CHRNB2	1.40425
COL7A1	-1.911
LRRC48	1.793
SPG20	0.377916666666667
COX10	0.5135
GCA	1.29925
ECEL1	0.489666666666667
GLG1	0.0478333333333333
SRD5A2L2	-2.04225
MUTYH	-0.853375
ZNF70	-0.6885
L2HGDH	-1.812
GPATCH2	-0.53625
ZNF655	0.240875
ZNF227	0.0771666666666667
MCOLN2	2.66183333333333
NQO2	-0.037
KCNQ5	-0.2685
NEU1	0.741666666666667
QRICH1	-0.465
ZBTB20	0.101333333333333
RPUSD3	0.042
EPGN	-1.9518
TSN	0.0821666666666667
SPRY2	-2.56333333333333
LZTFL1	-0.395625
GMFB	-0.301375
PBEF1	-1.1113
HBG2	-3.85375
TMEM8	0.97575
PALM2-AKAP2	0.599333333333333
NFYA	0.18375
FAM108A1	1.10825
PBLD	0.663125
NRG4	-4.21025
PIGF	-0.3875
PTGER1	0.3895
NOS2A	0.121
C21orf34	-0.0526666666666667
C21orf51	0.906416666666667
IL17C	0.2505
TRMT6	-0.00716666666666667
ETV2	0.0503333333333333
CCDC109A	0.26375
MYLK2	-2.177
ATP10A	2.2916
DPH4	-0.584
C5orf5	-1.13916666666667
KCNA4	1.43825
NMNAT2	-1.56916666666667
GLYATL2	0.5145
LSMD1	-0.227625
IL23R	-3.85875
NRF1	0.36125
MUC15	-3.4274
PRDM12	-2.975
PAQR4	0.844071428571428
RBBP6	-0.9759375
IFI27	3.9975
SKAP2	0.0511666666666667
TAGAP	3.584625
TJP3	1.9305
C9orf61	-1.368
IDS	0.197428571428571
PARG	0.1355
LOC131149	null
DYRK4	0.297666666666667
MICALL1	0.3335
GALR2	-0.414
GPBP1L1	0.58725
TBX21	5.17725
KCNJ6	0.659333333333333
GGN	0.13075
CASP5	1.638
RNF182	-5.7965
BRD4	-0.1615
DOK4	-0.404375
SLC46A2	0.184333333333333
SOX9	-0.0378333333333333
ZNRD1	-0.607833333333333
PRR6	-4.121
FAU	0.00275000000000002
DTNB	1.164
CARD9	2.18475
STS-1	-1.20016666666667
SLC4A5	-0.03425
NSBP1	-1.13225
UGCGL2	-0.754166666666667
POTE15	-1.9775
NOXA1	0.149
RP13-347D8.3	3.5875
SAMD10	-0.221
EP400NL	-0.94125
TCF21	-0.885
AMELX	-0.35625
JPH2	0.2097
SLA	2.88675
DLST	-1.13733333333333
SEPT12	1.088
RGS20	-4.337
LXN	1.04066666666667
ZNF419	0.556125
UPK3B	-0.428
RELL1	0.43975
ESPNL	0.852
KLHL21	-0.772875
PI15	-0.18
C2orf61	-0.353
LOC407835	0.669833333333333
RER1	0.297083333333333
ELAVL2	-1.1715
MGC26718	-1.808
KLF2	2.043
TNFAIP8L3	1.469
TFE3	1.00525
C11orf17	-0.514625
15E1.2	-1.9235
SNRPC	-1.1395
DLGAP1	-0.4275
PGLYRP1	-0.3665
OVCH2	-0.435
IRF7	1.8441
SET	-1.4814
NAB2	0.239
LRP5L	-0.4345
FAM120A	0.1795625
ASCL2	0.817166666666667
SHH	-0.25
ATP5H	-0.396333333333333
THPO	-1.8145
TYRP1	-4.98183333333333
HIST1H3E	1.09116666666667
EIF2S1	-0.624388888888889
TNFRSF17	1.43416666666667
TARSL2	0.34275
NKX2-8	0.401285714285714
C1orf115	2.209875
LOC56964	0.807
KIAA0841	-0.838
ISCU	0.756
TTMA	-0.5515
ZNF414	0.5505
LOC441150	-0.022
RAB15	-0.37825
HBP1	0.7495
TNNT2	-1.24383333333333
CECR5	-0.90675
PHGDH	-3.641625
JRK	0.00360000000000001
XPO4	-1.406375
FAM131C	0.5495
ARHGAP25	2.5716
CA9	-3.59833333333333
GPR62	0.2805
TLX1	0.520166666666667
GPS1	1.36875
OR2M2	-0.173
BDP1	-1.19478571428571
FAM70B	0.90925
RPS29	-0.675416666666667
MKLN1	-0.5607
TSPAN19	-2.517
SLC29A3	1.3176
LGALS4	0.569833333333333
USH2A	-0.2972
NF1	-0.933333333333333
APOBEC3A	4.34516666666667
IMPAD1	0.4925
OLR1	2.71733333333333
NRAP	0.71
HCFC1R1	0.525
TAOK2	0.5775
MCM10	-2.679
MAP4K3	-0.1585
CBS	-1.022125
CLK3	0.491
PCDHGA5	null
ELF4	0.708
FAM71A	0.0135
C11orf49	0.13925
CLIP2	0.10075
BTBD9	0.6717
ZNF524	1.1665
KDELR1	0.273166666666667
ZNF509	0.1395
NCSTN	0.5615
ZNF533	0.524642857142857
PARP4	-0.00774999999999999
GALNT9	-0.134
NPY	-3.97675
BEGAIN	-2.07766666666667
TMEM77	0.755
FOXRED1	-0.728166666666667
SLC16A2	0.196833333333333
SLC35B1	-0.2745
GK5	-0.0345833333333333
SDCCAG10	-1.06875
C4orf20	0.03575
SLC9A2	-2.75275
ADD1	0.373928571428571
TAL2	-1.266
ACLY	-0.5315
DNAJC1	0.2615
SOST	-1.73975
USP43	-0.7255
CYP4F12	0.9385
FKBP5	0.241375
CHCHD5	0.1516
NUDT22	-0.1815
CCDC85B	0.0135
OR51G2	0.722
STRN3	-0.0927857142857143
TMOD2	1.11925
FLI1	1.3685
MAB21L2	0.0391666666666667
DGKQ	0.32125
VPRBP	0.124166666666667
SCNN1B	-0.194
ECHDC3	2.1641
TMEM106C	-0.785
CSNK2A2	-0.8115
RPL39	-1.433
HERC3	-0.4932
ZBTB47	0.0961666666666667
ZNF681	-0.549
PAGE2	-2.91175
CLIC5	3.28085714285714
RABAC1	0.78875
ZFHX2	0.233
YPEL1	-0.148333333333333
KIAA0776	-0.1545
NR1D2	-0.09875
DNAJC4	0.248625
NPNT	2.9951
ZNF677	-0.5275
ZNF536	-0.36775
MEF2B	-0.133833333333333
PTPN4	-0.114375
CTCFL	-5.531
STX5	0.139333333333333
CD72	3.6435
VEGFA	-1.56436842105263
XRCC1	-0.1778
MAS1L	0.119666666666667
ELL	0.3605
SETBP1	0.182
CDH11	3.59566666666667
NDC80	-1.11653846153846
DMBX1	-2.97225
NRSN1	0.246666666666667
BAT2D1	0.136625
CDS2	1.43
C1orf212	0.413666666666667
SENP3	-0.523625
IL1F9	-0.253
EEF2K	0.000874999999999959
COG8	0.95825
CEP72	-1.90825
OR1L8	0.847
MUS81	-0.146083333333333
PHYH	-0.05275
GGT6	1.26716666666667
C22orf23	-1.49841666666667
C13orf33	3.258625
MAPK8IP2	1.4245
NELL2	1.47325
POU3F2	-3.56416666666667
ALPK1	1.301875
MRPS18C	-0.47025
RPLP2	-0.23325
FGF22	0.206
SPNS1	0.5265
ZFP1	-1.206
IL1RAPL1	-1.3215
PCSK9	-3.92
NKX2-1	0.283692307692308
C6orf189	1.646
SP4	-0.862
SLC11A1	1.3192
C21orf25	-0.246333333333333
ICAM2	1.0915
SH3GL1	0.0111666666666667
GSK3B	-0.610833333333333
RALB	1.134875
PDXP	-0.908
GNGT1	0.0105
KIR2DL1	1.2935
TNFAIP3	1.07675
C6orf32	1.2302
CBLN2	1.08725
PANK3	0.072125
TAAR9	0.1395
WDR82	0.934214285714286
APOM	-3.8915
TRIP10	0.80125
SPATA16	0.10675
C1orf135	-1.87875
USP51	-1.65225
TESK1	0.57575
C11orf64	-0.03425
ZNF611	-0.114
PDE6G	1.8555
HLA-DQA1	1.932
GCLC	-0.606125
SEC61A1	0.2565
TWSG1	0.67675
ZMYND10	2.52
CTDP1	1.064625
ADAMTS6	-0.621833333333333
SLIT1	-2.989
KRT86	1.0365
KIAA0574	-0.9735
GTPBP2	-0.1312
PQLC3	1.416
PRRX2	1.43016666666667
C15orf44	0.237166666666667
MKKS	-0.62725
C11orf10	-0.39
GPR110	-0.5875
CD109	0.156
ADCY1	0.0803333333333333
RHBG	-3.928
TP53I3	0.6655
SLC22A3	-1.1143
UCP2	0.862
FOXG1	-2.5535
OR2AG1	0.4375
TRIM24	-1.553
PROC	-2.785125
TAAR6	1.30633333333333
AMTN	-0.4795
C10orf47	-0.478166666666667
DEPDC1	-2.65225
FLJ45557	0.65975
ZDHHC17	-0.299125
KIAA1429	0.0353333333333333
KCNH1	1.17825
VNN3	3.813
PSMAL	1.55375
PPARD	-0.450375
HFM1	-2.38475
YBX1	-1.30316666666667
ZNF695	-0.3135
SCTR	-0.389333333333333
DCDC1	1.483
VPS26B	1.1627
MTF2	-1.31116666666667
ATP6V1F	-0.19775
CCDC94	0.87925
PERF15	-0.936
CCL11	5.4065
LMO7	-0.425875
DCST1	0.183
ADRBK1	0.479375
CDRT4	-0.740375
ZNF84	-0.9475
HOXD8	1.24775
STARD8	0.361333333333333
FOXP2	-0.622875
CCDC103	0.069
POLR3A	-0.1936
GSC	-0.0683333333333333
ZNF114	-3.604
HTR7P	0.4765
LALBA	1.154
RMND5A	-0.0435
PSCD2	1.5045
ZNF409	-0.036
KRTAP1-3	-0.0785
MAF1	1.1165
LOC201725	-1.38316666666667
NRN1	-2.002125
SPAG5	-1.76216666666667
DNAH7	0.701
FLJ43860	0.1605
BRCA2	-1.172
ACADM	-0.60475
CXXC6	-2.514375
RAGE	-1.639125
CHMP2A	0.5295
FAM8A1	0.0683
GPR21	1.406
SLC12A3	-2.9975
FVT1	0.405142857142857
ZDHHC7	0.134875
FLJ44048	0.155333333333333
SLC44A3	0.355166666666667
SDSL	0.310666666666667
MMP8	-1.52675
PLA2G12B	-4.71516666666667
ACY1	-1.33975
MT1E	2
OR4K15	0.8855
TECTB	1.742
GPR20	-0.265875
IRAK2	-0.160666666666667
RFPL3	-1.02885714285714
MYO9A	0.207
NARG1L	-0.101333333333333
BLMH	-0.3265
CCDC3	3.24766666666667
C9orf21	-0.323166666666667
KIAA0513	0.449833333333333
MIER2	-0.396
PNMA2	-0.836833333333333
SH3BP2	1.1234
ANXA10	-1.86666666666667
RTN2	0.7035
TFB1M	-2.055
PRPH2	4.94325
C14orf133	0.54475
GOLGB1	1.17933333333333
IRX4	-0.656375
NFKBIL1	1.022
C10orf62	-0.1685
APBB3	-0.05675
RPS10	-0.6951
LOC728378	0.601
TLE3	1.04905555555556
PSMB7	-0.85975
MESDC1	-0.084
SLC6A1	0.566666666666667
OCLN	-0.258166666666667
PTTG3	-2.21333333333333
NAGLU	-0.15375
SERTAD4	2.224375
SPRY1	1.00475
FLJ10781	-0.513833333333333
MYSM1	-0.927
TRIM4	0.4335
SH3YL1	1.258
TREM2	3.59266666666667
SERPINI1	1.33675
HDHD3	0.374125
TMEM38A	0.159
EID2B	-1.28
TDRD3	-0.41
SEDLP	0.7725
THSD7A	2.12016666666667
NDST3	-2.76566666666667
KLHL15	-1.09291666666667
DHRS12	2.223
FBXO9	-0.142571428571429
TNPO1	-1.22025
MRPL13	-0.343833333333333
SNX5	-1.42883333333333
METTL6	-0.20825
SOD1	0.55325
CHML	-0.609833333333333
PACS1	0.56425
SIRT5	-0.6706
CAPN2	0.155166666666667
FXYD5	0.575333333333333
TWISTNB	-0.51725
LRFN1	0.381833333333333
UBE1L	2.612
UBE1C	0.23875
OR51B2	-0.94875
OR4D11	0.4345
C15orf2	1.76
NR4A1	0.226833333333333
LOC339047	-0.4435
TRIM17	0.5185
ATP5G3	-0.742428571428571
RPL15	-0.440083333333333
ADAMTS8	-0.13525
HOXC4	0.392
C14orf37	2.2605
CEACAM5	-2.401625
MYT1L	-1.40075
RASA2	-0.25775
OSBPL7	0.0745
STAG1	-0.418
GIMAP4	5.28183333333333
FUT3	3.17433333333333
PIF1	-2.2115
LPIN2	-0.3015
SH3PX3	1.0945
PDP2	-0.92825
PAPD1	-0.11475
ERP27	1.07425
APOOL	-0.8804
DIABLO	0.28375
TRHR	-0.1795
ARMC9	0.49
RNF152	3.525
SLITRK3	0.39
ZNF211	0.6238
PFDN1	-1.193375
RGS11	0.15475
HS6ST1	1.1151
AKR1D1	-2.8745
TNP2	0.252333333333333
STK31	0.209833333333333
EML4	-1.01341666666667
SGTA	1.3495
HIST1H2BI	0.102
PSMD6	-1.7525
KIAA1257	-1.652
C18orf55	-0.4985
FLJ20273	2.04325
RPL28	-0.105333333333333
EPYC	4.84025
NOX3	0.9765
ELAC1	0.1585
METT11D1	-0.70425
BIN2	1.823
NACA2	0.3125
CCDC17	-0.9545
HM13	0.1759
UBOX5	0.166875
UBE2O	-0.207375
UBL5	0.093
APOLD1	1.13125
C9orf31	0.38225
TNFSF8	0.839
ARHGAP29	0.42025
PROKR2	-0.002
PDE5A	-0.828666666666667
C6orf12	-0.7645
TOM1L1	1.068
WHDC1	-0.396
FOXI1	0.153833333333333
RAB4A	0.5707
TMEM39B	-0.77875
ATPBD1C	-0.4495
FARSA	-0.189
PLEKHG5	-0.02225
CMAS	-0.174666666666667
OR7E24	-0.449
SLC30A1	-0.33125
CDC42EP5	1.69266666666667
PLAC1	-0.345
KLHL18	-0.5735
LBA1	1.8127
TAZ	0.6955
CRIP2	1.170375
BTBD11	-0.811
C16orf72	0.20925
DIO2	2.6402
LRRCC1	0.357666666666667
CCDC136	-2.1425
PRX	-0.504375
RBM5	-0.0972
TMEM85	0.203375
TUBGCP4	-1.553
APLN	0.973375
CDK7	-0.364833333333333
SSR2	1.171
CRELD1	-0.9885
C19orf46	1.79025
GAL3ST4	1.9925
KBTBD10	1.23875
IL28A	1.6465
WDR27	-0.2615
MCM2	-1.64816666666667
SOX14	0.696
FLJ39743	0.8045
KIAA0922	0.1865
HIPK4	-0.0285
FLJ25758	0.253
C16orf57	-0.48875
PDZD2	0.978125
MCC	1.348
HHLA3	-0.3542
ID2	-0.158
C20orf23	1.11658333333333
ZNF688	0.39525
APOC2	-1.59983333333333
LOC440093	0.545
FAM50B	-0.196833333333333
PWP1	-0.396
DNAH10	0.43725
HIST1H2BA	0.2605
GPR56	0.311333333333333
METAP2	-0.6085
PAN3	1.26666666666667
STXBP4	0.43825
PDHX	-0.158
MTA1	0.362666666666667
ZBED4	-0.54075
ZNF720	0.0975
CDK2	-0.7235
RHOJ	0.6025
CDC37	1.19966666666667
ZER1	0.533875
GRK4	0.173
PRPH	-1.08275
POLR2A	-0.283
OGFOD1	-1.60525
NOL5A	-0.4
PHEX	1.0105
FLJ16478	-0.0735
C20orf117	-0.50375
CAMTA2	0.7905
C11orf74	0.201333333333333
DDX17	-0.788166666666667
C5orf27	-0.35075
PLEKHA2	-1.3108
PDE4DIP	-0.2353
SCN7A	1.0895
ZNF559	0.890166666666667
CXCL10	4.42625
ZMYM4	-0.0861666666666667
STK32B	0.495133333333333
KIAA0888	-3.8949
TACR3	1.1085
CKAP2L	-2.703
KIF1A	-1.42033333333333
RSPRY1	0.4785
VCAN	3.128
CYP27C1	0.628
SYDE1	-1.10816666666667
MED12L	-0.9015
ZDHHC21	0.380625
NHS	0.267
TM9SF3	0.846833333333333
DDHD1	-0.353125
MAFG	-1.21683333333333
BICD2	0.1507
C14orf119	-0.5095
C14orf43	-0.502285714285714
CDH7	-1.4315
ALKBH5	-0.407928571428571
JUP	0.352
TMEM41A	1.42066666666667
MAMDC4	-1.13633333333333
CBX3	-0.574375
LRRC18	-1.134
RBMXL2	0.798666666666667
PLA2G4D	0.5625
FGF13	-2.70042857142857
KIF3A	-0.365666666666667
PDIA6	-0.08975
DCXR	0.57875
CASKIN2	0.3005
EHD1	0.0735
MARCKSL1	0.380166666666667
ZNF496	0.606166666666667
SCAF1	0.00199999999999999
KCTD8	-2.133
TRAF3IP3	2.19671428571429
LSR	1.903
CXorf1	1.324
C14orf112	-0.253666666666667
EIF2B1	0.037
OMP	0.0595
GSTZ1	-0.545
LOC92017	0.61775
ISLR2	0.789
C12orf36	-0.111
GATA2	-0.546333333333333
GABRA5	-3.711
CELSR2	-0.892642857142857
STAM2	0.2904
TNAP	-0.7075
PTPMT1	-0.572166666666667
GRP	6.665
SV2A	-0.5595
MAGEA12	-4.4295
CACNG1	3.575
C18orf19	-0.85675
GSG1	-0.328333333333333
PTPRJ	0.169214285714286
FRMPD1	-0.406
ZNF668	1.17425
PLEKHJ1	1.103625
ADAT1	-0.9669
TMEM50A	1.0197
UCN3	0.0395
HOOK1	-0.23625
IL17B	-0.375
MLKL	0.444
TTC14	-0.447833333333333
KLHL5	-0.118625
CRYL1	-0.0551666666666667
FOXH1	0.349
NFYB	0.77375
PPM1G	0.3145
GOLGA2LY1	-1.19925
NMT1	-0.64525
HADHA	0.1719
CHSY-2	3.07975
PLEKHF1	1.39528571428571
SAGE1	-2.3055
MUSTN1	0.2745
SUHW4	0.77125
TFEB	1.6175
ZFYVE27	0.033
ATG12	-0.585166666666667
BMI1	0.661642857142857
ZIM3	0.604666666666667
MYH4	0.37125
MASP1	-1.38791666666667
KIAA0984	2.346
RPAP2	-0.79675
ASB5	-0.2165
BOLA3	-1.08516666666667
MIA3	0.484
KRT35	0.3185
KIR3DL3	-1.183
MRPL51	-0.5245
SEMA3F	1.617
NDUFB2	-0.263
LOC253012	-1.222
FAM46C	1.1057
G6PC	-3.16725
CSAG3A	-4.39366666666667
PREX1	1.627
SLC25A45	0.427375
MAPKBP1	0.1697
CPE	0.9324
GNB1	-0.0645
CXCR6	4.234
TRIM46	0.35175
C16orf3	0.278666666666667
HPSE	2.353875
TIGD3	0.583
SPG3A	1.95075
LCAT	-0.931166666666667
ST6GAL1	-0.0682222222222222
POMC	0.06625
FLJ36031	0.488333333333333
NSMAF	-0.4225
SKIL	0.965
ADSS	0.8335
HMGCS1	-0.9146
POLR3F	0.132666666666667
RAB10	0.36475
ZNF277P	-0.370125
ZBTB7B	0.49425
DHRS1	-0.034625
ABCC13	4.15585714285714
CNOT3	0.1485
NFKBIA	1.59825
GAK	0.868166666666667
SFT2D2	1.83433333333333
HOXA6	-1.322
CRTC1	0.7875
LY6D	-1.44366666666667
C20orf72	0.1895
CPT1A	-0.39025
LMO1	-1.7135
EIF3I	-0.47475
PRB4	0.6255
MCM3APAS	-1.885125
C20orf132	-0.3976
FOXF2	-2.304
S100A12	0.66
MLH1	-0.252166666666667
ACTN1	1.0303
MRPL36	-0.549833333333333
C20orf106	-0.61475
FBXO6	2.432
MKS1	1.348
CX3CR1	-1.495375
PDE1B	1.376
PLP1	-3.93175
KISS1	0.272
C14orf2	-1.4015
TBC1D3P2	-0.205
COMMD6	-0.0273
ANKRD7	-1.10675
PTCHD1	-2.16625
NARS2	-0.60775
DOCK7	-1.11325
FAM127B	-0.176875
LOC390243	-0.362333333333333
N6AMT2	0.68075
ZNF391	-0.592
DNAJB14	-0.471666666666667
WRB	-0.246625
BPI	0.639
TTC4	0.0368333333333333
FAM10A5	-0.698
GOT1L1	0.764125
MAGED1	0.061375
RESP18	0.131
WFDC6	2.67725
MT2A	0.197
C11orf56	-0.2965
KIAA1432	-0.1695
ROR1	-1.06375
HSD17B14	2.13433333333333
ZFAND2B	0.67275
SAMD4B	0.82925
HEXA	0.770625
HNRNPU	-0.0733181818181817
USP39	-0.027625
NRD1	-0.0845
R3HDML	0.19225
FLT4	1.02066666666667
OMG	0.4285
OR52N4	0.5085
LOC399818	0.95375
ELA2	-1.75075
VENTXP1	-1.402
RFC5	-2.3655
OR52L1	-0.201
PAX5	-0.073
FBXO2	-0.58725
GMEB1	-0.2155
AKT3	0.7015
CRB1	-1.6672
CTTN	1.00533333333333
UTP15	-1.46466666666667
HSBP1	-0.335166666666667
PHF11	2.344
NDEL1	0.897833333333333
USP8	-0.2645
BAIAP2	0.716375
SI	0.980333333333334
ARSJ	-0.218666666666667
BAAT	-3.926
KCNS3	3.63183333333333
LOC126147	-0.598166666666667
TMEM37	0.7975
C1orf162	3.5975
MBD1	0.388
ITGAL	2.52916666666667
WDR73	-0.645666666666667
GKN2	0.1265
ARFGAP1	0.308625
SLC5A8	3.531
ZBTB40	-0.3741
CYP4B1	6.39516666666667
LYPLAL1	-0.43975
CHST3	-0.23225
MAP3K9	0.3205
BTAF1	-0.544166666666667
TFAP2E	0.456
RBM35B	-0.0695
LOC441251	-0.504333333333333
ANKRD25	0.0426111111111111
UQCRC2	-0.2325
MAEA	0.215333333333333
HYAL1	-1.9768
RNPEPL1	0.884333333333333
CPSF2	-0.407125
PSD3	-2.4227
ABCA13	-0.941857142857143
AGR2	0.327875
GBX1	-0.0785
HDLBP	0.208928571428571
ACY3	-0.01
HECW1	-0.215
ZNF519	-1.73675
HOPX	3.7235
ZNF304	1.059875
OR12D3	-0.5975
FKSG43	0.4815
METTL1	0.099125
MFSD3	0.5002
PSPH	-0.66
CLCA3	-0.388
DARS2	-0.539666666666667
CDC25A	-1.54533333333333
BAIAP2L1	-0.336
B3GNT5	-0.463
USP29	0.312666666666667
ARHGEF10L	0.4673
ATOX1	-0.59325
ADAM30	-0.531
DNASE1	0.32925
STT3A	-0.126916666666667
RAB6IP1	0.237
PTN	1.054
C1orf106	0.995461538461539
HECA	1.6765
RNF122	1.08125
SLC22A18AS	-0.428
GNG8	0.635166666666667
ELP4	-0.99625
FAM65A	0.2695
RPL10A	0.140833333333333
IRS4	null
MACF1	-0.3609
SEC24D	0.32275
LOC374395	1.34575
TGFB2	0.108375
MDFIC	0.704875
CHRNE	0.280666666666667
PCMTD2	0.00316666666666661
ATP6V0D1	0.3505
MTA2	0.2065
LZTR1	-0.0633333333333333
RAP1A	0.846166666666667
AXIN1	0.549625
POLR1C	0.786
TRIO	-0.643166666666667
PLXNA4A	-0.321416666666667
C5orf33	-0.67375
DEPDC1B	-2.572
ZNF473	0.3195
MTM1	0.761
GPR107	0.157333333333333
CSNK1A1L	-0.903666666666667
FLJ14154	1.55125
NLRC4	4.99125
ENPP4	0.3995
PADI3	0.133
RNF170	-0.259125
CG018	1.67516666666667
C16orf7	0.376
KCNE1	1.76025
NRM	-0.6645
SLC37A3	0.878785714285714
TPD52L2	0.325166666666667
UNC5B	0.891
C12orf12	0.730666666666667
SDHB	-0.01525
CLRN1	0.17925
NUDT10	-0.0108333333333334
UGT3A1	0.540666666666667
FBXW8	0.856875
RHOF	0.307375
PTPLAD1	-0.01475
MYO3B	0.10275
DERA	-0.91
TPP2	-0.36625
C19orf53	0.599666666666667
GINS3	-1.321625
ST6GALNAC5	1.162
CHSY1	0.2535
MGC15705	1.363
GPR83	-0.356
EXT2	0.452125
DOLK	-0.10875
TUBAL3	-1.90275
ACVRL1	2.19844444444444
ABL2	-0.217
C14orf156	-1.82216666666667
PTPRZ1	-4.669125
DIP2C	-0.051375
LAMP1	1.72625
RXRA	-0.3815
MAP3K5	1.13525
ALKBH1	-0.1325
PDLIM7	0.093
ARL14	-3.364
SNIP1	-0.00483333333333333
TIMP3	2.2055
RGS3	0.766333333333333
SPAG16	1.0626
ABHD4	0.0575
ARHGEF12	0.845666666666667
GLUD2	0.0745
RAC2	0.7034
UAP1L1	0.6195
SLC18A3	0.78
YOD1	-0.540916666666667
RALY	1.04725
HMOX2	1.166125
DGKH	-0.369
DBNDD2	1.547
YIPF4	0.17325
THAP10	-0.81475
ZNF513	1.6285
HAGHL	0.984333333333333
ITGB4	0.345
CCDC141	-0.6165
YTHDF3	0.01875
C5orf28	0.67525
RPL7L1	-0.439625
TMEM30B	0.793142857142857
ANKRD35	1.953
DUOXA2	-0.0635
TBC1D5	-0.453625
DFNB59	-0.665
HRH4	0.472
MYO6	0.9519
DNAJA4	1.861125
RBM24	-1.23375
CEACAM20	-0.53925
RBM23	0.850857142857143
NGFB	0.019
C1orf63	-0.2265
KRTAP7-1	0.625
PERLD1	0.527
NPB	0.3655
C17orf59	1.1852
HSPBAP1	0.0045
SLC15A4	0.373125
PRTFDC1	-0.29375
OSMR	0.307928571428571
CYSLTR2	-0.029
C19orf25	-0.0112
KIAA1797	-0.3705
NLRP6	0.2985
FAM105B	0.2924
SCRN2	0.0958333333333333
LRRC58	-0.9989
RNF17	-0.367714285714286
NEIL3	-3.581
FAM137A	-3.476
SKP2	-2.91925
PARVA	1.07466666666667
PKLR	-2.0845
RNF34	0.724875
A3GALT2	0.47975
C12orf50	-0.434833333333333
SUNC1	-1.74225
FAM102B	-1.14466666666667
CCT2	-1.264
LRRC37A2	-0.191
ARF4	0.4135
SIKE	-1.015
C8orf48	2.35066666666667
MBTPS1	0.0445714285714286
GPSN2	-0.0635
NCF2	3.6915
SLC12A6	0.164
MRPL48	-0.37025
HMGN3	-0.0228333333333333
LRRC62	-1.43225
PAX9	0.32225
FAM55A	-0.962
C20orf42	-4.1046
SCML2	-2.03316666666667
BCL9	0.244
FAM40A	-0.32475
C9orf41	-0.837
ZNF774	0.065
LETM1	-1.48575
PLXNB1	0.8465
NIPSNAP1	-0.21825
USP10	-1.51525
F9	-0.85425
LIPE	1.5445
CNGB3	0.0375
C12orf52	0.01225
PI4K2A	0.857875
MED8	0.4435
STAT4	2.6714
FGD4	-0.246833333333333
RNF145	-1.64733333333333
WDR32	-0.0994
CLDN2	0.199333333333333
TCEAL8	0.71175
ZMYND8	0.3854
PDXK	-0.62653125
GATAD2A	0.21425
PTGES3	-0.8265
CCM2	0.31675
TAP1	3.4305
ZNF670	-0.627
ETS2	0.00164285714285713
C6orf166	-0.199
PRMT2	1.34114285714286
OR4B1	0.4165
INTS8	-1.0375
CCDC102A	0.69425
CCDC83	-1.2758
ITGA1	0.1399
