Hybridization REF	TCGA-AR-A1AX-01A-11R-A12P-07
LRRC18	-0.119
RBMXL2	0.0463333333333333
PLA2G4D	0.2835
FGF13	-0.687625
KIF3A	1.297
PDIA6	-0.5555
DCXR	1.074
CASKIN2	0.273166666666667
EHD1	0.889333333333333
MARCKSL1	0.3925
ZNF496	-0.851833333333333
SCAF1	0.320333333333333
KCTD8	-0.55925
TRAF3IP3	2.69
LSR	0.97025
CXorf1	0.0465
C14orf112	0.152833333333333
EIF2B1	0.2235
OMP	-0.1445
GSTZ1	-0.4075
LOC92017	1.26575
ISLR2	1.0625
C12orf36	0.192
GATA2	-0.583166666666667
GABRA5	-3.5005
CELSR2	-0.851
STAM2	0.2761
TNAP	0.292
PTPMT1	-0.9755
GRP	6.65325
SV2A	-0.733333333333333
MAGEA12	-5.278
CACNG1	-0.453
C18orf19	-1.036
GSG1	-0.4328
PTPRJ	-0.131571428571429
FRMPD1	0.509
ZNF668	0.42575
PLEKHJ1	-0.97225
ADAT1	-1.3086
TMEM50A	1.1162
UCN3	-0.603
HOOK1	0.444125
IL17B	1.3995
MLKL	0.0116666666666667
TTC14	-0.357166666666667
KLHL5	-0.032625
CRYL1	-0.187833333333333
FOXH1	-0.4815
NFYB	0.1175
PPM1G	-0.7615
GOLGA2LY1	-1.18925
NMT1	0.240625
HADHA	-0.0905
CHSY-2	1.4145
PLEKHF1	1.03385714285714
SAGE1	-1.767
MUSTN1	0.371
SUHW4	1.262
TFEB	1.738
ZFYVE27	-0.51325
ATG12	0.293333333333333
BMI1	0.423928571428571
ZIM3	-0.0673333333333333
MYH4	-0.0636666666666667
MASP1	-1.162
KIAA0984	1.023
RPAP2	-0.30775
ASB5	-0.33975
BOLA3	-0.146833333333333
MIA3	0.579
KRT35	0.019
KIR3DL3	-0.505
MRPL51	-0.269
SEMA3F	1.42483333333333
NDUFB2	0.272833333333333
LOC253012	0.18675
FAM46C	-0.1324
G6PC	-2.54016666666667
CSAG3A	-1.59366666666667
PREX1	1.478
SLC25A45	0.176375
MAPKBP1	0.063
CPE	0.753
GNB1	-0.83675
CXCR6	2.461
TRIM46	-0.31725
C16orf3	0.556166666666667
HPSE	1.3705
TIGD3	-0.688
SPG3A	1.86
LCAT	-1.62133333333333
ST6GAL1	-0.683555555555556
POMC	1.05
FLJ36031	-0.7225
NSMAF	-0.123166666666667
SKIL	0.7775
ADSS	0.659333333333333
HMGCS1	-0.6888
POLR3F	-0.662833333333333
RAB10	-0.004375
ZNF277P	-0.243125
ZBTB7B	0.61475
DHRS1	-0.0785
ABCC13	0.899875
CNOT3	0.0885
NFKBIA	0.87175
GAK	0.258166666666667
SFT2D2	1.59833333333333
HOXA6	-2.308
CRTC1	0.11525
LY6D	0.0106666666666667
C20orf72	-0.968166666666667
CPT1A	0.1215
LMO1	-1.1375
EIF3I	-0.36825
PRB4	0.773333333333333
MCM3APAS	-1.858375
C20orf132	-0.0326
FOXF2	-2.6515
S100A12	0.812
MLH1	-0.133833333333333
ACTN1	0.3778
MRPL36	-0.676666666666667
C20orf106	-0.003
FBXO6	1.81433333333333
MKS1	-0.126
CX3CR1	-0.768625
PDE1B	0.018
PLP1	-4.07925
KISS1	-0.681666666666667
C14orf2	-0.291166666666667
TBC1D3P2	-1.6435
COMMD6	1.2431
ANKRD7	-2.20533333333333
PTCHD1	-0.52
NARS2	-1.44075
DOCK7	-0.95925
FAM127B	-1.132625
LOC390243	-0.0433333333333333
N6AMT2	0.91175
ZNF391	-1.274
DNAJB14	0.165
WRB	0.445625
BPI	-0.0558
TTC4	-0.408666666666667
FAM10A5	-0.2015
GOT1L1	0.306285714285714
MAGED1	-0.758125
RESP18	0.318
WFDC6	0.747333333333333
MT2A	-0.051
C11orf56	-0.13525
KIAA1432	0.3625
ROR1	-1.330375
HSD17B14	0.592833333333333
ZFAND2B	0.120125
SAMD4B	0.3155
HEXA	-0.096875
HNRNPU	-0.122454545454545
USP39	-0.463
NRD1	-0.66025
R3HDML	0.474
FLT4	0.588833333333333
OMG	0.0561666666666666
OR52N4	-0.069
LOC399818	0.36275
ELA2	-2.37125
VENTXP1	1.447
RFC5	-1.8195
OR52L1	0.067
PAX5	-0.072
FBXO2	0.35425
GMEB1	-0.1635
AKT3	-0.112666666666667
CRB1	-0.1632
CTTN	0.359166666666667
UTP15	-0.576666666666667
HSBP1	-0.431666666666667
PHF11	2.5245
NDEL1	-0.0626666666666666
USP8	0.12475
BAIAP2	0.125375
SI	0.5072
ARSJ	-0.3645
BAAT	-2.131
KCNS3	2.25416666666667
LOC126147	-0.645833333333333
TMEM37	-0.758
C1orf162	4.09733333333333
MBD1	-0.3294
ITGAL	1.97983333333333
WDR73	-0.0355
GKN2	-0.0456
ARFGAP1	-1.732875
SLC5A8	1.282
ZBTB40	-0.1183
CYP4B1	6.44533333333333
LYPLAL1	0.4705
CHST3	-0.95375
MAP3K9	0.2345
BTAF1	-0.523
TFAP2E	-0.4215
RBM35B	0.02475
LOC441251	-0.00183333333333336
ANKRD25	-0.292333333333333
UQCRC2	0.0225
MAEA	0.0931666666666667
HYAL1	-2.2703
RNPEPL1	0.171
CPSF2	-0.960142857142857
PSD3	-1.5383
ABCA13	-0.0558571428571429
AGR2	1.749375
GBX1	-0.8815
HDLBP	0.546357142857143
ACY3	-0.146
HECW1	-1.17633333333333
ZNF519	-0.71275
HOPX	4.224875
ZNF304	1.033625
OR12D3	1.2585
FKSG43	0.48075
METTL1	-0.25925
MFSD3	1.4299
PSPH	-1.501
CLCA3	0.5505
DARS2	-1.6015
CDC25A	-1.98583333333333
BAIAP2L1	-0.429
B3GNT5	-0.811125
USP29	0.557
ARHGEF10L	0.6626
ATOX1	0.201375
ADAM30	-0.695333333333333
DNASE1	-0.52475
STT3A	0.281083333333333
RAB6IP1	-0.1855
PTN	2.9908
C1orf106	-0.627416666666667
HECA	1.86675
RNF122	0.6765
SLC22A18AS	-0.522
GNG8	1.11566666666667
ELP4	-0.4615
FAM65A	0.293
RPL10A	-0.199666666666667
IRS4	0.368
MACF1	0.3027
SEC24D	0.358
LOC374395	0.626
TGFB2	-1.120875
MDFIC	0.5545
CHRNE	0.2375
PCMTD2	-0.485333333333333
ATP6V0D1	-0.169333333333333
MTA2	0.46325
LZTR1	-0.243833333333333
RAP1A	1.30516666666667
AXIN1	-0.00325000000000001
POLR1C	0.475
TRIO	-1.04358333333333
PLXNA4A	-0.637166666666667
C5orf33	-0.061
DEPDC1B	-2.718875
ZNF473	-0.319666666666667
MTM1	1.0185
GPR107	0.322166666666667
CSNK1A1L	0.706833333333333
FLJ14154	0.38125
NLRC4	4.34775
ENPP4	2.181
PADI3	0.5175
RNF170	0.3775
CG018	1.82166666666667
C16orf7	-0.17325
KCNE1	1.097
NRM	-1.23
SLC37A3	-0.0374285714285714
TPD52L2	-0.962166666666667
UNC5B	2.57775
C12orf12	0.80025
SDHB	0.20275
CLRN1	-0.3405
NUDT10	-0.924
UGT3A1	-0.306857142857143
FBXW8	-0.196
RHOF	0.39025
PTPLAD1	0.521375
MYO3B	1.04166666666667
DERA	-0.6335
TPP2	-0.87325
C19orf53	0.397666666666667
GINS3	-1.755375
ST6GALNAC5	2.163
CHSY1	0.20825
MGC15705	0.1645
GPR83	0.6325
EXT2	-0.48725
DOLK	0.00975000000000001
TUBAL3	-0.60725
ACVRL1	2.3964
ABL2	-0.898833333333333
C14orf156	-0.911
PTPRZ1	-2.65157142857143
DIP2C	-0.175875
LAMP1	0.096125
RXRA	-0.3796
MAP3K5	1.157
ALKBH1	-0.490666666666667
PDLIM7	-0.2605
ARL14	-1.1265
SNIP1	-0.202166666666667
TIMP3	1.10716666666667
RGS3	0.391666666666667
SPAG16	0.1955
ABHD4	-0.5265
ARHGEF12	0.764
GLUD2	-0.3155
RAC2	0.8661
UAP1L1	-0.8555
SLC18A3	0.61
YOD1	-1.04741666666667
RALY	-0.08975
HMOX2	0.7055
DGKH	0.171
DBNDD2	0.591666666666667
YIPF4	0.771125
THAP10	-0.982
ZNF513	0.467
HAGHL	1.14116666666667
ITGB4	-0.500833333333333
CCDC141	-0.765
YTHDF3	1.1885
C5orf28	0.38625
RPL7L1	-0.648375
TMEM30B	0.412428571428571
ANKRD35	2.324
DUOXA2	-0.855333333333333
TBC1D5	-0.70975
DFNB59	-0.343
HRH4	-0.38075
MYO6	1.9536
DNAJA4	2.182125
RBM24	-1.512375
CEACAM20	-0.9775
RBM23	-0.370214285714286
NGFB	0.377
C1orf63	-0.9038
KRTAP7-1	-0.79
PERLD1	2.72875
NPB	-0.5475
C17orf59	0.5958
HSPBAP1	0.02975
SLC15A4	0.0435
PRTFDC1	-0.4395
OSMR	-1.00228571428571
CYSLTR2	-0.5015
C19orf25	-0.2266
KIAA1797	-0.8145
NLRP6	-2.232
FAM105B	-0.1106
SCRN2	0.544
LRRC58	-0.7984
RNF17	-0.0198571428571429
NEIL3	-3.263
FAM137A	-0.0585
SKP2	-2.8
PARVA	0.884333333333333
PKLR	-2.598
RNF34	0.318125
A3GALT2	-0.469
C12orf50	0.0121666666666667
SUNC1	-1.406
FAM102B	-0.303833333333333
CCT2	-0.67725
LRRC37A2	-0.8105
ARF4	1.018
SIKE	-0.63525
C8orf48	1.50133333333333
MBTPS1	-0.583071428571429
GPSN2	-0.36
NCF2	3.37825
SLC12A6	-0.305166666666667
MRPL48	-0.06975
HMGN3	1.28783333333333
LRRC62	-1.413
PAX9	-0.337375
FAM55A	-0.82
C20orf42	-2.22583333333333
SCML2	-1.233
BCL9	0.0585
FAM40A	-0.46575
C9orf41	0.195
ZNF774	0.1875
LETM1	-0.83
PLXNB1	0.631333333333333
NIPSNAP1	-0.105625
USP10	-1.68175
F9	0.072
LIPE	1.32925
CNGB3	1.107
C12orf52	-0.404375
PI4K2A	-0.543375
MED8	0.265375
STAT4	3.40633333333333
FGD4	0.0351666666666667
RNF145	-1.40116666666667
WDR32	0.349
CLDN2	-0.0364
TCEAL8	0.7625
ZMYND8	-0.8204
PDXK	-0.66240625
GATAD2A	-0.32825
PTGES3	-0.807
CCM2	-0.034
TAP1	2.374625
ZNF670	-0.017
ETS2	0.272428571428571
C6orf166	-0.0308333333333333
PRMT2	0.496785714285714
OR4B1	0.448
INTS8	0.2625
CCDC102A	0.1805
CCDC83	-1.17725
ITGA1	-0.4622
EPHA5	-1.6507
FAM24B	-0.909833333333333
TSGA10	2.1515
HAL	-2.67933333333333
MYOT	0.997
SPACA3	1.04075
BCL2L2	-0.5745
CUGBP2	0.661
CCNB3	-0.189
RNF113B	0.0135
MERTK	0.873
BAG1	0.1215
VPS36	-0.018
ORMDL3	2.4539
C1orf190	0.36475
ZNF625	-0.15475
CORO2B	-1.904
ALOX15	0.157
CST1	0.3835
NUPR1	2.29183333333333
CCL7	0.6795
SMCR5	-2.766
DSC2	1.1515
RBMS2	-0.38775
GRIK4	0.725
TRIM65	-0.1083
TMPRSS6	-0.0875714285714286
TP53INP2	-0.327
GLB1L	0.736333333333333
LOC388284	0.187666666666667
PUS1	-0.6375
BCL9L	0.0405
OLFM1	-1.24983333333333
RET	1.872625
MASTL	-1.171
ALX3	-0.09625
IL1RL1	1.0605
ZNF765	-0.6658
C14orf138	-0.523
SNX10	-0.717666666666667
TAC4	-1.1035
C1orf64	2.248375
POGK	0.252125
MAPK9	0.43825
ZNF366	2.8175
C8orf79	0.9028
CLDN7	1.619875
OR5AT1	0.2605
TRIM37	-2.14
LRRC25	2.35875
GRHL2	3.5769
TEKT3	1.0395
LASS5	-0.2545
ABCC4	0.495916666666667
DLG3	0.2255
VGLL1	0.629
ZFP36L2	1.184
MFRP	-0.3805
KIAA1799	0.44625
FLJ44379	-0.487
PCNX	-0.197
ANXA9	2.5295
CYP4V2	1.3404
PIK3C2A	-0.29275
SRR	0.2355
NOL3	-0.888
IFITM2	1.1145
ARNTL2	-2.8
ZNF595	0.71825
NLRP13	2.165
ASPH	0.820375
CPA2	1.1885
PVRIG	1.38516666666667
LEPR	-0.093
C16orf42	0.575
SH3BGRL	1.98125
FAM77D	-0.7896
FNDC7	-0.164
C9orf6	-0.0225
NOTCH2NL	0.178666666666667
PGBD1	-1.5095
SYNGR2	1.29183333333333
PITPNA	-0.3283125
PRPF4B	-0.5649
SLC43A3	-1.12692857142857
NRBP1	-0.052
SLC25A22	0.3895
ILK	0.025375
SLC22A8	0.363833333333333
MRPS7	-0.068375
PITX2	-0.94925
FABP3	-0.067125
OR1L1	-1.2505
LOC728215	0.320375
BLID	-2.8825
KIAA1217	2.42270588235294
TFPT	0.40725
AP4B1	-0.6415
VBP1	-0.803
OR1K1	0.6395
MORC3	1.0575
BHMT2	-0.314166666666667
C3orf10	1.036625
FZD7	1.14366666666667
WFDC10A	-0.028
PMS2CL	-0.31575
CCDC32	0.8805
FA2H	-1.4075
ALG13	-0.125
TTLL7	-0.2805
SPOCK3	0.0892500000000001
SLC13A2	0.4135
AIM1	1.5955
GPRC6A	5.0785
EGR2	5.02775
MED11	0.39925
WWC1	1.17725
SH3GL3	-4.6895
RIF1	-0.281642857142857
PRLH	-0.3885
VLDLR	-1.179
DBT	0.1038125
C21orf63	1.91525
CGGBP1	-0.63975
KRTAP12-2	2.543
TADA3L	-1.091
ZBTB16	2.25375
PDGFB	0.203125
RFX1	-0.053625
UQCRB	0.6777
LOC133874	4.0395
HPS3	-1.08025
LGALS3BP	1.4985
DKFZP564O0823	3.64557142857143
MRFAP1L1	0.643125
HOXA10	-1.3975
NGB	-0.556
KIF21A	-0.122846153846154
IFLTD1	3.9815
LZTS1	-0.458625
ARHGEF3	1.83825
RHBDL3	1.4855
CSNK1G2	-0.933583333333333
ChGn	-0.420142857142857
KIAA1244	1.40033333333333
GABRB2	0.0185
MGC72080	-0.2445
CD27	4.91875
EGLN1	-2.0951
PEX13	0.3735
RWDD3	0.486
RNF12	-0.599833333333333
GRIN2B	0.9035
ADAMTS14	-0.830875
DYDC2	-0.791833333333333
ATP6AP1	0.539
NR1H2	0.232
PDK2	0.10275
C3orf17	-0.170333333333333
SLC38A2	-0.703142857142857
SLC25A29	-1.22516666666667
C15orf29	0.573125
ADAM9	-0.866666666666667
TMUB2	-0.0235
GPR176	-0.92825
AGK	-0.538375
MCCD1	0.19625
NDUFA4	0.0445
TMEM146	-0.9775
DUSP1	1.98325
UNQ6975	0.447
EMX2OS	2.79375
INSM2	-0.815333333333333
LUZP4	1.50533333333333
SETD6	-1.1345
P2RY2	3.192
SLC45A2	-1.8495
RABGAP1	0.524
UBXD5	-0.306
GPRC5A	-0.2924
PAK3	0.822666666666667
LOC63920	-1.391
TGFBR1	0.3731
KRTAP6-3	-0.31425
SFMBT2	0.262
CDC42	0.8101875
C11orf35	0.578
TTLL2	0.45375
UACA	0.768333333333333
CD97	0.0816
SETD5	-0.820875
NINJ2	-0.09975
PTER	1.11166666666667
POMGNT1	-0.7175
KRTAP4-2	1.6165
ECGF1	3.07425
HRB	-0.593181818181818
ATP1B2	-0.5502
LOC400506	0.04975
COL4A3BP	-0.0345
C6orf97	-0.66375
GRHPR	0.218875
TAS2R1	4.12
SEMA7A	-1.437
EDF1	0.497
ODF2L	0.546111111111111
PCID2	-0.5755
GTF2H4	-0.692666666666667
ZCCHC3	-0.633125
CGB2	-0.5895
NEUROD1	0.2555
C20orf75	0.273
RP5-1054A22.3	1.9585
IFNA5	0.7815
ZNF134	0.202166666666667
MGC119295	-0.8309
ZSWIM6	-0.549125
SMEK1	-0.497833333333333
PCGF2	0.490375
C1orf102	1.78075
CYP2A13	-0.579
KCNH6	-0.6714
MDM1	0.1475
ALDH7A1	0.122
C9orf75	0.58075
VDAC3	0.544
OR51T1	-0.1385
EIF3F	-0.397083333333333
KCNJ10	0.536375
LENG8	0.141
EDEM2	-0.732166666666667
CCNJL	-1.08666666666667
DHX37	-1.4935
CRYGN	0.009
AATF	-0.754375
ZNF630	0.609375
E2F5	-0.117
WFDC13	0.160333333333333
FTSJ3	-1.1015
C4orf33	1.06175
LHFPL4	-2.82033333333333
C19orf56	0.13075
SMAD4	-0.0885
AFM	-0.137333333333333
G0S2	-1.368
FCHSD2	0.5426
RRP1B	-1.1253
EEF1B2	-0.245
STAT6	0.440166666666667
ZNF195	-1.00225
GNL1	-1.274
ZNRF2	1.40366666666667
PER3	-0.268875
ASB16	0.5365
C10orf10	1.59014285714286
ADCY8	-4.8038
C9orf58	1.06633333333333
ARMC10	-0.1225
PSG1	0.033
DHX34	-0.62675
VARS2	-1.476875
NFIC	0.14875
ITPR2	0.061
AGXT2	0.1354
OR6K3	-0.1925
H2AFZ	-0.0485
MLLT3	0.344833333333333
COX4I2	0.87875
CCNT2	-0.116125
PLK4	-2.171125
NUMBL	-0.0198333333333333
MED16	-0.3655
PLEKHQ1	1.538
GOSR1	0.2945
BTG4	0.728666666666667
RPL30	1.03891666666667
IGSF5	1.68375
IGFL2	3.34216666666667
ELMOD2	0.555166666666667
SHC3	-1.38816666666667
HAVCR1	0.154
DYNC2H1	-0.406714285714286
RNF5	-1.07
C2orf7	-0.67675
NLF1	0.709
KLHL25	0.71975
LRP10	0.0899
KRI1	-0.5745
PUS7L	-0.229333333333333
MGMT	0.31025
HOXD1	1.01616666666667
CSH1	0.2757
ATG16L2	-0.68125
FLJ44635	0.928
CHODL	0.8735
EXOSC8	-0.4235
SLC28A1	-0.6415
MYO7B	-0.522
SEH1L	-0.6214
MTNR1A	-0.00620000000000001
TSPAN5	-0.197
CDC45L	-2.58566666666667
AMIGO1	0.7875
ATAD3A	-1.2955
OSGIN2	0.5165
PDIK1L	0.630333333333333
DARC	4.22625
PIPSL	0.0925
SHMT1	-1.81575
CRISP3	3.043
POPDC2	2.48033333333333
ZRANB2	-0.4225
FBXL8	0.2835
TRIP13	-1.67045454545455
EIF5AL1	-1.8005
POU5F1P3	-5.67366666666667
IL6	-0.125833333333333
CXorf38	0.5465
IFNA16	0.55
FBXL2	1.55566666666667
BRD1	0.1895
STATH	0.459666666666667
FBXO44	0.266666666666667
MCCC2	-0.02475
CDC2	-1.1858
C5orf23	0.2615
IVD	0.846333333333333
C10orf122	-1.02533333333333
MSL3L1	0.606
MVP	0.7905
EPOR	-1.1775
ZMYM1	-0.516666666666667
BCL7C	0.408833333333333
PSTPIP2	0.673
LYPD1	-0.8975
OR8G5	0.641
ZP3	-0.759833333333333
BCAS4	1.34633333333333
EDG6	4.3055
ISY1	-0.071
PRAMEF2	-0.86925
CUL1	-0.66
RNF213	1.2178
CCRK	0.60975
DHX9	-0.385375
C13orf29	-1.7775
NCKAP1	0.931666666666667
MRPL43	0.720357142857143
XPR1	-0.4455
PKN2	0.4754
PODNL1	0.373
ZNF333	0.883
DALRD3	0.86225
OPN1SW	-0.0455
BTBD6	-0.67625
C11orf82	-1.843
OR5P3	0.098
DUSP11	-0.02675
L1CAM	-1.7535
NEK11	0.5445
OR7E91P	1.61
CNTN3	2.060375
CREB3L2	-0.828
ZBTB37	-0.599
KIAA1324L	-0.26225
NDUFB10	0.773333333333333
NUDT2	0.56625
GTPBP8	-0.13625
CACNA1D	1.635875
PRKAA2	-2.14116666666667
PRDM8	-1.0045
MGC16075	-0.820833333333333
KRT14	0.924142857142857
PP8961	0.7495
MRPL18	0.15275
ABCG2	-0.485
PACRG	1.7215
BBS2	0.01025
KREMEN2	-1.185
FBXO21	0.486
HNRPUL1	-0.0361666666666667
GRB10	-0.229
CLSTN1	1.030375
LMAN2	-0.2734
C17orf61	-0.498
NIPSNAP3A	1.31625
INSIG2	-1.2255
PCDHB7	0.216166666666667
STXBP2	0.1395
CMAH	1.79383333333333
SEMA5B	-0.94825
ZNF155	0.236
COQ6	-0.213166666666667
PRPF4	-0.05525
TSPAN15	3.6295
VN1R5	0.0545
LATS2	0.114
SELK	0.6055
PGK2	0.294
MS4A1	3.2205
TYW3	-0.7976
KRTAP5-1	1.2625
RCCD1	-2.0665
BTN1A1	0.468
DDX28	-0.482
TMEM65	0.408875
LOC92345	-0.812
TTC31	-0.6965
WDR46	-1.07616666666667
CHP2	-1.61616666666667
LSP1	1.12125
ZNF542	0.19125
EXOSC1	-0.07475
ARHGAP18	-0.308333333333333
LRRTM4	-0.251285714285714
MAOB	6.63575
CACNB4	1.068
MGC33846	0.389875
RANBP3L	1.453375
ATP5L	0.441375
ONECUT1	-4.587
NUDT9	0.24175
TMEM149	1.8425
STX17	1.1015
IGSF10	-2.59875
TMPRSS9	0.059
BMPR2	0.451833333333333
ALLC	0.0103333333333333
KLF7	0.470875
GCC1	0.6206
TIMM9	-0.86875
CDO1	1.7345
MGC10701	-0.855
IFI6	3.92016666666667
FRMD8	1.088
MGAT2	-0.225
WBP5	-0.6095
CNIH2	-0.29775
KIAA0907	-1.1077
KCNH8	1.1845
CTSG	1.85075
GRIK1	2.24066666666667
CUL5	0.214125
FRMD1	-0.446
OR9A4	-0.1715
SYT6	-1.815875
FOXD4L2	2.6025
ANAPC2	-0.637833333333333
OPN5	-0.2175
TAF13	-0.37425
LYG2	-0.01325
GGNBP1	-0.5805
C11orf40	0.9095
OTX2	-0.205
REG4	0.0968
EIF5	-0.5941875
PALB2	-1.04125
SEPSECS	-0.3059
RNASE3	-0.37225
TRIM49	-1.1285
POLR2K	1.5509
GPR42	-0.5375
C8B	-3.08433333333333
SASS6	-0.3165
PREB	-0.440833333333333
OR3A3	0.2215
TUBA8	0.983375
IGLV2-14	0.532
STIL	-2.07025
ANKFN1	-1.26816666666667
NME7	0.0395
HOXC12	-0.51775
UBE2C	-1.572875
FHOD1	-0.979
CDK2AP1	0.37625
OR6K2	0.78275
DHPS	-0.54875
RPL5	0.177166666666667
TRGV5	0.7875
LOC541472	0.635875
HCCS	-0.2111
DENND1B	1.3545
LHX3	0.6385
OR5D16	0.708
CXorf57	-0.7055
IRF2BP1	-0.02475
NDST2	0.9975
LCE3D	-0.281
BOLL	0.64475
SYT3	-0.83575
PIH1D2	0.62675
C20orf7	-0.363333333333333
IL1R2	1.36466666666667
SLAMF9	0.5015
PPME1	-0.749375
PIK3CA	-0.36825
TRAPPC1	-0.195
COLEC10	-1.377
SLC9A6	-0.788
PDDC1	-0.101916666666667
CCDC53	0.572
GK3P	-1.0965
DAZL	-0.01725
BRI3	-0.39175
SDK1	-1.140875
CYP2C18	-0.196
IFI44L	5.986125
RPL3L	0.615
FUT9	2.04766666666667
KIFC2	0.324
PMP2	0.3295
SLC4A9	-0.251
PLAG1	-1.061
MYCBP2	0.541333333333333
OR4E2	0.473
CCDC65	1.97
C16orf82	-0.232625
ENTPD4	-0.552
BRP44L	0.604625
PMP22CD	-0.02675
TMCO4	0.944166666666667
KCNN1	-0.6076
WDR35	-0.587
CCDC80	2.76075
C3orf31	-1.2135
SLC7A9	0.26825
TMEM190	0.0805
DBC1	-0.8715
FADS3	-1.58933333333333
PDZD8	-0.724
GRM5	-0.3595
AZGP1	2.9862
PEX3	0.93
MED1	1.532
ATG4C	-0.615
HNRPH3	-0.2635
FAM109B	1.346
C4orf17	-0.614
CA10	-0.289
OPRD1	0.278
CCL16	-1.6125
SACM1L	-1.2785
CST6	5.896
CD63	0.6965
LGI1	-0.33125
ZNF784	0.48225
CRYBB1	-1.8195
CX3CL1	1.0118
TOP2A	-0.451
GYPB	-3.3332
GADD45GIP1	-0.963
FEN1	-1.697125
IGF1R	-0.2268125
WDR72	-2.93833333333333
PURG	-0.9685
DEFB126	0.0916666666666667
PKD1L1	1.293
CAV1	-2.3332
GNPDA2	0.6863
DGAT2	-2.1
NLGN1	-4.3275
STRBP	-0.501375
HPRT1	-1.01066666666667
FANCI	-1.145125
PSMA7	0.161875
DBF4B	-0.7126
TTF1	-0.48625
RAD54L	-2.78125
ELOF1	0.69425
PLAGL2	-2.26075
ZNF256	0.00025
HMGCL	0.632
MSI2	-0.512333333333333
RPESP	1.3735
C11orf60	1.10725
ABCD1	0.1935
ACAA1	0.4578
SPARCL1	6.02678571428572
IL6ST	0.4531
ZNF319	-0.00300000000000002
TMEM109	0.1264
FAM90A1	-0.338333333333333
IL22RA1	-2.02
ATP4B	-0.3315
TEC	-0.925833333333333
C7orf30	-0.78975
TXNDC2	-0.7285
ABCB4	-0.84325
KIAA1191	-0.367
C9orf38	1.0105
SFTPB	0.611714285714286
CNTNAP2	1.95209090909091
FRK	1.014
TBX19	-0.2235
CHD4	-0.32
C6orf26	-3.25716666666667
MOSC2	2.07775
IKBKE	0.5185
HIF1A	-1.4425
LOC595101	-0.0365
RELA	0.373333333333333
TMEM16B	-1.06333333333333
ABHD12B	-1.6195
TSEN34	0.42575
KIF18A	-2.1975
TXNDC9	0.649333333333333
SPATA2L	-0.013
SEMA4G	-1.34
C21orf91	0.583125
MATN1	-0.202
KCNIP4	-0.296833333333333
TUSC1	0.917875
OR4C15	0.86
ARMCX6	-0.1305
WBSCR27	-1.775
OR52I2	-0.71
KIAA1604	-0.0175
DYNC1I1	-1.093
PPP4C	-0.6185
SLC47A2	-1.92783333333333
TREH	-0.0021249999999999
CD48	4.41416666666667
ST14	1.84283333333333
PKN1	-0.3805
SPON2	2.54175
XBP1	2.28508333333333
SFRS12	-0.434833333333333
EFCAB6	1.01233333333333
SELT	0.549
SLC39A2	0.6085
ERF	0.0531666666666667
ARL3	0.961
SURF6	-0.9238
MLLT10	-0.784952380952381
FLJ11171	0.00249999999999999
TDGF1	-4.1485
ERCC6	-0.5225
EIF2AK4	0.616625
BAZ1A	-0.385
LRRN3	0.244666666666667
TMC3	1.4385
EFTUD1	-0.04
PTPRO	1.81166666666667
CLEC12A	0.854428571428572
ACBD4	-0.124125
ZDHHC14	-0.60925
OTUD7B	0.327625
ACTB	0.7651875
MSRA	-0.048875
LCE5A	0.733
IFI35	1.64475
BSCL2	0.519
ANKRD12	0.511166666666667
CFHR2	1.38233333333333
RGAG1	-0.555
HSFY1	-0.488
SLC30A5	-0.0228181818181818
IMPG1	-0.5445
GPR109A	0.1835
ZNF185	-0.62275
IYD	3.4935
NPCDR1	-0.0285
SERPINA13	-0.268
HMGCLL1	-0.6805
NEUROG1	0.565833333333333
UBQLN1	-0.147
LIN37	-0.05675
SOCS2	-0.5845
DSCR4	-1.5605
XKR6	-0.889
GPR142	1.225
KRTAP13-3	0.861
CCDC15	-1.04583333333333
MOS	0.4855
CD1E	0.7135
OFCC1	-0.24575
FAM83D	-2.64275
SRFBP1	0.23375
C9orf96	0.2865
DHDH	-1.62425
CCDC90A	-1.1565
RABL3	0.2689
CD320	-2.4755
ANGEL2	0.31475
MRPL21	-0.5875
SMG6	-0.161666666666667
INSR	0.9539375
FLJ14816	-1.3205
GLRB	-1.40216666666667
C9orf89	1.139
CIZ1	-0.890125
URG4	-0.191333333333333
LRDD	-1.51333333333333
CBY1	1.2345
NFX1	-0.239875
MTERFD2	0.297928571428571
C19orf23	0.852
PGC	-3.22325
IER3IP1	0.7046
RASAL2	0.41375
C1orf89	-0.507666666666667
SYNJ1	-0.515125
NFKBIE	0.46575
FLJ40125	-0.800666666666667
TCEB2	0.4838
NOG	-1.58
POLR2J2	-0.617333333333333
HLA-B	3.51275
PCDHA1	-0.6865
PPP2R2B	0.21175
ARHGEF17	0.324666666666667
TCF7L2	0.0873571428571428
CHD5	-1.548
ZNF431	-0.168428571428571
TBC1D25	-0.99625
ZNF800	-0.24575
SCUBE2	0.652727272727273
MYCBP	0.639833333333333
GPX5	0.1285
C6orf129	0.406333333333333
QSER1	-0.627333333333333
ULK2	0.95525
PIGO	0.220166666666667
NRCAM	-2.42183333333333
SLC35E3	-0.26325
CSRP2	-0.71925
HYPE	-0.713
MAPK15	0.380833333333333
MGC14327	-0.18225
TIMM13	-0.7335
ZNF462	0.35375
GBA3	1.163
TEX13A	0.625
MCM6	-1.13911111111111
MTRF1	-0.7095
ABCA7	-0.47075
EIF4A2	-0.14925
