Hybridization REF	TCGA-BH-A1ET-01A-11R-A137-07
RASSF6	1.558
HSPG2	0.994
ATP6V0E1	1.3985
ABHD6	0.578
CD274	0.4955
GCNT1	2.27975
NT5C1A	0.108833333333333
TM4SF5	-4.148
C21orf58	-2.13383333333333
SUCLA2	0.15375
RFTN2	2.755
SCNM1	-0.374375
SLC9A10	0.193
FUNDC1	2.54
SLC35F4	-2.44425
AMD1	-1.2805
COL6A6	4.946
OR4K2	0.567
TRIB2	-1.662
LOC91461	-2.37475
GHSR	0.6935
ATP8B1	1.554125
C1orf78	2.41566666666667
RNF183	1.93833333333333
STX4	0.9406
TPPP2	-0.62075
MYBPHL	-2.541
TXNDC6	-0.4086
C9orf47	0.0145
FAM137B	0.323
FANCB	-2.9625
C11orf9	-2.67175
DPY19L1	-1.77575
VDAC2	-0.709666666666667
VHL	-0.564
LMBR1	-0.379625
C8orf44	-0.49475
ZPBP	0.1635
FGF23	-2.0685
C21orf67	0.73375
PCNT	-1.441875
BCKDHB	1.1178
GALNTL5	-0.55725
BET1	-0.29625
ARL13A	-0.251
HDAC6	-0.860875
N4BP3	0.195166666666667
OTOP1	-0.333833333333333
TTC30A	2.231375
CRISP1	0.2485
KRT32	0.2955
VSTM1	1.0335
ZNF622	-0.19875
POLR3B	-0.2056
DNAJC10	0.735375
C12orf54	1.875
ADIPOQ	3.00033333333333
RIT2	-0.66925
CD44	-0.9869
ABCA3	2.88825
RPS17	-1.3045
FEZF1	-0.747
PCDHB15	-0.38775
KCNMA1	0.704454545454545
CCDC116	-3.0895
C15orf27	-3.4835
NARG2	0.072375
ITGA5	-1.2825
MEFV	0.91
TUT1	0.15225
LOC541473	-0.4355
NMBR	0.4895
GLT1D1	-3.234
ABCB7	-0.27175
PFKP	-3.13927272727273
C9orf91	1.7018
LRRC41	0.726833333333333
C1orf85	-0.412666666666667
ATP5F1	-0.084875
STOX1	-1.601625
GFOD2	0.11775
SLC25A3	-0.365
ZNF646	0.6123
ZAR1	-1.3085
OSTbeta	-3.455
GALNT3	-0.617
IFT122	0.530833333333333
LDB3	0.3859
GARNL1	0.395857142857143
HOMEZ	0.743
LRRC6	4.93875
ANGPTL5	-0.871
UBAC1	-0.92975
DLEU7	-0.0416666666666667
RPL19	0.11725
TOP1MT	-1.3125
LOC643641	0.340625
MBD3L2	0.883
NTSR1	-0.2335
WISP2	-1.059
GPSM2	-2.21975
RDH10	-0.681
PRKCG	-0.0775
HIST1H4J	0.3965
MON1B	0.1934
MLF1IP	-2.52966666666667
ZNF446	0.8475
COL4A5	-0.5083
SLC26A1	0.619428571428571
RGN	-2.042125
CCNB1	-3.5095
C9orf165	-0.21875
CCDC28B	-1.085
CCDC97	0.77175
FGR	2.047125
MSRB3	0.7944
EPN2	0.32175
COX15	0.00683333333333333
KCNK6	1.2154
XK	-5.87775
GDA	-5.026875
HEPH	-1.53525
THRAP3	0.672
MET	-2.56057142857143
PHYHIP	0.7415
LYAR	-1.71216666666667
ING3	-0.0655
AK7	-1.16275
CCT8L2	-0.3895
COPS7A	0.298666666666667
WSCD1	-1.02125
RNF185	0.947875
TNS3	0.59375
KNDC1	-1.69766666666667
RWDD4A	0.588166666666667
MED13L	0.8149
ZFYVE1	0.36475
C7orf44	-1.23433333333333
MRPL1	0.2985
STGC3	-0.81225
TEAD1	-1.27933333333333
RPL7A	-0.225642857142857
ARL6IP1	0.1782
C1orf178	1.235
CTAGE5	1.40183333333333
TMEM184A	1.1
SLC25A14	0.0625
CACNG5	0.25175
ATXN10	-0.287
ECH1	0.7058
CCL22	0.44375
CYP2F1	-2.21166666666667
GADL1	0.282
TMEM19	-0.2262
RUNX3	0.031
EFNB1	-0.426833333333333
LIPN	1.115
ACSM3	-4.5105
SIGLEC8	1.95383333333333
ASCC3L1	0.0855
NOL8	-0.064
RELT	-1.3805
Magmas	-0.51975
PPP1R15B	-0.1183
C11orf2	0.055
VKORC1	0.0095
MGC26647	-0.0946666666666667
TRPM6	0.7835
UGT2B7	-1.767
FEV	0.23275
FOXK2	-0.402
PDCD5	-0.624
SLC8A1	2.3786
DGUOK	-0.192333333333333
CLDN16	-0.677
GAGE1	-2.0015
RBM17	0.2641
C1QTNF3	0.919625
VGLL3	-0.125333333333333
UNQ5830	-0.0105
CD1A	-2.78116666666667
SCGB1C1	2.0535
SUPT4H1	-0.073125
TRAF5	1.07925
ASAHL	1.13775
FAM73A	2.09783333333333
OR6B1	0.2185
WHSC1	-1.46655
GFPT2	0.00175
LOC339809	0.33425
STARD5	-0.179333333333333
SIP1	-0.966
DNAJC15	0.49225
STAU2	-0.0395625
FAM98A	0.488
RAD23B	0.078875
LRRC33	-1.134
CHRAC1	-0.87575
C21orf89	0.28275
C19orf43	0.0895
KLK8	-0.8485
CCNE1	-2.894875
PKDREJ	0.523666666666667
SSU72	0.6595
C17orf73	-0.0915
GPR78	0.493
WHSC1L1	0.29
GSTA2	-1.32025
SMUG1	0.677833333333333
UFM1	0.8842
AP3M2	-0.265166666666667
USP14	0.1285
FBXL14	0.808166666666667
DSTN	1.71325
SFRS14	-1.206
FBXO31	-1.0625
C12orf40	-0.65325
FRS2	1.55
NR2E3	0.672
TUBB2C	-0.2985
GMPR	-0.881333333333333
C9orf139	0.4415
ING5	-0.486428571428571
LOC730092	-0.103
ORM1	-4.7645
RP11-11C5.2	-1.27125
HSPD1	-1.1098
PIWIL3	-0.389
C5orf13	-0.0723
OR5R1	0.5085
LCOR	0.933
PLEKHA9	-1.2275
CCDC43	-0.22575
ZNF232	0.11875
SLC6A7	0.1105
ADH5	-0.697083333333333
SHBG	-0.6085
CROCCL2	-1.01825
PANX3	-0.3865
CDIPT	1.022
SLC16A5	1.59175
TUBB	-1.17275
TOR3A	0.0416
PREP	-0.3915
ENTPD8	0.399428571428571
CHMP1B	0.305
SYT12	1.1921
MYH6	-2.1048
MAP3K13	0.9395
KLHL30	0.711333333333333
LCMT1	0.366
EIF1AX	1.54083333333333
FOXD4L1	-0.031
SLC24A5	-1.6655
RNF166	-0.5976
TJAP1	-0.28075
TMEM156	3.0865
ZNF239	1.74025
SNX19	0.6083
GKN1	0.224
FCN1	1.736
C1QL1	-2.152
ATP11C	-0.646125
ZNF35	1.0135
CARD8	-0.04475
LIMD1	0.200166666666667
KIAA0286	-1.626375
XRN2	-0.652833333333333
CD6	0.470333333333333
TOX3	2.3765
ZSCAN4	-1.3955
RSRC1	-0.4885
COG1	0.74975
PTRF	-0.1118
C16orf35	0.06475
FBXO24	0.7315
CHST11	-1.0085
THRB	0.149
MYBPC1	1.2315
RNF39	2.19483333333333
PSMD11	-0.66
ALAD	1.034
EN1	0.91725
SLC9A9	-0.26725
GSTM4	1.1677
CDC42BPA	-1.72489473684211
RCSD1	-0.32925
LUC7L2	-0.2491
SPTBN1	0.2589
LOC146167	0.3725
BAT5	1.1351
ZNF452	0.258
LSM4	-0.543625
SRP72	-0.1715
SGK269	-0.0249166666666666
MTX1	0.4545
CENTA1	0.36775
UNQ9433	-1.6445
ATR	0.02975
DDX49	0.144
PAQR8	-0.517
C14orf174	1.86875
GBGT1	-0.049
THAP1	0.33825
OR10K1	1.3585
RASIP1	-1.04216666666667
DPYD	0.7373
DOHH	-0.231
C18orf45	2.4135
POF1B	-1.0225
ZNF552	3.64425
USP32	-0.9215
MED27	-0.671333333333333
C14orf149	-0.599833333333333
PRDX4	-1.51816666666667
ABHD12	2.1139
AGT	-4.54775
SLC22A14	-0.2115
C1orf58	-0.12275
PILRA	-0.445
ABCF2	-0.929625
C17orf85	0.3364
TKTL1	-1.91125
FGF1	2.05415
IL6R	-0.128333333333333
VPS25	0.25075
CHRNB2	-0.179125
COL7A1	-2.8763
LRRC48	4.652
SPG20	1.28858333333333
COX10	-0.26575
GCA	0.65275
ECEL1	-1.20433333333333
GLG1	-0.244333333333333
SRD5A2L2	0.7245
MUTYH	-0.929125
ZNF70	-0.3205
L2HGDH	-0.834
GPATCH2	0.23075
ZNF655	-0.014
ZNF227	0.2435
MCOLN2	0.3295
NQO2	0.13525
KCNQ5	0.5655
NEU1	0.783
QRICH1	-0.04625
ZBTB20	1.02383333333333
RPUSD3	-0.12125
EPGN	-2.868
TSN	0.474333333333333
SPRY2	-2.1915
LZTFL1	0.97925
GMFB	0.1865
PBEF1	-0.7076
HBG2	-2.925
TMEM8	0.18725
PALM2-AKAP2	-0.791666666666667
NFYA	0.38425
FAM108A1	0.62525
PBLD	1.737
NRG4	-2.9355
PIGF	-0.2995
PTGER1	-0.2775
NOS2A	0.396833333333333
C21orf34	0.408333333333333
C21orf51	0.645
IL17C	-0.4385
TRMT6	-0.991666666666667
ETV2	0.4045
CCDC109A	-0.5505
MYLK2	-2.3015
ATP10A	0.8463
DPH4	-0.21325
C5orf5	0.0116666666666667
KCNA4	1.24733333333333
NMNAT2	-1.13116666666667
GLYATL2	0.6945
LSMD1	1.394875
IL23R	-2.356
NRF1	-0.47175
MUC15	1.30466666666667
PRDM12	-2.885
PAQR4	-0.917
RBBP6	-1.203375
IFI27	2.291
SKAP2	0.192833333333333
TAGAP	2.318625
TJP3	2.0905
C9orf61	-0.0895
IDS	0.00557142857142858
PARG	-0.2015
LOC131149	0.2235
DYRK4	1.2395
MICALL1	-1.26175
GALR2	-0.029
GPBP1L1	-0.040375
TBX21	3.88875
KCNJ6	-0.9775
GGN	0.17475
CASP5	0.556166666666667
RNF182	-5.382
BRD4	-0.16375
DOK4	-0.907625
SLC46A2	1.16466666666667
SOX9	0.86325
ZNRD1	-0.438666666666667
PRR6	-2.74075
FAU	0.01075
DTNB	1.07066666666667
CARD9	0.0865
STS-1	-1.69466666666667
SLC4A5	0.08975
NSBP1	-0.9915
UGCGL2	-0.6855
POTE15	0.803
NOXA1	0.8315
RP13-347D8.3	2.60075
SAMD10	-0.0651666666666667
EP400NL	-1.45525
TCF21	-0.10975
AMELX	0.19875
JPH2	0.1595
SLA	1.95325
DLST	-1.609
SEPT12	2.123
RGS20	-4.82575
LXN	-0.245833333333333
ZNF419	0.670625
UPK3B	-0.440166666666667
RELL1	1.37475
ESPNL	-0.9245
KLHL21	-0.388875
PI15	0.4585
C2orf61	-1.2745
LOC407835	-0.53
RER1	0.97125
ELAVL2	2.097
MGC26718	2.38325
KLF2	2.361
TNFAIP8L3	1.00875
TFE3	0.099
C11orf17	-0.422625
15E1.2	-1.99125
SNRPC	-0.74425
DLGAP1	-0.84625
PGLYRP1	0.201875
OVCH2	0.2635
IRF7	1.0454
SET	-0.5746
NAB2	-0.281666666666667
LRP5L	-0.49525
FAM120A	0.7573125
ASCL2	-0.0718333333333333
SHH	-0.199
ATP5H	0.0381666666666667
THPO	1.41716666666667
TYRP1	-4.32283333333333
HIST1H3E	0.856333333333334
EIF2S1	-0.298833333333333
TNFRSF17	-1.25316666666667
TARSL2	1.10925
NKX2-8	0.574875
C1orf115	2.69725
LOC56964	0.742
KIAA0841	-1.5985
ISCU	0.882
TTMA	-0.5465
ZNF414	0.6755
LOC441150	0.93125
RAB15	0.5595
HBP1	0.963166666666667
TNNT2	-2.02533333333333
CECR5	-1.22475
PHGDH	-2.253375
JRK	-0.7636
XPO4	-0.65075
FAM131C	-0.0215
ARHGAP25	0.989
CA9	-3.71455555555556
GPR62	0.259166666666667
TLX1	3.29833333333333
GPS1	0.024
OR2M2	-0.747
BDP1	-0.0168571428571429
FAM70B	0.7755
RPS29	-0.043
MKLN1	-0.3107
TSPAN19	-3.07125
SLC29A3	1.7448
LGALS4	0.2675
USH2A	0.707166666666667
NF1	0.320166666666667
APOBEC3A	1.15066666666667
IMPAD1	0.501333333333333
OLR1	1.97066666666667
NRAP	-0.5665
HCFC1R1	0.736833333333333
TAOK2	1.09466666666667
MCM10	-3.99016666666667
MAP4K3	0.411833333333333
CBS	-3.421375
CLK3	-0.4354
PCDHGA5	0.83
ELF4	-0.03075
FAM71A	-0.46675
C11orf49	0.11175
CLIP2	-0.747
BTBD9	0.8229
ZNF524	1.16075
KDELR1	0.367
ZNF509	0.8955
NCSTN	1.039
ZNF533	3.63385714285714
PARP4	0.04925
GALNT9	-0.529333333333333
NPY	-2.04875
BEGAIN	-3.009
TMEM77	1.1395
FOXRED1	-0.9665
SLC16A2	1.455
SLC35B1	-0.17675
GK5	0.00841666666666668
SDCCAG10	-1.026
C4orf20	0.83
SLC9A2	0.311
ADD1	0.479928571428571
TAL2	-1.32316666666667
ACLY	0.018625
DNAJC1	2.47
SOST	-2.68325
USP43	0.394666666666667
CYP4F12	-2.2175
FKBP5	0.095125
CHCHD5	1.1489
NUDT22	0.16475
CCDC85B	-0.93875
OR51G2	0.6365
STRN3	0.673428571428571
TMOD2	0.49425
FLI1	0.24375
MAB21L2	-0.230166666666667
DGKQ	0.3445
VPRBP	0.0916666666666667
SCNN1B	-0.8564
ECHDC3	2.2215
TMEM106C	-1.004
CSNK2A2	-1.1175
RPL39	-0.5587
HERC3	0.8916
ZBTB47	0.3825
ZNF681	0.866
PAGE2	-3.29975
CLIC5	3.42092857142857
RABAC1	1.1895
ZFHX2	1.0175
YPEL1	-0.281666666666667
KIAA0776	1.3895
NR1D2	1.01825
DNAJC4	0.72425
NPNT	4.5971
ZNF677	0.1415
ZNF536	-0.871333333333333
MEF2B	-0.05225
PTPN4	-0.669
CTCFL	-6.0705
STX5	0.5785
CD72	1.79825
VEGFA	-0.700631578947368
XRCC1	0.3249
MAS1L	0.506333333333333
ELL	0.3919
SETBP1	2.13575
CDH11	3.063
NDC80	-3.32453846153846
DMBX1	-3.256
NRSN1	-0.0846666666666667
BAT2D1	-0.249875
CDS2	0.283833333333333
C1orf212	-0.025
SENP3	-0.791
IL1F9	-0.034
EEF2K	0.54075
COG8	-0.1625
CEP72	-2.28
OR1L8	0.1745
MUS81	-0.533
PHYH	0.284125
GGT6	1.63466666666667
C22orf23	-1.77425
C13orf33	2.313875
MAPK8IP2	0.57325
NELL2	2.8165
POU3F2	-4.05466666666667
ALPK1	2.114875
MRPS18C	-0.29275
RPLP2	0.074375
FGF22	-0.109
SPNS1	-0.398166666666667
ZFP1	-0.27475
IL1RAPL1	-0.50625
PCSK9	-3.50516666666667
NKX2-1	-0.200285714285714
C6orf189	1.858
SP4	-1.6435
SLC11A1	1.4096
C21orf25	0.6095
ICAM2	0.450375
SH3GL1	-0.291
GSK3B	-0.472333333333333
RALB	0.197
PDXP	-1.72766666666667
GNGT1	-4.065125
KIR2DL1	0.605
TNFAIP3	-0.706416666666667
C6orf32	0.023
CBLN2	-1.82075
PANK3	0.97275
TAAR9	0.55
WDR82	0.823785714285714
APOM	-2.677625
TRIP10	-0.3975
SPATA16	-0.0666666666666666
C1orf135	-3.4635
USP51	-0.26625
TESK1	1.20375
C11orf64	-0.016875
ZNF611	0.0665
PDE6G	-0.166
HLA-DQA1	3.680875
GCLC	0.440125
SEC61A1	0.243714285714286
TWSG1	0.61375
ZMYND10	3.08625
CTDP1	0.354625
ADAMTS6	0.227666666666667
SLIT1	-2.473
KRT86	-1.168
KIAA0574	-0.02975
GTPBP2	-0.5935
PQLC3	1.9205
PRRX2	-0.604333333333333
C15orf44	0.501666666666667
MKKS	-0.50825
C11orf10	-0.113
GPR110	-0.514875
CD109	-1.66983333333333
ADCY1	0.4545
RHBG	-2.677
TP53I3	-0.520375
SLC22A3	-1.5147
UCP2	1.53325
FOXG1	-3.13716666666667
OR2AG1	0.846
TRIM24	-1.2745
PROC	-2.584
TAAR6	0.58275
AMTN	-1.4845
C10orf47	0.571833333333333
DEPDC1	-3.62225
FLJ45557	6.16375
ZDHHC17	-0.2370625
KIAA1429	0.4685
KCNH1	0.15025
VNN3	-0.0215
PSMAL	1.0665
PPARD	0.257
HFM1	-2.19225
YBX1	-1.54216666666667
ZNF695	-2.95375
SCTR	-0.941333333333333
DCDC1	-0.1885
VPS26B	0.8637
MTF2	-0.984666666666667
ATP6V1F	0.237
CCDC94	-0.1375
PERF15	0.023
CCL11	3.0005
LMO7	-0.8565
DCST1	0.6195
ADRBK1	0.0375
CDRT4	0.2265
ZNF84	-0.107
HOXD8	3.7915
STARD8	0.0123333333333333
FOXP2	-1.073125
CCDC103	0.761
POLR3A	-0.9032
GSC	1.14666666666667
ZNF114	-2.7445
HTR7P	0.5555
LALBA	-0.3195
RMND5A	0.679
PSCD2	0.701
ZNF409	0.3015
KRTAP1-3	0.214
MAF1	-0.00725
LOC201725	-1.686
NRN1	-2.38225
SPAG5	-3.60683333333333
DNAH7	3.38766666666667
FLJ43860	-0.3825
BRCA2	-1.682
ACADM	0.629
CXXC6	-3.80625
RAGE	-0.30375
CHMP2A	1.226
FAM8A1	0.9295
GPR21	0.8655
SLC12A3	-2.8825
FVT1	0.5375
ZDHHC7	-0.764375
FLJ44048	-0.17325
SLC44A3	2.46766666666667
SDSL	0.783166666666667
MMP8	-1.52875
PLA2G12B	-4.3155
ACY1	0.014
MT1E	-0.884166666666667
OR4K15	2.5915
TECTB	0.5645
GPR20	0.195625
IRAK2	-0.6485
RFPL3	-0.187875
MYO9A	0.16525
NARG1L	0.0331666666666667
BLMH	-0.873375
CCDC3	1.92483333333333
C9orf21	-0.3425
KIAA0513	0.315333333333333
MIER2	0.265
PNMA2	-1.992
SH3BP2	0.3735
ANXA10	-1.75475
RTN2	1.30916666666667
TFB1M	-1.592
PRPH2	2.69725
C14orf133	0.22575
GOLGB1	1.74925
IRX4	0.13075
NFKBIL1	-0.122833333333333
C10orf62	-0.1725
APBB3	-0.13125
RPS10	-0.1155
LOC728378	1.44775
TLE3	1.25433333333333
PSMB7	-0.71825
MESDC1	0.654
SLC6A1	1.51516666666667
OCLN	1.43675
PTTG3	-3.6275
NAGLU	0.38275
SERTAD4	1.7505
SPRY1	1.61175
FLJ10781	-0.830083333333333
MYSM1	0.28675
TRIM4	0.983571428571429
SH3YL1	0.4865
TREM2	3.95016666666667
SERPINI1	0.9935
HDHD3	0.65575
TMEM38A	0.196125
EID2B	-0.59475
TDRD3	-0.026
SEDLP	0.78475
THSD7A	1.74116666666667
NDST3	-2.242
KLHL15	-0.3335
DHRS12	2.2085
FBXO9	-0.0485714285714285
TNPO1	-0.36875
MRPL13	-0.299666666666667
SNX5	-2.111
METTL6	0.02075
SOD1	-0.03675
CHML	-2.362
PACS1	1.28725
SIRT5	-0.32
CAPN2	0.928166666666667
FXYD5	-0.684333333333333
TWISTNB	-0.896375
LRFN1	0.333333333333333
UBE1L	1.835375
UBE1C	0.041
OR51B2	-1.47625
OR4D11	-0.094
C15orf2	0.6595
NR4A1	0.2685
LOC339047	-1.61425
TRIM17	1.596625
ATP5G3	-0.381214285714286
RPL15	-0.276166666666667
ADAMTS8	0.12875
HOXC4	-0.386
C14orf37	1.588
CEACAM5	3.158375
MYT1L	0.0985
RASA2	0.001
OSBPL7	-0.6015
STAG1	-0.069
GIMAP4	4.7195
FUT3	0.673333333333333
PIF1	-3.4155
LPIN2	-0.2678
SH3PX3	0.94825
PDP2	-0.74575
PAPD1	-0.77475
ERP27	4.9695
APOOL	-0.3961
DIABLO	0.20375
TRHR	0.00037499999999998
ARMC9	0.106
RNF152	3.14075
SLITRK3	0.116666666666667
ZNF211	1.0277
PFDN1	0.500625
RGS11	0.608125
HS6ST1	0.2996
AKR1D1	-1.74875
TNP2	-0.0145
STK31	1.78433333333333
EML4	-1.84591666666667
SGTA	-0.326166666666667
HIST1H2BI	0.380833333333333
PSMD6	-1.1025
KIAA1257	2.65725
C18orf55	-0.00433333333333333
FLJ20273	2.702875
RPL28	-0.0861666666666667
EPYC	2.860125
NOX3	-0.3105
ELAC1	-0.536333333333333
METT11D1	-0.35275
BIN2	0.0753333333333333
NACA2	0.24725
CCDC17	-1.531
HM13	-0.4982
UBOX5	-0.557125
UBE2O	-0.49825
UBL5	0.43
APOLD1	0.692875
C9orf31	0.1855
TNFSF8	0.869
ARHGAP29	1.41575
PROKR2	0.329
PDE5A	-0.924
C6orf12	-0.382
TOM1L1	0.6195
WHDC1	0.501
FOXI1	0.821833333333333
RAB4A	0.3003
TMEM39B	-0.707
ATPBD1C	-0.57525
FARSA	-0.640333333333333
PLEKHG5	0.705
CMAS	-0.150333333333333
OR7E24	0.091
SLC30A1	0.2595
CDC42EP5	0.986833333333333
PLAC1	0.11875
KLHL18	-0.031
LBA1	0.9556
TAZ	-0.66525
CRIP2	1.769875
BTBD11	-1.01866666666667
C16orf72	0.916
DIO2	1.6404
LRRCC1	0.6175
CCDC136	-2.675
PRX	0.15225
RBM5	0.16
TMEM85	0.40025
TUBGCP4	-1.18166666666667
APLN	-0.079375
CDK7	0.457166666666667
SSR2	0.640083333333333
CRELD1	0.62125
C19orf46	2.18575
GAL3ST4	0.356
KBTBD10	2.0535
IL28A	0.23
WDR27	-0.5115
MCM2	-2.4315
SOX14	-0.965
FLJ39743	0.2605
KIAA0922	0.105625
HIPK4	0.2485
FLJ25758	0.554
C16orf57	-0.899416666666667
PDZD2	1.634625
MCC	0.750375
HHLA3	0.3018
ID2	0.023
C20orf23	1.67758333333333
ZNF688	2.05075
APOC2	-1.6455
LOC440093	0.52975
FAM50B	2.01883333333333
PWP1	-0.659
DNAH10	0.6755
HIST1H2BA	-0.30375
GPR56	0.430166666666667
METAP2	-0.43775
PAN3	0.636833333333333
STXBP4	-0.521
PDHX	0.48
MTA1	0.519833333333333
ZBED4	-0.438125
ZNF720	1.52975
CDK2	-2.305875
RHOJ	0.97375
CDC37	-0.474166666666667
ZER1	0.580875
GRK4	1.38475
PRPH	-0.927
POLR2A	0.90225
OGFOD1	0.09275
NOL5A	-1.77375
PHEX	4.0905
FLJ16478	0.08775
C20orf117	-1.11075
CAMTA2	0.8795
C11orf74	-0.0208333333333333
DDX17	-0.251666666666667
C5orf27	0.04175
PLEKHA2	-1.4422
PDE4DIP	-0.4656
SCN7A	0.947
ZNF559	-0.760333333333333
CXCL10	3.66075
ZMYM4	0.309333333333333
STK32B	2.24906666666667
KIAA0888	-0.3112
TACR3	0.9695
CKAP2L	-3.8455
KIF1A	-1.8245
RSPRY1	0.62125
VCAN	1.46575
CYP27C1	0.0635
SYDE1	-1.8885
MED12L	-1.8065
ZDHHC21	1.39625
NHS	0.166
TM9SF3	1.3775
DDHD1	-0.925
MAFG	-1.32666666666667
BICD2	-0.6741
C14orf119	-0.0198333333333333
C14orf43	0.515714285714286
CDH7	-0.9305
ALKBH5	0.131857142857143
JUP	0.958375
TMEM41A	0.448166666666667
MAMDC4	-1.47416666666667
CBX3	-0.327125
LRRC18	0.32575
RBMXL2	-0.1455
PLA2G4D	0.491333333333333
FGF13	-0.214875
KIF3A	0.890166666666667
PDIA6	-0.5035
DCXR	1.36575
CASKIN2	0.846666666666667
EHD1	0.376333333333333
MARCKSL1	0.6575
ZNF496	-0.3375
SCAF1	0.263833333333333
KCTD8	-1.52425
TRAF3IP3	0.5835
LSR	1.29775
CXorf1	0.2674
C14orf112	0.672166666666667
EIF2B1	-0.058
OMP	-0.01
GSTZ1	0.7935
LOC92017	1.032
ISLR2	1.436
C12orf36	0.5155
GATA2	-0.0885
GABRA5	-2.9115
CELSR2	0.0223571428571429
STAM2	1.3552
TNAP	-0.3535
PTPMT1	-0.633666666666667
GRP	7.0785
SV2A	-1.61066666666667
MAGEA12	-4.31675
CACNG1	3.0545
C18orf19	-1.08725
GSG1	-0.789
PTPRJ	0.4285
FRMPD1	0.2215
ZNF668	0.52525
PLEKHJ1	-0.64525
ADAT1	-0.7044
TMEM50A	0.8432
UCN3	0.1735
HOOK1	1.5655
IL17B	-1.3565
MLKL	-1.1215
TTC14	0.3865
KLHL5	1.547875
CRYL1	1.17866666666667
FOXH1	-0.2665
NFYB	0.034
PPM1G	-0.457
GOLGA2LY1	-1.6795
NMT1	-0.44875
HADHA	0.2337
CHSY-2	2.425
PLEKHF1	0.562
SAGE1	-2.93
MUSTN1	0.6615
SUHW4	1.413
TFEB	1.533
ZFYVE27	-0.19825
ATG12	-0.612333333333333
BMI1	2.1895
ZIM3	0.04525
MYH4	0.647
MASP1	-1.20383333333333
KIAA0984	1.97375
RPAP2	-0.2555
ASB5	0.32375
BOLA3	-1.20533333333333
MIA3	0.4155
KRT35	0.3275
KIR3DL3	-0.806
MRPL51	-0.2915
SEMA3F	1.30266666666667
NDUFB2	0.689833333333333
LOC253012	1.28025
FAM46C	0.8605
G6PC	-3.297875
CSAG3A	-4.798
PREX1	1.9145
SLC25A45	0.669625
MAPKBP1	0.2889
CPE	0.5373
GNB1	-0.207
CXCR6	2.025
TRIM46	0.99625
C16orf3	-0.0168333333333333
HPSE	-0.205625
TIGD3	-0.04
SPG3A	2.495
LCAT	-1.4075
ST6GAL1	-0.560944444444445
POMC	-0.225
FLJ36031	-1.094
NSMAF	-0.877333333333333
SKIL	1.3855
ADSS	0.198
HMGCS1	-1.4915
POLR3F	-0.478833333333333
RAB10	0.4375
ZNF277P	-1.00975
ZBTB7B	1.200375
DHRS1	0.807125
ABCC13	2.45525
CNOT3	-0.1595
NFKBIA	0.819
GAK	0.368
SFT2D2	0.596833333333333
HOXA6	-0.401
CRTC1	0.36675
LY6D	-1.1885
C20orf72	-0.996
CPT1A	-0.41475
LMO1	-2.7615
EIF3I	0.047
PRB4	-0.59075
MCM3APAS	-3.0615
C20orf132	0.3096
FOXF2	-2.3585
S100A12	-0.28375
MLH1	0.4035
ACTN1	-0.1067
MRPL36	-0.495333333333333
C20orf106	-0.609
FBXO6	1.68483333333333
MKS1	-0.0133333333333333
CX3CR1	0.294125
PDE1B	1.054
PLP1	-3.7625
KISS1	-0.182
C14orf2	-0.017
TBC1D3P2	-0.7695
COMMD6	1.3662
ANKRD7	-2.4065
PTCHD1	-1.299125
NARS2	-0.82275
DOCK7	-0.79375
FAM127B	-0.4005
LOC390243	0.0188333333333334
N6AMT2	1.4375
ZNF391	-0.3745
DNAJB14	0.840166666666667
WRB	0.675
BPI	0.372
TTC4	-0.391666666666667
FAM10A5	-0.87025
GOT1L1	0.4236
MAGED1	0.847
RESP18	0.02075
WFDC6	4.3495
MT2A	-0.9005
C11orf56	0.4085
KIAA1432	0.145
ROR1	-1.67025
HSD17B14	1.07333333333333
ZFAND2B	-0.084375
SAMD4B	0.16
HEXA	-0.161125
HNRNPU	-0.448454545454545
USP39	-0.30175
NRD1	-0.26625
R3HDML	0.366
FLT4	0.6525
OMG	-0.0415
OR52N4	0.527
LOC399818	-0.54875
ELA2	-2.284
VENTXP1	-1.302
RFC5	-1.644
OR52L1	0.7955
PAX5	0.0715
FBXO2	-1.707
GMEB1	-0.0385
AKT3	-0.326166666666667
CRB1	-1.4705
CTTN	-0.0233333333333333
UTP15	-0.533333333333333
HSBP1	-0.109
PHF11	1.99825
NDEL1	0.412
USP8	0.1295
BAIAP2	0.691125
SI	0.378333333333333
ARSJ	-1.8415
BAAT	-2.9475
KCNS3	2.19133333333333
LOC126147	-0.400333333333333
TMEM37	-1.1835
C1orf162	3.80816666666667
MBD1	0.1606
ITGAL	1.85733333333333
WDR73	0.210666666666667
GKN2	0.183833333333333
ARFGAP1	-0.831375
SLC5A8	-1.76633333333333
ZBTB40	0.4003
CYP4B1	2.944
LYPLAL1	0.0365
CHST3	-1.19
MAP3K9	0.1355
BTAF1	-1.1115
TFAP2E	0.1455
RBM35B	0.16825
LOC441251	-0.702833333333333
ANKRD25	-0.345166666666667
UQCRC2	0.3615
MAEA	0.02125
HYAL1	-2.4228
RNPEPL1	0.191666666666667
CPSF2	-0.231625
PSD3	1.6072
ABCA13	-0.47125
AGR2	3.144375
GBX1	-1.5415
HDLBP	0.643642857142857
ACY3	0.99375
HECW1	-0.783
ZNF519	-1.441
HOPX	2.95975
ZNF304	1.240125
OR12D3	0.662
FKSG43	0.055
METTL1	-0.268
MFSD3	0.2593
PSPH	-2.11675
CLCA3	-0.6465
