Hybridization REF	TCGA-E2-A14V-01A-11R-A12D-07
KIF3A	1.17
PDIA6	-0.298
DCXR	0.36075
CASKIN2	0.273
EHD1	0.485333333333333
MARCKSL1	0.766666666666667
ZNF496	-0.341833333333333
SCAF1	0.450833333333333
KCTD8	-2.8115
TRAF3IP3	-0.101071428571429
LSR	1.895
CXorf1	-0.353
C14orf112	0.356
EIF2B1	0.09175
OMP	0.438
GSTZ1	-0.2345
LOC92017	0.80025
ISLR2	0.917
C12orf36	0.638
GATA2	-0.207333333333333
GABRA5	-2.1475
CELSR2	-0.875357142857143
STAM2	1.0216
TNAP	-0.599
PTPMT1	-0.647
GRP	6.49425
SV2A	-1.4405
MAGEA12	-4.00075
CACNG1	3.56
C18orf19	-0.33025
GSG1	-0.548
PTPRJ	1.18021428571429
FRMPD1	-0.3895
ZNF668	0.4575
PLEKHJ1	-0.333125
ADAT1	-0.931
TMEM50A	0.2106
UCN3	0.5515
HOOK1	1.411
IL17B	0.612
MLKL	-1.1325
TTC14	-0.580833333333333
KLHL5	-0.280125
CRYL1	-1.201
FOXH1	-0.3155
NFYB	0.241875
PPM1G	-0.3575
GOLGA2LY1	-0.589
NMT1	-0.661875
HADHA	-0.7653
CHSY-2	1.92275
PLEKHF1	1.12442857142857
SAGE1	-2.123
MUSTN1	-0.143
SUHW4	0.12875
TFEB	0.7545
ZFYVE27	-0.416
ATG12	-0.0185000000000001
BMI1	0.958857142857143
ZIM3	0.403333333333333
MYH4	-0.757
MASP1	-1.89266666666667
KIAA0984	0.59175
RPAP2	-0.64825
ASB5	-1.11066666666667
BOLA3	-0.884166666666667
MIA3	0.756166666666667
KRT35	0.659
KIR3DL3	-0.8565
MRPL51	-0.09175
SEMA3F	0.663833333333333
NDUFB2	0.0411666666666667
LOC253012	-0.1365
FAM46C	-0.8172
G6PC	-2.426125
CSAG3A	-4.452
PREX1	2.0235
SLC25A45	-0.075375
MAPKBP1	0.5007
CPE	0.4474
GNB1	-0.980125
CXCR6	1.364
TRIM46	0.5565
C16orf3	0.338333333333333
HPSE	-1.275375
TIGD3	-0.199
SPG3A	1.65475
LCAT	-1.61416666666667
ST6GAL1	-0.940388888888889
POMC	-0.12025
FLJ36031	-0.524833333333333
NSMAF	-0.989833333333333
SKIL	1.7675
ADSS	1.72333333333333
HMGCS1	-0.1057
POLR3F	0.792666666666667
RAB10	0.189875
ZNF277P	-0.223
ZBTB7B	1.0405
DHRS1	0.130125
ABCC13	2.362625
CNOT3	0.36325
NFKBIA	0.2865
GAK	0.181333333333333
SFT2D2	1.65916666666667
HOXA6	0.18
CRTC1	0.653875
LY6D	0.00883333333333333
C20orf72	-0.261833333333333
CPT1A	1.4375
LMO1	-1.9325
EIF3I	-0.56625
PRB4	-0.665
MCM3APAS	-1.6035
C20orf132	-1.4846
FOXF2	-2.107
S100A12	1.13
MLH1	-1.04783333333333
ACTN1	1.0632
MRPL36	-0.78
C20orf106	0.46475
FBXO6	1.18933333333333
MKS1	0.318166666666667
CX3CR1	-3.022875
PDE1B	0.364
PLP1	-4.123
KISS1	0.2865
C14orf2	-0.8265
TBC1D3P2	0.12025
COMMD6	1.6215
ANKRD7	0.08375
PTCHD1	-1.553625
NARS2	0.01225
DOCK7	-0.449625
FAM127B	0.269625
LOC390243	0.0176666666666666
N6AMT2	-0.03275
ZNF391	-0.5085
DNAJB14	-0.0348333333333333
WRB	0.84625
BPI	-0.249363636363636
TTC4	-0.907
FAM10A5	-0.39775
GOT1L1	0.238875
MAGED1	0.381
RESP18	0.0746666666666667
WFDC6	-0.52125
MT2A	-0.882
C11orf56	0.2415
KIAA1432	-0.685
ROR1	-1.842625
HSD17B14	0.9565
ZFAND2B	-0.044375
SAMD4B	0.32625
HEXA	-0.126625
HNRNPU	0.479727272727273
USP39	-0.211625
NRD1	-0.6905
R3HDML	0.33625
FLT4	0.181
OMG	-0.165
OR52N4	0.669
LOC399818	0.27675
ELA2	-2.7695
VENTXP1	-0.993
RFC5	-0.816
OR52L1	1.08
PAX5	0.218
FBXO2	0.98425
GMEB1	-0.1565
AKT3	-0.444
CRB1	-2.512
CTTN	1.77466666666667
UTP15	-0.0786666666666667
HSBP1	0.06975
PHF11	1.62225
NDEL1	-0.0778333333333333
USP8	-0.18075
BAIAP2	-0.3428125
SI	1.0305
ARSJ	-0.975166666666667
BAAT	-2.88225
KCNS3	2.93733333333333
LOC126147	-0.451666666666667
TMEM37	-0.54025
C1orf162	2.37766666666667
MBD1	-0.5981
ITGAL	0.0168333333333333
WDR73	-0.078
GKN2	0.100166666666667
ARFGAP1	-0.117625
SLC5A8	4.31716666666667
ZBTB40	-0.7627
CYP4B1	2.74416666666667
LYPLAL1	0.12175
CHST3	-0.8495
MAP3K9	-0.1225
BTAF1	-1.0185
TFAP2E	-0.536
RBM35B	0.59075
LOC441251	-0.1805
ANKRD25	-0.4725
UQCRC2	-0.662
MAEA	0.0388333333333333
HYAL1	-2.9761
RNPEPL1	0.0496666666666667
CPSF2	-0.67875
PSD3	-0.2004
ABCA13	0.0868571428571428
AGR2	3.55275
GBX1	-2.5455
HDLBP	0.693142857142857
ACY3	-0.496
HECW1	-1.0325
ZNF519	-0.193
HOPX	3.7775
ZNF304	1.13075
OR12D3	-0.371
FKSG43	0.02975
METTL1	0.450125
MFSD3	0.3766
PSPH	-1.3405
CLCA3	-0.878
DARS2	0.539
CDC25A	-2.08483333333333
BAIAP2L1	0.2835
B3GNT5	-1.3515
USP29	-0.14125
ARHGEF10L	0.8186
ATOX1	-0.08775
ADAM30	0.97475
DNASE1	1.33175
STT3A	0.175583333333333
RAB6IP1	0.15575
PTN	0.9901
C1orf106	0.512692307692308
HECA	0.9905
RNF122	0.57175
SLC22A18AS	0.112666666666667
GNG8	0.332833333333333
ELP4	-0.2405
FAM65A	0.110833333333333
RPL10A	-0.191833333333333
IRS4	1.454
MACF1	0.3106
SEC24D	0.507
LOC374395	1.28825
TGFB2	1.351375
MDFIC	-0.403125
CHRNE	0.487833333333333
PCMTD2	-0.0531666666666666
ATP6V0D1	-0.317166666666667
MTA2	1.0345
LZTR1	-0.5645
RAP1A	0.111166666666667
AXIN1	0.398625
POLR1C	-0.4815
TRIO	-0.196
PLXNA4A	-0.692833333333333
C5orf33	-0.633
DEPDC1B	-1.269625
ZNF473	0.0288333333333333
MTM1	1.075125
GPR107	0.419833333333333
CSNK1A1L	0.702166666666667
FLJ14154	0.36525
NLRC4	2.659
ENPP4	1.66033333333333
PADI3	0.058
RNF170	-1.0695
CG018	0.107333333333333
C16orf7	-0.1035
KCNE1	2.17925
NRM	-0.329
SLC37A3	0.212214285714286
TPD52L2	-0.207333333333333
UNC5B	1.098
C12orf12	0.4785
SDHB	-0.7365
CLRN1	0.236
NUDT10	-1.48883333333333
UGT3A1	0.0832857142857143
FBXW8	-0.18225
RHOF	-0.359625
PTPLAD1	0.493625
MYO3B	-1.104
DERA	-0.678
TPP2	-0.62125
C19orf53	0.322
GINS3	0.275875
ST6GALNAC5	0.0795
CHSY1	-0.37075
MGC15705	-0.0825
GPR83	0.9044
EXT2	0.29175
DOLK	0.5965
TUBAL3	-1.92975
ACVRL1	1.7824
ABL2	-0.248
C14orf156	-1.5485
PTPRZ1	-3.04271428571429
DIP2C	1.062125
LAMP1	0.996875
RXRA	0.4825
MAP3K5	0.389
ALKBH1	-0.2325
PDLIM7	-0.127375
ARL14	-0.0375
SNIP1	-0.5795
TIMP3	0.909333333333333
RGS3	-0.0388333333333333
SPAG16	-1.9056
ABHD4	-0.50575
ARHGEF12	0.942916666666667
GLUD2	0.184
RAC2	-1.145
UAP1L1	0.158
SLC18A3	0.045
YOD1	-1.95172727272727
RALY	-0.417
HMOX2	0.83475
DGKH	-1.01575
DBNDD2	2.02533333333333
YIPF4	0.708375
THAP10	-1.33875
ZNF513	0.44375
HAGHL	0.0588333333333333
ITGB4	0.703
CCDC141	-2.495
YTHDF3	0.611
C5orf28	0.37775
RPL7L1	-0.01175
TMEM30B	1.23171428571429
ANKRD35	1.3105
DUOXA2	-0.14625
TBC1D5	-0.999875
DFNB59	-0.596
HRH4	0.0465
MYO6	1.9183
DNAJA4	1.315
RBM24	-0.721875
CEACAM20	0.0195
RBM23	0.00464285714285716
NGFB	-0.8795
C1orf63	-1.6208
KRTAP7-1	1.862
PERLD1	3.87275
NPB	0.2195
C17orf59	0.4239
HSPBAP1	-0.18325
SLC15A4	0.561375
PRTFDC1	-1.98525
OSMR	0.250285714285714
CYSLTR2	0.1125
C19orf25	0.3858
KIAA1797	-0.662
NLRP6	1.138
FAM105B	-0.1436
SCRN2	-0.8245
LRRC58	-0.312
RNF17	-0.159571428571429
NEIL3	-1.1575
FAM137A	0.0465
SKP2	-2.19675
PARVA	0.953
PKLR	-1.6435
RNF34	-0.02475
A3GALT2	0.42775
C12orf50	0.1104
SUNC1	-2.73925
FAM102B	-0.1395
CCT2	-0.6565
LRRC37A2	-0.8085
ARF4	0.373
SIKE	0.065
C8orf48	-0.272833333333333
MBTPS1	-0.00135714285714284
GPSN2	-0.611
NCF2	2.53075
SLC12A6	-0.373333333333333
MRPL48	-0.4135
HMGN3	-0.6
LRRC62	-1.16275
PAX9	1.2185
FAM55A	0.0775
C20orf42	-2.61316666666667
SCML2	-2.5222
BCL9	0.3575
FAM40A	-1.12125
C9orf41	0.29
ZNF774	0.3855
LETM1	-0.486
PLXNB1	-0.761833333333333
NIPSNAP1	-0.5505
USP10	-0.876
F9	0.331333333333333
LIPE	1.91275
CNGB3	0.00800000000000001
C12orf52	0.40625
PI4K2A	-0.320875
MED8	-0.44425
STAT4	0.199
FGD4	0.262166666666667
RNF145	-2.481
WDR32	-0.3082
CLDN2	-0.0228333333333333
TCEAL8	0.69
ZMYND8	-0.299
PDXK	-0.449
GATAD2A	0.2045
PTGES3	-0.334
CCM2	0.23775
TAP1	0.207625
ZNF670	0.33325
ETS2	-0.274
C6orf166	0.0645
PRMT2	-0.168785714285714
OR4B1	-0.7185
INTS8	-0.3915
CCDC102A	-0.84625
CCDC83	-3.439
ITGA1	-0.642
EPHA5	-2.62311111111111
FAM24B	-1.33983333333333
TSGA10	1.079
HAL	-2.55416666666667
MYOT	0.29975
SPACA3	0.48925
BCL2L2	-0.840666666666667
CUGBP2	-0.4825
CCNB3	-0.252
RNF113B	0.07225
MERTK	-0.37375
BAG1	0.7225
VPS36	-0.1385
ORMDL3	2.9461
C1orf190	0.20325
ZNF625	-0.41075
CORO2B	-1.80325
ALOX15	-0.0295
CST1	2.6265
NUPR1	2.60233333333333
CCL7	1.292
SMCR5	-1.95
DSC2	3.16
RBMS2	0.18725
GRIK4	1.208
TRIM65	-0.682
TMPRSS6	0.233857142857143
TP53INP2	0.2415
GLB1L	0.242166666666667
LOC388284	0.0756666666666667
PUS1	-0.182214285714286
BCL9L	-0.2125
OLFM1	-0.91575
RET	3.3395
MASTL	-1.48483333333333
ALX3	0.297
IL1RL1	0.228
ZNF765	-0.4668
C14orf138	-0.1615
SNX10	-0.21
TAC4	0.1725
C1orf64	2.097
POGK	0.649875
MAPK9	0.84375
ZNF366	1.63625
C8orf79	0.3969
CLDN7	2.33975
OR5AT1	0.4135
TRIM37	-0.19575
LRRC25	2.051
GRHL2	3.303
TEKT3	1.412
LASS5	-0.3045
ABCC4	-2.66845454545455
DLG3	1.205125
VGLL1	2.002625
ZFP36L2	2.1445
MFRP	-0.151
KIAA1799	-0.833
FLJ44379	-0.794
PCNX	-0.5445
ANXA9	2.6655
CYP4V2	0.4176
PIK3C2A	0.422
SRR	-0.7995
NOL3	-0.66925
IFITM2	1.7625
ARNTL2	-1.243
ZNF595	0.8705
NLRP13	0.62
ASPH	0.40325
CPA2	-0.6545
PVRIG	-1.87633333333333
LEPR	-1.5698
C16orf42	0.614
SH3BGRL	1.31175
FAM77D	-0.4825
FNDC7	0.479
C9orf6	0.41
NOTCH2NL	0.149666666666667
PGBD1	-1.74833333333333
SYNGR2	-0.11
PITPNA	-0.3891875
PRPF4B	-0.7061
SLC43A3	-1.86321428571429
NRBP1	0.215
SLC25A22	0.50925
ILK	0.324125
SLC22A8	0.603
MRPS7	-0.720125
PITX2	-1.52025
FABP3	0.261375
OR1L1	-1.079
LOC728215	-0.874714285714286
BLID	-1.8565
KIAA1217	2.62441176470588
TFPT	-0.2595
AP4B1	-0.86625
VBP1	-0.8275
OR1K1	0.2595
MORC3	0.05725
BHMT2	-0.857166666666667
C3orf10	-0.1355
FZD7	1.0845
WFDC10A	0.9875
PMS2CL	-0.213625
CCDC32	0.122333333333333
FA2H	0.04125
ALG13	-0.1645
TTLL7	-0.1262
SPOCK3	0.10775
SLC13A2	0.894
AIM1	4.31475
GPRC6A	0.56
EGR2	4.061
MED11	0.21925
WWC1	2.066
SH3GL3	-3.91675
RIF1	-0.370714285714286
PRLH	-0.524
VLDLR	-1.425
DBT	0.084
C21orf63	-1.46166666666667
CGGBP1	-0.76625
KRTAP12-2	-0.687
TADA3L	-0.931375
ZBTB16	0.36975
PDGFB	1.346125
RFX1	-0.0571250000000001
UQCRB	-0.3547
LOC133874	-0.0655
HPS3	-0.06725
LGALS3BP	-0.3067
DKFZP564O0823	2.79035714285714
MRFAP1L1	0.405
HOXA10	-1.33166666666667
NGB	-0.43
KIF21A	0.168
IFLTD1	0.436
LZTS1	-0.5535
ARHGEF3	1.0975
RHBDL3	-0.6195
CSNK1G2	0.0485833333333333
ChGn	-1.312875
KIAA1244	1.85683333333333
GABRB2	0.089
MGC72080	-0.313
CD27	2.89275
EGLN1	-1.9338
PEX13	0.75875
RWDD3	-0.57975
RNF12	-0.753333333333333
GRIN2B	1.1985
ADAMTS14	-0.574
DYDC2	0.758166666666667
ATP6AP1	0.2894
NR1H2	0.0476666666666667
PDK2	1.13025
C3orf17	-0.241333333333333
SLC38A2	0.1635
SLC25A29	-0.582666666666667
C15orf29	0.216
ADAM9	-0.510833333333333
TMUB2	-0.348625
GPR176	-0.39325
AGK	-0.805571428571428
MCCD1	1.27425
NDUFA4	-0.24275
TMEM146	0.97825
DUSP1	1.517125
UNQ6975	1.7195
EMX2OS	4.468
INSM2	-0.215
LUZP4	-0.33825
SETD6	-0.351
P2RY2	3.28175
SLC45A2	-1.9865
RABGAP1	0.431833333333333
UBXD5	-0.1775
GPRC5A	0.9163
PAK3	-0.334166666666667
LOC63920	-1.1535
TGFBR1	1.2935
KRTAP6-3	0.34825
SFMBT2	0.02825
CDC42	0.234625
C11orf35	0.242
TTLL2	-1.3505
UACA	0.132818181818182
CD97	-1.5613
SETD5	-0.80825
NINJ2	-0.72425
PTER	1.14183333333333
POMGNT1	-0.48125
KRTAP4-2	0.3175
ECGF1	2.4065
HRB	0.295727272727273
ATP1B2	-0.6094
LOC400506	0.255
COL4A3BP	0.311
C6orf97	-0.332
GRHPR	0.29475
TAS2R1	0.4145
SEMA7A	-1.20725
EDF1	0.29575
ODF2L	0.801111111111111
PCID2	-0.505166666666667
GTF2H4	-0.693833333333333
ZCCHC3	-0.39725
CGB2	0.266
NEUROD1	-0.103
C20orf75	4.6305
RP5-1054A22.3	1.56533333333333
IFNA5	-0.1075
ZNF134	0.110916666666667
MGC119295	-0.5592
ZSWIM6	-0.288625
SMEK1	0.0145
PCGF2	0.880875
C1orf102	2.08225
CYP2A13	0.5565
KCNH6	-1.5575
MDM1	0.8871
ALDH7A1	0.774833333333333
C9orf75	2.04075
VDAC3	-0.75325
OR51T1	0.1025
EIF3F	-0.38025
KCNJ10	-0.686
LENG8	0.435
EDEM2	0.518583333333333
CCNJL	-0.428833333333333
DHX37	-0.1345
CRYGN	1.808
AATF	2.754125
ZNF630	0.577
E2F5	-0.7395
WFDC13	-1.0285
FTSJ3	0.6115
C4orf33	0.94675
LHFPL4	-3.35625
C19orf56	-0.232666666666667
SMAD4	-0.0455
AFM	-0.3758
G0S2	-1.5325
FCHSD2	0.1982
RRP1B	-0.1765
EEF1B2	-0.527833333333333
STAT6	0.288333333333333
ZNF195	-0.14825
GNL1	-1.15316666666667
ZNRF2	1.18483333333333
PER3	0.382875
ASB16	0.527
C10orf10	1.59757142857143
ADCY8	-3.51283333333333
C9orf58	-0.658
ARMC10	-0.221166666666667
PSG1	0.264
DHX34	-0.26275
VARS2	-0.28525
NFIC	0.7075
ITPR2	-0.294
AGXT2	0.2045
OR6K3	0.2765
H2AFZ	0.636333333333333
MLLT3	0.267416666666667
COX4I2	1.328
CCNT2	-0.489625
PLK4	-0.494125
NUMBL	0.143
MED16	0.72325
PLEKHQ1	0.3755
GOSR1	0.0787777777777778
BTG4	0.561333333333333
RPL30	0.444666666666667
IGSF5	0.983
IGFL2	1.2255
ELMOD2	1.24233333333333
SHC3	-1.74583333333333
HAVCR1	0.655
DYNC2H1	-0.018125
RNF5	-0.464833333333333
C2orf7	-0.51325
NLF1	1.0985
KLHL25	0.694
LRP10	0.4011
KRI1	-0.46125
PUS7L	-0.461
MGMT	1.13175
HOXD1	0.4725
CSH1	0.6833
ATG16L2	-1.52925
FLJ44635	0.2175
CHODL	-0.8165
EXOSC8	-1.25325
SLC28A1	-0.52575
MYO7B	-1.0335
SEH1L	-0.7444
MTNR1A	-0.2925
TSPAN5	0.4965
CDC45L	-2.10233333333333
AMIGO1	0.8055
ATAD3A	-0.966
OSGIN2	0.717333333333333
PDIK1L	-0.0368333333333333
DARC	1.643375
PIPSL	0.239
SHMT1	-0.9845
CRISP3	0.652
POPDC2	1.34016666666667
ZRANB2	-0.848666666666667
FBXL8	0.63125
TRIP13	-1.14909090909091
EIF5AL1	-0.7085
POU5F1P3	-4.56
IL6	-1.96866666666667
CXorf38	0.391666666666667
IFNA16	0.027
FBXL2	1.07616666666667
BRD1	0.2695
STATH	1.454
FBXO44	0.410666666666667
MCCC2	0.98975
CDC2	-0.1381
C5orf23	-1.105
IVD	-0.4635
C10orf122	-0.732
MSL3L1	0.1415
MVP	1.02325
EPOR	-0.6527
ZMYM1	-0.6115
BCL7C	0.779333333333333
PSTPIP2	0.3797
LYPD1	-1.3615
OR8G5	0.101
ZP3	-0.08
BCAS4	2.00808333333333
EDG6	1.65425
ISY1	-0.178
PRAMEF2	-1.44175
CUL1	-0.231125
RNF213	0.228
CCRK	1.1165
DHX9	0.2285
C13orf29	0.097
NCKAP1	1.109
MRPL43	0.413357142857143
XPR1	1.26675
PKN2	0.5961
PODNL1	0.515
ZNF333	0.60225
DALRD3	0.57
OPN1SW	0.7275
BTBD6	-0.04425
C11orf82	-1.4065
OR5P3	-1.7225
DUSP11	0.02625
L1CAM	-1.0338
NEK11	1.66516666666667
OR7E91P	0.5735
CNTN3	2.7079
CREB3L2	-0.175
ZBTB37	0.8005
KIAA1324L	0.07225
NDUFB10	0.036
NUDT2	-0.4145
GTPBP8	-1.012
CACNA1D	1.380125
PRKAA2	-0.247333333333333
PRDM8	0.967
MGC16075	-0.4866
KRT14	1.3355
PP8961	0.274875
MRPL18	-0.25475
ABCG2	-3.36975
PACRG	1.229
BBS2	0.47975
KREMEN2	-0.8545
FBXO21	0.938
HNRPUL1	0.422333333333333
GRB10	-0.1445
CLSTN1	1.158
LMAN2	-0.071
C17orf61	0.19
NIPSNAP3A	0.0385
INSIG2	-0.8245
PCDHB7	2.13233333333333
STXBP2	0.636375
CMAH	1.21645454545455
SEMA5B	-0.56475
ZNF155	0.188833333333333
COQ6	-0.417
PRPF4	-0.28825
TSPAN15	3.2361
VN1R5	0.383
LATS2	0.85675
SELK	-0.21025
PGK2	0.348666666666667
MS4A1	-2.52971428571429
TYW3	-1.4716
KRTAP5-1	0.954
RCCD1	-1.7315
BTN1A1	0.48025
DDX28	-0.2745
TMEM65	0.625625
LOC92345	-0.17325
TTC31	-0.3165
WDR46	-0.7845
CHP2	-1.63216666666667
LSP1	0.43475
ZNF542	-0.65875
EXOSC1	-0.31625
ARHGAP18	-0.534333333333333
LRRTM4	-0.582166666666667
MAOB	0.9545
CACNB4	1.624
MGC33846	0.636625
RANBP3L	0.446875
ATP5L	-0.428125
ONECUT1	-3.3385
NUDT9	0.48275
TMEM149	-2.2555
STX17	0.43275
IGSF10	-2.85
TMPRSS9	0.4595
BMPR2	0.1175
ALLC	-0.936333333333333
KLF7	1.794
GCC1	0.9359
TIMM9	-0.78775
CDO1	-0.946
MGC10701	-0.836833333333333
IFI6	0.854333333333333
FRMD8	0.17375
MGAT2	-0.12275
WBP5	-0.637333333333333
CNIH2	0.45575
KIAA0907	-1.091
KCNH8	-0.522
CTSG	0.02225
GRIK1	-0.504333333333333
CUL5	-0.051125
FRMD1	0.4285
OR9A4	2.465
SYT6	-1.897875
FOXD4L2	1.36425
ANAPC2	-0.346833333333333
OPN5	0.848
TAF13	0.6845
LYG2	-0.133
GGNBP1	-0.0025
C11orf40	0.248
OTX2	-0.912
REG4	-0.53
EIF5	-0.7306875
PALB2	-0.245
SEPSECS	-0.522
RNASE3	-0.726
TRIM49	-1.6915
POLR2K	0.5432
GPR42	0.0735
C8B	-3.3835
SASS6	-0.09225
PREB	-0.216166666666667
OR3A3	0.3735
TUBA8	0.579625
IGLV2-14	-1.96825
STIL	-1.63175
ANKFN1	3.20016666666667
NME7	0.08975
HOXC12	2.9115
UBE2C	0.7085
FHOD1	-1.023125
CDK2AP1	0.247666666666667
OR6K2	-0.201
DHPS	-0.61825
RPL5	-0.693833333333333
TRGV5	1.026
LOC541472	0.0402857142857143
HCCS	0.319
DENND1B	1.505
LHX3	0.6965
OR5D16	-0.056
CXorf57	-0.398666666666667
IRF2BP1	0.5725
NDST2	0.274
LCE3D	0.5185
BOLL	0.6175
SYT3	-0.60875
PIH1D2	-0.1325
C20orf7	-0.114166666666667
IL1R2	-0.566833333333333
SLAMF9	1.2355
PPME1	-0.701
PIK3CA	0.06075
TRAPPC1	0.113
COLEC10	-1.43775
SLC9A6	-2.1624
PDDC1	0.169083333333333
CCDC53	0.121
GK3P	-1.08725
DAZL	-2.06166666666667
BRI3	-0.2
SDK1	-0.8545
CYP2C18	0.745666666666667
IFI44L	1.3315
RPL3L	0.343
FUT9	-1.6465
KIFC2	-0.0698333333333333
PMP2	-1.15333333333333
SLC4A9	0.252
PLAG1	-2.5565
MYCBP2	0.0945
OR4E2	0.888
CCDC65	2.13
C16orf82	-0.054
ENTPD4	-0.476125
BRP44L	-0.328
PMP22CD	-0.19275
TMCO4	0.5135
KCNN1	-1.6288
WDR35	0.67
CCDC80	1.561
C3orf31	-1.04425
SLC7A9	-1.84825
TMEM190	3.622
DBC1	-0.4064
FADS3	-1.00683333333333
PDZD8	-0.0906666666666667
GRM5	-0.042125
AZGP1	3.0166
PEX3	0.1105
MED1	1.32014285714286
ATG4C	-1.1575
HNRPH3	-0.384125
FAM109B	1.70575
C4orf17	-0.088
CA10	1.32275
OPRD1	0.229
CCL16	-1.688
SACM1L	-1.93975
CST6	5.094
CD63	0.8098125
LGI1	4.998
ZNF784	0.78675
CRYBB1	-2.496
CX3CL1	0.8555
TOP2A	-0.067375
GYPB	-2.59
GADD45GIP1	-0.45375
FEN1	-1.31675
IGF1R	0.1700625
WDR72	-4.20566666666667
PURG	-0.856
DEFB126	1.3475
PKD1L1	-0.906
CAV1	-2.2992
GNPDA2	0.3542
DGAT2	-0.73075
NLGN1	-4.33875
STRBP	0.48675
HPRT1	-0.451666666666667
FANCI	-1.3015
PSMA7	0.586125
DBF4B	-1.144
TTF1	-0.62325
RAD54L	-1.908
ELOF1	-0.113
PLAGL2	0.0335
ZNF256	0.6145
HMGCL	-0.08375
MSI2	-0.788166666666667
RPESP	-0.377166666666667
C11orf60	-0.336
ABCD1	0.3455
ACAA1	-0.3911
SPARCL1	4.74514285714286
IL6ST	-0.1101
ZNF319	0.314
TMEM109	-0.505
FAM90A1	0.5575
IL22RA1	-0.289
ATP4B	-0.081
TEC	-1.6514
C7orf30	-0.7615
TXNDC2	-0.724666666666667
ABCB4	-0.37425
KIAA1191	0.53075
C9orf38	0.504
SFTPB	0.2725
CNTNAP2	-1.18245454545455
FRK	1.801
TBX19	0.52625
CHD4	0.011
C6orf26	-2.266
MOSC2	1.7445
IKBKE	-0.296
HIF1A	-1.49016666666667
LOC595101	-0.5425
RELA	0.0758333333333333
TMEM16B	-1.27866666666667
ABHD12B	-1.7045
TSEN34	0.3355
KIF18A	-0.4475
TXNDC9	-0.00916666666666667
SPATA2L	0.606
SEMA4G	-0.825
C21orf91	-0.5805
MATN1	-0.083
KCNIP4	1.40166666666667
TUSC1	1.41175
OR4C15	0.538
ARMCX6	0.194333333333333
WBSCR27	0.781166666666667
OR52I2	1.2075
KIAA1604	-0.082
DYNC1I1	-2.45275
PPP4C	0.658
SLC47A2	-1.717
TREH	-0.1145
CD48	-0.0485
ST14	1.61066666666667
PKN1	-0.24675
SPON2	2.39025
XBP1	1.9985
SFRS12	-0.641333333333333
EFCAB6	2.0345
SELT	0.38975
SLC39A2	1.548
ERF	-0.823833333333333
ARL3	0.67675
SURF6	-1.0316
MLLT10	-0.999047619047619
FLJ11171	1.018
TDGF1	-4.09633333333333
ERCC6	-0.38225
EIF2AK4	0.768
BAZ1A	0.361333333333333
LRRN3	-0.808
TMC3	2.563
EFTUD1	-0.25625
PTPRO	0.231166666666667
CLEC12A	-0.538571428571429
ACBD4	0.12925
ZDHHC14	-2.340875
OTUD7B	1.00725
ACTB	1.14675
MSRA	-0.357625
LCE5A	1.226
IFI35	0.0275
BSCL2	0.867333333333333
ANKRD12	-0.00683333333333332
CFHR2	-1.4765
RGAG1	-0.484666666666667
HSFY1	-0.2905
SLC30A5	0.368916666666667
IMPG1	-0.033
GPR109A	0.7835
ZNF185	0.8175
IYD	1.3855
NPCDR1	0.5935
SERPINA13	0.657
HMGCLL1	-0.56225
NEUROG1	1.15683333333333
UBQLN1	0.1203125
LIN37	0.2565
SOCS2	-1.395625
DSCR4	-1.770875
XKR6	-2.049
GPR142	0.8275
KRTAP13-3	-0.2095
CCDC15	-0.440666666666667
MOS	0.228
CD1E	-1.2105
OFCC1	-0.6425
FAM83D	0.292
SRFBP1	0.2415
C9orf96	-0.101
DHDH	1.04575
CCDC90A	-0.9655
RABL3	1.16035
CD320	-1.11616666666667
ANGEL2	0.782166666666667
MRPL21	0.867
SMG6	0.2145
INSR	1.8763125
FLJ14816	-0.8725
GLRB	-0.501166666666667
C9orf89	2.111
CIZ1	-0.548375
URG4	-0.347666666666667
LRDD	-0.738333333333333
CBY1	1.37116666666667
NFX1	-0.390875
MTERFD2	-0.309928571428571
C19orf23	0.1895
PGC	-2.840375
IER3IP1	0.5849
RASAL2	1.45325
C1orf89	-0.217
SYNJ1	-0.567875
NFKBIE	-0.163
FLJ40125	0.294333333333333
TCEB2	-0.2458
NOG	-2.0485
POLR2J2	-0.322333333333333
HLA-B	0.5465
PCDHA1	2.217
PPP2R2B	-1.4
ARHGEF17	0.721166666666667
TCF7L2	1.41878571428571
CHD5	-0.948833333333333
ZNF431	-0.481375
TBC1D25	-0.28275
ZNF800	-0.23275
SCUBE2	2.56490909090909
MYCBP	0.0411666666666667
GPX5	0.295
C6orf129	0.283166666666667
QSER1	-0.437
ULK2	1.2645
PIGO	0.963833333333333
NRCAM	-2.43328571428571
SLC35E3	0.725625
CSRP2	-1.66925
HYPE	-0.28575
MAPK15	0.594666666666667
MGC14327	0.0665
TIMM13	0.282333333333333
ZNF462	-0.48775
GBA3	-0.00649999999999998
TEX13A	0.309
MCM6	-0.526666666666667
MTRF1	-0.894125
ABCA7	-0.9675
EIF4A2	-0.62025
ZC3H10	0.7012
RPGR	0.379666666666667
C20orf94	1.267
RP1L1	0.41925
GPR125	-1.35157142857143
USP22	-0.632142857142857
OR1L4	0.41775
MLZE	2.0585
FLJ32065	0.43425
PTCD1	0.08075
CRTAC1	-0.525666666666667
BXDC2	-1.0155
C18orf1	2.38716666666667
