Hybridization REF	TCGA-BH-A0AZ-01A-21R-A12P-07
C21orf51	0.391583333333333
IL17C	0.445
TRMT6	-1.0315
ETV2	0.0326666666666667
CCDC109A	0.23975
MYLK2	-2.2675
ATP10A	2.8854
DPH4	-0.34125
C5orf5	-0.4745
KCNA4	1.98583333333333
NMNAT2	1.43283333333333
GLYATL2	0.157
LSMD1	-0.145
IL23R	-2.14566666666667
NRF1	-0.57425
MUC15	2.09566666666667
PRDM12	-3.177
PAQR4	-0.509071428571429
RBBP6	-1.8581875
IFI27	3.463
SKAP2	0.404666666666667
TAGAP	1.432625
TJP3	2.7545
C9orf61	1.8305
IDS	-0.0782857142857143
PARG	-0.46
LOC131149	-1.0545
DYRK4	-0.544
MICALL1	0.519
GALR2	0.3675
GPBP1L1	0.25725
TBX21	2.408
KCNJ6	1.5675
GGN	0.562
CASP5	0.328
RNF182	-5.47325
BRD4	0.802
DOK4	-0.130375
SLC46A2	1.20333333333333
SOX9	1.62591666666667
ZNRD1	-0.642833333333333
PRR6	-2.092
FAU	0.097875
DTNB	0.959833333333333
CARD9	-0.4175
STS-1	-2.00366666666667
SLC4A5	-0.16425
NSBP1	-0.94275
UGCGL2	-0.409916666666667
POTE15	-1.0515
NOXA1	0.0495
RP13-347D8.3	2.239
SAMD10	-0.1555
EP400NL	-1.4015
TCF21	-0.32125
AMELX	-0.58825
JPH2	0.7905
SLA	1.5995
DLST	-1.67433333333333
SEPT12	0.377
RGS20	-5.03475
LXN	1.11166666666667
ZNF419	-0.202125
UPK3B	-0.572166666666667
RELL1	1.85575
ESPNL	0.863
KLHL21	-0.1185
PI15	-0.162
C2orf61	-1.1785
LOC407835	0.810166666666667
RER1	0.360083333333333
ELAVL2	0.277
MGC26718	-1.10375
KLF2	3.03325
TNFAIP8L3	0.346416666666667
TFE3	0.514
C11orf17	-0.101875
15E1.2	-1.646
SNRPC	-1.10325
DLGAP1	1.82775
PGLYRP1	0.152
OVCH2	0.352
IRF7	1.7716
SET	-0.6824
NAB2	0.5855
LRP5L	-0.92225
FAM120A	0.713125
ASCL2	-0.0448333333333333
SHH	-0.7855
ATP5H	0.390666666666667
THPO	0.163833333333333
TYRP1	-4.71116666666667
HIST1H3E	0.660666666666667
EIF2S1	-0.839222222222222
TNFRSF17	-0.960833333333333
TARSL2	1.26175
NKX2-8	0.918625
C1orf115	2.229625
LOC56964	0.322
KIAA0841	-1.23675
ISCU	0.427
TTMA	-0.741
ZNF414	0.978
LOC441150	1.181
RAB15	-0.0385
HBP1	0.500166666666667
TNNT2	-0.510166666666667
CECR5	-0.82875
PHGDH	-2.176625
JRK	-0.5322
XPO4	-1.4565
FAM131C	0.9165
ARHGAP25	1.32066666666667
CA9	-3.78722222222222
GPR62	0.261333333333333
TLX1	2.2155
GPS1	1.42025
OR2M2	0.2635
BDP1	0.754785714285714
FAM70B	1.61075
RPS29	-0.61575
MKLN1	-0.7944
TSPAN19	-1.292
SLC29A3	0.9951
LGALS4	0.0431666666666667
USH2A	0.5115
NF1	-0.0373333333333333
APOBEC3A	-0.573333333333333
IMPAD1	0.621666666666667
OLR1	2.70283333333333
NRAP	0.1875
HCFC1R1	0.779166666666667
TAOK2	0.3845
MCM10	-3.88183333333333
MAP4K3	-0.116583333333333
CBS	-2.817125
CLK3	0.2701
PCDHGA5	-0.0900000000000001
ELF4	0.32625
FAM71A	-0.819
C11orf49	0.52925
CLIP2	0.18925
BTBD9	0.6846
ZNF524	1.67925
KDELR1	1.06183333333333
ZNF509	-0.598
NCSTN	1.2635
ZNF533	-0.270428571428571
PARP4	-0.288625
GALNT9	0.1015
NPY	-3.34925
BEGAIN	-2.26333333333333
TMEM77	-0.204333333333333
FOXRED1	-0.9235
SLC16A2	1.13083333333333
SLC35B1	0.311
GK5	-0.60725
SDCCAG10	-0.9435
C4orf20	0.23225
SLC9A2	0.60975
ADD1	0.1705
TAL2	-0.529333333333333
ACLY	0.48225
DNAJC1	0.3605
SOST	-2.33875
USP43	-0.0421666666666667
CYP4F12	-1.60575
FKBP5	-0.149
CHCHD5	0.3404
NUDT22	-0.04175
CCDC85B	0.0405
OR51G2	0.4835
STRN3	0.495642857142857
TMOD2	1.43375
FLI1	0.56
MAB21L2	0.220666666666667
DGKQ	0.48275
VPRBP	0.493
SCNN1B	0.5546
ECHDC3	1.7677
TMEM106C	-0.79175
CSNK2A2	0.0765
RPL39	-0.7992
HERC3	0.383333333333333
ZBTB47	0.869333333333333
ZNF681	-0.683
PAGE2	-2.39475
CLIC5	3.00592857142857
RABAC1	1.2365
ZFHX2	-0.03525
YPEL1	0.0736666666666666
KIAA0776	0.5255
NR1D2	0.87075
DNAJC4	0.52275
NPNT	3.3451
ZNF677	-0.3935
ZNF536	-0.16775
MEF2B	-0.173583333333333
PTPN4	-0.576625
CTCFL	-5.7365
STX5	0.871666666666667
CD72	1.6885
VEGFA	-1.25205263157895
XRCC1	0.1855
MAS1L	0.192
ELL	0.2488
SETBP1	1.0785
CDH11	3.306
NDC80	-2.32330769230769
DMBX1	-1.89275
NRSN1	0.1602
BAT2D1	0.537125
CDS2	0.561
C1orf212	-0.0853333333333333
SENP3	-0.480125
IL1F9	-1.833
EEF2K	-0.53525
COG8	0.666
CEP72	-2.26875
OR1L8	1.0435
MUS81	-0.669166666666667
PHYH	0.334125
GGT6	0.854833333333333
C22orf23	-0.827333333333334
C13orf33	3.103875
MAPK8IP2	2.2845
NELL2	-0.765
POU3F2	-4.007
ALPK1	0.959125
MRPS18C	-0.93275
RPLP2	0.276375
FGF22	-0.0965
SPNS1	0.4045
ZFP1	-0.674
IL1RAPL1	-1.05125
PCSK9	-2.20283333333333
NKX2-1	0.2855
C6orf189	1.3925
SP4	-0.1135
SLC11A1	1.1531
C21orf25	0.7995
ICAM2	0.51625
SH3GL1	0.118333333333333
GSK3B	0.138833333333333
RALB	1.7305
PDXP	-0.508166666666667
GNGT1	-4.19614285714286
KIR2DL1	-0.0469999999999999
TNFAIP3	-0.108666666666667
C6orf32	-0.19
CBLN2	0.326
PANK3	0.9055
TAAR9	0.374
WDR82	0.672571428571429
APOM	-4.240375
TRIP10	0.697
SPATA16	0.1432
C1orf135	-2.91575
USP51	-0.179
TESK1	1.62275
C11orf64	-0.496125
ZNF611	-0.622
PDE6G	0.0281666666666667
HLA-DQA1	3.269125
GCLC	0.088875
SEC61A1	0.701785714285714
TWSG1	0.889
ZMYND10	1.3355
CTDP1	1.083875
ADAMTS6	0.457333333333333
SLIT1	-2.129
KRT86	-0.443
KIAA0574	2.357
GTPBP2	-0.5188
PQLC3	0.6055
PRRX2	1.1525
C15orf44	0.168166666666667
MKKS	-0.61325
C11orf10	0.0075
GPR110	0.347125
CD109	0.30775
ADCY1	1.06883333333333
RHBG	-2.45075
TP53I3	0.8375
SLC22A3	-1.2338
UCP2	0.41875
FOXG1	-2.747
OR2AG1	0.4495
TRIM24	-1.92275
PROC	-2.71425
TAAR6	0.326333333333333
AMTN	-1.152
C10orf47	0.293666666666667
DEPDC1	-2.9825
FLJ45557	5.33325
ZDHHC17	0.1948125
KIAA1429	-0.146833333333333
KCNH1	-0.23675
VNN3	-0.16325
PSMAL	1.5315
PPARD	0.192875
HFM1	-2.25375
YBX1	-1.70016666666667
ZNF695	-2.296
SCTR	0.216833333333333
DCDC1	-0.004
VPS26B	0.5784
MTF2	-2.01366666666667
ATP6V1F	-0.244
CCDC94	0.59525
PERF15	0.9435
CCL11	4.05875
LMO7	-0.054625
DCST1	0.325
ADRBK1	0.097875
CDRT4	-0.3885
ZNF84	-1.106
HOXD8	1.51675
STARD8	0.307833333333333
FOXP2	-0.2876
CCDC103	1.9155
POLR3A	-0.5408
GSC	1.01
ZNF114	-2.6885
HTR7P	-0.3285
LALBA	-1.273
RMND5A	-1.26633333333333
PSCD2	1.67925
ZNF409	0.2375
KRTAP1-3	0.476833333333333
MAF1	0.53025
LOC201725	-1.49883333333333
NRN1	-1.444875
SPAG5	-2.99533333333333
DNAH7	1.42016666666667
FLJ43860	-0.2655
BRCA2	-2.35275
ACADM	-0.978625
CXXC6	-3.068125
RAGE	-1.38
CHMP2A	0.9765
FAM8A1	0.4372
GPR21	-0.1145
SLC12A3	-3.57766666666667
FVT1	0.631714285714286
ZDHHC7	-0.26525
FLJ44048	0.43225
SLC44A3	1.131
SDSL	0.7505
MMP8	-0.4035
PLA2G12B	-4.6282
ACY1	-1.119
MT1E	0.261666666666667
OR4K15	0.9025
TECTB	-0.408
GPR20	0.63975
IRAK2	-0.82025
RFPL3	-0.056375
MYO9A	-0.01925
NARG1L	-1.03775
BLMH	-1.19975
CCDC3	2.76683333333333
C9orf21	-0.253666666666667
KIAA0513	0.0441666666666667
MIER2	0.64
PNMA2	-1.02983333333333
SH3BP2	0.7902
ANXA10	-1.3675
RTN2	1.2275
TFB1M	-1.8185
PRPH2	4.83775
C14orf133	-0.01975
GOLGB1	1.62916666666667
IRX4	0.983375
NFKBIL1	1.54566666666667
C10orf62	0.220666666666667
APBB3	0.1865
RPS10	-0.7686
LOC728378	0.1785
TLE3	1.63777777777778
PSMB7	-0.190125
MESDC1	0.5675
SLC6A1	1.22
OCLN	1.11375
PTTG3	-2.18566666666667
NAGLU	0.88
SERTAD4	2.16025
SPRY1	2.18425
FLJ10781	0.741083333333333
MYSM1	-0.75175
TRIM4	0.00685714285714286
SH3YL1	0.32575
TREM2	3.9695
SERPINI1	2.60425
HDHD3	0.942125
TMEM38A	0.520125
EID2B	-1.50425
TDRD3	-0.480166666666667
SEDLP	0.7625
THSD7A	2.323
NDST3	-4.018
KLHL15	-0.652
DHRS12	1.8085
FBXO9	-0.459357142857143
TNPO1	-0.343833333333333
MRPL13	-1.26366666666667
SNX5	-3.06033333333333
METTL6	-0.604
SOD1	0.53175
CHML	-2.46283333333333
PACS1	1.49975
SIRT5	-1.0458
CAPN2	0.397
FXYD5	0.7075
TWISTNB	-0.00725000000000001
LRFN1	0.995833333333333
UBE1L	1.637375
UBE1C	-0.035
OR51B2	-0.52325
OR4D11	-0.902
C15orf2	1.0365
NR4A1	-0.394833333333333
LOC339047	-1.78925
TRIM17	1.274
ATP5G3	-0.6845
RPL15	-0.462166666666667
ADAMTS8	-0.653
HOXC4	2.0815
C14orf37	3.3635
CEACAM5	1.636375
MYT1L	0.1124
RASA2	0.263
OSBPL7	-1.3865
STAG1	-0.455
GIMAP4	4.74416666666667
FUT3	1.1925
PIF1	-2.99775
LPIN2	0.1247
SH3PX3	1.51225
PDP2	0.19375
PAPD1	-0.234375
ERP27	2.82225
APOOL	0.7743
DIABLO	-0.0515
TRHR	0.2165
ARMC9	0.103625
RNF152	1.768
SLITRK3	0.1775
ZNF211	-0.0628
PFDN1	0.523375
RGS11	0.8585
HS6ST1	1.0037
AKR1D1	-2.406
TNP2	0.0246666666666667
STK31	0.5235
EML4	-1.27033333333333
SGTA	0.111
HIST1H2BI	0.1075
PSMD6	-1.65933333333333
KIAA1257	1.727
C18orf55	-1.4245
FLJ20273	2.35075
RPL28	-0.4075
EPYC	4.36525
NOX3	-0.3295
ELAC1	-0.0615
METT11D1	-0.93325
BIN2	0.0748333333333333
NACA2	0.195
CCDC17	-1.5565
HM13	-0.3221
UBOX5	0.20975
UBE2O	-0.182625
UBL5	0.12175
APOLD1	1.566125
C9orf31	-0.12175
TNFSF8	0.929
ARHGAP29	-0.781
PROKR2	0.4125
PDE5A	-0.095
C6orf12	-1.8705
TOM1L1	-0.153
WHDC1	0.37075
FOXI1	0.0676666666666667
RAB4A	0.5042
TMEM39B	-0.694
ATPBD1C	-1.26
FARSA	-0.402
PLEKHG5	0.6845
CMAS	-0.757166666666667
OR7E24	-1.3215
SLC30A1	-0.2335
CDC42EP5	2.3835
PLAC1	-1.636
KLHL18	-0.2645
LBA1	1.2519
TAZ	-0.46
CRIP2	1.41975
BTBD11	-0.389166666666667
C16orf72	0.1465
DIO2	3.453
LRRCC1	-0.211833333333333
CCDC136	-2.416
PRX	0.0535
RBM5	-0.8198
TMEM85	0.25225
TUBGCP4	-1.44683333333333
APLN	0.3345
CDK7	-0.262833333333333
SSR2	1.3315
CRELD1	0.10175
C19orf46	1.84175
GAL3ST4	1.37566666666667
KBTBD10	1.0795
IL28A	0.3835
WDR27	-1.063
MCM2	-1.95733333333333
SOX14	0.043
FLJ39743	0.002
KIAA0922	-0.27025
HIPK4	0.8095
FLJ25758	0.68
C16orf57	-0.467416666666667
PDZD2	1.767625
MCC	1.50325
HHLA3	0.2568
ID2	0.00325
C20orf23	2.53516666666667
ZNF688	0.7415
APOC2	-1.934
LOC440093	-0.0405
FAM50B	1.92583333333333
PWP1	-0.733
DNAH10	0.229
HIST1H2BA	0.602
GPR56	0.8585
METAP2	-0.60625
PAN3	0.1645
STXBP4	1.027875
PDHX	-0.2
MTA1	-0.189333333333333
ZBED4	0.049875
ZNF720	-0.263
CDK2	-2.0395
RHOJ	1.38275
CDC37	0.731333333333333
ZER1	1.10475
GRK4	0.206
PRPH	0.476
POLR2A	0.233875
OGFOD1	-0.8955
NOL5A	-1.41375
PHEX	-1.5285
FLJ16478	0.16175
C20orf117	-1.36785714285714
CAMTA2	0.5535
C11orf74	0.0173333333333333
DDX17	-0.085
C5orf27	0.596
PLEKHA2	-1.1078
PDE4DIP	0.2321
SCN7A	1.30775
ZNF559	-0.64
CXCL10	3.42425
ZMYM4	0.165
STK32B	-0.4898
KIAA0888	0.3841
TACR3	1.084
CKAP2L	-3.114
KIF1A	-1.248
RSPRY1	1.08725
VCAN	3.495
CYP27C1	1.0035
SYDE1	-0.543833333333333
MED12L	-0.713
ZDHHC21	0.6435
NHS	1.394
TM9SF3	1.77316666666667
DDHD1	-0.5225
MAFG	-0.880916666666667
BICD2	0.4744
C14orf119	0.3215
C14orf43	0.208
CDH7	-1.89125
ALKBH5	0.591714285714286
JUP	1.542125
TMEM41A	0.2065
MAMDC4	-1.8165
CBX3	-0.602625
LRRC18	-0.10775
RBMXL2	-0.249
PLA2G4D	0.480833333333333
FGF13	0.530375
KIF3A	1.10766666666667
PDIA6	-0.52775
DCXR	1.4085
CASKIN2	0.784833333333333
EHD1	0.206833333333333
MARCKSL1	0.809166666666667
ZNF496	0.531833333333333
SCAF1	0.655
KCTD8	-1.5525
TRAF3IP3	0.569571428571429
LSR	2.30775
CXorf1	0.9324
C14orf112	-0.2985
EIF2B1	-0.1475
OMP	0.118
GSTZ1	-0.489
LOC92017	0.538
ISLR2	2.09
C12orf36	0.177
GATA2	-1.02666666666667
GABRA5	-1.919
CELSR2	-0.0933571428571428
STAM2	0.4482
TNAP	-0.7405
PTPMT1	-0.834833333333333
GRP	5.84825
SV2A	-0.984666666666667
MAGEA12	-4.489
CACNG1	3.495
C18orf19	-1.3405
GSG1	-0.5125
PTPRJ	-0.574285714285714
FRMPD1	0.297
ZNF668	1.47725
PLEKHJ1	-0.289125
ADAT1	-1.0724
TMEM50A	0.9318
UCN3	-0.554
HOOK1	1.059375
IL17B	2.112
MLKL	-0.680166666666667
TTC14	-0.584333333333333
KLHL5	-0.2085
CRYL1	0.854333333333333
FOXH1	0.6365
NFYB	0.1515
PPM1G	0.2
GOLGA2LY1	-0.988
NMT1	-0.047
HADHA	0.4679
CHSY-2	2.4495
PLEKHF1	1.70278571428571
SAGE1	-2.6875
MUSTN1	0.62925
SUHW4	1.247
TFEB	2.00133333333333
ZFYVE27	0.05175
ATG12	-0.0676666666666667
BMI1	0.497571428571429
ZIM3	0.4285
MYH4	0.4065
MASP1	-0.9445
KIAA0984	-0.087
RPAP2	-1.1885
ASB5	-0.3825
BOLA3	-0.910166666666667
MIA3	0.830166666666667
KRT35	0.5095
KIR3DL3	-1.443
MRPL51	-1.223
SEMA3F	0.508333333333333
NDUFB2	-0.2205
LOC253012	-0.19825
FAM46C	-0.4027
G6PC	-2.97075
CSAG3A	-4.968
PREX1	1.8355
SLC25A45	0.073625
MAPKBP1	0.4977
CPE	1.6438
GNB1	-0.15475
CXCR6	1.8325
TRIM46	0.634
C16orf3	0.279666666666667
HPSE	0.28
TIGD3	0.679
SPG3A	2.081
LCAT	-0.420833333333333
ST6GAL1	-1.05183333333333
POMC	1.282
FLJ36031	-0.463666666666667
NSMAF	-0.4935
SKIL	1.4305
ADSS	0.1135
HMGCS1	-1.2916
POLR3F	-0.484333333333333
RAB10	0.170375
ZNF277P	-1.27375
ZBTB7B	0.30325
DHRS1	0.589
ABCC13	1.81633333333333
CNOT3	0.4915
NFKBIA	0.74625
GAK	0.887666666666667
SFT2D2	0.705833333333333
HOXA6	-0.055
CRTC1	1.179625
LY6D	-0.143666666666667
C20orf72	-1.17816666666667
CPT1A	-0.217
LMO1	-0.8685
EIF3I	-0.189
PRB4	0.4195
MCM3APAS	-2.52914285714286
C20orf132	-0.933
FOXF2	-1.6325
S100A12	-0.16425
MLH1	-0.676333333333333
ACTN1	1.2292
MRPL36	-0.283833333333333
C20orf106	-0.44575
FBXO6	1.708
MKS1	0.1805
CX3CR1	-0.316
PDE1B	2.1045
PLP1	-3.0105
KISS1	0.6855
C14orf2	-0.2555
TBC1D3P2	-0.999
COMMD6	0.5298
ANKRD7	-2.91725
PTCHD1	-1.520125
NARS2	-0.95775
DOCK7	-0.418
FAM127B	0.16925
LOC390243	-0.314
N6AMT2	0.5635
ZNF391	-0.709
DNAJB14	0.236833333333333
WRB	0.045875
BPI	-0.376916666666667
TTC4	-0.365166666666667
FAM10A5	-0.16175
GOT1L1	0.666
MAGED1	0.555625
RESP18	0.10575
WFDC6	0.316
MT2A	-0.8295
C11orf56	0.387
KIAA1432	-1.491
ROR1	-0.57025
HSD17B14	2.04583333333333
ZFAND2B	0.69
SAMD4B	1.28
HEXA	1.075625
HNRNPU	-0.0442272727272727
USP39	-0.584125
NRD1	0.28725
R3HDML	0.1735
FLT4	0.8795
OMG	0.0531666666666667
OR52N4	-0.4305
LOC399818	-0.52725
ELA2	-1.57075
VENTXP1	0.238
RFC5	-1.987
OR52L1	0.8695
PAX5	-0.3925
FBXO2	0.854
GMEB1	0.573
AKT3	0.335666666666667
CRB1	-1.1302
CTTN	0.866166666666667
UTP15	-0.0771666666666667
HSBP1	-0.620083333333333
PHF11	1.0195
NDEL1	0.642
USP8	-0.071
BAIAP2	0.4989375
SI	0.6415
ARSJ	-0.185833333333333
BAAT	-2.3105
KCNS3	2.8705
LOC126147	-0.426666666666667
TMEM37	1.23225
C1orf162	2.8165
MBD1	-0.4074
ITGAL	0.881166666666667
WDR73	-0.316166666666667
GKN2	0.1735
ARFGAP1	0.122125
SLC5A8	-0.959
ZBTB40	-0.2672
CYP4B1	2.66383333333333
LYPLAL1	0.35025
CHST3	1.49525
MAP3K9	0.138
BTAF1	-1.4355
TFAP2E	-0.145
RBM35B	-0.621
LOC441251	-0.845
ANKRD25	0.667388888888889
UQCRC2	-0.535
MAEA	-0.264666666666667
HYAL1	-2.0649
RNPEPL1	0.773166666666667
CPSF2	-0.780375
PSD3	-0.2455
ABCA13	2.689375
AGR2	1.8335
GBX1	-0.445
HDLBP	1.26235714285714
ACY3	-0.23125
HECW1	-0.2105
ZNF519	-1.43825
HOPX	2.88125
ZNF304	0.972625
OR12D3	-0.7805
FKSG43	0.605
METTL1	-0.109
MFSD3	0.4983
PSPH	-2.3385
CLCA3	-0.583
DARS2	-1.685
CDC25A	-2.4935
BAIAP2L1	-1.01
B3GNT5	-0.585375
USP29	0.1915
ARHGEF10L	0.6425
ATOX1	0.364625
ADAM30	0.567333333333333
DNASE1	-0.88575
STT3A	-0.123583333333333
RAB6IP1	0.1635
PTN	2.9337
C1orf106	-1.22569230769231
HECA	1.5655
RNF122	0.3865
SLC22A18AS	-0.455333333333333
GNG8	0.549333333333333
ELP4	-0.48775
FAM65A	0.411166666666667
RPL10A	-0.208166666666667
IRS4	0.3605
MACF1	0.7359
SEC24D	0.7175
LOC374395	0.8755
TGFB2	-0.744
MDFIC	0.61175
CHRNE	0.425666666666667
PCMTD2	-1.08333333333333
ATP6V0D1	0.861333333333333
MTA2	-0.073
LZTR1	0.251166666666667
RAP1A	0.217666666666667
AXIN1	-0.040125
POLR1C	0.13925
TRIO	-0.0190833333333333
PLXNA4A	0.4515
C5orf33	-1.31475
DEPDC1B	-3.9585
ZNF473	0.127
MTM1	0.202125
GPR107	0.664333333333333
CSNK1A1L	0.493
FLJ14154	1.59
NLRC4	2.1165
ENPP4	2.46533333333333
PADI3	0.412
RNF170	-0.232
CG018	0.486333333333333
C16orf7	0.47675
KCNE1	1.11525
NRM	-0.7885
SLC37A3	0.150928571428571
TPD52L2	-0.640333333333333
UNC5B	2.53825
C12orf12	0.25275
SDHB	-0.3615
CLRN1	0.41275
NUDT10	0.791333333333333
UGT3A1	0.055125
FBXW8	0.119375
RHOF	-1.084125
PTPLAD1	0.607
MYO3B	-0.739333333333333
DERA	-1.21475
TPP2	-0.95825
C19orf53	0.951166666666667
GINS3	-1.18775
ST6GALNAC5	-0.0265
CHSY1	0.31275
MGC15705	0.8985
GPR83	0.739833333333333
EXT2	0.69825
DOLK	0.99825
TUBAL3	-0.261
ACVRL1	1.7684
ABL2	-0.0149166666666667
C14orf156	-1.65033333333333
PTPRZ1	-2.1515
DIP2C	0.73425
LAMP1	1.742625
RXRA	-0.304
MAP3K5	0.70225
ALKBH1	-0.217833333333333
PDLIM7	0.972
ARL14	-2.069
SNIP1	0.00166666666666667
TIMP3	3.49291666666667
RGS3	0.974333333333333
SPAG16	1.2422
ABHD4	1.65375
ARHGEF12	0.675416666666667
GLUD2	-0.345
RAC2	-0.4741
UAP1L1	0.1245
SLC18A3	-0.526
YOD1	-0.876666666666667
RALY	0.55925
HMOX2	0.99975
DGKH	-0.20875
DBNDD2	2.81233333333333
YIPF4	0.134125
THAP10	-0.6355
ZNF513	1.3655
HAGHL	-0.0588333333333333
ITGB4	1.627
CCDC141	-1.5135
YTHDF3	-0.445
C5orf28	0.312
RPL7L1	-0.558125
TMEM30B	1.78421428571429
ANKRD35	2.772
DUOXA2	-0.165
TBC1D5	-0.262125
DFNB59	-0.396
HRH4	0.433666666666667
MYO6	1.4967
DNAJA4	2.464125
RBM24	-1.498
CEACAM20	-0.61525
RBM23	0.397214285714286
NGFB	-0.1535
C1orf63	-1.5545
KRTAP7-1	0.0765
PERLD1	1.9865
NPB	-0.3465
C17orf59	1.182
HSPBAP1	-0.21825
SLC15A4	0.519
PRTFDC1	0.0225
OSMR	-0.560571428571429
CYSLTR2	-0.3185
C19orf25	0.9498
KIAA1797	-0.2805
NLRP6	-0.266
FAM105B	-0.6024
SCRN2	0.882666666666667
LRRC58	-0.5356
RNF17	1.37
NEIL3	-3.478
FAM137A	-0.1905
SKP2	-3.98675
PARVA	1.59508333333333
PKLR	-2.417
RNF34	0.091875
A3GALT2	0.26475
C12orf50	0.2962
SUNC1	-1.09475
FAM102B	-0.39
CCT2	-1.6425
LRRC37A2	-0.5145
ARF4	0.3875
SIKE	-0.3105
C8orf48	2.17683333333333
MBTPS1	-0.117428571428571
GPSN2	0.928
NCF2	2.53775
SLC12A6	0.8455
MRPL48	-0.841
HMGN3	-0.345333333333333
LRRC62	-1.36775
PAX9	0.498875
FAM55A	-0.3235
C20orf42	-2.955
SCML2	-1.4895
BCL9	1.0365
FAM40A	-0.6535
C9orf41	-1.122
ZNF774	-0.0465
LETM1	-1.7245
PLXNB1	0.223
NIPSNAP1	-0.370375
USP10	-1.6335
F9	0.374
LIPE	3.46625
CNGB3	1.109
C12orf52	0.023125
PI4K2A	0.539125
MED8	0.164625
STAT4	1.125
FGD4	0.0075
RNF145	-1.50433333333333
WDR32	0.1279
CLDN2	-0.247666666666667
TCEAL8	1.0025
ZMYND8	-0.4001
PDXK	-0.14215625
GATAD2A	0.07225
PTGES3	-0.7785
CCM2	0.91575
TAP1	1.689375
ZNF670	-1.0775
ETS2	0.127428571428571
C6orf166	-0.160166666666667
PRMT2	0.823928571428571
OR4B1	-0.8155
INTS8	-0.777
CCDC102A	0.706
CCDC83	-2.6884
ITGA1	0.6059
EPHA5	-2.0667
FAM24B	-1.3235
TSGA10	1.45575
HAL	-3.0385
MYOT	-0.171666666666667
SPACA3	0.1225
BCL2L2	-0.559
CUGBP2	0.328833333333333
CCNB3	0.77575
RNF113B	-0.15375
MERTK	-0.56075
BAG1	0.3275
VPS36	-0.52575
ORMDL3	1.3521
C1orf190	0.8285
ZNF625	-0.78575
CORO2B	-0.8155
ALOX15	-0.2825
CST1	2.433
NUPR1	2.2115
CCL7	-0.64025
SMCR5	-2.2005
DSC2	1.9555
RBMS2	0.248
GRIK4	2.167
TRIM65	0.6893
TMPRSS6	1.91857142857143
TP53INP2	1.09525
GLB1L	1.92183333333333
LOC388284	0.321666666666667
PUS1	-0.881642857142857
BCL9L	0.314
OLFM1	-0.14875
RET	2.037875
MASTL	-2.739
ALX3	0.516
IL1RL1	0.099
ZNF765	-1.1249
C14orf138	-1.15275
SNX10	-0.286166666666667
TAC4	-0.236
C1orf64	3.61625
POGK	0.704125
MAPK9	1.038
ZNF366	3.2015
C8orf79	2.3994
CLDN7	1.90825
OR5AT1	-0.2365
TRIM37	-1.793
LRRC25	2.13025
GRHL2	2.0151
TEKT3	0.94475
LASS5	0.500166666666667
ABCC4	-1.50658333333333
DLG3	0.886625
VGLL1	0.753875
ZFP36L2	0.8235
MFRP	-0.2175
KIAA1799	0.01025
FLJ44379	-0.04
PCNX	-0.42775
ANXA9	2.1655
CYP4V2	2.3837
PIK3C2A	-0.096
SRR	-0.163
NOL3	-0.279
IFITM2	1.937
ARNTL2	-1.72625
ZNF595	-0.18775
NLRP13	-0.0935
ASPH	-0.0315
CPA2	0.726
PVRIG	-1.04066666666667
LEPR	-0.622666666666667
C16orf42	1.3875
SH3BGRL	1.83525
FAM77D	0.871166666666667
FNDC7	0.4905
C9orf6	-0.371666666666667
NOTCH2NL	-0.4725
PGBD1	-0.138166666666667
SYNGR2	1.961
PITPNA	0.0240625
PRPF4B	-1.3276
SLC43A3	-0.717
NRBP1	1.377
SLC25A22	0.18975
ILK	0.91625
SLC22A8	0.410833333333333
MRPS7	-0.038375
PITX2	-0.85
FABP3	-0.273375
OR1L1	-0.6365
LOC728215	-0.396375
BLID	-2.793
KIAA1217	3.11976470588235
TFPT	0.5465
AP4B1	-0.78775
VBP1	-1.40425
OR1K1	0.312
MORC3	0.116
BHMT2	1.08016666666667
C3orf10	0.497625
FZD7	1.666
WFDC10A	0.1265
PMS2CL	-0.162875
CCDC32	0.817833333333333
FA2H	-2.21375
ALG13	-0.1575
TTLL7	-0.213333333333333
SPOCK3	0.09875
SLC13A2	1.004
AIM1	0.4715
GPRC6A	-1.829
EGR2	3.84875
MED11	0.12875
WWC1	1.1775
SH3GL3	-4.0725
RIF1	-0.91
PRLH	0.012
VLDLR	-1.938
DBT	-0.55775
C21orf63	1.45275
CGGBP1	-0.209875
KRTAP12-2	0.051
TADA3L	-0.07
ZBTB16	2.147
PDGFB	1.986625
RFX1	0.402375
UQCRB	-0.3754
LOC133874	-0.48
HPS3	-1.56225
LGALS3BP	2.2428
DKFZP564O0823	3.65478571428571
MRFAP1L1	0.451
HOXA10	0.285333333333333
NGB	0.5355
KIF21A	-0.275538461538462
IFLTD1	0.1665
LZTS1	0.77425
ARHGEF3	0.91475
RHBDL3	-0.4945
CSNK1G2	0.34375
ChGn	-0.3305
KIAA1244	1.98566666666667
GABRB2	0.0495
MGC72080	-1.3355
CD27	2.6105
EGLN1	-1.8544
PEX13	0.12725
RWDD3	-0.7255
RNF12	-1.01433333333333
GRIN2B	-0.1595
ADAMTS14	0.764875
DYDC2	1.25766666666667
ATP6AP1	1.5691
NR1H2	0.8715
PDK2	1.1645
C3orf17	-0.147666666666667
SLC38A2	-0.880571428571429
SLC25A29	-0.7485
C15orf29	0.176375
