Hybridization REF	TCGA-BH-A0DO-01B-11R-A12D-07
SLITRK3	0.324
ZNF211	0.4671
PFDN1	-0.7165
RGS11	0.651625
HS6ST1	0.4506
AKR1D1	-2.302
TNP2	0.0661666666666667
STK31	1.6565
EML4	-1.06175
SGTA	-0.0533333333333333
HIST1H2BI	-0.824666666666667
PSMD6	-1.68816666666667
KIAA1257	1.10925
C18orf55	-0.489833333333333
FLJ20273	3.29225
RPL28	-0.217
EPYC	0.587
NOX3	-1.1765
ELAC1	0.372166666666667
METT11D1	-0.5845
BIN2	-0.753166666666667
NACA2	0.28025
CCDC17	-0.63975
HM13	-0.9238
UBOX5	0.0785
UBE2O	-0.959
UBL5	0.132
APOLD1	1.891
C9orf31	0.217
TNFSF8	1.5765
ARHGAP29	0.712
PROKR2	0.5
PDE5A	-0.622833333333333
C6orf12	-1.07
TOM1L1	1.107
WHDC1	0.295625
FOXI1	1.2325
RAB4A	1.3615
TMEM39B	-0.57225
ATPBD1C	-0.4665
FARSA	-0.487833333333333
PLEKHG5	1.651
CMAS	-0.465166666666667
OR7E24	-0.218
SLC30A1	-0.3165
CDC42EP5	1.47283333333333
PLAC1	-0.219
KLHL18	-0.286166666666667
LBA1	0.6428
TAZ	-0.68425
CRIP2	1.6275
BTBD11	-0.287166666666667
C16orf72	0.704
DIO2	2.0962
LRRCC1	0.553166666666667
CCDC136	-2.123
PRX	0.647571428571428
RBM5	0.2835
TMEM85	0.135375
TUBGCP4	-1.62066666666667
APLN	-0.020875
CDK7	0.00650000000000001
SSR2	1.37583333333333
CRELD1	0.01575
C19orf46	2.2885
GAL3ST4	0.384166666666667
KBTBD10	1.34075
IL28A	0.09225
WDR27	0.0215
MCM2	-2.32383333333333
SOX14	0.315
FLJ39743	0.6625
KIAA0922	-0.205625
HIPK4	0.788
FLJ25758	0.251
C16orf57	-0.922583333333333
PDZD2	1.694
MCC	1.427875
HHLA3	0.0353
ID2	-0.1445
C20orf23	2.00666666666667
ZNF688	0.98125
APOC2	-1.92916666666667
LOC440093	-0.2915
FAM50B	2.0495
PWP1	-0.343
DNAH10	0.1555
HIST1H2BA	0.290333333333333
GPR56	0.741166666666667
METAP2	-0.311125
PAN3	1.0025
STXBP4	-0.308
PDHX	0.483
MTA1	0.286416666666667
ZBED4	0.123
ZNF720	-0.1485
CDK2	-1.615
RHOJ	0.681375
CDC37	0.0971666666666667
ZER1	0.697125
GRK4	0.60525
PRPH	0.0815
POLR2A	0.713375
OGFOD1	-1.85875
NOL5A	-2.03075
PHEX	-0.762
FLJ16478	0.37425
C20orf117	-1.28425
CAMTA2	0.549
C11orf74	0.325166666666667
DDX17	0.273083333333333
C5orf27	0.878375
PLEKHA2	-2.0292
PDE4DIP	-1.0943
SCN7A	1.15525
ZNF559	0.224
CXCL10	2.20975
ZMYM4	-0.0416666666666667
STK32B	1.17066666666667
KIAA0888	-1.8934
TACR3	0.6175
CKAP2L	-4.2125
KIF1A	-1.4075
RSPRY1	0.31475
VCAN	1.37725
CYP27C1	-0.062
SYDE1	-1.24833333333333
MED12L	-1.3415
ZDHHC21	0.825625
NHS	1.029
TM9SF3	0.87
DDHD1	-1.3315
MAFG	-0.832083333333333
BICD2	-1.3656
C14orf119	-0.2062
C14orf43	0.27
CDH7	-0.99675
ALKBH5	-0.391142857142857
JUP	1.509625
TMEM41A	0.4915
MAMDC4	-1.51983333333333
CBX3	-0.65475
LRRC18	0.10375
RBMXL2	-0.0823333333333333
PLA2G4D	0.280166666666667
FGF13	0.649375
KIF3A	0.287
PDIA6	-0.90375
DCXR	-0.103
CASKIN2	0.349833333333333
EHD1	0.3315
MARCKSL1	0.764666666666667
ZNF496	-0.0806666666666667
SCAF1	0.386333333333333
KCTD8	-1.50125
TRAF3IP3	0.547928571428571
LSR	1.35325
CXorf1	0.398833333333333
C14orf112	0.219666666666667
EIF2B1	0.01275
OMP	0.316
GSTZ1	0.591
LOC92017	1.13725
ISLR2	1.628
C12orf36	0.5495
GATA2	-1.609
GABRA5	-2.8675
CELSR2	0.017
STAM2	0.8136
TNAP	0.6305
PTPMT1	-0.794333333333333
GRP	6.972
SV2A	-1.5508
MAGEA12	-4.05225
CACNG1	1.284
C18orf19	-1.01975
GSG1	-0.468333333333333
PTPRJ	-0.0261428571428571
FRMPD1	0.571
ZNF668	0.54125
PLEKHJ1	-0.190375
ADAT1	-1.3461
TMEM50A	0.678
UCN3	0.188
HOOK1	0.667
IL17B	2.763
MLKL	-1.65216666666667
TTC14	-0.710166666666667
KLHL5	-0.323
CRYL1	0.731333333333333
FOXH1	-0.1685
NFYB	-0.165875
PPM1G	-0.64875
GOLGA2LY1	-1.04075
NMT1	-0.310375
HADHA	-0.6405
CHSY-2	1.507
PLEKHF1	0.7465
SAGE1	-2.768
MUSTN1	0.55325
SUHW4	1.947
TFEB	1.43866666666667
ZFYVE27	-0.026
ATG12	-1.14766666666667
BMI1	1.32571428571429
ZIM3	-0.917
MYH4	0.39225
MASP1	-1.41125
KIAA0984	1.1785
RPAP2	-0.41475
ASB5	0.236666666666667
BOLA3	-1.719
MIA3	2.01033333333333
KRT35	1.405
KIR3DL3	-0.8675
MRPL51	-1.0045
SEMA3F	1.26283333333333
NDUFB2	0.114333333333333
LOC253012	3.04025
FAM46C	0.9127
G6PC	-3.26357142857143
CSAG3A	-4.5315
PREX1	1.1095
SLC25A45	0.419125
MAPKBP1	0.6059
CPE	0.5574
GNB1	-0.934125
CXCR6	2.1515
TRIM46	-0.0475
C16orf3	0.6815
HPSE	-0.50175
TIGD3	0.137
SPG3A	2.027
LCAT	-1.28883333333333
ST6GAL1	-0.963222222222222
POMC	-0.034
FLJ36031	-0.245666666666667
NSMAF	-0.995
SKIL	1.439
ADSS	0.430666666666667
HMGCS1	-0.9339
POLR3F	-0.171833333333333
RAB10	-0.45125
ZNF277P	-0.234625
ZBTB7B	1.107125
DHRS1	0.797875
ABCC13	-0.0965
CNOT3	0.6885
NFKBIA	1.751
GAK	0.459666666666667
SFT2D2	1.3445
HOXA6	-0.5215
CRTC1	0.699
LY6D	0.254666666666667
C20orf72	-2.12066666666667
CPT1A	0.09625
LMO1	-2.576
EIF3I	-0.31225
PRB4	0.55875
MCM3APAS	-1.581875
C20orf132	0.3486
FOXF2	-2.47575
S100A12	0.3255
MLH1	-0.387166666666667
ACTN1	0.4437
MRPL36	-0.956833333333333
C20orf106	-0.41125
FBXO6	0.703833333333333
MKS1	-0.250833333333333
CX3CR1	-0.32475
PDE1B	1.236
PLP1	-2.35375
KISS1	0.107333333333333
C14orf2	-0.651
TBC1D3P2	-0.69425
COMMD6	1.1549
ANKRD7	-1.196
PTCHD1	0.49775
NARS2	-1.049
DOCK7	-0.441625
FAM127B	-0.455125
LOC390243	0.0195
N6AMT2	0.7565
ZNF391	-0.643
DNAJB14	-0.303
WRB	-0.579375
BPI	-0.33075
TTC4	-0.3585
FAM10A5	-0.15425
GOT1L1	-0.2031
MAGED1	0.7775
RESP18	-0.1075
WFDC6	2.6575
MT2A	-0.7775
C11orf56	0.7625
KIAA1432	0.0665
ROR1	-1.11175
HSD17B14	0.7455
ZFAND2B	0.58
SAMD4B	0.36075
HEXA	-0.012
HNRNPU	-0.146681818181818
USP39	-0.336625
NRD1	-0.61725
R3HDML	-0.22575
FLT4	0.586
OMG	-0.5115
OR52N4	0.55
LOC399818	0.26825
ELA2	-1.80475
VENTXP1	0.477
RFC5	-1.628
OR52L1	0.4205
PAX5	0.0675
FBXO2	1.114
GMEB1	0.188
AKT3	-1.41816666666667
CRB1	-0.00149999999999999
CTTN	0.8545
UTP15	-0.232166666666667
HSBP1	-0.66625
PHF11	1.7075
NDEL1	0.557
USP8	-0.14025
BAIAP2	0.417
SI	0.900666666666667
ARSJ	-1.55466666666667
BAAT	-3.9315
KCNS3	3.46583333333333
LOC126147	-0.00449999999999998
TMEM37	2.04525
C1orf162	2.93283333333333
MBD1	0.0985
ITGAL	-0.198
WDR73	-0.2945
GKN2	0.103
ARFGAP1	-0.883875
SLC5A8	0.498666666666667
ZBTB40	-0.1821
CYP4B1	4.90083333333333
LYPLAL1	-0.0525
CHST3	-0.278
MAP3K9	0.131
BTAF1	-0.842666666666667
TFAP2E	0.1105
RBM35B	0.2515
LOC441251	-0.234833333333333
ANKRD25	-0.314722222222222
UQCRC2	0.222
MAEA	0.45975
HYAL1	-2.2108
RNPEPL1	0.2315
CPSF2	-0.861375
PSD3	0.1778
ABCA13	1.407875
AGR2	4.207375
GBX1	-1.09
HDLBP	0.585785714285714
ACY3	0.29375
HECW1	-1.006
ZNF519	-1.283
HOPX	2.8985
ZNF304	1.510875
OR12D3	0.2855
FKSG43	0.24875
METTL1	-0.18475
MFSD3	0.3019
PSPH	-1.152
CLCA3	-0.267
DARS2	-1.23233333333333
CDC25A	-3.113
BAIAP2L1	0.6845
B3GNT5	-0.42475
USP29	-0.09425
ARHGEF10L	1.8718
ATOX1	-0.339625
ADAM30	0.45425
DNASE1	-0.92975
STT3A	0.947416666666667
RAB6IP1	0.26975
PTN	3.2877
C1orf106	0.427
HECA	1.4505
RNF122	0.59675
SLC22A18AS	0.045
GNG8	0.226
ELP4	-0.6295
FAM65A	0.0891666666666667
RPL10A	0.2625
IRS4	-0.745
MACF1	0.8192
SEC24D	0.2445
LOC374395	0.8845
TGFB2	-0.381125
MDFIC	0.47075
CHRNE	0.404166666666667
PCMTD2	-0.219166666666667
ATP6V0D1	-0.1445
MTA2	0.62175
LZTR1	-0.323
RAP1A	0.3115
AXIN1	0.39525
POLR1C	0.11275
TRIO	-0.344083333333333
PLXNA4A	-0.1195
C5orf33	0.34125
DEPDC1B	-5.089625
ZNF473	0.0395
MTM1	0.886
GPR107	0.361333333333333
CSNK1A1L	-0.557666666666667
FLJ14154	0.391
NLRC4	3.4055
ENPP4	1.95816666666667
PADI3	-1.133
RNF170	0.1305
CG018	1.5045
C16orf7	0.00525
KCNE1	1.61675
NRM	-1.578
SLC37A3	0.994357142857143
TPD52L2	-0.892
UNC5B	0.9375
C12orf12	0.4515
SDHB	-0.44975
CLRN1	0.0327499999999999
NUDT10	-0.248333333333333
UGT3A1	0.197857142857143
FBXW8	0.043375
RHOF	-1.01775
PTPLAD1	-0.114375
MYO3B	-0.98925
DERA	-0.807
TPP2	-0.4825
C19orf53	-0.0295
GINS3	-0.760875
ST6GALNAC5	0.4395
CHSY1	0.8795
MGC15705	0.2705
GPR83	0.7668
EXT2	-0.183875
DOLK	0.07825
TUBAL3	1.11625
ACVRL1	2.0995
ABL2	-0.273666666666667
C14orf156	-1.14116666666667
PTPRZ1	-1.74114285714286
DIP2C	0.439375
LAMP1	0.961625
RXRA	-0.392
MAP3K5	1.1185
ALKBH1	0.472833333333333
PDLIM7	-0.1315
ARL14	-2.5975
SNIP1	0.150333333333333
TIMP3	0.650333333333333
RGS3	0.334333333333333
SPAG16	1.0229
ABHD4	0.0935
ARHGEF12	1.23791666666667
GLUD2	0.297
RAC2	-0.84
UAP1L1	-0.9105
SLC18A3	-0.515
YOD1	-0.358333333333333
RALY	-0.4625
HMOX2	0.4905
DGKH	-1.39775
DBNDD2	1.2345
YIPF4	0.44975
THAP10	-0.44875
ZNF513	1.05575
HAGHL	0.319333333333333
ITGB4	1.41283333333333
CCDC141	-1.929
YTHDF3	0.83875
C5orf28	0.25425
RPL7L1	-0.450875
TMEM30B	1.63028571428571
ANKRD35	2.901
DUOXA2	-0.0975
TBC1D5	-0.06925
DFNB59	0.6345
HRH4	0.02525
MYO6	2.7708
DNAJA4	1.22925
RBM24	0.03225
CEACAM20	-1.351
RBM23	0.196714285714286
NGFB	0.2115
C1orf63	-1.2211
KRTAP7-1	-0.114
PERLD1	1.80425
NPB	0.3525
C17orf59	1.1566
HSPBAP1	0.02025
SLC15A4	-0.18175
PRTFDC1	-1.0675
OSMR	0.522214285714286
CYSLTR2	-0.5775
C19orf25	0.9754
KIAA1797	-0.491
NLRP6	0.03
FAM105B	-0.3254
SCRN2	0.589
LRRC58	-1.6741
RNF17	-0.8335
NEIL3	-4.8715
FAM137A	-2.027
SKP2	-3.0995
PARVA	1.37791666666667
PKLR	-1.9265
RNF34	-0.019125
A3GALT2	0.616
C12orf50	0.3054
SUNC1	-1.97625
FAM102B	-1.1885
CCT2	-1.18375
LRRC37A2	-0.5485
ARF4	0.5985
SIKE	-0.832875
C8orf48	0.311833333333333
MBTPS1	0.285
GPSN2	0.0625
NCF2	1.76325
SLC12A6	-0.309333333333333
MRPL48	-0.3215
HMGN3	-0.049
LRRC62	-0.91125
PAX9	1.51375
FAM55A	-0.0329999999999999
C20orf42	-1.90533333333333
SCML2	-2.63883333333333
BCL9	0.80125
FAM40A	-0.4235
C9orf41	-0.847833333333333
ZNF774	0.685
LETM1	-1.24
PLXNB1	0.802333333333333
NIPSNAP1	-0.30275
USP10	-1.63075
F9	0.66225
LIPE	2.6705
CNGB3	-0.9725
C12orf52	-0.163375
PI4K2A	-0.126375
MED8	0.09225
STAT4	0.5362
FGD4	-0.332
RNF145	-2.2345
WDR32	2.225
CLDN2	0.047
TCEAL8	0.922
ZMYND8	-0.528
PDXK	-0.450125
GATAD2A	-0.60325
PTGES3	-1.07
CCM2	0.36
TAP1	-0.494
ZNF670	0.458
ETS2	-0.279071428571429
C6orf166	-0.355333333333333
PRMT2	0.412
OR4B1	0.2415
INTS8	-0.93
CCDC102A	-0.03825
CCDC83	-1.5345
ITGA1	-0.5883
EPHA5	-2.982625
FAM24B	-0.667666666666667
TSGA10	3.59125
HAL	-2.421
MYOT	-0.03
SPACA3	-0.01725
BCL2L2	-0.155333333333333
CUGBP2	-0.273166666666667
CCNB3	2.10425
RNF113B	-0.2885
MERTK	-0.05225
BAG1	0.13975
VPS36	0.03725
ORMDL3	0.4937
C1orf190	0.732
ZNF625	0.1285
CORO2B	-1.3835
ALOX15	-0.4185
CST1	4.21
NUPR1	2.27233333333333
CCL7	-0.91125
SMCR5	-1.9065
DSC2	1.6745
RBMS2	-0.225
GRIK4	0.627
TRIM65	-0.1215
TMPRSS6	1.6065
TP53INP2	-0.29275
GLB1L	1.32766666666667
LOC388284	0.4125
PUS1	-0.810571428571429
BCL9L	0.631
OLFM1	-0.0915833333333333
RET	-0.012375
MASTL	-2.41333333333333
ALX3	0.402
IL1RL1	-0.0485
ZNF765	0.2382
C14orf138	-0.511
SNX10	-1.53116666666667
TAC4	-0.0145
C1orf64	3.719375
POGK	1.004625
MAPK9	0.37675
ZNF366	3.6805
C8orf79	2.8853
CLDN7	2.08525
OR5AT1	0.579
TRIM37	-2.09425
LRRC25	1.90775
GRHL2	2.7005
TEKT3	3.0625
LASS5	0.187166666666667
ABCC4	-2.86866666666667
DLG3	1.3635
VGLL1	1.57375
ZFP36L2	1.80616666666667
MFRP	-0.100166666666667
KIAA1799	0.183
FLJ44379	1.0465
PCNX	-0.32175
ANXA9	2.1055
CYP4V2	0.9656
PIK3C2A	-0.13975
SRR	0.664
NOL3	-0.48575
IFITM2	0.572
ARNTL2	-2.808
ZNF595	0.69525
NLRP13	1.199
ASPH	0.0955
CPA2	-0.1185
PVRIG	-0.972
LEPR	0.0701666666666667
C16orf42	0.571833333333333
SH3BGRL	3.66625
FAM77D	0.0733333333333333
FNDC7	0.239
C9orf6	0.647166666666667
NOTCH2NL	0.0405
PGBD1	-0.357833333333333
SYNGR2	0.997666666666667
PITPNA	-0.033875
PRPF4B	-0.7383
SLC43A3	-1.11707142857143
NRBP1	0.09775
SLC25A22	0.3995
ILK	0.04425
SLC22A8	0.308666666666667
MRPS7	-0.427
PITX2	-1.9105
FABP3	-1.008125
OR1L1	-0.622
LOC728215	-0.9235
BLID	-2.5125
KIAA1217	3.04429411764706
TFPT	0.10575
AP4B1	-0.95275
VBP1	-1.5155
OR1K1	0.1845
MORC3	0.952
BHMT2	0.364166666666667
C3orf10	0.374375
FZD7	2.02666666666667
WFDC10A	-0.176
PMS2CL	-0.118375
CCDC32	0.668833333333333
FA2H	-1.30175
ALG13	-0.283
TTLL7	-0.8597
SPOCK3	1.2915
SLC13A2	1.3675
AIM1	0.87675
GPRC6A	-0.069
EGR2	5.5055
MED11	0.61675
WWC1	1.14025
SH3GL3	-3.69475
RIF1	-1.566
PRLH	0.2005
VLDLR	-1.2875
DBT	-0.3849375
C21orf63	1.984
CGGBP1	-0.559375
KRTAP12-2	-0.6815
TADA3L	-0.398375
ZBTB16	3.641
PDGFB	0.87675
RFX1	0.425375
UQCRB	-0.6524
LOC133874	-0.6855
HPS3	-0.80725
LGALS3BP	0.3926
DKFZP564O0823	2.84264285714286
MRFAP1L1	0.631
HOXA10	-1.23166666666667
NGB	0.308
KIF21A	-2.27238461538462
IFLTD1	-0.4335
LZTS1	0.219125
ARHGEF3	2.0515
RHBDL3	-1.5305
CSNK1G2	-0.08475
ChGn	-0.805
KIAA1244	2.87883333333333
GABRB2	0.1895
MGC72080	-1.639
CD27	3.13125
EGLN1	-1.9902
PEX13	0.994
RWDD3	0.07575
RNF12	-0.735833333333333
GRIN2B	-0.406
ADAMTS14	-0.967875
DYDC2	1.352
ATP6AP1	0.6171
NR1H2	0.422166666666667
PDK2	0.81175
C3orf17	-0.0563333333333333
SLC38A2	-1.34492857142857
SLC25A29	1.24366666666667
C15orf29	0.321875
ADAM9	-0.3645
TMUB2	0.4835
GPR176	-0.54575
AGK	-0.413
MCCD1	0.16125
NDUFA4	-0.36325
TMEM146	0.0985
DUSP1	2.40225
UNQ6975	1.275
EMX2OS	3.66325
INSM2	0.623
LUZP4	-0.51675
SETD6	-1.7585
P2RY2	2.3515
SLC45A2	-1.7
RABGAP1	0.2345
UBXD5	0.595625
GPRC5A	0.2512
PAK3	1.80766666666667
LOC63920	-0.84475
TGFBR1	0.1456
KRTAP6-3	0.2895
SFMBT2	-0.67775
CDC42	-0.2059375
C11orf35	1.3065
TTLL2	0.01925
UACA	0.280545454545455
CD97	-1.8758
SETD5	-0.267375
NINJ2	-1.2575
PTER	0.500166666666667
POMGNT1	0.56425
KRTAP4-2	0.269
ECGF1	2.332375
HRB	-0.254
ATP1B2	-0.2617
LOC400506	-0.00125
COL4A3BP	0.34675
C6orf97	2.19325
GRHPR	0.467875
TAS2R1	0.525
SEMA7A	-2.53275
EDF1	0.4185
ODF2L	0.8362
PCID2	-0.515833333333333
GTF2H4	-0.861833333333333
ZCCHC3	-0.641875
CGB2	0.205833333333333
NEUROD1	0.22575
C20orf75	0.2945
RP5-1054A22.3	1.93433333333333
IFNA5	0.916
ZNF134	0.52825
MGC119295	-0.6642
ZSWIM6	0.206125
SMEK1	-0.028
PCGF2	0.50975
C1orf102	2.44025
CYP2A13	4.5505
KCNH6	-0.8749
MDM1	0.1932
ALDH7A1	0.0145
C9orf75	1.64325
VDAC3	-1.02125
OR51T1	-0.294
EIF3F	0.0194166666666667
KCNJ10	-0.60475
LENG8	0.233
EDEM2	-0.162083333333333
CCNJL	-0.122166666666667
DHX37	-0.393
CRYGN	0.693
AATF	-0.516625
ZNF630	1.22275
E2F5	-0.5815
WFDC13	-0.7245
FTSJ3	-1.34816666666667
C4orf33	0.295
LHFPL4	-2.58825
C19orf56	0.280166666666667
SMAD4	0.0425
AFM	-0.8764
G0S2	1.9525
FCHSD2	0.2938
RRP1B	-1.2432
EEF1B2	-0.547666666666667
STAT6	1.47683333333333
ZNF195	-0.319
GNL1	-0.543833333333333
ZNRF2	0.748333333333333
PER3	0.300875
ASB16	0.55325
C10orf10	2.34357142857143
ADCY8	-3.80216666666667
C9orf58	-0.972333333333333
ARMC10	-0.069
PSG1	-1.1855
DHX34	0.20775
VARS2	-0.58375
NFIC	0.742
ITPR2	1.16775
AGXT2	0.0316666666666667
OR6K3	-0.072
H2AFZ	-1.29666666666667
MLLT3	0.914333333333333
COX4I2	1.72175
CCNT2	0.73075
PLK4	-3.340625
NUMBL	0.204
MED16	0.74325
PLEKHQ1	0.8535
GOSR1	0.246666666666667
BTG4	0.65975
RPL30	0.115833333333333
IGSF5	1.91925
IGFL2	1.885
ELMOD2	1.282
SHC3	-1.20116666666667
HAVCR1	-0.2245
DYNC2H1	0.61925
RNF5	-0.547333333333333
C2orf7	-0.53825
NLF1	0.7005
KLHL25	0.74625
LRP10	1.1404
KRI1	-0.11075
PUS7L	-0.232333333333333
MGMT	1.06225
HOXD1	-0.150333333333333
CSH1	-0.0015
ATG16L2	-0.61325
FLJ44635	1.053
CHODL	0.66125
EXOSC8	-1.26475
SLC28A1	0.112
MYO7B	-0.551833333333333
SEH1L	-0.9416
MTNR1A	-0.0176666666666667
TSPAN5	-0.00199999999999999
CDC45L	-4.23916666666667
AMIGO1	0.7755
ATAD3A	-1.241375
OSGIN2	0.587666666666667
PDIK1L	1.0605
DARC	3.2755
PIPSL	0.2495
SHMT1	-0.36825
CRISP3	1.177
POPDC2	2.6185
ZRANB2	-1.2105
FBXL8	1.18
TRIP13	-3.372
EIF5AL1	-0.894
POU5F1P3	-4.577
IL6	0.171666666666667
CXorf38	-1.14216666666667
IFNA16	-0.0755
FBXL2	1.9115
BRD1	0.86825
STATH	1.569
FBXO44	0.503166666666667
MCCC2	-0.12325
CDC2	-2.9863
C5orf23	2.109
IVD	-0.0245
C10orf122	-2.04166666666667
MSL3L1	-0.1634
MVP	0.9705
EPOR	-0.4894
ZMYM1	-0.287166666666667
BCL7C	0.331833333333333
PSTPIP2	0.3502
LYPD1	-2.23975
OR8G5	-0.9865
ZP3	0.316833333333333
BCAS4	0.620583333333333
EDG6	1.82075
ISY1	-1.21025
PRAMEF2	-1.78925
CUL1	-0.343375
RNF213	0.4683
CCRK	1.08975
DHX9	-0.095625
C13orf29	-0.26725
NCKAP1	0.940666666666667
MRPL43	0.584071428571429
XPR1	-0.69225
PKN2	0.5356
PODNL1	1.175
ZNF333	0.946375
DALRD3	0.57525
OPN1SW	0.084
BTBD6	0.1285
C11orf82	-1.984
OR5P3	-0.158
DUSP11	0.07675
L1CAM	-1.5484
NEK11	2.45866666666667
OR7E91P	1.3555
CNTN3	3.3745
CREB3L2	0.83575
ZBTB37	0.2005
KIAA1324L	1.88775
NDUFB10	0.0165
NUDT2	0.102
GTPBP8	-1.3785
CACNA1D	1.769125
PRKAA2	1.33366666666667
PRDM8	0.2255
MGC16075	-0.5535
KRT14	2.18207142857143
PP8961	0.640375
MRPL18	-0.64425
ABCG2	-2.01575
PACRG	2.76075
BBS2	0.1845
KREMEN2	-3.256
FBXO21	0.562
HNRPUL1	0.34925
GRB10	0.543
CLSTN1	0.95275
LMAN2	0.2579
C17orf61	-0.498
NIPSNAP3A	0.12575
INSIG2	-0.321666666666667
PCDHB7	1.07633333333333
STXBP2	0.892
CMAH	0.950833333333333
SEMA5B	-0.9265
ZNF155	0.457166666666667
COQ6	0.369833333333333
PRPF4	-1.1545
TSPAN15	3.1142
VN1R5	-0.04325
LATS2	-0.56775
SELK	0.14125
PGK2	-0.376
MS4A1	0.711125
TYW3	-1.1885
KRTAP5-1	1.118
RCCD1	-1.91083333333333
BTN1A1	0.1855
DDX28	-0.351
TMEM65	-0.50125
LOC92345	-0.81725
TTC31	-0.295
WDR46	-0.56
CHP2	-1.3735
LSP1	0.14725
ZNF542	0.149
EXOSC1	-0.139
ARHGAP18	0.851333333333333
LRRTM4	-0.755125
MAOB	3.18241666666667
CACNB4	0.47475
MGC33846	1.11025
RANBP3L	2.03275
ATP5L	0.505875
ONECUT1	-3.8245
NUDT9	0.43425
TMEM149	-0.1025
STX17	0.39475
IGSF10	-2.78225
TMPRSS9	0.213
BMPR2	0.834166666666667
ALLC	0.60225
KLF7	1.079
GCC1	1.0783
TIMM9	-0.72025
CDO1	2.5295
MGC10701	0.0233333333333333
IFI6	0.118666666666667
FRMD8	1.2655
MGAT2	-0.04475
WBP5	-0.109333333333333
CNIH2	0.27525
KIAA0907	-0.8987
KCNH8	2.0215
CTSG	-0.98625
GRIK1	2.6785
CUL5	0.803375
FRMD1	0.358
OR9A4	1.594
SYT6	-1.2015
FOXD4L2	0.235
ANAPC2	-0.1035
OPN5	0.799
TAF13	0.337
LYG2	-0.27575
GGNBP1	0.1425
C11orf40	-0.4775
OTX2	-1.413
REG4	0.207666666666667
EIF5	-0.2648125
PALB2	-0.438
SEPSECS	-0.1444
RNASE3	0.0085
TRIM49	-1.896
POLR2K	-0.2965
GPR42	0.1505
C8B	-3.66075
SASS6	-0.30225
PREB	-0.4145
OR3A3	0.6545
TUBA8	1.0675
IGLV2-14	-0.76425
STIL	-3.06525
ANKFN1	0.129
NME7	-0.30425
HOXC12	-2.686
UBE2C	-2.884875
FHOD1	-1.184875
CDK2AP1	-0.230833333333333
OR6K2	0.21
DHPS	0.028
RPL5	0.12975
TRGV5	0.7855
LOC541472	0.518625
HCCS	-0.5076
DENND1B	2.446
LHX3	0.24
OR5D16	0.185
CXorf57	-1.55416666666667
IRF2BP1	1.06375
NDST2	0.562166666666667
LCE3D	0.2165
BOLL	0.138
SYT3	-0.602
PIH1D2	1.22025
C20orf7	-0.7975
IL1R2	-0.5185
SLAMF9	0.2435
PPME1	-0.849125
PIK3CA	-0.37925
TRAPPC1	0.158875
COLEC10	-1.26425
SLC9A6	-0.752833333333333
PDDC1	0.1895
CCDC53	0.1675
GK3P	-0.01425
DAZL	-0.9945
BRI3	-0.153
SDK1	-0.30125
CYP2C18	0.00125
IFI44L	1.834625
RPL3L	0.6075
FUT9	-0.346166666666667
KIFC2	-0.0216666666666667
PMP2	-2.21416666666667
SLC4A9	0.063
PLAG1	-1.605
MYCBP2	0.1195
OR4E2	-0.133
CCDC65	2.5105
C16orf82	-0.127
ENTPD4	0.376125
BRP44L	-0.076375
PMP22CD	0.05
TMCO4	1.63283333333333
KCNN1	-0.449333333333333
WDR35	0.32275
CCDC80	1.539875
C3orf31	-0.736
SLC7A9	-0.158
TMEM190	-1.185
DBC1	0.0393333333333333
FADS3	-0.5835
PDZD8	-0.704166666666667
GRM5	0.051875
AZGP1	4.3787
PEX3	0.6995
MED1	-0.253571428571429
ATG4C	-1.51216666666667
HNRPH3	-1.057875
FAM109B	2.27
C4orf17	-0.046
CA10	-1.71475
OPRD1	0.2725
CCL16	-1.4235
SACM1L	-0.6125
CST6	3.8275
CD63	1.0785
LGI1	-1.3735
ZNF784	0.836
CRYBB1	-1.584
CX3CL1	1.7218
TOP2A	-4.304375
GYPB	-3.69733333333333
GADD45GIP1	-0.72025
FEN1	-1.59975
IGF1R	0.8324375
WDR72	-1.95766666666667
PURG	-1.18333333333333
DEFB126	0.943333333333333
PKD1L1	0.842666666666667
CAV1	-1.6035
GNPDA2	0.8376
DGAT2	1.382625
NLGN1	-1.409
STRBP	-0.106875
HPRT1	-1.48316666666667
FANCI	-2.82775
PSMA7	-0.891625
DBF4B	-0.878
TTF1	-0.3185
RAD54L	-3.12225
ELOF1	0.14725
PLAGL2	-0.758625
ZNF256	0.08575
HMGCL	1.17925
MSI2	-0.3455
RPESP	4.72616666666667
C11orf60	1.09525
ABCD1	-0.463
ACAA1	0.7122
SPARCL1	4.80764285714286
IL6ST	2.2977
ZNF319	0.3105
TMEM109	0.1349
FAM90A1	0.479833333333333
IL22RA1	-0.8145
ATP4B	0.504
TEC	-0.771166666666667
C7orf30	-0.92175
TXNDC2	-0.989166666666667
ABCB4	-1.21575
KIAA1191	0.533
C9orf38	0.1635
SFTPB	0.01875
CNTNAP2	-0.361833333333333
FRK	1.3045
TBX19	0.49425
CHD4	0.10825
C6orf26	-2.05
MOSC2	1.72975
IKBKE	1.0955
HIF1A	-1.53016666666667
LOC595101	-0.1095
RELA	0.614666666666667
TMEM16B	-0.1495
ABHD12B	1.4385
TSEN34	0.674
KIF18A	-4.01925
TXNDC9	-0.117
SPATA2L	0.6135
SEMA4G	-1.012
C21orf91	-0.695375
MATN1	-0.393
