Hybridization REF	TCGA-A7-A13D-01A-13R-A12P-07
FBXO24	0.556
CHST11	0.29625
THRB	-0.0289
MYBPC1	-0.584
RNF39	-0.6432
PSMD11	-0.609
ALAD	-0.108666666666667
EN1	2.05375
SLC9A9	-0.252
GSTM4	-2.4388
CDC42BPA	-0.213631578947368
RCSD1	-0.857
LUC7L2	-0.5553
SPTBN1	0.5773
LOC146167	0.3595
BAT5	0.2673
ZNF452	-1.5576
LSM4	-0.79375
SRP72	-0.3053
SGK269	0.09075
MTX1	1.42425
CENTA1	0.1835
UNQ9433	-0.4965
ATR	-0.0625833333333333
DDX49	0.3175
PAQR8	-2.25133333333333
C14orf174	-2.232
GBGT1	0.373
THAP1	0.13775
OR10K1	-0.01
RASIP1	-1.23916666666667
DPYD	-1.6325
DOHH	0.66275
C18orf45	0.4555
POF1B	1.9077
ZNF552	1.25325
USP32	-1.5555
MED27	-0.548333333333333
C14orf149	-1.20966666666667
PRDX4	0.608833333333333
ABHD12	1.1987
AGT	-5.17025
SLC22A14	-0.0823333333333333
C1orf58	0.351
PILRA	-1.0595
ABCF2	-0.352875
C17orf85	-0.2198
TKTL1	-2.19625
FGF1	2.93055
IL6R	0.123666666666667
VPS25	1.08325
CHRNB2	-0.2655
COL7A1	-1.3064
LRRC48	-0.434
SPG20	0.4535
COX10	-1.03375
GCA	1.1345
ECEL1	-0.67725
GLG1	-0.107333333333333
SRD5A2L2	-0.7535
MUTYH	-1.07571428571429
ZNF70	-0.369
L2HGDH	-1.31175
GPATCH2	0.1515
ZNF655	-2.695375
ZNF227	-0.750833333333333
MCOLN2	0.555
NQO2	-0.1125
KCNQ5	0.437
NEU1	0.27
QRICH1	-0.47875
ZBTB20	0.499833333333333
RPUSD3	0.525
EPGN	-0.42275
TSN	0.324083333333333
SPRY2	-1.504
LZTFL1	-0.789125
GMFB	0.18325
PBEF1	-0.471
HBG2	-4.429
TMEM8	-0.93225
PALM2-AKAP2	1.01866666666667
NFYA	0.75375
FAM108A1	0.788125
PBLD	0.322875
NRG4	-0.969333333333333
PIGF	-0.4395
PTGER1	0.12975
NOS2A	2.234
C21orf34	-0.0496666666666666
C21orf51	0.35875
IL17C	0.073
TRMT6	0.479166666666667
ETV2	0.4075
CCDC109A	-1.0745
MYLK2	-0.3755
ATP10A	1.602
DPH4	-0.64175
C5orf5	-1.78733333333333
KCNA4	0.1804
NMNAT2	-1.52416666666667
GLYATL2	2.668
LSMD1	-0.00575
IL23R	-2.29775
NRF1	-0.70075
MUC15	2.20433333333333
PRDM12	-2.17
PAQR4	0.288214285714286
RBBP6	-1.462375
IFI27	3.94275
SKAP2	0.410666666666667
TAGAP	1.808125
TJP3	1.1265
C9orf61	0.9555
IDS	0.534785714285714
PARG	0.533
LOC131149	0.815
DYRK4	-0.273333333333333
MICALL1	2.0365
GALR2	-0.1065
GPBP1L1	0.68975
TBX21	0.75675
KCNJ6	1.517
GGN	0.307
CASP5	-0.0815
RNF182	-1.94375
BRD4	0.402
DOK4	-0.2685
SLC46A2	-0.2202
SOX9	1.65991666666667
ZNRD1	-0.916666666666667
PRR6	-2.88
FAU	-0.83575
DTNB	2.13383333333333
CARD9	0.3785
STS-1	1.25466666666667
SLC4A5	0.1755
NSBP1	-1.17925
UGCGL2	-0.5855
POTE15	-1.521
NOXA1	-0.835
RP13-347D8.3	1.3105
SAMD10	-0.132833333333333
EP400NL	-1.35625
TCF21	0.129666666666667
AMELX	0.18525
JPH2	1.4101
SLA	0.416
DLST	-1.68133333333333
SEPT12	-0.28
RGS20	-1.16575
LXN	1.54466666666667
ZNF419	0.750125
UPK3B	0.0923333333333333
RELL1	-0.195
ESPNL	-0.12
KLHL21	0.1755
PI15	-0.767
C2orf61	-0.8335
LOC407835	-0.218333333333333
RER1	-0.0180833333333333
ELAVL2	1.103
MGC26718	-0.96275
KLF2	1.193
TNFAIP8L3	0.46175
TFE3	0.8545
C11orf17	-0.9075
15E1.2	-1.105
SNRPC	-1.19625
DLGAP1	1.83025
PGLYRP1	0.19775
OVCH2	0.396
IRF7	1.4992
SET	-0.4912
NAB2	-0.200333333333333
LRP5L	-0.40575
FAM120A	0.0796875
ASCL2	0.228666666666667
SHH	-0.095
ATP5H	0.0876666666666667
THPO	-0.9616
TYRP1	-1.0565
HIST1H3E	0.406666666666667
EIF2S1	-0.624722222222222
TNFRSF17	-3.3228
TARSL2	-0.02775
NKX2-8	1.33857142857143
C1orf115	-0.32125
LOC56964	0.578
KIAA0841	-0.882
ISCU	-0.7385
TTMA	0.3865
ZNF414	-0.988
LOC441150	0.176
RAB15	0.70325
HBP1	0.895833333333333
TNNT2	0.243333333333333
CECR5	-0.48075
PHGDH	0.0485
JRK	0.5152
XPO4	-0.59175
FAM131C	0.7195
ARHGAP25	0.6275
CA9	-1.01366666666667
GPR62	-0.309666666666667
TLX1	0.574666666666667
GPS1	1.47375
OR2M2	-0.26
BDP1	-0.277642857142857
FAM70B	1.6705
RPS29	-0.614166666666667
MKLN1	-0.4331
TSPAN19	-2.02125
SLC29A3	0.2424
LGALS4	-0.180666666666667
USH2A	0.4674
NF1	-0.406
APOBEC3A	4.13466666666667
IMPAD1	1.0275
OLR1	0.341
NRAP	-0.448
HCFC1R1	0.475
TAOK2	-0.114166666666667
MCM10	0.00616666666666666
MAP4K3	0.246916666666667
CBS	-0.583875
CLK3	0.1576
PCDHGA5	0.716
ELF4	0.68825
FAM71A	-0.6555
C11orf49	-0.6425
CLIP2	0.054
BTBD9	0.2095
ZNF524	1.90825
KDELR1	0.941166666666667
ZNF509	-0.1215
NCSTN	1.043
ZNF533	-2.01778571428571
PARP4	-0.41825
GALNT9	-0.2495
NPY	-0.30625
BEGAIN	-2.32716666666667
TMEM77	-0.124833333333333
FOXRED1	-0.507666666666667
SLC16A2	0.189333333333333
SLC35B1	-0.613
GK5	0.470166666666667
SDCCAG10	-1.2095
C4orf20	0.45525
SLC9A2	-0.5625
ADD1	-0.186714285714286
TAL2	-0.945833333333333
ACLY	0.8215
DNAJC1	0.908
SOST	-0.63775
USP43	2.1045
CYP4F12	-1.82025
FKBP5	-1.11675
CHCHD5	-0.1229
NUDT22	-0.5875
CCDC85B	-0.44675
OR51G2	0.688
STRN3	-0.0995714285714286
TMOD2	0.05025
FLI1	-1.131
MAB21L2	-0.476666666666667
DGKQ	0.2715
VPRBP	-0.459666666666667
SCNN1B	1.9751
ECHDC3	2.3828
TMEM106C	-0.68975
CSNK2A2	-0.96
RPL39	-0.6898
HERC3	-0.3095
ZBTB47	0.3145
ZNF681	-1.2845
PAGE2	-2.21425
CLIC5	0.584846153846154
RABAC1	1.5325
ZFHX2	0.45825
YPEL1	0.852666666666667
KIAA0776	-0.1935
NR1D2	-0.6535
DNAJC4	0.00837500000000001
NPNT	2.8388
ZNF677	0.246
ZNF536	0.29125
MEF2B	0.0794166666666667
PTPN4	-0.1675
CTCFL	-5.602
STX5	0.302333333333333
CD72	1.005
VEGFA	1.07126315789474
XRCC1	-0.3552
MAS1L	0.185833333333333
ELL	-0.168
SETBP1	0.37775
CDH11	2.4625
NDC80	-0.0884615384615385
DMBX1	-1.97875
NRSN1	-0.221
BAT2D1	0.025375
CDS2	0.588666666666667
C1orf212	-0.0886666666666667
SENP3	0.248
IL1F9	-0.6525
EEF2K	-0.60675
COG8	-0.10775
CEP72	-0.595
OR1L8	1.4875
MUS81	-1.12775
PHYH	0.583125
GGT6	1.95716666666667
C22orf23	0.485416666666667
C13orf33	1.59975
MAPK8IP2	3.25775
NELL2	-2.3355
POU3F2	-2.5505
ALPK1	0.631625
MRPS18C	-0.702
RPLP2	-0.022
FGF22	-0.162
SPNS1	-0.255
ZFP1	-1.21825
IL1RAPL1	-2.74225
PCSK9	-3.17283333333333
NKX2-1	0.544214285714286
C6orf189	1.28925
SP4	-1.0145
SLC11A1	1.7151
C21orf25	1.10416666666667
ICAM2	0.070125
SH3GL1	-0.0938333333333333
GSK3B	0.511666666666667
RALB	1.345125
PDXP	-0.804666666666667
GNGT1	-2.88475
KIR2DL1	-0.0235
TNFAIP3	-0.163
C6orf32	-0.6165
CBLN2	-3.50475
PANK3	-0.151875
TAAR9	0.424
WDR82	0.323571428571429
APOM	-4.509625
TRIP10	0.40325
SPATA16	0.714
C1orf135	-0.02475
USP51	-0.487
TESK1	1.12225
C11orf64	-0.151375
ZNF611	0.0295
PDE6G	-0.1096
HLA-DQA1	0.300166666666667
GCLC	-0.74825
SEC61A1	0.769142857142857
TWSG1	-0.242833333333333
ZMYND10	-0.77375
CTDP1	0.342125
ADAMTS6	0.132
SLIT1	-1.64275
KRT86	3.6575
KIAA0574	1.52025
GTPBP2	-0.9511
PQLC3	0.41125
PRRX2	1.001
C15orf44	-0.3945
MKKS	-0.050875
C11orf10	-0.209
GPR110	1.224125
CD109	-0.0763333333333333
ADCY1	-0.0285
RHBG	-2.00525
TP53I3	0.342375
SLC22A3	0.293444444444444
UCP2	-0.56925
FOXG1	0.243833333333333
OR2AG1	0.3775
TRIM24	-0.0375
PROC	-3.5525
TAAR6	0.928
AMTN	-0.2525
C10orf47	1.2695
DEPDC1	-0.7155
FLJ45557	1.24525
ZDHHC17	-0.8730625
KIAA1429	0.122
KCNH1	-0.752666666666667
VNN3	1.30766666666667
PSMAL	1.9755
PPARD	0.57725
HFM1	-0.967
YBX1	-0.323166666666667
ZNF695	1.25225
SCTR	-0.7624
DCDC1	1.2425
VPS26B	-0.255
MTF2	-0.5035
ATP6V1F	0.34575
CCDC94	-0.57925
PERF15	-0.0715
CCL11	-0.5345
LMO7	-0.342875
DCST1	0.9775
ADRBK1	0.055375
CDRT4	-1.20457142857143
ZNF84	-0.8465
HOXD8	-0.37525
STARD8	-0.449
FOXP2	-0.881625
CCDC103	-0.0145
POLR3A	-0.6197
GSC	-2.04116666666667
ZNF114	-2.84566666666667
HTR7P	-0.78
LALBA	-0.3
RMND5A	0.367
PSCD2	1.369
ZNF409	-0.0225
KRTAP1-3	0.4055
MAF1	0.442
LOC201725	-0.287
NRN1	-0.927125
SPAG5	-1.7705
DNAH7	-1.451
FLJ43860	0.134
BRCA2	-0.90075
ACADM	-0.833375
CXXC6	-2.37825
RAGE	-0.040375
CHMP2A	0.612
FAM8A1	-0.712
GPR21	-0.299
SLC12A3	-2.501
FVT1	0.0861428571428571
ZDHHC7	-0.594625
FLJ44048	0.60125
SLC44A3	1.939
SDSL	-0.4105
MMP8	-1.9765
PLA2G12B	-3.5222
ACY1	-0.533
MT1E	1.94266666666667
OR4K15	-0.6085
TECTB	0.241
GPR20	0.228875
IRAK2	-0.56975
RFPL3	-0.299857142857143
MYO9A	-0.6065
NARG1L	-0.739333333333333
BLMH	-2.186125
CCDC3	3.2075
C9orf21	-0.6405
KIAA0513	-0.366166666666667
MIER2	0.0356666666666667
PNMA2	-1.87788888888889
SH3BP2	0.8239
ANXA10	-2.991
RTN2	1.1745
TFB1M	-1.876
PRPH2	1.6695
C14orf133	-0.742
GOLGB1	0.597333333333333
IRX4	-0.87975
NFKBIL1	0.273
C10orf62	-0.0163333333333333
APBB3	-1.86
RPS10	-0.2656
LOC728378	-1.276
TLE3	0.830555555555556
PSMB7	-0.586125
MESDC1	-0.414
SLC6A1	1.2456
OCLN	0.315833333333333
PTTG3	-0.669
NAGLU	0.5215
SERTAD4	0.84975
SPRY1	0.34225
FLJ10781	1.54608333333333
MYSM1	0.12525
TRIM4	-0.0449285714285714
SH3YL1	1.56475
TREM2	2.0065
SERPINI1	0.93075
HDHD3	0.00824999999999999
TMEM38A	1.860875
EID2B	-0.8125
TDRD3	-0.417666666666667
SEDLP	0.901
THSD7A	0.973666666666667
NDST3	-2.36575
KLHL15	-0.0853333333333334
DHRS12	0.6235
FBXO9	-1.70966666666667
TNPO1	-1.01483333333333
MRPL13	0.204166666666667
SNX5	-1.62366666666667
METTL6	-0.625
SOD1	0.30175
CHML	-0.195166666666667
PACS1	1.31275
SIRT5	-0.781
CAPN2	0.317333333333333
FXYD5	1.695
TWISTNB	0.049375
LRFN1	1.53266666666667
UBE1L	0.3075
UBE1C	0.3275
OR51B2	-1.117
OR4D11	0.9445
C15orf2	0.379
NR4A1	0.510333333333333
LOC339047	-2.11975
TRIM17	1.34175
ATP5G3	-0.524
RPL15	-1.72983333333333
ADAMTS8	-1.267
HOXC4	-1.159
C14orf37	1.469
CEACAM5	-2.329
MYT1L	0.608333333333333
RASA2	0.129625
OSBPL7	-0.125
STAG1	-0.8875
GIMAP4	3.58383333333333
FUT3	2.6525
PIF1	-1.2585
LPIN2	0.2502
SH3PX3	0.14925
PDP2	-1.3365
PAPD1	0.66125
ERP27	6.00975
APOOL	-0.2819
DIABLO	-0.39675
TRHR	-0.139714285714286
ARMC9	-0.678875
RNF152	2.78975
SLITRK3	-0.177
ZNF211	0.4124
PFDN1	0.0295
RGS11	-0.565875
HS6ST1	1.34
AKR1D1	-1.421
TNP2	0.554833333333333
STK31	0.313666666666667
EML4	0.779916666666666
SGTA	-0.656333333333333
HIST1H2BI	-1.06466666666667
PSMD6	-2.473
KIAA1257	0.6875
C18orf55	-0.883166666666667
FLJ20273	1.484875
RPL28	-0.8525
EPYC	2.002625
NOX3	-0.21
ELAC1	0.0625
METT11D1	-1.313
BIN2	-1.4235
NACA2	-0.85525
CCDC17	-0.9725
HM13	0.0791
UBOX5	-0.3485
UBE2O	0.2735
UBL5	-0.494
APOLD1	1.71925
C9orf31	0.6925
TNFSF8	-0.219
ARHGAP29	1.471375
PROKR2	-0.135
PDE5A	-0.387
C6orf12	-1.68
TOM1L1	-0.566
WHDC1	-0.100625
FOXI1	0.495833333333333
RAB4A	0.4208
TMEM39B	-0.35
ATPBD1C	-1.203
FARSA	-0.874666666666667
PLEKHG5	1.24675
CMAS	-0.4345
OR7E24	0.7
SLC30A1	-1.39325
CDC42EP5	2.39716666666667
PLAC1	-2.083
KLHL18	-0.412083333333333
LBA1	-0.673555555555555
TAZ	-0.896
CRIP2	0.125625
BTBD11	-2.35066666666667
C16orf72	-0.12675
DIO2	-0.8268
LRRCC1	0.616833333333333
CCDC136	-2.1935
PRX	0.11475
RBM5	-1.0716
TMEM85	-0.02175
TUBGCP4	-0.951666666666667
APLN	4.040375
CDK7	-0.570333333333333
SSR2	2.06891666666667
CRELD1	-1.366
C19orf46	3.233
GAL3ST4	-0.0488333333333334
KBTBD10	-0.356
IL28A	1.79425
WDR27	-2.7685
MCM2	-0.837166666666667
SOX14	-0.336
FLJ39743	null
KIAA0922	1
HIPK4	-0.4855
FLJ25758	0.2395
C16orf57	0.00891666666666668
PDZD2	2.441625
MCC	-0.92725
HHLA3	-0.7888
ID2	0.094
C20orf23	1.5925
ZNF688	-0.585
APOC2	-3.01166666666667
LOC440093	1.1385
FAM50B	0.535333333333333
PWP1	-0.3875
DNAH10	0.1565
HIST1H2BA	0.1935
GPR56	1.19083333333333
METAP2	-1.160125
PAN3	0.852
STXBP4	-0.46375
PDHX	-0.66
MTA1	-0.444583333333333
ZBED4	0.10025
ZNF720	-0.39375
CDK2	-1.488625
RHOJ	0.526
CDC37	-0.525833333333333
ZER1	0.034875
GRK4	-0.1795
PRPH	-0.31325
POLR2A	0.287
OGFOD1	-0.84125
NOL5A	-0.856
PHEX	1.215
FLJ16478	0.235
C20orf117	-0.29075
CAMTA2	-0.50125
C11orf74	-0.085
DDX17	0.0958333333333333
C5orf27	0.468
PLEKHA2	-1.1518
PDE4DIP	-0.5384
SCN7A	0.437
ZNF559	-0.6655
CXCL10	3.79175
ZMYM4	0.422166666666667
STK32B	-1.34293333333333
KIAA0888	-5.041
TACR3	-1.132
CKAP2L	-1.4655
KIF1A	0.0645
RSPRY1	0.003
VCAN	1.12525
CYP27C1	0.2095
SYDE1	-0.950333333333333
MED12L	-0.757666666666667
ZDHHC21	0.49
NHS	0.484
TM9SF3	1.01283333333333
DDHD1	-0.808
MAFG	0.285666666666667
BICD2	-0.0906
C14orf119	-0.677333333333333
C14orf43	0.194857142857143
CDH7	-1.67175
ALKBH5	-0.127
JUP	1.706375
TMEM41A	0.528833333333333
MAMDC4	-1.73483333333333
CBX3	0.768375
LRRC18	0.218
RBMXL2	-0.41175
PLA2G4D	0.591666666666667
FGF13	3.00125
KIF3A	-0.255833333333333
PDIA6	1.012
DCXR	0.31525
CASKIN2	0.804083333333333
EHD1	1.09
MARCKSL1	1.27383333333333
ZNF496	0.4435
SCAF1	1.1675
KCTD8	-1.668
TRAF3IP3	-0.973071428571428
LSR	3.274
CXorf1	-0.656
C14orf112	0.4765
EIF2B1	-0.9865
OMP	-0.627
GSTZ1	-0.26225
LOC92017	0.0005
ISLR2	1.5045
C12orf36	-1.004
GATA2	-2.2628
GABRA5	-1.8115
CELSR2	-0.815785714285714
STAM2	0.4146
TNAP	0.7825
PTPMT1	-1.26333333333333
GRP	5.716
SV2A	-0.8948
MAGEA12	-4.21675
CACNG1	-0.249
C18orf19	-0.00700000000000001
GSG1	-0.3195
PTPRJ	-0.6415
FRMPD1	0.1415
ZNF668	0.421
PLEKHJ1	-0.15775
ADAT1	-2.1984
TMEM50A	0.5875
UCN3	0.071
HOOK1	1.1385
IL17B	-0.566
MLKL	-1.0765
TTC14	-0.949166666666667
KLHL5	0.50725
CRYL1	-0.548833333333333
FOXH1	0.6055
NFYB	-0.264625
PPM1G	0.1555
GOLGA2LY1	-0.619
NMT1	-0.72825
HADHA	-0.0658
CHSY-2	1.77275
PLEKHF1	2.39292857142857
SAGE1	-1.795
MUSTN1	-0.4175
SUHW4	0.44375
TFEB	1.66466666666667
ZFYVE27	-0.799
ATG12	-0.269666666666667
BMI1	0.728642857142857
ZIM3	0.682333333333333
MYH4	0.701
MASP1	-1.25527272727273
KIAA0984	-0.7935
RPAP2	-0.71125
ASB5	0.857
BOLA3	-0.125333333333333
MIA3	-1.54533333333333
KRT35	0.256
KIR3DL3	-1.024
MRPL51	-0.33525
SEMA3F	0.273333333333333
NDUFB2	0.7545
LOC253012	-1.968
FAM46C	-2.33222222222222
G6PC	-2.16957142857143
CSAG3A	-4.28283333333333
PREX1	-0.717
SLC25A45	-0.46875
MAPKBP1	-0.2038
CPE	1.467
GNB1	0.040125
CXCR6	-0.264
TRIM46	0.981
C16orf3	0.588333333333333
HPSE	1.229875
TIGD3	-0.219
SPG3A	2.34025
LCAT	-1.12466666666667
ST6GAL1	0.297888888888889
POMC	2.27525
FLJ36031	1.132
NSMAF	-0.4005
SKIL	1.7985
ADSS	0.882166666666667
HMGCS1	-0.9194
POLR3F	-0.331833333333333
RAB10	0.377125
ZNF277P	-0.8015
ZBTB7B	1.654
DHRS1	-0.609625
ABCC13	0.1306
CNOT3	0.9875
NFKBIA	1.14775
GAK	0.1745
SFT2D2	3.208
HOXA6	-0.121
CRTC1	0.628875
LY6D	3.52316666666667
C20orf72	-0.770666666666667
CPT1A	-0.4955
LMO1	1.1005
EIF3I	-0.20225
PRB4	0.32825
MCM3APAS	-0.690125
C20orf132	-1.57133333333333
FOXF2	-2.42275
S100A12	1.299
MLH1	-1.26383333333333
ACTN1	1.827
MRPL36	0.683666666666667
C20orf106	-0.09
FBXO6	1.00066666666667
MKS1	-1.4495
CX3CR1	-3.84525
PDE1B	-0.072
PLP1	-3.7025
KISS1	0.346
C14orf2	-0.344166666666667
TBC1D3P2	-0.0785
COMMD6	0.9751
ANKRD7	0.918
PTCHD1	3.659625
NARS2	-1.84225
DOCK7	1.007375
FAM127B	0.159375
LOC390243	-0.2315
N6AMT2	0.76975
ZNF391	-0.7485
DNAJB14	-0.5175
WRB	0.42675
BPI	1.21883333333333
TTC4	-0.425666666666667
FAM10A5	-0.98125
GOT1L1	0.683777777777778
MAGED1	1.10625
RESP18	0.38275
WFDC6	1.15033333333333
MT2A	-1.0765
C11orf56	-0.02675
KIAA1432	-1.1045
ROR1	0.71475
HSD17B14	2.82033333333333
ZFAND2B	0.944375
SAMD4B	1.142
HEXA	0.262625
HNRNPU	0.280863636363636
USP39	0.315875
NRD1	-0.1625
R3HDML	0.081
FLT4	0.6495
OMG	0.180333333333333
OR52N4	0.0415
LOC399818	0.738
ELA2	-1.90533333333333
VENTXP1	1.2025
RFC5	-2.401
OR52L1	0.2575
PAX5	0.636
FBXO2	-0.3405
GMEB1	0.097
AKT3	1.6665
CRB1	-2.0406
CTTN	0.4975
UTP15	-1.20783333333333
HSBP1	-0.350416666666667
PHF11	1.04175
NDEL1	0.327833333333333
USP8	-0.6495
BAIAP2	0.76
SI	-1.42716666666667
ARSJ	0.730333333333333
BAAT	-2.89375
KCNS3	2.53666666666667
LOC126147	-0.458333333333333
TMEM37	-1.37825
C1orf162	1.5035
MBD1	-0.8357
ITGAL	-1.68466666666667
WDR73	-1.54416666666667
GKN2	-0.543833333333333
ARFGAP1	0.069
SLC5A8	-0.879833333333333
ZBTB40	-0.00650000000000001
CYP4B1	-0.402666666666667
LYPLAL1	-0.5465
CHST3	0.58525
MAP3K9	0.6005
BTAF1	-1.22833333333333
TFAP2E	0.5005
RBM35B	0.26675
LOC441251	-0.272
ANKRD25	-0.944166666666667
UQCRC2	-0.7685
MAEA	-0.0280833333333333
HYAL1	-2.9149
RNPEPL1	0.894666666666667
CPSF2	-0.497
PSD3	-1.0131
ABCA13	-0.449714285714286
AGR2	-3.11775
GBX1	0.7185
HDLBP	0.483357142857143
ACY3	-0.5965
HECW1	0.22925
ZNF519	-1.194
HOPX	3.919625
ZNF304	0.727375
OR12D3	0.5815
FKSG43	0.40875
METTL1	-0.20075
MFSD3	0.0053
PSPH	0.66125
CLCA3	-1.4295
DARS2	-1.8855
CDC25A	-0.3065
BAIAP2L1	1.228
B3GNT5	2.04675
USP29	0.69225
ARHGEF10L	1.7339
ATOX1	-0.4355
ADAM30	1.1135
DNASE1	0.7365
STT3A	0.284333333333333
RAB6IP1	-0.1325
PTN	0.098
C1orf106	1.38146153846154
HECA	1.3665
RNF122	0.52725
SLC22A18AS	-0.490333333333333
GNG8	0.2275
ELP4	-1.16525
FAM65A	0.209833333333333
RPL10A	-1.26133333333333
IRS4	3.5945
MACF1	1.1903
SEC24D	0.1155
LOC374395	0.24925
TGFB2	0.52475
MDFIC	0.95975
CHRNE	0.446
PCMTD2	-0.639
ATP6V0D1	0.475833333333333
MTA2	0.1345
LZTR1	-0.563
RAP1A	0.551166666666667
AXIN1	-0.108125
POLR1C	-0.0915
TRIO	0.374833333333333
PLXNA4A	-0.771454545454545
C5orf33	0.1405
DEPDC1B	-1.9605
ZNF473	0.418666666666667
MTM1	0.22
GPR107	0.106
CSNK1A1L	0.0283333333333333
FLJ14154	-0.474
NLRC4	2.62325
ENPP4	1.15333333333333
PADI3	-0.847
RNF170	-0.687375
CG018	-1.5005
C16orf7	0.27875
KCNE1	0.5855
NRM	-1.40116666666667
SLC37A3	0.727928571428571
TPD52L2	-0.0361666666666667
UNC5B	2.47825
C12orf12	0.3635
SDHB	-0.54325
CLRN1	-0.321857142857143
NUDT10	-1.3905
UGT3A1	0.510625
FBXW8	-0.23025
RHOF	-0.649875
PTPLAD1	-0.00362500000000003
MYO3B	1.40566666666667
DERA	-0.45275
TPP2	-0.42275
C19orf53	0.00433333333333334
GINS3	-0.920625
ST6GALNAC5	3.482
CHSY1	0.4295
MGC15705	-1.3145
GPR83	0.17775
EXT2	0.1415
DOLK	-0.56825
TUBAL3	-1.894
ACVRL1	2.24566666666667
ABL2	0.138916666666667
C14orf156	-0.8445
PTPRZ1	0.296875
DIP2C	0.764125
LAMP1	1.228375
RXRA	-0.0565
MAP3K5	1.52725
ALKBH1	-1.0445
PDLIM7	-0.1295
ARL14	2.8845
SNIP1	0.13
TIMP3	2.90266666666667
RGS3	0.483166666666667
SPAG16	0.577444444444444
ABHD4	-0.211
ARHGEF12	0.105181818181818
GLUD2	-1.545
RAC2	-1.4771
UAP1L1	-0.339
SLC18A3	0.309
YOD1	-0.484083333333333
RALY	0.79025
HMOX2	1.29625
DGKH	-0.68675
DBNDD2	-0.0705
YIPF4	0.549375
THAP10	-0.96625
ZNF513	1.05525
HAGHL	-0.0631666666666667
ITGB4	2.56033333333333
CCDC141	-3.0935
YTHDF3	0.78875
C5orf28	1.918
RPL7L1	-0.921875
TMEM30B	-0.182142857142857
ANKRD35	0.505
DUOXA2	-0.2465
TBC1D5	-0.980875
DFNB59	-1.1285
HRH4	0.6665
MYO6	1.9717
DNAJA4	0.696125
RBM24	-1.52714285714286
CEACAM20	1.4205
RBM23	-0.772714285714286
NGFB	-0.3595
C1orf63	-1.8389
KRTAP7-1	0.351
PERLD1	1.9785
NPB	1.361
C17orf59	0.6072
HSPBAP1	-0.06575
SLC15A4	-0.197875
PRTFDC1	2.5065
OSMR	0.190071428571429
CYSLTR2	-0.222
C19orf25	0.3951
KIAA1797	-0.575
NLRP6	-0.825
FAM105B	1.208
SCRN2	-0.979333333333333
LRRC58	-0.3872
RNF17	0.68675
NEIL3	-1.79
FAM137A	0.88575
SKP2	-1.7195
PARVA	0.826
PKLR	-3.103
RNF34	-0.601875
A3GALT2	1.03666666666667
C12orf50	-0.4836
SUNC1	-0.31975
FAM102B	-0.521666666666667
CCT2	-1.403
LRRC37A2	-1.323
ARF4	0.522
SIKE	-0.1115
C8orf48	1.26683333333333
MBTPS1	-0.748357142857143
GPSN2	-1.1885
NCF2	2.461
SLC12A6	-0.21
MRPL48	-0.56
HMGN3	-0.046
LRRC62	-1.16925
PAX9	-0.379375
FAM55A	2.192
C20orf42	1.47233333333333
SCML2	-1.51833333333333
BCL9	1.213
FAM40A	-0.87325
C9orf41	-0.2905
ZNF774	-1.0865
LETM1	-0.4715
PLXNB1	0.500166666666667
NIPSNAP1	0.557
USP10	-1.61975
F9	-0.184666666666667
LIPE	-0.36325
CNGB3	1.056
C12orf52	-0.587125
PI4K2A	0.172625
MED8	0.412
STAT4	-0.8884
FGD4	1.1825
RNF145	-0.554
WDR32	-0.3956
CLDN2	0.313
TCEAL8	0.566
ZMYND8	-1.09444444444444
PDXK	0.66371875
GATAD2A	-0.0425
PTGES3	-1.1465
CCM2	0.66975
TAP1	1.000125
ZNF670	0.6375
ETS2	1.0905
C6orf166	-0.0318333333333333
PRMT2	1.28835714285714
OR4B1	0.787
INTS8	0.0705
CCDC102A	0.34275
CCDC83	-1.06075
ITGA1	0.7988
EPHA5	-1.618625
FAM24B	0.205
TSGA10	0.74725
HAL	-2.8046
MYOT	0.13425
SPACA3	0.305
BCL2L2	-0.0793333333333333
CUGBP2	1.54883333333333
CCNB3	0.94275
RNF113B	-0.25675
MERTK	0.03475
BAG1	-0.816
VPS36	-0.48225
ORMDL3	-0.0906
C1orf190	-0.3865
ZNF625	-1.473
CORO2B	-2.90325
ALOX15	0.2785
CST1	0.5665
NUPR1	2.2385
CCL7	5.1655
SMCR5	-3.1505
DSC2	4.6035
RBMS2	0.25525
GRIK4	1.2355
TRIM65	1.9075
TMPRSS6	-1.34642857142857
TP53INP2	-0.11625
GLB1L	0.7305
LOC388284	-0.00150000000000003
PUS1	-0.247285714285714
BCL9L	-0.2375
OLFM1	1.31816666666667
RET	-1.532
MASTL	0.0105
ALX3	-0.06625
IL1RL1	-0.18025
ZNF765	-0.4243
C14orf138	-1.059
SNX10	-0.987666666666667
TAC4	-0.513
C1orf64	-3.39475
POGK	0.180875
MAPK9	0.1045
ZNF366	2.29875
C8orf79	-0.0428
CLDN7	2.77675
OR5AT1	0.4745
TRIM37	-3.227
LRRC25	1.15425
GRHL2	2.0336
TEKT3	1.4585
LASS5	-0.268666666666667
ABCC4	-1.606
DLG3	0.890625
VGLL1	5.080875
ZFP36L2	1.83766666666667
MFRP	-0.504666666666667
KIAA1799	-0.85325
FLJ44379	0.394
PCNX	-0.49825
ANXA9	-1.294
CYP4V2	0.3756
PIK3C2A	-1.08825
SRR	-0.5285
