Hybridization REF	TCGA-BH-A18V-01A-11R-A12D-07
DARC	1.593625
PIPSL	1.371
SHMT1	-1.98325
CRISP3	-0.4225
POPDC2	1.32333333333333
ZRANB2	-0.396166666666667
FBXL8	0.2435
TRIP13	0.892545454545455
EIF5AL1	-0.9635
POU5F1P3	-3.88966666666667
IL6	0.797
CXorf38	0.391666666666667
IFNA16	0.207
FBXL2	0.9245
BRD1	1.3755
STATH	-0.175
FBXO44	0.0981666666666667
MCCC2	-0.54275
CDC2	0.2832
C5orf23	3.7015
IVD	-0.653833333333333
C10orf122	-1.54125
MSL3L1	0.8809
MVP	0.65325
EPOR	-1.4717
ZMYM1	-0.432666666666667
BCL7C	0.704166666666667
PSTPIP2	2.0693
LYPD1	-2.443125
OR8G5	-0.2565
ZP3	0.910333333333333
BCAS4	0.768166666666667
EDG6	2.47075
ISY1	0.69325
PRAMEF2	-1.91575
CUL1	-0.682875
RNF213	0.6258
CCRK	0.48425
DHX9	-0.16275
C13orf29	1.07725
NCKAP1	2.255
MRPL43	0.396428571428571
XPR1	-0.52275
PKN2	-0.0305
PODNL1	1.1395
ZNF333	0.105625
DALRD3	-0.234
OPN1SW	0.522
BTBD6	1.273
C11orf82	-0.3455
OR5P3	0.2715
DUSP11	1.2635
L1CAM	-1.3522
NEK11	0.566666666666667
OR7E91P	1.712
CNTN3	2.292
CREB3L2	2.2035
ZBTB37	-0.072
KIAA1324L	-0.632
NDUFB10	-0.349
NUDT2	-0.394
GTPBP8	-0.1245
CACNA1D	-0.917
PRKAA2	-0.852
PRDM8	-0.084
MGC16075	-0.712166666666667
KRT14	3.14742857142857
PP8961	0.503625
MRPL18	0.22225
ABCG2	-3.44625
PACRG	0.4205
BBS2	-0.60175
KREMEN2	-2.2935
FBXO21	-0.16675
HNRPUL1	0.307
GRB10	1.72975
CLSTN1	0.3555
LMAN2	-0.671
C17orf61	-1.1265
NIPSNAP3A	1.82925
INSIG2	-0.0533333333333333
PCDHB7	0.0266666666666667
STXBP2	0.03575
CMAH	0.809083333333333
SEMA5B	3.579
ZNF155	-0.157
COQ6	-0.728333333333333
PRPF4	0.148
TSPAN15	1.1437
VN1R5	0.02225
LATS2	1.9425
SELK	0.3495
PGK2	0.387666666666667
MS4A1	-0.12
TYW3	-0.8512
KRTAP5-1	0.13475
RCCD1	0.463833333333333
BTN1A1	0.3215
DDX28	-0.2655
TMEM65	1.442625
LOC92345	0.72925
TTC31	-0.70075
WDR46	-0.0931666666666667
CHP2	0.388666666666667
LSP1	0.6005
ZNF542	-0.3135
EXOSC1	-0.163
ARHGAP18	-0.134
LRRTM4	-0.663714285714286
MAOB	0.659
CACNB4	-1.25875
MGC33846	0.625625
RANBP3L	2.028375
ATP5L	-0.528125
ONECUT1	-3.165
NUDT9	-0.42325
TMEM149	1.6945
STX17	1.03775
IGSF10	-4.073
TMPRSS9	0.3275
BMPR2	1.23883333333333
ALLC	-0.166
KLF7	1.701375
GCC1	0.7219
TIMM9	-1.537
CDO1	0.219333333333333
MGC10701	0.572
IFI6	0.755
FRMD8	0.818
MGAT2	0.172
WBP5	0.658333333333333
CNIH2	0.206
KIAA0907	0.2694
KCNH8	1.454
CTSG	-1.108
GRIK1	-0.544333333333333
CUL5	0.0495
FRMD1	0.472
OR9A4	1.087
SYT6	-1.806125
FOXD4L2	-0.953
ANAPC2	-0.2195
OPN5	0.6625
TAF13	-0.56325
LYG2	-0.61375
GGNBP1	0.1025
C11orf40	0.1695
OTX2	-1.4845
REG4	0.107833333333333
EIF5	-0.03725
PALB2	-0.16125
SEPSECS	-0.4954
RNASE3	0.16675
TRIM49	-1.327
POLR2K	1.2917
GPR42	0.461
C8B	-3.08325
SASS6	-0.9785
PREB	-0.130333333333333
OR3A3	0.7805
TUBA8	0.9815
IGLV2-14	-0.68575
STIL	0.078
ANKFN1	-1.0535
NME7	-0.65425
HOXC12	-0.7295
UBE2C	0.782625
FHOD1	-1.604125
CDK2AP1	1.39241666666667
OR6K2	0.447
DHPS	-0.802
RPL5	-1.1715
TRGV5	0.4355
LOC541472	-0.07075
HCCS	0.5702
DENND1B	1.167
LHX3	-1.1995
OR5D16	0.267
CXorf57	-1.982
IRF2BP1	0.84175
NDST2	0.807333333333333
LCE3D	0.2805
BOLL	0.616
SYT3	-0.733
PIH1D2	-1.83175
C20orf7	-0.622833333333333
IL1R2	1.94766666666667
SLAMF9	0.6495
PPME1	-0.355
PIK3CA	1.56825
TRAPPC1	-0.340625
COLEC10	-0.765
SLC9A6	0.311
PDDC1	0.274416666666667
CCDC53	-0.29075
GK3P	-0.309
DAZL	-0.8215
BRI3	0.60475
SDK1	-0.286375
CYP2C18	0.61825
IFI44L	3.449625
RPL3L	0.2
FUT9	1.14333333333333
KIFC2	0.138
PMP2	-0.995375
SLC4A9	-0.247
PLAG1	-0.168
MYCBP2	0.379166666666667
OR4E2	0.458
CCDC65	-0.17775
C16orf82	-0.262375
ENTPD4	-0.097125
BRP44L	-0.47225
PMP22CD	-0.1015
TMCO4	1.35583333333333
KCNN1	-0.967333333333333
WDR35	-1.355
CCDC80	2.359875
C3orf31	-0.60625
SLC7A9	-1.71075
TMEM190	-1.1045
DBC1	-1.856
FADS3	-1.35733333333333
PDZD8	-0.0565
GRM5	0.19
AZGP1	3.3036
PEX3	-0.8515
MED1	0.0230714285714286
ATG4C	-0.904
HNRPH3	-0.773125
FAM109B	3.25075
C4orf17	0.1285
CA10	-0.6385
OPRD1	0.033
CCL16	-1.918
SACM1L	-0.21375
CST6	4.016
CD63	0.31025
LGI1	-2.928
ZNF784	0.015
CRYBB1	-1.3435
CX3CL1	2.1745
TOP2A	-0.895125
GYPB	-3.516
GADD45GIP1	-0.188
FEN1	-0.509875
IGF1R	-0.3396875
WDR72	-1.31033333333333
PURG	-1.32233333333333
DEFB126	-0.238
PKD1L1	0.03475
CAV1	-1.7064
GNPDA2	-0.0902
DGAT2	0.334375
NLGN1	-4.8175
STRBP	1.275
HPRT1	-0.130166666666667
FANCI	-0.178625
PSMA7	0.770625
DBF4B	-0.517333333333333
TTF1	-0.382
RAD54L	-0.995
ELOF1	-0.2975
PLAGL2	0.240375
ZNF256	0.0185
HMGCL	-0.71975
MSI2	-0.628333333333333
RPESP	-3.948
C11orf60	-0.75
ABCD1	0.245
ACAA1	-0.2883
SPARCL1	3.78642857142857
IL6ST	-1.0036
ZNF319	0.88825
TMEM109	0.8162
FAM90A1	2.2885
IL22RA1	-0.4145
ATP4B	0.686
TEC	-0.922
C7orf30	-0.54875
TXNDC2	-0.992833333333333
ABCB4	-0.98975
KIAA1191	-0.213125
C9orf38	0.144
SFTPB	0.958125
CNTNAP2	-2.56783333333333
FRK	2.043
TBX19	1.73675
CHD4	-0.56325
C6orf26	-2.058
MOSC2	0.60325
IKBKE	1.86725
HIF1A	-0.966
LOC595101	0.914
RELA	0.882166666666667
TMEM16B	-1.67516666666667
ABHD12B	-2.7905
TSEN34	0.271
KIF18A	-0.7785
TXNDC9	0.469833333333333
SPATA2L	0.232
SEMA4G	-1.5625
C21orf91	0.5035
MATN1	-0.0865
KCNIP4	0.176333333333333
TUSC1	1.603
OR4C15	-0.111
ARMCX6	0.750083333333333
WBSCR27	-0.432666666666667
OR52I2	0.679
KIAA1604	-0.191
DYNC1I1	0.042
PPP4C	0.2745
SLC47A2	-2.56883333333333
TREH	-0.0875
CD48	2.402
ST14	1.79133333333333
PKN1	-0.1105
SPON2	0.8125
XBP1	-1.21916666666667
SFRS12	-0.107833333333333
EFCAB6	-0.7575
SELT	1.132
SLC39A2	3.614
ERF	-0.012
ARL3	-0.019375
SURF6	-0.6025
MLLT10	0.411952380952381
FLJ11171	0.913166666666667
TDGF1	-3.94583333333333
ERCC6	0.706
EIF2AK4	0.380875
BAZ1A	0.224333333333333
LRRN3	-0.877666666666667
TMC3	0.892
EFTUD1	-0.031
PTPRO	1.48716666666667
CLEC12A	1.75875
ACBD4	-0.279375
ZDHHC14	-1.634625
OTUD7B	0.849875
ACTB	0.105125
MSRA	0.0705
LCE5A	0.2965
IFI35	0.29475
BSCL2	0.228833333333333
ANKRD12	-0.595916666666667
CFHR2	0.1955
RGAG1	-0.789333333333333
HSFY1	-0.033
SLC30A5	0.0766666666666667
IMPG1	1.191
GPR109A	0.6565
ZNF185	0.61
IYD	0.456
NPCDR1	-0.064
SERPINA13	0.8545
HMGCLL1	-1.49625
NEUROG1	0.3725
UBQLN1	1.0636875
LIN37	0.483
SOCS2	-3.066625
DSCR4	-1.74725
XKR6	-2.86
GPR142	0.377
KRTAP13-3	-0.2125
CCDC15	-1.50733333333333
MOS	0.3355
CD1E	-1.355
OFCC1	-0.2725
FAM83D	0.068
SRFBP1	-0.41775
C9orf96	-0.02
DHDH	-0.188
CCDC90A	-1.2325
RABL3	-0.00900000000000004
CD320	-1.83033333333333
ANGEL2	0.270166666666667
MRPL21	-0.46325
SMG6	-0.3435
INSR	2.21475
FLJ14816	-0.7525
GLRB	0.1635
C9orf89	-0.1445
CIZ1	-0.00175
URG4	-1.43583333333333
LRDD	-1.46133333333333
CBY1	1.15183333333333
NFX1	0.02675
MTERFD2	-0.524642857142857
C19orf23	0.569
PGC	-2.54625
IER3IP1	0.435
RASAL2	2.35625
C1orf89	-0.45075
SYNJ1	-0.8235
NFKBIE	2.36075
FLJ40125	-0.875166666666667
TCEB2	0.0763
NOG	-0.545
POLR2J2	-0.220333333333333
HLA-B	4.16475
PCDHA1	1.4825
PPP2R2B	-0.98625
ARHGEF17	0.557333333333333
TCF7L2	1.03707142857143
CHD5	-0.533833333333333
ZNF431	-0.2355
TBC1D25	-0.8815
ZNF800	0.2795
SCUBE2	-1.99663636363636
MYCBP	0.6185
GPX5	0.4295
C6orf129	0.432166666666667
QSER1	0.954666666666667
ULK2	0.276
PIGO	0.657666666666667
NRCAM	-2.73369230769231
SLC35E3	-0.726625
CSRP2	-0.804
HYPE	-0.51275
MAPK15	0.610833333333333
MGC14327	0.101
TIMM13	-0.5115
ZNF462	0.88975
GBA3	0.127
TEX13A	0.5235
MCM6	0.212444444444444
MTRF1	0.0605
ABCA7	-1.85
EIF4A2	0.67175
ZC3H10	-0.0079
RPGR	-1.07466666666667
C20orf94	-0.585
RP1L1	0.4045
GPR125	-0.378714285714286
USP22	-0.3595
OR1L4	0.40075
MLZE	3.114
FLJ32065	-0.4695
PTCD1	-0.494
CRTAC1	0.406166666666667
BXDC2	-1.4455
C18orf1	0.552833333333333
FAM107A	3.63442857142857
EFNA3	0.56125
P18SRP	-0.8574
CAMKK2	1.32141666666667
KIAA0649	-0.57
NES	-0.788166666666667
HS6ST3	-2.1535
PON2	-0.33675
TCP11L2	-1.26025
CLEC4A	3.266
PRR12	-0.125
MLXIPL	-1.5264
C2orf50	-0.2495
ZNF28	-0.357
ENC1	0.0298333333333333
MAP2K1	0.00675
FKSG2	0.70675
KIAA0430	0.27675
PTP4A1	-0.919166666666667
GPR156	0.462
GTF3C6	-0.5275
UBR2	0.0031
LOC388272	0.1765
MAK	-0.305833333333333
ACOT4	0.96225
STC2	-0.450916666666667
PIGW	0.3525
SAE1	-0.931875
COL6A1	0.772181818181818
OAZ1	0.497833333333333
STMN4	0.282166666666667
EDG3	0.554333333333333
SGCE	-0.301
IL11	-1.84866666666667
PRSS8	1.6295
YIPF5	1
WNT4	1.67025
CSN2	0.604166666666667
TCF7	-2.756375
TDO2	3.83
SAMD9	0.496875
S100A7A	0.6815
MMRN1	1.31483333333333
GKAP1	-1.75475
AKR1C3	-2.621375
RNF19A	1.8535
GMDS	-0.67025
YKT6	1.0055
SPARC	1.1151
C12orf31	-0.647
UBE2V2	-0.952666666666667
FBXL18	-0.475666666666667
KIAA0460	0.5885
ADAM22	-1.64585714285714
SERPINC1	-4.65325
KCTD21	0.1045
MYOHD1	-0.886
ZNF37A	-0.308666666666667
GTF3C1	-0.408166666666667
CTSZ	3.24125
PRNPIP	-0.59325
DRD1IP	0.0705
NR1I2	-1.977
ZNF266	-0.7567
SPAG4L	0.4195
COX4NB	1.22375
SAPS1	2.17683333333333
APOA1	-3.35325
TATDN1	0.3865
C10orf82	-2.289
KPNB1	-1.44025
FOXO3	-0.350166666666667
CRYBB2	-0.8175
ZBTB5	0.561333333333333
SLC25A38	-0.78725
DCTN2	-0.772666666666667
IFT20	0.3045
CTHRC1	2.892
C1orf31	-0.450125
UHRF1	-0.5335625
GPC6	0.18125
C10orf54	1.862
MCF2L2	0.0841666666666667
WNT9B	0.042375
OLA1	-1.4335
FAM120B	-0.90775
TTLL10	0.591
CYorf15A	-5.56075
RELN	-2.1367
SCN2B	-0.300583333333333
MFHAS1	-0.45225
NKX3-2	-1.46366666666667
RASGRF2	-0.7655
SSBP1	0.295166666666667
KPNA6	-0.359714285714286
LOC389118	-0.00749999999999999
HS3ST4	-1.4637
SUPT7L	-0.52375
FLJ32658	0.16925
IGFBPL1	-0.371
KIAA1641	-0.3847
SHKBP1	0.0231666666666667
CSF1R	4.334
NAGK	1.407
MYL2	0.3105
HIST1H4C	-0.110833333333333
TOMM7	-1.014625
ADAMTSL3	0.6223
TNFSF14	0.28925
PRRT2	-0.67675
VTA1	-0.498375
AOAH	3.79333333333333
CRISPLD2	1.89028571428571
PNN	-0.4945
TA-NFKBH	0.116
ESPN	0.70575
RBM43	-0.2695
KIAA1267	-0.061625
DDX3X	0.395
KIAA1576	-3.64625
PLXDC1	3.19316666666667
FLJ25801	-4.01925
HNRNPL	-0.737
RUNDC3A	0.248
CASP12	0.4515
SH2D5	-1.315875
RPL26L1	-0.47
OR51A7	0.4525
HDC	1.9425
C2orf16	-0.180333333333333
SYTL3	1.236375
GOLGA4	0.7954375
NOTCH1	1.008
ATPAF2	-0.1545
ECD	-0.138
SSX5	-1.41016666666667
SNAP91	0.9405
OCA2	-4.3775
PNPO	-0.0988333333333333
DAPK1	1.80683333333333
PINX1	-0.349666666666667
SELENBP1	0.03475
NEK3	0.30075
TMED4	1.04728571428571
SSTR4	-0.002
FOSL1	-2.4142
CD40LG	0.4655
CES1	-2.25808333333333
DCI	-0.100333333333333
B3GAT3	0.0151666666666667
STK17B	1.99025
CNTN6	0.333
CYP3A4	-1.49033333333333
MBOAT2	-0.116785714285714
PISD	-0.855125
USP1	0.542
PYDC1	1.807
CENPM	-0.053375
SAR1B	0.0495
TTC7B	-0.196875
DP58	0.2155
GPC1	0.67025
RBL1	-0.324375
TMEM137	-1.80633333333333
TOB1	-0.243666666666667
TCEAL1	-0.364666666666667
CENPF	0.154727272727273
C6	2.96633333333333
PRSS1	-3.42375
PPIL6	0.5204
C6orf124	0.1085
ODZ4	0.570833333333333
SNCB	-0.03625
NDUFB9	1.055
CNOT6L	0.223333333333333
S100A9	2.412
TRIM50	-0.1455
KCTD1	1.7639
WDR63	-0.14325
SPEF2	0.168875
RNGTT	-0.228666666666667
CXorf22	3.592
KCNK16	0.23975
CEP250	-2.462125
ATPBD1B	-0.028
KCNJ2	3.27875
MT1B	-0.417
ZNF684	-0.118
SLC4A1	0.539
PDHA1	-0.07425
ZNF492	-0.824125
TKT	-1.16375
BYSL	0.487375
RNF38	1.246875
AHDC1	0.2275
KLHL2	1.467125
CMTM8	0.49475
DMP1	-2.38
HERPUD2	0.203375
CRTAM	3.11783333333333
ZNF572	1.859
TMEM16J	-0.4435
HSD17B2	1.67475
UBE2G1	0.515375
AHSA2	-1.25375
PELI2	-2.14
TPX2	0.16
ATP9B	0.445833333333333
DAZAP1	0.61175
HMGCS2	0.188
C17orf38	-0.101
B9D1	-0.264
NKX2-5	-0.975166666666667
KIAA1276	-0.796
LILRB2	3.4395
CSTF1	-0.421
BTN2A1	0.567
C15orf48	5.303
IGF2BP3	-0.98875
FAM113B	0.200833333333333
HRG	-0.3105
ZNF131	-0.826
USP47	-0.873428571428571
CCDC88B	-0.447875
HCN1	-0.9619
HTN1	-1.24883333333333
SYCP3	-0.1065
C13orf23	0.8235
PAPOLA	0.166
AATK	-0.1491
MSH3	-0.865
NDUFAB1	0.03475
ITLN2	-1.0885
BAK1	1.52783333333333
MRPL45	-1.3215
MTNR1B	0.336833333333333
LOC645843	-1.4525
SPECC1L	-0.2545
PGCP	1.48675
SPN	-0.6975
GPR143	0.597333333333333
ZNF576	0.6605
TMEM39A	0.8747
ATP5D	-0.994166666666667
MAGEB3	-0.7825
RPS5	-1.148
ANP32E	0.675714285714286
MTMR1	0.8015
YEATS4	-1.235
SYNGAP1	-0.1995
PCOLCE	-0.575166666666667
MNS1	-0.72375
PCYT2	-0.68
ZNF182	-1.02175
LAX1	1.258125
SPPL2B	-0.0563
ELOVL5	1.1215
PCDHAC1	-0.344
B4GALNT1	0.4185
BLOC1S2	0.31275
ZNF673	-0.6665
ARHGAP21	0.0536666666666667
IRX5	2.125
LRFN5	-1.38166666666667
FAM7A1	-0.978
RAB19	-0.04
GINS1	-0.70625
ITM2B	1.4285
PAPSS2	2.96125
OR5BF1	0.7375
ACSL3	0.1395
KIAA1919	-0.8465
GLT8D2	1.917
UTRN	0.6245
CNN1	-0.36075
HISPPD2A	-0.411833333333333
SDAD1	-0.326
SIGLEC9	1.91983333333333
RPL35	-0.0465714285714286
C22orf26	0.4365
IMPDH2	-1.01125
WDR69	0.9345
SEC14L5	-0.193666666666667
CLTA	0.6485
RP11-529I10.4	-0.15625
GPR37L1	0.574833333333333
OGDH	0.046
ASB13	0.729666666666667
ZFP14	0.2825
ZCRB1	-0.7135
KPNA3	0.76725
HSPA1L	0.4515
RHOC	-0.155375
LOC554175	0.54425
PPP3CA	0.4348
SLC1A7	-0.5135
ZNF529	-0.0668333333333333
RBED1	0.11875
DDB2	-1.456
FLJ11286	0.358166666666667
SPATA1	0.448
MKNK1	-0.203166666666667
DYSF	1.52366666666667
ALKBH2	-0.71325
NKD1	-3.36566666666667
C1orf174	1.0715
PLEKHO1	1.61883333333333
ASB10	0.168
RING1	0.417333333333333
NPC2	0.984
AVPR1B	0.0935
YTHDF1	0.220583333333333
LMAN1L	0.368
GSG2	-0.363
CEP170	-0.4833
RPS4Y2	-5.26025
MSH6	0.2205
HECTD2	-0.169666666666667
ZNF556	-2.49316666666667
PLEKHC1	0.6246
AIRE	0.193833333333333
BCL2L10	2.051
LMOD3	0.179333333333333
ZBTB8	0.2455
FOXA2	-3.3099
SLCO2A1	2.0345
C3orf46	0.3405
PRDM16	-1.4705
TMEM98	0.33875
FRMD5	-3.3195
PDE6C	-0.302
C1orf216	0.490833333333333
EP400	-1.49021428571429
PTK2	0.95375
RNF217	1.2495
NDUFA8	0.074
ZFAT1	0.58025
LAMP3	3.7475
GLTSCR2	-0.565125
NPW	2.0885
LLGL2	0.0797
PPM1K	-0.262333333333333
C20orf177	-1.2585
KIR2DL4	0.9236
NFKB2	1.1565
C21orf122	-0.386166666666667
HESX1	-0.10475
GPR114	0.499833333333333
SLC25A35	-0.734833333333333
GNAT1	-0.10875
ORAI3	-0.60225
FAM76B	0.387125
TMEM99	-0.5467
TRIM29	1.9943
CDS1	1.393
RHEB	0.4383
C4orf27	-0.487666666666667
RAB3A	-0.78475
OTUD6B	1.12075
GPD1	0.036375
CDH15	-1.4125
NPM1	-0.280071428571429
TMEM117	-0.04425
PRPS2	1.02433333333333
GCK	0.6375
ADRA2A	2.76833333333333
TSPYL4	-0.328666666666667
TASP1	-0.412
WDR19	-1.46641666666667
C10orf38	0.4815
PDE4C	-0.5445
FYB	1.20241666666667
C1orf55	0.740666666666667
PPFIA3	-0.0785
RAD18	-0.6025
C12orf44	0.458166666666667
CRYBA4	0.0605
HVCN1	1.39425
TAF10	1.02933333333333
C16orf48	-0.329666666666667
DEPDC5	0.160333333333333
LTBP1	-2.004
MAPRE1	0.5545
FGF8	-0.059
C3orf52	0.93025
SENP7	-0.960833333333333
LRRK2	1.37725
RUNDC2A	0.3885
KIAA0355	0.328
CPEB1	-2.80625
PPEF2	0.2425
ABI2	0.108166666666667
KIAA0317	0.103375
ATF1	0.663666666666667
DYNC1H1	0.741625
DIP	0.22775
TMEM33	-0.469555555555555
POLDIP3	0.5915
C7orf24	0.174
GPR171	3.22675
CDC6	-0.984666666666667
PLD1	1.96
ITFG2	-0.0841
NDUFC1	-0.26375
AKNA	-0.62875
NBR1	-0.22525
PKHD1	2.464
HPS4	-1.2013
MAFA	0.3435
ULBP3	-0.116
DIRC1	0.0315
IMMT	-0.281375
C22orf13	-0.00341666666666667
CEL	-0.022
MARK3	-0.0285
ADAMTS2	1.10425
ARPC3	-0.315166666666667
TMEM10	0.094125
NPHS1	1.5735
BRD8	-1.065
WDR12	-0.9255
IDI2	0.2145
HOXD13	-0.0765
OR8G2	-0.9255
SLAIN1	-0.26325
GABRQ	-0.04925
NR2C2	0.314
NKTR	-1.0773
TLE2	-1.073
KIAA0892	-0.0275
AURKA	-0.913909090909091
GPRC5C	-1.44
TBC1D9B	1.27025
PNPLA6	-0.358833333333333
AP3B1	0.02525
NAG	-1.170625
C11orf68	-0.293
AKR7A3	-0.16075
AHCYL1	0.149666666666667
COP1	0.794333333333333
RPP14	-0.0696666666666667
PCDHB18	-0.116
CDH24	0.264
KRT17	2.4013
LACTB2	0.532
DDX24	0.1354
PHACTR1	-2.11316666666667
SLC35E2	-0.0645
LOXL1	-1.045
IQSEC2	0.431
RGSL1	0.2445
PCDHGC5	0.508
MEGF10	-0.281
PRRX1	1.38566666666667
ASTE1	0.277
C6orf159	0.52225
MYOD1	0.1905
GAA	-0.6985
ZNF747	-0.03675
KLRC1	-0.416375
IL1RL2	0.8175
GDF9	0.121
GPR119	0.449
TRAF2	0.6875
HCK	3.98666666666667
BMP6	1.6675
IL8RA	0.680166666666667
FLJ35848	-1.13275
EFHA1	-0.199
CDSN	-1.1115
C14orf54	-0.2945
LSM3	-0.491625
ZFP41	0.5345
C9orf126	0.332333333333333
VIT	-2.0905
SPCS3	-0.797
DEF8	0.8239
CHAF1A	-0.855
C1orf165	-2.09416666666667
ZFPM2	0.357
FTH1	0.499
SLC35F1	-1.80966666666667
YWHAH	0.36525
C17orf66	0.213666666666667
ADRB1	0.217166666666667
FOXL1	1.3445
RG9MTD3	0.158
UMPS	0.784625
MGC13008	-0.7965
KIAA1161	-0.514
CCDC77	-0.98275
C12orf65	-0.6088
COG4	0.2725
RCP9	0.560166666666667
RP4-692D3.1	0.442
CDC2L5	0.8425
MGC7036	-0.117833333333333
DNAJC11	-0.07175
GDF2	0.0393333333333333
TIMM17A	0.08175
HNRNPA0	-0.7639
OR2H1	0.42975
PCBP1	0.58825
COL23A1	-0.21825
LRRC2	-0.442285714285715
NSD1	-0.177928571428571
FLJ37078	-1.055125
WDR91	0.526333333333333
TMEM179	0.1495
DSCR10	-1.025
CNDP2	0.4127
FYN	-0.7445
BEX2	1.306
KCND3	0.2295
YPEL5	0.97375
LRRC42	-0.127666666666667
C17orf45	-0.720125
ZNF649	0.3731
LOC150763	0.809875
COL5A2	2.48025
CNGA2	0.782
ELA2B	-1.05833333333333
RAB9B	0.48425
FAM100A	0.35925
NAIP	0.881571428571428
MYOZ2	-1.442
SPATA12	-0.219
XRCC4	-0.259
CYB561	0.4652
CHST10	-1.252
BAI1	-1.4705
BRSK1	-0.746833333333333
C17orf89	-0.463125
PDE6H	-1.0715
FLJ20309	0.5903
MAP7	0.090125
SCN4B	-0.287
SPAG9	0.616875
SERTAD1	-0.228
FLJ21963	-2.8225
ANTXR1	0.0736
TMPRSS13	2.08683333333333
ETV7	4.2155
DGAT1	-0.726
NKIRAS1	0.175166666666667
TAC3	-3.82775
CORO1C	-0.0769166666666666
RAD54B	-0.36525
HRASLS3	2.92366666666667
C21orf42	0.90775
BARD1	1.0925
ZNF177	-0.7085
MIP	-0.205
ZNF442	-0.18
F2	-3.2693
GRIA1	-0.201375
GALNTL2	1.02116666666667
WNT5A	-1.7282
LENG9	0.523
hCG_25371	-0.642
FOXR1	0.1955
TRA@	0.9917
PWWP2	1.5285
C1QTNF7	0.295666666666667
SLC7A4	1.005
C4orf7	3.84225
C17orf80	-0.837833333333333
KLK4	0.184
IL31	0.7795
TMEM176A	3.63175
CTNNB1	0.0934375
BHLHB2	0.7215
TMEM185B	0.842333333333333
ARD1B	-0.094
C1orf93	0.815
BRUNOL4	1.3315
LOC541469	0.21325
UPK2	0.2875
GAS8	0.537666666666667
PATE	-0.334
IMPACT	0.121625
WNK4	-2.66383333333333
HNRPLL	0.21025
GAD2	-0.15325
ITGA6	-1.167
BMP15	0.396833333333333
CYP2A7	0.14075
RIC8A	0.009875
CCND1	0.831583333333333
USP35	-0.243
DSCR2	-1.1555
CCL4	4.73133333333333
ZCCHC10	-0.1595
NOL11	-0.58875
TRPM2	2.11416666666667
PSMD2	0.693727272727273
CHTF18	-1.01225
USP18	1.1365
RRAS	0.0165
LAMC3	-1.013
TOX	-2.87
PCDH15	-0.3265
GABRG3	-1.27325
NUDCD2	-0.24675
SGCZ	0.219
KCTD17	-0.0403
SPSB2	0.4
TPPP3	1.27283333333333
CILP2	0.000833333333333329
CALB2	0.842625
CEBPZ	-0.595
ZNF479	-0.0915
FMOD	4.24566666666667
C21orf66	-1.33014285714286
CLN6	0.730833333333333
ANAPC1	0.692625
SH2D3C	0.73825
PTPN14	1.9309
TRIM42	-0.16875
APTX	0.5845
SNRPG	0.0286666666666667
BMS1	-0.10675
MAGEA3	-0.6725
NFATC3	-0.66275
LRRC45	-0.379666666666667
ARS2	-0.268214285714286
LRIG1	-0.197333333333333
EPSTI1	2.88033333333333
PRSS27	1.9375
ERC2	-0.60575
PRKACB	-0.0961428571428571
PRDM13	0.729
HCG27	-1.1515
KLK12	-3.9555
HSD17B7	-0.219333333333333
ZNF354A	-0.35625
PCDH11X	-0.192
DMGDH	-0.60275
PCBD2	0.0613333333333333
TMC6	-0.9215
RIMS1	0.108125
SF3B2	-0.0935
RCN1	0.8225
CPB1	-0.171
BCAR3	-1.175
FCRLB	1.412125
PAK1IP1	-0.76275
OR10H1	0.105
KIF9	0.0101
PITPNM2	-0.330625
L3MBTL4	2.08625
TGFB1	-0.6174
ZXDC	-0.0945
SLC6A16	-0.08875
SRrp35	1.87
LRRC8E	0.13
PPIAL4	0.38875
EOMES	0.9215
PAX2	0.718
SCARF2	0.070375
PSEN2	-0.497666666666667
PCDHB13	0.599
C10orf28	-0.244375
DHRS7B	-0.214285714285714
C1orf131	-0.04625
ASB1	-0.9346
ZNF223	0.035
LCMT2	-0.30975
MEP1A	-1.146
TMEM53	-0.981
RSPH3	0.375
C10orf33	-0.782
LOC644285	-2.6035
PTPN9	0.687833333333333
ABCA12	-4.50875
CCDC37	-0.957
RUNDC1	-0.438
YES1	0.490166666666667
FAM120AOS	-0.02525
OR5M3	0.3635
PPP1R3F	-0.259666666666667
IL13	0.4393
MDFI	-0.2615
PRNT	0.467
ZDBF2	0.4475
OR10C1	0.2995
CLIC1	-0.0251666666666667
LILRA5	1.28133333333333
CSAG1	-2.94783333333333
TREML2	0.512833333333333
FAM125A	-0.113
ZNF74	-1.42075
FAM104A	-0.045375
LRRC39	-2.4345
SAMD5	-1.77925
HYAL2	0.03675
HIST2H2AC	0.02475
IGFBP5	-0.224739130434783
NRTN	-1.219
KIAA0556	-0.00879999999999997
FAM29A	-1.21622222222222
JMJD2A	0.47225
EPHB1	2.73275
POLD4	0.405125
ANAPC10	0.547
LRRC36	-1.01325
MEGF6	-0.480625
LPHN3	-1.822
BMP10	0.2186
C21orf55	-2.0905
CREM	-0.419375
PTGER4	1.1015
METAP1	0.509375
KCNQ1	0.2525
NR2F2	0.86575
SSFA2	-0.934416666666667
CTTNBP2	-3.3845
BCL2A1	1.002125
ZBTB24	0.087625
SLCO6A1	0.17725
PRDM1	1.3727
OR7D2	-0.839333333333333
CCDC47	-0.8458
LOC646982	-0.1995
SLC26A6	-1.4985
