Hybridization REF	TCGA-C8-A1HM-01A-12R-A137-07
LOC440093	0.858
FAM50B	1.12
PWP1	-0.089
DNAH10	0.16625
HIST1H2BA	0.79
GPR56	0.613166666666667
METAP2	-0.552625
PAN3	0.826333333333333
STXBP4	0.7215
PDHX	0.2605
MTA1	-0.348083333333333
ZBED4	-0.48175
ZNF720	-0.18575
CDK2	-0.969875
RHOJ	-1.33475
CDC37	-0.786833333333333
ZER1	0.44475
GRK4	-0.50375
PRPH	-0.41175
POLR2A	0.59775
OGFOD1	-0.6025
NOL5A	-1.16225
PHEX	3.19
FLJ16478	0.01075
C20orf117	-0.87725
CAMTA2	-0.4985
C11orf74	0.650833333333333
DDX17	-0.133833333333333
C5orf27	0.097125
PLEKHA2	-0.357
PDE4DIP	0.3208
SCN7A	1.89025
ZNF559	-1.1735
CXCL10	4.266
ZMYM4	-0.384333333333333
STK32B	-0.0684
KIAA0888	-0.8232
TACR3	0.109
CKAP2L	-1.787
KIF1A	-1.31533333333333
RSPRY1	0.21375
VCAN	-0.86
CYP27C1	-0.4485
SYDE1	-1.44883333333333
MED12L	0.493
ZDHHC21	1.021375
NHS	0.1515
TM9SF3	1.0905
DDHD1	0.083875
MAFG	-0.626166666666667
BICD2	-0.1257
C14orf119	-0.0855
C14orf43	0.517357142857143
CDH7	-1.95025
ALKBH5	-0.166714285714286
JUP	1.127625
TMEM41A	0.580166666666667
MAMDC4	-1.206
CBX3	0.058875
LRRC18	0.00324999999999999
RBMXL2	-1.629
PLA2G4D	0.5555
FGF13	0.263625
KIF3A	0.0195
PDIA6	-0.0655
DCXR	0.959
CASKIN2	0.462916666666667
EHD1	0.55
MARCKSL1	-0.093
ZNF496	-0.0896666666666667
SCAF1	1.18466666666667
KCTD8	-2.0295
TRAF3IP3	1.85771428571429
LSR	1.63875
CXorf1	-0.1475
C14orf112	0.6565
EIF2B1	-0.3175
OMP	0.1275
GSTZ1	-0.09475
LOC92017	0.49675
ISLR2	0.568
C12orf36	0.475
GATA2	-1.06633333333333
GABRA5	-3.108
CELSR2	-0.522785714285714
STAM2	0.9822
TNAP	-1.244
PTPMT1	-0.674166666666667
GRP	2.0645
SV2A	-1.08283333333333
MAGEA12	-2.35375
CACNG1	1.083
C18orf19	-1.59575
GSG1	-0.474166666666667
PTPRJ	0.604642857142857
FRMPD1	-0.098
ZNF668	0.246
PLEKHJ1	-1.06375
ADAT1	-1.0669
TMEM50A	0.6019
UCN3	-0.1325
HOOK1	0.908125
IL17B	-1.401
MLKL	0.294833333333333
TTC14	-0.634333333333333
KLHL5	0.312
CRYL1	-0.1895
FOXH1	0.107
NFYB	-0.11675
PPM1G	-0.529
GOLGA2LY1	-0.973
NMT1	0.287875
HADHA	-0.9998
CHSY-2	0.219
PLEKHF1	1.7345
SAGE1	-2.2065
MUSTN1	-0.048
SUHW4	1.35575
TFEB	1.3405
ZFYVE27	-0.829
ATG12	0.295333333333333
BMI1	2.45621428571429
ZIM3	-0.79625
MYH4	0.000249999999999986
MASP1	-1.16633333333333
KIAA0984	0.64825
RPAP2	-0.13275
ASB5	-0.22675
BOLA3	-0.3475
MIA3	0.511
KRT35	0.8355
KIR3DL3	-0.5775
MRPL51	0.29625
SEMA3F	0.904833333333333
NDUFB2	0.436333333333333
LOC253012	-0.67575
FAM46C	0.2391
G6PC	-2.889375
CSAG3A	-0.0606666666666667
PREX1	1.3785
SLC25A45	0.4065
MAPKBP1	-0.2186
CPE	-2.1806
GNB1	-0.61175
CXCR6	5.0065
TRIM46	-0.0785
C16orf3	0.429
HPSE	1.962875
TIGD3	0.6415
SPG3A	0.57675
LCAT	-1.20216666666667
ST6GAL1	-0.176777777777778
POMC	0.751
FLJ36031	-0.462166666666667
NSMAF	0.1825
SKIL	1.436
ADSS	0.470833333333333
HMGCS1	-1.0013
POLR3F	0.114
RAB10	0.012
ZNF277P	-1.366875
ZBTB7B	0.631375
DHRS1	-0.21625
ABCC13	2.939125
CNOT3	0.9345
NFKBIA	1.2465
GAK	0.367333333333333
SFT2D2	1.97816666666667
HOXA6	-0.0935
CRTC1	0.37175
LY6D	-0.884
C20orf72	-0.585166666666667
CPT1A	-0.2155
LMO1	-2.1155
EIF3I	-0.5775
PRB4	0.24375
MCM3APAS	-1.4795
C20orf132	-0.6807
FOXF2	-4.11025
S100A12	0.99975
MLH1	-0.509
ACTN1	0.036
MRPL36	0.169
C20orf106	0.63125
FBXO6	2.00366666666667
MKS1	0.454666666666667
CX3CR1	-2.741375
PDE1B	0.275
PLP1	-3.79625
KISS1	-0.0873333333333333
C14orf2	-0.042
TBC1D3P2	-0.249
COMMD6	1.1052
ANKRD7	-1.24475
PTCHD1	-3.168875
NARS2	-0.4915
DOCK7	-0.539
FAM127B	0.614125
LOC390243	0.0803333333333333
N6AMT2	0.135
ZNF391	-0.7045
DNAJB14	-0.223333333333333
WRB	-0.52175
BPI	-0.465916666666667
TTC4	-0.7855
FAM10A5	-0.09775
GOT1L1	-0.201
MAGED1	0.7005
RESP18	0.13
WFDC6	0.13725
MT2A	0.7255
C11orf56	0.5435
KIAA1432	0.6955
ROR1	-2.564
HSD17B14	1.35466666666667
ZFAND2B	0.1695
SAMD4B	0.54075
HEXA	0.747125
HNRNPU	0.0929090909090909
USP39	-0.206875
NRD1	-0.2825
R3HDML	0.25275
FLT4	0.539333333333333
OMG	0.0688333333333333
OR52N4	0.6825
LOC399818	0.12475
ELA2	-1.655
VENTXP1	1.426
RFC5	-0.6435
OR52L1	0.766
PAX5	0.1355
FBXO2	-1.26375
GMEB1	-0.131
AKT3	-1.7205
CRB1	-1.82016666666667
CTTN	1.34433333333333
UTP15	-0.252166666666667
HSBP1	0.21725
PHF11	2.09175
NDEL1	-0.0781666666666667
USP8	0.29575
BAIAP2	0.6273125
SI	-0.0838333333333334
ARSJ	-1.115
BAAT	-3.0005
KCNS3	2.03566666666667
LOC126147	0.635666666666667
TMEM37	-0.2805
C1orf162	3.76316666666667
MBD1	-0.7881
ITGAL	2.32
WDR73	0.0216666666666667
GKN2	0.368666666666667
ARFGAP1	-0.7085
SLC5A8	-1.45033333333333
ZBTB40	-0.6822
CYP4B1	1.79833333333333
LYPLAL1	1.2195
CHST3	-0.8655
MAP3K9	0.1965
BTAF1	-0.6545
TFAP2E	0.1275
RBM35B	1.79575
LOC441251	-0.125166666666667
ANKRD25	-1.90927777777778
UQCRC2	0.026
MAEA	-0.277333333333333
HYAL1	-2.9675
RNPEPL1	-0.349333333333333
CPSF2	-0.6445
PSD3	-0.9457
ABCA13	-0.932875
AGR2	3.218375
GBX1	-1.3705
HDLBP	-0.209071428571429
ACY3	0.52025
HECW1	-1.17975
ZNF519	-2.26025
HOPX	3.96025
ZNF304	1.0865
OR12D3	0.2655
FKSG43	0.062
METTL1	2.3805
MFSD3	-0.7294
PSPH	-0.5985
CLCA3	-1.5875
DARS2	0.151
CDC25A	-1.41883333333333
BAIAP2L1	-0.45625
B3GNT5	-1.170375
USP29	0.21325
ARHGEF10L	0.511
ATOX1	0.655625
ADAM30	0.33375
DNASE1	-0.491
STT3A	0.123166666666667
RAB6IP1	0.161
PTN	-1.2372
C1orf106	-0.216384615384615
HECA	1.83625
RNF122	-0.3655
SLC22A18AS	0.616666666666667
GNG8	0.712166666666667
ELP4	0.37475
FAM65A	0.264833333333333
RPL10A	-0.531
IRS4	0.36
MACF1	-0.4706
SEC24D	2.8755
LOC374395	1.03575
TGFB2	-1.552
MDFIC	0.479875
CHRNE	0.348833333333333
PCMTD2	-0.160333333333333
ATP6V0D1	0.0685
MTA2	-0.4105
LZTR1	-0.638166666666667
RAP1A	0.663166666666667
AXIN1	0.088375
POLR1C	0.07525
TRIO	0.000750000000000001
PLXNA4A	-0.966
C5orf33	-0.25725
DEPDC1B	-0.88975
ZNF473	0.846833333333333
MTM1	1.351125
GPR107	0.0035
CSNK1A1L	-0.272333333333333
FLJ14154	0.29175
NLRC4	4.4905
ENPP4	2.16633333333333
PADI3	-0.4265
RNF170	-0.024125
CG018	1.41183333333333
C16orf7	0.195
KCNE1	0.442
NRM	-0.731
SLC37A3	-0.480357142857143
TPD52L2	-0.321666666666667
UNC5B	0.944
C12orf12	0.1982
SDHB	-0.1945
CLRN1	0.167625
NUDT10	-2.81783333333333
UGT3A1	0.24325
FBXW8	0.20725
RHOF	-0.055125
PTPLAD1	0.5985
MYO3B	-0.726
DERA	0.16875
TPP2	-0.3055
C19orf53	0.0761666666666667
GINS3	-1.54775
ST6GALNAC5	1.343
CHSY1	-0.72775
MGC15705	-0.274
GPR83	-0.0945
EXT2	-0.403625
DOLK	0.503
TUBAL3	-0.6655
ACVRL1	1.6946
ABL2	-0.174083333333333
C14orf156	-0.0698333333333333
PTPRZ1	-4.714
DIP2C	-0.644
LAMP1	0.3195
RXRA	-0.0739
MAP3K5	1.065
ALKBH1	-0.0356666666666667
PDLIM7	-0.885875
ARL14	-1.655
SNIP1	-0.161833333333333
TIMP3	-0.22675
RGS3	0.1725
SPAG16	1.1
ABHD4	1.02675
ARHGEF12	0.372583333333333
GLUD2	0.7595
RAC2	0.8397
UAP1L1	0.2825
SLC18A3	-0.1315
YOD1	-1.80758333333333
RALY	0.03575
HMOX2	0.5395
DGKH	1.82675
DBNDD2	2.27183333333333
YIPF4	0.526125
THAP10	0.53025
ZNF513	0.56375
HAGHL	-0.4505
ITGB4	-0.759166666666667
CCDC141	-0.426
YTHDF3	1.37775
C5orf28	0.5005
RPL7L1	-0.2155
TMEM30B	1.203
ANKRD35	1.035
DUOXA2	-0.11475
TBC1D5	0.336875
DFNB59	-1.716
HRH4	-0.09
MYO6	3.8784
DNAJA4	2.817
RBM24	1.803
CEACAM20	-0.08075
RBM23	0.405714285714286
NGFB	-0.337
C1orf63	-0.4717
KRTAP7-1	-0.1435
PERLD1	1.58625
NPB	0.3885
C17orf59	0.465
HSPBAP1	0.1265
SLC15A4	0.21025
PRTFDC1	-2.148
OSMR	-0.703142857142857
CYSLTR2	-0.0245
C19orf25	-0.0199
KIAA1797	-0.4395
NLRP6	0.09
FAM105B	1.3856
SCRN2	-0.321666666666667
LRRC58	-0.6798
RNF17	-0.207375
NEIL3	-2.087
FAM137A	-1.09525
SKP2	-2.763
PARVA	1.03566666666667
PKLR	-1.788
RNF34	0.168375
A3GALT2	0.3635
C12orf50	-0.128666666666667
SUNC1	-1.132
FAM102B	0.811833333333333
CCT2	-0.38125
LRRC37A2	-1.061
ARF4	-0.0165
SIKE	0.332625
C8orf48	-0.153666666666667
MBTPS1	-0.899
GPSN2	-0.4585
NCF2	3.48775
SLC12A6	0.0678333333333333
MRPL48	-0.278
HMGN3	0.664666666666667
LRRC62	-0.7865
PAX9	1.566125
FAM55A	-0.163
C20orf42	-4.5225
SCML2	-1.313
BCL9	1.0015
FAM40A	0.05975
C9orf41	0.374166666666667
ZNF774	0.8275
LETM1	-0.55525
PLXNB1	-0.631
NIPSNAP1	-0.691375
USP10	-1.10375
F9	0.56325
LIPE	0.705
CNGB3	-0.1385
C12orf52	-0.5235
PI4K2A	-0.178
MED8	0.130125
STAT4	2.6084
FGD4	0.5715
RNF145	-1.4695
WDR32	1.5726
CLDN2	0.2225
TCEAL8	1.6285
ZMYND8	0.4116
PDXK	-0.20596875
GATAD2A	-0.488
PTGES3	0.559
CCM2	0.08975
TAP1	3.619375
ZNF670	0.50175
ETS2	-0.3815
C6orf166	0.809833333333333
PRMT2	0.228142857142857
OR4B1	0.4125
INTS8	0.802
CCDC102A	0.21675
CCDC83	-0.440166666666667
ITGA1	-0.3936
EPHA5	-2.845
FAM24B	-0.327
TSGA10	1.0135
HAL	-2.00866666666667
MYOT	-0.4085
SPACA3	0.33075
BCL2L2	-0.648
CUGBP2	-0.2785
CCNB3	2.9545
RNF113B	0.916
MERTK	-0.51075
BAG1	-2.1235
VPS36	1.18275
ORMDL3	0.6435
C1orf190	-0.35375
ZNF625	-0.41625
CORO2B	-2.54875
ALOX15	-0.5625
CST1	1.622
NUPR1	1.92866666666667
CCL7	4.56075
SMCR5	-2.06
DSC2	1.045
RBMS2	0.758
GRIK4	-0.949
TRIM65	-0.4941
TMPRSS6	-0.0927857142857143
TP53INP2	-0.66525
GLB1L	0.167
LOC388284	0.0193333333333333
PUS1	-0.579071428571429
BCL9L	-0.1805
OLFM1	-1.89141666666667
RET	1.863875
MASTL	-0.844166666666667
ALX3	0.09025
IL1RL1	-0.157666666666667
ZNF765	-0.1294
C14orf138	-0.3335
SNX10	0.6475
TAC4	0.071
C1orf64	2.69325
POGK	0.679
MAPK9	0.17625
ZNF366	2.952
C8orf79	-1.034
CLDN7	2.405125
OR5AT1	0.3185
TRIM37	-0.17075
LRRC25	3.64275
GRHL2	2.7168
TEKT3	0.113
LASS5	0.258166666666667
ABCC4	-1.63833333333333
DLG3	2.2115
VGLL1	0.0785
ZFP36L2	0.0271666666666667
MFRP	-0.132833333333333
KIAA1799	0.24
FLJ44379	-1.2385
PCNX	0.3125
ANXA9	2.118
CYP4V2	0.1573
PIK3C2A	0.1585
SRR	-0.5505
NOL3	-0.51225
IFITM2	2.879
ARNTL2	-1.583
ZNF595	-0.23325
NLRP13	-0.5745
ASPH	0.18975
CPA2	0.475
PVRIG	1.12533333333333
LEPR	-1.95183333333333
C16orf42	0.477666666666667
SH3BGRL	2.28625
FAM77D	-1.106
FNDC7	-0.48
C9orf6	0.512333333333333
NOTCH2NL	0.272333333333333
PGBD1	-2.0205
SYNGR2	1.1835
PITPNA	0.139
PRPF4B	-0.3469
SLC43A3	-1.42985714285714
NRBP1	0.1715
SLC25A22	0.85875
ILK	0.216
SLC22A8	1.0905
MRPS7	0.024625
PITX2	-3.35075
FABP3	-1.657875
OR1L1	0.1265
LOC728215	-0.563375
BLID	-1.8405
KIAA1217	1.78164705882353
TFPT	1.23725
AP4B1	-0.07725
VBP1	0.1025
OR1K1	0.3835
MORC3	1.12275
BHMT2	-2.8315
C3orf10	0.59575
FZD7	0.252833333333333
WFDC10A	0.359
PMS2CL	-0.394875
CCDC32	0.577833333333333
FA2H	-1.6605
ALG13	0.796
TTLL7	-0.2081
SPOCK3	-0.22725
SLC13A2	0.3945
AIM1	1.908
GPRC6A	0.00499999999999999
EGR2	3.728
MED11	0.07025
WWC1	-0.425
SH3GL3	-3.671
RIF1	-0.472571428571429
PRLH	0.0595
VLDLR	-3.3175
DBT	0.502
C21orf63	-0.1335
CGGBP1	-0.24025
KRTAP12-2	0.2455
TADA3L	-0.420375
ZBTB16	-0.00299999999999999
PDGFB	0.435125
RFX1	0.417125
UQCRB	0.205
LOC133874	-0.3415
HPS3	1.86075
LGALS3BP	1.7921
DKFZP564O0823	1.635
MRFAP1L1	-0.179875
HOXA10	0.696
NGB	0.713
KIF21A	0.532538461538462
IFLTD1	1.206
LZTS1	-2.043625
ARHGEF3	1.214
RHBDL3	-0.2845
CSNK1G2	-0.287
ChGn	-1.83175
KIAA1244	1.9775
GABRB2	0.2435
MGC72080	-0.207
CD27	4.11
EGLN1	-0.5701
PEX13	1.176
RWDD3	0.186
RNF12	0.532333333333333
GRIN2B	0.023
ADAMTS14	-0.644625
DYDC2	1.86783333333333
ATP6AP1	1.15
NR1H2	0.888333333333333
PDK2	1.038
C3orf17	-0.246666666666667
SLC38A2	-0.768
SLC25A29	-0.148
C15orf29	-0.196125
ADAM9	-0.607583333333333
TMUB2	0.20725
GPR176	-0.682
AGK	-1.2415
MCCD1	0.69
NDUFA4	0.75125
TMEM146	-0.32
DUSP1	0.166375
UNQ6975	1.112
EMX2OS	3.80625
INSM2	-0.4685
LUZP4	-0.15025
SETD6	-1.682
P2RY2	1.47375
SLC45A2	-1.401
RABGAP1	0.103833333333333
UBXD5	0.061375
GPRC5A	1.9627
PAK3	2.143
LOC63920	0.211
TGFBR1	1.1801
KRTAP6-3	0.0885
SFMBT2	0.0195
CDC42	0.3661875
C11orf35	0.863
TTLL2	-0.04475
UACA	-0.43675
CD97	-0.0146
SETD5	-0.111375
NINJ2	-1.3
PTER	1.37466666666667
POMGNT1	-0.899
KRTAP4-2	-0.297
ECGF1	3.32975
HRB	-0.793181818181818
ATP1B2	-0.3728
LOC400506	0.34975
COL4A3BP	0.1055
C6orf97	2.3925
GRHPR	0.595875
TAS2R1	1.013
SEMA7A	-1.03875
EDF1	0.2735
ODF2L	0.3777
PCID2	-0.744833333333333
GTF2H4	-0.098
ZCCHC3	-0.8485
CGB2	0.179333333333333
NEUROD1	-0.47825
C20orf75	-0.2075
RP5-1054A22.3	0.5525
IFNA5	0.034
ZNF134	0.688833333333333
MGC119295	-0.9028
ZSWIM6	0.22375
SMEK1	0.0565
PCGF2	-0.0765
C1orf102	1.31625
CYP2A13	1.2775
KCNH6	-0.7337
MDM1	0.3867
ALDH7A1	-0.472833333333333
C9orf75	0.028
VDAC3	0.046875
OR51T1	0.527
EIF3F	-0.496666666666667
KCNJ10	0.827125
LENG8	0.025
EDEM2	0.511416666666667
CCNJL	-1.28316666666667
DHX37	-0.6615
CRYGN	0.412
AATF	0.056875
ZNF630	2.193125
E2F5	0.16
WFDC13	-2.594
FTSJ3	0.239166666666667
C4orf33	1.02825
LHFPL4	-2.98025
C19orf56	-0.70525
SMAD4	-0.302875
AFM	-0.00266666666666671
G0S2	-0.74425
FCHSD2	0.5472
RRP1B	-0.3676
EEF1B2	-1.12116666666667
STAT6	1.03933333333333
ZNF195	-0.59425
GNL1	-0.316
ZNRF2	1.23116666666667
PER3	0.402
ASB16	0.26375
C10orf10	0.514785714285714
ADCY8	-3.59566666666667
C9orf58	-0.442833333333333
ARMC10	-0.6135
PSG1	-1.714
DHX34	0.1235
VARS2	-0.616125
NFIC	0.04075
ITPR2	0.053
AGXT2	-0.0443333333333333
OR6K3	0.0455
H2AFZ	0.03725
MLLT3	0.489416666666667
COX4I2	1.12425
CCNT2	-0.00925
PLK4	-0.717
NUMBL	0.000833333333333343
MED16	-0.29375
PLEKHQ1	1.85675
GOSR1	1.36
BTG4	0.12875
RPL30	0.84525
IGSF5	1.179
IGFL2	2.91516666666667
ELMOD2	1.346
SHC3	0.700833333333333
HAVCR1	0.355
DYNC2H1	-0.2845
RNF5	-0.463166666666667
C2orf7	-0.9905
NLF1	0.8865
KLHL25	0.72925
LRP10	0.2717
KRI1	-0.622
PUS7L	1.0225
MGMT	0.06975
HOXD1	1.11333333333333
CSH1	0.386
ATG16L2	-0.9185
FLJ44635	0.3665
CHODL	-0.1955
EXOSC8	-1.1035
SLC28A1	0.12175
MYO7B	-0.632
SEH1L	-1.1399
MTNR1A	0.250333333333333
TSPAN5	0.492666666666667
CDC45L	-1.72116666666667
AMIGO1	0.7825
ATAD3A	-1.282125
OSGIN2	1.459
PDIK1L	0.2275
DARC	1.765875
PIPSL	1.432
SHMT1	-0.6785
CRISP3	2.188
POPDC2	1.415
ZRANB2	-0.562333333333333
FBXL8	0.409
TRIP13	-0.359272727272727
EIF5AL1	-1.237
POU5F1P3	-4.37816666666667
IL6	-2.3855
CXorf38	0.767666666666667
IFNA16	0.2
FBXL2	0.160333333333333
BRD1	-0.1535
STATH	0.54275
FBXO44	-0.187
MCCC2	0.85575
CDC2	1.887
C5orf23	-2.571
IVD	-0.292166666666667
C10orf122	-1.90025
MSL3L1	0.6819
MVP	0.49575
EPOR	-0.9431
ZMYM1	0.187333333333333
BCL7C	0.494
PSTPIP2	1.8455
LYPD1	-2.126
OR8G5	-0.266
ZP3	-0.84
BCAS4	2.38058333333333
EDG6	3.561
ISY1	-0.20525
PRAMEF2	-1.51075
CUL1	-0.66725
RNF213	1.8258
CCRK	1.14775
DHX9	-0.086375
C13orf29	-0.963
NCKAP1	0.629
MRPL43	0.688571428571429
XPR1	-0.80325
PKN2	0.4885
PODNL1	-0.683
ZNF333	0.09725
DALRD3	-0.15575
OPN1SW	0.436
BTBD6	-0.15475
C11orf82	0.1145
OR5P3	-0.1005
DUSP11	0.1645
L1CAM	-1.7483
NEK11	1.25883333333333
OR7E91P	1.47
CNTN3	2.2532
CREB3L2	0.63675
ZBTB37	0.849
KIAA1324L	-1.47825
NDUFB10	0.639333333333333
NUDT2	-0.539
GTPBP8	-0.09175
CACNA1D	-0.419875
PRKAA2	0.2265
PRDM8	0.1735
MGC16075	1.09733333333333
KRT14	-1.8925
PP8961	0.648625
MRPL18	0.7105
ABCG2	-3.06175
PACRG	1.7065
BBS2	-0.19
KREMEN2	-1.318
FBXO21	0.60575
HNRPUL1	0.169916666666667
GRB10	-0.96775
CLSTN1	0.629625
LMAN2	0.0068
C17orf61	-0.50725
NIPSNAP3A	0.11225
INSIG2	-0.721833333333333
PCDHB7	-1.03083333333333
STXBP2	0.2225
CMAH	0.27175
SEMA5B	-1.2205
ZNF155	0.4155
COQ6	0.1935
PRPF4	-0.07875
TSPAN15	2.8482
VN1R5	0.176
LATS2	-0.0325
SELK	1.11725
PGK2	-0.1165
MS4A1	1.797625
TYW3	-0.5664
KRTAP5-1	0.4945
RCCD1	-0.7285
BTN1A1	0.412
DDX28	0.17075
TMEM65	-0.2615
LOC92345	-0.483
TTC31	-0.683
WDR46	-0.864666666666667
CHP2	-0.594666666666667
LSP1	1.118625
ZNF542	0.15
EXOSC1	-0.1675
ARHGAP18	0.6495
LRRTM4	-1.0355
MAOB	5.28383333333333
CACNB4	-1.98275
MGC33846	2.32525
RANBP3L	-0.569875
ATP5L	-0.079
ONECUT1	-3.6375
NUDT9	-0.0015
TMEM149	1.9655
STX17	1.69175
IGSF10	-4.98625
TMPRSS9	0.272
BMPR2	0.46625
ALLC	-0.727
KLF7	0.96875
GCC1	0.0422
TIMM9	-0.59775
CDO1	-1.69866666666667
MGC10701	-0.356
IFI6	3.86416666666667
FRMD8	0.6325
MGAT2	-0.12
WBP5	1.019
CNIH2	0.2055
KIAA0907	-0.5862
KCNH8	-0.3845
CTSG	-2.13025
GRIK1	-1.27816666666667
CUL5	0.2235
FRMD1	0.4295
OR9A4	0.116
SYT6	-1.349125
FOXD4L2	0.43
ANAPC2	-0.333833333333333
OPN5	0.172
TAF13	1.2165
LYG2	0.1255
GGNBP1	-0.2275
C11orf40	-0.135
OTX2	-1.776
REG4	-0.223
EIF5	-0.62225
PALB2	-0.24275
SEPSECS	0.6994
RNASE3	0.4215
TRIM49	-1.463
POLR2K	1.6373
GPR42	0.3195
C8B	-3.012
SASS6	0.0485
PREB	-0.322833333333333
OR3A3	0.414
TUBA8	0.758
IGLV2-14	0.94575
STIL	-0.4715
ANKFN1	-1.07
NME7	0.449
HOXC12	-1.71325
UBE2C	0.90125
FHOD1	-0.922
CDK2AP1	-0.51375
OR6K2	0.74375
DHPS	-0.581
RPL5	-0.901333333333333
TRGV5	0.754
LOC541472	-0.0115
HCCS	0.5342
DENND1B	2.2545
LHX3	-0.736
OR5D16	0.5555
CXorf57	-2.56533333333333
IRF2BP1	0.62975
NDST2	1.13283333333333
LCE3D	0.3205
BOLL	0.424428571428571
SYT3	-0.5985
PIH1D2	1.87125
C20orf7	-0.4435
IL1R2	0.821166666666667
SLAMF9	-0.422
PPME1	-0.501
PIK3CA	0.71425
TRAPPC1	-0.183
COLEC10	-0.841
SLC9A6	-1.669
PDDC1	-0.4395
CCDC53	0.64725
GK3P	0.21325
DAZL	-0.883
BRI3	0.291
SDK1	0.23425
CYP2C18	0.03125
IFI44L	5.618875
RPL3L	0.3835
FUT9	-1.2445
KIFC2	-0.4785
PMP2	-0.849625
SLC4A9	-0.4555
PLAG1	-2.04566666666667
MYCBP2	0.391
OR4E2	0.299
CCDC65	0.66825
C16orf82	0.1925
ENTPD4	-0.361
BRP44L	1.069125
PMP22CD	-0.026
TMCO4	0.643
KCNN1	-0.893833333333333
WDR35	0.34275
CCDC80	0.031375
C3orf31	-0.04875
SLC7A9	-0.001
TMEM190	-0.547
DBC1	-2.449
FADS3	-0.929833333333333
PDZD8	0.206333333333333
GRM5	0.20325
AZGP1	2.1942
PEX3	0.4865
MED1	0.227571428571429
ATG4C	-1.40566666666667
HNRPH3	-0.067875
FAM109B	0.7585
C4orf17	0.728
CA10	-0.484
OPRD1	-0.11
CCL16	-1.38825
SACM1L	-0.99375
CST6	4.447
CD63	1.2879375
LGI1	-2.54625
ZNF784	0.5155
CRYBB1	-1.0455
CX3CL1	1.68285
TOP2A	-0.229375
GYPB	-2.87566666666667
GADD45GIP1	-0.7365
FEN1	-0.42975
IGF1R	-0.1053125
WDR72	0.2575
PURG	-2.32816666666667
DEFB126	-0.04575
PKD1L1	0.1395
CAV1	-3.2372
GNPDA2	0.8536
DGAT2	-0.049375
NLGN1	-4.941
STRBP	0.026375
HPRT1	0.839
FANCI	-0.221625
PSMA7	1.185875
DBF4B	-0.718166666666667
TTF1	-0.422
RAD54L	-1.64675
ELOF1	-0.36875
PLAGL2	0.595875
ZNF256	1.47575
HMGCL	0.82025
MSI2	1.49516666666667
RPESP	1.61633333333333
C11orf60	0.39775
ABCD1	1.0975
ACAA1	-0.4118
SPARCL1	3.6695
IL6ST	2.5577
ZNF319	0.1085
TMEM109	-0.4567
FAM90A1	-1.84716666666667
IL22RA1	-1.0875
ATP4B	0.055
TEC	-0.744
C7orf30	-0.48075
TXNDC2	-0.276333333333333
ABCB4	-0.92075
KIAA1191	-0.290375
C9orf38	0.147
SFTPB	0.7285
CNTNAP2	2.16241666666667
FRK	1.877
TBX19	0.74275
CHD4	-0.39375
C6orf26	-2.0495
MOSC2	1.87975
IKBKE	0.78525
HIF1A	-1.496
LOC595101	0.3045
RELA	0.277833333333333
TMEM16B	-2.236
ABHD12B	-3.14525
TSEN34	1.50525
KIF18A	-0.6185
TXNDC9	0.281833333333333
SPATA2L	0.2525
SEMA4G	-1.3105
C21orf91	1.29275
MATN1	-0.1295
KCNIP4	-0.400166666666667
TUSC1	0.60425
OR4C15	0.22575
ARMCX6	0.46525
WBSCR27	0.9645
OR52I2	0.311
KIAA1604	-0.21025
DYNC1I1	0.0825
PPP4C	-0.02825
SLC47A2	-2.41616666666667
TREH	0.131875
CD48	3.60816666666667
ST14	2.32216666666667
PKN1	-0.6265
SPON2	0.48775
XBP1	1.93258333333333
SFRS12	-0.657166666666667
EFCAB6	2.12025
SELT	1.0995
SLC39A2	0.2035
ERF	-1.27433333333333
ARL3	-0.134375
SURF6	-0.6686
MLLT10	-0.376619047619048
FLJ11171	0.555
TDGF1	-4.323
ERCC6	0.2155
EIF2AK4	-0.51625
BAZ1A	0.447
LRRN3	-0.891333333333333
TMC3	0.471
EFTUD1	0.0965
PTPRO	1.732
CLEC12A	2.32425
ACBD4	-0.1245
ZDHHC14	-0.996875
OTUD7B	1.623125
ACTB	0.388
MSRA	-0.4445
LCE5A	0.992
IFI35	2.26225
BSCL2	0.3815
ANKRD12	-0.270666666666667
CFHR2	0.32875
RGAG1	0.336333333333333
HSFY1	0.1855
SLC30A5	-0.534416666666667
IMPG1	1.3675
GPR109A	0.704
ZNF185	-0.441
IYD	0.10475
NPCDR1	0.2225
SERPINA13	1.4005
HMGCLL1	-2.3245
NEUROG1	0.795
UBQLN1	0.513
LIN37	0.62425
SOCS2	-3.936
DSCR4	-1.37775
XKR6	-2.13425
GPR142	0.6665
KRTAP13-3	0.2935
CCDC15	-0.428
MOS	0.4465
CD1E	-1.3365
OFCC1	-0.5152
FAM83D	0.913
SRFBP1	-0.07875
C9orf96	-0.065
DHDH	2.569
CCDC90A	-0.118
RABL3	0.151
CD320	-1.66333333333333
ANGEL2	0.639416666666667
MRPL21	0.26175
SMG6	0.143166666666667
INSR	1.2615625
FLJ14816	-0.706
GLRB	-2.214
C9orf89	1.37275
CIZ1	-0.762625
URG4	-0.0858333333333333
LRDD	-0.360333333333333
CBY1	-0.198333333333333
NFX1	-0.562
MTERFD2	-0.885571428571429
C19orf23	0.64
PGC	-2.545875
IER3IP1	0.3201
