Hybridization REF	TCGA-E2-A1BC-01A-11R-A12P-07
BCAS4	0.334333333333333
EDG6	1.72075
ISY1	0.18675
PRAMEF2	-0.66275
CUL1	-1.33
RNF213	0.3234
CCRK	0.61575
DHX9	-0.562375
C13orf29	-1.02925
NCKAP1	0.797833333333333
MRPL43	0.632285714285714
XPR1	-0.421
PKN2	1.35
PODNL1	1.2135
ZNF333	0.116
DALRD3	0.8765
OPN1SW	-0.8805
BTBD6	0.69475
C11orf82	-3.1435
OR5P3	-0.1965
DUSP11	0.0135
L1CAM	-1.7555
NEK11	2.098
OR7E91P	0.432
CNTN3	2.3429
CREB3L2	0.40525
ZBTB37	0.3075
KIAA1324L	0.24825
NDUFB10	0.255666666666667
NUDT2	0.2265
GTPBP8	-0.27425
CACNA1D	2.846125
PRKAA2	1.0555
PRDM8	0.128
MGC16075	-1.7292
KRT14	0.908071428571429
PP8961	0.49375
MRPL18	-0.7725
ABCG2	-3.18175
PACRG	0.85325
BBS2	-0.49325
KREMEN2	-0.21
FBXO21	0.58725
HNRPUL1	0.0750833333333333
GRB10	0.2315
CLSTN1	1.22725
LMAN2	0.6652
C17orf61	-0.31575
NIPSNAP3A	0.43375
INSIG2	0.386
PCDHB7	0.172833333333333
STXBP2	0.84675
CMAH	0.780363636363636
SEMA5B	-0.742
ZNF155	0.601
COQ6	0.533333333333333
PRPF4	-0.086
TSPAN15	3.5205
VN1R5	0.19425
LATS2	0.95825
SELK	0.522
PGK2	-0.155
MS4A1	0.109875
TYW3	-0.6211
KRTAP5-1	1.2105
RCCD1	-2.3065
BTN1A1	0.81825
DDX28	-0.78875
TMEM65	-1.0735
LOC92345	-0.00625000000000002
TTC31	-0.3365
WDR46	-0.827333333333333
CHP2	-1.55033333333333
LSP1	0.450125
ZNF542	0.06525
EXOSC1	-0.574
ARHGAP18	-0.667833333333333
LRRTM4	-0.821875
MAOB	1.50733333333333
CACNB4	-0.20325
MGC33846	2.21975
RANBP3L	2.2675
ATP5L	0.2015
ONECUT1	-3.2155
NUDT9	0.792
TMEM149	-0.9295
STX17	0.37025
IGSF10	-3.56425
TMPRSS9	0.439
BMPR2	1.09025
ALLC	-0.0786666666666667
KLF7	1.195125
GCC1	0.0631
TIMM9	-0.88125
CDO1	3.0945
MGC10701	-1.17633333333333
IFI6	1.87566666666667
FRMD8	0.21175
MGAT2	0.17625
WBP5	0.588166666666667
CNIH2	0.37575
KIAA0907	-1.2272
KCNH8	-1.2225
CTSG	-2.39225
GRIK1	-0.612666666666667
CUL5	0.602375
FRMD1	0.0805
OR9A4	1.1865
SYT6	-1.832625
FOXD4L2	0.746
ANAPC2	0.4965
OPN5	0.4735
TAF13	0.02275
LYG2	-0.91175
GGNBP1	-0.012
C11orf40	0.361
OTX2	-1.2475
REG4	-0.290833333333333
EIF5	-0.2151875
PALB2	-0.58275
SEPSECS	0.305
RNASE3	-0.201
TRIM49	-2.182
POLR2K	-0.0686
GPR42	-0.2005
C8B	-3.08466666666667
SASS6	-0.762
PREB	-0.376166666666667
OR3A3	0.272
TUBA8	0.59275
IGLV2-14	-2.1695
STIL	-3.043
ANKFN1	-1.71833333333333
NME7	-0.25775
HOXC12	-2.624
UBE2C	-4.290125
FHOD1	-0.516125
CDK2AP1	-0.13275
OR6K2	0.627
DHPS	-0.43325
RPL5	-0.377916666666667
TRGV5	0.669
LOC541472	0.157
HCCS	-0.3804
DENND1B	0.7275
LHX3	0.45
OR5D16	-0.6645
CXorf57	-0.408
IRF2BP1	0.38625
NDST2	0.487
LCE3D	-0.094
BOLL	0.38275
SYT3	-1.189
PIH1D2	1.98825
C20orf7	-0.929333333333333
IL1R2	-0.123333333333333
SLAMF9	1.2715
PPME1	0.3505
PIK3CA	0.10425
TRAPPC1	-0.509375
COLEC10	-0.38475
SLC9A6	-0.588833333333333
PDDC1	0.0171666666666667
CCDC53	0.7095
GK3P	-0.9695
DAZL	-1.2605
BRI3	-0.36075
SDK1	-0.685875
CYP2C18	0.19575
IFI44L	2.058375
RPL3L	0.13
FUT9	-0.647
KIFC2	-0.348666666666667
PMP2	-0.0318571428571429
SLC4A9	-0.5485
PLAG1	-1.76
MYCBP2	0.677666666666667
OR4E2	1
CCDC65	1.1825
C16orf82	-0.541428571428571
ENTPD4	-0.413375
BRP44L	0.26325
PMP22CD	0.0663333333333333
TMCO4	1.053
KCNN1	-1.20366666666667
WDR35	0.3855
CCDC80	3.097125
C3orf31	-0.9505
SLC7A9	-0.77375
TMEM190	-1.107
DBC1	-1.67883333333333
FADS3	-0.374666666666667
PDZD8	0.399666666666667
GRM5	-0.050625
AZGP1	3.9145
PEX3	-0.661
MED1	0.27
ATG4C	-1.0965
HNRPH3	-1.313375
FAM109B	2.29475
C4orf17	-0.4285
CA10	-0.344
OPRD1	-0.5325
CCL16	-1.397
SACM1L	-0.82775
CST6	4.67525
CD63	0.8606875
LGI1	-1.2925
ZNF784	1.1435
CRYBB1	-1.8215
CX3CL1	0.5988
TOP2A	-5.03525
GYPB	-3.02966666666667
GADD45GIP1	-0.77725
FEN1	-1.974875
IGF1R	1.081125
WDR72	-3.32533333333333
PURG	-0.7035
DEFB126	-0.03725
PKD1L1	0.483333333333333
CAV1	-0.9295
GNPDA2	0.5868
DGAT2	2.612125
NLGN1	-3.92675
STRBP	-0.109
HPRT1	-2.16466666666667
FANCI	-3.64525
PSMA7	0.1335
DBF4B	-0.763833333333333
TTF1	-0.61925
RAD54L	-4.11725
ELOF1	0.759
PLAGL2	-0.405125
ZNF256	0.4655
HMGCL	0.9245
MSI2	0.3445
RPESP	-2.53616666666667
C11orf60	1.6285
ABCD1	0.1425
ACAA1	1.6457
SPARCL1	5.64685714285714
IL6ST	1.8079
ZNF319	0.01025
TMEM109	0.1841
FAM90A1	-2.69116666666667
IL22RA1	-1.6205
ATP4B	-0.2485
TEC	-1.341
C7orf30	-1.0895
TXNDC2	-0.746166666666667
ABCB4	-0.6005
KIAA1191	0.2315
C9orf38	0.346
SFTPB	0.359571428571429
CNTNAP2	1.56483333333333
FRK	0.63
TBX19	-0.74275
CHD4	0.15225
C6orf26	-2.888
MOSC2	1.99125
IKBKE	0.77975
HIF1A	-2.08583333333333
LOC595101	-0.0755
RELA	-0.386
TMEM16B	-0.486666666666667
ABHD12B	-1.8365
TSEN34	0.30625
KIF18A	-3.315
TXNDC9	0.302
SPATA2L	0.8935
SEMA4G	-1.278
C21orf91	-0.953625
MATN1	-0.2845
KCNIP4	-0.1286
TUSC1	1.354
OR4C15	0.73925
ARMCX6	0.5345
WBSCR27	-1.90183333333333
OR52I2	1.418
KIAA1604	-0.56425
DYNC1I1	-0.711375
PPP4C	0.2405
SLC47A2	-1.70916666666667
TREH	0.11575
CD48	0.0918333333333333
ST14	2.04066666666667
PKN1	0.43825
SPON2	2.95625
XBP1	2.69616666666667
SFRS12	-0.392
EFCAB6	2.9155
SELT	0.2375
SLC39A2	-1.121
ERF	-0.0473333333333333
ARL3	0.447125
SURF6	-0.7455
MLLT10	-0.68447619047619
FLJ11171	0.223333333333333
TDGF1	-4.857
ERCC6	-0.341
EIF2AK4	0.75775
BAZ1A	-0.333
LRRN3	0.423666666666667
TMC3	0.623
EFTUD1	-0.177
PTPRO	0.236
CLEC12A	0.633625
ACBD4	1
ZDHHC14	-1.119875
OTUD7B	1.220375
ACTB	0.927
MSRA	0.020375
LCE5A	2.1475
IFI35	1.03975
BSCL2	0.074
ANKRD12	0.805083333333333
CFHR2	0.738
RGAG1	0.472833333333333
HSFY1	0.1195
SLC30A5	-0.156083333333333
IMPG1	0.7215
GPR109A	0.8185
ZNF185	-0.8765
IYD	1.04925
NPCDR1	-0.0215
SERPINA13	-0.848
HMGCLL1	-1.526
NEUROG1	1.12816666666667
UBQLN1	-0.0431875
LIN37	0.17125
SOCS2	0.15775
DSCR4	-2.0555
XKR6	-0.6345
GPR142	0.1285
KRTAP13-3	-0.0285
CCDC15	-0.1715
MOS	0.0775
CD1E	-1.1815
OFCC1	0.1676
FAM83D	-4.69175
SRFBP1	-0.24725
C9orf96	-0.721
DHDH	-1.79625
CCDC90A	-1.3735
RABL3	0.8184
CD320	-2.13516666666667
ANGEL2	0.04375
MRPL21	-0.2425
SMG6	0.302333333333333
INSR	1.8594375
FLJ14816	-0.4805
GLRB	-1.381
C9orf89	1.0335
CIZ1	-0.2875
URG4	0.5895
LRDD	-0.891166666666667
CBY1	1.43716666666667
NFX1	0.0845
MTERFD2	0.0567857142857143
C19orf23	0.683
PGC	-2.6165
IER3IP1	0.2224
RASAL2	0.684916666666667
C1orf89	0.65725
SYNJ1	-0.6115
NFKBIE	0.298
FLJ40125	-1.5755
TCEB2	-0.159
NOG	-1.3225
POLR2J2	-1.0265
HLA-B	2.08325
PCDHA1	0.9055
PPP2R2B	-2.122
ARHGEF17	1.1555
TCF7L2	1.0965
CHD5	-1.067
ZNF431	-0.606875
TBC1D25	0.39775
ZNF800	-0.5705
SCUBE2	3.81763636363636
MYCBP	0.386833333333333
GPX5	0.114
C6orf129	-0.996666666666667
QSER1	-0.542166666666667
ULK2	1.05625
PIGO	0.406166666666667
NRCAM	-2.722
SLC35E3	0.21725
CSRP2	-0.08975
HYPE	0.224
MAPK15	0.238666666666667
MGC14327	0.10025
TIMM13	-0.396166666666667
ZNF462	-0.48875
GBA3	0.01625
TEX13A	0.263
MCM6	-2.63911111111111
MTRF1	-0.853
ABCA7	-0.1025
EIF4A2	-0.407
ZC3H10	0.7739
RPGR	-0.155
C20orf94	0.30875
RP1L1	0.33625
GPR125	-0.297875
USP22	0.0352142857142857
OR1L4	0.12525
MLZE	1.191
FLJ32065	0.19325
PTCD1	-1.0445
CRTAC1	0.546833333333333
BXDC2	-1.40925
C18orf1	2.3575
FAM107A	2.75992857142857
EFNA3	1.7455
P18SRP	0.0525
CAMKK2	0.459333333333333
KIAA0649	-0.43975
NES	-0.628333333333333
HS6ST3	-0.925
PON2	-0.758
TCP11L2	-1.03
CLEC4A	1.1625
PRR12	0.1655
MLXIPL	0.1832
C2orf50	-0.8995
ZNF28	0.46575
ENC1	1.108
MAP2K1	-0.49075
FKSG2	1.00275
KIAA0430	1.0975
PTP4A1	-0.936388888888889
GPR156	1.6685
GTF3C6	-0.7145
UBR2	-0.0242
LOC388272	-1.57425
MAK	2.06433333333333
ACOT4	3.60475
STC2	1.80908333333333
PIGW	-1.694125
SAE1	-0.327625
COL6A1	2.25568181818182
OAZ1	0.163333333333333
STMN4	0.380333333333333
EDG3	-0.143
SGCE	-0.2395
IL11	-2.7125
PRSS8	2.8115
YIPF5	1.367
WNT4	0.371375
CSN2	-0.00759999999999996
TCF7	-3.023125
TDO2	-0.18725
SAMD9	-0.077875
S100A7A	-0.592
MMRN1	1.13483333333333
GKAP1	0.1
AKR1C3	-0.61975
RNF19A	0.776375
GMDS	0.02275
YKT6	-0.0625
SPARC	2.8847
C12orf31	-0.22225
UBE2V2	-0.913
FBXL18	-0.5805
KIAA0460	0.2255
ADAM22	-0.915625
SERPINC1	-3.9805
KCTD21	1.00775
MYOHD1	-2.75175
ZNF37A	0.6855
GTF3C1	0.286666666666667
CTSZ	1.84175
PRNPIP	-0.645875
DRD1IP	0.286
NR1I2	-2.3642
ZNF266	-0.1522
SPAG4L	0.2545
COX4NB	-0.99425
SAPS1	1.61966666666667
APOA1	-4.035125
TATDN1	-0.560833333333333
C10orf82	-2.2865
KPNB1	-0.89625
FOXO3	0.468333333333333
CRYBB2	-0.8375
ZBTB5	-0.551
SLC25A38	-0.15825
DCTN2	-0.072
IFT20	0.60875
CTHRC1	3.478
C1orf31	-1.03225
UHRF1	-2.6958125
GPC6	0.02475
C10orf54	1.674
MCF2L2	0.0458
WNT9B	-0.013125
OLA1	-0.766875
FAM120B	0.36225
TTLL10	-0.017
CYorf15A	-3.979
RELN	-2.16088888888889
SCN2B	1.62183333333333
MFHAS1	-1.2035
NKX3-2	-1.04733333333333
RASGRF2	0.714
SSBP1	-1.3315
KPNA6	0.00285714285714286
LOC389118	-0.3075
HS3ST4	-1.774
SUPT7L	-0.348875
FLJ32658	-1.90425
IGFBPL1	-1.27125
KIAA1641	-1.1017
SHKBP1	0.0588333333333334
CSF1R	4.49575
NAGK	1.66225
MYL2	0.9355
HIST1H4C	-2.15916666666667
TOMM7	-0.0305
ADAMTSL3	2.8195
TNFSF14	-0.43825
PRRT2	-2.11975
VTA1	-0.855625
AOAH	1.80116666666667
CRISPLD2	2.82207142857143
PNN	-1.2059
TA-NFKBH	-0.2295
ESPN	0.26075
RBM43	0.4395
KIAA1267	0.584125
DDX3X	0.537388888888889
KIAA1576	-4.7505
PLXDC1	4.20883333333333
FLJ25801	-4.54725
HNRNPL	-0.0785
RUNDC3A	0.424666666666667
CASP12	1.4275
SH2D5	-1.611
RPL26L1	-0.327
OR51A7	-0.265
HDC	2.377
C2orf16	0.0663333333333334
SYTL3	1.889125
GOLGA4	0.6411875
NOTCH1	-0.405333333333333
ATPAF2	0.08575
ECD	0.37925
SSX5	-2.4775
SNAP91	0.03775
OCA2	-4.262
PNPO	0.517333333333333
DAPK1	-0.575
PINX1	-1.25133333333333
SELENBP1	2.403625
NEK3	-0.29575
TMED4	0.147214285714286
SSTR4	-0.3335
FOSL1	-3.0413
CD40LG	-0.551
CES1	-0.322666666666667
DCI	-0.0228333333333333
B3GAT3	-0.491
STK17B	-0.6215
CNTN6	-0.197
CYP3A4	-0.6455
MBOAT2	2.2285
PISD	1.162125
USP1	-1.07
PYDC1	2.14783333333333
CENPM	-3.249625
SAR1B	0.8905
TTC7B	-0.968125
DP58	0.0415
GPC1	0.71625
RBL1	-2.7395
TMEM137	-2.24016666666667
TOB1	2.00633333333333
TCEAL1	1.0795
CENPF	-4.61163636363636
C6	5.36583333333333
PRSS1	-4.6675
PPIL6	0.3858
C6orf124	-0.9245
ODZ4	1.21366666666667
SNCB	-0.4465
NDUFB9	0.081375
CNOT6L	0.632
S100A9	-0.666166666666667
TRIM50	-0.44
KCTD1	2.346
WDR63	1.72275
SPEF2	2.62075
RNGTT	-1.24583333333333
CXorf22	-1.509
KCNK16	0.4935
CEP250	-1.50925
ATPBD1B	-0.596
KCNJ2	3.72
MT1B	-1.3365
ZNF684	-0.3555
SLC4A1	0.08425
PDHA1	-0.639
ZNF492	0.174
TKT	-1.75125
BYSL	-1.3765
RNF38	0.40525
AHDC1	0.7915
KLHL2	0.869375
CMTM8	0.38625
DMP1	-0.8265
HERPUD2	0.082875
CRTAM	1.805
ZNF572	0.25125
TMEM16J	-0.078
HSD17B2	-4.00925
UBE2G1	-0.376625
AHSA2	-1.4515
PELI2	-0.262
TPX2	-4.26675
ATP9B	1.66216666666667
DAZAP1	-0.721875
HMGCS2	1.91133333333333
C17orf38	-0.3495
B9D1	-0.4035
NKX2-5	-1.6155
KIAA1276	0.40375
LILRB2	2.8185
CSTF1	-0.496
BTN2A1	-0.682
C15orf48	1.71675
IGF2BP3	-4.7125
FAM113B	-0.535333333333333
HRG	-0.073375
ZNF131	-1.06075
USP47	0.947071428571429
CCDC88B	-1.734125
HCN1	-1.0106
HTN1	-0.756333333333333
SYCP3	-1.38425
C13orf23	-0.579
PAPOLA	-0.1795625
AATK	-0.2111
MSH3	-0.221
NDUFAB1	-0.648
ITLN2	-1.38483333333333
BAK1	-0.175833333333333
MRPL45	-0.614
MTNR1B	0.0286666666666667
LOC645843	-0.274
SPECC1L	0.664
PGCP	0.4465
SPN	-1.096875
GPR143	0.652666666666667
ZNF576	0.939333333333333
TMEM39A	0.312
ATP5D	-0.430166666666667
MAGEB3	-2.217
RPS5	-0.644666666666667
ANP32E	-1.79357142857143
MTMR1	0.45975
YEATS4	-1.677
SYNGAP1	0.45475
PCOLCE	-0.105666666666667
MNS1	0.27625
PCYT2	0.374666666666667
ZNF182	-0.01675
LAX1	0.472375
SPPL2B	1.2126
ELOVL5	1.7455
PCDHAC1	0.762
B4GALNT1	-1.33566666666667
BLOC1S2	0.74475
ZNF673	-0.9897
ARHGAP21	-0.6705
IRX5	2.489
LRFN5	-0.465
FAM7A1	0.651
RAB19	0.693
GINS1	-2.59325
ITM2B	1.5466
PAPSS2	1.76891666666667
OR5BF1	0.228
ACSL3	1.0065
KIAA1919	-0.831916666666667
GLT8D2	2.7085
UTRN	1.068
CNN1	2.10875
HISPPD2A	0.124666666666667
SDAD1	0.257625
SIGLEC9	0.6245
RPL35	-0.602571428571429
C22orf26	0.459
IMPDH2	-1.282125
WDR69	-0.735666666666667
SEC14L5	-0.469833333333333
CLTA	0.18
RP11-529I10.4	0.69975
GPR37L1	-0.109666666666667
OGDH	-0.3155
ASB13	0.560666666666667
ZFP14	-0.21325
ZCRB1	-0.302333333333333
KPNA3	0.0625
HSPA1L	0.66325
RHOC	1.433625
LOC554175	-0.31375
PPP3CA	-0.036
SLC1A7	0.0246
ZNF529	-0.407
RBED1	1.74225
DDB2	-0.8975
FLJ11286	0.5705
SPATA1	0.916
MKNK1	0.387
DYSF	1.015
ALKBH2	-0.66575
NKD1	-2.42483333333333
C1orf174	-0.68625
PLEKHO1	0.415666666666667
ASB10	-0.2655
RING1	0.239833333333333
NPC2	0.599
AVPR1B	0.485
YTHDF1	0.313166666666667
LMAN1L	0.248
GSG2	-4.0485
CEP170	-0.9158
RPS4Y2	-5.93075
MSH6	-1.535
HECTD2	0.204666666666667
ZNF556	-2.95633333333333
PLEKHC1	0.119
AIRE	0.415833333333333
BCL2L10	0.36875
LMOD3	0.1826
ZBTB8	0.1849
FOXA2	-4.0973
SLCO2A1	3.329625
C3orf46	-0.3525
PRDM16	-0.514
TMEM98	0.3085
FRMD5	-3.2355
PDE6C	-0.354
C1orf216	0.214666666666667
EP400	-0.451857142857143
PTK2	-0.481833333333333
RNF217	0.0215
NDUFA8	0.411
ZFAT1	-0.345
LAMP3	-1.22533333333333
GLTSCR2	0.997
NPW	-1.1155
LLGL2	0.3299
PPM1K	0.0191666666666667
C20orf177	-0.877
KIR2DL4	0.1661
NFKB2	0.662
C21orf122	-0.1885
HESX1	-0.5845
GPR114	-0.0721666666666667
SLC25A35	-0.683
GNAT1	0.4515
ORAI3	0.667
FAM76B	-0.3415
TMEM99	0.514
TRIM29	-1.0794
CDS1	2.37375
RHEB	-1.1365
C4orf27	-0.0261666666666667
RAB3A	0.81275
OTUD6B	-0.648
GPD1	3.560375
CDH15	-1.77816666666667
NPM1	-1.16821428571429
TMEM117	-0.1295
PRPS2	-0.328333333333333
GCK	0.00800000000000001
ADRA2A	5.19816666666667
TSPYL4	-0.325166666666667
TASP1	-0.47825
WDR19	0.472833333333333
C10orf38	-1.68875
PDE4C	-0.872333333333333
FYB	-0.586833333333333
C1orf55	-0.281833333333333
PPFIA3	0.03175
RAD18	-0.528
C12orf44	0.122
CRYBA4	-0.033
HVCN1	0.75525
TAF10	0.517
C16orf48	-0.9115
DEPDC5	0.835666666666667
LTBP1	-1.4305
MAPRE1	-0.652625
FGF8	-0.196
C3orf52	1.31425
SENP7	0.175
LRRK2	0.59275
RUNDC2A	0.880833333333333
KIAA0355	1.014
CPEB1	-1.37025
PPEF2	0.1205
ABI2	-0.418666666666667
KIAA0317	-0.178125
ATF1	-0.958
DYNC1H1	0.441625
DIP	0.16275
TMEM33	0.238111111111111
POLDIP3	0.3985
C7orf24	0.4145
GPR171	1.80725
CDC6	-4.28116666666667
PLD1	-0.9041
ITFG2	-0.3646
NDUFC1	0.336
AKNA	-0.8045
NBR1	0.7155
PKHD1	0.989333333333333
HPS4	-0.464
MAFA	1.56775
ULBP3	-1.005
DIRC1	-0.1995
IMMT	-0.12525
C22orf13	1.0895
CEL	0.1095
MARK3	-0.2025
ADAMTS2	1.81225
ARPC3	0.223333333333333
TMEM10	0.698125
NPHS1	-0.16575
BRD8	-0.285166666666667
WDR12	-1.88
IDI2	-0.483
HOXD13	-1.718
OR8G2	-0.8825
SLAIN1	-3.2295
GABRQ	-1.06225
NR2C2	-1.363
NKTR	-0.5255
TLE2	1.31
KIAA0892	-0.407666666666667
AURKA	-3.79518181818182
GPRC5C	1.69283333333333
TBC1D9B	0.47075
PNPLA6	0.43
AP3B1	0.20175
NAG	0.225875
C11orf68	-0.3055
AKR7A3	1.914
AHCYL1	0.6675
COP1	-0.896666666666667
RPP14	0.0314166666666667
PCDHB18	-0.1685
CDH24	2.01975
KRT17	-0.5412
LACTB2	-0.8795
DDX24	0.5921
PHACTR1	-2.35733333333333
SLC35E2	1.03925
LOXL1	1.69575
IQSEC2	0.512625
RGSL1	0.66
PCDHGC5	0.5045
MEGF10	-0.55525
PRRX1	2.15583333333333
ASTE1	0.436
C6orf159	-1.35666666666667
MYOD1	1.57475
GAA	0.62825
ZNF747	1.0865
KLRC1	-1.99975
IL1RL2	0.396
GDF9	0.41725
GPR119	-0.0665
TRAF2	0.2405
HCK	2.53883333333333
BMP6	-2.05175
IL8RA	0.1245
FLJ35848	-2.07925
EFHA1	0.73925
CDSN	0.1165
C14orf54	-0.1786
LSM3	-0.48275
ZFP41	0.465
C9orf126	-1.2955
VIT	0.1495
SPCS3	-1.7305
DEF8	-1.4353
CHAF1A	-1.77466666666667
C1orf165	0.477166666666667
ZFPM2	1.666
FTH1	0.833
SLC35F1	-0.61075
YWHAH	0.549
C17orf66	0.597666666666667
ADRB1	-1.05066666666667
FOXL1	-0.051
RG9MTD3	0.182333333333333
UMPS	-0.365
MGC13008	0.142
KIAA1161	1.1575
CCDC77	-1.8805
C12orf65	-1.0254
COG4	-0.904833333333333
RCP9	0.989583333333333
RP4-692D3.1	3.64883333333333
CDC2L5	0.10075
MGC7036	1.65333333333333
DNAJC11	0.0555
GDF2	0.0138333333333334
TIMM17A	-0.41525
HNRNPA0	0.2748
OR2H1	-0.08525
PCBP1	0.0845
COL23A1	-2.09975
LRRC2	0.375785714285714
NSD1	0.284357142857143
FLJ37078	0.571125
WDR91	-0.538666666666667
TMEM179	-0.84225
DSCR10	4.384
CNDP2	0.9944
FYN	-0.8905
BEX2	-1.17283333333333
KCND3	0.72525
YPEL5	1.922625
LRRC42	-0.208
C17orf45	-0.529375
ZNF649	0.4006
LOC150763	1.30425
COL5A2	3.70175
CNGA2	0.974
ELA2B	-0.881
RAB9B	-0.52825
FAM100A	-0.1285
NAIP	-0.329428571428571
MYOZ2	-0.529125
SPATA12	-1.438
XRCC4	-0.6615
CYB561	1.796
CHST10	0.0625
BAI1	-0.932
BRSK1	-0.00683333333333334
C17orf89	-0.26
PDE6H	-2.3405
FLJ20309	0.5765
MAP7	-0.18175
SCN4B	1.82275
SPAG9	-0.966375
SERTAD1	1.05866666666667
FLJ21963	0.70825
ANTXR1	0.9235
TMPRSS13	1.13116666666667
ETV7	2.08216666666667
DGAT1	0.800833333333333
NKIRAS1	0.476833333333333
TAC3	-4.28675
CORO1C	-1.35266666666667
RAD54B	-1.66875
HRASLS3	3.602
C21orf42	-0.541
BARD1	-1.37383333333333
ZNF177	0.0483333333333333
MIP	0.838
ZNF442	0.4195
F2	-4.0164
GRIA1	-0.156625
GALNTL2	2.561
WNT5A	0.2742
LENG9	0.135
hCG_25371	-1.6295
FOXR1	0.547
TRA@	0.6932
PWWP2	1.084
C1QTNF7	3.31483333333333
SLC7A4	0.9015
C4orf7	3.0355
C17orf80	0.111333333333333
KLK4	2.24816666666667
IL31	0.1315
TMEM176A	3.658
CTNNB1	1.2345625
BHLHB2	0.6385
TMEM185B	0.245333333333333
ARD1B	-0.3775
C1orf93	0.5575
BRUNOL4	-0.3685
LOC541469	-1.27275
UPK2	-0.727666666666667
GAS8	-0.0441666666666667
PATE	0.7695
IMPACT	0.919375
WNK4	0.0873333333333333
HNRPLL	-0.61225
GAD2	-0.29725
ITGA6	0.5655
BMP15	0.3155
CYP2A7	0.60925
RIC8A	1.120625
CCND1	0.464666666666667
USP35	0.1925
DSCR2	-1.87075
CCL4	5.12716666666667
ZCCHC10	0.0315
NOL11	-1.071
TRPM2	2.05908333333333
PSMD2	-0.313636363636364
CHTF18	-2.38225
USP18	0.179625
RRAS	0.722875
LAMC3	-1.6795
TOX	-3.60083333333333
PCDH15	-0.146
GABRG3	-2.49275
NUDCD2	-0.45625
SGCZ	0.239
KCTD17	-0.3281
SPSB2	-0.053
TPPP3	2.57866666666667
CILP2	2.0905
CALB2	4.103125
CEBPZ	-0.635833333333333
ZNF479	0.27875
FMOD	5.28333333333333
C21orf66	-1.40292857142857
CLN6	-0.680166666666667
ANAPC1	-1.088875
SH2D3C	2.475
PTPN14	-0.3867
TRIM42	0.4195
APTX	0.11225
SNRPG	-0.930166666666667
BMS1	-0.41425
MAGEA3	-5.061
NFATC3	-0.951166666666667
LRRC45	0.2885
ARS2	-0.525928571428571
LRIG1	2.60733333333333
EPSTI1	0.0458333333333333
PRSS27	0.736
ERC2	-0.161
PRKACB	3.90942857142857
PRDM13	-4.7485
HCG27	-2.594
KLK12	-0.7795
HSD17B7	-0.241
ZNF354A	-0.15625
PCDH11X	1.9145
DMGDH	0.834
PCBD2	-0.543666666666667
TMC6	-1.379875
RIMS1	0.420125
SF3B2	-0.457
RCN1	-0.408166666666667
CPB1	1.392
BCAR3	0.88625
FCRLB	0.21975
PAK1IP1	-1.12325
OR10H1	-0.4885
KIF9	1.2837
PITPNM2	-1.366625
L3MBTL4	-0.176
TGFB1	-0.7624
ZXDC	-0.08125
SLC6A16	-0.70675
SRrp35	-1.389
LRRC8E	1.57675
PPIAL4	-0.982083333333333
EOMES	0.513666666666667
PAX2	0.474
SCARF2	1.528625
PSEN2	0.690416666666667
PCDHB13	-0.28125
C10orf28	0.022
DHRS7B	0.609357142857143
C1orf131	-0.79475
ASB1	-0.7456
ZNF223	0.6255
LCMT2	0.806
MEP1A	-1.02325
TMEM53	0.93525
RSPH3	0.206
C10orf33	-1.137
LOC644285	-0.669
PTPN9	0.555666666666667
ABCA12	3.256
CCDC37	-1.512
RUNDC1	1.9151
YES1	0.072
FAM120AOS	0.821
OR5M3	0.649
PPP1R3F	-0.110416666666667
IL13	0.1453
MDFI	0.145
PRNT	0.453666666666667
ZDBF2	-1.121
OR10C1	-0.0226666666666667
CLIC1	-0.0713333333333333
LILRA5	0.370166666666667
CSAG1	-4.453
TREML2	-0.89
FAM125A	0.3815
ZNF74	-0.679
FAM104A	-0.004125
LRRC39	-1.864
SAMD5	-1.16875
HYAL2	1.00125
HIST2H2AC	0.128125
IGFBP5	0.952217391304348
NRTN	-1.8025
KIAA0556	0.2568
FAM29A	-1.82827777777778
JMJD2A	0.5095
EPHB1	0.08825
POLD4	-0.050875
ANAPC10	-0.99975
LRRC36	-0.61225
MEGF6	0.47725
LPHN3	0.147333333333333
BMP10	0.00833333333333338
C21orf55	0.8195
CREM	-0.5761875
PTGER4	0.540833333333333
METAP1	-1.23
KCNQ1	1.5425
NR2F2	1.766125
SSFA2	-0.206416666666667
CTTNBP2	-1.229
BCL2A1	-1.713
ZBTB24	-0.632375
SLCO6A1	-1.13766666666667
PRDM1	0.6068
OR7D2	-0.313166666666667
CCDC47	0.2213
LOC646982	0.6895
SLC26A6	-0.822666666666667
BIN1	-0.2955
SRRM1	-0.0622142857142857
PCSK1N	0.07975
ALS2	-0.3561
ECT2	-1.90826315789474
CACNA2D2	0.591875
DOCK6	-0.0895
C10orf119	-0.554
FATE1	-0.0035
DUSP23	1.21025
TRIP6	-0.6565
NUP35	-0.76425
CDH3	-0.796
KLHDC8A	0.508
C9orf116	1.8615
EI24	0.2925
CENTD1	1.05016666666667
RWDD2B	0.00916666666666666
DOCK1	0.6115
NPAS2	-0.604875
NR3C2	2.57833333333333
FAM63A	0.574166666666667
INPP5F	-0.505666666666667
FAM111A	0.6328
MYBL1	-3.30083333333333
IQGAP3	-2.11916666666667
CRADD	-0.372
DUSP12	-1.239
PDZK1IP1	3.955
VASH2	-0.82975
