Hybridization REF	TCGA-AR-A1AJ-01A-21R-A12P-07
KIAA0888	-3.0964
TACR3	0.033
CKAP2L	-1.38325
KIF1A	2.1675
RSPRY1	0.2525
VCAN	1.02425
CYP27C1	0.033
SYDE1	-0.761166666666667
MED12L	-0.84
ZDHHC21	0.98925
NHS	2.23
TM9SF3	0.535
DDHD1	-0.26325
MAFG	-0.172583333333333
BICD2	0.5535
C14orf119	-0.263333333333333
C14orf43	-0.0575714285714286
CDH7	-0.5795
ALKBH5	-0.587428571428572
JUP	-0.00212499999999999
TMEM41A	0.0585
MAMDC4	-1.08566666666667
CBX3	0.4825
LRRC18	0.11475
RBMXL2	-0.002
PLA2G4D	0.5715
FGF13	0.456125
KIF3A	0.0671666666666666
PDIA6	0.308
DCXR	-1.07425
CASKIN2	-0.247833333333333
EHD1	0.676166666666667
MARCKSL1	0.788166666666667
ZNF496	0.0996666666666667
SCAF1	-0.319166666666667
KCTD8	-1.32625
TRAF3IP3	2.34757142857143
LSR	0.38125
CXorf1	0.2385
C14orf112	0.0616666666666667
EIF2B1	-0.35625
OMP	0.009
GSTZ1	-0.66875
LOC92017	0.5665
ISLR2	0.51
C12orf36	0.475
GATA2	-0.769
GABRA5	-1.8485
CELSR2	-1.27728571428571
STAM2	0.2695
TNAP	0.0455
PTPMT1	-0.630166666666667
GRP	1.475
SV2A	-0.9485
MAGEA12	-3.77275
CACNG1	-1.95
C18orf19	-0.493
GSG1	-0.171166666666667
PTPRJ	0.4275
FRMPD1	-0.1665
ZNF668	0.469
PLEKHJ1	-0.667875
ADAT1	-0.701
TMEM50A	0.9528
UCN3	-0.32
HOOK1	0.007875
IL17B	-1.0805
MLKL	0.921166666666667
TTC14	-0.539
KLHL5	0.278125
CRYL1	0.291
FOXH1	-0.021
NFYB	-0.1295
PPM1G	0.05775
GOLGA2LY1	-0.2795
NMT1	-0.044375
HADHA	0.022
CHSY-2	0.6135
PLEKHF1	3.14464285714286
SAGE1	-1.5175
MUSTN1	0.162
SUHW4	0.43275
TFEB	1.452
ZFYVE27	-0.15475
ATG12	-0.313666666666667
BMI1	0.339357142857143
ZIM3	-0.20125
MYH4	0.486
MASP1	-0.874583333333333
KIAA0984	-1.0625
RPAP2	-0.34225
ASB5	-0.31375
BOLA3	-1.3215
MIA3	0.4195
KRT35	0.5675
KIR3DL3	-0.883
MRPL51	-1.00575
SEMA3F	0.745
NDUFB2	0.866833333333333
LOC253012	-0.62125
FAM46C	-0.3952
G6PC	-2.645125
CSAG3A	0.1585
PREX1	0.8015
SLC25A45	0.0385
MAPKBP1	0.4387
CPE	0.1483
GNB1	0.182625
CXCR6	3.7345
TRIM46	0.0185
C16orf3	0.0776666666666667
HPSE	2.13775
TIGD3	-0.7035
SPG3A	0.66
LCAT	-1.2825
ST6GAL1	-0.108333333333333
POMC	0.8675
FLJ36031	1.24166666666667
NSMAF	-0.016
SKIL	0.853
ADSS	1.12666666666667
HMGCS1	-1.116
POLR3F	-0.875
RAB10	0.726875
ZNF277P	-0.837625
ZBTB7B	0.976375
DHRS1	-0.11875
ABCC13	0.3155
CNOT3	-0.39625
NFKBIA	1.86675
GAK	0.371166666666667
SFT2D2	2.57083333333333
HOXA6	-0.00650000000000001
CRTC1	0.36125
LY6D	4.1885
C20orf72	-1.01466666666667
CPT1A	-0.2465
LMO1	-1.423
EIF3I	-0.53625
PRB4	0.054
MCM3APAS	-0.655375
C20orf132	-0.599
FOXF2	-3.1575
S100A12	1.0595
MLH1	0.195333333333333
ACTN1	0.2408
MRPL36	-0.563666666666667
C20orf106	0.00100000000000001
FBXO6	2.201
MKS1	-0.5775
CX3CR1	-1.3445
PDE1B	0.7645
PLP1	-3.11175
KISS1	-0.0356666666666667
C14orf2	-0.640166666666667
TBC1D3P2	-0.61175
COMMD6	0.4574
ANKRD7	-0.97325
PTCHD1	0.375125
NARS2	-1.12725
DOCK7	-0.176375
FAM127B	-0.00474999999999996
LOC390243	-0.0975
N6AMT2	0.54025
ZNF391	0.1395
DNAJB14	0.6145
WRB	0.3095
BPI	2.40775
TTC4	-0.438166666666667
FAM10A5	-0.597
GOT1L1	0.3095
MAGED1	0.759875
RESP18	0.23525
WFDC6	0.0665
MT2A	-0.888
C11orf56	0.26875
KIAA1432	0.011
ROR1	-0.0465
HSD17B14	0.855333333333333
ZFAND2B	0.784875
SAMD4B	0.24275
HEXA	-0.033625
HNRNPU	0.469136363636364
USP39	0.074375
NRD1	-0.43225
R3HDML	0.0105
FLT4	0.201
OMG	-0.00150000000000002
OR52N4	0.309
LOC399818	-0.3875
ELA2	-1.343
VENTXP1	-0.353
RFC5	-1.593
OR52L1	0.2815
PAX5	-0.00600000000000001
FBXO2	1.431
GMEB1	0.71
AKT3	0.332333333333333
CRB1	-0.630833333333333
CTTN	0.107666666666667
UTP15	-0.3955
HSBP1	-0.08775
PHF11	2.437
NDEL1	0.117666666666667
USP8	-0.25875
BAIAP2	-0.1006875
SI	0.108666666666667
ARSJ	-1.826
BAAT	-2.76
KCNS3	1.212
LOC126147	-0.3915
TMEM37	1.2025
C1orf162	3.7865
MBD1	0.3416
ITGAL	1.9745
WDR73	-0.780166666666667
GKN2	-0.0306666666666667
ARFGAP1	-0.5005
SLC5A8	-1.1275
ZBTB40	-0.1928
CYP4B1	-0.0971666666666667
LYPLAL1	0.8875
CHST3	-0.26825
MAP3K9	0.2425
BTAF1	-0.603166666666667
TFAP2E	0.328
RBM35B	-0.06525
LOC441251	-0.0918333333333333
ANKRD25	-1.06211111111111
UQCRC2	0.134
MAEA	0.237583333333333
HYAL1	-1.8865
RNPEPL1	0.545
CPSF2	-0.323
PSD3	-1.8203
ABCA13	0.134625
AGR2	-3.694
GBX1	-2.89
HDLBP	0.491714285714286
ACY3	0.4155
HECW1	-0.82125
ZNF519	-0.63375
HOPX	2.1825
ZNF304	0.141125
OR12D3	0.1245
FKSG43	0.405
METTL1	-0.14325
MFSD3	-0.0632
PSPH	-1.0025
CLCA3	0.151
DARS2	-0.632
CDC25A	-0.479666666666667
BAIAP2L1	0.271
B3GNT5	2.344125
USP29	-0.2135
ARHGEF10L	1.6061
ATOX1	0.119375
ADAM30	0.555
DNASE1	-0.66
STT3A	-1.1745
RAB6IP1	0.657
PTN	0.498
C1orf106	-0.142076923076923
HECA	2.2065
RNF122	-0.16125
SLC22A18AS	-0.149333333333333
GNG8	0.459
ELP4	-0.38375
FAM65A	0.41
RPL10A	-0.326833333333333
IRS4	-0.0745
MACF1	0.5398
SEC24D	0.40825
LOC374395	0.30075
TGFB2	-1.362625
MDFIC	0.889
CHRNE	0.354666666666667
PCMTD2	-0.164833333333333
ATP6V0D1	-0.00416666666666667
MTA2	0.134
LZTR1	-0.505166666666667
RAP1A	1.25333333333333
AXIN1	0.56625
POLR1C	0.36575
TRIO	-0.609
PLXNA4A	-0.00774999999999998
C5orf33	-0.703
DEPDC1B	-1.3655
ZNF473	-0.466666666666667
MTM1	0.82625
GPR107	0.794166666666667
CSNK1A1L	0.123166666666667
FLJ14154	0.287
NLRC4	4.76575
ENPP4	1.31966666666667
PADI3	0.291
RNF170	0.826375
CG018	1.47
C16orf7	0.59625
KCNE1	0.198
NRM	-1.02
SLC37A3	0.650285714285714
TPD52L2	-0.763833333333333
UNC5B	0.808
C12orf12	0.319166666666667
SDHB	0.02875
CLRN1	0.338875
NUDT10	-2.3425
UGT3A1	-0.084125
FBXW8	0.072125
RHOF	0.11725
PTPLAD1	-0.402625
MYO3B	-0.52975
DERA	-0.488
TPP2	-0.4045
C19orf53	-0.740333333333333
GINS3	-0.6815
ST6GALNAC5	2.4095
CHSY1	0.792
MGC15705	-0.2265
GPR83	0.177666666666667
EXT2	0.081875
DOLK	0.44025
TUBAL3	-1.062
ACVRL1	1.8467
ABL2	-0.0288333333333333
C14orf156	-0.953666666666667
PTPRZ1	-3.40925
DIP2C	0.689125
LAMP1	0.755
RXRA	0.5151
MAP3K5	1.81625
ALKBH1	-0.559333333333333
PDLIM7	-0.63825
ARL14	-1.731
SNIP1	0.0971666666666667
TIMP3	1.26158333333333
RGS3	0.4415
SPAG16	0.3122
ABHD4	-0.14625
ARHGEF12	-0.20875
GLUD2	-1.2315
RAC2	0.8548
UAP1L1	0.3615
SLC18A3	0.082
YOD1	-0.608916666666667
RALY	0.19025
HMOX2	0.638
DGKH	0.254
DBNDD2	0.475166666666667
YIPF4	0.58275
THAP10	-1.603
ZNF513	0.81475
HAGHL	-0.4395
ITGB4	-0.7325
CCDC141	0.1145
YTHDF3	-0.143
C5orf28	0.73175
RPL7L1	-0.195875
TMEM30B	0.2095
ANKRD35	2.115
DUOXA2	1.48225
TBC1D5	-0.103875
DFNB59	-0.0755
HRH4	-0.15125
MYO6	1.3232
DNAJA4	0.260875
RBM24	-1.230625
CEACAM20	-1.37725
RBM23	-0.144714285714286
NGFB	0.2755
C1orf63	-1.1777
KRTAP7-1	-0.3855
PERLD1	0.49925
NPB	0.4555
C17orf59	0.8891
HSPBAP1	0.44025
SLC15A4	0.097125
PRTFDC1	1.301
OSMR	-0.332285714285714
CYSLTR2	0.1135
C19orf25	-0.0385
KIAA1797	0.223
NLRP6	0.4895
FAM105B	0.2899
SCRN2	0.2575
LRRC58	-0.0032
RNF17	0.03575
NEIL3	-0.9405
FAM137A	-1.49275
SKP2	-1.56725
PARVA	0.831666666666667
PKLR	-1.1955
RNF34	0.00599999999999999
A3GALT2	0.341
C12orf50	0.0398333333333333
SUNC1	-0.25375
FAM102B	-0.4395
CCT2	-0.77975
LRRC37A2	-0.7495
ARF4	0.878
SIKE	0.0445
C8orf48	0.269333333333333
MBTPS1	0.0202142857142857
GPSN2	-1.253
NCF2	4.5745
SLC12A6	0.1045
MRPL48	-0.56
HMGN3	0.374666666666667
LRRC62	-0.756
PAX9	-1.59525
FAM55A	0.458
C20orf42	-1.59466666666667
SCML2	-2.05216666666667
BCL9	0.64675
FAM40A	0.0655
C9orf41	-0.168333333333333
ZNF774	-0.6925
LETM1	-0.4765
PLXNB1	0.248333333333333
NIPSNAP1	-0.0605
USP10	-0.75025
F9	-0.07575
LIPE	3.27625
CNGB3	-0.6985
C12orf52	-0.645125
PI4K2A	0.27825
MED8	-0.0295
STAT4	2.5785
FGD4	0.427
RNF145	-0.289166666666667
WDR32	-0.2482
CLDN2	0.3255
TCEAL8	0.66325
ZMYND8	-0.7351
PDXK	0.84815625
GATAD2A	-0.71125
PTGES3	-0.5295
CCM2	0.51675
TAP1	3.435625
ZNF670	0.663
ETS2	-0.0167857142857143
C6orf166	0.736
PRMT2	0.984714285714286
OR4B1	0.441
INTS8	0.0025
CCDC102A	0.92725
CCDC83	-1.669
ITGA1	-0.5772
EPHA5	-1.5012
FAM24B	-1.017
TSGA10	0.565
HAL	-1.8725
MYOT	-0.31475
SPACA3	-0.037
BCL2L2	-0.174333333333333
CUGBP2	1.39483333333333
CCNB3	1.146
RNF113B	-0.0175
MERTK	1.27525
BAG1	-0.34975
VPS36	0.43175
ORMDL3	0.3646
C1orf190	-0.331
ZNF625	-0.73525
CORO2B	-1.17575
ALOX15	0.122
CST1	1.272
NUPR1	1.85733333333333
CCL7	4.89975
SMCR5	-2.033
DSC2	3.723
RBMS2	0.15775
GRIK4	0.2055
TRIM65	-0.009
TMPRSS6	-0.322571428571429
TP53INP2	-0.65325
GLB1L	0.277
LOC388284	-0.0645
PUS1	-0.1675
BCL9L	-0.1135
OLFM1	0.501833333333333
RET	1.12875
MASTL	0.193666666666667
ALX3	0.48875
IL1RL1	1.0945
ZNF765	-0.8013
C14orf138	-0.58775
SNX10	0.9725
TAC4	-0.185
C1orf64	-2.97075
POGK	0.592625
MAPK9	0.118
ZNF366	2.7605
C8orf79	0.2076
CLDN7	1.475875
OR5AT1	0.1535
TRIM37	-2.44
LRRC25	3.3435
GRHL2	1.9132
TEKT3	0.2005
LASS5	0.1955
ABCC4	-1.512
DLG3	0.9365
VGLL1	1.840375
ZFP36L2	1.436
MFRP	-0.0396666666666667
KIAA1799	0.0245
FLJ44379	0.264
PCNX	0.45725
ANXA9	-0.9515
CYP4V2	1.7108
PIK3C2A	-0.4765
SRR	-0.406
NOL3	-0.38075
IFITM2	1.358
ARNTL2	-0.24725
ZNF595	-0.47375
NLRP13	-1.835
ASPH	-0.76575
CPA2	0.7415
PVRIG	1.17166666666667
LEPR	0.118166666666667
C16orf42	0.7815
SH3BGRL	0.90875
FAM77D	-0.984
FNDC7	0.0705
C9orf6	0.366666666666667
NOTCH2NL	0.379333333333333
PGBD1	-1.5555
SYNGR2	0.8745
PITPNA	0.413125
PRPF4B	-0.7438
SLC43A3	-0.282857142857143
NRBP1	0.55375
SLC25A22	0.741
ILK	-0.161375
SLC22A8	0.863166666666667
MRPS7	-0.596375
PITX2	-3.13275
FABP3	-0.30875
OR1L1	-0.1305
LOC728215	-0.485
BLID	-0.767
KIAA1217	1.38976470588235
TFPT	-0.07925
AP4B1	-0.256
VBP1	-1.0455
OR1K1	0.146
MORC3	1.16925
BHMT2	2.32516666666667
C3orf10	0.610125
FZD7	1.53016666666667
WFDC10A	-0.073
PMS2CL	-0.4895
CCDC32	0.1255
FA2H	-2.32325
ALG13	-0.5675
TTLL7	-0.6295
SPOCK3	-0.151
SLC13A2	0.1155
AIM1	0.42325
GPRC6A	0.5005
EGR2	5.372
MED11	0.213
WWC1	1.10675
SH3GL3	-2.61275
RIF1	0.707357142857143
PRLH	0.0085
VLDLR	0.6155
DBT	-0.2366875
C21orf63	1.64975
CGGBP1	-0.18825
KRTAP12-2	0.331
TADA3L	-0.8375
ZBTB16	0.40175
PDGFB	0.335875
RFX1	0.297625
UQCRB	-0.0814
LOC133874	-0.35
HPS3	-2.08075
LGALS3BP	0.9068
DKFZP564O0823	2.34207142857143
MRFAP1L1	0.120625
HOXA10	-1.18333333333333
NGB	0.327
KIF21A	-0.407307692307692
IFLTD1	-0.1465
LZTS1	-0.68975
ARHGEF3	1.66225
RHBDL3	-1.912
CSNK1G2	0.27175
ChGn	-0.719
KIAA1244	-0.408666666666667
GABRB2	0.1225
MGC72080	0.746
CD27	4.04775
EGLN1	-0.6914
PEX13	0.97725
RWDD3	0.40525
RNF12	0.439
GRIN2B	-0.189
ADAMTS14	-0.21
DYDC2	3.002
ATP6AP1	0.2579
NR1H2	-0.252
PDK2	-0.11625
C3orf17	0.0215
SLC38A2	-1.14992857142857
SLC25A29	-0.0413333333333333
C15orf29	0.600375
ADAM9	0.287166666666667
TMUB2	-0.02725
GPR176	-0.257
AGK	-0.580375
MCCD1	0.01925
NDUFA4	-0.125
TMEM146	-1.1945
DUSP1	1.34325
UNQ6975	0.605
EMX2OS	4.42
INSM2	-0.45925
LUZP4	-0.14275
SETD6	0.082
P2RY2	2.60325
SLC45A2	-0.932
RABGAP1	0.786666666666667
UBXD5	-0.31625
GPRC5A	-1.7431
PAK3	0.920333333333333
LOC63920	-0.928
TGFBR1	0.6569
KRTAP6-3	0.36
SFMBT2	0.052
CDC42	0.5273125
C11orf35	-0.2135
TTLL2	0.21125
UACA	0.012
CD97	0.4396
SETD5	0.0345
NINJ2	-0.26075
PTER	1.34116666666667
POMGNT1	-0.4915
KRTAP4-2	-0.122
ECGF1	3.167125
HRB	0.400727272727273
ATP1B2	0.0108
LOC400506	-0.1345
COL4A3BP	0.19225
C6orf97	-1.0445
GRHPR	0.118
TAS2R1	-0.078
SEMA7A	-0.6925
EDF1	0.2615
ODF2L	1.09255555555556
PCID2	-0.337166666666667
GTF2H4	-0.0305
ZCCHC3	-0.737875
CGB2	0.0563333333333333
NEUROD1	0.022
C20orf75	-0.2785
RP5-1054A22.3	2.65233333333333
IFNA5	0.045
ZNF134	-0.07075
MGC119295	0.1517
ZSWIM6	-0.478
SMEK1	-0.0461666666666667
PCGF2	-0.354875
C1orf102	1.313
CYP2A13	0.279
KCNH6	-0.65
MDM1	-0.2811
ALDH7A1	0.33
C9orf75	-0.24175
VDAC3	1.28625
OR51T1	0.1645
EIF3F	-0.607
KCNJ10	0.2205
LENG8	0.23125
EDEM2	-0.191166666666667
CCNJL	-0.827333333333333
DHX37	-1.179
CRYGN	-0.152
AATF	-0.427625
ZNF630	0.9905
E2F5	0.6005
WFDC13	-0.56075
FTSJ3	-1.513
C4orf33	1.6975
LHFPL4	-1.829
C19orf56	-1.12766666666667
SMAD4	0.594875
AFM	-0.633
G0S2	2.94725
FCHSD2	0.7128
RRP1B	-0.1998
EEF1B2	0.0561666666666667
STAT6	1.18683333333333
ZNF195	0.21625
GNL1	-0.734833333333333
ZNRF2	0.501666666666667
PER3	-0.935125
ASB16	-0.0755
C10orf10	3.04128571428571
ADCY8	-3.35016666666667
C9orf58	1.37366666666667
ARMC10	0.204666666666667
PSG1	-0.6075
DHX34	-0.0125
VARS2	-1.089875
NFIC	0.3905
ITPR2	0.26475
AGXT2	-0.448166666666667
OR6K3	-0.1015
H2AFZ	0.308333333333333
MLLT3	-0.19775
COX4I2	0.80575
CCNT2	-0.2185
PLK4	-0.7205
NUMBL	-0.302166666666667
MED16	-0.4675
PLEKHQ1	2.219
GOSR1	0.1565
BTG4	-0.361
RPL30	0.12875
IGSF5	0.07425
IGFL2	2.859
ELMOD2	0.619
SHC3	-0.782666666666667
HAVCR1	-0.362
DYNC2H1	-1.3955
RNF5	-0.697
C2orf7	-0.97375
NLF1	0.3975
KLHL25	0.16125
LRP10	0.4389
KRI1	-0.443
PUS7L	-0.130833333333333
MGMT	-0.03775
HOXD1	-0.635666666666667
CSH1	-0.0518
ATG16L2	-0.7605
FLJ44635	0.383
CHODL	3.4205
EXOSC8	-0.87125
SLC28A1	0.25625
MYO7B	-0.387333333333333
SEH1L	0.4356
MTNR1A	0.309
TSPAN5	-0.191666666666667
CDC45L	-1.97416666666667
AMIGO1	-0.0335
ATAD3A	-0.505375
OSGIN2	0.604833333333333
PDIK1L	0.313666666666667
DARC	3.05475
PIPSL	1.21
SHMT1	-1.53025
CRISP3	0.636
POPDC2	2.119
ZRANB2	-0.336
FBXL8	1.151
TRIP13	-1.17345454545455
EIF5AL1	-0.6615
POU5F1P3	-3.7295
IL6	1.69883333333333
CXorf38	1.3
IFNA16	-0.2185
FBXL2	0.528
BRD1	0.0675
STATH	0.84025
FBXO44	-0.139
MCCC2	-0.7005
CDC2	-0.1067
C5orf23	0.97075
IVD	-1.12
C10orf122	-0.67575
MSL3L1	1.4043
MVP	1.24225
EPOR	-1.2456
ZMYM1	0.335666666666667
BCL7C	0.716666666666667
PSTPIP2	2.2785
LYPD1	-1.751
OR8G5	0.262
ZP3	-0.132833333333333
BCAS4	-0.704
EDG6	3.62825
ISY1	0.35425
PRAMEF2	-1.18325
CUL1	0.18125
RNF213	1.0559
CCRK	0.67825
DHX9	-0.027625
C13orf29	-0.34625
NCKAP1	0.615666666666667
MRPL43	0.346714285714286
XPR1	-0.344
PKN2	0.8775
PODNL1	0.2715
ZNF333	0.02075
DALRD3	-0.06475
OPN1SW	0.522
BTBD6	0.19
C11orf82	-0.7305
OR5P3	0.5425
DUSP11	0.20025
L1CAM	-0.8
NEK11	0.867333333333333
OR7E91P	1.882
CNTN3	1.1511
CREB3L2	0.0165
ZBTB37	0.609
KIAA1324L	0.566
NDUFB10	-0.161166666666667
NUDT2	-0.2905
GTPBP8	0.22375
CACNA1D	-0.59825
PRKAA2	-1.58583333333333
PRDM8	0.133
MGC16075	-0.222833333333333
KRT14	-0.628214285714286
PP8961	0.620625
MRPL18	0.0035
ABCG2	-3.09125
PACRG	1.08375
BBS2	-0.145
KREMEN2	0.4205
FBXO21	0.11825
HNRPUL1	-0.407583333333333
GRB10	1.26775
CLSTN1	0.612
LMAN2	-0.0953
C17orf61	-1.21975
NIPSNAP3A	1.514
INSIG2	-1.3145
PCDHB7	-0.358
STXBP2	-0.360875
CMAH	1.26116666666667
SEMA5B	0.0325
ZNF155	-0.3705
COQ6	-0.360333333333333
PRPF4	-0.0325
TSPAN15	2.2323
VN1R5	0.21575
LATS2	0.44775
SELK	0.893
PGK2	0.62275
MS4A1	2.628375
TYW3	-0.6334
KRTAP5-1	0.65725
RCCD1	-1.31533333333333
BTN1A1	0.445
DDX28	0.61325
TMEM65	0.36225
LOC92345	0.192
TTC31	-0.323
WDR46	-0.709666666666667
CHP2	1.27616666666667
LSP1	1.056875
ZNF542	-0.537
EXOSC1	-0.57525
ARHGAP18	0.800666666666667
LRRTM4	-0.545125
MAOB	3.08233333333333
CACNB4	-0.583
MGC33846	0.65925
RANBP3L	0.3745
ATP5L	-0.019125
ONECUT1	-2.168
NUDT9	0.22725
TMEM149	1.2445
STX17	1.4185
IGSF10	-3.03875
TMPRSS9	0.4415
BMPR2	0.757
ALLC	-0.15625
KLF7	0.51025
GCC1	0.6999
TIMM9	-0.88675
CDO1	1.05333333333333
MGC10701	-0.174166666666667
IFI6	3.09783333333333
FRMD8	0.7715
MGAT2	0.3095
WBP5	0.911166666666667
CNIH2	0.662
KIAA0907	-0.7553
KCNH8	0.6725
CTSG	0.5305
GRIK1	-0.227833333333333
CUL5	0.2515
FRMD1	0.1265
OR9A4	-0.704
SYT6	-1.15225
FOXD4L2	0.892
ANAPC2	-0.637666666666667
OPN5	0.5425
TAF13	0.05725
LYG2	-0.2555
GGNBP1	0.2135
C11orf40	0.1825
OTX2	-0.7735
REG4	0.0585
EIF5	-0.4078125
PALB2	-0.22775
SEPSECS	-0.3738
RNASE3	0.24775
TRIM49	-0.54
POLR2K	0.5419
GPR42	0.11
C8B	-2.69175
SASS6	-0.27875
PREB	-0.1125
OR3A3	0.2735
TUBA8	0.88325
IGLV2-14	1.7675
STIL	-0.59425
ANKFN1	-0.8
NME7	-0.44125
HOXC12	-0.56275
UBE2C	-0.202125
FHOD1	-0.344125
CDK2AP1	0.372583333333333
OR6K2	0.24525
DHPS	-0.8985
RPL5	-0.289833333333333
TRGV5	0.5655
LOC541472	0.29475
HCCS	0.387
DENND1B	0.9215
LHX3	0.698
OR5D16	0.364
CXorf57	-1.79416666666667
IRF2BP1	-0.4825
NDST2	1.02
LCE3D	0.0685
BOLL	0.274
SYT3	0.3915
PIH1D2	-0.666
C20orf7	-0.6315
IL1R2	3.1105
SLAMF9	-0.096
PPME1	-0.705125
PIK3CA	0.176
TRAPPC1	-0.424875
COLEC10	-0.32275
SLC9A6	-0.4495
PDDC1	-0.493916666666667
CCDC53	0.367
GK3P	-0.02725
DAZL	-0.02275
BRI3	0.984
SDK1	0.205375
CYP2C18	0.95175
IFI44L	5.39975
RPL3L	0.026
FUT9	0.688666666666667
KIFC2	-0.507
PMP2	0.109875
SLC4A9	-0.4825
PLAG1	-1.63416666666667
MYCBP2	0.464833333333333
OR4E2	0.3775
CCDC65	0.7
C16orf82	0.090375
ENTPD4	-0.557
BRP44L	1.00475
PMP22CD	-0.17225
TMCO4	1.03483333333333
KCNN1	-0.227166666666667
WDR35	-0.211
CCDC80	3.331125
C3orf31	-0.68225
SLC7A9	0.8275
TMEM190	-1.247
DBC1	0.308333333333333
FADS3	-0.0185
PDZD8	-0.751833333333333
GRM5	0.241125
AZGP1	1.7449
PEX3	0.598
MED1	-0.0475
ATG4C	-0.675166666666667
HNRPH3	-0.106125
FAM109B	1.37825
C4orf17	0.3525
CA10	-0.149
OPRD1	-0.125
CCL16	-1.20675
SACM1L	-0.80075
CST6	3.5385
CD63	0.4733125
LGI1	-1.5425
ZNF784	0.842
CRYBB1	-0.717
CX3CL1	2.10455
TOP2A	-1.415
GYPB	-1.66316666666667
GADD45GIP1	-1.59625
FEN1	-0.808
IGF1R	-2.2738125
WDR72	-2.82233333333333
PURG	-0.897833333333333
DEFB126	0.1745
PKD1L1	-0.53175
CAV1	-1.7872
GNPDA2	0.1395
DGAT2	1.6775
NLGN1	-3.35725
STRBP	-0.022375
HPRT1	0.3175
FANCI	-1.243375
PSMA7	1.118375
DBF4B	-0.265833333333333
TTF1	0.026
RAD54L	-1.5385
ELOF1	-0.88875
PLAGL2	-0.7455
ZNF256	0.342
HMGCL	-0.2055
MSI2	-0.697833333333333
RPESP	-0.568166666666667
C11orf60	-0.94375
ABCD1	-0.2435
ACAA1	0.496
SPARCL1	4.18342857142857
IL6ST	-0.3083
ZNF319	0.978
TMEM109	0.2493
FAM90A1	0.505666666666667
IL22RA1	-0.1965
ATP4B	-0.102
TEC	-0.597
C7orf30	-0.40275
TXNDC2	-0.0736666666666667
ABCB4	0.012
KIAA1191	0.090875
C9orf38	-0.08
SFTPB	0.48775
CNTNAP2	-0.588166666666667
FRK	1.1305
TBX19	0.58225
CHD4	-0.219
C6orf26	-1.93666666666667
MOSC2	0.75925
IKBKE	2.86025
HIF1A	-0.3705
LOC595101	0.611
RELA	0.552166666666667
TMEM16B	-0.445333333333333
ABHD12B	-2.56725
TSEN34	0.26475
KIF18A	-1.4465
TXNDC9	0.637833333333333
SPATA2L	0.403
SEMA4G	-1.191
C21orf91	1.655875
MATN1	-0.039
KCNIP4	0.279
TUSC1	1.732875
OR4C15	0.3155
ARMCX6	0.38175
WBSCR27	-1.27133333333333
OR52I2	0.2255
KIAA1604	0.08975
DYNC1I1	-0.720375
PPP4C	-0.13375
SLC47A2	-1.984
TREH	-0.10675
CD48	3.63616666666667
ST14	2.42333333333333
PKN1	-0.747
SPON2	3.315
XBP1	-0.75525
SFRS12	-0.9385
EFCAB6	0.20025
SELT	0.13075
SLC39A2	1.0495
ERF	-0.818833333333333
ARL3	-0.355625
SURF6	0.4705
MLLT10	-0.18547619047619
FLJ11171	0.280666666666667
TDGF1	-3.7805
ERCC6	1.09175
EIF2AK4	-0.081875
BAZ1A	0.688666666666667
LRRN3	0.160833333333333
TMC3	-1.0905
EFTUD1	-0.35225
PTPRO	2.1925
CLEC12A	1.758
ACBD4	-0.122125
ZDHHC14	-0.283375
OTUD7B	0.358375
ACTB	0.8454375
MSRA	0.135375
LCE5A	1.6775
IFI35	1.81925
BSCL2	0.318333333333333
ANKRD12	0.277416666666667
CFHR2	-0.05975
RGAG1	-0.170666666666667
HSFY1	-0.27
SLC30A5	-0.982083333333333
IMPG1	0.5725
GPR109A	0.5265
ZNF185	-0.362
IYD	0.45775
NPCDR1	-0.04
SERPINA13	-1.0765
HMGCLL1	-0.72775
NEUROG1	0.584666666666667
UBQLN1	0.68975
LIN37	-0.44425
SOCS2	-2.052625
DSCR4	-1.18875
XKR6	-1.17725
GPR142	0.2445
KRTAP13-3	0.456
CCDC15	-0.9465
MOS	0.4765
CD1E	0.969
OFCC1	-0.3155
FAM83D	-0.01025
SRFBP1	0
C9orf96	-0.3585
DHDH	0.48825
CCDC90A	0.097
RABL3	0.5408
CD320	-1.68766666666667
ANGEL2	0.466416666666667
MRPL21	-0.519
SMG6	-0.0246666666666667
INSR	1.1075
FLJ14816	-0.3935
GLRB	-2.24966666666667
C9orf89	0.9235
CIZ1	0.01075
URG4	0.189333333333333
LRDD	-0.890666666666667
CBY1	0.4825
NFX1	-0.35375
MTERFD2	0.161214285714286
C19orf23	0.1375
PGC	-2.408625
IER3IP1	0.7263
RASAL2	1.53958333333333
C1orf89	-0.188
SYNJ1	-0.191375
NFKBIE	1.87575
FLJ40125	-0.832666666666667
TCEB2	-0.5841
NOG	-1.9515
POLR2J2	-0.699833333333333
HLA-B	4.2095
PCDHA1	0.987
PPP2R2B	0.144
ARHGEF17	0.642333333333333
TCF7L2	0.640285714285714
CHD5	-0.466166666666667
ZNF431	-0.962375
TBC1D25	0.1615
ZNF800	0.00275000000000001
SCUBE2	-2.53109090909091
MYCBP	-0.670833333333333
GPX5	0.272
C6orf129	-0.322666666666667
QSER1	-0.190666666666667
ULK2	1.74375
PIGO	-0.338333333333333
NRCAM	-2.03557142857143
SLC35E3	-0.181125
CSRP2	0.5325
HYPE	-0.293
MAPK15	0.0116666666666667
MGC14327	0.03225
