Hybridization REF	TCGA-BH-A0AU-01A-11R-A12P-07
GAL3ST4	0.592166666666667
KBTBD10	1.44425
IL28A	0.9595
WDR27	-0.882
MCM2	-1.3885
SOX14	-1.469
FLJ39743	0.504
KIAA0922	-0.235625
HIPK4	-0.347
FLJ25758	-0.6615
C16orf57	-0.856333333333333
PDZD2	1.59325
MCC	0.506125
HHLA3	-0.5515
ID2	-0.2305
C20orf23	1.666
ZNF688	0.66925
APOC2	-1.391
LOC440093	0.18725
FAM50B	-0.208166666666667
PWP1	0.0605
DNAH10	1.0045
HIST1H2BA	0.614
GPR56	0.7835
METAP2	-0.04225
PAN3	1.14766666666667
STXBP4	0.28625
PDHX	1.126
MTA1	-0.651583333333333
ZBED4	0.172625
ZNF720	0.15425
CDK2	-1.230625
RHOJ	0.1025
CDC37	-0.107
ZER1	0.134
GRK4	1.45
PRPH	-0.27975
POLR2A	0.259
OGFOD1	-0.2205
NOL5A	-1.205
PHEX	0.797
FLJ16478	0.20525
C20orf117	-0.61625
CAMTA2	-0.26975
C11orf74	1.4705
DDX17	-1.09533333333333
C5orf27	0.243625
PLEKHA2	-2.1587
PDE4DIP	-0.3456
SCN7A	1.2225
ZNF559	0.388166666666667
CXCL10	3.9905
ZMYM4	0.798333333333333
STK32B	0.313066666666667
KIAA0888	-0.7238
TACR3	0.852
CKAP2L	-2.2315
KIF1A	-0.648666666666667
RSPRY1	1.529
VCAN	1.82125
CYP27C1	0.415
SYDE1	-1.536
MED12L	0.0705
ZDHHC21	0.5535
NHS	0.185
TM9SF3	1.66416666666667
DDHD1	-0.8375
MAFG	-0.781
BICD2	-1.3113
C14orf119	-0.791666666666667
C14orf43	-0.653071428571429
CDH7	-1.425
ALKBH5	0.294928571428571
JUP	0.818875
TMEM41A	0.347833333333333
MAMDC4	-1.926
CBX3	-0.17325
LRRC18	0.22925
RBMXL2	0.08675
PLA2G4D	0.4535
FGF13	-0.176375
KIF3A	0.735333333333333
PDIA6	-0.2135
DCXR	0.47375
CASKIN2	0.539083333333333
EHD1	1.177
MARCKSL1	0.265
ZNF496	-0.748666666666667
SCAF1	0.303166666666667
KCTD8	-1.49533333333333
TRAF3IP3	1.23678571428571
LSR	0.3915
CXorf1	0.227
C14orf112	-0.637666666666667
EIF2B1	0.445
OMP	-0.4715
GSTZ1	-0.64875
LOC92017	1.33125
ISLR2	1.272
C12orf36	0.1675
GATA2	-1.8065
GABRA5	-2.87
CELSR2	-0.458571428571429
STAM2	0.7833
TNAP	-0.7755
PTPMT1	0.464666666666667
GRP	6.7115
SV2A	-1.14733333333333
MAGEA12	-4.125
CACNG1	3.793
C18orf19	-0.0585
GSG1	-1.04533333333333
PTPRJ	-0.0377857142857143
FRMPD1	0.0195
ZNF668	0.3245
PLEKHJ1	-1.018125
ADAT1	-1.2593
TMEM50A	0.4319
UCN3	0.241
HOOK1	0.598
IL17B	-1.2095
MLKL	-1.06183333333333
TTC14	-0.574166666666667
KLHL5	0.712875
CRYL1	1.1675
FOXH1	-0.1825
NFYB	0.7165
PPM1G	-0.48425
GOLGA2LY1	-2.00225
NMT1	0.376625
HADHA	-0.5903
CHSY-2	3.2135
PLEKHF1	0.343071428571429
SAGE1	-1.23
MUSTN1	-0.21375
SUHW4	1.03575
TFEB	0.635166666666667
ZFYVE27	0.40625
ATG12	-0.501166666666667
BMI1	1.12921428571429
ZIM3	0.542333333333333
MYH4	0.301
MASP1	-1.52883333333333
KIAA0984	1.09025
RPAP2	-0.8925
ASB5	0.34825
BOLA3	-0.700166666666667
MIA3	1.3885
KRT35	0.727
KIR3DL3	-0.884
MRPL51	0.6425
SEMA3F	1.5405
NDUFB2	0.5655
LOC253012	0.67775
FAM46C	0.4041
G6PC	-2.070625
CSAG3A	-4.37533333333333
PREX1	3.4505
SLC25A45	-0.049375
MAPKBP1	-0.1911
CPE	1.1734
GNB1	-0.701
CXCR6	2.704
TRIM46	0.23675
C16orf3	-0.00933333333333334
HPSE	1.095375
TIGD3	0.234
SPG3A	2.44675
LCAT	-1.89783333333333
ST6GAL1	-0.741117647058824
POMC	0.522
FLJ36031	-1.05733333333333
NSMAF	-0.515
SKIL	2.0635
ADSS	-0.262166666666667
HMGCS1	-1.4967
POLR3F	0.420333333333333
RAB10	0.37925
ZNF277P	-0.41625
ZBTB7B	0.875375
DHRS1	-0.44525
ABCC13	0.176125
CNOT3	0.161
NFKBIA	0.58175
GAK	0.453166666666667
SFT2D2	1.45916666666667
HOXA6	-1.1265
CRTC1	-0.29025
LY6D	-0.800833333333333
C20orf72	-1.0585
CPT1A	-1.43725
LMO1	-0.4535
EIF3I	-0.16625
PRB4	0.0473333333333333
MCM3APAS	-2.628
C20orf132	0.5308
FOXF2	-1.92775
S100A12	0.76475
MLH1	-0.1335
ACTN1	-0.1027
MRPL36	-0.057
C20orf106	1.14325
FBXO6	1.84916666666667
MKS1	0.2935
CX3CR1	-2.158
PDE1B	0.936
PLP1	-3.4245
KISS1	-0.121333333333333
C14orf2	-0.541
TBC1D3P2	-1.32225
COMMD6	0.8818
ANKRD7	0.26875
PTCHD1	-1.198625
NARS2	-0.66175
DOCK7	-0.6295
FAM127B	-0.09525
LOC390243	0.008
N6AMT2	1.4285
ZNF391	-1.5235
DNAJB14	0.331166666666667
WRB	-0.4655
BPI	0.1835
TTC4	-0.553166666666667
FAM10A5	-0.505
GOT1L1	0.475375
MAGED1	0.400125
RESP18	0.083
WFDC6	0.62025
MT2A	-0.5565
C11orf56	0.4765
KIAA1432	1.1435
ROR1	-1.540875
HSD17B14	2.49583333333333
ZFAND2B	0.2665
SAMD4B	0.40275
HEXA	0.19675
HNRNPU	-0.191409090909091
USP39	0.3805
NRD1	-0.48775
R3HDML	-0.7655
FLT4	-0.384
OMG	0.621833333333333
OR52N4	-0.4345
LOC399818	0.9095
ELA2	-2.13175
VENTXP1	2.7525
RFC5	-1.2775
OR52L1	-0.0555
PAX5	0.1
FBXO2	1.68925
GMEB1	-0.4865
AKT3	1.061
CRB1	2.4415
CTTN	1.06416666666667
UTP15	-0.418333333333333
HSBP1	-0.602666666666667
PHF11	2.12775
NDEL1	0.140833333333333
USP8	-0.37725
BAIAP2	0.7045
SI	-0.239166666666667
ARSJ	-0.488833333333333
BAAT	-2.617
KCNS3	1.472
LOC126147	0.460833333333333
TMEM37	-0.24625
C1orf162	3.29483333333333
MBD1	-0.0322
ITGAL	0.176833333333333
WDR73	-0.0588333333333333
GKN2	-0.147166666666667
ARFGAP1	-1.007125
SLC5A8	-0.644833333333333
ZBTB40	-0.2008
CYP4B1	1.6955
LYPLAL1	0.53
CHST3	-1.22625
MAP3K9	0.00650000000000001
BTAF1	-0.332666666666667
TFAP2E	0.196
RBM35B	0.70525
LOC441251	-0.404166666666667
ANKRD25	-0.103777777777778
UQCRC2	-0.201
MAEA	0.63575
HYAL1	-2.4589
RNPEPL1	0.203333333333333
CPSF2	-0.177875
PSD3	-0.5504
ABCA13	-0.311857142857143
AGR2	3.847875
GBX1	-0.868
HDLBP	0.381428571428572
ACY3	-0.69375
HECW1	-0.67
ZNF519	-1.0335
HOPX	3.634
ZNF304	1.35475
OR12D3	0.9155
FKSG43	-0.0725
METTL1	0.55475
MFSD3	1.4849
PSPH	-1.298
CLCA3	0.079
DARS2	-0.1565
CDC25A	-2.06583333333333
BAIAP2L1	1.063
B3GNT5	-0.823625
USP29	-0.76975
ARHGEF10L	0.8471
ATOX1	0.39725
ADAM30	0.80325
DNASE1	0.2305
STT3A	0.522
RAB6IP1	0.2235
PTN	0.7216
C1orf106	-1.44330769230769
HECA	1.3495
RNF122	0.7965
SLC22A18AS	0.807333333333333
GNG8	0.446666666666667
ELP4	-0.4545
FAM65A	-0.190666666666667
RPL10A	-0.0925
IRS4	-1.819
MACF1	-0.2431
SEC24D	0.9765
LOC374395	0.38975
TGFB2	-0.62775
MDFIC	0.80125
CHRNE	0.231166666666667
PCMTD2	-0.674666666666667
ATP6V0D1	-0.142333333333333
MTA2	0.777
LZTR1	0.705333333333333
RAP1A	0.853166666666667
AXIN1	-0.231125
POLR1C	-0.472
TRIO	-0.4035
PLXNA4A	-0.469583333333333
C5orf33	1.2875
DEPDC1B	-2.467
ZNF473	-0.392833333333333
MTM1	1.189
GPR107	0.0908333333333333
CSNK1A1L	-0.454833333333333
FLJ14154	0.24925
NLRC4	4.37375
ENPP4	1.884
PADI3	-0.2765
RNF170	0.091875
CG018	1.47316666666667
C16orf7	-0.51025
KCNE1	1.13525
NRM	-1.56583333333333
SLC37A3	0.200142857142857
TPD52L2	-1.09666666666667
UNC5B	1.691
C12orf12	0.192333333333333
SDHB	-0.02775
CLRN1	-0.269
NUDT10	0.014
UGT3A1	0.537625
FBXW8	-0.101375
RHOF	-0.5705
PTPLAD1	-0.256
MYO3B	0.00574999999999999
DERA	-0.847
TPP2	-0.81525
C19orf53	0.514833333333333
GINS3	-0.73275
ST6GALNAC5	0.3405
CHSY1	0.296
MGC15705	-0.817
GPR83	-0.0183333333333332
EXT2	0.0835
DOLK	0.1965
TUBAL3	-0.25875
ACVRL1	1.7815
ABL2	-0.253333333333333
C14orf156	-1.05183333333333
PTPRZ1	-3.42742857142857
DIP2C	-0.719
LAMP1	0.835875
RXRA	-0.3997
MAP3K5	0.13975
ALKBH1	-0.2815
PDLIM7	-0.089625
ARL14	-1.3365
SNIP1	0.126
TIMP3	2.51925
RGS3	-0.947333333333333
SPAG16	1.0102
ABHD4	-0.314
ARHGEF12	0.611583333333333
GLUD2	0.1995
RAC2	-0.8154
UAP1L1	-1.051
SLC18A3	-0.71
YOD1	-1.22641666666667
RALY	-1.30175
HMOX2	0.512
DGKH	-0.03775
DBNDD2	1.36166666666667
YIPF4	1.083375
THAP10	0.1435
ZNF513	0.692
HAGHL	0.0628333333333333
ITGB4	-0.5745
CCDC141	-1.664
YTHDF3	1.28
C5orf28	0.51275
RPL7L1	-0.8135
TMEM30B	0.818428571428571
ANKRD35	2.0495
DUOXA2	0.00375
TBC1D5	-0.10825
DFNB59	0.333
HRH4	0.35775
MYO6	1.6345
DNAJA4	3.284125
RBM24	2.042625
CEACAM20	-0.44725
RBM23	-0.264714285714286
NGFB	-0.0665
C1orf63	-0.8114
KRTAP7-1	-0.078
PERLD1	1.84325
NPB	-0.0245
C17orf59	0.0297
HSPBAP1	0.0665
SLC15A4	-0.089875
PRTFDC1	-0.03
OSMR	-1.04892857142857
CYSLTR2	0.266
C19orf25	-0.4633
KIAA1797	0.1475
NLRP6	-0.052
FAM105B	0.8445
SCRN2	-0.4265
LRRC58	-0.7116
RNF17	0.273875
NEIL3	-1.745
FAM137A	0.6905
SKP2	-3.00175
PARVA	1.09525
PKLR	-2.1895
RNF34	0.6195
A3GALT2	0.86775
C12orf50	0.641166666666667
SUNC1	-1.246
FAM102B	-1.55066666666667
CCT2	-0.56725
LRRC37A2	-1.033
ARF4	0.6165
SIKE	-0.700125
C8orf48	4.007
MBTPS1	-0.878428571428571
GPSN2	-0.3955
NCF2	3.42925
SLC12A6	-0.384333333333333
MRPL48	-0.73575
HMGN3	-0.232
LRRC62	-0.99
PAX9	0.191625
FAM55A	1.1355
C20orf42	-3.3005
SCML2	-1.34633333333333
BCL9	0.5335
FAM40A	-0.29925
C9orf41	-0.21
ZNF774	0.9435
LETM1	0.11175
PLXNB1	-0.0211666666666667
NIPSNAP1	-0.35025
USP10	-1.9315
F9	0.35075
LIPE	2.0545
CNGB3	3.021
C12orf52	0.26125
PI4K2A	0.043125
MED8	0.271875
STAT4	1.8566
FGD4	-0.856166666666667
RNF145	-1.58483333333333
WDR32	2.3296
CLDN2	0.291333333333333
TCEAL8	1.4115
ZMYND8	-0.1078
PDXK	-0.968875
GATAD2A	-0.5655
PTGES3	-0.513
CCM2	-0.125
TAP1	1.214625
ZNF670	0.2285
ETS2	-0.7155
C6orf166	-0.510333333333333
PRMT2	0.237357142857143
OR4B1	0.4055
INTS8	-0.304
CCDC102A	-0.45775
CCDC83	-1.38216666666667
ITGA1	-0.3967
EPHA5	-2.518
FAM24B	0.303833333333333
TSGA10	2.15225
HAL	-1.9038
MYOT	0.29
SPACA3	-0.08
BCL2L2	-0.478833333333333
CUGBP2	0.294833333333333
CCNB3	2.082
RNF113B	-0.0185
MERTK	0.3225
BAG1	-0.46775
VPS36	0.35875
ORMDL3	0.6032
C1orf190	0.815
ZNF625	-0.433
CORO2B	-1.31475
ALOX15	0.00600000000000001
CST1	2.8185
NUPR1	2.882
CCL7	1.81025
SMCR5	-2.98
DSC2	-0.205
RBMS2	-0.04975
GRIK4	2.226
TRIM65	0.00110000000000002
TMPRSS6	0.491357142857143
TP53INP2	-0.03375
GLB1L	0.627166666666667
LOC388284	-0.313833333333333
PUS1	-0.840928571428572
BCL9L	-0.0445
OLFM1	0.937583333333333
RET	1.053125
MASTL	-2.0095
ALX3	0.58475
IL1RL1	0.448166666666667
ZNF765	-0.937
C14orf138	-0.1805
SNX10	0.1735
TAC4	0.162
C1orf64	3.597625
POGK	1.026875
MAPK9	0.97525
ZNF366	2.5735
C8orf79	1.877
CLDN7	1.602125
OR5AT1	0.241
TRIM37	-1.593
LRRC25	2.34125
GRHL2	4.0491
TEKT3	2.75175
LASS5	0.286333333333333
ABCC4	-2.09233333333333
DLG3	0.95225
VGLL1	0.490625
ZFP36L2	0.842
MFRP	0.610833333333333
KIAA1799	0.3795
FLJ44379	1.871
PCNX	-0.5465
ANXA9	3.0735
CYP4V2	2.521
PIK3C2A	-0.14275
SRR	-0.1245
NOL3	-0.737
IFITM2	1.7355
ARNTL2	-1.864
ZNF595	0.695
NLRP13	0.8255
ASPH	0.09675
CPA2	-0.1985
PVRIG	-0.358166666666667
LEPR	-0.101666666666667
C16orf42	0.4085
SH3BGRL	3.9655
FAM77D	0.0919999999999999
FNDC7	-0.501
C9orf6	0.162333333333333
NOTCH2NL	0.8255
PGBD1	-0.251666666666667
SYNGR2	0.6335
PITPNA	-0.3015
PRPF4B	-0.9357
SLC43A3	-1.86957142857143
NRBP1	0.022
SLC25A22	0.60875
ILK	-0.084125
SLC22A8	0.290666666666667
MRPS7	1.07075
PITX2	0.20325
FABP3	0.447
OR1L1	0.753
LOC728215	0.091875
BLID	-2.771
KIAA1217	2.839
TFPT	0.609
AP4B1	-0.59175
VBP1	-0.0815
OR1K1	-0.0915
MORC3	0.0485
BHMT2	0.663
C3orf10	0.962
FZD7	1.48566666666667
WFDC10A	1.404
PMS2CL	0.0485
CCDC32	0.352666666666667
FA2H	-3.247
ALG13	1.3345
TTLL7	-0.9898
SPOCK3	-0.59525
SLC13A2	0.9015
AIM1	0.8845
GPRC6A	1.1055
EGR2	4.9605
MED11	-0.194
WWC1	1.048
SH3GL3	-3.3195
RIF1	-0.962357142857143
PRLH	0.1
VLDLR	-2.1685
DBT	0.8446875
C21orf63	-0.438
CGGBP1	-0.065625
KRTAP12-2	1.2315
TADA3L	-0.437875
ZBTB16	2.00825
PDGFB	0.869
RFX1	0.07875
UQCRB	1.1427
LOC133874	-0.273
HPS3	-1.70375
LGALS3BP	0.4083
DKFZP564O0823	2.669
MRFAP1L1	1.18925
HOXA10	-1.15783333333333
NGB	-0.341
KIF21A	-0.459692307692308
IFLTD1	0.1345
LZTS1	-0.69275
ARHGEF3	1.1175
RHBDL3	-2.126
CSNK1G2	-0.57475
ChGn	-1.648625
KIAA1244	1.6125
GABRB2	0.3775
MGC72080	-0.2345
CD27	4.0105
EGLN1	-1.3444
PEX13	1.36425
RWDD3	0.2885
RNF12	-0.507833333333333
GRIN2B	0.248
ADAMTS14	-0.779375
DYDC2	1.18366666666667
ATP6AP1	1.3678
NR1H2	-0.347666666666667
PDK2	0.72375
C3orf17	0.252333333333333
SLC38A2	-0.681142857142857
SLC25A29	-1.05533333333333
C15orf29	0.284375
ADAM9	-0.482333333333333
TMUB2	0.42175
GPR176	-0.75725
AGK	-0.15675
MCCD1	3.56425
NDUFA4	0.251
TMEM146	0.2985
DUSP1	1.471
UNQ6975	1.234
EMX2OS	3.4385
INSM2	0.0715
LUZP4	-0.765
SETD6	-0.54125
P2RY2	3.3045
SLC45A2	-2.359
RABGAP1	-0.0526666666666667
UBXD5	0.439875
GPRC5A	0.0958
PAK3	0.553666666666667
LOC63920	-1.08325
TGFBR1	-0.0485
KRTAP6-3	0.1715
SFMBT2	-0.52
CDC42	0.311375
C11orf35	0.2925
TTLL2	0.705
UACA	-0.122166666666667
CD97	-1.0627
SETD5	-0.1675
NINJ2	0.4565
PTER	1.10883333333333
POMGNT1	0.32975
KRTAP4-2	-0.661
ECGF1	2.05875
HRB	-0.0972727272727273
ATP1B2	-0.3665
LOC400506	0.255
COL4A3BP	0.174
C6orf97	-0.339
GRHPR	-0.084875
TAS2R1	0.369
SEMA7A	0.1875
EDF1	0.263
ODF2L	0.2512
PCID2	-0.843
GTF2H4	-1.1605
ZCCHC3	-0.8855
CGB2	1.0385
NEUROD1	-0.69
C20orf75	-0.448
RP5-1054A22.3	1.1515
IFNA5	-0.9325
ZNF134	0.36075
MGC119295	-1.1024
ZSWIM6	-0.044875
SMEK1	-0.703
PCGF2	0.625375
C1orf102	2.4005
CYP2A13	2.0085
KCNH6	-0.779
MDM1	1.1537
ALDH7A1	-0.2805
C9orf75	0.68125
VDAC3	-0.500625
OR51T1	-0.126
EIF3F	-0.66075
KCNJ10	-0.427125
LENG8	-0.3645
EDEM2	0.857916666666667
CCNJL	-1.3605
DHX37	-0.6715
CRYGN	1.657
AATF	-0.130875
ZNF630	1.245625
E2F5	0.2325
WFDC13	0.32575
FTSJ3	-0.945333333333333
C4orf33	1.9385
LHFPL4	-2.7135
C19orf56	0.34375
SMAD4	0.020375
AFM	0.282
G0S2	0.39675
FCHSD2	0.3548
RRP1B	-1.4087
EEF1B2	-1.016
STAT6	-0.377166666666667
ZNF195	-0.70375
GNL1	-1.17416666666667
ZNRF2	1.43566666666667
PER3	-0.170375
ASB16	-0.013
C10orf10	1.52671428571429
ADCY8	-3.40666666666667
C9orf58	-1.695
ARMC10	0.317166666666667
PSG1	-1.238
DHX34	-0.17075
VARS2	-0.604375
NFIC	-0.4075
ITPR2	-0.35625
AGXT2	0.4095
OR6K3	0.4365
H2AFZ	-0.533
MLLT3	0.195583333333333
COX4I2	0.9795
CCNT2	-0.318375
PLK4	-2.007625
NUMBL	0.380666666666667
MED16	0.4225
PLEKHQ1	1.0235
GOSR1	0.620666666666667
BTG4	-0.32225
RPL30	0.486083333333333
IGSF5	0.1125
IGFL2	4.85066666666667
ELMOD2	1.66966666666667
SHC3	0.2275
HAVCR1	0.434
DYNC2H1	-0.064375
RNF5	-1.36383333333333
C2orf7	-0.858
NLF1	-0.1925
KLHL25	0.57625
LRP10	0.0916
KRI1	-0.113
PUS7L	0.618166666666667
MGMT	1.52175
HOXD1	0.666666666666667
CSH1	0.5035
ATG16L2	-1.2255
FLJ44635	0.748
CHODL	0.683
EXOSC8	-1.821
SLC28A1	0.047
MYO7B	-0.447333333333333
SEH1L	-0.5405
MTNR1A	0.0356666666666667
TSPAN5	0.248833333333333
CDC45L	-1.6415
AMIGO1	-0.4475
ATAD3A	-1.33125
OSGIN2	1.3565
PDIK1L	1.29683333333333
DARC	2.162625
PIPSL	0.491
SHMT1	0.113
CRISP3	0.834
POPDC2	2.2225
ZRANB2	-1.4015
FBXL8	-1.50025
TRIP13	-0.843181818181818
EIF5AL1	-1.172
POU5F1P3	-4.8495
IL6	-0.809166666666667
CXorf38	-0.063
IFNA16	-0.374
FBXL2	2.55
BRD1	0.99275
STATH	-1.0375
FBXO44	0.7885
MCCC2	0.50075
CDC2	-1.5294
C5orf23	-0.9565
IVD	-0.363166666666667
C10orf122	-1.48875
MSL3L1	0.1204
MVP	0.21325
EPOR	-0.8005
ZMYM1	-0.323833333333333
BCL7C	0.054
PSTPIP2	-0.044
LYPD1	-2.155375
OR8G5	-0.876
ZP3	0.9635
BCAS4	2.0385
EDG6	2.72325
ISY1	-0.2445
PRAMEF2	-1.228
CUL1	-0.103625
RNF213	1.0843
CCRK	0.98275
DHX9	-0.15775
C13orf29	-0.70975
NCKAP1	0.791
MRPL43	1.02307142857143
XPR1	-0.91875
PKN2	-1.3984
PODNL1	1.0225
ZNF333	0.302
DALRD3	0.356
OPN1SW	0.196
BTBD6	0.068
C11orf82	-1.842
OR5P3	1.114
DUSP11	0.000499999999999998
L1CAM	-1.504
NEK11	2.49566666666667
OR7E91P	1.3755
CNTN3	2.3283
CREB3L2	-0.09025
ZBTB37	-0.3725
KIAA1324L	1.57875
NDUFB10	0.599
NUDT2	0.391
GTPBP8	-0.8035
CACNA1D	-0.02125
PRKAA2	-0.6115
PRDM8	0.2555
MGC16075	-0.597833333333333
KRT14	-0.415071428571429
PP8961	-0.141125
MRPL18	-0.08075
ABCG2	-2.67475
PACRG	1.8295
BBS2	1.478
KREMEN2	-2.6575
FBXO21	0.92375
HNRPUL1	0.223666666666667
GRB10	0.57675
CLSTN1	0.863
LMAN2	0.0918
C17orf61	-0.33425
NIPSNAP3A	0.00475
INSIG2	-0.498333333333333
PCDHB7	-0.0446666666666667
STXBP2	-0.324
CMAH	0.508
SEMA5B	-0.78325
ZNF155	0.122166666666667
COQ6	0.179
PRPF4	-1.1025
TSPAN15	1.5911
VN1R5	-0.15275
LATS2	-0.27225
SELK	0.274
PGK2	0.3395
MS4A1	0.50675
TYW3	-0.9833
KRTAP5-1	-0.109
RCCD1	-1.1235
BTN1A1	0.66025
DDX28	-0.25475
TMEM65	-0.32075
LOC92345	0.20275
TTC31	-0.70825
WDR46	-1.10983333333333
CHP2	-1.25516666666667
LSP1	0.40125
ZNF542	0.802
EXOSC1	0.70825
ARHGAP18	-0.503
LRRTM4	-0.761125
MAOB	0.981833333333333
CACNB4	-0.24175
MGC33846	-0.8125
RANBP3L	1.794125
ATP5L	0.035125
ONECUT1	-3.5135
NUDT9	1.56175
TMEM149	1.1645
STX17	0.182
IGSF10	-2.36175
TMPRSS9	-0.453
BMPR2	0.646666666666667
ALLC	0.155
KLF7	0.62225
GCC1	1.0957
TIMM9	-0.58175
CDO1	1.31716666666667
MGC10701	-0.19
IFI6	3.589
FRMD8	1.86025
MGAT2	0.4075
WBP5	0.761333333333333
CNIH2	0.06225
KIAA0907	-1.3494
KCNH8	-0.565
CTSG	-0.73125
GRIK1	-1.45133333333333
CUL5	-0.199875
FRMD1	-0.2155
OR9A4	0.531
SYT6	-1.83125
FOXD4L2	1.15625
ANAPC2	-0.521666666666667
OPN5	1.2585
TAF13	0.262
LYG2	-0.85625
GGNBP1	-0.206
C11orf40	0.112
OTX2	-2.6205
REG4	0.288
EIF5	-0.318875
PALB2	-0.10925
SEPSECS	0.5411
RNASE3	-0.4565
TRIM49	-0.708
POLR2K	1.2439
GPR42	-0.0755
C8B	-3.3165
SASS6	-0.316
PREB	-0.000166666666666667
OR3A3	0.1555
TUBA8	1.305375
IGLV2-14	1.56125
STIL	-1.71775
ANKFN1	-0.659
NME7	0.47775
HOXC12	-0.821
UBE2C	-0.834875
FHOD1	-1.526125
CDK2AP1	0.141083333333333
OR6K2	0.2465
DHPS	-0.4055
RPL5	-0.771
TRGV5	0.853
LOC541472	0.103125
HCCS	0.0712
DENND1B	1.2145
LHX3	0.919
OR5D16	0.3175
CXorf57	0.240666666666667
IRF2BP1	0.7025
NDST2	0.8895
LCE3D	0.9695
BOLL	0.8195
SYT3	-0.2745
PIH1D2	1.09425
C20orf7	0.1565
IL1R2	0.501666666666667
SLAMF9	1.096
PPME1	-1.4045
PIK3CA	0.40575
TRAPPC1	0.043625
COLEC10	-0.72175
SLC9A6	-1.108
PDDC1	0.349333333333333
CCDC53	1.15875
GK3P	-0.56225
DAZL	-1.69725
BRI3	0.193
SDK1	-0.631375
CYP2C18	0.144
IFI44L	4.255625
RPL3L	0.5795
FUT9	-0.2744
KIFC2	0.719
PMP2	-0.834625
SLC4A9	-0.1245
PLAG1	-1.15133333333333
MYCBP2	0.283666666666667
OR4E2	0.285
CCDC65	1.31925
C16orf82	-0.434625
ENTPD4	-0.116625
BRP44L	-0.4395
PMP22CD	0.1475
TMCO4	1.35316666666667
KCNN1	0.130333333333333
WDR35	0.586
CCDC80	2.28125
C3orf31	-0.62
SLC7A9	-0.44175
TMEM190	-1.01475
DBC1	-1.15533333333333
FADS3	-1.2525
PDZD8	0.403666666666667
GRM5	-0.383
AZGP1	3.6456
PEX3	0.784
MED1	0.298571428571429
ATG4C	-0.7315
HNRPH3	-1.135875
FAM109B	1.88125
C4orf17	0.1045
CA10	-0.57875
OPRD1	0.343
CCL16	-1.6995
SACM1L	-0.32925
CST6	4.86
CD63	1.181375
LGI1	-0.40675
ZNF784	-0.3945
CRYBB1	-1.0745
CX3CL1	0.08225
TOP2A	-1.651625
GYPB	-2.74216666666667
GADD45GIP1	-0.0185
FEN1	-1.5005
IGF1R	0.537875
WDR72	-1.2725
PURG	-0.679
DEFB126	0.65925
PKD1L1	1.22925
CAV1	-2.2948
GNPDA2	1.4719
DGAT2	-0.208
NLGN1	-3.4815
STRBP	-0.199875
HPRT1	-0.4865
FANCI	-1.140125
PSMA7	0.12975
DBF4B	-0.931666666666667
TTF1	-0.94625
RAD54L	-2.099
ELOF1	0.99325
PLAGL2	-0.587125
ZNF256	-0.5505
HMGCL	1.2555
MSI2	0.342166666666667
RPESP	-1.05883333333333
C11orf60	0.37625
ABCD1	-0.1175
ACAA1	0.232
SPARCL1	4.92121428571429
IL6ST	0.7519
ZNF319	0.2455
TMEM109	0.3074
FAM90A1	1.10233333333333
IL22RA1	-0.5515
ATP4B	1.0205
TEC	-0.9814
C7orf30	-0.00175
TXNDC2	-0.429166666666667
ABCB4	-0.96925
KIAA1191	1.10475
C9orf38	0.237
SFTPB	0.15
CNTNAP2	2.45716666666667
FRK	1.1305
TBX19	0.02425
CHD4	-0.20275
C6orf26	-3.37416666666667
MOSC2	1.9295
IKBKE	-0.39325
HIF1A	-1.40733333333333
LOC595101	0.539
RELA	-0.0388333333333334
TMEM16B	-0.613166666666667
ABHD12B	-1.25175
TSEN34	1.271
KIF18A	-1.56225
TXNDC9	0.084
SPATA2L	-0.6025
SEMA4G	0.7315
C21orf91	-0.178875
MATN1	-0.902
KCNIP4	-0.0473333333333333
TUSC1	1.244625
OR4C15	0.00925000000000004
ARMCX6	1.37583333333333
WBSCR27	-1.43916666666667
OR52I2	0.2325
KIAA1604	-0.3565
DYNC1I1	-0.4945
PPP4C	-0.1235
SLC47A2	-1.7335
TREH	0.121125
CD48	2.88333333333333
ST14	0.534166666666667
PKN1	-0.37575
SPON2	2.627
XBP1	2.58358333333333
SFRS12	-0.5645
EFCAB6	2.36525
SELT	0.959
SLC39A2	1.254
ERF	-0.823666666666667
ARL3	2.2425
SURF6	-1.0417
MLLT10	-0.63947619047619
FLJ11171	0.250166666666667
TDGF1	-3.934
ERCC6	-0.37375
EIF2AK4	0.034
BAZ1A	-0.567666666666667
LRRN3	0.419
TMC3	0.61
EFTUD1	0.50825
PTPRO	1.04066666666667
CLEC12A	0.794375
ACBD4	0.11475
ZDHHC14	-1.9655
OTUD7B	1.11525
ACTB	0.0399375
MSRA	-0.027625
LCE5A	-1.252
IFI35	1.2485
BSCL2	0.628
ANKRD12	0.244583333333333
CFHR2	0.698
RGAG1	1.05316666666667
HSFY1	0.7015
SLC30A5	0.15375
IMPG1	-0.466
GPR109A	0.00800000000000001
ZNF185	0.6095
IYD	2.775
NPCDR1	1.19
SERPINA13	1.225
HMGCLL1	1.7245
NEUROG1	0.310666666666667
UBQLN1	0.2861875
LIN37	0.407
SOCS2	-1.547625
DSCR4	-1.22625
XKR6	1.04825
GPR142	0.381
KRTAP13-3	0.706
CCDC15	-1.2375
MOS	0.569
CD1E	-0.5485
OFCC1	0.246
FAM83D	-1.33675
