Hybridization REF	TCGA-E2-A15L-01A-11R-A12D-07
PCCA	-0.1875
ALS2CR7	0.422
AQP5	1.98416666666667
YLPM1	0.067375
PRKAR1B	-1.3076
IL16	0.8277
TCF3	-1.164
ZSWIM7	0.801
SERPINE1	1.2034
BAI2	1.843
SMC5	-0.321214285714286
SMN1	-0.113666666666667
SLC13A5	-3.038
POU2F3	1.851
BACH1	-0.0678333333333333
GMCL1L	0.442333333333333
PPP2R2D	0.49725
LRRC51	1.73691666666667
EDARADD	2.0805
LRRC3	-0.363
FAM124B	-0.516
C20orf70	0.744
LOC285735	-2.79333333333333
CTBP2	1.0468
ZMYND11	1.409375
CDH23	0.3965
OR1N1	0.3
LOC400590	-0.2725
PDK1	-1.48375
LMTK3	-0.7465
USHBP1	0.878
ZFYVE21	0.95525
hCG_21078	-0.012125
OAF	-0.78575
WDR41	0.2665
SPINK6	-1.69375
GDEP	0.5955
MEG3	-0.9579
OXSR1	-0.255785714285714
RAD51	-1.205
RPL13A	0.51
DYRK1A	0.3041
FLJ25791	1.13275
SARDH	0.1311
RBBP5	0.0233333333333333
ORC2L	-1.1405
NCAPH2	-0.556833333333333
RNASET2	-0.114
WDR79	-0.454166666666667
FLJ39779	-0.154
C3orf1	0.0245
DDX23	-0.203
MGC40574	0.6405
MORC4	1.656
MYRIP	2.17963636363636
LY6E	-0.364875
SLC39A11	2.2095
ATP12A	-0.379
AUP1	-0.06525
PIP	6.957
CORO7	-0.664
PITPNM3	0.091
ENPP1	2.15283333333333
PPP1R1C	-1.85866666666667
NRBP2	-0.00912499999999997
KCNE2	1.1225
P2RX4	2.39025
CCND2	-1.74778571428571
OR5T3	-0.0635
CUL4A	0.431833333333333
CFB	3.85425
PCP4	-3.69783333333333
HEMGN	-5.472
UBIAD1	-0.1535
CDC42BPB	-0.3087
CYB561D1	0.4475
RIMS2	-1.097125
ZNF488	-1.383
RNMTL1	0.13175
SART3	-0.459
CAPN10	-0.575785714285714
CCR5	1.56866666666667
APOA1BP	0.5485
NDUFS5	-0.72475
PDLIM3	2.1019
VPS24	0.8925
SCN8A	-0.630375
C1orf67	-1.55
MRCL3	1.15983333333333
TMEM145	-0.58625
KCTD16	-0.7158
RNF149	0.87125
FDXR	-0.6715
CDCP1	1.84483333333333
PAX3	-2.3574
LASS4	2.1835
HSD17B8	-0.28325
YAP1	0.690125
NNT	-0.84125
SC5DL	-0.25125
DKFZp566H0824	-1.0255
KSR2	1.15766666666667
RAD21	-0.0988666666666667
ST8SIA2	0.4445
L3MBTL3	0.389875
SNRPB	-1.6835
MGC14425	-0.1965
MIF	-0.134125
TAPT1	0.56575
IRF8	1.3212
PRO0132	2.883
HERV-FRD	-0.24
ACD	-1.3115
BCL3	2.5655
SPATA13	1.54575
MRLC2	0.507125
F2RL3	1.243625
CFHR3	1.0635
DUSP15	0.596666666666667
TMEM46	1.92666666666667
SF3B4	-0.0506666666666667
MAP7D3	-1.17675
STELLAR	0.993
SEMA5A	0.604
H2BFS	-0.525
LRRC28	-1.58133333333333
MORN2	0.659
XYLB	-0.6975
WDR21C	0.97725
HIATL1	-0.437
ADAMTS10	0.853333333333333
WDR55	0.283
MFSD5	0.198666666666667
OR4N2	0.42
DUSP16	1.23194444444444
NLGN4Y	-2.60388888888889
INHBC	-0.132545454545455
NUMA1	1.003
DEFB123	-0.15525
GIPC1	0.086
MGC27348	-0.854
FLJ33590	0.163
FZD1	1.5276
MKL1	0.704333333333333
SAA2	1.72525
C1orf94	-1.9455
C7orf28B	-0.087
TMEM185A	0.59095
ZZZ3	-0.108
C16orf5	-1.21583333333333
GALNAC4S-6ST	1.4365
C1orf186	1.5055
IGFBP4	1.26916666666667
NDUFA10	0.668833333333333
CLIC2	-0.92625
RNF13	-0.087
GPR103	-0.4495
CD69	-4.16575
MYOZ1	0.954
IFNB1	-0.752
CLNS1A	-0.57275
CXorf45	-0.109
ZXDB	1.1235
FUNDC2	0.02275
GPA33	-0.260375
C9orf70	0.365
SLC2A9	0.618875
LOC126520	-0.3245
MAGEB1	-1.888
LCE2A	-0.282
C18orf34	0.0335
FMNL2	0.181625
KRT85	0.41825
CRYGA	0.163
GEM	0.90775
THAP6	0.4758
ALKBH3	-0.591333333333333
TM6SF2	0.6995
C20orf82	3.12825
RANBP2	0.527
LIG3	0.7903
RETSAT	0.754375
OR8S1	0.4855
CAST	0.55175
TGFBI	0.6133
C15orf37	-0.0555
PGM3	0.2725
SLC4A11	-0.674875
FAM123C	0.0476666666666667
TAOK1	0.52675
CISH	1.513375
OGDHL	-4.22925
SPINT2	2.23433333333333
ZNF33A	0.52
CLDN18	-0.4865
RNF128	-0.461375
CCDC71	-0.16975
RASSF6	0.774166666666667
HSPG2	1.3065
ATP6V0E1	1.494375
ABHD6	-0.91275
CD274	-0.1955
GCNT1	0.8435
NT5C1A	-0.105166666666667
TM4SF5	-4.6155
C21orf58	-1.25116666666667
SUCLA2	0.16175
RFTN2	2.37725
SCNM1	-0.0705
SLC9A10	1.059
FUNDC1	0.49975
SLC35F4	-1.9685
AMD1	-1.2105
COL6A6	1.6045
OR4K2	-0.8175
TRIB2	-1.90741666666667
LOC91461	-3.165
GHSR	0.037
ATP8B1	2.378625
C1orf78	3.01566666666667
RNF183	-1.65666666666667
STX4	0.2594
TPPP2	-0.670625
MYBPHL	-2.373
TXNDC6	-0.08
C9orf47	0.8895
FAM137B	-0.5585
FANCB	-1.78225
C11orf9	-2.183
DPY19L1	-1.1605
VDAC2	-0.549833333333333
VHL	-0.50425
LMBR1	0.122625
C8orf44	-0.7455
ZPBP	0.8575
FGF23	-2.41475
C21orf67	0.6905
PCNT	-0.850625
BCKDHB	0.7893
GALNTL5	1.00233333333333
BET1	-0.287625
ARL13A	-0.6385
HDAC6	-0.901
N4BP3	0.924333333333333
OTOP1	0.137833333333333
TTC30A	1.847125
CRISP1	0.3795
KRT32	0.9155
VSTM1	-0.017
ZNF622	0.64625
POLR3B	-0.4044
DNAJC10	0.732875
C12orf54	1.251
ADIPOQ	1.08366666666667
RIT2	-0.70325
CD44	-0.82765
ABCA3	0.76325
RPS17	-0.307
FEZF1	0.272
PCDHB15	-0.6035
KCNMA1	1.34572727272727
CCDC116	-1.4925
C15orf27	-1.871
NARG2	-0.042
ITGA5	0.025
MEFV	0.624
TUT1	-0.464
LOC541473	-0.2285
NMBR	-0.576
GLT1D1	-3.4525
ABCB7	0.032
PFKP	-2.91481818181818
C9orf91	1.8199
LRRC41	0.673
C1orf85	0.412333333333333
ATP5F1	-0.337375
STOX1	-0.705375
GFOD2	0.31825
SLC25A3	-0.202
ZNF646	-0.3598
ZAR1	-2.224
OSTbeta	-3.16225
GALNT3	0.9405
IFT122	0.664833333333333
LDB3	-0.0192
GARNL1	0.195071428571429
HOMEZ	0.3715
LRRC6	3.267
ANGPTL5	-2.29566666666667
UBAC1	-0.6785
DLEU7	-0.853666666666666
RPL19	0.14425
TOP1MT	-0.299833333333333
LOC643641	0.15525
MBD3L2	0.698
NTSR1	0.037
WISP2	-1.706
GPSM2	-0.53775
RDH10	-0.1931
PRKCG	-0.095
HIST1H4J	1.2675
MON1B	-0.0425
MLF1IP	-1.22366666666667
ZNF446	0.905375
COL4A5	0.2691
SLC26A1	0.367857142857143
RGN	-2.5465
CCNB1	-1.0125
C9orf165	-0.133
CCDC28B	-0.35075
CCDC97	0.651
FGR	1.90471428571429
MSRB3	1.2183
EPN2	0.5035
COX15	-0.103666666666667
KCNK6	0.2854
XK	-6.16225
GDA	-4.749125
HEPH	0.54
THRAP3	1.12625
MET	-2.81385714285714
PHYHIP	0.124
LYAR	-1.588
ING3	-0.1265
AK7	-1.92775
CCT8L2	-0.316
COPS7A	0.181833333333333
WSCD1	-0.5485
RNF185	1.31075
TNS3	0.93775
KNDC1	-0.5804
RWDD4A	0.333
MED13L	0.6726
ZFYVE1	0.429375
C7orf44	-0.976666666666667
MRPL1	0.0005
STGC3	-1.50575
TEAD1	-0.4455
RPL7A	0.122071428571429
ARL6IP1	0.0056
C1orf178	-1.009
CTAGE5	0.237416666666667
TMEM184A	0.233
SLC25A14	0.37225
CACNG5	0.212
ATXN10	0.7605
ECH1	0.4283
CCL22	0.214333333333333
CYP2F1	-1.9805
GADL1	1.3915
TMEM19	-0.8034
RUNX3	-0.80125
EFNB1	-0.313166666666667
LIPN	-0.2255
ACSM3	-5.1545
SIGLEC8	1.64416666666667
ASCC3L1	-0.271
NOL8	-0.191125
RELT	-0.689666666666667
Magmas	-0.906
PPP1R15B	0.048
C11orf2	0.21475
VKORC1	-0.650333333333333
MGC26647	0.476
TRPM6	-0.7367
UGT2B7	-2.702
FEV	0.595
FOXK2	-0.6478
PDCD5	-1.027
SLC8A1	1.6231
DGUOK	-0.748
CLDN16	0.216
GAGE1	-2.304
RBM17	-0.2493
C1QTNF3	2.453125
VGLL3	0.2215
UNQ5830	-0.6005
CD1A	-3.41433333333333
SCGB1C1	0.478
SUPT4H1	-0.357125
TRAF5	1.99175
ASAHL	1.163375
FAM73A	1.90766666666667
OR6B1	-0.6285
WHSC1	-0.9923
GFPT2	-0.3075
LOC339809	0.90575
STARD5	-0.0885
SIP1	-0.67475
DNAJC15	0.47575
STAU2	0.37275
FAM98A	0.17875
RAD23B	0.06775
LRRC33	-1.85175
CHRAC1	-1.095
C21orf89	0.78575
C19orf43	-0.13
KLK8	-2.29116666666667
CCNE1	-2.33525
PKDREJ	0.1005
SSU72	-0.44125
C17orf73	0.433
GPR78	1.35
WHSC1L1	0.4106
GSTA2	-2.7415
SMUG1	0.130666666666667
UFM1	0.6459
AP3M2	0.100416666666667
USP14	0.27075
FBXL14	0.342
DSTN	1.41375
SFRS14	-0.5725
FBXO31	-1.01583333333333
C12orf40	-0.187
FRS2	1.24875
NR2E3	0.05875
TUBB2C	-0.656
GMPR	-0.912333333333333
C9orf139	0.2355
ING5	-0.250785714285714
LOC730092	-0.342833333333333
ORM1	-5.14725
RP11-11C5.2	-0.96225
HSPD1	-0.5606
PIWIL3	-0.7155
C5orf13	0.141
OR5R1	1.496
LCOR	0.51875
PLEKHA9	-0.735
CCDC43	-0.50925
ZNF232	-0.152
SLC6A7	1.0265
ADH5	-0.511
SHBG	-0.992833333333333
CROCCL2	-0.1095
PANX3	0.1585
CDIPT	-0.05
SLC16A5	1.527
TUBB	-0.75475
TOR3A	0.2019
PREP	-0.4425
ENTPD8	0.133071428571429
CHMP1B	-0.06125
SYT12	1.0549
MYH6	-2.3466
MAP3K13	1.20583333333333
KLHL30	0.394
LCMT1	-0.189125
EIF1AX	-0.596833333333333
FOXD4L1	0.6835
SLC24A5	-1.2445
RNF166	-0.6442
TJAP1	-0.14675
TMEM156	-0.947333333333333
ZNF239	1.42275
SNX19	0.9894
GKN1	0.17375
FCN1	0.4261
C1QL1	-1.59225
ATP11C	-0.747125
ZNF35	0.8785
CARD8	-0.0465
LIMD1	-0.1925
KIAA0286	-1.478375
XRN2	-0.417333333333333
CD6	-0.705666666666667
TOX3	1.512
ZSCAN4	-0.748166666666667
RSRC1	-0.394
COG1	0.509
PTRF	0.8663
C16orf35	-0.55075
FBXO24	0.174
CHST11	-0.5585
THRB	1.0319
MYBPC1	-0.106
RNF39	1.66483333333333
PSMD11	-0.802
ALAD	1.02416666666667
EN1	2.0695
SLC9A9	-0.35025
GSTM4	1.1159
CDC42BPA	-0.133684210526316
RCSD1	-1.375
LUC7L2	-0.2852
SPTBN1	0.3293
LOC146167	0.029
BAT5	0.862
ZNF452	-1.3315
LSM4	-0.54025
SRP72	-0.0475
SGK269	0.333583333333333
MTX1	0.50025
CENTA1	0.1745
UNQ9433	0.0175
ATR	-0.273666666666667
DDX49	0.0813333333333333
PAQR8	-1.63766666666667
C14orf174	1.23125
GBGT1	-0.08375
THAP1	0.184
OR10K1	1.765
RASIP1	-1.581
DPYD	-0.0128
DOHH	-0.27725
C18orf45	1.814
POF1B	-0.7689
ZNF552	3.78925
USP32	-0.98025
MED27	-0.636
C14orf149	-0.564333333333333
PRDX4	-1.58366666666667
ABHD12	0.804
AGT	-4.624
SLC22A14	-0.42375
C1orf58	0.39775
PILRA	-0.32525
ABCF2	-0.683375
C17orf85	0.1691
TKTL1	-0.175333333333333
FGF1	3.5953
IL6R	0.542166666666667
VPS25	0.05025
CHRNB2	0.911875
COL7A1	-1.3997
LRRC48	4.353
SPG20	0.902083333333333
COX10	0.36375
GCA	-0.68525
ECEL1	-1.56633333333333
GLG1	-0.209666666666667
SRD5A2L2	0.374
MUTYH	-1.226375
ZNF70	-0.16525
L2HGDH	-0.367
GPATCH2	1.50875
ZNF655	-0.405
ZNF227	0.164
MCOLN2	-1.36016666666667
NQO2	-0.34525
KCNQ5	0.4075
NEU1	0.566166666666667
QRICH1	0.016
ZBTB20	1.0275
RPUSD3	-0.18825
EPGN	-1.42816666666667
TSN	0.0188333333333333
SPRY2	-2.4105
LZTFL1	0.818625
GMFB	0.109
PBEF1	-0.2194
HBG2	-4.61933333333333
TMEM8	-0.3505
PALM2-AKAP2	-0.603666666666667
NFYA	0.49625
FAM108A1	0.388875
PBLD	1.398875
NRG4	-2.58525
PIGF	-0.074
PTGER1	-0.37125
NOS2A	2.05116666666667
C21orf34	-0.0176666666666667
C21orf51	0.121666666666667
IL17C	-0.1605
TRMT6	-0.743833333333333
ETV2	0.209666666666667
CCDC109A	-0.0955
MYLK2	-1.823
ATP10A	2.0579
DPH4	0.22625
C5orf5	-0.225666666666667
KCNA4	0.1765
NMNAT2	-1.21883333333333
GLYATL2	3.7885
LSMD1	0.4515
IL23R	-2.19475
NRF1	0.13
MUC15	-1.92583333333333
PRDM12	-1.5565
PAQR4	0.0595714285714286
RBBP6	-1.283125
IFI27	2.2985
SKAP2	-0.505
TAGAP	0.494875
TJP3	2.174
C9orf61	-1.783
IDS	-0.0969285714285714
PARG	0.081
LOC131149	-0.908
DYRK4	0.449333333333333
MICALL1	-0.57775
GALR2	-0.8975
GPBP1L1	0.390875
TBX21	1.398
KCNJ6	-0.4178
GGN	0.50625
CASP5	0.117166666666667
RNF182	-4.6255
BRD4	0.258
DOK4	-0.9995
SLC46A2	0.6045
SOX9	0.374083333333333
ZNRD1	-0.6075
PRR6	-1.718
FAU	-0.46175
DTNB	1.4675
CARD9	-0.44725
STS-1	-0.667666666666667
SLC4A5	0.009
NSBP1	-0.33025
UGCGL2	-0.43125
POTE15	0.857
NOXA1	0.9105
RP13-347D8.3	4.38
SAMD10	-1.13666666666667
EP400NL	-1.79525
TCF21	-0.61925
AMELX	-0.542
JPH2	1.1388
SLA	2.4685
DLST	-1.40866666666667
SEPT12	0.614
RGS20	-4.281
LXN	-0.017
ZNF419	0.477875
UPK3B	-0.0801666666666667
RELL1	1.132
ESPNL	0.092
KLHL21	-0.47725
PI15	-0.361
C2orf61	-0.6425
LOC407835	-0.452166666666667
RER1	0.28425
ELAVL2	-0.488
MGC26718	1.1755
KLF2	2.45
TNFAIP8L3	2.696
TFE3	0.42975
C11orf17	0.02925
15E1.2	-1.727
SNRPC	-0.988
DLGAP1	0.43825
PGLYRP1	0.022875
OVCH2	-0.2985
IRF7	1.6492
SET	-0.6953
NAB2	-0.739333333333333
LRP5L	0.8045
FAM120A	0.9515625
ASCL2	0.144666666666667
SHH	0.1235
ATP5H	-0.143
THPO	0.898
TYRP1	-3.42116666666667
HIST1H3E	0.3735
EIF2S1	-0.240444444444444
TNFRSF17	-0.885833333333333
TARSL2	0.41325
NKX2-8	1.0355
C1orf115	1.587875
LOC56964	0.6255
KIAA0841	-0.851
ISCU	0.715
TTMA	-0.3095
ZNF414	0.3925
LOC441150	0.75625
RAB15	0.5455
HBP1	1.54433333333333
TNNT2	-2.17116666666667
CECR5	-0.64725
PHGDH	-1.422375
JRK	-0.0616
XPO4	-0.671625
FAM131C	1.128
ARHGAP25	0.660833333333333
CA9	-3.45222222222222
GPR62	0.0466666666666667
TLX1	0.3805
GPS1	-0.2015
OR2M2	-0.465
BDP1	0.709571428571429
FAM70B	0.747
RPS29	-0.418666666666667
MKLN1	-0.4901
TSPAN19	-3.42575
SLC29A3	1.2101
LGALS4	-0.155666666666667
USH2A	0.9508
NF1	0.115333333333333
APOBEC3A	0.3336
IMPAD1	0.554833333333333
OLR1	2.71616666666667
NRAP	-0.3345
HCFC1R1	0.2165
TAOK2	-0.0926666666666666
MCM10	-2.30933333333333
MAP4K3	0.019
CBS	-2.507125
CLK3	-0.6543
PCDHGA5	0.258
ELF4	-0.2745
FAM71A	-0.81825
C11orf49	0.22725
CLIP2	-0.79675
BTBD9	0.8998
ZNF524	1.41025
KDELR1	0.3565
ZNF509	0.402
NCSTN	1.3105
ZNF533	-0.626714285714286
PARP4	-0.474
GALNT9	-0.223833333333333
NPY	-2.88225
BEGAIN	-2.94333333333333
TMEM77	0.8855
FOXRED1	-0.543833333333333
SLC16A2	1.69866666666667
SLC35B1	-0.6715
GK5	-0.0468333333333333
SDCCAG10	0.0545
C4orf20	0.60775
SLC9A2	-1.23
ADD1	0.412857142857143
TAL2	-0.894833333333333
ACLY	0.10925
DNAJC1	1.3695
SOST	-1.06533333333333
USP43	0.245
CYP4F12	-1.924
FKBP5	1.857375
CHCHD5	0.3923
NUDT22	0.10925
CCDC85B	-1.0875
OR51G2	0.3375
STRN3	0.639642857142857
TMOD2	0.97475
FLI1	-0.419
MAB21L2	-1.23183333333333
DGKQ	0.409
VPRBP	0.219666666666667
SCNN1B	-0.656444444444444
ECHDC3	-1.0686
TMEM106C	-0.0345
CSNK2A2	-1.2785
RPL39	-0.5512
HERC3	0.7178
ZBTB47	0.848
ZNF681	0.144
PAGE2	-3.0065
CLIC5	1.89685714285714
RABAC1	0.99225
ZFHX2	0.62875
YPEL1	0.801333333333333
KIAA0776	1.056
NR1D2	-0.82125
DNAJC4	0.725375
NPNT	4.0745
ZNF677	-0.533
ZNF536	-0.763666666666667
MEF2B	0.205083333333333
PTPN4	-0.5335
CTCFL	-4.737
STX5	0.5275
CD72	1.6685
VEGFA	-0.837736842105263
XRCC1	-0.0113
MAS1L	0.305
ELL	0.2454
SETBP1	1.9415
CDH11	3.764
NDC80	-1.68330769230769
DMBX1	-3.298
NRSN1	0.720666666666667
BAT2D1	-0.039375
CDS2	0.323333333333333
C1orf212	-0.228333333333333
SENP3	-0.6575
IL1F9	-0.7615
EEF2K	0.31575
COG8	0.1545
CEP72	-0.5245
OR1L8	0.8045
MUS81	-0.34575
PHYH	0.374875
GGT6	1.77566666666667
C22orf23	-0.598583333333333
C13orf33	1.523
MAPK8IP2	1.5545
NELL2	0.8215
POU3F2	-3.74266666666667
ALPK1	1.76975
MRPS18C	-0.63075
RPLP2	-0.406625
FGF22	0.1765
SPNS1	-0.642833333333333
ZFP1	-0.62675
IL1RAPL1	-1.2125
PCSK9	-4.36833333333333
NKX2-1	-0.445461538461538
C6orf189	-0.53525
SP4	-1.5475
SLC11A1	2.5059
C21orf25	0.837666666666667
ICAM2	-0.0243749999999999
SH3GL1	-0.103666666666667
GSK3B	-0.1565
RALB	0.49
PDXP	-1.65033333333333
GNGT1	-3.098
KIR2DL1	0.4255
TNFAIP3	0.156833333333333
C6orf32	-0.7016
CBLN2	1.345
PANK3	1.540625
TAAR9	0.695
WDR82	0.245857142857143
APOM	-3.458375
TRIP10	-0.24875
SPATA16	0.180166666666667
C1orf135	-1.78225
USP51	-0.38975
TESK1	0.98775
C11orf64	-0.421875
ZNF611	-0.252
PDE6G	-0.603666666666667
HLA-DQA1	3.956625
GCLC	0.5625
SEC61A1	0.0771428571428572
TWSG1	0.565416666666667
ZMYND10	3.4685
CTDP1	0.26275
ADAMTS6	0.803666666666667
SLIT1	-1.62
KRT86	-1.431
KIAA0574	-0.07525
GTPBP2	-0.5772
PQLC3	-0.172
PRRX2	0.261166666666667
C15orf44	0.0858333333333333
MKKS	-0.729625
C11orf10	-0.52725
GPR110	0.894857142857143
CD109	-0.998166666666667
ADCY1	-0.4065
RHBG	-3.58775
TP53I3	-0.179
SLC22A3	-1.4541
UCP2	1.017
FOXG1	-1.966
OR2AG1	0.0905
TRIM24	-1.37175
PROC	-3.14025
TAAR6	0.6945
AMTN	-3.037
C10orf47	0.295333333333333
DEPDC1	-1.68025
FLJ45557	7.75475
ZDHHC17	-0.3698125
KIAA1429	-0.0211666666666667
KCNH1	1.05025
VNN3	2.16775
PSMAL	2.84475
PPARD	0.056625
HFM1	-0.408
YBX1	-1.90766666666667
ZNF695	-2.028
SCTR	0.1212
DCDC1	0.5415
VPS26B	0.5922
MTF2	-0.8805
ATP6V1F	-0.28375
CCDC94	-0.23825
PERF15	-0.139
CCL11	1.11
LMO7	0.402375
DCST1	0.365
ADRBK1	-0.2495
CDRT4	0.410875
ZNF84	-0.2205
HOXD8	1.101
STARD8	-0.0571666666666667
FOXP2	-1.11728571428571
CCDC103	-0.27025
POLR3A	-0.5489
GSC	2.3045
ZNF114	-3.34883333333333
HTR7P	0.113
LALBA	1.308
RMND5A	0.0158333333333333
PSCD2	1.2445
ZNF409	0.0605
KRTAP1-3	-0.0141666666666667
MAF1	-0.50075
LOC201725	-1.03333333333333
NRN1	-1.310375
SPAG5	-1.83433333333333
DNAH7	3.057
FLJ43860	0.02
BRCA2	-0.591
ACADM	-0.20875
CXXC6	-3.891375
RAGE	-0.881
CHMP2A	0.87675
FAM8A1	0.6198
GPR21	0.687
SLC12A3	-3.113
FVT1	0.588285714285714
ZDHHC7	-0.021875
FLJ44048	0.6085
SLC44A3	2.983
SDSL	1.06916666666667
MMP8	-1.1965
PLA2G12B	-3.4478
ACY1	-0.24975
MT1E	-0.496666666666667
OR4K15	0.596
TECTB	-0.6085
GPR20	-0.524625
IRAK2	-0.4635
RFPL3	-0.332375
MYO9A	-0.2765
NARG1L	-0.579
BLMH	-0.0515
CCDC3	2.46216666666667
C9orf21	-0.598
KIAA0513	0.3245
MIER2	0.216
PNMA2	-1.90708333333333
SH3BP2	0.6256
ANXA10	-1.39525
RTN2	-0.29
TFB1M	-1.1515
PRPH2	1.9865
C14orf133	0.4945
GOLGB1	1.47075
IRX4	-0.371625
NFKBIL1	0.393166666666667
C10orf62	-0.68575
APBB3	-0.0345
RPS10	0.1293
LOC728378	1.61675
TLE3	1.10172222222222
PSMB7	-0.93875
MESDC1	0.469
SLC6A1	2.02366666666667
OCLN	1.893
PTTG3	-2.26566666666667
NAGLU	0.172
SERTAD4	2.35025
SPRY1	1.275
FLJ10781	-0.454
MYSM1	0.3145
TRIM4	1.04157142857143
SH3YL1	1.369625
TREM2	4.143
SERPINI1	0.9645
HDHD3	0.481125
TMEM38A	-0.54175
EID2B	-0.9525
TDRD3	0.627833333333333
SEDLP	0.40875
THSD7A	0.9855
NDST3	-2.83166666666667
KLHL15	-0.35375
DHRS12	2.037
FBXO9	0.0133571428571429
TNPO1	0.146583333333333
MRPL13	-1.1745
SNX5	-1.6565
METTL6	-0.136
SOD1	-0.0595
CHML	-1.35516666666667
PACS1	1.08575
SIRT5	-0.4716
CAPN2	0.780666666666667
FXYD5	-0.639833333333333
TWISTNB	-0.788125
LRFN1	0.568166666666667
UBE1L	1.41225
UBE1C	0.39925
OR51B2	-0.5335
OR4D11	1.2525
C15orf2	-0.6525
NR4A1	0.3475
LOC339047	-1.911
TRIM17	-1.19142857142857
ATP5G3	-0.541357142857143
RPL15	-0.13125
ADAMTS8	-1.1175
HOXC4	-0.0835
C14orf37	2.8525
CEACAM5	-0.212125
MYT1L	-0.5305
RASA2	-0.144
OSBPL7	-0.0995
STAG1	-0.055
GIMAP4	4.01416666666667
FUT3	-1.0545
PIF1	-2.966875
LPIN2	-0.0127
SH3PX3	0.564
PDP2	-1.51725
PAPD1	-0.803
ERP27	2.635
APOOL	0.0347
DIABLO	-0.04975
TRHR	0.546571428571428
ARMC9	0.8965
RNF152	2.39125
SLITRK3	-0.322833333333333
ZNF211	0.6962
PFDN1	-0.208125
RGS11	0.77425
HS6ST1	0.4935
AKR1D1	-0.45075
TNP2	0.358166666666667
STK31	0.619333333333333
EML4	-1.53041666666667
SGTA	-0.505333333333333
HIST1H2BI	-0.293
PSMD6	-1.48466666666667
KIAA1257	3.1665
C18orf55	-0.398333333333333
FLJ20273	3.11
RPL28	-0.71
EPYC	0.834625
NOX3	-1.3345
ELAC1	-1.05916666666667
METT11D1	-0.67275
BIN2	-0.422166666666667
NACA2	0.07975
CCDC17	-0.995
HM13	-0.4073
UBOX5	-0.489625
UBE2O	-0.717875
UBL5	-0.093
APOLD1	1.530375
C9orf31	0.35325
TNFSF8	0.00850000000000001
ARHGAP29	0.78825
PROKR2	0.23
PDE5A	-0.686
C6orf12	-1.9065
TOM1L1	1.301
WHDC1	0.464375
FOXI1	0.950166666666667
RAB4A	0.525
TMEM39B	-0.8285
ATPBD1C	-0.35875
FARSA	-0.627
PLEKHG5	0.2595
CMAS	-0.782166666666667
OR7E24	-0.606
SLC30A1	0.71425
CDC42EP5	1.46833333333333
PLAC1	-3.0455
KLHL18	-0.159916666666667
LBA1	0.6382
TAZ	-0.9
CRIP2	1.535375
BTBD11	-1.47083333333333
C16orf72	0.43425
DIO2	0.5429
LRRCC1	0.519833333333333
CCDC136	-2.907
PRX	0.5105
RBM5	0.2544
TMEM85	-0.011125
TUBGCP4	-0.369
APLN	1.993875
CDK7	0.867833333333333
SSR2	1.02283333333333
CRELD1	0.8815
C19orf46	1.864
GAL3ST4	0.426333333333333
KBTBD10	1.35925
IL28A	0.14775
WDR27	-0.0545
MCM2	-1.237
SOX14	1.186
FLJ39743	-0.335
KIAA0922	0.589625
HIPK4	0.35
FLJ25758	0.2195
C16orf57	-0.916
PDZD2	2.918625
MCC	2.860875
HHLA3	0.0079
ID2	0.03425
C20orf23	2.163
ZNF688	0.36475
APOC2	-1.05233333333333
LOC440093	0.4085
FAM50B	1.953
PWP1	-0.557
DNAH10	-0.177
HIST1H2BA	0.85525
GPR56	0.176833333333333
METAP2	-0.535375
PAN3	0.658166666666667
STXBP4	-0.148625
PDHX	-0.104
MTA1	0.01925
ZBED4	-0.061875
ZNF720	-0.194
CDK2	-1.557375
RHOJ	0.971
CDC37	-0.1165
ZER1	0.610625
GRK4	0.35725
PRPH	-0.9495
POLR2A	0.548125
OGFOD1	-1.412
NOL5A	-1.54325
PHEX	0.141
FLJ16478	-0.06275
C20orf117	-1.22775
CAMTA2	0.83475
C11orf74	0.468333333333333
DDX17	0.626083333333333
C5orf27	-0.0573749999999999
PLEKHA2	-1.7789
PDE4DIP	0.00650000000000002
SCN7A	0.087
ZNF559	-0.177666666666667
CXCL10	3.41125
ZMYM4	0.0298333333333333
STK32B	2.7136
KIAA0888	-1.1491
TACR3	0.376
CKAP2L	-0.167
KIF1A	-1.2285
RSPRY1	0.40925
VCAN	2.293
CYP27C1	0.479
SYDE1	-0.864666666666667
MED12L	-0.86825
ZDHHC21	1.232625
NHS	1.4145
TM9SF3	1.23133333333333
DDHD1	-0.775625
MAFG	-0.62075
BICD2	0.2691
C14orf119	-0.6185
C14orf43	0.555642857142857
CDH7	0.447
ALKBH5	-0.00128571428571428
JUP	1.40575
TMEM41A	0.0305
MAMDC4	-1.02266666666667
CBX3	-0.04975
LRRC18	-0.45475
RBMXL2	-0.169
PLA2G4D	0.281666666666667
FGF13	-0.255125
KIF3A	0.402166666666667
PDIA6	-0.841
DCXR	0.88825
CASKIN2	-0.144666666666667
EHD1	-0.316333333333333
MARCKSL1	1.03466666666667
ZNF496	-0.269666666666667
SCAF1	0.121833333333333
KCTD8	-1.45675
TRAF3IP3	-0.297
LSR	0.85
CXorf1	1.06383333333333
C14orf112	0.290833333333333
EIF2B1	-0.159
OMP	0.179
GSTZ1	0.7085
LOC92017	0.86625
ISLR2	0.296
C12orf36	-0.0925
GATA2	-0.965833333333333
GABRA5	-2.6875
