Hybridization REF	TCGA-C8-A1HL-01A-11R-A137-07
KIAA0984	0.84575
RPAP2	-0.89225
ASB5	-0.4265
BOLA3	-0.921833333333333
MIA3	1.50183333333333
KRT35	0.4005
KIR3DL3	-0.393
MRPL51	-0.30275
SEMA3F	2.622
NDUFB2	0.326333333333333
LOC253012	-0.09725
FAM46C	-0.7542
G6PC	-3.036625
CSAG3A	-4.56183333333333
PREX1	0.9385
SLC25A45	0.6195
MAPKBP1	0.3766
CPE	0.8835
GNB1	-0.02075
CXCR6	2.4685
TRIM46	1.35775
C16orf3	0.284833333333333
HPSE	1.128625
TIGD3	1.8875
SPG3A	2.4595
LCAT	-0.471333333333333
ST6GAL1	-2.46322222222222
POMC	0.313
FLJ36031	-0.3625
NSMAF	-0.786
SKIL	1.817
ADSS	0.0715
HMGCS1	-1.6781
POLR3F	-0.453166666666667
RAB10	0.32
ZNF277P	-1.107125
ZBTB7B	0.969875
DHRS1	0.500125
ABCC13	-0.4545
CNOT3	0.55725
NFKBIA	0.87825
GAK	0.528333333333333
SFT2D2	2.093
HOXA6	-0.073
CRTC1	-0.00125000000000001
LY6D	-0.598833333333333
C20orf72	-1.36416666666667
CPT1A	1.66025
LMO1	-1.7275
EIF3I	0.30725
PRB4	0.164
MCM3APAS	-1.14075
C20orf132	-0.5372
FOXF2	-2.53325
S100A12	-0.64075
MLH1	-0.871833333333333
ACTN1	1.2504
MRPL36	0.0945
C20orf106	-0.20625
FBXO6	1.49566666666667
MKS1	1.854
CX3CR1	-3.030125
PDE1B	1.4415
PLP1	-4.094
KISS1	0.439666666666667
C14orf2	0.272666666666667
TBC1D3P2	-0.78125
COMMD6	0.8291
ANKRD7	-1.79575
PTCHD1	-2.6955
NARS2	-1.85825
DOCK7	-1.38
FAM127B	0.298875
LOC390243	0.302
N6AMT2	1.3265
ZNF391	-1.308
DNAJB14	-0.65
WRB	-0.615625
BPI	-0.0913333333333333
TTC4	-0.533166666666667
FAM10A5	-0.199
GOT1L1	-0.0319
MAGED1	0.520375
RESP18	0.469
WFDC6	-0.1445
MT2A	-0.859
C11orf56	0.58625
KIAA1432	0.3695
ROR1	-1.641625
HSD17B14	2.84583333333333
ZFAND2B	0.635
SAMD4B	0.42975
HEXA	0.620125
HNRNPU	0.469136363636364
USP39	0.051625
NRD1	-0.28075
R3HDML	0.095
FLT4	1.97466666666667
OMG	-0.0983333333333333
OR52N4	0.988
LOC399818	-0.6075
ELA2	-2.048
VENTXP1	-0.3765
RFC5	-0.7955
OR52L1	0.5945
PAX5	0.2735
FBXO2	0.42425
GMEB1	0.2065
AKT3	-1.42816666666667
CRB1	-2.2648
CTTN	0.757333333333333
UTP15	-0.480833333333333
HSBP1	0.614666666666667
PHF11	1.32775
NDEL1	1.0075
USP8	-0.66825
BAIAP2	0.988375
SI	0.4368
ARSJ	-1.166
BAAT	-2.626
KCNS3	1.94633333333333
LOC126147	-0.403166666666667
TMEM37	0.31525
C1orf162	2.97733333333333
MBD1	0.1447
ITGAL	1.0835
WDR73	0.335833333333333
GKN2	0.828166666666667
ARFGAP1	-0.299125
SLC5A8	-1.20833333333333
ZBTB40	-0.3364
CYP4B1	1.02683333333333
LYPLAL1	-0.27
CHST3	-0.1935
MAP3K9	0.122
BTAF1	-1.577
TFAP2E	0.4155
RBM35B	1.6085
LOC441251	-0.266333333333333
ANKRD25	-0.195944444444444
UQCRC2	-0.5755
MAEA	0.0666666666666667
HYAL1	-1.222
RNPEPL1	1.706
CPSF2	-0.13875
PSD3	-1.1898
ABCA13	-0.82825
AGR2	3.759375
GBX1	-1.2005
HDLBP	0.732357142857143
ACY3	-0.93875
HECW1	-0.806333333333333
ZNF519	-0.56775
HOPX	3.48857142857143
ZNF304	0.758125
OR12D3	0.00600000000000001
FKSG43	0.6685
METTL1	0.202625
MFSD3	-0.1631
PSPH	-0.3515
CLCA3	-0.876
DARS2	-0.0765
CDC25A	-0.584333333333333
BAIAP2L1	-0.8105
B3GNT5	-0.55825
USP29	0.28375
ARHGEF10L	1.5166
ATOX1	0.137625
ADAM30	0.30175
DNASE1	2.4185
STT3A	0.493166666666667
RAB6IP1	0.1135
PTN	0.778
C1orf106	0.267384615384615
HECA	1.17275
RNF122	0.417
SLC22A18AS	0.748666666666667
GNG8	0.121166666666667
ELP4	-0.135
FAM65A	0.408666666666667
RPL10A	-0.622
IRS4	-2.1815
MACF1	-0.3683
SEC24D	0.57375
LOC374395	-0.05475
TGFB2	-1.52775
MDFIC	0.471
CHRNE	0.509333333333333
PCMTD2	-0.439166666666667
ATP6V0D1	0.6325
MTA2	1.02175
LZTR1	-0.5795
RAP1A	-0.704
AXIN1	0.42025
POLR1C	0.09825
TRIO	-0.41425
PLXNA4A	0.27675
C5orf33	-1.045
DEPDC1B	-1.730625
ZNF473	-0.264166666666667
MTM1	0.27
GPR107	0.284333333333333
CSNK1A1L	-0.441666666666667
FLJ14154	0.9915
NLRC4	4.4665
ENPP4	1.58133333333333
PADI3	-0.0945
RNF170	-1.1795
CG018	-0.560333333333333
C16orf7	1.084
KCNE1	1.58825
NRM	0.0343333333333333
SLC37A3	-0.200571428571429
TPD52L2	0.210333333333333
UNC5B	1.03975
C12orf12	-0.8166
SDHB	-0.95025
CLRN1	0.696625
NUDT10	-1.54616666666667
UGT3A1	0.307375
FBXW8	0.97575
RHOF	0.262
PTPLAD1	-0.209
MYO3B	-1.77733333333333
DERA	-0.506
TPP2	-0.276
C19orf53	0.151166666666667
GINS3	-0.271125
ST6GALNAC5	-0.138
CHSY1	-0.13575
MGC15705	0.0995
GPR83	0.2295
EXT2	0.168375
DOLK	1.47075
TUBAL3	-0.799
ACVRL1	2.845
ABL2	-0.188666666666667
C14orf156	0.3625
PTPRZ1	-3.990375
DIP2C	-0.228875
LAMP1	1.560125
RXRA	-0.3248
MAP3K5	0.184
ALKBH1	0.385166666666667
PDLIM7	0.26925
ARL14	-1.18
SNIP1	-0.416833333333333
TIMP3	1.45175
RGS3	1.404
SPAG16	2.6447
ABHD4	0.93425
ARHGEF12	0.267833333333333
GLUD2	-0.8455
RAC2	-0.3993
UAP1L1	0.3845
SLC18A3	-0.917
YOD1	-1.18066666666667
RALY	0.8525
HMOX2	1.03825
DGKH	-1.04425
DBNDD2	2.5895
YIPF4	0.312875
THAP10	-0.75475
ZNF513	1.805
HAGHL	1.40683333333333
ITGB4	1.8195
CCDC141	-1.591
YTHDF3	-0.888
C5orf28	0.2745
RPL7L1	0.045375
TMEM30B	1.5395
ANKRD35	2.1875
DUOXA2	-0.00750000000000001
TBC1D5	-0.444375
DFNB59	-0.253
HRH4	0.29375
MYO6	1.3266
DNAJA4	3.6265
RBM24	-0.901
CEACAM20	0.68025
RBM23	0.209214285714286
NGFB	0.6035
C1orf63	-0.2607
KRTAP7-1	-0.9515
PERLD1	3.3165
NPB	0.347
C17orf59	0.7122
HSPBAP1	0.24025
SLC15A4	-0.487875
PRTFDC1	-1.0635
OSMR	-1.344
CYSLTR2	-0.193
C19orf25	0.4573
KIAA1797	-1.308
NLRP6	-0.095
FAM105B	0.216
SCRN2	-0.176
LRRC58	-1.6784
RNF17	0.547375
NEIL3	-1.323
FAM137A	-2.41825
SKP2	-3.07375
PARVA	1.22566666666667
PKLR	-1.798
RNF34	0.120625
A3GALT2	0.38475
C12orf50	-0.155166666666667
SUNC1	-1.21175
FAM102B	-1.19733333333333
CCT2	-1.2455
LRRC37A2	-0.918
ARF4	0.5755
SIKE	-0.821125
C8orf48	0.318
MBTPS1	1.044
GPSN2	0.296
NCF2	3.2545
SLC12A6	0.5005
MRPL48	-0.9465
HMGN3	-0.596333333333333
LRRC62	-0.78375
PAX9	0.680125
FAM55A	-0.527
C20orf42	-3.97633333333333
SCML2	-2.75216666666667
BCL9	0.11425
FAM40A	-0.17425
C9orf41	-1.31166666666667
ZNF774	-0.394
LETM1	-1.554
PLXNB1	1.18916666666667
NIPSNAP1	-0.421
USP10	-1.12175
F9	1.51875
LIPE	0.795
CNGB3	-0.423
C12orf52	0.45825
PI4K2A	0.72025
MED8	0.2285
STAT4	0.345444444444444
FGD4	0.2615
RNF145	-2.46616666666667
WDR32	-0.2799
CLDN2	-0.375666666666667
TCEAL8	0.899
ZMYND8	0.3253
PDXK	-0.085875
GATAD2A	0.28925
PTGES3	-0.8315
CCM2	0.35825
TAP1	1.3175
ZNF670	-1.20075
ETS2	0.134461538461538
C6orf166	-0.244833333333333
PRMT2	0.863785714285714
OR4B1	0.7555
INTS8	-0.391
CCDC102A	1.63825
CCDC83	-1.22683333333333
ITGA1	0.767
EPHA5	-2.5042
FAM24B	0.00966666666666667
TSGA10	1.90925
HAL	-2.59
MYOT	0.1835
SPACA3	-0.178
BCL2L2	-0.105666666666667
CUGBP2	-0.493833333333333
CCNB3	-1.02125
RNF113B	0.64725
MERTK	0.43625
BAG1	0.3855
VPS36	0.5055
ORMDL3	2.7336
C1orf190	-0.20625
ZNF625	-0.67375
CORO2B	-1.82675
ALOX15	-1.1665
CST1	2.8605
NUPR1	1.212
CCL7	2.0585
SMCR5	-2.3295
DSC2	2.61
RBMS2	0.63625
GRIK4	0.2075
TRIM65	0.204
TMPRSS6	0.385857142857143
TP53INP2	1.72125
GLB1L	0.494333333333333
LOC388284	0.0221666666666667
PUS1	-0.184571428571429
BCL9L	0.136
OLFM1	-0.789545454545455
RET	3.604875
MASTL	-1.42933333333333
ALX3	0.14575
IL1RL1	-0.675333333333333
ZNF765	-0.9338
C14orf138	-0.11225
SNX10	-1.27966666666667
TAC4	-0.2045
C1orf64	3.6225
POGK	0.89375
MAPK9	0.33375
ZNF366	4.9645
C8orf79	0.3776
CLDN7	2.76425
OR5AT1	0.403
TRIM37	-0.8015
LRRC25	3.53925
GRHL2	3.1457
TEKT3	-0.51
LASS5	-0.0055
ABCC4	-2.317
DLG3	1.52625
VGLL1	-0.0815
ZFP36L2	0.6845
MFRP	0.492833333333333
KIAA1799	-0.81575
FLJ44379	-1.4125
PCNX	0.246
ANXA9	1.35
CYP4V2	0.1566
PIK3C2A	-0.25675
SRR	-0.559
NOL3	0.49575
IFITM2	0.36
ARNTL2	-1.53525
ZNF595	1.3325
NLRP13	0.282
ASPH	-2.3805
CPA2	-1.543
PVRIG	-1.5225
LEPR	-0.658
C16orf42	0.495
SH3BGRL	1.03325
FAM77D	-0.927
FNDC7	0.799
C9orf6	0.545666666666667
NOTCH2NL	0.0806666666666667
PGBD1	-1.51683333333333
SYNGR2	2.302
PITPNA	-0.56475
PRPF4B	-1.2078
SLC43A3	-1.12921428571429
NRBP1	1.071
SLC25A22	0.62875
ILK	0.8085
SLC22A8	0.516166666666667
MRPS7	-0.096125
PITX2	-1.971
FABP3	0.913875
OR1L1	0.8225
LOC728215	0.163375
BLID	-2.5435
KIAA1217	2.35111764705882
TFPT	1.38825
AP4B1	-0.82775
VBP1	-1.45925
OR1K1	0.5105
MORC3	-0.095
BHMT2	-0.9295
C3orf10	0.418375
FZD7	-0.0635
WFDC10A	0.255
PMS2CL	-0.17425
CCDC32	1.48133333333333
FA2H	1.96675
ALG13	0.006
TTLL7	0.7489
SPOCK3	-0.702
SLC13A2	0.9945
AIM1	-0.6845
GPRC6A	0.0395
EGR2	3.825
MED11	0.62175
WWC1	0.26225
SH3GL3	-4.68275
RIF1	-1.43442857142857
PRLH	0.9115
VLDLR	-2.7285
DBT	0.080125
C21orf63	0.4135
CGGBP1	-0.308875
KRTAP12-2	-0.43
TADA3L	0.696125
ZBTB16	0.32675
PDGFB	2.54675
RFX1	0.596375
UQCRB	-0.6153
LOC133874	-0.17
HPS3	-3.17775
LGALS3BP	2.064
DKFZP564O0823	3.24042857142857
MRFAP1L1	0.081
HOXA10	-1.14683333333333
NGB	-0.2925
KIF21A	-0.521538461538462
IFLTD1	2.047
LZTS1	0.437875
ARHGEF3	1.74575
RHBDL3	-0.283
CSNK1G2	0.32075
ChGn	-0.549375
KIAA1244	2.73833333333333
GABRB2	0.19
MGC72080	-0.827
CD27	2.5635
EGLN1	-1.6524
PEX13	1.11475
RWDD3	-0.78575
RNF12	-1.42216666666667
GRIN2B	-0.497
ADAMTS14	-0.035125
DYDC2	1.65983333333333
ATP6AP1	1.182
NR1H2	0.830833333333333
PDK2	-0.0955
C3orf17	-0.148833333333333
SLC38A2	-1.16057142857143
SLC25A29	1.3975
C15orf29	0.44175
ADAM9	-1.01633333333333
TMUB2	0.32275
GPR176	-0.27475
AGK	-0.827375
MCCD1	3.51675
NDUFA4	-0.31775
TMEM146	0.8545
DUSP1	1.269875
UNQ6975	-1.4795
EMX2OS	4.71175
INSM2	1.07925
LUZP4	-1.07975
SETD6	-1.38975
P2RY2	1.712
SLC45A2	-2.605
RABGAP1	0.3215
UBXD5	1.0385
GPRC5A	2.0342
PAK3	0.0805
LOC63920	0.20775
TGFBR1	-0.5163
KRTAP6-3	0.15775
SFMBT2	-0.25575
CDC42	0.149375
C11orf35	1.886
TTLL2	-0.09075
UACA	1.19691666666667
CD97	-1.7282
SETD5	0.168125
NINJ2	-0.1125
PTER	-0.216833333333333
POMGNT1	0.3515
KRTAP4-2	-0.343
ECGF1	3.057125
HRB	0.369090909090909
ATP1B2	0.1823
LOC400506	0.4465
COL4A3BP	0.5815
C6orf97	2.54525
GRHPR	0.3315
TAS2R1	-3.311
SEMA7A	-0.0675
EDF1	0.99475
ODF2L	-0.00760000000000001
PCID2	-0.551833333333333
GTF2H4	0.163
ZCCHC3	-0.106625
CGB2	0.593666666666667
NEUROD1	0.33375
C20orf75	-0.4705
RP5-1054A22.3	2.538
IFNA5	0.045
ZNF134	0.4345
MGC119295	-0.5439
ZSWIM6	-0.038875
SMEK1	0.1605
PCGF2	1.4085
C1orf102	1.74275
CYP2A13	2.65
KCNH6	-1.1836
MDM1	0.3617
ALDH7A1	-0.355166666666667
C9orf75	1.30775
VDAC3	-0.569375
OR51T1	0.75
EIF3F	-0.499
KCNJ10	-0.529875
LENG8	0.3135
EDEM2	0.23075
CCNJL	-0.456166666666667
DHX37	0.117
CRYGN	1.1875
AATF	0.30225
ZNF630	2.25625
E2F5	-1.3635
WFDC13	-0.907
FTSJ3	-0.737166666666667
C4orf33	0.1125
LHFPL4	-2.98975
C19orf56	-0.866666666666667
SMAD4	-0.301125
AFM	-0.760166666666667
G0S2	-1.16325
FCHSD2	-0.1866
RRP1B	-0.9296
EEF1B2	-0.856166666666667
STAT6	1.12433333333333
ZNF195	-0.519
GNL1	-0.680166666666667
ZNRF2	0.550333333333333
PER3	-0.532875
ASB16	0.62675
C10orf10	1.20714285714286
ADCY8	-3.034
C9orf58	1.5135
ARMC10	-0.160333333333333
PSG1	-3.5205
DHX34	0.1405
VARS2	-0.1405
NFIC	0.1045
ITPR2	0.15625
AGXT2	0.245166666666667
OR6K3	0.7625
H2AFZ	0.5055
MLLT3	-1.29108333333333
COX4I2	3.893
CCNT2	-0.320875
PLK4	-0.919375
NUMBL	0.364666666666667
MED16	0.773
PLEKHQ1	1.51825
GOSR1	0.217111111111111
BTG4	-0.31525
RPL30	-0.342666666666667
IGSF5	-0.7415
IGFL2	-0.431333333333333
ELMOD2	0.6685
SHC3	-2.18066666666667
HAVCR1	-0.642
DYNC2H1	-1.09525
RNF5	0.149666666666667
C2orf7	0.86825
NLF1	1.5275
KLHL25	1.613
LRP10	0.5787
KRI1	-0.642
PUS7L	-0.243166666666667
MGMT	2.143
HOXD1	1.37966666666667
CSH1	0.3293
ATG16L2	-1.0345
FLJ44635	1.102
CHODL	-0.80075
EXOSC8	-1.17225
SLC28A1	-0.2365
MYO7B	-0.450833333333333
SEH1L	-0.6024
MTNR1A	0.000833333333333279
TSPAN5	-0.780166666666667
CDC45L	-2.3745
AMIGO1	-0.579
ATAD3A	-0.5235
OSGIN2	-0.152166666666667
PDIK1L	-0.0358333333333333
DARC	2.565625
PIPSL	0.8195
SHMT1	-0.5965
CRISP3	-0.2095
POPDC2	2.90733333333333
ZRANB2	-1.4705
FBXL8	0.777
TRIP13	-0.742454545454545
EIF5AL1	-0.806
POU5F1P3	-4.643
IL6	-2.1095
CXorf38	-0.0393333333333333
IFNA16	0.0385
FBXL2	1.13
BRD1	0.45375
STATH	0.3565
FBXO44	0.2705
MCCC2	0.44275
CDC2	-0.6418
C5orf23	-2.174
IVD	0.6985
C10orf122	-0.79
MSL3L1	0.1718
MVP	1.62925
EPOR	-0.2102
ZMYM1	-0.321333333333333
BCL7C	1.1035
PSTPIP2	-0.0961
LYPD1	-1.074875
OR8G5	1.987
ZP3	-0.098
BCAS4	1.923
EDG6	1.27575
ISY1	-0.572
PRAMEF2	-1.54175
CUL1	-0.281125
RNF213	0.476
CCRK	0.512
DHX9	0.089
C13orf29	-0.432
NCKAP1	0.787833333333333
MRPL43	1.22971428571429
XPR1	0.14575
PKN2	-0.6449
PODNL1	0.7085
ZNF333	-0.18025
DALRD3	1.382
OPN1SW	0.138
BTBD6	1.1465
C11orf82	-2.2345
OR5P3	0.825
DUSP11	0.11975
L1CAM	-1.81
NEK11	1.60883333333333
OR7E91P	0.523
CNTN3	2.1498
CREB3L2	-0.63625
ZBTB37	-0.4745
KIAA1324L	1.5425
NDUFB10	0.392166666666667
NUDT2	0.33975
GTPBP8	-0.538
CACNA1D	2.07375
PRKAA2	0.7305
PRDM8	0.458
MGC16075	-1.58783333333333
KRT14	-0.895428571428572
PP8961	0.404125
MRPL18	0.49825
ABCG2	-1.41625
PACRG	0.91225
BBS2	-0.13525
KREMEN2	0.088
FBXO21	0.8825
HNRPUL1	0.338666666666667
GRB10	-0.658
CLSTN1	1.15225
LMAN2	0.8901
C17orf61	-0.1645
NIPSNAP3A	0.4095
INSIG2	-1.76333333333333
PCDHB7	0.382166666666667
STXBP2	1.095625
CMAH	0.911333333333333
SEMA5B	0.6825
ZNF155	0.344666666666667
COQ6	0.0608333333333334
PRPF4	-0.51025
TSPAN15	2.5392
VN1R5	0.70175
LATS2	0.0255
SELK	0.85325
PGK2	0.78675
MS4A1	-1.8295
TYW3	-1.541
KRTAP5-1	1.571
RCCD1	-0.269333333333333
BTN1A1	0.77775
DDX28	0.21675
TMEM65	-0.637
LOC92345	-0.0625
TTC31	0.5855
WDR46	-0.535833333333333
CHP2	-2.02033333333333
LSP1	0.4715
ZNF542	-0.061
EXOSC1	1.0575
ARHGAP18	0.368166666666667
LRRTM4	-1.19125
MAOB	-1.20975
CACNB4	0.9935
MGC33846	-0.3655
RANBP3L	-0.658285714285714
ATP5L	-0.745
ONECUT1	-3.74
NUDT9	0.373
TMEM149	0.547
STX17	0.98825
IGSF10	-3.676
TMPRSS9	-0.0425
BMPR2	0.621583333333333
ALLC	-0.06075
KLF7	1.286875
GCC1	0.2774
TIMM9	-0.44075
CDO1	-0.0245
MGC10701	-0.89
IFI6	1.87166666666667
FRMD8	0.5725
MGAT2	-0.3605
WBP5	-0.036
CNIH2	1.1435
KIAA0907	-0.6106
KCNH8	-0.9225
CTSG	-2.32
GRIK1	-0.941833333333333
CUL5	-0.057125
FRMD1	0.6655
OR9A4	-0.3945
SYT6	-1.829625
FOXD4L2	2.13675
ANAPC2	1.12083333333333
OPN5	-0.228
TAF13	-0.169
LYG2	-0.73125
GGNBP1	-1.5965
C11orf40	0.633
OTX2	-1.442
REG4	0.0374
EIF5	-1.032375
PALB2	-0.52175
SEPSECS	-0.722
RNASE3	-0.13525
TRIM49	-2.297
POLR2K	0.0347
GPR42	1.0235
C8B	-3.6725
SASS6	0.30125
PREB	0.6935
OR3A3	0.911
TUBA8	0.04925
IGLV2-14	-1.60375
STIL	-0.44075
ANKFN1	-1.38133333333333
NME7	-1.25025
HOXC12	-2.57325
UBE2C	0.344125
FHOD1	0.30575
CDK2AP1	1.37
OR6K2	-0.0902500000000001
DHPS	0.181
RPL5	-0.554083333333333
TRGV5	1.433
LOC541472	0.128625
HCCS	-0.7298
DENND1B	0.662
LHX3	-0.585
OR5D16	0.8265
CXorf57	-3.17733333333333
IRF2BP1	1.20375
NDST2	0.706333333333333
LCE3D	0.2695
BOLL	0.27775
SYT3	-1.23775
PIH1D2	-0.562
C20orf7	-0.539833333333333
IL1R2	-1.617
SLAMF9	0.741
PPME1	-0.8935
PIK3CA	-0.26175
TRAPPC1	0.670375
COLEC10	-1.71625
SLC9A6	-1.37683333333333
PDDC1	0.116833333333333
CCDC53	0.7515
GK3P	-0.6785
DAZL	-1.70925
BRI3	-0.14025
SDK1	-1.43675
CYP2C18	1.84725
IFI44L	2.375875
RPL3L	0.775
FUT9	-2.2568
KIFC2	0.4345
PMP2	-1.041125
SLC4A9	-0.5425
PLAG1	-2.1925
MYCBP2	-0.221833333333333
OR4E2	-0.467
CCDC65	1.2235
C16orf82	-0.194285714285714
ENTPD4	-0.530125
BRP44L	-0.44975
PMP22CD	0.23225
TMCO4	2.03283333333333
KCNN1	-1.06133333333333
WDR35	0.13475
CCDC80	1.504625
C3orf31	-0.5535
SLC7A9	-0.663
TMEM190	-1.5045
DBC1	-1.53183333333333
FADS3	-0.766166666666667
PDZD8	0.256166666666667
GRM5	0.1005
AZGP1	4.1526
PEX3	-1.076
MED1	1.19021428571429
ATG4C	-1.57766666666667
HNRPH3	-0.94025
FAM109B	3.03325
C4orf17	0.73
CA10	-1.849
OPRD1	0.579
CCL16	-1.78475
SACM1L	-0.72025
CST6	4.7235
CD63	1.554625
LGI1	-3.429
ZNF784	0.63425
CRYBB1	0.2955
CX3CL1	0.15355
TOP2A	0.801875
GYPB	-3.67466666666667
GADD45GIP1	-0.78475
FEN1	-1.273875
IGF1R	1.3895625
WDR72	-2.92433333333333
PURG	-1.519
DEFB126	0.247666666666667
PKD1L1	1.453
CAV1	-1.4058
GNPDA2	0.2466
DGAT2	-1.803625
NLGN1	-5.09325
STRBP	0.581875
HPRT1	-1.11516666666667
FANCI	0.018875
PSMA7	0.067375
DBF4B	-0.670666666666667
TTF1	0.11425
RAD54L	-1.20825
ELOF1	-0.20025
PLAGL2	-0.96425
ZNF256	-0.0205
HMGCL	0.66375
MSI2	0.374
RPESP	-2.7235
C11orf60	-0.22025
ABCD1	0.735
ACAA1	1.4005
SPARCL1	4.9975
IL6ST	-0.6085
ZNF319	0.6385
TMEM109	-0.3277
FAM90A1	-2.49
IL22RA1	-1.128
ATP4B	0.505
TEC	-0.610166666666667
C7orf30	-1.33075
TXNDC2	-1.46166666666667
ABCB4	-0.2185
KIAA1191	0.3875
C9orf38	0.308
SFTPB	-1.019625
CNTNAP2	4.103
FRK	1.9635
TBX19	0.2665
CHD4	0.6265
C6orf26	-2.4515
MOSC2	2.37575
IKBKE	2.16625
HIF1A	-1.8885
LOC595101	-1.1065
RELA	0.811666666666667
TMEM16B	-1.24633333333333
ABHD12B	2.46525
TSEN34	0.31425
KIF18A	-1.25325
TXNDC9	-0.341
SPATA2L	0.7335
SEMA4G	-1.5055
C21orf91	-1.661
MATN1	-0.2565
KCNIP4	0.241833333333333
TUSC1	1.322125
OR4C15	0.40225
ARMCX6	0.0115833333333333
WBSCR27	-0.107166666666667
OR52I2	-0.743
KIAA1604	-0.26025
DYNC1I1	-0.7315
PPP4C	0.87475
SLC47A2	-2.64166666666667
TREH	-0.1855
CD48	1.12983333333333
ST14	2.0265
PKN1	0.3705
SPON2	1.9445
XBP1	1.306
SFRS12	-0.418333333333333
EFCAB6	2.05675
SELT	-0.3305
SLC39A2	-0.1615
ERF	-0.012
ARL3	0.674375
SURF6	-0.4078
MLLT10	-1.92114285714286
FLJ11171	-0.670166666666667
TDGF1	-4.12933333333333
ERCC6	-0.009
EIF2AK4	-0.350125
BAZ1A	0.605666666666667
LRRN3	-0.454666666666667
TMC3	-1.195
EFTUD1	0.1075
PTPRO	0.964833333333333
CLEC12A	1.120625
ACBD4	-0.272125
ZDHHC14	-0.93375
OTUD7B	1.37
ACTB	1.216375
MSRA	0.160875
LCE5A	-0.003
IFI35	0.4675
BSCL2	0.556333333333333
ANKRD12	-0.172333333333333
CFHR2	1.6775
RGAG1	-1.49716666666667
HSFY1	0.381
SLC30A5	-0.0419166666666666
IMPG1	0.82
GPR109A	0.777
ZNF185	0.5635
IYD	4.24375
NPCDR1	-0.195
SERPINA13	0.545
HMGCLL1	-2.59825
NEUROG1	0.6305
UBQLN1	0.1621875
LIN37	0.38425
SOCS2	-1.791625
DSCR4	2.48925
XKR6	-1.82225
GPR142	0.7155
KRTAP13-3	1.7
CCDC15	-1.43983333333333
MOS	0.636
CD1E	-1.8645
OFCC1	-0.0181666666666667
FAM83D	-2.35075
SRFBP1	-0.64375
C9orf96	0.213
DHDH	0.45475
CCDC90A	0.7485
RABL3	-0.12025
CD320	-1.46066666666667
ANGEL2	0.0821666666666667
MRPL21	1.1535
SMG6	0.663333333333333
INSR	1.4129375
FLJ14816	-0.032
GLRB	0.190833333333333
C9orf89	1.52475
CIZ1	0.273375
URG4	0.603666666666667
LRDD	-0.0295
CBY1	1.12866666666667
NFX1	-0.453
MTERFD2	0.649142857142857
C19orf23	0.733
PGC	-1.55825
IER3IP1	1.2017
RASAL2	1.37808333333333
C1orf89	0.42225
SYNJ1	-0.27225
NFKBIE	0.60125
FLJ40125	-0.986333333333333
TCEB2	0.3711
NOG	-2.138
POLR2J2	0.0685
HLA-B	1.585
PCDHA1	-0.219
PPP2R2B	-1.2175
ARHGEF17	0.730833333333333
TCF7L2	0.213
CHD5	-0.941166666666667
ZNF431	-1.438625
TBC1D25	0.8435
ZNF800	-1.53825
SCUBE2	-0.913636363636364
MYCBP	-0.186333333333333
GPX5	0.7815
C6orf129	0.556166666666667
QSER1	-0.613166666666667
ULK2	0.792
PIGO	-0.488333333333333
NRCAM	-2.43214285714286
SLC35E3	-0.675875
CSRP2	-1.8635
HYPE	0.87975
MAPK15	0.320833333333333
MGC14327	-0.08225
TIMM13	-0.274666666666667
ZNF462	-1.98925
GBA3	-0.39275
TEX13A	1.1375
MCM6	-0.668666666666667
MTRF1	-0.59775
ABCA7	1.31275
EIF4A2	-1.02575
ZC3H10	1.1001
RPGR	0.648833333333333
C20orf94	-0.73325
RP1L1	0.8925
GPR125	-0.95
USP22	-0.362
OR1L4	-0.58725
MLZE	1.4135
FLJ32065	0.83225
PTCD1	0.06575
CRTAC1	-0.409666666666667
BXDC2	-1.5805
C18orf1	2.408
FAM107A	1.60785714285714
EFNA3	-0.78725
P18SRP	-0.8179
CAMKK2	1.02675
KIAA0649	0.00750000000000001
NES	-0.0261666666666667
HS6ST3	-0.25
PON2	-0.5445
TCP11L2	-0.09575
CLEC4A	1.7925
PRR12	0.621
MLXIPL	-1.1568
C2orf50	1.606
ZNF28	1.31375
ENC1	0.702
MAP2K1	-0.097875
FKSG2	1.8595
KIAA0430	0.30525
PTP4A1	-1.56255555555556
GPR156	0.687
GTF3C6	0.74225
UBR2	0.0766
LOC388272	-1.52625
MAK	-0.2115
ACOT4	3.53475
STC2	-3.147
PIGW	-0.554125
SAE1	-0.25675
COL6A1	0.940818181818182
OAZ1	-0.406666666666667
STMN4	0.869833333333333
EDG3	0.784666666666667
SGCE	-1.29566666666667
IL11	-2.11633333333333
PRSS8	3.243375
YIPF5	-0.58925
WNT4	0.780125
CSN2	0.7085
TCF7	-3.2635
TDO2	3.732
SAMD9	-0.5295625
S100A7A	-0.598
MMRN1	3.4966
GKAP1	0.57525
AKR1C3	-1.80475
RNF19A	-0.977875
GMDS	-0.17175
YKT6	-0.238625
SPARC	1.8098
C12orf31	-0.01625
UBE2V2	-1.366
FBXL18	-0.583666666666667
KIAA0460	1.48675
ADAM22	-0.618875
SERPINC1	-4.51925
KCTD21	1.32525
MYOHD1	-0.0285
ZNF37A	-1.08366666666667
GTF3C1	0.625666666666667
CTSZ	2.1715
PRNPIP	-0.444625
DRD1IP	3.568
NR1I2	-3.32816666666667
ZNF266	-0.4037
