Hybridization REF	TCGA-AR-A1AN-01A-11R-A12P-07
SOX8	-0.326
KIAA0195	0.243666666666667
MICALCL	1.85816666666667
ICAM1	0.231875
C10orf126	1.839
SIX4	0.398625
BCL2L1	0.0108
CD19	-0.596333333333333
RAPGEF3	2.61216666666667
KIAA0974	0.6295
MAPK3	0.359333333333333
OR10A3	-3.3045
MAP2K1IP1	1.4895
STK4	-0.754777777777778
CHIC2	0.2386
DLX5	-1.0495
ZNF367	-3.30166666666667
FBXO41	-0.93125
ADK	-0.862125
hCG_1995786	-0.427166666666667
GTPBP10	-0.491625
TGOLN2	0.243125
CTBS	-0.3095
FGD1	-0.07175
ETS1	0.0583333333333334
EDC4	-0.098625
GSTA3	-0.42175
HOXB6	2.381
C9orf131	-0.70725
BCAS1	-0.57575
U2AF1L4	0.682
PDHA2	0.7532
SORD	-0.623
SLC25A33	-0.7
WDHD1	-2.8805
OR8K5	1.56
RNASE11	-0.41
STAP2	0.669
TRIM44	-0.8186
CHCHD8	-0.90425
SIDT2	0.942333333333333
OR2B3	0.6565
TRRAP	-0.7405
TRAF1	-0.203166666666667
RYR2	-2.76025
FAM71B	-0.0936
SLC45A4	1.03025
TRIM32	-0.5355
ATP6V1G1	0.4265
TRA16	0.097375
SERHL2	1.2005
PRKY	-0.790833333333333
NPR2	0.3665
TAS2R40	0.3405
OR5I1	0.851
ZFYVE26	-0.198333333333333
WFDC11	0.3155
CSH2	-0.17525
OR2T8	1.19575
TBX20	1.276
LYPD5	2.27183333333333
STOML2	-0.279
ALPI	-0.072875
FAT3	-0.6765
ZNF273	-0.8511875
NPSR1	-0.6395
FLAD1	0.885333333333333
RAB5C	-0.057625
TTLL3	-1.20025
KIAA1618	-1.537
NPPC	1.098
ZEB2	0.9089
MRP63	-0.08225
WSCD2	-0.49125
NEUROD4	0.6075
SNAPAP	1.225
MTMR2	-1.26258823529412
STK35	-0.6345
USP48	-0.751875
NR1H4	-4.22775
RASL10A	0.8525
SSTR1	-2.48375
C1orf35	-0.05525
APOBEC3C	-0.65075
RUSC2	0.784166666666667
SALL4	-4.38525
ZCCHC8	-0.86325
RAD17	-0.182875
ZNF708	-0.637
LILRB5	2.254
TEX12	0.113
C9orf79	-0.05175
ARHGEF1	0.379333333333333
ABCA4	0.434166666666667
RNF214	-0.9085
PPAPDC2	0.38825
ARID4A	0.0085
SYCP2	1.34875
OPRM1	0.847666666666667
RP13-102H20.1	0.913
CYP26B1	0.134666666666667
APCDD1	1.7965
PCCA	-0.226
ALS2CR7	0.2745
AQP5	1.4815
YLPM1	-0.511125
PRKAR1B	-0.7164
IL16	1.216
TCF3	-0.885
ZSWIM7	0.08725
SERPINE1	0.9121
BAI2	0.916
SMC5	-0.844357142857143
SMN1	-0.323
SLC13A5	-3.43685714285714
POU2F3	1.29825
BACH1	-0.135166666666667
GMCL1L	-0.7052
PPP2R2D	0.514875
LRRC51	0.8895
EDARADD	1.102
LRRC3	-1.0195
FAM124B	1.0515
C20orf70	0.8045
LOC285735	-0.437
CTBP2	1.8557
ZMYND11	1.01025
CDH23	1.91675
OR1N1	0.3455
LOC400590	-0.31625
PDK1	-2.24675
LMTK3	0.078
USHBP1	1.3100625
ZFYVE21	0.7165
hCG_21078	0.261125
OAF	0.5045
WDR41	-1.338
SPINK6	-0.93225
GDEP	-0.4025
MEG3	-1.0819
OXSR1	-1.08271428571429
RAD51	-2.733
RPL13A	0.209
DYRK1A	0.399
FLJ25791	2.2195
SARDH	0.4589
RBBP5	-0.907333333333333
ORC2L	-1.722
NCAPH2	0.0545
RNASET2	0.142666666666667
WDR79	-0.350166666666667
FLJ39779	-0.03325
C3orf1	0.1415
DDX23	-0.1995
MGC40574	-0.042
MORC4	0.691
MYRIP	3.19145454545454
LY6E	0.44975
SLC39A11	0.969
ATP12A	-0.5275
AUP1	0.413
PIP	6.2145
CORO7	0.175
PITPNM3	1.414
ENPP1	0.2995
PPP1R1C	-2.32866666666667
NRBP2	-0.235875
KCNE2	0.367
P2RX4	1.9825
CCND2	-1.97242857142857
OR5T3	-1.516
CUL4A	-0.221
CFB	3.761625
PCP4	-4.10116666666667
HEMGN	-6.768
UBIAD1	-0.2215
CDC42BPB	-0.6894
CYB561D1	0.387
RIMS2	-1.908
ZNF488	-0.89825
RNMTL1	-0.2235
SART3	-0.4694
CAPN10	-0.583142857142857
CCR5	4.07666666666667
APOA1BP	0.242833333333333
NDUFS5	-0.2275
PDLIM3	2.8289
VPS24	1.2455
SCN8A	-1.62425
C1orf67	-1.36
MRCL3	1.91283333333333
TMEM145	-1.46175
KCTD16	0.1685
RNF149	0.4415
FDXR	-0.626
CDCP1	1.068
PAX3	-2.5005
LASS4	2.188
HSD17B8	0.13225
YAP1	0.324375
NNT	-1.58975
SC5DL	0.604375
DKFZp566H0824	-1.048
KSR2	0.492666666666667
RAD21	-0.198666666666667
ST8SIA2	0.56675
L3MBTL3	0.76525
SNRPB	-1.8365
MGC14425	0.34925
MIF	-0.34525
TAPT1	1.4125
IRF8	2.1145
PRO0132	0.5755
HERV-FRD	-1.4685
ACD	-1.18683333333333
BCL3	1.798
SPATA13	-0.94275
MRLC2	1.32375
F2RL3	0.5275
CFHR3	2.685
DUSP15	0.406333333333333
TMEM46	1.86683333333333
SF3B4	0.01
MAP7D3	-1.751
STELLAR	-1.3225
SEMA5A	1.2966
H2BFS	-1.325
LRRC28	-0.395833333333333
MORN2	1.0525
XYLB	-1.131375
WDR21C	-0.3015
HIATL1	-0.297375
ADAMTS10	0.743833333333333
WDR55	-0.163
MFSD5	0.732666666666667
OR4N2	0.0195
DUSP16	1.0915
NLGN4Y	-1.92844444444444
INHBC	-0.110727272727273
NUMA1	1.7925
DEFB123	0.214
GIPC1	0.60925
MGC27348	-0.6205
FLJ33590	0.2505
FZD1	1.3111
MKL1	0.769833333333333
SAA2	3.30875
C1orf94	-2.9745
C7orf28B	-0.6275
TMEM185A	0.53565
ZZZ3	-0.1515
C16orf5	-0.366333333333333
GALNAC4S-6ST	0.6525
C1orf186	2.9465
IGFBP4	2.04283333333333
NDUFA10	1.15366666666667
CLIC2	0.84275
RNF13	0.332
GPR103	-2.04875
CD69	-0.7805
MYOZ1	1.55375
IFNB1	-0.456
CLNS1A	-0.285
CXorf45	-0.38725
ZXDB	0.5245
FUNDC2	1.677
GPA33	-0.809125
C9orf70	-0.4355
SLC2A9	0.2455
LOC126520	-0.4805
MAGEB1	-0.7775
LCE2A	-0.229
C18orf34	3.2975
FMNL2	-1.128625
KRT85	0.344
CRYGA	0.4825
GEM	2.0515
THAP6	-0.4422
ALKBH3	0.363166666666667
TM6SF2	-0.39575
C20orf82	3.77775
RANBP2	-0.140666666666667
LIG3	0.1177
RETSAT	0.937875
OR8S1	0.233
CAST	-0.96575
TGFBI	-0.6927
C15orf37	-0.147714285714286
PGM3	-0.64
SLC4A11	-0.966428571428572
FAM123C	0.659166666666667
TAOK1	0.24575
CISH	2.471
OGDHL	-4.2105
SPINT2	1.9605
ZNF33A	-0.2085
CLDN18	0.429333333333333
RNF128	-1.235375
CCDC71	-0.83875
RASSF6	2.30716666666667
HSPG2	1.2225
ATP6V0E1	1.517375
ABHD6	-0.54225
CD274	0.5025
GCNT1	1.091
NT5C1A	-0.217333333333333
TM4SF5	-4.40075
C21orf58	-2.12366666666667
SUCLA2	-0.0945
RFTN2	2.088
SCNM1	0.025
SLC9A10	-0.175
FUNDC1	1.27925
SLC35F4	-2.546
AMD1	-0.9005
COL6A6	6.08925
OR4K2	0.074
TRIB2	-0.86675
LOC91461	-0.5305
GHSR	0.6685
ATP8B1	0.815125
C1orf78	2.9485
RNF183	4.26316666666667
STX4	0.9907
TPPP2	-0.642
MYBPHL	-2.1775
TXNDC6	-0.0726
C9orf47	-1.0575
FAM137B	-1.5
FANCB	-3.26425
C11orf9	-2.41175
DPY19L1	-1.341375
VDAC2	-0.6925
VHL	-1.56275
LMBR1	-0.2475
C8orf44	-0.506
ZPBP	-0.68925
FGF23	-1.4315
C21orf67	-0.184
PCNT	-1.84775
BCKDHB	0.6103
GALNTL5	-0.495666666666667
BET1	-0.095
ARL13A	-0.496
HDAC6	-0.63175
N4BP3	0.8192
OTOP1	-0.6246
TTC30A	1.1155
CRISP1	null
KRT32	2.412
VSTM1	-0.928
ZNF622	-0.415
POLR3B	-0.3
DNAJC10	-0.133875
C12orf54	2.907
ADIPOQ	3.39533333333333
RIT2	0.3355
CD44	0.2391
ABCA3	1.870375
RPS17	-0.56075
FEZF1	-0.213
PCDHB15	-0.823
KCNMA1	-1.02786363636364
CCDC116	-3.0775
C15orf27	-3.8245
NARG2	-0.732875
ITGA5	-0.470125
MEFV	0.5795
TUT1	-0.10975
LOC541473	-0.105
NMBR	1.809
GLT1D1	-2.772
ABCB7	-0.729
PFKP	-2.557
C9orf91	0.6812
LRRC41	0.6565
C1orf85	0.276666666666667
ATP5F1	0.104625
STOX1	1.28725
GFOD2	0.3765
SLC25A3	-0.250625
ZNF646	-0.1236
ZAR1	-0.6625
OSTbeta	-3.102
GALNT3	1.29225
IFT122	0.488833333333333
LDB3	-0.0684444444444446
GARNL1	0.0964615384615384
HOMEZ	0.0275
LRRC6	3.4445
ANGPTL5	-0.64525
UBAC1	-0.8065
DLEU7	-1.35425
RPL19	0.495125
TOP1MT	-0.401166666666667
LOC643641	0.601
MBD3L2	0.032
NTSR1	0.0358333333333333
WISP2	-1.97575
GPSM2	-1.913875
RDH10	0.0454999999999999
PRKCG	-0.771
HIST1H4J	0.061
MON1B	-0.2914
MLF1IP	-1.36883333333333
ZNF446	0.60725
COL4A5	-0.158
SLC26A1	-0.147214285714286
RGN	-1.5855
CCNB1	-2.79975
C9orf165	0.25275
CCDC28B	-0.22825
CCDC97	0.73775
FGR	1.70375
MSRB3	0.8405
EPN2	0.72725
COX15	-1.015
KCNK6	0.0271
XK	-4.18375
GDA	-5.34842857142857
HEPH	-0.395375
THRAP3	-0.114625
MET	-1.14357142857143
PHYHIP	1.4515
LYAR	-1.40366666666667
ING3	0.36375
AK7	-1.52025
CCT8L2	-0.314857142857143
COPS7A	0.523166666666667
WSCD1	-0.69075
RNF185	1.77025
TNS3	0.0165
KNDC1	-1.9615
RWDD4A	0.927333333333333
MED13L	0.4453
ZFYVE1	-0.0705
C7orf44	-1.16833333333333
MRPL1	-0.34
STGC3	-1.10475
TEAD1	-1.53916666666667
RPL7A	-0.025
ARL6IP1	0.0617
C1orf178	-0.137
CTAGE5	-0.16475
TMEM184A	-0.660666666666667
SLC25A14	0.24575
CACNG5	0.26475
ATXN10	0.678
ECH1	1.3796
CCL22	-0.024
CYP2F1	-2.339
GADL1	-0.494
TMEM19	-0.447
RUNX3	0.2845
EFNB1	0.0616666666666667
LIPN	0.448
ACSM3	-4.3485
SIGLEC8	0.8665
ASCC3L1	0.121
NOL8	-0.598375
RELT	-0.687
Magmas	-1.02675
PPP1R15B	0.318
C11orf2	0.588
VKORC1	-0.209333333333333
MGC26647	0.1165
TRPM6	2.00355555555556
UGT2B7	-5.11033333333333
FEV	-0.307
FOXK2	-0.2088
PDCD5	-1.39133333333333
SLC8A1	1.4059
DGUOK	-0.837833333333333
CLDN16	1.1005
GAGE1	-1.6305
RBM17	0.0975
C1QTNF3	1.081125
VGLL3	0.268666666666667
UNQ5830	-1.1185
CD1A	-3.24383333333333
SCGB1C1	-1.5565
SUPT4H1	-0.624125
TRAF5	1.09275
ASAHL	-0.02075
FAM73A	0.828
OR6B1	0.7395
WHSC1	-1.89215
GFPT2	0.2535
LOC339809	0.352
STARD5	1.331
SIP1	-0.77125
DNAJC15	-0.971
STAU2	-0.047
FAM98A	-0.652375
RAD23B	0.08525
LRRC33	-0.935
CHRAC1	-1.25725
C21orf89	0.0455
C19orf43	-0.103666666666667
KLK8	1.82633333333333
CCNE1	-2.547
PKDREJ	1.2855
SSU72	-0.25525
C17orf73	0.355
GPR78	0.7435
WHSC1L1	-0.1219
GSTA2	-0.44875
SMUG1	-0.219333333333333
UFM1	0.5394
AP3M2	-0.261666666666667
USP14	-0.3945
FBXL14	0.344833333333333
DSTN	0.711
SFRS14	-1.0805
FBXO31	-0.525166666666667
C12orf40	-0.399
FRS2	0.65975
NR2E3	0.43
TUBB2C	0.39725
GMPR	-1.04133333333333
C9orf139	-0.064
ING5	0.0395
LOC730092	0.089
ORM1	-5.46125
RP11-11C5.2	-1.231
HSPD1	-1.5682
PIWIL3	-0.617
C5orf13	-0.3249
OR5R1	0.834
LCOR	0.680875
PLEKHA9	-0.6195
CCDC43	-0.67325
ZNF232	-0.20975
SLC6A7	-0.198
ADH5	-0.338666666666667
SHBG	-0.818166666666667
CROCCL2	-1.164
PANX3	-0.359
CDIPT	1.5545
SLC16A5	1.15125
TUBB	-0.3183125
TOR3A	0.3854
PREP	-0.423833333333333
ENTPD8	0.523857142857143
CHMP1B	0.286
SYT12	0.7927
MYH6	-2.2791
MAP3K13	0.984
KLHL30	0.092
LCMT1	1.02125
EIF1AX	-0.00433333333333333
FOXD4L1	-0.2215
SLC24A5	-1.521
RNF166	-0.1078
TJAP1	0.181
TMEM156	0.419666666666667
ZNF239	0.74375
SNX19	0.303
GKN1	-0.891333333333333
FCN1	2.5761
C1QL1	-1.50175
ATP11C	-0.16425
ZNF35	0.817
CARD8	0.18475
LIMD1	-1.11133333333333
KIAA0286	-1.434375
XRN2	-0.724
CD6	0.111833333333333
TOX3	1.53075
ZSCAN4	-1.2838
RSRC1	-1.074125
COG1	0.48375
PTRF	0.7356
C16orf35	0.43675
FBXO24	-0.2955
CHST11	-0.99125
THRB	0.4602
MYBPC1	2.8885
RNF39	2.128
PSMD11	-1.3495
ALAD	0.459
EN1	0.58925
SLC9A9	0.1975
GSTM4	1.5536
CDC42BPA	-1.12168421052632
RCSD1	-0.34175
LUC7L2	-0.3352
SPTBN1	0.337
LOC146167	0.5585
BAT5	0.8757
ZNF452	-0.504
LSM4	-0.472125
SRP72	-0.7234
SGK269	0.0284166666666667
MTX1	1.16275
CENTA1	0.71175
UNQ9433	-1.355
ATR	-0.625416666666667
DDX49	-0.208833333333333
PAQR8	-1.21533333333333
C14orf174	-0.11725
GBGT1	0.45975
THAP1	0.25
OR10K1	0.362
RASIP1	-0.262833333333333
DPYD	0.1497
DOHH	0.70075
C18orf45	1.65475
POF1B	0.4624
ZNF552	3.33025
USP32	-1.28
MED27	-0.140166666666667
C14orf149	-0.515833333333333
PRDX4	-1.32266666666667
ABHD12	0.2643
AGT	-3.1165
SLC22A14	-1.18925
C1orf58	0.56125
PILRA	0.14775
ABCF2	-0.596
C17orf85	-0.34
TKTL1	-0.3695
FGF1	1.43
IL6R	0.517166666666667
VPS25	-0.024
CHRNB2	0.282375
COL7A1	-2.1178
LRRC48	3.7795
SPG20	0.649333333333333
COX10	0.23475
GCA	1.504
ECEL1	1.68183333333333
GLG1	-0.613333333333333
SRD5A2L2	-0.977666666666667
MUTYH	-0.92675
ZNF70	-0.89425
L2HGDH	-1.78675
GPATCH2	1.743
ZNF655	-0.094625
ZNF227	-0.4335
MCOLN2	0.166833333333333
NQO2	0.4645
KCNQ5	-0.069
NEU1	-0.021
QRICH1	-0.059
ZBTB20	0.933166666666667
RPUSD3	-0.65825
EPGN	-1.48716666666667
TSN	0.0215833333333333
SPRY2	-0.284333333333333
LZTFL1	0.639125
GMFB	0.590125
PBEF1	-0.3517
HBG2	-5.26175
TMEM8	0.307
PALM2-AKAP2	0.413
NFYA	0.14225
FAM108A1	0.769875
PBLD	0.603125
NRG4	-1.9415
PIGF	0.54725
PTGER1	0.79225
NOS2A	0.4914
C21orf34	1.15383333333333
C21orf51	0.649583333333333
IL17C	-1.5325
TRMT6	-0.680333333333333
ETV2	0.0356666666666666
CCDC109A	-0.49825
MYLK2	-2.22
ATP10A	0.722111111111111
DPH4	-0.72425
C5orf5	-0.9215
KCNA4	0.659833333333333
NMNAT2	-0.135666666666667
GLYATL2	2.0825
LSMD1	0.428
IL23R	-2.688
NRF1	-0.16875
MUC15	1.5065
PRDM12	-2.9015
PAQR4	0.297357142857143
RBBP6	-1.2205625
IFI27	2.7745
SKAP2	-0.0678333333333333
TAGAP	1.3995
TJP3	2.7035
C9orf61	1.688
IDS	-0.0454285714285714
PARG	-0.186
LOC131149	0.206
DYRK4	0.225833333333333
MICALL1	0.25675
GALR2	-0.4015
GPBP1L1	0.105625
TBX21	3.6555
KCNJ6	-1.49516666666667
GGN	0.22075
CASP5	0.675166666666667
RNF182	-5.41
BRD4	-0.274
DOK4	-0.703125
SLC46A2	1.458
SOX9	1.96091666666667
ZNRD1	-0.801166666666667
PRR6	-1.1455
FAU	0.101
DTNB	1.59266666666667
CARD9	0.12675
STS-1	-1.80183333333333
SLC4A5	0.058125
NSBP1	-0.84925
UGCGL2	-0.86575
POTE15	0.6555
NOXA1	1.1915
RP13-347D8.3	2.3835
SAMD10	-0.352166666666667
EP400NL	-1.61975
TCF21	0.2845
AMELX	1.4835
JPH2	0.7754
SLA	1.423625
DLST	-2.02183333333333
SEPT12	0.69225
RGS20	-5.39525
LXN	1.16883333333333
ZNF419	-0.46075
UPK3B	-0.504666666666667
RELL1	1.292
ESPNL	-0.047
KLHL21	0.176875
PI15	2.929
C2orf61	-1.913
LOC407835	0.456666666666667
RER1	0.721666666666667
ELAVL2	0.6025
MGC26718	0.19225
KLF2	2.3515
TNFAIP8L3	1.23175
TFE3	0.57925
C11orf17	-0.395375
15E1.2	-2.48425
SNRPC	-1.3675
DLGAP1	0.02725
PGLYRP1	0.396
OVCH2	-1.1045
IRF7	1.1013
SET	-1.3699
NAB2	0.941333333333333
LRP5L	-0.42375
FAM120A	0.2298125
ASCL2	0.584166666666667
SHH	-0.39
ATP5H	-0.246833333333333
THPO	0.532166666666667
TYRP1	-5.15766666666667
HIST1H3E	0.432833333333333
EIF2S1	-0.305944444444444
TNFRSF17	-0.775333333333334
TARSL2	0.072
NKX2-8	0.210666666666667
C1orf115	2.6405
LOC56964	0.3555
KIAA0841	-1.5785
ISCU	0.829
TTMA	-2.2045
ZNF414	0.3895
LOC441150	0.21125
RAB15	0.10175
HBP1	1.49716666666667
TNNT2	-1.1595
CECR5	-0.91175
PHGDH	-1.390375
JRK	-0.7493
XPO4	-1.05975
FAM131C	-0.0505
ARHGAP25	1.0654
CA9	-4.15288888888889
GPR62	-0.212
TLX1	0.393333333333333
GPS1	0.50625
OR2M2	0.237
BDP1	-1.12014285714286
FAM70B	0.7485
RPS29	-0.192916666666667
MKLN1	-0.5465
TSPAN19	-2.99266666666667
SLC29A3	0.9313
LGALS4	-0.228166666666667
USH2A	-1.21025
NF1	-0.233833333333333
APOBEC3A	0.320166666666667
IMPAD1	-0.377333333333333
OLR1	0.748
NRAP	0.1115
HCFC1R1	0.628833333333333
TAOK2	0.6755
MCM10	-3.486
MAP4K3	0.0545833333333333
CBS	-2.9765
CLK3	0.1702
PCDHGA5	1.745
ELF4	0.196375
FAM71A	-0.48075
C11orf49	0.21575
CLIP2	-0.2495
BTBD9	0.9046
ZNF524	0.83875
KDELR1	-0.411166666666667
ZNF509	0.422
NCSTN	1.2225
ZNF533	2.03978571428571
PARP4	-0.501125
GALNT9	0.0643333333333333
NPY	-3.119
BEGAIN	-1.81433333333333
TMEM77	0.903
FOXRED1	-0.823666666666667
SLC16A2	0.335
SLC35B1	-0.24775
GK5	-0.174583333333333
SDCCAG10	-0.6285
C4orf20	0.53725
SLC9A2	-1.83025
ADD1	0.341571428571429
TAL2	-1.1725
ACLY	-0.313625
DNAJC1	0.6605
SOST	-2.182
USP43	0.422833333333333
CYP4F12	-0.611
FKBP5	-0.19275
CHCHD5	0.898
NUDT22	0.024
CCDC85B	-0.52025
OR51G2	0.5165
STRN3	0.497642857142857
TMOD2	0.155
FLI1	0.79325
MAB21L2	-0.0828333333333334
DGKQ	0.16
VPRBP	0.281666666666667
SCNN1B	0.2598
ECHDC3	1.7376
TMEM106C	-1.1855
CSNK2A2	-1.0315
RPL39	-0.8526
HERC3	0.9938
ZBTB47	0.619166666666667
ZNF681	-0.55725
PAGE2	-3.33275
CLIC5	3.38857142857143
RABAC1	0.57225
ZFHX2	0.696
YPEL1	0.729166666666667
KIAA0776	0.662
NR1D2	-0.12225
DNAJC4	0.219125
NPNT	4.4765
ZNF677	0.47
ZNF536	-0.441
MEF2B	-0.267583333333333
PTPN4	-0.89925
CTCFL	-8.2515
STX5	0.327333333333333
CD72	1.96225
VEGFA	-2.03215789473684
XRCC1	-0.0643
MAS1L	0.126
ELL	0.1811
SETBP1	2.58175
CDH11	2.35966666666667
NDC80	-2.78130769230769
DMBX1	-2.1405
NRSN1	0.471166666666667
BAT2D1	0.28075
CDS2	0.676
C1orf212	0.168666666666667
SENP3	-0.2065
IL1F9	-0.6935
EEF2K	0.208
COG8	0.435
CEP72	-2.04175
OR1L8	-0.0765
MUS81	-0.27225
PHYH	-0.045875
GGT6	1.3545
C22orf23	-0.874333333333334
C13orf33	4.097875
MAPK8IP2	0.0455
NELL2	2.4115
POU3F2	-4.2398
ALPK1	1.701
MRPS18C	-0.461
RPLP2	0.355125
FGF22	0.637
SPNS1	0.5355
ZFP1	-0.8755
IL1RAPL1	0.45075
PCSK9	-2.95266666666667
NKX2-1	-0.0751538461538462
C6orf189	2.75025
SP4	0.249
SLC11A1	0.371
C21orf25	-0.0453333333333333
ICAM2	1.0285
SH3GL1	-0.538333333333333
GSK3B	-0.669333333333333
RALB	0.83525
PDXP	-1.2595
GNGT1	-4.223625
KIR2DL1	-0.3065
TNFAIP3	-0.321666666666667
C6orf32	0.6452
CBLN2	3.6125
PANK3	0.13875
TAAR9	0.215
WDR82	0.527928571428572
APOM	-3.6615
TRIP10	0.4095
SPATA16	0.275666666666667
C1orf135	-3.19725
USP51	-1.3355
TESK1	1.03225
C11orf64	0.0735
ZNF611	-0.867
PDE6G	-0.195666666666667
HLA-DQA1	3.92475
GCLC	-0.694375
SEC61A1	0.307642857142857
TWSG1	-0.088
ZMYND10	3.37975
CTDP1	1.09375
ADAMTS6	-0.288
SLIT1	-2.663
KRT86	-0.0675
KIAA0574	-0.66775
GTPBP2	-0.4518
PQLC3	-0.032
PRRX2	0.685
C15orf44	-0.0383333333333333
MKKS	-0.44675
C11orf10	-0.44075
GPR110	0.6288
CD109	-1.59525
ADCY1	0.113166666666667
RHBG	-4.3315
TP53I3	0.446375
SLC22A3	-1.2269
UCP2	1.50725
FOXG1	-2.2132
OR2AG1	0.4025
TRIM24	-1.4095
PROC	-3.88875
TAAR6	0.65325
AMTN	-1.467
C10orf47	-0.0831666666666667
DEPDC1	-3.72925
FLJ45557	1.4695
ZDHHC17	-0.1183125
KIAA1429	1.2825
KCNH1	-0.013
VNN3	0.22
PSMAL	1.60725
PPARD	-0.386
HFM1	-2.17175
YBX1	-1.57066666666667
ZNF695	-2.56525
SCTR	0.3596
DCDC1	-2.8935
VPS26B	0.7366
MTF2	-1.58
ATP6V1F	-0.56875
CCDC94	0.45725
PERF15	-0.342
CCL11	1.03075
LMO7	-1.26125
DCST1	0.7115
ADRBK1	-0.232
CDRT4	0.44125
ZNF84	-0.627
HOXD8	3.24275
STARD8	0.504166666666667
FOXP2	-0.384
CCDC103	1.062
POLR3A	-1.2465
GSC	-0.602
ZNF114	-2.85583333333333
HTR7P	0.603
LALBA	1.686
RMND5A	-0.651833333333333
PSCD2	1.7
ZNF409	-0.275
KRTAP1-3	-0.35
MAF1	0.53775
LOC201725	-1.37316666666667
NRN1	-1.002375
SPAG5	-3.136
DNAH7	2.62783333333333
FLJ43860	0.142
BRCA2	-1.9825
ACADM	0.111375
CXXC6	-3.267125
RAGE	-1.0335
CHMP2A	0.66525
FAM8A1	0.093
GPR21	1.4985
SLC12A3	-3.14433333333333
FVT1	0.618857142857143
ZDHHC7	-0.4105
FLJ44048	0.674
SLC44A3	2.13916666666667
SDSL	0.103166666666667
MMP8	0.0735
PLA2G12B	-5.10866666666667
ACY1	-0.85825
MT1E	0.867
OR4K15	1.678
TECTB	-2.0555
GPR20	0.033
IRAK2	-0.538
RFPL3	-0.03925
MYO9A	0.26525
NARG1L	-0.127666666666667
BLMH	-0.87275
CCDC3	3.1115
C9orf21	-0.114666666666667
KIAA0513	-0.1965
MIER2	0.3295
PNMA2	-1.17236363636364
SH3BP2	0.7534
ANXA10	-0.83625
RTN2	1.2755
TFB1M	-1.164
PRPH2	3.24925
C14orf133	-0.32475
GOLGB1	1.43725
IRX4	0.963
NFKBIL1	0.299666666666667
C10orf62	-0.42875
APBB3	0.148
RPS10	-0.0942
LOC728378	1.5355
TLE3	1.26911111111111
PSMB7	-0.45775
MESDC1	-0.109
SLC6A1	1.8046
OCLN	0.96175
PTTG3	-3.00883333333333
NAGLU	-0.041
SERTAD4	1.251875
SPRY1	2.82825
FLJ10781	-0.5115
MYSM1	-0.3255
TRIM4	0.592571428571429
SH3YL1	1.285125
TREM2	3.581
SERPINI1	1.37375
HDHD3	0.58525
TMEM38A	-0.08725
EID2B	-1.031
TDRD3	-0.551333333333333
SEDLP	1.196
THSD7A	2.4415
NDST3	-2.4335
KLHL15	-0.136272727272727
DHRS12	2.561
FBXO9	-0.372642857142857
TNPO1	-0.510666666666667
MRPL13	-1.0085
SNX5	-2.30466666666667
METTL6	-0.2115
SOD1	-0.0325
CHML	-1.4885
PACS1	0.822625
SIRT5	-0.8449
CAPN2	0.7175
FXYD5	0.561666666666667
TWISTNB	-0.523625
LRFN1	-0.1065
UBE1L	2.129375
UBE1C	0.797
OR51B2	-0.47225
OR4D11	0.581
C15orf2	-0.672
NR4A1	1.71916666666667
LOC339047	-1.13275
TRIM17	1.233375
ATP5G3	-0.711785714285714
RPL15	0.0418333333333334
ADAMTS8	2.06225
HOXC4	0.357
C14orf37	2.0165
CEACAM5	-1.869
MYT1L	-1.44866666666667
RASA2	-0.353625
OSBPL7	-0.573
STAG1	-0.5665
GIMAP4	4.91466666666667
FUT3	-0.0521666666666667
PIF1	-3.359125
LPIN2	0.1213
SH3PX3	0.93075
PDP2	-1.0495
PAPD1	-0.9395
ERP27	4.0325
APOOL	-1.0959
DIABLO	-0.305
TRHR	-0.270125
ARMC9	-0.02175
RNF152	3.216
SLITRK3	0.9924
ZNF211	0.3932
PFDN1	-0.59525
RGS11	0.227875
HS6ST1	0.0503
AKR1D1	-1.5815
TNP2	0.0863333333333333
STK31	0.427666666666667
EML4	-2.04875
SGTA	-0.0731666666666667
HIST1H2BI	-1.19133333333333
PSMD6	-1.452
KIAA1257	1.88775
C18orf55	-0.583
FLJ20273	2.319625
RPL28	-0.329666666666667
EPYC	1.081125
NOX3	0.445
ELAC1	0.411
METT11D1	-0.07975
BIN2	-0.1245
NACA2	0.8275
CCDC17	-0.9435
HM13	-0.8923
UBOX5	-0.02075
UBE2O	-1.06025
UBL5	-0.09425
APOLD1	1.960625
C9orf31	0.263
TNFSF8	0.6445
ARHGAP29	1.126125
PROKR2	-0.172
PDE5A	0.267
C6orf12	-0.1625
TOM1L1	1.1835
WHDC1	0.167625
FOXI1	0.778
RAB4A	1.0239
TMEM39B	-0.74975
ATPBD1C	-0.35575
FARSA	-0.469
PLEKHG5	1.47725
CMAS	-0.637333333333333
OR7E24	-0.892
SLC30A1	-0.274
CDC42EP5	1.74516666666667
PLAC1	1.00125
KLHL18	-0.05525
LBA1	0.4305
TAZ	0.1775
CRIP2	2.1955
BTBD11	-0.492666666666667
C16orf72	0.506
DIO2	1.6355
LRRCC1	-0.0605
CCDC136	-2.914
PRX	0.496875
RBM5	0.1811
TMEM85	0.236875
TUBGCP4	-1.551
APLN	0.546875
CDK7	-0.133666666666667
SSR2	1.30091666666667
CRELD1	-0.42875
C19orf46	1.97225
GAL3ST4	0.746166666666667
KBTBD10	1.421
IL28A	0.00249999999999999
WDR27	0.508
