Hybridization REF	TCGA-BH-A0DT-11A-12R-A12D-07
CDH7	-2.636
ALKBH5	-1.05114285714286
JUP	0.235625
TMEM41A	-1.12016666666667
MAMDC4	-0.872
CBX3	-0.520875
LRRC18	1.09775
RBMXL2	-0.173
PLA2G4D	1.06083333333333
FGF13	2.03075
KIF3A	-0.041
PDIA6	-1.1595
DCXR	0.2015
CASKIN2	1.1685
EHD1	1.0155
MARCKSL1	0.408166666666667
ZNF496	-0.278166666666667
SCAF1	-0.5435
KCTD8	-0.71675
TRAF3IP3	-0.210571428571429
LSR	-0.84675
CXorf1	0.906166666666667
C14orf112	0.555
EIF2B1	-0.031
OMP	0.1785
GSTZ1	0.13575
LOC92017	1.10325
ISLR2	0.795
C12orf36	0.4935
GATA2	-1.99516666666667
GABRA5	-1.8985
CELSR2	-0.378428571428571
STAM2	0.7922
TNAP	0.6295
PTPMT1	-0.0858333333333334
GRP	8.17275
SV2A	-1.0355
MAGEA12	-4.71225
CACNG1	0.1875
C18orf19	-0.76975
GSG1	0.604833333333333
PTPRJ	-0.8805
FRMPD1	-1.5495
ZNF668	-0.95975
PLEKHJ1	-1.620375
ADAT1	-1.8541
TMEM50A	0.6432
UCN3	3.4745
HOOK1	0.862
IL17B	2.9315
MLKL	-1.271
TTC14	-0.109
KLHL5	0.193875
CRYL1	0.218833333333333
FOXH1	-1.4415
NFYB	0.57075
PPM1G	-1.836
GOLGA2LY1	-1.61225
NMT1	-0.508125
HADHA	-1.0936
CHSY-2	1.59
PLEKHF1	1.41028571428571
SAGE1	-2.1865
MUSTN1	1.3205
SUHW4	1.93075
TFEB	1.4175
ZFYVE27	-0.0935
ATG12	-0.832
BMI1	0.932928571428571
ZIM3	0.83375
MYH4	0.054
MASP1	-1.67890909090909
KIAA0984	-0.23575
RPAP2	-0.22975
ASB5	0.874666666666667
BOLA3	-0.7555
MIA3	0.824333333333333
KRT35	0.59
KIR3DL3	-1.168
MRPL51	-0.342
SEMA3F	-0.746166666666667
NDUFB2	0.0766666666666667
LOC253012	4.61925
FAM46C	-0.766
G6PC	-2.98675
CSAG3A	-4.4365
PREX1	0.157
SLC25A45	0.4855
MAPKBP1	0.1948
CPE	2.1686
GNB1	-1.879875
CXCR6	-0.346
TRIM46	0.77825
C16orf3	2.50183333333333
HPSE	-2.22225
TIGD3	-1.5115
SPG3A	3.1675
LCAT	-1.75866666666667
ST6GAL1	-1.04122222222222
POMC	0.7695
FLJ36031	-0.174833333333333
NSMAF	-0.36
SKIL	0.328
ADSS	0.616166666666667
HMGCS1	-1.1439
POLR3F	0.102666666666667
RAB10	-0.3695
ZNF277P	0.16075
ZBTB7B	0.051625
DHRS1	1.026625
ABCC13	0.304285714285714
CNOT3	-1.03725
NFKBIA	1.5785
GAK	-1.524
SFT2D2	1.18316666666667
HOXA6	0.0295
CRTC1	-0.3375
LY6D	2.13383333333333
C20orf72	-1.74116666666667
CPT1A	-2.1195
LMO1	-2.307
EIF3I	-0.78875
PRB4	2.436
MCM3APAS	-2.39975
C20orf132	-0.5534
FOXF2	-2.62025
S100A12	0.3875
MLH1	-0.292333333333333
ACTN1	0.7118
MRPL36	-0.794
C20orf106	-0.44875
FBXO6	-0.933833333333333
MKS1	-0.771333333333333
CX3CR1	-0.65175
PDE1B	-0.396
PLP1	-1.2415
KISS1	0.280833333333333
C14orf2	0.0223333333333333
TBC1D3P2	-1.16275
COMMD6	1.8012
ANKRD7	-1.495
PTCHD1	2.839375
NARS2	-0.716
DOCK7	-1.212875
FAM127B	-0.2665
LOC390243	0.138666666666667
N6AMT2	1.093
ZNF391	-0.834
DNAJB14	-0.110166666666667
WRB	-0.281125
BPI	-0.0624444444444444
TTC4	-1.05033333333333
FAM10A5	0.512
GOT1L1	-0.0884
MAGED1	-0.2555
RESP18	1.53775
WFDC6	1.04533333333333
MT2A	0.772
C11orf56	-0.182
KIAA1432	-1.626
ROR1	0.00625000000000001
HSD17B14	0.4145
ZFAND2B	-0.300375
SAMD4B	-1.69825
HEXA	-0.602625
HNRNPU	-0.377954545454545
USP39	-0.8425
NRD1	-1.06875
R3HDML	2.04875
FLT4	1.6725
OMG	0.610333333333333
OR52N4	1.445
LOC399818	0.49225
ELA2	-2.40575
VENTXP1	0.672
RFC5	-1.399
OR52L1	0.0265
PAX5	0.2495
FBXO2	1.1735
GMEB1	-0.409
AKT3	-0.9885
CRB1	-0.4055
CTTN	-0.427166666666667
UTP15	-0.6255
HSBP1	-0.0263333333333334
PHF11	2.49125
NDEL1	-0.0203333333333333
USP8	0.2165
BAIAP2	-0.5123125
SI	0.3702
ARSJ	0.702333333333333
BAAT	-3.28025
KCNS3	2.55433333333333
LOC126147	0.702333333333333
TMEM37	0.68525
C1orf162	1.82516666666667
MBD1	-0.545
ITGAL	-1.91233333333333
WDR73	-0.325833333333333
GKN2	-0.2726
ARFGAP1	-2.22575
SLC5A8	-0.507333333333333
ZBTB40	-0.408111111111111
CYP4B1	2.0545
LYPLAL1	0.03775
CHST3	-0.2835
MAP3K9	-0.1675
BTAF1	-0.00283333333333333
TFAP2E	1.2305
RBM35B	0.357
LOC441251	0.415333333333333
ANKRD25	-1.09877777777778
UQCRC2	0.3275
MAEA	-0.152
HYAL1	-1.2802
RNPEPL1	-0.8224
CPSF2	-1.13675
PSD3	-0.0601
ABCA13	0.798875
AGR2	2.298375
GBX1	-1.688
HDLBP	0.870142857142857
ACY3	-1.106
HECW1	0.36825
ZNF519	-0.231
HOPX	2.797625
ZNF304	1.504
OR12D3	0.816
FKSG43	1.19175
METTL1	-0.50825
MFSD3	-1.55
PSPH	0.53975
CLCA3	0.1255
DARS2	-1.85816666666667
CDC25A	-2.84266666666667
BAIAP2L1	-1.2335
B3GNT5	1.360125
USP29	-0.00733333333333332
ARHGEF10L	1.1712
ATOX1	-0.008375
ADAM30	0.99825
DNASE1	-1.87725
STT3A	0.185666666666667
RAB6IP1	0.32575
PTN	5.2268
C1orf106	-1.28723076923077
HECA	2.10525
RNF122	0.882
SLC22A18AS	0.928
GNG8	0.564
ELP4	-0.258
FAM65A	0.475333333333333
RPL10A	0.797333333333333
IRS4	0.6075
MACF1	0.0907
SEC24D	0.31425
LOC374395	-0.1915
TGFB2	-0.013
MDFIC	0.022375
CHRNE	0.658833333333333
PCMTD2	0.179833333333333
ATP6V0D1	-0.565166666666667
MTA2	0.17025
LZTR1	-1.10133333333333
RAP1A	0.737
AXIN1	-1.731
POLR1C	0.33875
TRIO	-0.942416666666667
PLXNA4A	0.718333333333333
C5orf33	-0.23675
DEPDC1B	-4.6495
ZNF473	-0.915666666666667
MTM1	1.246375
GPR107	0.0333333333333333
CSNK1A1L	0.307666666666667
FLJ14154	-3.08525
NLRC4	2.101
ENPP4	1.73283333333333
PADI3	0.1435
RNF170	0.204
CG018	2.91316666666667
C16orf7	-0.17625
KCNE1	4.514
NRM	-1.28966666666667
SLC37A3	-0.155357142857143
TPD52L2	-2.31516666666667
UNC5B	-0.85975
C12orf12	1.168
SDHB	-0.266
CLRN1	0.07775
NUDT10	0.108
UGT3A1	0.59075
FBXW8	-0.389625
RHOF	-1.332875
PTPLAD1	-0.4655
MYO3B	-0.844333333333333
DERA	-0.28
TPP2	-0.413
C19orf53	-0.0433333333333333
GINS3	-1.9165
ST6GALNAC5	3.133
CHSY1	0.9175
MGC15705	-0.3895
GPR83	1.73683333333333
EXT2	0.17125
DOLK	-0.14325
TUBAL3	-0.596
ACVRL1	1.7229
ABL2	-0.475166666666667
C14orf156	-0.2455
PTPRZ1	0.47675
DIP2C	-0.079
LAMP1	0.212125
RXRA	-0.8176
MAP3K5	1.62825
ALKBH1	0.192
PDLIM7	-0.7505
ARL14	-1.4585
SNIP1	0.271666666666667
TIMP3	1.83058333333333
RGS3	-1.0975
SPAG16	1.3763
ABHD4	-0.525
ARHGEF12	0.764545454545455
GLUD2	0.3405
RAC2	-1.9343
UAP1L1	-2.2385
SLC18A3	0.9555
YOD1	-1.10041666666667
RALY	-1.88575
HMOX2	-0.57175
DGKH	0.16725
DBNDD2	1.481
YIPF4	0.684125
THAP10	-0.017
ZNF513	-1.1365
HAGHL	-2.42466666666667
ITGB4	1.1935
CCDC141	-0.8725
YTHDF3	0.67825
C5orf28	0.79325
RPL7L1	-0.44425
TMEM30B	1.94792857142857
ANKRD35	4.008
DUOXA2	-0.52875
TBC1D5	-0.770625
DFNB59	1.2315
HRH4	0.10825
MYO6	2.4853
DNAJA4	1.325
RBM24	0.85
CEACAM20	-1.9035
RBM23	-0.622071428571428
NGFB	3.7535
C1orf63	-0.8111
KRTAP7-1	0.5095
PERLD1	1.1405
NPB	-0.1135
C17orf59	-0.3332
HSPBAP1	0.252
SLC15A4	0.16075
PRTFDC1	0.4425
OSMR	-0.600642857142857
CYSLTR2	1.2345
C19orf25	-1.1737
KIAA1797	-0.795
NLRP6	0.6075
FAM105B	-0.4656
SCRN2	-0.568333333333333
LRRC58	-1.1656
RNF17	0.82475
NEIL3	-4.5275
FAM137A	-1.411
SKP2	-3.67525
PARVA	1.77141666666667
PKLR	1.0935
RNF34	-0.664125
A3GALT2	0.555
C12orf50	0.6412
SUNC1	-0.8965
FAM102B	-0.4275
CCT2	-0.79125
LRRC37A2	-1.058
ARF4	0.9085
SIKE	-0.526125
C8orf48	2.30433333333333
MBTPS1	0.329642857142857
GPSN2	-1.11
NCF2	1.992
SLC12A6	-0.505166666666667
MRPL48	-0.3815
HMGN3	0.9095
LRRC62	0.5735
PAX9	-0.17875
FAM55A	-1.9135
C20orf42	-1.6568
SCML2	-1.0236
BCL9	0.78
FAM40A	-0.7255
C9orf41	-0.968
ZNF774	-0.5005
LETM1	-1.94325
PLXNB1	-0.891666666666667
NIPSNAP1	-2.082875
USP10	-0.9455
F9	0.50475
LIPE	3.946
CNGB3	1.4815
C12orf52	0.76825
PI4K2A	-1.407625
MED8	-0.223
STAT4	1.3476
FGD4	0.0248333333333333
RNF145	0.148
WDR32	-0.5639
CLDN2	1.41433333333333
TCEAL8	1.24075
ZMYND8	-1.4989
PDXK	-1.1935625
GATAD2A	-1.2545
PTGES3	-0.679
CCM2	-1.64125
TAP1	-1.12975
ZNF670	0.91775
ETS2	0.823785714285714
C6orf166	-0.086
PRMT2	-0.00878571428571428
OR4B1	0.918
INTS8	-0.6715
CCDC102A	-0.746
CCDC83	-1.74483333333333
ITGA1	-0.4802
EPHA5	-1.9674
FAM24B	-0.457833333333333
TSGA10	2.287
HAL	-2.79366666666667
MYOT	2.325
SPACA3	2.51925
BCL2L2	-0.3225
CUGBP2	1.08983333333333
CCNB3	0.587
RNF113B	-0.482
MERTK	1.62225
BAG1	0.2525
VPS36	0.738
ORMDL3	0.8115
C1orf190	1.49275
ZNF625	-0.02225
CORO2B	-0.38375
ALOX15	-0.571
CST1	-0.3035
NUPR1	2.24816666666667
CCL7	-0.47075
SMCR5	0.7875
DSC2	1.875
RBMS2	0.375
GRIK4	-0.15
TRIM65	-0.9145
TMPRSS6	-0.0970714285714286
TP53INP2	-0.7305
GLB1L	0.401333333333333
LOC388284	0.352333333333333
PUS1	-1.74685714285714
BCL9L	-0.9575
OLFM1	0.101
RET	-1.024375
MASTL	-3.56583333333333
ALX3	0.45425
IL1RL1	-0.2986
ZNF765	-0.7229
C14orf138	0.1845
SNX10	-1.1095
TAC4	-0.216
C1orf64	2.78075
POGK	-0.090875
MAPK9	-0.22125
ZNF366	2.9915
C8orf79	3.2279
CLDN7	1.722
OR5AT1	-0.955
TRIM37	-1.93375
LRRC25	1.56275
GRHL2	3.0957
TEKT3	1.9425
LASS5	-1.00816666666667
ABCC4	-1.64041666666667
DLG3	-0.260375
VGLL1	3.918625
ZFP36L2	2.1865
MFRP	1.70883333333333
KIAA1799	0.95425
FLJ44379	-0.374
PCNX	0.192
ANXA9	-0.386
CYP4V2	0.961
PIK3C2A	-0.25725
SRR	0.5705
NOL3	-1.1275
IFITM2	0.6515
ARNTL2	-2.1985
ZNF595	1.5735
NLRP13	1.5165
ASPH	-0.27325
CPA2	0.8565
PVRIG	-2.49033333333333
LEPR	1.217
C16orf42	-1.61166666666667
SH3BGRL	2.6835
FAM77D	0.484
FNDC7	0.3025
C9orf6	0.6065
NOTCH2NL	0.529333333333333
PGBD1	0.123
SYNGR2	-1.41683333333333
PITPNA	-0.79875
PRPF4B	-0.03
SLC43A3	-1.95542857142857
NRBP1	-1.489
SLC25A22	-0.047
ILK	-0.422375
SLC22A8	0.636166666666667
MRPS7	-0.55125
PITX2	-0.7695
FABP3	-1.49675
OR1L1	0.0895
LOC728215	1.736375
BLID	-2.6375
KIAA1217	3.509
TFPT	-0.512
AP4B1	-0.84675
VBP1	-0.42575
OR1K1	0.3825
MORC3	0.819
BHMT2	0.509166666666667
C3orf10	0.705875
FZD7	3.3855
WFDC10A	-0.568
PMS2CL	-0.6585
CCDC32	0.481166666666667
FA2H	-0.892
ALG13	0.634
TTLL7	-0.314111111111111
SPOCK3	-0.898
SLC13A2	-0.2325
AIM1	2.5475
GPRC6A	1.413
EGR2	7.71225
MED11	0.6885
WWC1	1.56375
SH3GL3	-2.03975
RIF1	-0.412142857142857
PRLH	1.0685
VLDLR	0.284
DBT	-0.1785
C21orf63	0.99925
CGGBP1	-0.509625
KRTAP12-2	1.45
TADA3L	-0.9925
ZBTB16	4.32925
PDGFB	0.470625
RFX1	-0.1155
UQCRB	0.1457
LOC133874	0.687
HPS3	-0.04
LGALS3BP	-0.7523
DKFZP564O0823	3.44571428571429
MRFAP1L1	0.582625
HOXA10	-2.10466666666667
NGB	-0.1775
KIF21A	-0.951692307692308
IFLTD1	0.9755
LZTS1	0.68325
ARHGEF3	1.6105
RHBDL3	0.0195
CSNK1G2	-1.42866666666667
ChGn	-0.07125
KIAA1244	1.45083333333333
GABRB2	0.2885
MGC72080	-0.494
CD27	3.21475
EGLN1	-1.792
PEX13	0.818
RWDD3	0.76475
RNF12	-0.726666666666667
GRIN2B	0.4615
ADAMTS14	-0.148125
DYDC2	0.539666666666667
ATP6AP1	-0.5921
NR1H2	-0.572666666666667
PDK2	-0.27575
C3orf17	0.2145
SLC38A2	-0.509214285714286
SLC25A29	-0.749
C15orf29	0.746875
ADAM9	-0.34875
TMUB2	-0.7195
GPR176	-1.094
AGK	-0.7325
MCCD1	1.67575
NDUFA4	0.057
TMEM146	1.709
DUSP1	3.6575
UNQ6975	1.713
EMX2OS	4.58
INSM2	0.686
LUZP4	-0.669
SETD6	-0.668
P2RY2	2.31875
SLC45A2	-1.8065
RABGAP1	0.176166666666667
UBXD5	-0.032
GPRC5A	-2.5511
PAK3	3.44416666666667
LOC63920	-0.232
TGFBR1	-0.3209
KRTAP6-3	1.356
SFMBT2	-1.31875
CDC42	-0.1804375
C11orf35	0.8395
TTLL2	0.12225
UACA	0.766583333333333
CD97	-1.6058
SETD5	-0.648875
NINJ2	-1.52425
PTER	0.808166666666667
POMGNT1	-1.11675
KRTAP4-2	0.552
ECGF1	0.575375
HRB	-0.215636363636364
ATP1B2	0.00400000000000001
LOC400506	-0.42275
COL4A3BP	-0.4345
C6orf97	0.24025
GRHPR	-0.312
TAS2R1	1.124
SEMA7A	-2.5285
EDF1	0.4105
ODF2L	0.5707
PCID2	-0.9045
GTF2H4	-1.51916666666667
ZCCHC3	-0.764375
CGB2	1.52416666666667
NEUROD1	0.72175
C20orf75	0.6595
RP5-1054A22.3	1.339
IFNA5	1.8795
ZNF134	0.588166666666667
MGC119295	-0.226
ZSWIM6	-0.380625
SMEK1	-0.1585
PCGF2	-0.852625
C1orf102	2.6765
CYP2A13	3.164
KCNH6	-0.8468
MDM1	0.6341
ALDH7A1	0.7215
C9orf75	-1.5675
VDAC3	-0.59625
OR51T1	0.5935
EIF3F	-0.448666666666667
KCNJ10	-1.428125
LENG8	2.71775
EDEM2	-0.688916666666667
CCNJL	-0.0375
DHX37	-1.415
CRYGN	0.7425
AATF	-1.731
ZNF630	1.972625
E2F5	-0.5965
WFDC13	-0.17075
FTSJ3	-1.169
C4orf33	1.1415
LHFPL4	-2.767
C19orf56	0.501083333333333
SMAD4	0.79425
AFM	0.145666666666667
G0S2	3.6665
FCHSD2	-0.9898
RRP1B	-1.1265
EEF1B2	0.0373333333333333
STAT6	1.02283333333333
ZNF195	-0.1785
GNL1	-1.97466666666667
ZNRF2	1.19183333333333
PER3	0.675
ASB16	1.4005
C10orf10	2.56285714285714
ADCY8	-3.03966666666667
C9orf58	0.318
ARMC10	-0.308333333333333
PSG1	0.4385
DHX34	1.23
VARS2	-1.125375
NFIC	-1.46975
ITPR2	1.48625
AGXT2	0.9095
OR6K3	0.5035
H2AFZ	-1.37375
MLLT3	0.68675
COX4I2	1.5745
CCNT2	0.879125
PLK4	-2.9495
NUMBL	1.25216666666667
MED16	-1.37975
PLEKHQ1	0.60925
GOSR1	0.155222222222222
BTG4	0.8565
RPL30	0.919916666666667
IGSF5	-0.249
IGFL2	-1.01466666666667
ELMOD2	0.7785
SHC3	-1.06033333333333
HAVCR1	1.19
DYNC2H1	1.15828571428571
RNF5	-1.01433333333333
C2orf7	-0.85575
NLF1	0.6775
KLHL25	1.4685
LRP10	0.0895000000000001
KRI1	-1.78375
PUS7L	-0.331666666666667
MGMT	0.925
HOXD1	0.162666666666667
CSH1	1.4058
ATG16L2	-1.526
FLJ44635	1.155
CHODL	1.18225
EXOSC8	-0.931
SLC28A1	0.73825
MYO7B	-0.6935
SEH1L	-0.7134
MTNR1A	0.709
TSPAN5	0.730833333333333
CDC45L	-4.83016666666667
AMIGO1	0.4675
ATAD3A	-2.41875
OSGIN2	-0.332
PDIK1L	0.542333333333333
DARC	4.94075
PIPSL	-0.162
SHMT1	-1.082
CRISP3	0.929
POPDC2	2.339
ZRANB2	-0.432166666666667
FBXL8	-2.15125
TRIP13	-3.42827272727273
EIF5AL1	-1.9275
POU5F1P3	-4.83783333333333
IL6	2.30466666666667
CXorf38	-0.9505
IFNA16	1.123
FBXL2	1.60533333333333
BRD1	0.73675
STATH	0.82125
FBXO44	-0.1815
MCCC2	0.40625
CDC2	-3.3755
C5orf23	0.99175
IVD	-0.626
C10orf122	-1.18575
MSL3L1	0.116
MVP	0.86725
EPOR	-1.0815
ZMYM1	-0.346
BCL7C	-0.7
PSTPIP2	0.8012
LYPD1	-2.510125
OR8G5	1.003
ZP3	-1.33433333333333
BCAS4	-0.905416666666667
EDG6	1
ISY1	-0.72975
PRAMEF2	-0.84725
CUL1	-0.5895
RNF213	-1.3103
CCRK	0.86975
DHX9	-0.4545
C13orf29	1.1275
NCKAP1	1.3
MRPL43	0.330928571428572
XPR1	-0.17675
PKN2	-0.2919
PODNL1	-0.1825
ZNF333	0.681375
DALRD3	0.0905
OPN1SW	0.438
BTBD6	0.066
C11orf82	-2.82
OR5P3	-0.3595
DUSP11	0.694
L1CAM	-1.36344444444444
NEK11	1.31466666666667
OR7E91P	2.452
CNTN3	3.3483
CREB3L2	-0.61025
ZBTB37	-1.206
KIAA1324L	0.98
NDUFB10	-0.206833333333333
NUDT2	0.10425
GTPBP8	-0.8685
CACNA1D	-0.037625
PRKAA2	-0.370333333333333
PRDM8	0.036
MGC16075	-0.300333333333333
KRT14	3.1955
PP8961	0.14075
MRPL18	0.0685
ABCG2	-1.0935
PACRG	3.62675
BBS2	1.4215
KREMEN2	-4.1935
FBXO21	0.98925
HNRPUL1	-0.445833333333333
GRB10	0.234
CLSTN1	0.9905
LMAN2	-1.311
C17orf61	-0.116
NIPSNAP3A	1.3575
INSIG2	-0.498333333333333
PCDHB7	1.49683333333333
STXBP2	-1.1075
CMAH	1.7835
SEMA5B	-1.0405
ZNF155	0.488833333333333
COQ6	0.0148333333333333
PRPF4	-1.42
TSPAN15	1.4149
VN1R5	0.044
LATS2	0.929
SELK	0.8925
PGK2	1.62125
MS4A1	-0.549125
TYW3	-0.1729
KRTAP5-1	2.7585
RCCD1	-2.09416666666667
BTN1A1	0.38325
DDX28	0.062
TMEM65	0.00687500000000002
LOC92345	-0.61025
TTC31	-0.8925
WDR46	-1.21333333333333
CHP2	0.1635
LSP1	0.63375
ZNF542	0.61
EXOSC1	-0.227
ARHGAP18	-0.434
LRRTM4	-1.19275
MAOB	4.33625
CACNB4	-0.2375
MGC33846	0.254375
RANBP3L	3.302375
ATP5L	0.65175
ONECUT1	-4.279
NUDT9	0.46825
TMEM149	-0.343
STX17	1.0945
IGSF10	-0.7905
TMPRSS9	-0.225
BMPR2	0.390272727272727
ALLC	0.434
KLF7	0.317
GCC1	0.9734
TIMM9	0.0305
CDO1	3.764
MGC10701	-0.734333333333333
IFI6	-0.4125
FRMD8	0.47975
MGAT2	-0.0195
WBP5	0.8085
CNIH2	-0.6275
KIAA0907	-1.7912
KCNH8	4.592
CTSG	-1.3795
GRIK1	2.67816666666667
CUL5	1.0995
FRMD1	2.976
OR9A4	1.1725
SYT6	-0.703
FOXD4L2	-0.36375
ANAPC2	-1.67966666666667
OPN5	0.0685
TAF13	0.007
LYG2	-1.012
GGNBP1	4.674
C11orf40	0.1065
OTX2	-1.6255
REG4	0.217
EIF5	-0.1865625
PALB2	-0.84725
SEPSECS	-0.00780000000000001
RNASE3	-0.97775
TRIM49	0.396
POLR2K	0.22
GPR42	0.978
C8B	-2.02525
SASS6	-0.2725
PREB	-1.384
OR3A3	0.0325
TUBA8	0.167125
IGLV2-14	-0.46075
STIL	-2.59933333333333
ANKFN1	0.251166666666667
NME7	0.13625
HOXC12	-2.53325
UBE2C	-3.39228571428571
FHOD1	-1.54925
CDK2AP1	0.550833333333333
OR6K2	-0.336
DHPS	-1.4465
RPL5	0.76375
TRGV5	2.01
LOC541472	1.550625
HCCS	-0.4778
DENND1B	0.4985
LHX3	0.013
OR5D16	0.4425
CXorf57	-0.559666666666667
IRF2BP1	0.7035
NDST2	0.0305
LCE3D	0.402
BOLL	0.278625
SYT3	0.68825
PIH1D2	1.16025
C20orf7	-0.345166666666667
IL1R2	0.0763333333333334
SLAMF9	0.3455
PPME1	-1.868875
PIK3CA	0.79725
TRAPPC1	0.192125
COLEC10	-1.87975
SLC9A6	-0.438666666666667
PDDC1	-0.56175
CCDC53	1.11625
GK3P	-1.54325
DAZL	-1.52833333333333
BRI3	-0.48175
SDK1	0.408571428571429
CYP2C18	1.24775
IFI44L	2.773625
RPL3L	0.3525
FUT9	1.20466666666667
KIFC2	0.138
PMP2	-0.311875
SLC4A9	0.0365
PLAG1	0.507
MYCBP2	0.635
OR4E2	0.8575
CCDC65	1.79225
C16orf82	0.611142857142857
ENTPD4	-0.354625
BRP44L	0.809875
PMP22CD	-0.234
TMCO4	0.495333333333333
KCNN1	0.253166666666667
WDR35	-0.07425
CCDC80	1.74325
C3orf31	-0.512
SLC7A9	-1.02725
TMEM190	-1.52025
DBC1	2.2945
FADS3	-1.60583333333333
PDZD8	-0.293333333333333
GRM5	0.567375
AZGP1	4.3817
PEX3	1.2695
MED1	-0.714142857142857
ATG4C	-0.293666666666667
HNRPH3	-0.140125
FAM109B	0.426
C4orf17	0.621
CA10	2.33475
OPRD1	0.0015
CCL16	-1.469
SACM1L	-0.07225
CST6	4.53475
CD63	0.9321875
LGI1	-1.66825
ZNF784	-1.4805
CRYBB1	-2.8875
CX3CL1	2.91415
TOP2A	-4.54675
GYPB	-4.379
GADD45GIP1	-0.9915
FEN1	-2.909
IGF1R	0.0104374999999999
WDR72	-2.22866666666667
PURG	-0.467
DEFB126	0.616333333333333
PKD1L1	1.026
CAV1	0.784
GNPDA2	1.2809
DGAT2	-0.034375
NLGN1	-1.48525
STRBP	-0.622625
HPRT1	-1.35316666666667
FANCI	-3.492125
PSMA7	-0.834
DBF4B	-0.534
TTF1	-0.8825
RAD54L	-3.91075
ELOF1	-1.13425
PLAGL2	-0.8905
ZNF256	0.419
HMGCL	-0.764
MSI2	-0.923
RPESP	2.4575
C11orf60	0.3595
ABCD1	-1.39
ACAA1	0.1881
SPARCL1	6.19557142857143
IL6ST	-0.3756
ZNF319	0.43275
TMEM109	-1.1185
FAM90A1	0.301666666666667
IL22RA1	-0.297
ATP4B	-0.079
TEC	-1.10183333333333
C7orf30	-0.4735
TXNDC2	-1.31483333333333
ABCB4	-1.72475
KIAA1191	1.079375
C9orf38	1.717
SFTPB	-0.286
CNTNAP2	-0.5984
FRK	1.8555
TBX19	0.162
CHD4	-1.365
C6orf26	-3.2965
MOSC2	2.011
IKBKE	-2.8095
HIF1A	-1.31216666666667
LOC595101	-0.4365
RELA	-0.312333333333333
TMEM16B	0.5105
ABHD12B	-3.1915
TSEN34	-0.18675
KIF18A	-3.63175
TXNDC9	0.322333333333333
SPATA2L	0.3765
SEMA4G	-1.3065
C21orf91	-0.14775
MATN1	0.437
KCNIP4	-0.037
TUSC1	1.4585
OR4C15	0.136
ARMCX6	0.648333333333333
WBSCR27	-0.9985
OR52I2	1.808
KIAA1604	0.85225
DYNC1I1	-0.825
PPP4C	-1.354
SLC47A2	-0.603166666666667
TREH	1.653625
CD48	0.8525
ST14	0.499166666666667
PKN1	-2.4625
SPON2	1.85225
XBP1	2.10333333333333
SFRS12	-0.0241666666666666
EFCAB6	2.86175
SELT	0.362
SLC39A2	1.6145
ERF	-1.12566666666667
ARL3	0.676875
SURF6	-1.6833
MLLT10	-0.502380952380952
FLJ11171	1.0675
TDGF1	-2.9955
ERCC6	-0.0925
EIF2AK4	0.12125
BAZ1A	0.129
LRRN3	1.069
TMC3	null
EFTUD1	-0.217
PTPRO	-0.726
CLEC12A	0.00287499999999999
ACBD4	-0.22925
ZDHHC14	-0.733375
OTUD7B	-0.257857142857143
ACTB	-0.1429375
MSRA	1.069125
LCE5A	-2.3175
IFI35	-0.7735
BSCL2	-0.639833333333333
ANKRD12	0.6865
CFHR2	1.32475
RGAG1	-0.125666666666667
HSFY1	-0.2775
SLC30A5	0.229
IMPG1	1.2425
GPR109A	0.1605
ZNF185	0.9385
IYD	4.50375
NPCDR1	-0.02
SERPINA13	-0.15
HMGCLL1	2.43575
NEUROG1	1.7645
UBQLN1	-0.50525
LIN37	0.2695
SOCS2	0.906125
DSCR4	-2.031125
XKR6	-0.44925
GPR142	0.7755
KRTAP13-3	0.1295
CCDC15	0.563166666666667
MOS	1.319
CD1E	-2.191
OFCC1	-1.1652
FAM83D	-4.5545
SRFBP1	0.42225
C9orf96	0.034
DHDH	-1.24475
CCDC90A	-0.504
RABL3	0.60155
CD320	-2.05866666666667
ANGEL2	0.170666666666667
MRPL21	0.30925
SMG6	-0.323833333333333
INSR	0.5208125
FLJ14816	-0.784
GLRB	1.41466666666667
C9orf89	0.78175
CIZ1	-1.732
URG4	-1.96866666666667
LRDD	-2.46116666666667
CBY1	1.06
NFX1	-0.468
MTERFD2	0.574857142857143
C19orf23	0.6945
PGC	-2.347
IER3IP1	0.3018
RASAL2	0.181083333333333
C1orf89	-1.458
SYNJ1	-0.466125
NFKBIE	-0.69575
FLJ40125	0.134833333333333
TCEB2	-0.7774
NOG	0.235
POLR2J2	0.676166666666667
HLA-B	0.8225
PCDHA1	0.61
PPP2R2B	1.68175
ARHGEF17	0.4215
TCF7L2	1.13128571428571
CHD5	-0.705166666666667
ZNF431	-0.61775
TBC1D25	-0.58775
ZNF800	-1.20575
SCUBE2	2.96172727272727
MYCBP	0.835333333333333
GPX5	1.236
C6orf129	-1.26083333333333
QSER1	-0.849833333333333
ULK2	2.651
PIGO	-0.194
NRCAM	-2.02335714285714
SLC35E3	-0.759
CSRP2	0.248
HYPE	-1.13575
MAPK15	2.51516666666667
MGC14327	-0.66175
TIMM13	-0.5505
ZNF462	0.8145
GBA3	1.521
TEX13A	1.5295
MCM6	-1.71533333333333
MTRF1	-0.47775
ABCA7	-3.335
EIF4A2	0.68575
ZC3H10	1.1691
RPGR	1.0265
C20orf94	-0.86825
RP1L1	-0.68075
