Hybridization REF	TCGA-C8-A12Y-01A-11R-A12D-07
GCA	0.8005
ECEL1	-1.03383333333333
GLG1	-0.22
SRD5A2L2	-0.465
MUTYH	-0.570125
ZNF70	0.2915
L2HGDH	-0.5815
GPATCH2	1.719
ZNF655	-0.684625
ZNF227	0.340166666666667
MCOLN2	-0.2535
NQO2	0.219
KCNQ5	-0.189
NEU1	0.662666666666667
QRICH1	-0.20725
ZBTB20	0.799166666666667
RPUSD3	-1.139
EPGN	-0.762333333333333
TSN	0.432083333333333
SPRY2	-3.12366666666667
LZTFL1	0.01575
GMFB	0.247875
PBEF1	-0.4475
HBG2	-3.1765
TMEM8	-0.10875
PALM2-AKAP2	0.466666666666667
NFYA	0.7975
FAM108A1	0.274375
PBLD	1.410625
NRG4	-2.383
PIGF	-0.84775
PTGER1	0.7785
NOS2A	-0.508833333333333
C21orf34	-0.372
C21orf51	0.168
IL17C	0.133
TRMT6	0.3025
ETV2	0.163666666666667
CCDC109A	-0.49975
MYLK2	-1.0405
ATP10A	2.9133
DPH4	0.07775
C5orf5	-0.305166666666667
KCNA4	0.468666666666667
NMNAT2	-1.36083333333333
GLYATL2	-0.886
LSMD1	0.963625
IL23R	-2.541
NRF1	-0.2415
MUC15	2.90266666666667
PRDM12	-1.4835
PAQR4	-0.108142857142857
RBBP6	-0.309
IFI27	4.42225
SKAP2	0.858833333333333
TAGAP	0.79925
TJP3	1.9615
C9orf61	0.82375
IDS	-0.291642857142857
PARG	0.4115
LOC131149	0.191
DYRK4	0.189833333333333
MICALL1	-1.54375
GALR2	-0.2145
GPBP1L1	0.914
TBX21	3.481
KCNJ6	-0.281666666666667
GGN	0.5915
CASP5	0.833166666666667
RNF182	-4.98825
BRD4	0.2285
DOK4	-0.676625
SLC46A2	1.1225
SOX9	0.521833333333333
ZNRD1	0.293666666666667
PRR6	-3.8465
FAU	0.34675
DTNB	0.3605
CARD9	-0.0105
STS-1	-1.73233333333333
SLC4A5	0.137625
NSBP1	-0.60925
UGCGL2	-1.10375
POTE15	1.199
NOXA1	0.81375
RP13-347D8.3	2.94425
SAMD10	-0.226
EP400NL	-1.19725
TCF21	0.03725
AMELX	-0.37225
JPH2	1.0367
SLA	1.050875
DLST	-1.8975
SEPT12	0.5995
RGS20	-3.7465
LXN	0.0453333333333333
ZNF419	1.398625
UPK3B	-0.257
RELL1	1.183
ESPNL	1.3695
KLHL21	-0.4655
PI15	0.8955
C2orf61	-0.8065
LOC407835	-1.13183333333333
RER1	0.436583333333333
ELAVL2	0.4575
MGC26718	0.8765
KLF2	1.95225
TNFAIP8L3	0.473416666666667
TFE3	0.441
C11orf17	0.28075
15E1.2	-1.23325
SNRPC	-0.3725
DLGAP1	-0.30925
PGLYRP1	0.082125
OVCH2	-0.0845
IRF7	2.2986
SET	-1.117
NAB2	-0.115666666666667
LRP5L	-0.32625
FAM120A	0.8141875
ASCL2	1.257
SHH	-0.9375
ATP5H	0.379
THPO	0.384
TYRP1	-1.30333333333333
HIST1H3E	1.428
EIF2S1	-0.612888888888889
TNFRSF17	-0.960666666666667
TARSL2	0.2885
NKX2-8	0.7595
C1orf115	1.788375
LOC56964	0.607
KIAA0841	-1.43175
ISCU	0.355
TTMA	-0.0995
ZNF414	-0.2435
LOC441150	0.63025
RAB15	0.31325
HBP1	0.922666666666667
TNNT2	-0.964
CECR5	-1.644
PHGDH	-3.322125
JRK	-0.3962
XPO4	-1.31475
FAM131C	0.292
ARHGAP25	0.825333333333333
CA9	-2.50133333333333
GPR62	0.0661666666666667
TLX1	-0.172666666666667
GPS1	-0.4905
OR2M2	0.193
BDP1	0.205285714285714
FAM70B	0.43275
RPS29	-0.458916666666667
MKLN1	-0.1259
TSPAN19	-3.555
SLC29A3	1.074
LGALS4	0.271333333333333
USH2A	0.4805
NF1	-0.0983333333333333
APOBEC3A	3.1995
IMPAD1	0.276666666666667
OLR1	1.93983333333333
NRAP	-1.576
HCFC1R1	1.7835
TAOK2	0.951333333333333
MCM10	-1.9485
MAP4K3	0.387666666666667
CBS	-2.7355
CLK3	-1.2616
PCDHGA5	-0.395
ELF4	0.15975
FAM71A	-0.0335
C11orf49	0.4455
CLIP2	-1.45475
BTBD9	0.7812
ZNF524	1.888
KDELR1	-0.0646666666666667
ZNF509	1.1085
NCSTN	1.3985
ZNF533	1.12678571428571
PARP4	-0.092375
GALNT9	-0.237666666666667
NPY	-2.894
BEGAIN	-1.8465
TMEM77	0.776833333333333
FOXRED1	-1.7285
SLC16A2	0.757333333333333
SLC35B1	-0.76325
GK5	0.407166666666667
SDCCAG10	-0.2275
C4orf20	0.031
SLC9A2	-0.25325
ADD1	0.3235
TAL2	-0.451666666666667
ACLY	-0.441875
DNAJC1	1.768
SOST	-1.95
USP43	0.7415
CYP4F12	-0.5835
FKBP5	2.411875
CHCHD5	0.3653
NUDT22	0.129
CCDC85B	-0.57975
OR51G2	0.417
STRN3	0.106142857142857
TMOD2	-0.40775
FLI1	-0.4135
MAB21L2	-0.313833333333333
DGKQ	-0.00575
VPRBP	-0.5635
SCNN1B	1.2359
ECHDC3	2.1552
TMEM106C	0.12675
CSNK2A2	-1.125
RPL39	-0.6992
HERC3	0.4613
ZBTB47	0.156833333333333
ZNF681	-0.30425
PAGE2	-2.007
CLIC5	2.98842857142857
RABAC1	1.1415
ZFHX2	2.02725
YPEL1	-0.114333333333333
KIAA0776	0.6695
NR1D2	-0.31225
DNAJC4	0.333
NPNT	5.2698
ZNF677	-0.0075
ZNF536	-0.628666666666667
MEF2B	0.628833333333333
PTPN4	-0.26375
CTCFL	-5.528
STX5	0.103666666666667
CD72	1.89425
VEGFA	-1.28889473684211
XRCC1	-0.0912
MAS1L	0.8095
ELL	0.4668
SETBP1	2.02925
CDH11	3.25416666666667
NDC80	-1.38715384615385
DMBX1	-2.8975
NRSN1	0.137
BAT2D1	0.314125
CDS2	1.581
C1orf212	-0.260166666666667
SENP3	-1.14325
IL1F9	-0.172
EEF2K	0.797375
COG8	-1.28525
CEP72	-2.3905
OR1L8	0.7
MUS81	-0.30475
PHYH	0.40525
GGT6	1.48066666666667
C22orf23	-0.925666666666667
C13orf33	2.68175
MAPK8IP2	1.3955
NELL2	2.4455
POU3F2	-3.2065
ALPK1	2.05025
MRPS18C	-0.19
RPLP2	0.385375
FGF22	0.5625
SPNS1	-0.228333333333333
ZFP1	-0.361
IL1RAPL1	-0.925
PCSK9	-3.19883333333333
NKX2-1	-0.0537692307692308
C6orf189	0.97825
SP4	-0.668
SLC11A1	1.148
C21orf25	0.496
ICAM2	0.600625
SH3GL1	-0.940666666666667
GSK3B	0.651
RALB	1.279875
PDXP	-2.00983333333333
GNGT1	0.722125
KIR2DL1	0.5715
TNFAIP3	0.556666666666667
C6orf32	-0.9862
CBLN2	-0.5865
PANK3	0.734875
TAAR9	-0.759
WDR82	-0.167642857142857
APOM	-3.558125
TRIP10	-0.61025
SPATA16	0.551833333333333
C1orf135	-0.6355
USP51	0.95975
TESK1	1.26125
C11orf64	0.01125
ZNF611	0.518
PDE6G	-0.2955
HLA-DQA1	1.95925
GCLC	0.13925
SEC61A1	0.518142857142857
TWSG1	0.734166666666667
ZMYND10	2.03675
CTDP1	-0.45025
ADAMTS6	0.2375
SLIT1	-1.90125
KRT86	-0.74
KIAA0574	-1.2255
GTPBP2	-0.5251
PQLC3	1.62975
PRRX2	0.584666666666667
C15orf44	-0.293166666666667
MKKS	-0.233
C11orf10	-0.26725
GPR110	-0.852625
CD109	0.64425
ADCY1	0.376166666666667
RHBG	-2.52775
TP53I3	-0.012125
SLC22A3	-1.2403
UCP2	0.81925
FOXG1	-3.4055
OR2AG1	0.316
TRIM24	-0.01575
PROC	-3.07225
TAAR6	0.473
AMTN	-0.887
C10orf47	1.02133333333333
DEPDC1	-1.5485
FLJ45557	6.58
ZDHHC17	0.1958125
KIAA1429	0.354333333333333
KCNH1	0.75075
VNN3	2.19075
PSMAL	1.24075
PPARD	0.147625
HFM1	-2.20275
YBX1	-2.14183333333333
ZNF695	-1.427
SCTR	-0.3782
DCDC1	1.102
VPS26B	-0.2851
MTF2	-0.5585
ATP6V1F	0.18725
CCDC94	-0.11625
PERF15	-0.1245
CCL11	4.1225
LMO7	-0.86125
DCST1	0.136
ADRBK1	-0.037375
CDRT4	-0.5375
ZNF84	-0.14625
HOXD8	1.6555
STARD8	-0.464666666666667
FOXP2	-1.387625
CCDC103	1.03025
POLR3A	-0.7319
GSC	-0.458666666666667
ZNF114	-1.37616666666667
HTR7P	-0.201
LALBA	-0.453
RMND5A	0.771333333333333
PSCD2	-0.75875
ZNF409	0.528
KRTAP1-3	0.2555
MAF1	-0.92675
LOC201725	-0.92
NRN1	-1.686875
SPAG5	-1.85083333333333
DNAH7	2.39216666666667
FLJ43860	0.0115
BRCA2	-0.544
ACADM	-0.118875
CXXC6	-2.76325
RAGE	-0.341875
CHMP2A	2.66775
FAM8A1	0.2927
GPR21	0.216
SLC12A3	-2.89433333333333
FVT1	0.451571428571429
ZDHHC7	-0.507375
FLJ44048	0.38875
SLC44A3	1.79933333333333
SDSL	0.218833333333333
MMP8	-1.06375
PLA2G12B	-3.35183333333333
ACY1	-1.457
MT1E	-0.0371666666666667
OR4K15	0.3585
TECTB	-0.3235
GPR20	0.301625
IRAK2	-0.7725
RFPL3	-0.375375
MYO9A	0.15775
NARG1L	-0.91425
BLMH	-1.194625
CCDC3	2.33483333333333
C9orf21	0.116333333333333
KIAA0513	0.5865
MIER2	0.35475
PNMA2	-2.32216666666667
SH3BP2	0.7032
ANXA10	0.87025
RTN2	-0.446833333333333
TFB1M	-1.2415
PRPH2	3.766
C14orf133	-0.18475
GOLGB1	0.83425
IRX4	0.21325
NFKBIL1	0.3415
C10orf62	-0.220333333333333
APBB3	-0.46325
RPS10	-0.1487
LOC728378	1.07375
TLE3	1.74655555555556
PSMB7	-0.496625
MESDC1	0.472
SLC6A1	0.7376
OCLN	1.58433333333333
PTTG3	-1.66083333333333
NAGLU	-0.912
SERTAD4	2.7835
SPRY1	-0.4725
FLJ10781	0.418916666666667
MYSM1	-0.34325
TRIM4	0.254071428571429
SH3YL1	0.762625
TREM2	3.68666666666667
SERPINI1	1.54825
HDHD3	0.1665
TMEM38A	0.386625
EID2B	-0.4275
TDRD3	-0.4965
SEDLP	1.9625
THSD7A	1.75066666666667
NDST3	-3.87775
KLHL15	-0.820333333333333
DHRS12	0.8785
FBXO9	-0.17
TNPO1	-0.286166666666667
MRPL13	-0.705
SNX5	-1.44016666666667
METTL6	-0.368
SOD1	0.738375
CHML	0.250333333333333
PACS1	0.07425
SIRT5	-0.9121
CAPN2	0.884166666666667
FXYD5	-0.922166666666667
TWISTNB	-0.1085
LRFN1	0.216
UBE1L	1.751625
UBE1C	0.6275
OR51B2	-0.4995
OR4D11	1.174
C15orf2	0.306
NR4A1	-0.136166666666667
LOC339047	-2.157
TRIM17	-0.326125
ATP5G3	-0.5115
RPL15	-1.56141666666667
ADAMTS8	0.307
HOXC4	0.6735
C14orf37	2.299
CEACAM5	-1.251875
MYT1L	-0.5108
RASA2	0.662
OSBPL7	-1.628
STAG1	0.7335
GIMAP4	4.50083333333333
FUT3	-0.350666666666667
PIF1	-3.009625
LPIN2	0.1956
SH3PX3	0.4825
PDP2	-0.47275
PAPD1	-0.247125
ERP27	3.473
APOOL	0.0946
DIABLO	0.2495
TRHR	0.237375
ARMC9	0.257625
RNF152	3.92575
SLITRK3	-0.044
ZNF211	2.0482
PFDN1	0.1655
RGS11	0.631875
HS6ST1	0.5068
AKR1D1	-1.409
TNP2	0.503166666666667
STK31	4.68066666666667
EML4	-0.851666666666667
SGTA	-0.607666666666667
HIST1H2BI	0.0103333333333333
PSMD6	-2.11683333333333
KIAA1257	1.5845
C18orf55	-0.369833333333333
FLJ20273	2.640375
RPL28	-0.144833333333333
EPYC	0.6715
NOX3	-0.342
ELAC1	-0.74
METT11D1	-0.6775
BIN2	-0.809833333333333
NACA2	-0.08225
CCDC17	-0.91475
HM13	-0.2161
UBOX5	-0.359625
UBE2O	-0.276375
UBL5	1.12
APOLD1	0.587875
C9orf31	0.6365
TNFSF8	0.3655
ARHGAP29	1.78825
PROKR2	0.375
PDE5A	0.6935
C6orf12	-0.8845
TOM1L1	0.4855
WHDC1	0.20325
FOXI1	0.580666666666667
RAB4A	0.9439
TMEM39B	-0.8615
ATPBD1C	-0.6745
FARSA	-0.762833333333333
PLEKHG5	0.34
CMAS	-0.339
OR7E24	-0.1665
SLC30A1	0.7845
CDC42EP5	0.430166666666667
PLAC1	1.87475
KLHL18	-0.635583333333333
LBA1	1.061
TAZ	-1.0045
CRIP2	1.854
BTBD11	-0.647666666666667
C16orf72	1.1495
DIO2	2.5953
LRRCC1	0.606
CCDC136	-2.2045
PRX	1.015375
RBM5	-0.9827
TMEM85	-0.12525
TUBGCP4	-1.5095
APLN	0.52575
CDK7	0.491
SSR2	0.67125
CRELD1	0.0945
C19orf46	2.28
GAL3ST4	0.121
KBTBD10	1.28425
IL28A	2.03625
WDR27	-0.6995
MCM2	-1.47633333333333
SOX14	-1.016
FLJ39743	0.4345
KIAA0922	-1.419875
HIPK4	0.321
FLJ25758	0.0745
C16orf57	-0.803083333333333
PDZD2	0.8445
MCC	1.377125
HHLA3	-0.3839
ID2	-0.0145
C20orf23	2.70691666666667
ZNF688	1.60075
APOC2	-2.2745
LOC440093	-0.03125
FAM50B	1.5665
PWP1	-0.5215
DNAH10	0.1405
HIST1H2BA	-0.23025
GPR56	0.333833333333333
METAP2	-0.7915
PAN3	0.4335
STXBP4	0.89175
PDHX	-0.1705
MTA1	-0.058
ZBED4	0.177875
ZNF720	0.67525
CDK2	-0.991375
RHOJ	0.523875
CDC37	-0.4655
ZER1	0.345
GRK4	0.652
PRPH	0.332
POLR2A	0.20975
OGFOD1	-0.69125
NOL5A	-1.077
PHEX	2.4625
FLJ16478	-0.0035
C20orf117	-0.946125
CAMTA2	-0.90175
C11orf74	0.4105
DDX17	-1.02658333333333
C5orf27	0.61625
PLEKHA2	-1.9114
PDE4DIP	0.6289
SCN7A	0.07275
ZNF559	-1.15566666666667
CXCL10	4.14825
ZMYM4	0.353666666666667
STK32B	0.1452
KIAA0888	-3.4467
TACR3	0.904
CKAP2L	-1.6055
KIF1A	-1.26916666666667
RSPRY1	0.586
VCAN	1.7875
CYP27C1	-0.101
SYDE1	-1.53916666666667
MED12L	0.80975
ZDHHC21	1.838875
NHS	1.131
TM9SF3	0.757833333333333
DDHD1	-0.44
MAFG	-0.412
BICD2	-0.8647
C14orf119	-0.106333333333333
C14orf43	0.126214285714286
CDH7	-1.743
ALKBH5	-0.641857142857143
JUP	1.14675
TMEM41A	0.207
MAMDC4	-1.4825
CBX3	0.639625
LRRC18	0.2295
RBMXL2	-0.729
PLA2G4D	0.574
FGF13	2.421375
KIF3A	0.684
PDIA6	-0.56025
DCXR	0.91075
CASKIN2	0.526
EHD1	1.14466666666667
MARCKSL1	0.133
ZNF496	0.749166666666667
SCAF1	-0.0916666666666667
KCTD8	-2.186
TRAF3IP3	0.615714285714286
LSR	1.17475
CXorf1	-0.037
C14orf112	0.526666666666667
EIF2B1	-0.444
OMP	0.284
GSTZ1	-0.31675
LOC92017	1.47975
ISLR2	1.205
C12orf36	0.4885
GATA2	-1.4945
GABRA5	-2.4375
CELSR2	0.467571428571429
STAM2	1.1351
TNAP	-0.3515
PTPMT1	-0.862166666666667
GRP	6.4255
SV2A	-1.837
MAGEA12	-3.923
CACNG1	3.602
C18orf19	-0.41475
GSG1	-0.3855
PTPRJ	-0.436642857142857
FRMPD1	-0.406
ZNF668	1.03625
PLEKHJ1	-0.736125
ADAT1	-1.7999
TMEM50A	1.2028
UCN3	0.1205
HOOK1	1.839375
IL17B	1.0245
MLKL	-0.974333333333333
TTC14	0.405166666666667
KLHL5	1.455875
CRYL1	-0.488166666666667
FOXH1	-0.0135
NFYB	0.2575
PPM1G	-0.44525
GOLGA2LY1	-1.11575
NMT1	-0.089125
HADHA	-0.7548
CHSY-2	2.9975
PLEKHF1	0.320785714285714
SAGE1	-2.676
MUSTN1	0.885
SUHW4	1.59
TFEB	1.38216666666667
ZFYVE27	0.6625
ATG12	0.278666666666667
BMI1	0.935357142857143
ZIM3	-0.18775
MYH4	0.467
MASP1	-1.56808333333333
KIAA0984	0.583
RPAP2	-0.123
ASB5	0.522
BOLA3	-0.322
MIA3	0.884833333333333
KRT35	1.551
KIR3DL3	-0.49
MRPL51	-0.29875
SEMA3F	0.649333333333333
NDUFB2	0.285
LOC253012	1.426
FAM46C	0.2701
G6PC	-2.628625
CSAG3A	-3.53683333333333
PREX1	3.6145
SLC25A45	0.229
MAPKBP1	0.3622
CPE	1.8171
GNB1	-0.403625
CXCR6	1.5405
TRIM46	0.20725
C16orf3	0.2695
HPSE	1.09475
TIGD3	0.412
SPG3A	2.46925
LCAT	-1.632
ST6GAL1	-0.663944444444444
POMC	0.39975
FLJ36031	-0.692666666666667
NSMAF	-0.373666666666667
SKIL	1.435
ADSS	1.21816666666667
HMGCS1	-1.7829
POLR3F	0.158666666666667
RAB10	0.379625
ZNF277P	-0.5695
ZBTB7B	1.72975
DHRS1	0.5255
ABCC13	4.45425
CNOT3	-0.1255
NFKBIA	1.542
GAK	-0.0345
SFT2D2	1.84266666666667
HOXA6	-0.3135
CRTC1	-0.128
LY6D	-1.16366666666667
C20orf72	-0.5095
CPT1A	-0.8595
LMO1	-0.5755
EIF3I	-0.0215
PRB4	0.20775
MCM3APAS	-1.307125
C20orf132	-0.7782
FOXF2	-1.53025
S100A12	-0.295
MLH1	-1.023
ACTN1	2.2214
MRPL36	-0.2755
C20orf106	0.0785
FBXO6	1.80383333333333
MKS1	-0.00416666666666667
CX3CR1	-2.559375
PDE1B	1.11
PLP1	-3.29825
KISS1	0.371333333333333
C14orf2	-0.752166666666667
TBC1D3P2	-0.71875
COMMD6	0.7619
ANKRD7	-0.6785
PTCHD1	-2.052
NARS2	1.80925
DOCK7	-0.539375
FAM127B	-0.298
LOC390243	0.166666666666667
N6AMT2	0.2685
ZNF391	-2.2365
DNAJB14	0.00583333333333333
WRB	0.664375
BPI	0.286916666666667
TTC4	-0.540166666666667
FAM10A5	-0.407
GOT1L1	0.6435
MAGED1	0.325125
RESP18	-0.078
WFDC6	2.15225
MT2A	-0.8985
C11orf56	0.229
KIAA1432	1.0965
ROR1	-1.91875
HSD17B14	1.731
ZFAND2B	0.49575
SAMD4B	-0.1185
HEXA	-0.32825
HNRNPU	0.686454545454545
USP39	-0.208125
NRD1	-0.149
R3HDML	0.0585
FLT4	0.623
OMG	-0.0693333333333333
OR52N4	0.638
LOC399818	-0.4185
ELA2	-1.3625
VENTXP1	1.214
RFC5	-1.373
OR52L1	0.395
PAX5	0.027
FBXO2	0.34475
GMEB1	0.456
AKT3	-0.8455
CRB1	0.442833333333333
CTTN	1.55583333333333
UTP15	-0.476
HSBP1	-0.0671666666666667
PHF11	2.17025
NDEL1	-0.536
USP8	0.269
BAIAP2	0.349875
SI	0.0718333333333333
ARSJ	0.266
BAAT	-2.9865
KCNS3	3.985
LOC126147	0.0441666666666667
TMEM37	0.008
C1orf162	2.73083333333333
MBD1	0.0135
ITGAL	0.0435
WDR73	-0.288333333333333
GKN2	0.294666666666667
ARFGAP1	-0.811
SLC5A8	2.7395
ZBTB40	0.2033
CYP4B1	3.77283333333333
LYPLAL1	0.688
CHST3	-1.2315
MAP3K9	0.0185
BTAF1	-1.89216666666667
TFAP2E	0.2085
RBM35B	0.34
LOC441251	-0.353166666666667
ANKRD25	-0.740944444444445
UQCRC2	0.1785
MAEA	0.40225
HYAL1	-2.9364
RNPEPL1	0.0568333333333333
CPSF2	-0.842625
PSD3	-0.9833
ABCA13	-0.93025
AGR2	2.937875
GBX1	-1.6875
HDLBP	0.395428571428571
ACY3	-0.774
HECW1	-0.6425
ZNF519	-1.49975
HOPX	3.644125
ZNF304	2.751
OR12D3	0.3985
FKSG43	-0.168
METTL1	-0.107875
MFSD3	-0.0533
PSPH	-0.138
CLCA3	-0.783
DARS2	-0.470666666666667
CDC25A	-2.4855
BAIAP2L1	0.59875
B3GNT5	-1.22325
USP29	0.2105
ARHGEF10L	1.3519
ATOX1	0.42475
ADAM30	0.4455
DNASE1	0.404
STT3A	0.313083333333333
RAB6IP1	-0.2225
PTN	2.3474
C1orf106	-1.98461538461538
HECA	1.22225
RNF122	1.13075
SLC22A18AS	1.14683333333333
GNG8	0.298333333333333
ELP4	-0.08725
FAM65A	0.0386666666666667
RPL10A	-0.534333333333333
IRS4	0.546
MACF1	0.5537
SEC24D	0.70675
LOC374395	0.08325
TGFB2	0.675625
MDFIC	-0.13925
CHRNE	0.372833333333333
PCMTD2	0.0178333333333333
ATP6V0D1	-0.648
MTA2	0.843
LZTR1	-0.914666666666667
RAP1A	0.379
AXIN1	0.467375
POLR1C	-0.2445
TRIO	0.423
PLXNA4A	-0.459916666666667
C5orf33	-0.2765
DEPDC1B	-2.50325
ZNF473	-0.161
MTM1	0.517125
GPR107	0.214666666666667
CSNK1A1L	0.365166666666667
FLJ14154	0.461
NLRC4	3.1685
ENPP4	2.11166666666667
PADI3	-0.218
RNF170	-0.442625
CG018	0.755833333333333
C16orf7	-0.389
KCNE1	0.95875
NRM	-0.660333333333333
SLC37A3	-0.645142857142857
TPD52L2	-0.754166666666667
UNC5B	1.46375
C12orf12	0.0125
SDHB	-0.53925
CLRN1	0.1615
NUDT10	-0.747833333333333
UGT3A1	-0.096625
FBXW8	-0.035375
RHOF	-0.27225
PTPLAD1	-0.22225
MYO3B	-1.2835
DERA	-0.62325
TPP2	-0.92
C19orf53	0.248333333333333
GINS3	-1.3425
ST6GALNAC5	0.1125
CHSY1	-0.362
MGC15705	-0.173
GPR83	0.428166666666667
EXT2	0.87575
DOLK	0.8535
TUBAL3	-0.10675
ACVRL1	1.9614
ABL2	0.13625
C14orf156	-0.722166666666667
PTPRZ1	-3.50725
DIP2C	-0.03925
LAMP1	0.118
RXRA	0.7291
MAP3K5	0.62375
ALKBH1	-0.0946666666666667
PDLIM7	-0.188625
ARL14	-1.399
SNIP1	0.2815
TIMP3	1.668
RGS3	0.0978333333333334
SPAG16	-1.2196
ABHD4	0.26175
ARHGEF12	0.683666666666667
GLUD2	-0.107
RAC2	-1.3761
UAP1L1	-1.094
SLC18A3	0.2545
YOD1	-0.0590833333333333
RALY	-0.0995
HMOX2	1.158875
DGKH	-1.7415
DBNDD2	2.99533333333333
YIPF4	0.62175
THAP10	-0.20525
ZNF513	0.489
HAGHL	0.276333333333333
ITGB4	0.915833333333333
CCDC141	-2.327
YTHDF3	0.184
C5orf28	0.526
RPL7L1	-0.41075
TMEM30B	1.35328571428571
ANKRD35	2.103
DUOXA2	-0.238
TBC1D5	0.3015
DFNB59	-0.17
HRH4	0.48075
MYO6	2.3786
DNAJA4	2.21775
RBM24	4.55375
CEACAM20	-0.75025
RBM23	-0.963642857142857
NGFB	0.446
C1orf63	-0.3265
KRTAP7-1	-0.3085
PERLD1	1.3285
NPB	0.597
C17orf59	0.1385
HSPBAP1	0.5005
SLC15A4	-0.228375
PRTFDC1	-0.6705
OSMR	0.352214285714286
CYSLTR2	-1.0005
C19orf25	0.2179
KIAA1797	-0.247
NLRP6	-0.2515
FAM105B	0.2463
SCRN2	-0.263166666666667
LRRC58	-0.6009
RNF17	-0.216142857142857
NEIL3	-1.7605
FAM137A	-1.272
SKP2	-2.96375
PARVA	1.00708333333333
PKLR	-1.7755
RNF34	-0.000125000000000005
A3GALT2	0.61075
C12orf50	-0.426333333333333
SUNC1	-2.39925
FAM102B	0.167833333333333
CCT2	-0.86075
LRRC37A2	-1.444
ARF4	-0.2215
SIKE	-0.1955
C8orf48	3.084
MBTPS1	-0.340071428571429
GPSN2	-0.612
NCF2	3.088
SLC12A6	0.200833333333333
MRPL48	0.36525
HMGN3	0.115833333333333
LRRC62	-0.95925
PAX9	0.86425
FAM55A	0.402
C20orf42	-3.13416666666667
SCML2	-2.735
BCL9	1.37975
FAM40A	-0.0175
C9orf41	-0.3565
ZNF774	-0.3215
LETM1	0.282
PLXNB1	-0.891833333333333
NIPSNAP1	-1.2255
USP10	-1.3305
F9	0.4365
LIPE	0.40225
CNGB3	-0.6785
C12orf52	-0.56725
PI4K2A	0.057375
MED8	0.15325
STAT4	1.1898
FGD4	0.0876666666666667
RNF145	-2.00983333333333
WDR32	0.3212
CLDN2	0.225166666666667
TCEAL8	0.5935
ZMYND8	-1.0024
PDXK	-0.3670625
GATAD2A	0.0725
PTGES3	-0.7755
CCM2	-0.078
TAP1	2.184375
ZNF670	1.32325
ETS2	0.0399285714285715
C6orf166	-0.0516666666666667
PRMT2	0.419928571428571
OR4B1	-0.4345
INTS8	-0.1885
CCDC102A	-0.0975
CCDC83	-2.0535
ITGA1	1.0732
EPHA5	-2.396
FAM24B	0.0663333333333333
TSGA10	2.293
HAL	-1.12333333333333
MYOT	0.3285
SPACA3	1.00675
BCL2L2	-0.659
CUGBP2	0.116833333333333
CCNB3	0.8905
RNF113B	0.232
MERTK	-0.1075
BAG1	0.1205
VPS36	-0.32025
ORMDL3	0.492
C1orf190	0.9235
ZNF625	-0.1815
CORO2B	-1.6685
ALOX15	-1.136
CST1	4.1385
NUPR1	2.44683333333333
CCL7	3.86075
SMCR5	-2.1835
DSC2	2.4345
RBMS2	0.873
GRIK4	0.587
TRIM65	-0.1391
TMPRSS6	1.40507142857143
TP53INP2	-0.000499999999999997
GLB1L	0.289333333333333
LOC388284	-0.510166666666667
PUS1	-0.586857142857143
BCL9L	-0.4785
OLFM1	1.01925
RET	1.8935
MASTL	-1.14916666666667
ALX3	0.35625
IL1RL1	0.3792
ZNF765	0.00130000000000002
C14orf138	-0.617
SNX10	0.532833333333333
TAC4	-0.1025
C1orf64	1.4065
POGK	0.77625
MAPK9	0.237
ZNF366	2.31725
C8orf79	1.1804
CLDN7	1.504625
OR5AT1	0.152
TRIM37	-2.5635
LRRC25	2.8925
GRHL2	3.1931
TEKT3	2.05375
LASS5	-0.292
ABCC4	-3.18466666666667
DLG3	0.752
VGLL1	0.084875
ZFP36L2	2.07
MFRP	0.165833333333333
KIAA1799	0.11725
FLJ44379	-0.7505
PCNX	-0.0515
ANXA9	2.158
CYP4V2	1.8625
PIK3C2A	0.18875
SRR	-0.055
NOL3	0.09925
IFITM2	2.4005
ARNTL2	-2.76875
ZNF595	0.41825
NLRP13	0.5435
ASPH	-0.12125
CPA2	-0.291
PVRIG	-1.7175
LEPR	0.988833333333333
C16orf42	0.336
SH3BGRL	2.33025
FAM77D	-0.560833333333333
FNDC7	-0.2335
C9orf6	0.393166666666667
NOTCH2NL	1.78166666666667
PGBD1	-0.772833333333333
SYNGR2	0.0513333333333333
PITPNA	-0.969375
PRPF4B	-1.3085
SLC43A3	-2.05335714285714
NRBP1	0.16175
SLC25A22	0.962
ILK	-0.05125
SLC22A8	0.668
MRPS7	-0.240875
PITX2	-0.99675
FABP3	0.695875
OR1L1	0.6595
LOC728215	2.934
BLID	-1.881
KIAA1217	2.83376470588235
TFPT	0.62125
AP4B1	-0.1645
VBP1	-1.16125
OR1K1	0.3685
MORC3	-0.04575
BHMT2	-0.00816666666666667
C3orf10	0.653
FZD7	1.41466666666667
WFDC10A	-0.1445
PMS2CL	-0.459125
CCDC32	0.227666666666667
FA2H	-1.0605
ALG13	0.262
TTLL7	-1.0401
SPOCK3	-0.0195
SLC13A2	0.4215
AIM1	2.3935
GPRC6A	0.795
EGR2	4.2465
MED11	-0.27725
WWC1	0.86375
SH3GL3	-3.72725
RIF1	-0.576714285714286
PRLH	0.2225
VLDLR	-1.863
DBT	0.6574375
C21orf63	-0.908
CGGBP1	-0.147375
KRTAP12-2	0.089
TADA3L	-0.447125
