Hybridization REF	TCGA-E2-A14P-01A-31R-A12D-07
RWDD3	-1.0645
RNF12	-0.051
GRIN2B	1.106
ADAMTS14	-0.519625
DYDC2	1.493
ATP6AP1	1.0694
NR1H2	0.382166666666667
PDK2	-0.913
C3orf17	-0.505
SLC38A2	-0.885428571428571
SLC25A29	1.31433333333333
C15orf29	0.24425
ADAM9	-1.1215
TMUB2	-0.214375
GPR176	-0.7795
AGK	-0.637285714285714
MCCD1	-0.119
NDUFA4	-0.154
TMEM146	-0.19875
DUSP1	1.299375
UNQ6975	1.9765
EMX2OS	2.91175
INSM2	0.04625
LUZP4	-0.6385
SETD6	1.41225
P2RY2	1.29575
SLC45A2	-1.649
RABGAP1	1.69
UBXD5	0.709375
GPRC5A	0.8944
PAK3	-0.176
LOC63920	-1.4325
TGFBR1	0.1423
KRTAP6-3	0.05025
SFMBT2	0.13
CDC42	0.7989375
C11orf35	0.754
TTLL2	-0.1205
UACA	-0.304083333333333
CD97	-0.899
SETD5	-0.289875
NINJ2	0.6345
PTER	-2.33383333333333
POMGNT1	0.96875
KRTAP4-2	-0.021
ECGF1	3.155875
HRB	0.463090909090909
ATP1B2	-0.3386
LOC400506	-0.36025
COL4A3BP	1.134
C6orf97	-2.01425
GRHPR	1.3235
TAS2R1	0.4885
SEMA7A	-1.52225
EDF1	0.1425
ODF2L	-0.1052
PCID2	0.198666666666667
GTF2H4	-0.215833333333333
ZCCHC3	-0.362625
CGB2	0.629833333333333
NEUROD1	-0.5515
C20orf75	1.123
RP5-1054A22.3	1.00116666666667
IFNA5	0.3745
ZNF134	0.249333333333333
MGC119295	-0.4159
ZSWIM6	-0.65825
SMEK1	0.569333333333333
PCGF2	0.1045
C1orf102	2.772
CYP2A13	0.7515
KCNH6	-0.7082
MDM1	-0.3697
ALDH7A1	0.821333333333333
C9orf75	1.116
VDAC3	0.63825
OR51T1	0.28
EIF3F	-0.184666666666667
KCNJ10	0.313625
LENG8	0.1805
EDEM2	-1.025
CCNJL	0.211166666666667
DHX37	-0.6635
CRYGN	0.43
AATF	-1.104125
ZNF630	-0.0785
E2F5	0.34
WFDC13	-0.16775
FTSJ3	1.6625
C4orf33	0.57475
LHFPL4	-2.54875
C19orf56	-1.18216666666667
SMAD4	-0.86575
AFM	-0.6615
G0S2	1.4685
FCHSD2	-0.5227
RRP1B	-1.0567
EEF1B2	-0.893833333333333
STAT6	0.501666666666667
ZNF195	-0.886
GNL1	0.0233333333333333
ZNRF2	0.292
PER3	-0.349625
ASB16	0.039
C10orf10	1.81771428571429
ADCY8	-3.688
C9orf58	0.88
ARMC10	-0.0418333333333333
PSG1	-1.628
DHX34	0.399
VARS2	-0.350625
NFIC	1.56175
ITPR2	-1.26225
AGXT2	0.260333333333333
OR6K3	0.3145
H2AFZ	-1.39941666666667
MLLT3	-1.58466666666667
COX4I2	0.5035
CCNT2	-0.38825
PLK4	-0.113625
NUMBL	0.183166666666667
MED16	0.93625
PLEKHQ1	0.73525
GOSR1	-0.00655555555555552
BTG4	0.4645
RPL30	-1.015
IGSF5	0.28625
IGFL2	1.3455
ELMOD2	1.086
SHC3	-1.19833333333333
HAVCR1	-0.436
DYNC2H1	-1.254875
RNF5	-1.07066666666667
C2orf7	-0.423
NLF1	1.5775
KLHL25	1.2995
LRP10	1.1181
KRI1	-0.51375
PUS7L	-1.33566666666667
MGMT	1.6815
HOXD1	0.016
CSH1	1.1486
ATG16L2	-2.2375
FLJ44635	0.137
CHODL	-0.75225
EXOSC8	-1.423
SLC28A1	0.30125
MYO7B	-0.429
SEH1L	-0.1688
MTNR1A	0.347833333333333
TSPAN5	0.585
CDC45L	-1.41483333333333
AMIGO1	0.305
ATAD3A	-0.372375
OSGIN2	1.041
PDIK1L	1.01233333333333
DARC	2.30525
PIPSL	-0.184
SHMT1	0.44125
CRISP3	0.336
POPDC2	1.40683333333333
ZRANB2	-1.52
FBXL8	2.3525
TRIP13	-0.125727272727273
EIF5AL1	-0.718
POU5F1P3	-4.71283333333333
IL6	-0.144833333333333
CXorf38	0.630333333333333
IFNA16	0.0645
FBXL2	-0.140333333333333
BRD1	0.3
STATH	1.4565
FBXO44	0.629833333333333
MCCC2	0.43175
CDC2	-1.0163
C5orf23	0.066
IVD	0.854333333333333
C10orf122	-1.18525
MSL3L1	0.0638
MVP	0.466
EPOR	-0.6509
ZMYM1	-0.1415
BCL7C	1.23383333333333
PSTPIP2	-0.2374
LYPD1	-1.145875
OR8G5	0.014
ZP3	0.724833333333333
BCAS4	1.8135
EDG6	2.32475
ISY1	0.36825
PRAMEF2	-1.63775
CUL1	0.265
RNF213	0.818
CCRK	0.88725
DHX9	-0.0995
C13orf29	-0.858
NCKAP1	0.968333333333333
MRPL43	0.149357142857143
XPR1	-1.049
PKN2	1.4121
PODNL1	-0.324
ZNF333	-0.099
DALRD3	1.4755
OPN1SW	0.918
BTBD6	1.13025
C11orf82	-2.0255
OR5P3	-0.585
DUSP11	-0.35125
L1CAM	0.108
NEK11	2.11483333333333
OR7E91P	1.0655
CNTN3	0.5809
CREB3L2	0.3605
ZBTB37	0.67
KIAA1324L	0.792
NDUFB10	-0.405333333333333
NUDT2	-0.3165
GTPBP8	0.334
CACNA1D	0.9505
PRKAA2	0.620833333333333
PRDM8	0.5195
MGC16075	-0.6605
KRT14	-0.00942857142857142
PP8961	0.895625
MRPL18	0.097
ABCG2	-3.81675
PACRG	0.75125
BBS2	-0.03725
KREMEN2	2.5835
FBXO21	0.31375
HNRPUL1	0.41625
GRB10	0.136
CLSTN1	1.718125
LMAN2	1.2059
C17orf61	0.58625
NIPSNAP3A	0.0155
INSIG2	0.5495
PCDHB7	0.458333333333333
STXBP2	0.29225
CMAH	1.07441666666667
SEMA5B	-0.9625
ZNF155	-0.245666666666667
COQ6	0.504333333333333
PRPF4	0.334
TSPAN15	3.4724
VN1R5	0.042
LATS2	-0.00425
SELK	0.038
PGK2	-0.91775
MS4A1	1.091375
TYW3	-1.2532
KRTAP5-1	1.93875
RCCD1	-0.479166666666667
BTN1A1	0.374333333333333
DDX28	0.81525
TMEM65	-0.79575
LOC92345	0.037
TTC31	0.3735
WDR46	-0.987666666666667
CHP2	-0.459333333333333
LSP1	0.06125
ZNF542	-2.015
EXOSC1	-0.58675
ARHGAP18	-1.15983333333333
LRRTM4	-0.914428571428571
MAOB	0.778083333333333
CACNB4	-0.932
MGC33846	1.49075
RANBP3L	-0.812
ATP5L	-0.4615
ONECUT1	-1.8905
NUDT9	-1.0695
TMEM149	0.357
STX17	0.746
IGSF10	-3.89475
TMPRSS9	0.6565
BMPR2	1.04341666666667
ALLC	-0.4355
KLF7	2.57725
GCC1	0.7352
TIMM9	-0.8495
CDO1	0.386333333333333
MGC10701	-0.136333333333333
IFI6	2.49683333333333
FRMD8	0.16925
MGAT2	-1.18625
WBP5	-0.497166666666667
CNIH2	1.607
KIAA0907	-1.5181
KCNH8	-0.9405
CTSG	-2.0735
GRIK1	-0.331833333333333
CUL5	0.9895
FRMD1	0.2595
OR9A4	0.1215
SYT6	-2.641125
FOXD4L2	-0.76875
ANAPC2	-0.063
OPN5	-0.5415
TAF13	0.54125
LYG2	-0.20925
GGNBP1	-0.287
C11orf40	-0.317
OTX2	-1.495
REG4	-0.115
EIF5	-0.518625
PALB2	-1.031
SEPSECS	-1.1434
RNASE3	0.00825
TRIM49	-1.5515
POLR2K	-0.2453
GPR42	0.025
C8B	-3.0495
SASS6	-0.64025
PREB	-0.139166666666667
OR3A3	0.317
TUBA8	0.844
IGLV2-14	-0.50475
STIL	-0.3065
ANKFN1	-1.41766666666667
NME7	-1.394
HOXC12	1.40925
UBE2C	0.911625
FHOD1	1.882625
CDK2AP1	0.640083333333333
OR6K2	-0.20925
DHPS	0.08975
RPL5	0.054
TRGV5	0.6295
LOC541472	0.072375
HCCS	-0.8843
DENND1B	0.045
LHX3	0.5575
OR5D16	0.587
CXorf57	-2.9966
IRF2BP1	-0.64175
NDST2	0.182333333333333
LCE3D	-0.139
BOLL	0.138285714285714
SYT3	0.78275
PIH1D2	0.1855
C20orf7	-0.962666666666667
IL1R2	0.673
SLAMF9	0.2125
PPME1	0.1675
PIK3CA	2.0675
TRAPPC1	0.3575
COLEC10	-1.275
SLC9A6	-2.34316666666667
PDDC1	-0.880916666666667
CCDC53	-0.28275
GK3P	-0.73175
DAZL	-1.16275
BRI3	-0.21925
SDK1	-0.364
CYP2C18	0.00599999999999998
IFI44L	2.133625
RPL3L	0.012
FUT9	-0.613333333333333
KIFC2	-0.413166666666667
PMP2	-0.49275
SLC4A9	0.0405
PLAG1	-2.63883333333333
MYCBP2	1.25516666666667
OR4E2	0.3265
CCDC65	2.29125
C16orf82	0.335625
ENTPD4	-0.727
BRP44L	0.0645
PMP22CD	0.30875
TMCO4	1.40016666666667
KCNN1	-0.546166666666667
WDR35	0.0395
CCDC80	2.012875
C3orf31	-1.5455
SLC7A9	-1.30075
TMEM190	-1.5825
DBC1	-2.0312
FADS3	0.556333333333333
PDZD8	0.494666666666667
GRM5	0.3635
AZGP1	3.7496
PEX3	-0.1035
MED1	1.40628571428571
ATG4C	-1.8385
HNRPH3	-0.7175
FAM109B	1.2955
C4orf17	0.0895
CA10	-0.1515
OPRD1	-0.469
CCL16	-1.767
SACM1L	-2.514
CST6	4.323
CD63	0.5001875
LGI1	-1.6865
ZNF784	1.545
CRYBB1	-1.913
CX3CL1	2.6561
TOP2A	-2.536375
GYPB	-2.6225
GADD45GIP1	-0.71025
FEN1	0.090125
IGF1R	-0.886
WDR72	-2.53066666666667
PURG	-1.55316666666667
DEFB126	2.7755
PKD1L1	-0.06825
CAV1	-2.1994
GNPDA2	-1.4894
DGAT2	0.85375
NLGN1	-4.27825
STRBP	0.538875
HPRT1	-1.26983333333333
FANCI	-0.103375
PSMA7	1.534875
DBF4B	-0.6605
TTF1	0.0335
RAD54L	-1.076
ELOF1	1.014
PLAGL2	-0.223625
ZNF256	0.8135
HMGCL	0.70925
MSI2	1.62183333333333
RPESP	-1.953
C11orf60	0.03775
ABCD1	1.5285
ACAA1	0.8123
SPARCL1	4.52064285714286
IL6ST	-0.911
ZNF319	1.53275
TMEM109	1.3344
FAM90A1	-1.48216666666667
IL22RA1	-1.459
ATP4B	-0.366
TEC	-1.20183333333333
C7orf30	-0.8365
TXNDC2	-0.684666666666667
ABCB4	-0.89925
KIAA1191	-0.2555
C9orf38	-0.1355
SFTPB	-0.121
CNTNAP2	2.82091666666667
FRK	0.989
TBX19	-0.94575
CHD4	0.96725
C6orf26	-2.9045
MOSC2	1.45275
IKBKE	0.31975
HIF1A	-0.309166666666667
LOC595101	-0.43
RELA	0.883333333333333
TMEM16B	-1.601
ABHD12B	-3.51
TSEN34	0.12275
KIF18A	-2.0705
TXNDC9	-0.463666666666667
SPATA2L	1.4155
SEMA4G	-1.7015
C21orf91	1.013125
MATN1	-0.284
KCNIP4	0.136
TUSC1	-0.44775
OR4C15	-0.1125
ARMCX6	-0.748083333333333
WBSCR27	-0.685333333333333
OR52I2	-0.146
KIAA1604	-0.2665
DYNC1I1	-2.351125
PPP4C	0.5085
SLC47A2	-1.95966666666667
TREH	0.020125
CD48	1.66083333333333
ST14	3.13116666666667
PKN1	-0.63525
SPON2	2.88025
XBP1	0.278416666666667
SFRS12	-1.17633333333333
EFCAB6	2.919
SELT	-1.331
SLC39A2	-0.1535
ERF	-0.7765
ARL3	-0.432375
SURF6	-0.2336
MLLT10	-1.13209523809524
FLJ11171	1.04283333333333
TDGF1	-4.36633333333333
ERCC6	-0.39025
EIF2AK4	0.6265
BAZ1A	1.40183333333333
LRRN3	-0.774833333333333
TMC3	0.2595
EFTUD1	0.0505
PTPRO	-0.0456666666666667
CLEC12A	0.463375
ACBD4	0.178125
ZDHHC14	-0.384125
OTUD7B	0.934
ACTB	1.050125
MSRA	-0.779
LCE5A	3.285
IFI35	-0.2115
BSCL2	1.94916666666667
ANKRD12	0.337166666666667
CFHR2	0.416666666666667
RGAG1	-0.887666666666667
HSFY1	-0.442
SLC30A5	-1.22783333333333
IMPG1	-0.4245
GPR109A	1.0265
ZNF185	-0.57025
IYD	2.11525
NPCDR1	-0.3315
SERPINA13	0.026
HMGCLL1	-2.55525
NEUROG1	1.61533333333333
UBQLN1	0.8595625
LIN37	-0.74875
SOCS2	-2.7585
DSCR4	-1.204125
XKR6	-1.90275
GPR142	0.618
KRTAP13-3	0.7785
CCDC15	-1.014
MOS	0.36
CD1E	-0.8055
OFCC1	0.3198
FAM83D	-1.88075
SRFBP1	-1.6715
C9orf96	-0.6825
DHDH	-1.3955
CCDC90A	-0.6595
RABL3	1.1081
CD320	-2.16033333333333
ANGEL2	-0.335666666666667
MRPL21	-0.1655
SMG6	1.13016666666667
INSR	1.181
FLJ14816	0.3775
GLRB	-3.5974
C9orf89	-0.4325
CIZ1	1.435125
URG4	0.891833333333333
LRDD	-1.1325
CBY1	1.93283333333333
NFX1	-0.062
MTERFD2	-0.548357142857143
C19orf23	0.8735
PGC	-2.744125
IER3IP1	0.1008
RASAL2	0.882333333333333
C1orf89	0.11325
SYNJ1	-0.519
NFKBIE	0.2245
FLJ40125	-1.472
TCEB2	-0.814
NOG	-1.104
POLR2J2	-0.272
HLA-B	1.92075
PCDHA1	2.25
PPP2R2B	-1.25325
ARHGEF17	0.166166666666667
TCF7L2	0.960642857142857
CHD5	0.8725
ZNF431	-0.834875
TBC1D25	-0.33025
ZNF800	0.3365
SCUBE2	-1.56427272727273
MYCBP	0.826
GPX5	0.081
C6orf129	0.702333333333333
QSER1	-0.221333333333333
ULK2	0.9265
PIGO	1.86666666666667
NRCAM	-1.28178571428571
SLC35E3	0.144875
CSRP2	0.075
HYPE	-0.316
MAPK15	0.384833333333333
MGC14327	-0.3335
TIMM13	-0.7115
ZNF462	-2.4325
GBA3	-0.179
TEX13A	0.0335
MCM6	-0.262777777777778
MTRF1	-1.57975
ABCA7	0.5885
EIF4A2	-0.705
ZC3H10	-0.1194
RPGR	0.0448333333333333
C20orf94	0.46225
RP1L1	-0.15125
GPR125	-1.08875
USP22	1.49285714285714
OR1L4	-0.03375
MLZE	2.577
FLJ32065	1.3725
PTCD1	-0.4065
CRTAC1	3.42333333333333
BXDC2	0.1365
C18orf1	1.29516666666667
FAM107A	1.39107142857143
EFNA3	2.18275
P18SRP	-1.3032
CAMKK2	0.149833333333333
KIAA0649	-1.42675
NES	-1.55366666666667
HS6ST3	2.131875
PON2	0.04275
TCP11L2	-1.08575
CLEC4A	1.37975
PRR12	-0.022
MLXIPL	0.7722
C2orf50	0.1175
ZNF28	0.474
ENC1	0.964666666666667
MAP2K1	-0.645375
FKSG2	0.39225
KIAA0430	0.50875
PTP4A1	-1.25266666666667
GPR156	1.935
GTF3C6	-1.10375
UBR2	-0.6068
LOC388272	-0.7325
MAK	2.29383333333333
ACOT4	2.092
STC2	-3.13091666666667
PIGW	-1.730125
SAE1	-0.28175
COL6A1	0.562363636363636
OAZ1	-0.351
STMN4	0.2315
EDG3	1.396
SGCE	-1.61316666666667
IL11	-2.6885
PRSS8	3.359
YIPF5	-0.22125
WNT4	0.62275
CSN2	0.0343333333333333
TCF7	-1.745
TDO2	1.75775
SAMD9	-1.4183125
S100A7A	3.439
MMRN1	2.3295
GKAP1	-0.40825
AKR1C3	-1.134125
RNF19A	0.2395
GMDS	0.75425
YKT6	0.536125
SPARC	0.0666
C12orf31	-0.64625
UBE2V2	-1.33566666666667
FBXL18	-0.5795
KIAA0460	0.2475
ADAM22	-0.872875
SERPINC1	-5.4195
KCTD21	0.6195
MYOHD1	-3.101
ZNF37A	-0.7565
GTF3C1	1.33766666666667
CTSZ	1.70825
PRNPIP	-0.2235
DRD1IP	0.38025
NR1I2	-2.78433333333333
ZNF266	-0.6368
SPAG4L	0.2845
COX4NB	0.08525
SAPS1	2.52016666666667
APOA1	-3.645125
TATDN1	-0.900333333333333
C10orf82	-2.13
KPNB1	-0.52375
FOXO3	2.56741666666667
CRYBB2	-1.0745
ZBTB5	-0.142
SLC25A38	-0.47625
DCTN2	-0.1755
IFT20	-0.54425
CTHRC1	0.695
C1orf31	0.437875
UHRF1	-0.767625
GPC6	-0.92625
C10orf54	1.57825
MCF2L2	-0.182166666666667
WNT9B	0.087875
OLA1	-1.158875
FAM120B	1.03275
TTLL10	-0.3125
CYorf15A	-4.90925
RELN	-2.0619
SCN2B	0.426583333333333
MFHAS1	-0.5215
NKX3-2	-1.98316666666667
RASGRF2	-0.9455
SSBP1	-0.811166666666667
KPNA6	0.456142857142857
LOC389118	0.017
HS3ST4	-1.2422
SUPT7L	-1.5925
FLJ32658	1.1285
IGFBPL1	0.525
KIAA1641	0.0612
SHKBP1	0.338666666666667
CSF1R	4.56925
NAGK	1.9385
MYL2	0.50475
HIST1H4C	0.194333333333333
TOMM7	-0.7695
ADAMTSL3	1.4164
TNFSF14	-0.18225
PRRT2	-2.2415
VTA1	0.94375
AOAH	2.92833333333333
CRISPLD2	1.7665
PNN	-0.7345
TA-NFKBH	-0.15675
ESPN	0.365
RBM43	-0.506
KIAA1267	-1.041125
DDX3X	0.520166666666667
KIAA1576	-4.94475
PLXDC1	2.364
FLJ25801	-4.55875
HNRNPL	0.11575
RUNDC3A	0.360666666666667
CASP12	-0.6985
SH2D5	-1.437
RPL26L1	-0.0685
OR51A7	0.17575
HDC	1.3105
C2orf16	-0.0713333333333333
SYTL3	2.3825
GOLGA4	0.307375
NOTCH1	0.444333333333333
ATPAF2	1.34725
ECD	-0.677
SSX5	-1.42716666666667
SNAP91	-0.209666666666667
OCA2	-4.574
PNPO	-1.058
DAPK1	-0.882333333333333
PINX1	-1.31983333333333
SELENBP1	1.324
NEK3	-1.23991666666667
TMED4	-0.544142857142857
SSTR4	0.093
FOSL1	-2.2188
CD40LG	0.471
CES1	-0.625
DCI	-0.801666666666667
B3GAT3	1.0145
STK17B	-0.369
CNTN6	-0.03925
CYP3A4	-1.53416666666667
MBOAT2	2.32042857142857
PISD	0.358875
USP1	-0.106
PYDC1	2.20616666666667
CENPM	-1.061125
SAR1B	0.3845
TTC7B	-1.387875
DP58	0.1085
GPC1	2.937
RBL1	-0.557875
TMEM137	-2.357
TOB1	1.0415
TCEAL1	-0.4225
CENPF	-1.56636363636364
C6	1.50466666666667
PRSS1	-3.6775
PPIL6	3.36833333333333
C6orf124	0.4835
ODZ4	-0.0656666666666667
SNCB	0.40775
NDUFB9	-0.374625
CNOT6L	1.19816666666667
S100A9	4.62766666666667
TRIM50	0.035
KCTD1	2.7258
WDR63	0.31925
SPEF2	1.567
RNGTT	-0.6885
CXorf22	1.3675
KCNK16	0.1025
CEP250	-0.482
ATPBD1B	0.144
KCNJ2	2.92625
MT1B	-0.138
ZNF684	-0.1275
SLC4A1	0.201
PDHA1	-0.56875
ZNF492	0.507125
TKT	-0.48025
BYSL	-0.62925
RNF38	1.239875
AHDC1	0.854
KLHL2	-0.108
CMTM8	1.6275
DMP1	-0.9385
HERPUD2	-0.31275
CRTAM	2.66783333333333
ZNF572	-1.0275
TMEM16J	0.414
HSD17B2	-0.8865
UBE2G1	-0.621625
AHSA2	-2.89525
PELI2	0.2445
TPX2	-1.238375
ATP9B	0.703
DAZAP1	-0.11175
HMGCS2	0.495833333333333
C17orf38	0.16475
B9D1	1.234375
NKX2-5	-0.0798333333333334
KIAA1276	-0.31675
LILRB2	3.5075
CSTF1	0.426333333333333
BTN2A1	-1.54766666666667
C15orf48	3.71425
IGF2BP3	-4.23325
FAM113B	0.644833333333333
HRG	-0.1735
ZNF131	0.17525
USP47	-0.651714285714286
CCDC88B	-0.742875
HCN1	-0.8792
HTN1	-0.796
SYCP3	-0.33025
C13orf23	0.1697
PAPOLA	0.847
AATK	-0.2808
MSH3	-0.824166666666667
NDUFAB1	-0.7085
ITLN2	-1.5345
BAK1	-1.864
MRPL45	-1.43283333333333
MTNR1B	0.6045
LOC645843	-2.712
SPECC1L	0.74575
PGCP	-0.99675
SPN	-0.659875
GPR143	1.253
ZNF576	-0.311333333333333
TMEM39A	-0.113
ATP5D	-0.974666666666667
MAGEB3	-2.237
RPS5	-0.606
ANP32E	-1.76507142857143
MTMR1	0.411
YEATS4	-1.60375
SYNGAP1	-0.02825
PCOLCE	-1.567
MNS1	0.524
PCYT2	1.593
ZNF182	-1.66125
LAX1	1.949375
SPPL2B	2.239
ELOVL5	-0.0469
PCDHAC1	-0.283
B4GALNT1	-0.754666666666667
BLOC1S2	0.378375
ZNF673	-2.1064
ARHGAP21	-0.969166666666667
IRX5	2.83275
LRFN5	-0.581
FAM7A1	-2.0575
RAB19	1.1805
GINS1	-0.92075
ITM2B	0.1166
PAPSS2	2.00691666666667
OR5BF1	0.239
ACSL3	-0.103
KIAA1919	-0.991916666666667
GLT8D2	0.39275
UTRN	1.22564285714286
CNN1	0.922
HISPPD2A	-0.710666666666667
SDAD1	1.568625
SIGLEC9	0.566666666666667
RPL35	0.675785714285714
C22orf26	0.5095
IMPDH2	-0.98625
WDR69	-0.76425
SEC14L5	-0.4765
CLTA	0.922
RP11-529I10.4	0.483
GPR37L1	0.0511666666666667
OGDH	0.789166666666667
ASB13	-1.03833333333333
ZFP14	-1.235
ZCRB1	0.133
KPNA3	0.25125
HSPA1L	0.90925
RHOC	-0.053
LOC554175	0.54225
PPP3CA	-0.3648
SLC1A7	-0.5492
ZNF529	-1.61866666666667
RBED1	0.573
DDB2	-1.74475
FLJ11286	0.3685
SPATA1	0.1515
MKNK1	1.24133333333333
DYSF	1.3745
ALKBH2	-1.45425
NKD1	-2.19416666666667
C1orf174	-1.36425
PLEKHO1	1.09333333333333
ASB10	0.30575
RING1	-0.1915
NPC2	1.290125
AVPR1B	-0.284
YTHDF1	0.769083333333333
LMAN1L	0.174
GSG2	-1.324
CEP170	-0.7356
RPS4Y2	-5.366
MSH6	-1.1445
HECTD2	-0.726666666666667
ZNF556	-1.09266666666667
PLEKHC1	-0.6898
AIRE	0.458
BCL2L10	2.3885
LMOD3	0.112333333333333
ZBTB8	0.8228
FOXA2	-3.2657
SLCO2A1	2.6265
C3orf46	0.2855
PRDM16	1.50983333333333
TMEM98	0.51175
FRMD5	-3.6165
PDE6C	-0.5045
C1orf216	-0.465
EP400	0.571714285714286
PTK2	-0.273333333333333
RNF217	0.8225
NDUFA8	1.3905
ZFAT1	-0.1615
LAMP3	2.80583333333333
GLTSCR2	0.905875
NPW	-0.053
LLGL2	2.9997
PPM1K	-1.67666666666667
C20orf177	-0.069
KIR2DL4	0.4857
NFKB2	0.402
C21orf122	-0.763333333333333
HESX1	-2.18725
GPR114	0.828
SLC25A35	-1.01083333333333
GNAT1	-0.3545
ORAI3	0.07775
FAM76B	-1.133375
TMEM99	-1.7186
TRIM29	0.9101
CDS1	1.83125
RHEB	-0.9467
C4orf27	-0.195166666666667
RAB3A	0.2095
OTUD6B	-0.808
GPD1	2.376875
CDH15	-1.59083333333333
NPM1	-1.41042857142857
TMEM117	-2.78075
PRPS2	-0.600583333333333
GCK	0.8405
ADRA2A	2.54483333333333
TSPYL4	0.308666666666667
TASP1	-1.35725
WDR19	-0.579833333333333
C10orf38	-2.31625
PDE4C	-0.597333333333333
FYB	0.597
C1orf55	0.199833333333333
PPFIA3	0.241
RAD18	-0.9485
C12orf44	0.395
CRYBA4	-0.3925
HVCN1	0.4155
TAF10	0.0148333333333333
C16orf48	1.104
DEPDC5	0.359
LTBP1	-0.0875
MAPRE1	-0.192875
FGF8	-0.8325
C3orf52	1.542125
SENP7	-1.288
LRRK2	2.0205
RUNDC2A	0.344166666666667
KIAA0355	0.744166666666667
CPEB1	-2.4835
PPEF2	0.4225
ABI2	0.211
KIAA0317	0.71825
ATF1	-1.917
DYNC1H1	2.241125
DIP	1.431
TMEM33	-0.592444444444444
POLDIP3	0.1325
C7orf24	1.55975
GPR171	3.4395
CDC6	2.32233333333333
PLD1	0.6779
ITFG2	-0.7662
NDUFC1	0.05925
AKNA	-0.4345
NBR1	0.25575
PKHD1	0.020875
HPS4	-0.7971
MAFA	2.0295
ULBP3	-0.18175
DIRC1	0.4985
IMMT	-0.496375
C22orf13	1.03775
CEL	1.246
MARK3	0.5885
ADAMTS2	0.483916666666667
ARPC3	0.2045
TMEM10	0.0237142857142857
NPHS1	0.7465
BRD8	-0.972833333333333
WDR12	-1.329
IDI2	-0.613625
HOXD13	-1.557
OR8G2	0.44275
SLAIN1	-3.08575
GABRQ	0.3555
NR2C2	-0.616
NKTR	-0.7678
TLE2	0.792
KIAA0892	-0.5125
AURKA	-0.140272727272727
GPRC5C	1.121
TBC1D9B	0.47575
PNPLA6	0.441833333333333
AP3B1	-0.37175
NAG	-0.4195
C11orf68	0.22375
AKR7A3	0.63975
AHCYL1	-0.840166666666667
COP1	0.171
RPP14	-0.22075
PCDHB18	-0.33625
CDH24	3.28225
KRT17	0.1695
LACTB2	-2.80275
DDX24	1.2008
PHACTR1	-2.832
SLC35E2	0.13075
LOXL1	-1.618
IQSEC2	0.71675
RGSL1	0.4005
PCDHGC5	-0.013
MEGF10	-0.79725
PRRX1	0.460333333333333
ASTE1	0.157
C6orf159	-1.762
MYOD1	2.1655
GAA	-0.0915
ZNF747	0.4085
KLRC1	-0.68775
IL1RL2	0.59
GDF9	0.9885
GPR119	0.2885
TRAF2	0.6185
HCK	3.31816666666667
BMP6	-2.6465
IL8RA	0.261166666666667
FLJ35848	-1.02733333333333
EFHA1	-2.702
CDSN	-1.1445
C14orf54	-0.243666666666667
LSM3	-0.8205
ZFP41	0.03
C9orf126	-0.828333333333333
VIT	-1.195
SPCS3	-0.1625
DEF8	-0.1023
CHAF1A	-1.37383333333333
C1orf165	-0.143
ZFPM2	-0.3725
FTH1	2.15375
SLC35F1	-2.1495
YWHAH	0.0375
C17orf66	0.00983333333333331
ADRB1	0.439666666666667
FOXL1	0.1425
RG9MTD3	-0.0955
UMPS	0.172
MGC13008	0.0475
KIAA1161	0.5295
CCDC77	-1.5565
C12orf65	-0.6248
COG4	0.5535
RCP9	2.38058333333333
RP4-692D3.1	3.07233333333333
CDC2L5	0.30375
MGC7036	-0.318333333333333
DNAJC11	1.28125
GDF2	-0.0866666666666667
TIMM17A	-0.74775
HNRNPA0	-0.3362
OR2H1	-0.0925
PCBP1	-0.58175
COL23A1	-2.37275
LRRC2	-0.0473571428571428
NSD1	0.634285714285714
FLJ37078	-0.399875
WDR91	0.190166666666667
TMEM179	0.01175
DSCR10	0.2315
CNDP2	1.3774
FYN	-1.389
BEX2	-0.933333333333333
KCND3	0.118666666666667
YPEL5	0.97175
LRRC42	-0.126
C17orf45	0.5375
ZNF649	0.9133
LOC150763	2.1665
COL5A2	1.0295
CNGA2	0.43
ELA2B	-0.764666666666666
RAB9B	-1.06175
FAM100A	-0.632
NAIP	-1.80964285714286
MYOZ2	-0.586375
SPATA12	-0.571
XRCC4	-0.734
CYB561	4.0553
CHST10	0.40725
BAI1	1.60916666666667
BRSK1	-0.299
C17orf89	-0.49175
PDE6H	-0.8415
FLJ20309	0.4294
MAP7	1.87975
SCN4B	0.079
SPAG9	-1.15825
SERTAD1	-0.163333333333333
FLJ21963	-1.35175
ANTXR1	-1.1058
TMPRSS13	3.37583333333333
ETV7	2.4885
DGAT1	0.256
NKIRAS1	-0.56
TAC3	-4.054
CORO1C	-0.979083333333333
RAD54B	-0.99125
HRASLS3	2.67233333333333
C21orf42	0.707
BARD1	0.199
ZNF177	-0.8795
MIP	0.46
ZNF442	-0.78
F2	-3.3761
GRIA1	0.0925
GALNTL2	1.25116666666667
WNT5A	-1.7629
LENG9	0.403
hCG_25371	-0.012
FOXR1	0.1685
TRA@	1.1763
PWWP2	1.4235
C1QTNF7	1.607
SLC7A4	1.494
C4orf7	2.5495
C17orf80	0.5915
KLK4	0.9555
IL31	0.394
