Hybridization REF	TCGA-BH-A18P-01A-11R-A12D-07
OGFOD1	-1.463
NOL5A	-0.68
PHEX	0.68
FLJ16478	-0.053
C20orf117	-0.6175
CAMTA2	0.89525
C11orf74	0.604
DDX17	0.709666666666667
C5orf27	0.036
PLEKHA2	-0.1486
PDE4DIP	0.0211
SCN7A	0.082
ZNF559	-1.97383333333333
CXCL10	3.98675
ZMYM4	0.170166666666667
STK32B	1.0242
KIAA0888	-0.9672
TACR3	0.8895
CKAP2L	-1.88825
KIF1A	-0.315
RSPRY1	0.19675
VCAN	1.21775
CYP27C1	0.3365
SYDE1	-1.5055
MED12L	-0.878
ZDHHC21	1.750125
NHS	-0.163
TM9SF3	1.41116666666667
DDHD1	-0.249375
MAFG	-0.376
BICD2	0.2893
C14orf119	-0.191666666666667
C14orf43	0.752071428571429
CDH7	-1.7085
ALKBH5	-0.135714285714286
JUP	1.443625
TMEM41A	0.3305
MAMDC4	-1.47
CBX3	0.071
LRRC18	0.213
RBMXL2	-0.851
PLA2G4D	0.5495
FGF13	2.7055
KIF3A	0.954666666666667
PDIA6	-0.64225
DCXR	-0.63675
CASKIN2	0.46275
EHD1	-0.0233333333333334
MARCKSL1	1.2555
ZNF496	0.622666666666667
SCAF1	0.400833333333333
KCTD8	-1.1795
TRAF3IP3	0.418857142857143
LSR	1.3465
CXorf1	-0.180166666666667
C14orf112	0.5555
EIF2B1	-0.38325
OMP	-0.0085
GSTZ1	0.83025
LOC92017	0.25225
ISLR2	1.2025
C12orf36	0.733
GATA2	-0.299833333333333
GABRA5	-2.617
CELSR2	-1.30578571428571
STAM2	0.9582
TNAP	-1.101
PTPMT1	-1.19183333333333
GRP	5.59275
SV2A	-1.58533333333333
MAGEA12	-3.9685
CACNG1	-0.9295
C18orf19	-0.66225
GSG1	-0.6415
PTPRJ	-0.355642857142857
FRMPD1	-0.4255
ZNF668	0.3465
PLEKHJ1	-0.718375
ADAT1	-0.8779
TMEM50A	0.3244
UCN3	-0.158
HOOK1	1.38675
IL17B	-1.331
MLKL	-1.64566666666667
TTC14	-0.639333333333333
KLHL5	-0.45875
CRYL1	0.771
FOXH1	0.066
NFYB	0.4135
PPM1G	-0.045
GOLGA2LY1	-0.175
NMT1	-0.371125
HADHA	0.1125
CHSY-2	1.92425
PLEKHF1	0.192357142857143
SAGE1	-3.236
MUSTN1	-0.24675
SUHW4	1.2715
TFEB	1.25433333333333
ZFYVE27	0.709
ATG12	-0.393
BMI1	1.57321428571429
ZIM3	0.14275
MYH4	-0.29675
MASP1	-1.42008333333333
KIAA0984	2.32075
RPAP2	-0.2785
ASB5	-0.696
BOLA3	-1.21183333333333
MIA3	2.75666666666667
KRT35	0.626
KIR3DL3	-1.0305
MRPL51	-0.397
SEMA3F	1.17666666666667
NDUFB2	0.941833333333333
LOC253012	4.225
FAM46C	-1.1249
G6PC	-3.125625
CSAG3A	-4.38983333333333
PREX1	-0.3295
SLC25A45	-0.28275
MAPKBP1	0.697
CPE	-0.631
GNB1	0.017375
CXCR6	1.9515
TRIM46	0.8745
C16orf3	0.3155
HPSE	0.324875
TIGD3	-0.6335
SPG3A	0.345
LCAT	-1.56266666666667
ST6GAL1	-0.640388888888889
POMC	0.078
FLJ36031	0.283166666666667
NSMAF	-0.850166666666667
SKIL	1.307
ADSS	1.13733333333333
HMGCS1	-1.5188
POLR3F	-0.16
RAB10	0.65625
ZNF277P	-0.864375
ZBTB7B	1.09875
DHRS1	-0.062125
ABCC13	2.277375
CNOT3	-0.16025
NFKBIA	0.67625
GAK	0.300666666666667
SFT2D2	1.21666666666667
HOXA6	0.00749999999999999
CRTC1	0.585625
LY6D	-0.9305
C20orf72	-0.718833333333333
CPT1A	-1.1135
LMO1	-1.846
EIF3I	-0.88525
PRB4	0.36125
MCM3APAS	-2.1075
C20orf132	-0.4746
FOXF2	-2.8345
S100A12	-0.1505
MLH1	0.35
ACTN1	0.698
MRPL36	-0.465166666666667
C20orf106	-0.83575
FBXO6	1.50816666666667
MKS1	-0.556666666666667
CX3CR1	-1.509875
PDE1B	0.7345
PLP1	-4.023
KISS1	-0.000499999999999998
C14orf2	-0.217833333333333
TBC1D3P2	-0.928
COMMD6	0.9312
ANKRD7	-2.08225
PTCHD1	-0.060625
NARS2	-1.1865
DOCK7	-0.927625
FAM127B	-0.2035
LOC390243	0.0576666666666667
N6AMT2	0.713
ZNF391	-1.009
DNAJB14	0.856
WRB	-0.328375
BPI	-0.368666666666667
TTC4	-0.945
FAM10A5	-0.62575
GOT1L1	0.3352
MAGED1	0.925125
RESP18	-0.014
WFDC6	-0.17825
MT2A	-0.6225
C11orf56	0.5185
KIAA1432	1.352
ROR1	-1.532375
HSD17B14	1.129
ZFAND2B	0.430375
SAMD4B	0.54525
HEXA	0.114875
HNRNPU	0.5495
USP39	-0.051
NRD1	-0.944
R3HDML	0.287
FLT4	0.3095
OMG	-0.1126
OR52N4	0.2045
LOC399818	-1.0175
ELA2	-2.448
VENTXP1	-0.0355
RFC5	-1.4695
OR52L1	0.5895
PAX5	-0.089
FBXO2	-0.28475
GMEB1	0.7215
AKT3	-0.4
CRB1	-1.54283333333333
CTTN	-0.297333333333333
UTP15	-0.251833333333333
HSBP1	-0.408833333333333
PHF11	2.11875
NDEL1	0.1065
USP8	0.452
BAIAP2	0.6958125
SI	0.404666666666667
ARSJ	1.53583333333333
BAAT	-2.58
KCNS3	1.94716666666667
LOC126147	-0.635
TMEM37	-0.01825
C1orf162	2.811
MBD1	0.4733
ITGAL	0.6
WDR73	0.18
GKN2	0.1855
ARFGAP1	-0.615
SLC5A8	-1.21833333333333
ZBTB40	0.2742
CYP4B1	1.36283333333333
LYPLAL1	0.9595
CHST3	-1.163
MAP3K9	0.2765
BTAF1	-0.273666666666667
TFAP2E	-0.0265
RBM35B	0.557
LOC441251	-0.045
ANKRD25	-0.0856666666666667
UQCRC2	0.0945
MAEA	0.384
HYAL1	-2.9563
RNPEPL1	0.299
CPSF2	-0.221625
PSD3	-2.0694
ABCA13	-0.698
AGR2	2.10225
GBX1	-1.399
HDLBP	0.989
ACY3	1.4085
HECW1	-0.63125
ZNF519	-1.16875
HOPX	2.726
ZNF304	0.41575
OR12D3	0.026
FKSG43	0.04575
METTL1	0.347
MFSD3	-0.0583
PSPH	-0.68775
CLCA3	0.121
DARS2	-0.774
CDC25A	-1.88683333333333
BAIAP2L1	0.897
B3GNT5	-0.360125
USP29	-0.15175
ARHGEF10L	0.2768
ATOX1	0.845125
ADAM30	0.41525
DNASE1	0.86925
STT3A	-0.858916666666667
RAB6IP1	-0.32625
PTN	0.6469
C1orf106	-2.03992307692308
HECA	1.712
RNF122	-1.246
SLC22A18AS	-0.493666666666667
GNG8	0.169
ELP4	-0.25725
FAM65A	-0.0973333333333333
RPL10A	0.118166666666667
IRS4	0.6545
MACF1	0.5894
SEC24D	0.518
LOC374395	-0.449
TGFB2	-0.30525
MDFIC	0.338125
CHRNE	0.349166666666667
PCMTD2	0.370666666666667
ATP6V0D1	-0.195333333333333
MTA2	-0.99675
LZTR1	-0.215333333333333
RAP1A	0.360833333333333
AXIN1	-0.32275
POLR1C	0.08475
TRIO	-0.032
PLXNA4A	-0.493833333333333
C5orf33	-0.59975
DEPDC1B	-1.699125
ZNF473	0.091
MTM1	0.227375
GPR107	1.0705
CSNK1A1L	1.40483333333333
FLJ14154	0.70425
NLRC4	3.40175
ENPP4	2.17783333333333
PADI3	0.2455
RNF170	-0.430375
CG018	-0.5295
C16orf7	-0.011
KCNE1	0.54325
NRM	-0.602
SLC37A3	0.4165
TPD52L2	-1.099
UNC5B	1.72575
C12orf12	0.449
SDHB	-1.07825
CLRN1	0.580375
NUDT10	-1.626
UGT3A1	0.17825
FBXW8	0.519625
RHOF	-1.05375
PTPLAD1	1.228875
MYO3B	-0.807
DERA	-0.52225
TPP2	0.04575
C19orf53	-0.512333333333333
GINS3	-1.049875
ST6GALNAC5	0.81
CHSY1	0.1445
MGC15705	0.414
GPR83	-0.0573333333333333
EXT2	0.0015
DOLK	1.2435
TUBAL3	1.56625
ACVRL1	1.7814
ABL2	0.0103333333333334
C14orf156	-0.507666666666667
PTPRZ1	-3.667
DIP2C	0.871875
LAMP1	0.624
RXRA	0.6093
MAP3K5	-0.55075
ALKBH1	0.132333333333333
PDLIM7	-0.07225
ARL14	-2.175
SNIP1	-0.400166666666667
TIMP3	1.75733333333333
RGS3	0.6725
SPAG16	0.6023
ABHD4	0.34125
ARHGEF12	0.318083333333333
GLUD2	-0.456
RAC2	-0.5782
UAP1L1	-0.0275
SLC18A3	0.202
YOD1	-1.58133333333333
RALY	0.0605
HMOX2	0.36425
DGKH	0.9555
DBNDD2	0.565333333333333
YIPF4	0.44475
THAP10	0.5345
ZNF513	1.19175
HAGHL	-1.05616666666667
ITGB4	0.941166666666667
CCDC141	-0.653
YTHDF3	0.3485
C5orf28	0.3265
RPL7L1	-0.445375
TMEM30B	1.70364285714286
ANKRD35	0.9045
DUOXA2	-0.3125
TBC1D5	-0.32175
DFNB59	-0.446
HRH4	0.33525
MYO6	3.7096
DNAJA4	1.987125
RBM24	-1.928625
CEACAM20	-0.3035
RBM23	0.225
NGFB	-0.0765
C1orf63	-0.6896
KRTAP7-1	0.139
PERLD1	1.9265
NPB	-0.004
C17orf59	0.7036
HSPBAP1	-0.41
SLC15A4	-0.217
PRTFDC1	-0.99425
OSMR	-1.08457142857143
CYSLTR2	0.2425
C19orf25	0.907
KIAA1797	-0.1485
NLRP6	-0.304
FAM105B	-0.0726
SCRN2	-0.8185
LRRC58	0.2558
RNF17	0.20075
NEIL3	-2.258
FAM137A	0.301
SKP2	-3.218
PARVA	1.523
PKLR	-2.1225
RNF34	0.833875
A3GALT2	0.307
C12orf50	-0.129166666666667
SUNC1	-1.96825
FAM102B	-0.697666666666667
CCT2	-0.313
LRRC37A2	0.1985
ARF4	0.057
SIKE	0.0595
C8orf48	1.46
MBTPS1	-0.412214285714286
GPSN2	-0.7625
NCF2	3.42575
SLC12A6	0.160166666666667
MRPL48	0.00249999999999999
HMGN3	-0.4595
LRRC62	-1.27875
PAX9	2.953875
FAM55A	0.249
C20orf42	-3.25983333333333
SCML2	-2.676
BCL9	1.01625
FAM40A	-1.03325
C9orf41	-0.684
ZNF774	0.474
LETM1	-0.36925
PLXNB1	0.759833333333333
NIPSNAP1	0.1395
USP10	-1.126
F9	0.12625
LIPE	2.83475
CNGB3	0.3395
C12orf52	0.000249999999999986
PI4K2A	0.12875
MED8	-0.84325
STAT4	0.6984
FGD4	0.875833333333333
RNF145	-2.2435
WDR32	0.5638
CLDN2	-0.206833333333333
TCEAL8	1.24825
ZMYND8	-0.1305
PDXK	-0.16075
GATAD2A	-0.8875
PTGES3	0.196
CCM2	-0.51325
TAP1	2.1405
ZNF670	-0.00775
ETS2	-0.685928571428571
C6orf166	0.648333333333333
PRMT2	0.260857142857143
OR4B1	0.1155
INTS8	-0.086
CCDC102A	0.318
CCDC83	-1.1545
ITGA1	0.1951
EPHA5	-2.6272
FAM24B	-0.407166666666667
TSGA10	1.008
HAL	-2.83233333333333
MYOT	0.10375
SPACA3	-0.32025
BCL2L2	-0.222666666666667
CUGBP2	-0.771666666666667
CCNB3	1.71525
RNF113B	-0.249
MERTK	-0.55225
BAG1	0.74475
VPS36	0.61925
ORMDL3	0.7186
C1orf190	-0.64175
ZNF625	-0.13475
CORO2B	-1.8565
ALOX15	-0.3845
CST1	2.892
NUPR1	2.0105
CCL7	0.7285
SMCR5	-2.9845
DSC2	2.783
RBMS2	0.34
GRIK4	0.773
TRIM65	-0.3884
TMPRSS6	0.472785714285714
TP53INP2	1.1075
GLB1L	1.35616666666667
LOC388284	-0.371
PUS1	-0.987285714285714
BCL9L	-0.2985
OLFM1	-0.234666666666667
RET	2.373125
MASTL	-1.961
ALX3	0.192
IL1RL1	-0.7655
ZNF765	-0.4597
C14orf138	-0.33925
SNX10	-1.02116666666667
TAC4	0.1365
C1orf64	3.4195
POGK	0.750125
MAPK9	0.746
ZNF366	3.0195
C8orf79	2.0734
CLDN7	2.326875
OR5AT1	0.052
TRIM37	-1.965
LRRC25	1.99675
GRHL2	1.8105
TEKT3	0.85325
LASS5	0.116166666666667
ABCC4	0.944166666666667
DLG3	1.468375
VGLL1	0.612125
ZFP36L2	0.985
MFRP	-0.155333333333333
KIAA1799	0.37025
FLJ44379	1.859
PCNX	0.21675
ANXA9	1.762
CYP4V2	1.4273
PIK3C2A	0.50525
SRR	0.246
NOL3	-0.219
IFITM2	0.942
ARNTL2	-1.03975
ZNF595	0.007
NLRP13	-0.549
ASPH	-0.239875
CPA2	0.7095
PVRIG	-1.29166666666667
LEPR	-0.542666666666667
C16orf42	0.419833333333333
SH3BGRL	3.36275
FAM77D	-0.752833333333333
FNDC7	0.246
C9orf6	-0.209166666666667
NOTCH2NL	1.8125
PGBD1	-0.1195
SYNGR2	1.05366666666667
PITPNA	-0.43625
PRPF4B	-0.5013
SLC43A3	-1.6335
NRBP1	-0.02
SLC25A22	0.03325
ILK	-0.02975
SLC22A8	0.441166666666667
MRPS7	-0.8195
PITX2	-0.31725
FABP3	-1.92025
OR1L1	-0.1195
LOC728215	2.772125
BLID	-2.1205
KIAA1217	1.58005882352941
TFPT	0.542
AP4B1	-1.349
VBP1	-1.363
OR1K1	0.3605
MORC3	0.7825
BHMT2	-0.0823333333333333
C3orf10	0.75725
FZD7	0.452333333333333
WFDC10A	0.117
PMS2CL	-0.655
CCDC32	0.525833333333333
FA2H	0.36475
ALG13	0.5425
TTLL7	-0.8618
SPOCK3	-0.198
SLC13A2	1.207
AIM1	0.76725
GPRC6A	-0.8215
EGR2	3.462
MED11	0.07325
WWC1	2.30825
SH3GL3	-2.25425
RIF1	0.369928571428571
PRLH	-0.0355
VLDLR	-1.639
DBT	0.1018125
C21orf63	0.66375
CGGBP1	0.160375
KRTAP12-2	-1.2595
TADA3L	-0.244875
ZBTB16	0.4495
PDGFB	1.301
RFX1	0.5825
UQCRB	-0.0471
LOC133874	-0.776
HPS3	-2.04725
LGALS3BP	0.2487
DKFZP564O0823	1.88164285714286
MRFAP1L1	0.465375
HOXA10	-1.4175
NGB	0.046
KIF21A	0.763615384615385
IFLTD1	0.2625
LZTS1	-0.648125
ARHGEF3	0.783
RHBDL3	-0.617
CSNK1G2	-0.009
ChGn	0.88625
KIAA1244	3.48883333333333
GABRB2	0.194
MGC72080	-1.0515
CD27	2.97925
EGLN1	-0.9716
PEX13	0.5605
RWDD3	0.04
RNF12	0.419833333333333
GRIN2B	0.043
ADAMTS14	-0.388625
DYDC2	-1.10433333333333
ATP6AP1	0.6826
NR1H2	0.214833333333333
PDK2	-0.60175
C3orf17	-0.170666666666667
SLC38A2	-0.889071428571429
SLC25A29	0.473166666666667
C15orf29	0.7045
ADAM9	-1.71233333333333
TMUB2	0.04375
GPR176	-0.61075
AGK	-1.026
MCCD1	0.203
NDUFA4	0.45325
TMEM146	-0.2535
DUSP1	0.874375
UNQ6975	1.731
EMX2OS	3.0745
INSM2	-0.32275
LUZP4	-0.16725
SETD6	-0.13575
P2RY2	3.285
SLC45A2	-1.399
RABGAP1	0.551833333333333
UBXD5	-0.15625
GPRC5A	1.1197
PAK3	1.66
LOC63920	0.06725
TGFBR1	0.8677
KRTAP6-3	-0.1135
SFMBT2	-0.174
CDC42	0.277875
C11orf35	0.1755
TTLL2	0.2705
UACA	1.0215
CD97	-1.737
SETD5	0.0335
NINJ2	-0.7925
PTER	1.55633333333333
POMGNT1	-0.03875
KRTAP4-2	0.125
ECGF1	2.59825
HRB	0.103636363636364
ATP1B2	-0.1249
LOC400506	-0.38
COL4A3BP	1.327
C6orf97	-1.652
GRHPR	0.59775
TAS2R1	1.7275
SEMA7A	-0.2165
EDF1	-0.06
ODF2L	0.8991
PCID2	-0.696333333333333
GTF2H4	-0.453833333333333
ZCCHC3	-0.287125
CGB2	0.1875
NEUROD1	0.057
C20orf75	0.524
RP5-1054A22.3	0.889333333333333
IFNA5	-0.3695
ZNF134	-0.1165
MGC119295	-0.2077
ZSWIM6	0.347375
SMEK1	0.2455
PCGF2	0.807125
C1orf102	2.12
CYP2A13	0.461
KCNH6	0.4325
MDM1	0.6952
ALDH7A1	-0.6435
C9orf75	1.21625
VDAC3	-0.571875
OR51T1	0.1195
EIF3F	-0.463833333333333
KCNJ10	-0.394875
LENG8	-0.06475
EDEM2	-0.6095
CCNJL	-0.358333333333333
DHX37	-1.212
CRYGN	0.7295
AATF	-0.4
ZNF630	1.744125
E2F5	-0.5
WFDC13	-1.1795
FTSJ3	-0.588166666666667
C4orf33	0.38225
LHFPL4	-2.7415
C19orf56	-0.888333333333333
SMAD4	0.477625
AFM	-0.365666666666667
G0S2	1.016
FCHSD2	-0.09
RRP1B	-1.2654
EEF1B2	-0.6808
STAT6	1.74666666666667
ZNF195	-0.20875
GNL1	-0.855166666666667
ZNRF2	1.152
PER3	1.244
ASB16	0.1625
C10orf10	0.444642857142857
ADCY8	-3.3595
C9orf58	0.831833333333333
ARMC10	0.2755
PSG1	-1.3315
DHX34	0.095
VARS2	-0.336375
NFIC	1.168
ITPR2	1.05675
AGXT2	0.496
OR6K3	-0.302
H2AFZ	-0.48775
MLLT3	1.404
COX4I2	1.47425
CCNT2	0.115875
PLK4	-1.511125
NUMBL	-0.4105
MED16	0.419
PLEKHQ1	0.529
GOSR1	0.200333333333333
BTG4	-0.362
RPL30	0.0846666666666667
IGSF5	0.578
IGFL2	2.29316666666667
ELMOD2	1.61516666666667
SHC3	-1.18066666666667
HAVCR1	-0.491
DYNC2H1	-0.500375
RNF5	0.422
C2orf7	-0.474
NLF1	0.8865
KLHL25	0.5805
LRP10	1.6523
KRI1	0.2575
PUS7L	0.368166666666667
MGMT	0.0785
HOXD1	-1.02883333333333
CSH1	-0.0763
ATG16L2	-1.71675
FLJ44635	0.196
CHODL	0.25625
EXOSC8	-1.081
SLC28A1	0.08175
MYO7B	-0.817333333333333
SEH1L	-0.1152
MTNR1A	0.361333333333333
TSPAN5	-0.323666666666667
CDC45L	-2.53916666666667
AMIGO1	0.618
ATAD3A	-1.16275
OSGIN2	0.387333333333333
PDIK1L	0.714166666666667
DARC	1.795
PIPSL	0.938
SHMT1	-1.3855
CRISP3	0.4865
POPDC2	2.31
ZRANB2	-0.231333333333333
FBXL8	0.75675
TRIP13	-2.37409090909091
EIF5AL1	-1.211
POU5F1P3	-4.40866666666667
IL6	-1.37783333333333
CXorf38	-0.405666666666667
IFNA16	-0.122
FBXL2	1.8875
BRD1	0.30725
STATH	0.264
FBXO44	-0.239166666666667
MCCC2	-0.75575
CDC2	-1.1318
C5orf23	-1.5075
IVD	0.506666666666667
C10orf122	-1.1295
MSL3L1	-0.2661
MVP	0.60125
EPOR	-1.3866
ZMYM1	-0.489666666666667
BCL7C	0.2565
PSTPIP2	-0.0384
LYPD1	-1.2915
OR8G5	0.2205
ZP3	-0.397
BCAS4	1.41458333333333
EDG6	1.7725
ISY1	0.18625
PRAMEF2	-1.3575
CUL1	-0.482625
RNF213	1.2262
CCRK	1.5445
DHX9	-0.050375
C13orf29	-0.84325
NCKAP1	0.397166666666667
MRPL43	0.777071428571429
XPR1	0.792
PKN2	0.7784
PODNL1	1.01
ZNF333	0.167125
DALRD3	1.35025
OPN1SW	0.4275
BTBD6	0.5345
C11orf82	-2.8525
OR5P3	0.6205
DUSP11	-0.28525
L1CAM	-1.2289
NEK11	2.0855
OR7E91P	1.4105
CNTN3	2.683
CREB3L2	-0.1625
ZBTB37	1.277
KIAA1324L	-1.90725
NDUFB10	-0.666333333333333
NUDT2	-0.02025
GTPBP8	0.611
CACNA1D	0.960625
PRKAA2	1.813
PRDM8	0.042
MGC16075	-0.0335
KRT14	-0.430642857142857
PP8961	0.754125
MRPL18	-0.257
ABCG2	-3.12825
PACRG	2.6645
BBS2	-0.40025
KREMEN2	-2.6855
FBXO21	0.50525
HNRPUL1	0.283833333333333
GRB10	0.17175
CLSTN1	1.13275
LMAN2	0.6919
C17orf61	-0.6275
NIPSNAP3A	1.37375
INSIG2	-1.12516666666667
PCDHB7	0.1975
STXBP2	0.20375
CMAH	3.33141666666667
SEMA5B	-0.59775
ZNF155	0.184
COQ6	0.334
PRPF4	-0.05825
TSPAN15	3.069
VN1R5	0.58825
LATS2	0.536
SELK	-0.375
PGK2	1.357
MS4A1	-0.93875
TYW3	0.1714
KRTAP5-1	0.7425
RCCD1	-1.523
BTN1A1	0.49825
DDX28	-0.8205
TMEM65	-1.167125
LOC92345	0.00650000000000001
TTC31	-0.0945
WDR46	-0.639166666666667
CHP2	-1.9365
LSP1	0.103875
ZNF542	-1.962
EXOSC1	-0.6855
ARHGAP18	0.3585
LRRTM4	-1.48375
MAOB	4.32766666666667
CACNB4	-1.437
MGC33846	0.189
RANBP3L	1.10375
ATP5L	-0.594125
ONECUT1	-3.068
NUDT9	1.6765
TMEM149	0.5325
STX17	0.52325
IGSF10	-4.08625
TMPRSS9	0.036
BMPR2	2.0215
ALLC	-0.1565
KLF7	0.764625
GCC1	0.706
TIMM9	-0.34025
CDO1	0.715666666666667
MGC10701	-0.469833333333333
IFI6	0.057
FRMD8	0.01875
MGAT2	-0.50225
WBP5	1.22833333333333
CNIH2	0.457
KIAA0907	-0.8344
KCNH8	0.441
CTSG	-1.61975
GRIK1	-0.440666666666667
CUL5	-0.3545
FRMD1	0.2655
OR9A4	1.2075
SYT6	-1.414875
FOXD4L2	0.9515
ANAPC2	-0.400833333333333
OPN5	-1.6285
TAF13	-0.305
LYG2	0.12525
GGNBP1	0.2885
C11orf40	0.3585
OTX2	-0.972
REG4	-0.242166666666667
EIF5	0.396
PALB2	-0.9415
SEPSECS	0.0859
RNASE3	-0.17425
TRIM49	-1.2255
POLR2K	0.8001
GPR42	0.0135
C8B	-3.5305
SASS6	-1.224
PREB	-0.5915
OR3A3	0.535
TUBA8	-0.00212499999999999
IGLV2-14	-1.44575
STIL	-1.343
ANKFN1	0.367833333333333
NME7	0.4215
HOXC12	-1.072
UBE2C	-0.769375
FHOD1	-0.88725
CDK2AP1	1.25816666666667
OR6K2	0.04825
DHPS	-0.38225
RPL5	-0.74175
TRGV5	0.9425
LOC541472	-0.365875
HCCS	-0.6982
DENND1B	2.1285
LHX3	-0.332
OR5D16	0.393
CXorf57	-2.14616666666667
IRF2BP1	0.3045
NDST2	0.44
LCE3D	0.1705
BOLL	-0.113625
SYT3	-1.24475
PIH1D2	0.70925
C20orf7	-0.272666666666667
IL1R2	0.6625
SLAMF9	-0.1265
PPME1	0.799
PIK3CA	-0.205
TRAPPC1	-0.36275
COLEC10	-0.7075
SLC9A6	-2.152
PDDC1	-0.262916666666667
CCDC53	0.30675
GK3P	-0.914
DAZL	-1.90575
BRI3	-0.19275
SDK1	-1.0855
CYP2C18	0.06675
IFI44L	2.55925
RPL3L	0.1645
FUT9	-1.09366666666667
KIFC2	-0.706333333333333
PMP2	-0.346571428571429
SLC4A9	-0.612
PLAG1	-2.593
MYCBP2	0.207166666666667
OR4E2	0.062
CCDC65	1.46875
C16orf82	0.089375
ENTPD4	0.3815
BRP44L	-0.156875
PMP22CD	-0.01775
TMCO4	0.710666666666667
KCNN1	-0.670666666666667
WDR35	2.63825
CCDC80	1.874
C3orf31	-0.49425
SLC7A9	-1.20525
TMEM190	1.55775
DBC1	-0.7255
FADS3	-2.01916666666667
PDZD8	1.19716666666667
GRM5	0.281875
AZGP1	3.4954
PEX3	0.573
MED1	0.775428571428571
ATG4C	-1.43933333333333
HNRPH3	-0.301375
FAM109B	2.6095
C4orf17	-0.0305
CA10	-0.79975
OPRD1	-0.195
CCL16	-1.80075
SACM1L	-1.61025
CST6	4.226
CD63	1.72825
LGI1	-2.67825
ZNF784	0.741
CRYBB1	-1.539
CX3CL1	1.90845
TOP2A	-0.703
GYPB	-3.56133333333333
GADD45GIP1	-0.89575
FEN1	-1.82275
IGF1R	-2.579375
WDR72	-3.2975
PURG	-1.0814
DEFB126	-0.25275
PKD1L1	0.92925
CAV1	-2.9219
GNPDA2	1.441
DGAT2	0.251375
NLGN1	-5.10675
STRBP	0.4235
HPRT1	-0.799333333333333
FANCI	-1.394
PSMA7	0.36525
DBF4B	-0.684333333333333
TTF1	-0.1765
RAD54L	-2.10075
ELOF1	-0.0695
PLAGL2	-0.824125
ZNF256	-0.325
HMGCL	-0.01775
MSI2	-0.839
RPESP	1.98416666666667
C11orf60	-0.33475
ABCD1	-0.0045
ACAA1	0.1879
SPARCL1	4.50457142857143
IL6ST	0.5633
ZNF319	0.05925
TMEM109	-0.3665
FAM90A1	-1.165
IL22RA1	-1.7785
ATP4B	-0.131
TEC	-0.853833333333333
C7orf30	-0.9695
TXNDC2	-0.8185
ABCB4	0.129
KIAA1191	0.709
C9orf38	-0.035
SFTPB	0.56425
CNTNAP2	2.33575
FRK	1.575
TBX19	0.22875
CHD4	0.32975
C6orf26	-3.17216666666667
MOSC2	1.987
IKBKE	0.15275
HIF1A	-0.261
LOC595101	-0.7195
RELA	-0.024
TMEM16B	0.955833333333333
ABHD12B	-1.86475
TSEN34	0.39975
KIF18A	-2.2705
TXNDC9	0.217333333333333
SPATA2L	0.2755
SEMA4G	-1.165
C21orf91	-0.726125
MATN1	-0.5445
KCNIP4	0.143
TUSC1	2.7625
OR4C15	-0.02375
ARMCX6	0.724166666666667
WBSCR27	-1.37383333333333
OR52I2	-0.2685
KIAA1604	-0.006
DYNC1I1	-1.20175
PPP4C	-0.952
SLC47A2	-2.28716666666667
TREH	0.102125
CD48	1.062
ST14	1.1915
PKN1	0.45
SPON2	2.5825
XBP1	3.28716666666667
SFRS12	-0.1525
EFCAB6	2.94375
SELT	0.1855
SLC39A2	0.391
ERF	0.381166666666667
ARL3	0.207875
SURF6	-0.0745
MLLT10	-0.47552380952381
FLJ11171	-0.0988333333333333
TDGF1	-4.26583333333333
ERCC6	0.43975
EIF2AK4	1.019375
BAZ1A	1.00666666666667
LRRN3	0.354
TMC3	0.211
EFTUD1	0.225
PTPRO	0.921833333333333
CLEC12A	0.926625
ACBD4	-0.14525
ZDHHC14	-0.033125
OTUD7B	1.957625
ACTB	0.3450625
MSRA	0.3775
LCE5A	1.2335
IFI35	0.01075
BSCL2	-0.51
ANKRD12	0.7805
CFHR2	0.313
RGAG1	-0.232
HSFY1	-0.3735
SLC30A5	0.228333333333333
IMPG1	0.4105
GPR109A	0.6845
ZNF185	-0.4475
IYD	4.58575
NPCDR1	0.808
SERPINA13	0.073
HMGCLL1	-1.88375
NEUROG1	0.730666666666667
UBQLN1	0.4340625
LIN37	0.233
SOCS2	-2.218
DSCR4	-1.668625
XKR6	-2.5935
GPR142	0.6675
KRTAP13-3	0.4535
CCDC15	-1.28916666666667
MOS	0.4065
CD1E	-0.9975
OFCC1	-0.3625
FAM83D	-0.88075
SRFBP1	0.6755
C9orf96	0.1345
DHDH	-1.5195
CCDC90A	-0.3525
RABL3	1.3219
CD320	-1.98433333333333
ANGEL2	0.86925
MRPL21	-1.16975
SMG6	0.249166666666667
INSR	1.178375
FLJ14816	-0.6535
GLRB	0.714666666666667
C9orf89	0.38475
CIZ1	-0.114625
URG4	0.388333333333333
LRDD	-0.984
CBY1	0.759666666666667
NFX1	0.562875
MTERFD2	0.527357142857143
C19orf23	0.786
PGC	-2.779
IER3IP1	0.8351
RASAL2	1.339
C1orf89	0.1435
SYNJ1	-0.3805
NFKBIE	1.18575
FLJ40125	-1.731
TCEB2	-0.4757
NOG	-1.765
POLR2J2	-0.961666666666667
HLA-B	2.9935
PCDHA1	2.522
PPP2R2B	-1.6845
ARHGEF17	1.39733333333333
TCF7L2	1.30921428571429
CHD5	-0.711833333333333
ZNF431	-0.43925
TBC1D25	-0.27525
ZNF800	1.0565
SCUBE2	1.03209090909091
