Hybridization REF	TCGA-E2-A15K-01A-11R-A12P-07
FAU	0.271625
DTNB	0.998333333333333
CARD9	0.22975
STS-1	-1.74633333333333
SLC4A5	0.28725
NSBP1	-1.75575
UGCGL2	-0.3265
POTE15	-0.177
NOXA1	1.49
RP13-347D8.3	2.7535
SAMD10	0.013
EP400NL	-1.49575
TCF21	0.30025
AMELX	-0.33325
JPH2	0.0257
SLA	1.711875
DLST	-1.55016666666667
SEPT12	2.27366666666667
RGS20	-3.718
LXN	1.38816666666667
ZNF419	0.389125
UPK3B	-0.0946666666666667
RELL1	2.1105
ESPNL	1.1945
KLHL21	-0.517875
PI15	0.4025
C2orf61	-0.7295
LOC407835	-1.283
RER1	0.337833333333333
ELAVL2	0.867
MGC26718	-1.51825
KLF2	1.9945
TNFAIP8L3	1.17991666666667
TFE3	0.00475
C11orf17	0.0305
15E1.2	-1.61375
SNRPC	-0.6355
DLGAP1	-1.0555
PGLYRP1	0.485375
OVCH2	-0.9245
IRF7	0.8224
SET	-1.7234
NAB2	-0.970833333333333
LRP5L	0.84675
FAM120A	0.599875
ASCL2	1.28833333333333
SHH	-0.1115
ATP5H	0.394833333333333
THPO	0.548333333333333
TYRP1	-1.556
HIST1H3E	0.681833333333333
EIF2S1	0.6185
TNFRSF17	-0.1715
TARSL2	-0.21875
NKX2-8	-0.86325
C1orf115	2.32
LOC56964	0.701
KIAA0841	-0.59025
ISCU	0.456
TTMA	0.082
ZNF414	0.19
LOC441150	0.35225
RAB15	0.799
HBP1	1.00283333333333
TNNT2	-1.0115
CECR5	-0.90175
PHGDH	-1.0865
JRK	-0.6086
XPO4	-0.325875
FAM131C	0.073
ARHGAP25	1.403
CA9	-3.56377777777778
GPR62	0.868833333333333
TLX1	0.8865
GPS1	-0.625
OR2M2	0.639
BDP1	-0.408571428571429
FAM70B	0.28525
RPS29	0.494
MKLN1	-0.1302
TSPAN19	-3.92125
SLC29A3	1.5826
LGALS4	0.350166666666667
USH2A	0.5112
NF1	0.355833333333333
APOBEC3A	0.692666666666667
IMPAD1	-0.176666666666667
OLR1	1.84966666666667
NRAP	-0.2855
HCFC1R1	1.52833333333333
TAOK2	0.847166666666667
MCM10	-1.25
MAP4K3	0.550416666666667
CBS	-2.533375
CLK3	-1.2168
PCDHGA5	null
ELF4	0.472625
FAM71A	-0.319
C11orf49	0.07225
CLIP2	-0.74175
BTBD9	0.7255
ZNF524	0.747
KDELR1	0.249166666666667
ZNF509	1.1565
NCSTN	1.1325
ZNF533	-0.626142857142857
PARP4	-0.353125
GALNT9	-0.727833333333333
NPY	-3.5195
BEGAIN	-2.61016666666667
TMEM77	1.28716666666667
FOXRED1	-1.843
SLC16A2	0.143166666666667
SLC35B1	-0.58675
GK5	0.497916666666667
SDCCAG10	-0.6285
C4orf20	-0.0645
SLC9A2	-2.64875
ADD1	-0.219714285714286
TAL2	-1.36733333333333
ACLY	-0.382
DNAJC1	3.129
SOST	-1.85375
USP43	-0.516666666666667
CYP4F12	-0.41275
FKBP5	0.111125
CHCHD5	0.9831
NUDT22	0.3835
CCDC85B	-1.48575
OR51G2	0.752
STRN3	0.745857142857143
TMOD2	0.2245
FLI1	0.2785
MAB21L2	-0.244166666666667
DGKQ	0.1585
VPRBP	-0.226166666666667
SCNN1B	0.0743
ECHDC3	0.5443
TMEM106C	0.65075
CSNK2A2	-1.249
RPL39	-0.7712
HERC3	-0.2221
ZBTB47	0.187666666666667
ZNF681	0.196
PAGE2	2.3145
CLIC5	3.78714285714286
RABAC1	1.34875
ZFHX2	1.86425
YPEL1	0.0691666666666667
KIAA0776	1.077
NR1D2	0.50425
DNAJC4	0.396625
NPNT	4.2327
ZNF677	-0.9835
ZNF536	-1.74033333333333
MEF2B	0.470833333333333
PTPN4	-0.550375
CTCFL	-5.696
STX5	-0.046
CD72	2.4325
VEGFA	-2.21926315789474
XRCC1	0.5234
MAS1L	0.3165
ELL	0.2404
SETBP1	2.8375
CDH11	2.68583333333333
NDC80	-0.433153846153846
DMBX1	-1.294
NRSN1	0.336833333333333
BAT2D1	0.350875
CDS2	0.700166666666667
C1orf212	0.177833333333333
SENP3	-0.63075
IL1F9	-1.144
EEF2K	0.9265
COG8	-0.573
CEP72	-2.00675
OR1L8	-0.733
MUS81	-0.414666666666667
PHYH	0.577125
GGT6	1.53466666666667
C22orf23	-1.20741666666667
C13orf33	3.263375
MAPK8IP2	1.3155
NELL2	4.78825
POU3F2	-4.15316666666667
ALPK1	2.318375
MRPS18C	-0.92175
RPLP2	0.087625
FGF22	0.671
SPNS1	-0.4375
ZFP1	-0.8425
IL1RAPL1	-1.301
PCSK9	-3.20716666666667
NKX2-1	-0.240076923076923
C6orf189	0.7
SP4	-0.6795
SLC11A1	1.1465
C21orf25	0.429833333333333
ICAM2	0.519375
SH3GL1	-0.608333333333333
GSK3B	-0.273166666666667
RALB	0.973
PDXP	-1.68116666666667
GNGT1	-2.54142857142857
KIR2DL1	0.7815
TNFAIP3	0.120083333333333
C6orf32	1.9613
CBLN2	-2.1245
PANK3	1.493125
TAAR9	0.9285
WDR82	-0.179071428571429
APOM	-2.47375
TRIP10	-0.55875
SPATA16	0.383
C1orf135	-0.526
USP51	-0.57775
TESK1	0.5695
C11orf64	0.047375
ZNF611	-0.0205
PDE6G	1.02633333333333
HLA-DQA1	3.738875
GCLC	0.00262499999999999
SEC61A1	0.104428571428571
TWSG1	0.383083333333333
ZMYND10	3.23425
CTDP1	-0.320375
ADAMTS6	0.390333333333333
SLIT1	-2.7785
KRT86	-1.086
KIAA0574	-0.55625
GTPBP2	-0.376
PQLC3	1.53325
PRRX2	-0.3885
C15orf44	0.6695
MKKS	0.043125
C11orf10	-0.91425
GPR110	0.720875
CD109	1.12441666666667
ADCY1	-0.129166666666667
RHBG	-1.74225
TP53I3	-0.097875
SLC22A3	-0.9566
UCP2	0.01925
FOXG1	-3.7205
OR2AG1	0.26
TRIM24	-0.6265
PROC	-3.262625
TAAR6	-0.20875
AMTN	-1.0515
C10orf47	-0.735833333333333
DEPDC1	-1.50775
FLJ45557	0.505
ZDHHC17	-0.391875
KIAA1429	0.839166666666667
KCNH1	0.78275
VNN3	0.073125
PSMAL	0.81325
PPARD	-0.077375
HFM1	-1.9755
YBX1	-1.85616666666667
ZNF695	-1.163
SCTR	0.1785
DCDC1	0.4605
VPS26B	-0.5822
MTF2	-0.727
ATP6V1F	0.20825
CCDC94	0.15625
PERF15	0.279
CCL11	3.73875
LMO7	-0.52025
DCST1	-0.443
ADRBK1	0.56725
CDRT4	0.795625
ZNF84	0.00699999999999999
HOXD8	3.36525
STARD8	-0.415833333333333
FOXP2	-1.8165
CCDC103	0.19225
POLR3A	-0.8858
GSC	1.628
ZNF114	-3.18416666666667
HTR7P	-0.5535
LALBA	0.2305
RMND5A	0.364333333333333
PSCD2	-0.3665
ZNF409	0.922
KRTAP1-3	-0.227833333333333
MAF1	-0.58625
LOC201725	-1.0075
NRN1	-2.56875
SPAG5	-1.24333333333333
DNAH7	3.119
FLJ43860	0.0965
BRCA2	0.3235
ACADM	0.0425
CXXC6	-2.482875
RAGE	0.115875
CHMP2A	1.1055
FAM8A1	-0.0907
GPR21	-1.116
SLC12A3	-3.316
FVT1	0.706142857142857
ZDHHC7	-0.494125
FLJ44048	1.86
SLC44A3	2.81916666666667
SDSL	-0.363333333333333
MMP8	-2.846
PLA2G12B	-3.745
ACY1	-0.834
MT1E	0.1885
OR4K15	0.0015
TECTB	-0.043
GPR20	-0.404375
IRAK2	-0.6895
RFPL3	-0.137
MYO9A	0.1635
NARG1L	-0.16575
BLMH	0.0785
CCDC3	2.00683333333333
C9orf21	-1.19266666666667
KIAA0513	0.181833333333333
MIER2	1.627
PNMA2	-0.274333333333333
SH3BP2	0.4165
ANXA10	-1.012
RTN2	1.4575
TFB1M	-0.9405
PRPH2	2.60225
C14orf133	0.45375
GOLGB1	1.309
IRX4	-1.517875
NFKBIL1	-0.248333333333333
C10orf62	0.80925
APBB3	-0.27725
RPS10	-0.4137
LOC728378	0.0345
TLE3	1.28377777777778
PSMB7	-0.7995
MESDC1	0.4125
SLC6A1	2.18216666666667
OCLN	2.48166666666667
PTTG3	-1.3295
NAGLU	-0.1255
SERTAD4	-1.28
SPRY1	0.4255
FLJ10781	-1.24383333333333
MYSM1	0.99925
TRIM4	0.477642857142857
SH3YL1	1.209375
TREM2	3.62833333333333
SERPINI1	-0.08675
HDHD3	0.1005
TMEM38A	-0.310625
EID2B	-0.96125
TDRD3	0.832666666666667
SEDLP	0.36525
THSD7A	0.8195
NDST3	-4.194
KLHL15	-0.8215
DHRS12	2.8165
FBXO9	0.0921428571428572
TNPO1	-0.8285
MRPL13	-0.5865
SNX5	-1.43066666666667
METTL6	-0.06
SOD1	0.2735
CHML	-0.172333333333333
PACS1	1.026625
SIRT5	0.1433
CAPN2	1.356
FXYD5	0.456
TWISTNB	-0.765875
LRFN1	-0.191
UBE1L	2.081375
UBE1C	0.83975
OR51B2	-1.05533333333333
OR4D11	-0.849
C15orf2	0.7545
NR4A1	-0.610666666666667
LOC339047	-1.9395
TRIM17	-0.776625
ATP5G3	-0.451571428571429
RPL15	-0.312333333333333
ADAMTS8	-0.6765
HOXC4	2.104
C14orf37	1.435
CEACAM5	2.39
MYT1L	-0.4296
RASA2	-0.14025
OSBPL7	-0.5715
STAG1	0.457
GIMAP4	4.925
FUT3	1.4055
PIF1	-2.348375
LPIN2	-0.0738
SH3PX3	1.299
PDP2	-0.67975
PAPD1	-0.551375
ERP27	4.4585
APOOL	-0.1907
DIABLO	0.0055
TRHR	0.398125
ARMC9	0.134875
RNF152	2.7905
SLITRK3	0.474
ZNF211	0.4749
PFDN1	0.0885
RGS11	1.137125
HS6ST1	0.0588
AKR1D1	-1.75475
TNP2	0.814
STK31	1.93583333333333
EML4	-1.09825
SGTA	-0.8885
HIST1H2BI	0.447166666666667
PSMD6	-0.991666666666667
KIAA1257	2.412
C18orf55	0.448333333333333
FLJ20273	2.601
RPL28	-0.516833333333333
EPYC	1.73825
NOX3	-0.1705
ELAC1	-0.516833333333333
METT11D1	-0.0025
BIN2	0.543333333333333
NACA2	-0.18975
CCDC17	-0.72475
HM13	-0.9217
UBOX5	-0.82575
UBE2O	-0.716875
UBL5	0.58875
APOLD1	0.329
C9orf31	0.34825
TNFSF8	-0.134
ARHGAP29	1.304
PROKR2	0.072
PDE5A	-1.5855
C6orf12	-0.493
TOM1L1	0.7205
WHDC1	0.19325
FOXI1	2.4595
RAB4A	1.1972
TMEM39B	-0.5955
ATPBD1C	-0.49525
FARSA	-0.9865
PLEKHG5	0.9885
CMAS	-0.554666666666667
OR7E24	-0.2365
SLC30A1	1.085
CDC42EP5	0.142333333333333
PLAC1	-0.8985
KLHL18	-0.2515
LBA1	1.4766
TAZ	-0.9945
CRIP2	2.723875
BTBD11	-0.983
C16orf72	0.96425
DIO2	1.1146
LRRCC1	1.23466666666667
CCDC136	-1.795
PRX	0.137142857142857
RBM5	0.1502
TMEM85	0.595
TUBGCP4	-1.00433333333333
APLN	1.566875
CDK7	-0.288833333333333
SSR2	0.942416666666667
CRELD1	-0.059
C19orf46	2.2945
GAL3ST4	0.423166666666667
KBTBD10	1.475
IL28A	0.47325
WDR27	-0.829
MCM2	-1.07683333333333
SOX14	-0.8305
FLJ39743	0.198
KIAA0922	-0.3455
HIPK4	-0.416
FLJ25758	0.5375
C16orf57	-0.840666666666667
PDZD2	-0.702875
MCC	1.205875
HHLA3	0.7507
ID2	0.70625
C20orf23	2.29925
ZNF688	1.7805
APOC2	-1.092
LOC440093	0.017
FAM50B	2.119
PWP1	-0.253
DNAH10	-0.44825
HIST1H2BA	1.821
GPR56	-0.107166666666667
METAP2	-0.36425
PAN3	0.968833333333333
STXBP4	0.732125
PDHX	0.3115
MTA1	0.765083333333333
ZBED4	0.480625
ZNF720	0.392
CDK2	-0.503875
RHOJ	-0.083375
CDC37	-0.648166666666667
ZER1	0.198
GRK4	-0.3695
PRPH	0.72425
POLR2A	1.06
OGFOD1	-1.29875
NOL5A	-1.46575
PHEX	1.8425
FLJ16478	0.2185
C20orf117	-1.45525
CAMTA2	0.14275
C11orf74	0.5325
DDX17	0.101
C5orf27	0.172
PLEKHA2	-1.904
PDE4DIP	-0.7383
SCN7A	0.7935
ZNF559	-1.472
CXCL10	3.93175
ZMYM4	0.452833333333333
STK32B	1.45513333333333
KIAA0888	-0.4715
TACR3	0.759
CKAP2L	-2.11125
KIF1A	-1.47466666666667
RSPRY1	0.70175
VCAN	1.49775
CYP27C1	-0.195
SYDE1	-1.8895
MED12L	-0.73925
ZDHHC21	1.132
NHS	-0.343
TM9SF3	0.872833333333333
DDHD1	-0.647625
MAFG	-0.863833333333333
BICD2	-1.4763
C14orf119	0.163833333333333
C14orf43	0.649571428571429
CDH7	0.37375
ALKBH5	-0.252285714285714
JUP	1.211125
TMEM41A	0.1185
MAMDC4	-1.16816666666667
CBX3	-0.597625
LRRC18	0.4005
RBMXL2	-1.71833333333333
PLA2G4D	0.2975
FGF13	1.6865
KIF3A	-0.015
PDIA6	-0.97575
DCXR	0.96475
CASKIN2	0.544833333333333
EHD1	0.786166666666667
MARCKSL1	0.476
ZNF496	-0.089
SCAF1	0.0348333333333333
KCTD8	-1.49125
TRAF3IP3	1.97442857142857
LSR	1.273
CXorf1	1.455
C14orf112	1.43083333333333
EIF2B1	-0.16025
OMP	-0.323
GSTZ1	1.60325
LOC92017	1.60975
ISLR2	1.554
C12orf36	0.5615
GATA2	-1.77783333333333
GABRA5	-2.2905
CELSR2	-0.730071428571429
STAM2	1.4433
TNAP	-1.054
PTPMT1	-0.603666666666667
GRP	6.312
SV2A	-1.972
MAGEA12	-3.01925
CACNG1	2.653
C18orf19	-0.69325
GSG1	-0.304833333333333
PTPRJ	0.158428571428571
FRMPD1	-1.44
ZNF668	0.18475
PLEKHJ1	-0.986125
ADAT1	-1.3436
TMEM50A	1.0803
UCN3	0.9355
HOOK1	1.45
IL17B	-1.492
MLKL	-0.406833333333333
TTC14	0.109833333333333
KLHL5	1.173875
CRYL1	0.185333333333333
FOXH1	-0.3765
NFYB	0.337
PPM1G	-0.60325
GOLGA2LY1	-1.8635
NMT1	0.01825
HADHA	-0.8551
CHSY-2	2.33175
PLEKHF1	0.4125
SAGE1	-2.428
MUSTN1	0.16725
SUHW4	1.8315
TFEB	1.68966666666667
ZFYVE27	-0.1935
ATG12	0.0438
BMI1	2.89
ZIM3	-0.736666666666667
MYH4	-0.610333333333333
MASP1	-1.44633333333333
KIAA0984	0.952
RPAP2	-0.21925
ASB5	-0.267
BOLA3	-0.5545
MIA3	1.78916666666667
KRT35	0.4485
KIR3DL3	-0.905
MRPL51	-0.1395
SEMA3F	1.45833333333333
NDUFB2	0.666666666666667
LOC253012	0.98
FAM46C	0.4029
G6PC	-3.096
CSAG3A	-2.7025
PREX1	1.8825
SLC25A45	0.574375
MAPKBP1	0.0134
CPE	-1.7163
GNB1	-0.9585
CXCR6	4.2415
TRIM46	0.754
C16orf3	0.400166666666667
HPSE	0.02225
TIGD3	0.9865
SPG3A	2.60925
LCAT	-1.51133333333333
ST6GAL1	-1.09327777777778
POMC	0.93825
FLJ36031	-1.1685
NSMAF	-0.74
SKIL	1.492
ADSS	0.968666666666667
HMGCS1	-0.8306
POLR3F	-0.241666666666667
RAB10	0.392625
ZNF277P	-0.586875
ZBTB7B	1.241
DHRS1	1.020875
ABCC13	-0.636571428571428
CNOT3	0.295
NFKBIA	1.30875
GAK	0.1355
SFT2D2	2.05283333333333
HOXA6	-0.065
CRTC1	0.125
LY6D	-1.11816666666667
C20orf72	-1.40116666666667
CPT1A	-0.2345
LMO1	-3.311
EIF3I	-0.145
PRB4	0.231
MCM3APAS	-2.893125
C20orf132	-0.2111
FOXF2	-2.6905
S100A12	0.1955
MLH1	0.0963333333333333
ACTN1	0.066
MRPL36	-0.573833333333333
C20orf106	-0.587
FBXO6	0.7735
MKS1	0.11
CX3CR1	-2.157125
PDE1B	0.4555
PLP1	-4.216
KISS1	0.6185
C14orf2	0.158
TBC1D3P2	-0.50725
COMMD6	1.201
ANKRD7	-1.759
PTCHD1	-2.383875
NARS2	-0.79125
DOCK7	-0.876875
FAM127B	-0.402625
LOC390243	0.000666666666666667
N6AMT2	0.472
ZNF391	-1.5645
DNAJB14	-0.7705
WRB	0.061375
BPI	-0.276416666666667
TTC4	-0.207333333333333
FAM10A5	-0.12575
GOT1L1	0.5309
MAGED1	0.7865
RESP18	-0.382
WFDC6	4.35825
MT2A	-0.9145
C11orf56	-0.02075
KIAA1432	0.4995
ROR1	-1.79975
HSD17B14	1.98583333333333
ZFAND2B	-0.1895
SAMD4B	-0.2005
HEXA	0.171875
HNRNPU	0.465136363636364
USP39	-0.160875
NRD1	-0.46775
R3HDML	0.139
FLT4	0.655833333333333
OMG	-0.3525
OR52N4	0.2905
LOC399818	0.06425
ELA2	-2.56125
VENTXP1	0.565
RFC5	-0.866
OR52L1	1.2545
PAX5	-0.0815
FBXO2	-0.129
GMEB1	-0.15
AKT3	-1.15833333333333
CRB1	-1.93633333333333
CTTN	1.27133333333333
UTP15	-0.0351666666666667
HSBP1	-0.64925
PHF11	2.1185
NDEL1	0.297666666666667
USP8	0.01175
BAIAP2	0.511375
SI	0.8225
ARSJ	0.189166666666667
BAAT	-2.8735
KCNS3	3.64683333333333
LOC126147	-0.1435
TMEM37	0.4945
C1orf162	3.61416666666667
MBD1	-0.44
ITGAL	1.43433333333333
WDR73	-0.398166666666667
GKN2	0.164833333333333
ARFGAP1	-1.2315
SLC5A8	-0.721166666666667
ZBTB40	0.1252
CYP4B1	3.93416666666667
LYPLAL1	0.2905
CHST3	-1.41475
MAP3K9	0.1995
BTAF1	-1.21083333333333
TFAP2E	-0.2775
RBM35B	-0.405
LOC441251	-0.7485
ANKRD25	-1.06177777777778
UQCRC2	0.7195
MAEA	0.4215
HYAL1	-2.5926
RNPEPL1	0.113166666666667
CPSF2	0.59825
PSD3	1.2285
ABCA13	-0.965857142857143
AGR2	2.799875
GBX1	0.1095
HDLBP	0.744928571428572
ACY3	0.73925
HECW1	-2.41425
ZNF519	-0.08975
HOPX	3.405
ZNF304	1.5205
OR12D3	0.4335
FKSG43	0.0835
METTL1	-0.1315
MFSD3	-0.437
PSPH	-0.7975
CLCA3	-0.394
DARS2	0.199166666666667
CDC25A	-2.02116666666667
BAIAP2L1	-0.6305
B3GNT5	-1.06575
USP29	0.39475
ARHGEF10L	1.3696
ATOX1	0.9135
ADAM30	0.504333333333333
DNASE1	0.78175
STT3A	0.178833333333333
RAB6IP1	-0.18
PTN	-1.0329
C1orf106	-2.53338461538462
HECA	1.63325
RNF122	0.673
SLC22A18AS	1.33983333333333
GNG8	0.590666666666667
ELP4	-0.37875
FAM65A	-0.148666666666667
RPL10A	-0.0906666666666667
IRS4	-0.932
MACF1	0.6781
SEC24D	0.47325
LOC374395	-0.03525
TGFB2	0.248125
MDFIC	0.17675
CHRNE	0.441166666666667
PCMTD2	-0.150833333333333
ATP6V0D1	-0.275833333333333
MTA2	0.2595
LZTR1	-0.858
RAP1A	0.262
AXIN1	0.2675
POLR1C	-0.097
TRIO	-0.073
PLXNA4A	-0.619166666666667
C5orf33	-1.291
DEPDC1B	-1.740875
ZNF473	-0.340666666666667
MTM1	1.1065
GPR107	0.396166666666667
CSNK1A1L	-0.0201666666666667
FLJ14154	0.564
NLRC4	4.75675
ENPP4	2.987
PADI3	0.268
RNF170	0.664875
CG018	1.06433333333333
C16orf7	-0.1295
KCNE1	0.38725
NRM	-0.071
SLC37A3	0.197785714285714
TPD52L2	-1.09183333333333
UNC5B	2.3995
C12orf12	0.6028
SDHB	-0.348
CLRN1	0.05075
NUDT10	-2.69183333333333
UGT3A1	0.764
FBXW8	0.224875
RHOF	-0.489
PTPLAD1	-0.236875
MYO3B	-0.20275
DERA	-0.38325
TPP2	-0.5005
C19orf53	0.157833333333333
GINS3	-0.938125
ST6GALNAC5	0.917
CHSY1	0.23875
MGC15705	-0.4445
GPR83	-0.04025
EXT2	-0.436625
DOLK	0.57175
TUBAL3	-0.15075
ACVRL1	2.0383
ABL2	-0.484916666666667
C14orf156	0.609
PTPRZ1	-4.913
DIP2C	-0.099125
LAMP1	0.949125
RXRA	-0.1446
MAP3K5	0.09025
ALKBH1	1.4565
PDLIM7	-0.07625
ARL14	-0.8125
SNIP1	0.112666666666667
TIMP3	1.49725
RGS3	0.0625
SPAG16	-1.615
ABHD4	0.6655
ARHGEF12	0.693166666666667
GLUD2	-0.167
RAC2	-0.4747
UAP1L1	-0.528
SLC18A3	-0.204
YOD1	-0.626083333333333
RALY	-0.4355
HMOX2	0.842625
DGKH	0.37825
DBNDD2	2.42716666666667
YIPF4	0.629625
THAP10	0.20325
ZNF513	0.49225
HAGHL	0.900333333333333
ITGB4	1.06733333333333
CCDC141	-0.8675
YTHDF3	0.57725
C5orf28	0.913
RPL7L1	-0.80625
TMEM30B	2.28971428571429
ANKRD35	1.246
DUOXA2	0.03075
TBC1D5	0.21075
DFNB59	0.181
HRH4	0.426
MYO6	3.0465
DNAJA4	2.05175
RBM24	-1.19925
CEACAM20	-0.98475
RBM23	0.185428571428571
NGFB	0.163
C1orf63	-0.2222
KRTAP7-1	0.07
PERLD1	1.49825
NPB	0.321
C17orf59	0.8251
HSPBAP1	0.35425
SLC15A4	0.07275
PRTFDC1	0.0915
OSMR	0.106714285714286
CYSLTR2	-0.1975
C19orf25	-0.0727
KIAA1797	-0.1885
NLRP6	0.7595
FAM105B	0.5553
SCRN2	-1.22016666666667
LRRC58	-0.7628
RNF17	0.451
NEIL3	-1.72
FAM137A	-2.888
SKP2	-3.602
PARVA	1.13608333333333
PKLR	-1.6125
RNF34	0.514875
A3GALT2	0.3415
C12orf50	-0.102333333333333
SUNC1	-2.22425
FAM102B	-1.04166666666667
CCT2	-1.135
LRRC37A2	-1.414
ARF4	1.3525
SIKE	-0.397875
C8orf48	-0.022
MBTPS1	-0.0640714285714286
GPSN2	-0.289
NCF2	3.839
SLC12A6	0.5705
MRPL48	-0.8915
HMGN3	0.280666666666667
LRRC62	-1.374
PAX9	1.077625
FAM55A	1.181
C20orf42	-4.4326
SCML2	-2.53716666666667
BCL9	0.36425
FAM40A	-0.08625
C9orf41	-0.407166666666667
ZNF774	0.6745
LETM1	-0.58175
PLXNB1	-0.202666666666667
NIPSNAP1	-0.150375
USP10	-1.18225
F9	0.16225
LIPE	2.1535
CNGB3	0.496
C12orf52	-0.07475
PI4K2A	-0.23725
MED8	0.2775
STAT4	2.3165
FGD4	-0.054
RNF145	-2.39266666666667
WDR32	0.8782
CLDN2	0.3015
TCEAL8	-0.6665
ZMYND8	-0.1513
PDXK	-0.5661875
GATAD2A	-0.49375
PTGES3	-0.8515
CCM2	-0.7425
TAP1	1.135375
ZNF670	0.907
ETS2	-1.09157142857143
C6orf166	-0.0588333333333333
PRMT2	0.105285714285714
OR4B1	-0.2735
INTS8	-0.011
CCDC102A	-0.45975
CCDC83	-0.5145
ITGA1	-0.1908
EPHA5	-2.646
FAM24B	-1.718
TSGA10	3.32075
HAL	-3.09333333333333
MYOT	0.0535
SPACA3	0.9075
BCL2L2	-0.256333333333333
CUGBP2	-0.157666666666667
CCNB3	1.23225
RNF113B	0.295
MERTK	0.83175
BAG1	0.46825
VPS36	0.70225
ORMDL3	0.7335
C1orf190	0.6475
ZNF625	0.32725
CORO2B	-1.986
ALOX15	0.9185
CST1	1.0015
NUPR1	2.08166666666667
CCL7	1.85575
SMCR5	-2.1175
DSC2	2.987
RBMS2	0.5705
GRIK4	-0.477
TRIM65	-0.1834
TMPRSS6	1.12757142857143
TP53INP2	-0.15925
GLB1L	2.01266666666667
LOC388284	0.011
PUS1	-1.15907142857143
BCL9L	-0.411
OLFM1	-1.49533333333333
RET	2.727375
MASTL	-1.38483333333333
ALX3	0.56325
IL1RL1	0.317666666666667
ZNF765	-0.8481
C14orf138	0.319
SNX10	-0.745
TAC4	-0.1745
C1orf64	2.884875
POGK	0.76125
MAPK9	0.7555
ZNF366	3.25375
C8orf79	-1.1184
CLDN7	2.24025
OR5AT1	0.3385
TRIM37	-1.71575
LRRC25	3.21575
GRHL2	3.1099
TEKT3	3.12775
LASS5	-0.6635
ABCC4	-2.39066666666667
DLG3	1.018
VGLL1	0.3
ZFP36L2	0.899833333333333
MFRP	0.267333333333333
KIAA1799	0.3325
FLJ44379	-0.282
PCNX	0.52175
ANXA9	1.914
CYP4V2	2.0274
PIK3C2A	0.27475
SRR	1.431
NOL3	-1.04825
IFITM2	1.6775
ARNTL2	-2.237
ZNF595	0.8835
NLRP13	1.052
ASPH	-2.91775
CPA2	-0.4995
PVRIG	0.0476666666666667
LEPR	-0.525166666666667
C16orf42	0.0683333333333333
SH3BGRL	1.532
FAM77D	-1.39166666666667
FNDC7	-0.2615
C9orf6	0.432
NOTCH2NL	0.702
PGBD1	-1.50616666666667
SYNGR2	0.330833333333333
PITPNA	-0.3158125
PRPF4B	-0.3501
SLC43A3	-1.34157142857143
NRBP1	-0.04725
SLC25A22	0.32325
ILK	0.187375
SLC22A8	0.5095
MRPS7	-0.1875
PITX2	-3.85475
FABP3	0.502625
OR1L1	0.1935
LOC728215	-0.519375
BLID	-2.6505
KIAA1217	2.44017647058824
TFPT	0.1645
AP4B1	-0.20675
VBP1	-0.63925
OR1K1	0.553
MORC3	0.61625
BHMT2	0.343166666666667
C3orf10	0.4815
FZD7	1.09483333333333
WFDC10A	-0.482
PMS2CL	-0.365625
CCDC32	1.087
FA2H	-0.45325
ALG13	0.914
TTLL7	-2.3422
SPOCK3	-0.159666666666667
SLC13A2	0.9775
AIM1	1.39125
GPRC6A	1.501
EGR2	4.34025
MED11	1.00625
WWC1	0.60875
SH3GL3	-4.317
RIF1	-0.872428571428571
PRLH	-0.1255
VLDLR	-1.5735
DBT	0.323125
C21orf63	0.261
CGGBP1	-0.189
KRTAP12-2	-0.1835
TADA3L	-0.269375
ZBTB16	0.24375
PDGFB	1.1655
RFX1	-0.06675
UQCRB	-0.454
LOC133874	2.438
HPS3	-2.13575
LGALS3BP	0.965
DKFZP564O0823	1.66535714285714
MRFAP1L1	0.77625
HOXA10	-1.84966666666667
NGB	0.33
KIF21A	-0.531769230769231
IFLTD1	0.2015
LZTS1	-1.070625
ARHGEF3	2.2635
RHBDL3	1.612
CSNK1G2	-0.667083333333333
ChGn	-1.01
KIAA1244	2.792
GABRB2	0.488
MGC72080	-0.229
CD27	3.80325
EGLN1	-1.8313
PEX13	0.8065
RWDD3	0.317
RNF12	-0.368
GRIN2B	0.679
ADAMTS14	-0.600375
DYDC2	2.42133333333333
ATP6AP1	0.2833
NR1H2	-0.336333333333333
PDK2	0.4625
C3orf17	-0.198666666666667
SLC38A2	-1.14664285714286
SLC25A29	0.1615
C15orf29	0.109875
ADAM9	-1.614
TMUB2	-0.02
GPR176	-0.6065
AGK	-0.665125
MCCD1	0.25125
NDUFA4	0.644
TMEM146	-0.6045
DUSP1	0.343
UNQ6975	0.9535
EMX2OS	4.74725
INSM2	-0.918666666666667
LUZP4	-0.42775
SETD6	-1.5085
P2RY2	2.4075
SLC45A2	-2.182
RABGAP1	0.058
UBXD5	1.11625
GPRC5A	0.6877
PAK3	-0.659166666666667
LOC63920	0.54175
TGFBR1	0.0247
KRTAP6-3	0.2015
SFMBT2	-0.855
CDC42	0.1764375
C11orf35	0.5355
TTLL2	-0.40075
UACA	0.52925
CD97	-1.3758
SETD5	-0.341
NINJ2	-0.11975
PTER	0.993833333333333
POMGNT1	-0.0515
KRTAP4-2	-0.1475
ECGF1	2.47825
HRB	-0.0980909090909091
ATP1B2	-0.5417
LOC400506	1.21225
COL4A3BP	0.26075
C6orf97	1.90175
GRHPR	-0.21025
