Hybridization REF	TCGA-BH-A0BS-11A-11R-A12P-07
FBXL8	1.6285
TRIP13	-3.49172727272727
EIF5AL1	-1.497
POU5F1P3	-4.676
IL6	-0.116666666666667
CXorf38	-0.651
IFNA16	-0.2075
FBXL2	1.3915
BRD1	0.6095
STATH	0.35925
FBXO44	0.804
MCCC2	-1.14725
CDC2	-3.2046
C5orf23	2.297
IVD	0.0755
C10orf122	-1.27266666666667
MSL3L1	-0.1104
MVP	-0.17525
EPOR	-0.7213
ZMYM1	-0.151
BCL7C	0.354833333333333
PSTPIP2	0.8366
LYPD1	-2.967875
OR8G5	0.021
ZP3	0.2065
BCAS4	-0.552833333333333
EDG6	1.919
ISY1	-0.38675
PRAMEF2	-1.07833333333333
CUL1	-0.522125
RNF213	-0.7404
CCRK	0.96425
DHX9	-0.7235
C13orf29	-0.317
NCKAP1	0.702333333333333
MRPL43	0.728142857142857
XPR1	-1.2635
PKN2	1.2715
PODNL1	0.4545
ZNF333	0.499857142857143
DALRD3	0.6755
OPN1SW	-0.6825
BTBD6	0.33275
C11orf82	-2.928
OR5P3	1.233
DUSP11	0.63075
L1CAM	-1.57075
NEK11	1.604
OR7E91P	1.098
CNTN3	2.1731
CREB3L2	0.46175
ZBTB37	0.303
KIAA1324L	0.83025
NDUFB10	-0.516666666666667
NUDT2	0.71025
GTPBP8	-0.2095
CACNA1D	0.63575
PRKAA2	-1.1484
PRDM8	-1.0295
MGC16075	-0.0891666666666667
KRT14	3.7525
PP8961	0.49175
MRPL18	-0.2705
ABCG2	-1.01325
PACRG	3.30525
BBS2	1.012
KREMEN2	-3.359
FBXO21	0.855
HNRPUL1	-0.5625
GRB10	0.05425
CLSTN1	0.68275
LMAN2	-0.1265
C17orf61	0.2945
NIPSNAP3A	1.4185
INSIG2	-0.0813333333333333
PCDHB7	0.737333333333333
STXBP2	-0.205
CMAH	0.673166666666667
SEMA5B	-1.124
ZNF155	0.273833333333333
COQ6	0.184
PRPF4	-0.3525
TSPAN15	2.398
VN1R5	-0.4715
LATS2	0.6025
SELK	0.85475
PGK2	1.33166666666667
MS4A1	0.225
TYW3	-0.2799
KRTAP5-1	1.2035
RCCD1	-1.93333333333333
BTN1A1	0.848333333333333
DDX28	0.418
TMEM65	-0.00224999999999999
LOC92345	-0.59475
TTC31	-0.90825
WDR46	-1.04266666666667
CHP2	-0.943833333333333
LSP1	-0.0485
ZNF542	-0.23825
EXOSC1	-0.3125
ARHGAP18	-0.422333333333333
LRRTM4	-1.448
MAOB	3.66891666666667
CACNB4	-0.4605
MGC33846	2.482
RANBP3L	2.643875
ATP5L	0.595625
ONECUT1	-5.118
NUDT9	0.11075
TMEM149	0.2295
STX17	0.53375
IGSF10	-1.636
TMPRSS9	-0.2445
BMPR2	0.849416666666667
ALLC	-0.00499999999999998
KLF7	0.93625
GCC1	0.6343
TIMM9	0.358
CDO1	3.50366666666667
MGC10701	-0.665166666666667
IFI6	0.303833333333333
FRMD8	0.61425
MGAT2	-0.301
WBP5	0.629166666666667
CNIH2	0.79425
KIAA0907	-1.5274
KCNH8	1.597
CTSG	-2.26275
GRIK1	4.78016666666667
CUL5	1.1065
FRMD1	0.0855
OR9A4	0.484
SYT6	-1.919
FOXD4L2	-1.479
ANAPC2	-0.466333333333333
OPN5	1.072
TAF13	0.3255
LYG2	-0.4025
GGNBP1	-1.129
C11orf40	-0.3605
OTX2	-4.43
REG4	1.007
EIF5	-0.18575
PALB2	-0.88875
SEPSECS	-0.5673
RNASE3	-0.866
TRIM49	-3.0705
POLR2K	0.3012
GPR42	-0.543
C8B	-2.33975
SASS6	-0.26575
PREB	-0.327666666666667
OR3A3	-0.8295
TUBA8	0.860571428571429
IGLV2-14	0.35175
STIL	-3.34333333333333
ANKFN1	-0.139
NME7	-0.30225
HOXC12	-1.33833333333333
UBE2C	-3.49771428571429
FHOD1	-1.05625
CDK2AP1	-0.04575
OR6K2	0.982
DHPS	-0.328
RPL5	0.841833333333333
TRGV5	0.8465
LOC541472	0.748375
HCCS	-0.445222222222222
DENND1B	0.647
LHX3	0.492
OR5D16	-0.5885
CXorf57	-0.530166666666667
IRF2BP1	0.475
NDST2	0.316666666666667
LCE3D	-0.603
BOLL	0.819428571428571
SYT3	-0.78425
PIH1D2	0.68325
C20orf7	-0.221333333333333
IL1R2	0.945666666666667
SLAMF9	-0.688
PPME1	-1.09125
PIK3CA	0.291
TRAPPC1	-0.0405
COLEC10	-0.93825
SLC9A6	-0.288833333333333
PDDC1	-0.3275
CCDC53	0.6225
GK3P	-1.35825
DAZL	-1.05925
BRI3	0.07125
SDK1	-0.382
CYP2C18	0.659
IFI44L	1.81175
RPL3L	0.5395
FUT9	1.64816666666667
KIFC2	-1.16366666666667
PMP2	0.0915714285714286
SLC4A9	0.272
PLAG1	-0.9295
MYCBP2	0.400333333333333
OR4E2	1.6665
CCDC65	0.92825
C16orf82	0.3856
ENTPD4	-0.54825
BRP44L	0.567
PMP22CD	0.676666666666667
TMCO4	1.77466666666667
KCNN1	-0.899333333333333
WDR35	-0.46425
CCDC80	0.952
C3orf31	-0.84675
SLC7A9	-0.69525
TMEM190	-1.67275
DBC1	0.300333333333333
FADS3	-0.0578333333333333
PDZD8	-0.336833333333333
GRM5	-0.0481428571428572
AZGP1	4.1325
PEX3	1.1725
MED1	-0.00207142857142857
ATG4C	-1.48883333333333
HNRPH3	-0.354625
FAM109B	1.307
C4orf17	-1.23
CA10	-0.312
OPRD1	-1.0605
CCL16	-2.04175
SACM1L	-1.05875
CST6	4.648
CD63	0.692625
LGI1	-2.13966666666667
ZNF784	1.336
CRYBB1	-2.624
CX3CL1	3.4985
TOP2A	-4.630375
GYPB	-3.41966666666667
GADD45GIP1	-1.02025
FEN1	-2.4415
IGF1R	-0.13175
WDR72	-1.19
PURG	-0.894333333333333
DEFB126	0.524666666666667
PKD1L1	0.119666666666667
CAV1	0.6776
GNPDA2	1.228
DGAT2	3.06725
NLGN1	-1.28925
STRBP	-0.79725
HPRT1	-1.386
FANCI	-3.69
PSMA7	-0.302875
DBF4B	-1.08433333333333
TTF1	-0.259
RAD54L	-3.5215
ELOF1	0.07575
PLAGL2	-0.332
ZNF256	0.88025
HMGCL	0.81175
MSI2	-1.4095
RPESP	1.43866666666667
C11orf60	1.076
ABCD1	-0.6745
ACAA1	0.5445
SPARCL1	5.79042857142857
IL6ST	0.3525
ZNF319	0.6885
TMEM109	0.0784
FAM90A1	0.332166666666667
IL22RA1	0.111
ATP4B	-2.188
TEC	-1.0456
C7orf30	-0.63575
TXNDC2	-1.26016666666667
ABCB4	-0.58175
KIAA1191	0.600125
C9orf38	0.1455
SFTPB	0.0951666666666667
CNTNAP2	-2.00790909090909
FRK	0.634
TBX19	0.21425
CHD4	-0.67775
C6orf26	-2.96133333333333
MOSC2	1.74975
IKBKE	-0.2305
HIF1A	-1.43533333333333
LOC595101	0.121
RELA	0.774833333333333
TMEM16B	0.0238333333333333
ABHD12B	-3.403
TSEN34	0.1045
KIF18A	-3.72975
TXNDC9	-0.0705
SPATA2L	0.9445
SEMA4G	-1.2735
C21orf91	-0.137125
MATN1	-1.0285
KCNIP4	0.570333333333333
TUSC1	1.4835
OR4C15	1.1
ARMCX6	1.04083333333333
WBSCR27	-0.124833333333333
OR52I2	-0.8965
KIAA1604	-0.15075
DYNC1I1	0.84075
PPP4C	-1.26975
SLC47A2	-0.973666666666667
TREH	-0.168571428571429
CD48	2.20533333333333
ST14	1.65216666666667
PKN1	-0.73375
SPON2	1.28775
XBP1	1.30483333333333
SFRS12	-0.8445
EFCAB6	2.29225
SELT	0.142
SLC39A2	0.653
ERF	-0.823
ARL3	0.455875
SURF6	-0.4994
MLLT10	-0.211190476190476
FLJ11171	0.410166666666667
TDGF1	-3.33716666666667
ERCC6	-0.4775
EIF2AK4	0.61325
BAZ1A	-0.431333333333333
LRRN3	1.51933333333333
TMC3	1.173
EFTUD1	-0.18175
PTPRO	-0.678666666666667
CLEC12A	0.472125
ACBD4	0.809875
ZDHHC14	-0.897125
OTUD7B	0.25375
ACTB	0.3749375
MSRA	0.37375
LCE5A	2.213
IFI35	0.27425
BSCL2	0.173166666666667
ANKRD12	0.10875
CFHR2	0.6485
RGAG1	-0.207833333333333
HSFY1	0.788
SLC30A5	-0.574
IMPG1	0.527
GPR109A	1.15
ZNF185	0.73975
IYD	0.0245
NPCDR1	0.9315
SERPINA13	0.7615
HMGCLL1	0.61225
NEUROG1	1.541
UBQLN1	-0.639375
LIN37	-0.4275
SOCS2	0.732625
DSCR4	-1.40657142857143
XKR6	1.42725
GPR142	-0.5615
KRTAP13-3	-0.0565
CCDC15	-0.956666666666667
MOS	0.736
CD1E	-1.679
OFCC1	0.07925
FAM83D	-4.81275
SRFBP1	0.4815
C9orf96	0.5085
DHDH	0.32075
CCDC90A	-1.256
RABL3	0.31375
CD320	-0.976
ANGEL2	0.0953333333333333
MRPL21	0.13125
SMG6	0.603666666666667
INSR	2.0286875
FLJ14816	-0.506
GLRB	0.373833333333333
C9orf89	0.62525
CIZ1	-0.524
URG4	0.797
LRDD	-1.2505
CBY1	1.6355
NFX1	-0.218625
MTERFD2	0.524714285714286
C19orf23	-0.7685
PGC	-2.777125
IER3IP1	0.5441
RASAL2	0.229916666666667
C1orf89	0.38575
SYNJ1	-0.625375
NFKBIE	-0.07575
FLJ40125	-0.439166666666667
TCEB2	-0.6148
NOG	-1.9865
POLR2J2	-0.3065
HLA-B	1.80575
PCDHA1	0.5525
PPP2R2B	1.79125
ARHGEF17	0.777833333333333
TCF7L2	1.447
CHD5	-0.932
ZNF431	-0.31825
TBC1D25	0.32625
ZNF800	-0.25925
SCUBE2	3.23909090909091
MYCBP	-0.3855
GPX5	0.5215
C6orf129	-0.7805
QSER1	-1.24183333333333
ULK2	2.07925
PIGO	0.3355
NRCAM	-2.2125
SLC35E3	0.05325
CSRP2	1.08275
HYPE	-0.75975
MAPK15	-0.487333333333333
MGC14327	0.04575
TIMM13	-0.762166666666667
ZNF462	1.7885
GBA3	1.012
TEX13A	1.861
MCM6	-1.96533333333333
MTRF1	-0.790625
ABCA7	-0.69875
EIF4A2	0.26175
ZC3H10	0.84
RPGR	0.0786666666666667
C20orf94	-0.33875
RP1L1	-0.67125
GPR125	0.159571428571429
USP22	0.0426428571428571
OR1L4	-0.194
MLZE	1.13675
FLJ32065	0.1785
PTCD1	-0.80425
CRTAC1	3.11633333333333
BXDC2	-1.125
C18orf1	1.78816666666667
FAM107A	3.54878571428571
EFNA3	-0.92675
P18SRP	-0.472
CAMKK2	0.154
KIAA0649	-0.923
NES	0.495166666666667
HS6ST3	-0.8475
PON2	-0.7145
TCP11L2	0.06425
CLEC4A	1.73775
PRR12	-0.4455
MLXIPL	-0.5161
C2orf50	-0.9325
ZNF28	0.50325
ENC1	-0.309666666666667
MAP2K1	-0.29325
FKSG2	1.41625
KIAA0430	0.99825
PTP4A1	-1.28855555555556
GPR156	1.966
GTF3C6	-0.6485
UBR2	0.0489
LOC388272	-1.201
MAK	1.26316666666667
ACOT4	1.503
STC2	1.15858333333333
PIGW	-1.602125
SAE1	-1.013
COL6A1	0.185909090909091
OAZ1	-0.3775
STMN4	0.231333333333333
EDG3	0.112666666666667
SGCE	0.490833333333333
IL11	-2.98416666666667
PRSS8	2.32675
YIPF5	0.873083333333333
WNT4	2.87
CSN2	0.1704
TCF7	-1.889625
TDO2	-1.07575
SAMD9	-1.048875
S100A7A	0.594
MMRN1	1.04866666666667
GKAP1	0.21225
AKR1C3	0.714
RNF19A	0.5445
GMDS	-0.38125
YKT6	-0.92125
SPARC	0.3654
C12orf31	-0.7505
UBE2V2	-0.95
FBXL18	-1.16433333333333
KIAA0460	0.38725
ADAM22	-0.4655
SERPINC1	-5.25625
KCTD21	-0.00199999999999997
MYOHD1	-2.7755
ZNF37A	-0.131666666666667
GTF3C1	-0.848833333333333
CTSZ	1.48975
PRNPIP	-1.1135
DRD1IP	0.091
NR1I2	-2.3098
ZNF266	-0.1925
SPAG4L	-0.379
COX4NB	-0.2455
SAPS1	2.22233333333333
APOA1	-3.494875
TATDN1	0.0541666666666667
C10orf82	-0.27825
KPNB1	-2.03375
FOXO3	1.292
CRYBB2	-0.08
ZBTB5	-0.107
SLC25A38	-0.4195
DCTN2	0.0393333333333333
IFT20	0.45075
CTHRC1	-2.03175
C1orf31	-0.71925
UHRF1	-3.13306666666667
GPC6	-1.94875
C10orf54	2.92925
MCF2L2	0.275
WNT9B	-0.09425
OLA1	0.130625
FAM120B	0.79775
TTLL10	0.253
CYorf15A	-2.78033333333333
RELN	-2.2108
SCN2B	2.93608333333333
MFHAS1	-1.406
NKX3-2	-2.7764
RASGRF2	-0.413
SSBP1	-0.865333333333333
KPNA6	-0.635071428571429
LOC389118	-0.741
HS3ST4	1.953
SUPT7L	-0.545375
FLJ32658	-1.491
IGFBPL1	-0.666
KIAA1641	-1.1954
SHKBP1	-0.777666666666667
CSF1R	5.083
NAGK	0.587
MYL2	0.58725
HIST1H4C	-1.6795
TOMM7	1.183125
ADAMTSL3	2.086375
TNFSF14	-1.3285
PRRT2	-1.88475
VTA1	-0.288875
AOAH	2.3955
CRISPLD2	0.857214285714286
PNN	-1.2613
TA-NFKBH	0.031
ESPN	-0.53525
RBM43	-0.061
KIAA1267	1.067875
DDX3X	0.556888888888889
KIAA1576	-4.406
PLXDC1	2.74866666666667
FLJ25801	-4.14275
HNRNPL	-0.01825
RUNDC3A	-0.235666666666667
CASP12	1.9025
SH2D5	-2.145
RPL26L1	-0.289
OR51A7	0.572333333333333
HDC	1.5845
C2orf16	-0.795833333333333
SYTL3	2.513375
GOLGA4	0.00275000000000002
NOTCH1	-0.284166666666667
ATPAF2	-0.00275
ECD	0.1185
SSX5	-1.66933333333333
SNAP91	-1.02933333333333
OCA2	-2.215
PNPO	0.195833333333333
DAPK1	-0.803666666666667
PINX1	-0.232833333333333
SELENBP1	1.399875
NEK3	-0.513333333333333
TMED4	0.358928571428571
SSTR4	0.0545
FOSL1	-2.8181
CD40LG	1.1505
CES1	1.14158333333333
DCI	-0.546
B3GAT3	0.141166666666667
STK17B	0.876
CNTN6	0.597
CYP3A4	-1.7064
MBOAT2	-0.114642857142857
PISD	0.630625
USP1	-0.753
PYDC1	1.13666666666667
CENPM	-2.308875
SAR1B	0.219
TTC7B	-0.447666666666667
DP58	3.123
GPC1	0.257
RBL1	-2.6205
TMEM137	-2.451
TOB1	0.934333333333333
TCEAL1	1.32133333333333
CENPF	-4.42427272727273
C6	1.219
PRSS1	-4.00125
PPIL6	1.35883333333333
C6orf124	-0.9985
ODZ4	-0.413833333333333
SNCB	-1.68725
NDUFB9	-0.22075
CNOT6L	0.759
S100A9	1.32933333333333
TRIM50	-0.2175
KCTD1	2.0404
WDR63	0.5945
SPEF2	2.0485
RNGTT	-0.400333333333333
CXorf22	0.5605
KCNK16	0.15525
CEP250	-2.225
ATPBD1B	-0.2435
KCNJ2	5.19025
MT1B	0.406
ZNF684	-0.6065
SLC4A1	0.59275
PDHA1	-0.76675
ZNF492	-0.1395
TKT	-1.6695
BYSL	-0.636125
RNF38	0.347
AHDC1	0.0295
KLHL2	1.46225
CMTM8	2.09575
DMP1	-0.189
HERPUD2	0.34275
CRTAM	2.5264
ZNF572	0.55775
TMEM16J	-0.9035
HSD17B2	1.19525
UBE2G1	-0.328625
AHSA2	-2.467
PELI2	1.405
TPX2	-4.53
ATP9B	1.002
DAZAP1	-0.585375
HMGCS2	3.41166666666667
C17orf38	-0.128
B9D1	0.004
NKX2-5	-1.24416666666667
KIAA1276	0.467666666666667
LILRB2	2.4195
CSTF1	-0.662
BTN2A1	-0.320833333333333
C15orf48	4.31525
IGF2BP3	-4.47875
FAM113B	0.576333333333333
HRG	0.120571428571429
ZNF131	-0.679
USP47	1.23214285714286
CCDC88B	-0.372375
HCN1	-1.507
HTN1	0.1965
SYCP3	-0.04175
C13orf23	-0.9795
PAPOLA	-0.5591875
AATK	-0.0606
MSH3	-0.39
NDUFAB1	-0.69125
ITLN2	-1.39083333333333
BAK1	-0.68
MRPL45	0.0696666666666667
MTNR1B	0.6034
LOC645843	0.111
SPECC1L	0.363875
PGCP	0.69675
SPN	-1.11228571428571
GPR143	1.20483333333333
ZNF576	0.257666666666667
TMEM39A	0.5748
ATP5D	-0.2035
MAGEB3	-1.361
RPS5	0.431833333333333
ANP32E	-1.66228571428571
MTMR1	0.18875
YEATS4	-0.71375
SYNGAP1	-0.778
PCOLCE	-1.7615
MNS1	0.35425
PCYT2	-0.00500000000000001
ZNF182	-1.0575
LAX1	0.134375
SPPL2B	1.4477
ELOVL5	0.8005
PCDHAC1	0.342
B4GALNT1	-1.46916666666667
BLOC1S2	0.65775
ZNF673	0.1707
ARHGAP21	-0.384333333333333
IRX5	2.8635
LRFN5	0.587333333333333
FAM7A1	-0.9425
RAB19	0.817
GINS1	-4.05175
ITM2B	1.9469
PAPSS2	0.264833333333333
OR5BF1	-0.4975
ACSL3	0.11325
KIAA1919	-0.304083333333333
GLT8D2	2.58875
UTRN	1.06742857142857
CNN1	4.135
HISPPD2A	0.162666666666667
SDAD1	0.191125
SIGLEC9	-0.184
RPL35	0.203071428571429
C22orf26	0.259
IMPDH2	0.051
WDR69	-0.36375
SEC14L5	-0.232
CLTA	0.1565
RP11-529I10.4	0.60925
GPR37L1	0.1915
OGDH	-0.597083333333333
ASB13	0.1535
ZFP14	0.73425
ZCRB1	0.1125
KPNA3	-0.73225
HSPA1L	1.07725
RHOC	0.495625
LOC554175	-0.4255
PPP3CA	1.4449
SLC1A7	-0.3895
ZNF529	-0.242333333333333
RBED1	1.834
DDB2	-0.59425
FLJ11286	-0.361666666666667
SPATA1	-0.4105
MKNK1	-0.0151666666666667
DYSF	0.158166666666667
ALKBH2	0.108
NKD1	-3.236
C1orf174	-0.044
PLEKHO1	0.0403333333333333
ASB10	-0.639666666666667
RING1	-0.336833333333333
NPC2	1.202625
AVPR1B	1.448
YTHDF1	-0.0618333333333333
LMAN1L	0.093
GSG2	-2.34
CEP170	-1.7639
RPS4Y2	-5.40525
MSH6	-1.336
HECTD2	0.768
ZNF556	-2.69333333333333
PLEKHC1	0.118
AIRE	-0.516833333333333
BCL2L10	1.5355
LMOD3	0.3885
ZBTB8	-0.3165
FOXA2	-3.2947
SLCO2A1	2.16775
C3orf46	1.7995
PRDM16	1.2092
TMEM98	1.65575
FRMD5	-1.6335
PDE6C	0.414
C1orf216	-0.519
EP400	-0.901642857142857
PTK2	-0.317
RNF217	0.20825
NDUFA8	0.295
ZFAT1	0.0135
LAMP3	0.978833333333333
GLTSCR2	1.51125
NPW	-1.051
LLGL2	-0.5851
PPM1K	0.555
C20orf177	-0.8755
KIR2DL4	-0.1198
NFKB2	0.01025
C21orf122	0.393166666666667
HESX1	-0.7235
GPR114	0.4376
SLC25A35	-0.741333333333333
GNAT1	0.919333333333333
ORAI3	0.37925
FAM76B	-0.337125
TMEM99	0.6137
TRIM29	2.7246
CDS1	1.7155
RHEB	-0.2713
C4orf27	0.0741666666666667
RAB3A	-0.5655
OTUD6B	-1.251
GPD1	4.068125
CDH15	-1.34283333333333
NPM1	-0.788785714285714
TMEM117	0.6065
PRPS2	-0.447166666666667
GCK	-0.025
ADRA2A	5.5005
TSPYL4	0.529666666666667
TASP1	0.642
WDR19	-0.163083333333333
C10orf38	-0.55125
PDE4C	-0.7925
FYB	0.405583333333333
C1orf55	-0.623666666666667
PPFIA3	-0.77
RAD18	-0.59625
C12orf44	0.230666666666667
CRYBA4	0.588
HVCN1	0.99575
TAF10	-0.166666666666667
C16orf48	-0.313166666666667
DEPDC5	0.939166666666667
LTBP1	-2.3155
MAPRE1	-0.3595
FGF8	-0.32
C3orf52	0.3305
SENP7	0.296666666666667
LRRK2	0.7805
RUNDC2A	-0.185166666666667
KIAA0355	0.612833333333333
CPEB1	-1.0045
PPEF2	3.071
ABI2	-0.706666666666667
KIAA0317	-0.441
ATF1	-0.637333333333333
DYNC1H1	0.468125
DIP	0.05275
TMEM33	0.0183333333333334
POLDIP3	0.55925
C7orf24	-0.75175
GPR171	4.181
CDC6	-3.81233333333333
PLD1	-0.3051
ITFG2	0.1001
NDUFC1	0.39075
AKNA	-1.14475
NBR1	0.54225
PKHD1	2.18057142857143
HPS4	-0.5419
MAFA	2.13175
ULBP3	-0.8055
DIRC1	-0.9255
IMMT	-1.03125
C22orf13	-0.479416666666667
CEL	-0.19025
MARK3	-0.8245
ADAMTS2	0.291416666666667
ARPC3	-0.494333333333333
TMEM10	0.2705
NPHS1	-0.30025
BRD8	-0.167666666666667
WDR12	-1.4185
IDI2	0.599571428571428
HOXD13	-3.7455
OR8G2	-1.614
SLAIN1	0.384
GABRQ	-0.105
NR2C2	-1.5105
NKTR	-0.9038
TLE2	1.803
KIAA0892	-0.654833333333333
AURKA	-3.81436363636364
GPRC5C	0.8225
TBC1D9B	0.161
PNPLA6	0.0851666666666667
AP3B1	-0.2825
NAG	0.40925
C11orf68	0.10225
AKR7A3	1.46575
AHCYL1	-0.345272727272727
COP1	1.1858
RPP14	0.24325
PCDHB18	-0.379
CDH24	2.27225
KRT17	2.8508
LACTB2	-0.82425
DDX24	-0.0296
PHACTR1	-2.3345
SLC35E2	-0.00900000000000001
LOXL1	-2.41725
IQSEC2	0.4955
RGSL1	1.421
PCDHGC5	-0.45
MEGF10	0.405875
PRRX1	-0.105
ASTE1	0.6055
C6orf159	-0.703
MYOD1	1.9935
GAA	0.31075
ZNF747	0.02375
KLRC1	0.0379999999999999
IL1RL2	0.404
GDF9	0.967
GPR119	0.1085
TRAF2	-0.00233333333333334
HCK	2.441
BMP6	-1.27025
IL8RA	-0.8136
FLJ35848	-1.49
EFHA1	0.54175
CDSN	-0.624333333333333
C14orf54	-0.2115
LSM3	-0.3505
ZFP41	-0.532
C9orf126	-2.08066666666667
VIT	2.022
SPCS3	-1.07825
DEF8	-1.2732
CHAF1A	-2.22766666666667
C1orf165	0.718666666666667
ZFPM2	0.203
FTH1	0.218
SLC35F1	-2.29733333333333
YWHAH	-0.47025
C17orf66	-0.630166666666667
ADRB1	-0.189333333333333
FOXL1	0.4895
RG9MTD3	0.445666666666667
UMPS	0.0775714285714286
MGC13008	-1.041
KIAA1161	-2.131
CCDC77	-1.9005
C12orf65	0.0958
COG4	-0.625833333333333
RCP9	-0.29925
RP4-692D3.1	2.55816666666667
CDC2L5	-0.06575
MGC7036	1.12933333333333
DNAJC11	-1.195
GDF2	0.264
TIMM17A	-0.6555
HNRNPA0	-0.0834
OR2H1	-0.22
PCBP1	-0.288125
COL23A1	-0.48425
LRRC2	0.699357142857143
NSD1	-0.150714285714286
FLJ37078	-1.163125
WDR91	-0.1055
TMEM179	-1.1615
DSCR10	2.1875
CNDP2	0.4226
FYN	-0.86
BEX2	1.48483333333333
KCND3	-0.375333333333333
YPEL5	2.06125
LRRC42	-0.9325
C17orf45	0.525625
ZNF649	0.398
LOC150763	1.888625
COL5A2	-0.71225
CNGA2	-0.889
ELA2B	-0.912
RAB9B	-0.33725
FAM100A	-0.598
NAIP	0.0724285714285714
MYOZ2	0.550875
SPATA12	-0.475
XRCC4	-0.8675
CYB561	0.7511
CHST10	-0.2265
BAI1	-1.449
BRSK1	0.175833333333333
C17orf89	0.125125
PDE6H	0.367
FLJ20309	0.0948
MAP7	0.18125
SCN4B	3.5765
SPAG9	-1.8564375
SERTAD1	0.841333333333333
FLJ21963	-1.09925
ANTXR1	-0.4453
TMPRSS13	2.3055
ETV7	2.18466666666667
DGAT1	0.6735
NKIRAS1	0.777
TAC3	-3.81775
CORO1C	-0.736416666666667
RAD54B	-1.4555
HRASLS3	2.93583333333333
C21orf42	0.7995
BARD1	-0.4935
ZNF177	0.541333333333333
MIP	1.565
ZNF442	-0.246
F2	-4.1134
GRIA1	0.758875
GALNTL2	2.0874
WNT5A	-1.4863
LENG9	0.0795
hCG_25371	-1.3555
FOXR1	0.2015
TRA@	0.935888888888889
PWWP2	0.69525
C1QTNF7	2.502
SLC7A4	1.644
C4orf7	4.3515
C17orf80	-0.508833333333333
KLK4	0.998833333333333
IL31	1.568
TMEM176A	4.67025
CTNNB1	1.272875
BHLHB2	0.85
TMEM185B	0.0955
ARD1B	-0.5985
C1orf93	-0.0765
BRUNOL4	-0.586833333333333
LOC541469	-0.415833333333333
UPK2	-0.34275
GAS8	0.239
PATE	1.745
IMPACT	0.900125
WNK4	0.2375
HNRPLL	-1.05125
GAD2	0.405
ITGA6	1.515
BMP15	0.5812
CYP2A7	3.079625
RIC8A	-0.085
CCND1	-0.277666666666667
USP35	-0.4995
DSCR2	-1.2955
CCL4	4.26716666666667
ZCCHC10	-0.006
NOL11	-0.75025
TRPM2	0.3235
PSMD2	-1.52072727272727
CHTF18	-2.35625
USP18	-0.48675
RRAS	0.61125
LAMC3	0.60625
TOX	-2.0555
PCDH15	-1.26
GABRG3	-1.723
NUDCD2	0.20675
SGCZ	-0.299
KCTD17	-0.5216
SPSB2	-0.197
TPPP3	3.09483333333333
CILP2	-0.495833333333333
CALB2	4.19125
CEBPZ	-0.419
ZNF479	-0.13
FMOD	6.03866666666667
C21orf66	-1.54835714285714
CLN6	-0.2775
ANAPC1	-0.731875
SH2D3C	1.67425
PTPN14	0.0974
TRIM42	0.44075
APTX	0.3075
SNRPG	-0.986333333333333
BMS1	-0.39425
MAGEA3	-4.4725
NFATC3	-0.460333333333333
LRRC45	-0.087
ARS2	-0.589428571428572
LRIG1	1.898
EPSTI1	-0.8488
PRSS27	0.10275
ERC2	-0.496125
PRKACB	0.113
PRDM13	-4.836
HCG27	-1.136
KLK12	-1.6865
HSD17B7	-0.400333333333333
ZNF354A	0.12125
PCDH11X	1.204
DMGDH	0.6135
PCBD2	-0.871333333333333
TMC6	-1.5485
RIMS1	0.323142857142857
SF3B2	-0.8375
RCN1	-0.217166666666667
CPB1	5.182
BCAR3	0.35425
FCRLB	0.709875
PAK1IP1	-0.48725
OR10H1	0.1265
KIF9	0.1842
PITPNM2	-0.51375
L3MBTL4	0.315
TGFB1	-1.2332
ZXDC	0.0075
SLC6A16	0.27925
SRrp35	-0.065125
LRRC8E	1.42675
PPIAL4	-1.061
EOMES	0.0855
PAX2	-0.569
SCARF2	0.727125
PSEN2	0.605583333333333
PCDHB13	-0.319333333333333
C10orf28	0.2815
DHRS7B	1.12928571428571
C1orf131	-0.6565
ASB1	-0.5394
ZNF223	0.308
LCMT2	0.11775
MEP1A	-0.61275
TMEM53	0.72975
RSPH3	0.754
C10orf33	0.9925
LOC644285	1.01275
PTPN9	0.356833333333333
ABCA12	-4.249
CCDC37	-0.23475
RUNDC1	1.2077
YES1	-0.407333333333333
FAM120AOS	0.226
OR5M3	null
PPP1R3F	0.281
IL13	-0.0755555555555556
MDFI	-0.062
PRNT	2.719
ZDBF2	0.8235
OR10C1	-0.3805
CLIC1	-0.850333333333333
LILRA5	-0.240666666666667
CSAG1	-3.8305
TREML2	-1.0285
FAM125A	0.0368333333333333
ZNF74	-1.3335
FAM104A	-0.859125
LRRC39	-1.2845
SAMD5	3.55125
HYAL2	0.6355
HIST2H2AC	-0.91525
IGFBP5	0.314826086956522
NRTN	1.19733333333333
KIAA0556	-0.2114
FAM29A	-1.77272222222222
JMJD2A	-0.91475
EPHB1	3.137
POLD4	-0.09575
ANAPC10	0.0625
LRRC36	-0.553
MEGF6	-0.104125
LPHN3	0.418166666666667
BMP10	0.27975
C21orf55	-0.077
CREM	-0.4156875
PTGER4	0.939833333333333
METAP1	-0.013375
KCNQ1	1.1865
NR2F2	0.189125
SSFA2	-0.461166666666667
CTTNBP2	-0.78875
BCL2A1	-1.104625
ZBTB24	-0.192375
SLCO6A1	-0.986333333333333
PRDM1	1.4233
OR7D2	0.0485
CCDC47	-0.2986
