Hybridization REF	TCGA-BH-A18N-01A-11R-A12D-07
C16orf3	-0.3375
HPSE	-0.7905
TIGD3	0.223
SPG3A	2.3425
LCAT	-1.749
ST6GAL1	-2.3516875
POMC	-0.458
FLJ36031	-1.53566666666667
NSMAF	0.190666666666667
SKIL	1.046
ADSS	-0.165333333333333
HMGCS1	-1.6992
POLR3F	-0.218166666666667
RAB10	-0.431125
ZNF277P	-0.80575
ZBTB7B	0.837625
DHRS1	1.250375
ABCC13	-0.175142857142857
CNOT3	-0.17625
NFKBIA	0.72
GAK	0.5335
SFT2D2	0.603666666666667
HOXA6	-0.2795
CRTC1	0.104125
LY6D	-1.47383333333333
C20orf72	-0.679
CPT1A	-0.27
LMO1	-1.373
EIF3I	-0.0565
PRB4	1.14925
MCM3APAS	-2.294125
C20orf132	0.9143
FOXF2	-3.79075
S100A12	-0.6445
MLH1	0.5315
ACTN1	-0.4413
MRPL36	0.047
C20orf106	0.2645
FBXO6	1.21933333333333
MKS1	0.0708333333333333
CX3CR1	0.560875
PDE1B	-0.067
PLP1	-3.2695
KISS1	0.113333333333333
C14orf2	-0.7305
TBC1D3P2	-0.2005
COMMD6	1.2174
ANKRD7	-2.678
PTCHD1	-2.296
NARS2	-0.31975
DOCK7	-0.2925
FAM127B	0.412625
LOC390243	-0.287833333333333
N6AMT2	1.232
ZNF391	-0.573
DNAJB14	0.7935
WRB	0.177375
BPI	-0.4565
TTC4	0.146833333333333
FAM10A5	-0.00325
GOT1L1	0.0648
MAGED1	-0.104625
RESP18	-0.34375
WFDC6	-0.758666666666667
MT2A	-0.7605
C11orf56	0.101
KIAA1432	0.056
ROR1	-2.04125
HSD17B14	1.19483333333333
ZFAND2B	0.027375
SAMD4B	0.42225
HEXA	0.030125
HNRNPU	-0.194363636363636
USP39	-0.253
NRD1	-0.7905
R3HDML	0.28175
FLT4	0.317333333333333
OMG	-0.548166666666667
OR52N4	0.377
LOC399818	-0.113
ELA2	-1.69025
VENTXP1	-0.3395
RFC5	-1.208
OR52L1	0.502
PAX5	0.1585
FBXO2	0.662
GMEB1	0.084
AKT3	-1.003
CRB1	-1.73916666666667
CTTN	0.0248333333333333
UTP15	0.0808333333333333
HSBP1	-0.22075
PHF11	2.38875
NDEL1	0.236
USP8	0.208
BAIAP2	0.9239375
SI	0.2974
ARSJ	0.6585
BAAT	-2.554
KCNS3	3.163
LOC126147	-0.142833333333333
TMEM37	0.344
C1orf162	2.7335
MBD1	0.3521
ITGAL	1.7255
WDR73	0.6015
GKN2	-0.000499999999999991
ARFGAP1	-0.61675
SLC5A8	-0.5585
ZBTB40	0.2214
CYP4B1	1.53666666666667
LYPLAL1	-0.64875
CHST3	-1.088
MAP3K9	0.277
BTAF1	-0.8525
TFAP2E	-0.552
RBM35B	0.48975
LOC441251	-0.2635
ANKRD25	-0.967333333333333
UQCRC2	0.6485
MAEA	0.223416666666667
HYAL1	-2.5806
RNPEPL1	-0.272833333333333
CPSF2	-0.400375
PSD3	-2.3806
ABCA13	-0.217
AGR2	1.628625
GBX1	-0.6705
HDLBP	-0.0688571428571429
ACY3	-0.70775
HECW1	-0.23975
ZNF519	-0.92775
HOPX	2.856
ZNF304	0.936625
OR12D3	0.0785
FKSG43	0.088
METTL1	-0.363875
MFSD3	0.9713
PSPH	-1.58175
CLCA3	0.012
DARS2	-2.35966666666667
CDC25A	-2.17316666666667
BAIAP2L1	-1.37925
B3GNT5	-0.943
USP29	-0.11325
ARHGEF10L	1.472
ATOX1	0.430125
ADAM30	0.15625
DNASE1	1.5695
STT3A	-0.408916666666667
RAB6IP1	0.441
PTN	0.1236
C1orf106	-3.23038461538462
HECA	1.7645
RNF122	-1.2895
SLC22A18AS	-0.584166666666667
GNG8	-0.3645
ELP4	-0.78075
FAM65A	-0.101
RPL10A	-0.182166666666667
IRS4	-0.0525
MACF1	1.2683
SEC24D	-0.40775
LOC374395	0.765
TGFB2	-1.631375
MDFIC	0.67525
CHRNE	0.322666666666667
PCMTD2	0.484166666666667
ATP6V0D1	0.440166666666667
MTA2	-0.62625
LZTR1	-0.410666666666667
RAP1A	0.200333333333333
AXIN1	0.866
POLR1C	0.202
TRIO	-0.368666666666667
PLXNA4A	-1.06145454545455
C5orf33	0.38325
DEPDC1B	-3.571625
ZNF473	-0.468333333333333
MTM1	1.070875
GPR107	-0.141666666666667
CSNK1A1L	1.028
FLJ14154	0.82225
NLRC4	3.348
ENPP4	2.86033333333333
PADI3	-1.845
RNF170	1.308625
CG018	1.75083333333333
C16orf7	-0.36725
KCNE1	0.0265
NRM	-1.0205
SLC37A3	-0.0925
TPD52L2	-1.046
UNC5B	1.85325
C12orf12	0.292333333333333
SDHB	-0.1895
CLRN1	-0.084
NUDT10	-1.27466666666667
UGT3A1	-0.0532857142857143
FBXW8	0.039375
RHOF	-1.542375
PTPLAD1	0.645625
MYO3B	-1.258
DERA	-0.60475
TPP2	-0.754
C19orf53	0.706333333333333
GINS3	-1.23725
ST6GALNAC5	-1.006
CHSY1	0.65925
MGC15705	0.937
GPR83	0.222833333333333
EXT2	-0.3265
DOLK	0.038
TUBAL3	-0.8235
ACVRL1	1.8664
ABL2	-0.658333333333333
C14orf156	-1.0265
PTPRZ1	-5.24175
DIP2C	0.2405
LAMP1	2.23575
RXRA	0.0809
MAP3K5	0.593
ALKBH1	-0.127
PDLIM7	-0.79125
ARL14	-2.303
SNIP1	0.0325
TIMP3	2.50291666666667
RGS3	0.359833333333333
SPAG16	1.4657
ABHD4	-0.067
ARHGEF12	1.13091666666667
GLUD2	0.627
RAC2	-1.2399
UAP1L1	-1.543
SLC18A3	0.0045
YOD1	-2.25383333333333
RALY	-0.33
HMOX2	1.048625
DGKH	-0.37575
DBNDD2	1.84683333333333
YIPF4	0.2045
THAP10	0.2965
ZNF513	0.31225
HAGHL	-0.0346666666666667
ITGB4	-0.3795
CCDC141	-0.7625
YTHDF3	0.9915
C5orf28	0.86375
RPL7L1	-0.35525
TMEM30B	2.14885714285714
ANKRD35	0.441
DUOXA2	-0.31675
TBC1D5	0.36875
DFNB59	0.7375
HRH4	0.88325
MYO6	4.066
DNAJA4	3.040875
RBM24	3.64975
CEACAM20	-1.35225
RBM23	0.495928571428571
NGFB	-0.1305
C1orf63	0.4478
KRTAP7-1	0.133
PERLD1	1.70525
NPB	-0.5145
C17orf59	1.2827
HSPBAP1	-0.16975
SLC15A4	-0.00799999999999999
PRTFDC1	-1.41275
OSMR	-0.946571428571429
CYSLTR2	-0.609
C19orf25	0.593
KIAA1797	0.585
NLRP6	-0.624
FAM105B	0.2027
SCRN2	0.123166666666667
LRRC58	-0.1856
RNF17	0.424428571428571
NEIL3	-2.8675
FAM137A	0.8935
SKP2	-3.49325
PARVA	1.04025
PKLR	-2.6695
RNF34	1.03175
A3GALT2	-0.415
C12orf50	0.453166666666667
SUNC1	-1.05975
FAM102B	0.770666666666667
CCT2	-0.40675
LRRC37A2	-0.361
ARF4	0.7105
SIKE	-0.3225
C8orf48	-0.251333333333333
MBTPS1	-0.143857142857143
GPSN2	0.6245
NCF2	2.099
SLC12A6	-0.0723333333333333
MRPL48	-0.8675
HMGN3	-0.541166666666667
LRRC62	-2.053
PAX9	1.33725
FAM55A	-0.1945
C20orf42	-4.02633333333333
SCML2	-1.39
BCL9	0.5865
FAM40A	0.2225
C9orf41	-0.615333333333333
ZNF774	0.951
LETM1	0.351
PLXNB1	0.724
NIPSNAP1	-0.269625
USP10	-0.73275
F9	0.596
LIPE	1.8145
CNGB3	-0.255
C12orf52	0.066375
PI4K2A	0.140625
MED8	-0.132125
STAT4	-0.783333333333333
FGD4	0.222
RNF145	-2.17583333333333
WDR32	0.132
CLDN2	-0.5892
TCEAL8	1.127
ZMYND8	-0.2212
PDXK	-0.7988125
GATAD2A	-0.717
PTGES3	-0.237
CCM2	-0.633
TAP1	0.165625
ZNF670	0.0075
ETS2	-0.290785714285714
C6orf166	-0.4585
PRMT2	-0.117
OR4B1	0.0135
INTS8	-0.3505
CCDC102A	-0.12925
CCDC83	-1.44066666666667
ITGA1	1.0219
EPHA5	-2.64833333333333
FAM24B	-1.54216666666667
TSGA10	2.68625
HAL	-0.8615
MYOT	4.6255
SPACA3	-0.59275
BCL2L2	-0.102
CUGBP2	-1.39483333333333
CCNB3	2.07075
RNF113B	0.0245
MERTK	-0.31575
BAG1	0.443
VPS36	0.116
ORMDL3	1.5565
C1orf190	0.194
ZNF625	0.511
CORO2B	-2.49375
ALOX15	-0.3085
CST1	2.3045
NUPR1	2.4525
CCL7	-0.26975
SMCR5	-3.3855
DSC2	0.107
RBMS2	-0.06325
GRIK4	1.4665
TRIM65	-0.1135
TMPRSS6	2.29492857142857
TP53INP2	-0.15975
GLB1L	0.674666666666667
LOC388284	0.4325
PUS1	-0.744714285714286
BCL9L	0.0825
OLFM1	0.472833333333333
RET	2.5215
MASTL	-2.1795
ALX3	0.58875
IL1RL1	-0.4
ZNF765	0.0851
C14orf138	-0.8545
SNX10	1.27833333333333
TAC4	-0.181
C1orf64	2.6135
POGK	-0.2215
MAPK9	0.541
ZNF366	3.5545
C8orf79	0.705
CLDN7	2.423875
OR5AT1	0.2615
TRIM37	-2.011
LRRC25	2.58925
GRHL2	2.4824
TEKT3	1.62925
LASS5	0.7385
ABCC4	-3.21016666666667
DLG3	0.423875
VGLL1	0.341714285714286
ZFP36L2	0.0418333333333333
MFRP	-0.08
KIAA1799	0.472
FLJ44379	1.308
PCNX	-0.984
ANXA9	2.5025
CYP4V2	2.5349
PIK3C2A	0.877
SRR	0.918
NOL3	-0.841
IFITM2	0.51
ARNTL2	-2.402
ZNF595	1.09025
NLRP13	0.548
ASPH	-0.0795
CPA2	0.315
PVRIG	-2.75433333333333
LEPR	-1.31433333333333
C16orf42	1.121
SH3BGRL	3.736
FAM77D	-0.249666666666667
FNDC7	0.775
C9orf6	-0.198666666666667
NOTCH2NL	0.3995
PGBD1	0.343333333333333
SYNGR2	1.22466666666667
PITPNA	0.11525
PRPF4B	-0.2084
SLC43A3	-1.874
NRBP1	-0.4555
SLC25A22	-0.19775
ILK	-0.20625
SLC22A8	0.370833333333333
MRPS7	-0.26625
PITX2	-2.8645
FABP3	0.287
OR1L1	1.129
LOC728215	-0.14475
BLID	-3.501
KIAA1217	2.05788235294118
TFPT	0.211
AP4B1	-1.03425
VBP1	-0.435
OR1K1	0.535
MORC3	0.19575
BHMT2	-1.36816666666667
C3orf10	0.9845
FZD7	0.624333333333333
WFDC10A	-0.385
PMS2CL	-0.540625
CCDC32	0.640166666666667
FA2H	-1.31775
ALG13	0.309
TTLL7	-0.887555555555556
SPOCK3	-0.475666666666667
SLC13A2	0.6955
AIM1	0.88375
GPRC6A	0.453
EGR2	2.4875
MED11	0.7305
WWC1	2.002
SH3GL3	-4.52725
RIF1	-0.481071428571429
PRLH	-0.1165
VLDLR	-2.654
DBT	0.082625
C21orf63	-0.23625
CGGBP1	0.440875
KRTAP12-2	-0.185
TADA3L	0.194
ZBTB16	2.847
PDGFB	1.719
RFX1	0.25475
UQCRB	0.3374
LOC133874	-2.197
HPS3	-2.06675
LGALS3BP	0.425
DKFZP564O0823	1.48057142857143
MRFAP1L1	1.271375
HOXA10	-1.60666666666667
NGB	-0.758
KIF21A	-0.290692307692308
IFLTD1	null
LZTS1	-0.5575
ARHGEF3	1.73375
RHBDL3	1.19
CSNK1G2	-0.169
ChGn	-1.482
KIAA1244	1.9125
GABRB2	-0.2805
MGC72080	-2.4185
CD27	1.59625
EGLN1	-1.736
PEX13	-0.27
RWDD3	0.36725
RNF12	-0.826
GRIN2B	null
ADAMTS14	-1.05828571428571
DYDC2	2.46633333333333
ATP6AP1	1.3205
NR1H2	0.151333333333333
PDK2	1.3485
C3orf17	-0.0851666666666667
SLC38A2	0.196642857142857
SLC25A29	-0.2365
C15orf29	0.822875
ADAM9	-1.39375
TMUB2	1.016125
GPR176	-0.49575
AGK	-0.934875
MCCD1	2.01975
NDUFA4	-0.5215
TMEM146	-0.722
DUSP1	0.85875
UNQ6975	0.556
EMX2OS	2.4795
INSM2	-0.561333333333333
LUZP4	-0.20575
SETD6	-0.628
P2RY2	-0.0245
SLC45A2	-1.799
RABGAP1	0.879666666666667
UBXD5	-0.04075
GPRC5A	0.1077
PAK3	-0.466333333333333
LOC63920	0.4035
TGFBR1	-0.2304
KRTAP6-3	0.00975000000000001
SFMBT2	-0.34075
CDC42	-0.281125
C11orf35	1.2355
TTLL2	-0.074
UACA	0.880909090909091
CD97	-1.1528
SETD5	-0.403125
NINJ2	-1.2365
PTER	1.04783333333333
POMGNT1	0.42575
KRTAP4-2	-0.2605
ECGF1	1.77775
HRB	-0.242818181818182
ATP1B2	0.0591
LOC400506	0.79775
COL4A3BP	0.59575
C6orf97	2.19875
GRHPR	0.63
TAS2R1	-0.583
SEMA7A	-1.204
EDF1	0.31425
ODF2L	0.793777777777778
PCID2	-0.3515
GTF2H4	-1.05883333333333
ZCCHC3	-0.506125
CGB2	-0.745833333333333
NEUROD1	0.60175
C20orf75	0.6015
RP5-1054A22.3	0.9205
IFNA5	-0.4225
ZNF134	0.6105
MGC119295	-0.6825
ZSWIM6	0.73
SMEK1	0.210666666666667
PCGF2	0.39125
C1orf102	2.24275
CYP2A13	0.1805
KCNH6	-0.7419
MDM1	1.0125
ALDH7A1	0.389833333333333
C9orf75	0.81525
VDAC3	-2.082125
OR51T1	0.5005
EIF3F	-0.336083333333333
KCNJ10	0.00066666666666664
LENG8	0.12125
EDEM2	-0.304833333333333
CCNJL	-0.778166666666667
DHX37	-0.6685
CRYGN	0.1715
AATF	-0.523625
ZNF630	1.64525
E2F5	0.3815
WFDC13	-0.883
FTSJ3	-0.629
C4orf33	0.34675
LHFPL4	-2.81375
C19orf56	0.618416666666667
SMAD4	0.562875
AFM	-0.703
G0S2	-2.53
FCHSD2	-0.3294
RRP1B	-1.6204
EEF1B2	-1.272
STAT6	0.908666666666667
ZNF195	-0.656
GNL1	-0.782166666666667
ZNRF2	0.136166666666667
PER3	1.125
ASB16	-0.0275
C10orf10	0.389285714285714
ADCY8	-2.8445
C9orf58	-1.75033333333333
ARMC10	-0.358
PSG1	-2.3865
DHX34	0.1475
VARS2	-0.0705
NFIC	1.0345
ITPR2	1.49025
AGXT2	0.794666666666667
OR6K3	0.099
H2AFZ	-1.30725
MLLT3	1.16366666666667
COX4I2	3.07
CCNT2	0.248875
PLK4	-2.184625
NUMBL	-0.781166666666667
MED16	0.68575
PLEKHQ1	0.82575
GOSR1	0.753444444444444
BTG4	0.322
RPL30	0.339166666666667
IGSF5	-1.12233333333333
IGFL2	1.51966666666667
ELMOD2	1.05566666666667
SHC3	-0.8395
HAVCR1	0.7255
DYNC2H1	1.3085
RNF5	-0.7155
C2orf7	-1.23675
NLF1	0.2815
KLHL25	0.273
LRP10	0.6804
KRI1	-0.845
PUS7L	-0.140166666666667
MGMT	1.5005
HOXD1	-1.22216666666667
CSH1	0.0396
ATG16L2	-0.21075
FLJ44635	1.08
CHODL	-0.16225
EXOSC8	-0.97
SLC28A1	0.000750000000000001
MYO7B	-0.6245
SEH1L	-0.7777
MTNR1A	-0.1072
TSPAN5	0.681333333333333
CDC45L	-3.55066666666667
AMIGO1	1.0295
ATAD3A	-1.30625
OSGIN2	1.68183333333333
PDIK1L	1.193
DARC	0.788625
PIPSL	-0.2265
SHMT1	-0.63725
CRISP3	0.654
POPDC2	3.029
ZRANB2	-0.279666666666667
FBXL8	-0.15275
TRIP13	-2.7
EIF5AL1	-0.7195
POU5F1P3	-4.93466666666667
IL6	-3.473
CXorf38	-0.528166666666667
IFNA16	-0.3595
FBXL2	2.22366666666667
BRD1	0.17775
STATH	-0.298666666666667
FBXO44	1.19
MCCC2	1.28975
CDC2	-2.7539
C5orf23	-2.84125
IVD	1.35733333333333
C10orf122	-1.784
MSL3L1	-0.5641
MVP	1.2825
EPOR	-0.2809
ZMYM1	-0.996666666666667
BCL7C	0.775666666666667
PSTPIP2	2.0265
LYPD1	-1.729125
OR8G5	0.0465
ZP3	-1.068
BCAS4	1.28958333333333
EDG6	0.3975
ISY1	0.0975
PRAMEF2	-1.4775
CUL1	-0.2665
RNF213	0.4879
CCRK	1.06175
DHX9	-0.3255
C13orf29	0.22475
NCKAP1	0.515
MRPL43	0.283285714285714
XPR1	-0.3555
PKN2	-0.0362
PODNL1	0.6985
ZNF333	0.489375
DALRD3	0.7525
OPN1SW	-0.515
BTBD6	0.1555
C11orf82	-1.8565
OR5P3	1.198
DUSP11	0.18975
L1CAM	-1.7897
NEK11	2.33616666666667
OR7E91P	2.4245
CNTN3	5.1589
CREB3L2	-0.338
ZBTB37	0.065
KIAA1324L	0.97575
NDUFB10	1.3175
NUDT2	0.19375
GTPBP8	-0.736
CACNA1D	2.105875
PRKAA2	-2.3255
PRDM8	-0.328
MGC16075	-0.573333333333333
KRT14	-0.444357142857143
PP8961	0.398
MRPL18	0.20775
ABCG2	-2.086
PACRG	2.351
BBS2	-0.0915
KREMEN2	-4.048
FBXO21	0.48275
HNRPUL1	-0.011
GRB10	0.19775
CLSTN1	0.605875
LMAN2	0.2912
C17orf61	0.6495
NIPSNAP3A	0.54375
INSIG2	-1.04833333333333
PCDHB7	0.411
STXBP2	1.014
CMAH	-0.295916666666667
SEMA5B	-0.516
ZNF155	0.301833333333333
COQ6	0.0795
PRPF4	-0.732
TSPAN15	2.3262
VN1R5	-0.02225
LATS2	1.064
SELK	0.60025
PGK2	0.199333333333333
MS4A1	-2.38585714285714
TYW3	-0.1845
KRTAP5-1	0.06625
RCCD1	-1.53883333333333
BTN1A1	0.16875
DDX28	-1.12525
TMEM65	-0.874375
LOC92345	1.36925
TTC31	-0.37725
WDR46	-0.904666666666667
CHP2	-1.824
LSP1	-0.00349999999999999
ZNF542	0.562
EXOSC1	-0.75875
ARHGAP18	-0.721166666666667
LRRTM4	-1.459375
MAOB	2.99975
CACNB4	-0.1465
MGC33846	-1.0155
RANBP3L	1.64975
ATP5L	0.185375
ONECUT1	-3.288
NUDT9	1.00775
TMEM149	0.0095
STX17	0.185
IGSF10	-4.73825
TMPRSS9	1.302
BMPR2	0.775416666666667
ALLC	-0.379
KLF7	0.47325
GCC1	0.3142
TIMM9	-1.2
CDO1	4.225
MGC10701	-0.567333333333333
IFI6	1.527
FRMD8	0.1675
MGAT2	-0.4365
WBP5	-0.0298333333333333
CNIH2	-0.27825
KIAA0907	-1.4089
KCNH8	-1.037
CTSG	-2.3095
GRIK1	2.62383333333333
CUL5	0.83875
FRMD1	-0.55
OR9A4	0.1485
SYT6	-1.5135
FOXD4L2	1.04025
ANAPC2	-0.124166666666667
OPN5	0.544
TAF13	-0.57975
LYG2	-1.50175
GGNBP1	0.1445
C11orf40	-0.336
OTX2	-1.871
REG4	-0.218833333333333
EIF5	-0.1566875
PALB2	-0.5185
SEPSECS	0.8511
RNASE3	-0.49825
TRIM49	-1.7965
POLR2K	0.6852
GPR42	-0.7745
C8B	-3.185
SASS6	-1.39425
PREB	-0.806166666666667
OR3A3	0.5955
TUBA8	0.682875
IGLV2-14	-3.1815
STIL	-2.5095
ANKFN1	-1.706
NME7	-0.364
HOXC12	-2.133
UBE2C	-2.424
FHOD1	-1.120375
CDK2AP1	0.0853333333333333
OR6K2	0.101
DHPS	0.1955
RPL5	-0.716916666666667
TRGV5	0.6395
LOC541472	-0.774625
HCCS	-0.3282
DENND1B	2.5645
LHX3	-0.5815
OR5D16	0.3325
CXorf57	1.41616666666667
IRF2BP1	1.018
NDST2	0.587666666666667
LCE3D	-1.175
BOLL	0.99725
SYT3	-1.6985
PIH1D2	0.087
C20orf7	-0.285833333333333
IL1R2	-1.532
SLAMF9	-0.242
PPME1	-0.048875
PIK3CA	0.742
TRAPPC1	0.100125
COLEC10	-1.1075
SLC9A6	-2.07516666666667
PDDC1	-0.106083333333333
CCDC53	0.6205
GK3P	-0.20175
DAZL	-1.71775
BRI3	-0.21275
SDK1	-0.091
CYP2C18	-0.113666666666667
IFI44L	2.302125
RPL3L	0.3475
FUT9	3.318
KIFC2	0.300666666666667
PMP2	-0.319
SLC4A9	-0.271
PLAG1	-2.4585
MYCBP2	0.451333333333333
OR4E2	0.17
CCDC65	1.393
C16orf82	-0.43375
ENTPD4	-0.84825
BRP44L	0.068
PMP22CD	0.1985
TMCO4	1.01483333333333
KCNN1	-0.5464
WDR35	0.09775
CCDC80	0.523375
C3orf31	-1.10075
SLC7A9	0.2195
TMEM190	-2.157
DBC1	-2.44533333333333
FADS3	-1.56
PDZD8	-0.0908333333333333
GRM5	0.2255
AZGP1	3.45166666666667
PEX3	0.3885
MED1	0.211214285714286
ATG4C	-0.7995
HNRPH3	-0.90075
FAM109B	1.659
C4orf17	-0.767
CA10	0.0785
OPRD1	-0.1175
CCL16	-2.9795
SACM1L	0.693
CST6	4.2275
CD63	0.6340625
LGI1	-3.29375
ZNF784	-0.1055
CRYBB1	-1.495
CX3CL1	-0.015
TOP2A	-2.825125
GYPB	-3.89233333333333
GADD45GIP1	-0.40375
FEN1	-2.10425
IGF1R	1.24325
WDR72	2.6275
PURG	-1.9025
DEFB126	0.431
PKD1L1	0.68425
CAV1	-2.3298
GNPDA2	0.6347
DGAT2	-0.739
NLGN1	-5.78825
STRBP	0.25225
HPRT1	-1.071
FANCI	-2.37975
PSMA7	-0.286
DBF4B	-0.423666666666667
TTF1	-0.64925
RAD54L	-2.7885
ELOF1	0.74675
PLAGL2	-1.02225
ZNF256	-0.031
HMGCL	0.882
MSI2	0.623666666666667
RPESP	-1.84916666666667
C11orf60	1.159
ABCD1	-0.2035
ACAA1	1.6168
SPARCL1	4.68135714285714
IL6ST	2.6204
ZNF319	-0.22375
TMEM109	0.1425
FAM90A1	-2.58733333333333
IL22RA1	-1.497
ATP4B	0.52
TEC	-0.877666666666667
C7orf30	-1.37975
TXNDC2	0.392666666666667
ABCB4	-0.73025
KIAA1191	1.377875
C9orf38	-0.1935
SFTPB	0.5265
CNTNAP2	-0.335083333333333
FRK	1.82
TBX19	-0.25675
CHD4	-0.4415
C6orf26	-3.37166666666667
MOSC2	1.38375
IKBKE	-0.75975
HIF1A	-3.07716666666667
LOC595101	0.288
RELA	0.180833333333333
TMEM16B	1.1455
ABHD12B	3.04275
TSEN34	0.89575
KIF18A	-2.8635
TXNDC9	-0.152333333333333
SPATA2L	-0.522
SEMA4G	-1.9725
C21orf91	0.043
MATN1	-0.4165
KCNIP4	0.0738333333333334
TUSC1	2.340125
OR4C15	0.40025
ARMCX6	0.00391666666666666
WBSCR27	-0.970333333333333
OR52I2	-0.453
KIAA1604	-0.7385
DYNC1I1	-0.944625
PPP4C	0.48625
SLC47A2	-2.1595
TREH	0.3995
CD48	0.461666666666667
ST14	1.31133333333333
PKN1	0.0435
SPON2	1.7025
XBP1	2.96691666666667
SFRS12	0.416166666666667
EFCAB6	3.20625
SELT	0.97725
SLC39A2	-0.539
ERF	0.128
ARL3	1.474375
SURF6	-1.1176
MLLT10	-0.505809523809524
FLJ11171	0.833166666666667
TDGF1	-4.86116666666667
ERCC6	-0.29075
EIF2AK4	1.519125
BAZ1A	-0.717666666666667
LRRN3	-0.919833333333333
TMC3	-0.2635
EFTUD1	0.5585
PTPRO	0.533833333333333
CLEC12A	-0.0461428571428571
ACBD4	1.0305
ZDHHC14	-0.172125
OTUD7B	1.109
ACTB	-0.3405625
MSRA	-0.483375
LCE5A	-0.5895
IFI35	0.76275
BSCL2	0.326166666666667
ANKRD12	0.869666666666666
CFHR2	0.1285
RGAG1	-0.719666666666667
HSFY1	1.6685
SLC30A5	0.610666666666667
IMPG1	0.1195
GPR109A	0.6295
ZNF185	0.5215
IYD	1.88325
NPCDR1	1.454
SERPINA13	0.511
HMGCLL1	0.40725
NEUROG1	-0.061
UBQLN1	0.0043125
LIN37	0.33575
SOCS2	-3.3155
DSCR4	-1.705625
XKR6	-2.192
GPR142	0.708
KRTAP13-3	-0.591
CCDC15	-0.486666666666667
MOS	0.346
CD1E	-2.7155
OFCC1	0.0444
FAM83D	-2.71875
SRFBP1	0.185
C9orf96	-0.1675
DHDH	-2.484
CCDC90A	-0.998
RABL3	0.75255
CD320	-1.60366666666667
ANGEL2	0.0223333333333333
MRPL21	-0.46925
SMG6	0.807
INSR	2.041375
FLJ14816	-0.236
GLRB	3.30716666666667
C9orf89	1.6035
CIZ1	-0.839375
URG4	-0.454333333333333
LRDD	-0.901333333333333
CBY1	0.9845
NFX1	-0.188875
MTERFD2	0.150714285714286
C19orf23	0.7425
PGC	-3.319625
IER3IP1	1.2346
RASAL2	0.694083333333333
C1orf89	0.56
SYNJ1	-0.50675
NFKBIE	0.383
FLJ40125	-1.48733333333333
TCEB2	0.5529
NOG	-2.306
POLR2J2	-0.0976666666666667
HLA-B	1.80875
PCDHA1	1.1735
PPP2R2B	-1.5095
ARHGEF17	0.47
TCF7L2	0.549285714285714
CHD5	-1.13966666666667
ZNF431	-0.36625
TBC1D25	0.01325
ZNF800	0.15225
SCUBE2	4.12363636363636
MYCBP	0.523833333333333
GPX5	0.4405
C6orf129	-0.3
QSER1	-0.9225
ULK2	2.55125
PIGO	0.788833333333333
NRCAM	0.6015
SLC35E3	0.669375
CSRP2	-1.568
HYPE	0.452
MAPK15	0.1555
MGC14327	-0.1095
TIMM13	0.811333333333333
ZNF462	-2.17825
GBA3	-1.29125
TEX13A	0.014
MCM6	-2.058
MTRF1	-0.76
ABCA7	-0.537
EIF4A2	0.47575
ZC3H10	1.4634
RPGR	0.236
C20orf94	0.6675
RP1L1	0.13325
GPR125	-0.59675
USP22	0.184714285714286
OR1L4	0.103
MLZE	0.47375
FLJ32065	0.45475
PTCD1	-0.58525
CRTAC1	-0.00716666666666667
BXDC2	-1.1785
C18orf1	2.32283333333333
FAM107A	-0.0653571428571428
EFNA3	-0.59225
P18SRP	0.3536
CAMKK2	0.364833333333333
KIAA0649	-0.35325
NES	-0.939333333333333
HS6ST3	-2.5665
PON2	-0.257
TCP11L2	0.38025
CLEC4A	2.06375
PRR12	0.8155
MLXIPL	-1.3041
C2orf50	1.605
ZNF28	0.62325
ENC1	-0.345666666666667
MAP2K1	-0.20775
FKSG2	1.332
KIAA0430	1.43475
PTP4A1	-1.38705555555556
GPR156	0.2155
GTF3C6	-0.77625
UBR2	0.1651
LOC388272	-0.061
MAK	0.321333333333333
ACOT4	2.74875
STC2	3.9315
PIGW	-0.211875
SAE1	-0.264875
COL6A1	0.286590909090909
OAZ1	0.407833333333333
STMN4	0.627
EDG3	1.11916666666667
SGCE	0.875833333333333
IL11	-2.804
PRSS8	1.426625
YIPF5	0.941833333333333
WNT4	1.727625
CSN2	0.160333333333333
TCF7	-2.630625
TDO2	3.2175
SAMD9	-0.3223125
S100A7A	-1.1135
MMRN1	1.36816666666667
GKAP1	0.498
AKR1C3	-3.175875
RNF19A	0.837625
GMDS	-1.659
YKT6	-0.690625
SPARC	1.4232
C12orf31	-0.5285
UBE2V2	-0.1915
FBXL18	-1.00216666666667
KIAA0460	-0.00325
ADAM22	-0.940142857142857
SERPINC1	-3.64775
KCTD21	0.722
MYOHD1	-1.9845
ZNF37A	0.873666666666667
GTF3C1	0.148333333333333
CTSZ	1.79225
PRNPIP	-0.464875
DRD1IP	0.0465
NR1I2	-2.024
ZNF266	-0.1899
SPAG4L	0.524
COX4NB	-1.02525
SAPS1	0.189
APOA1	-3.58125
TATDN1	-0.310333333333333
C10orf82	1.4595
KPNB1	-1.44625
FOXO3	0.226833333333333
CRYBB2	0.4025
ZBTB5	-0.798833333333333
SLC25A38	0.42075
DCTN2	-0.317333333333333
IFT20	0.638
CTHRC1	3.46375
C1orf31	-1.257375
UHRF1	-0.9524375
GPC6	-1.1465
C10orf54	1.30975
MCF2L2	-0.475833333333333
WNT9B	0.436
