Hybridization REF	TCGA-E2-A14W-01A-11R-A12D-07
DGKQ	0.3315
VPRBP	-0.908333333333333
SCNN1B	1.0681
ECHDC3	2.4372
TMEM106C	0.41375
CSNK2A2	-0.6235
RPL39	-0.154
HERC3	-0.0146
ZBTB47	0.419166666666667
ZNF681	-0.702
PAGE2	-2.32325
CLIC5	0.987
RABAC1	1.47975
ZFHX2	2.344
YPEL1	0.277833333333333
KIAA0776	0.80125
NR1D2	-0.19225
DNAJC4	0.881625
NPNT	4.7756
ZNF677	-1.6255
ZNF536	-0.949
MEF2B	0.52475
PTPN4	-0.61975
CTCFL	-6.278
STX5	0.891666666666667
CD72	0.12225
VEGFA	0.00310526315789475
XRCC1	-0.3066
MAS1L	0.512333333333333
ELL	0.8704
SETBP1	-0.762
CDH11	2.62966666666667
NDC80	-1.37992307692308
DMBX1	-1.89025
NRSN1	0.795
BAT2D1	0.94975
CDS2	0.797833333333333
C1orf212	-0.302666666666667
SENP3	-1.03275
IL1F9	0.29
EEF2K	-0.69575
COG8	-0.42375
CEP72	-1.75425
OR1L8	-1.249
MUS81	-0.54925
PHYH	0.5135
GGT6	1.86983333333333
C22orf23	-0.4635
C13orf33	2.15871428571429
MAPK8IP2	1.41725
NELL2	1.805
POU3F2	-3.51966666666667
ALPK1	1.3295
MRPS18C	-0.1825
RPLP2	0.953625
FGF22	-0.365
SPNS1	-0.4095
ZFP1	-0.8165
IL1RAPL1	-1.83975
PCSK9	-4.32266666666667
NKX2-1	0.691545454545454
C6orf189	-1.36075
SP4	-0.802
SLC11A1	1.1686
C21orf25	0.7735
ICAM2	-0.86825
SH3GL1	-0.649833333333333
GSK3B	0.540166666666667
RALB	0.789625
PDXP	-2.05533333333333
GNGT1	1.706
KIR2DL1	1.6095
TNFAIP3	-0.919833333333334
C6orf32	-0.875888888888889
CBLN2	-2.47525
PANK3	0.44
TAAR9	-0.45
WDR82	-0.666428571428571
APOM	-3.325
TRIP10	-0.45475
SPATA16	1.027
C1orf135	-1.0525
USP51	-0.26375
TESK1	0.8465
C11orf64	-0.638285714285714
ZNF611	-0.0775
PDE6G	-0.4534
HLA-DQA1	2.8705
GCLC	1.025
SEC61A1	1.29442857142857
TWSG1	0.03175
ZMYND10	1.91325
CTDP1	0.017125
ADAMTS6	-1.09333333333333
SLIT1	-2.11825
KRT86	-0.8965
KIAA0574	1.69225
GTPBP2	-0.7679
PQLC3	-0.177
PRRX2	-0.0786666666666667
C15orf44	0.171833333333333
MKKS	-0.34675
C11orf10	0.56975
GPR110	-0.118571428571429
CD109	0.62175
ADCY1	0.28
RHBG	-2.5555
TP53I3	-0.774
SLC22A3	-3.313
UCP2	-1.058
FOXG1	-3.1875
OR2AG1	0.1715
TRIM24	-1.24475
PROC	-2.9835
TAAR6	0.192666666666667
AMTN	-1.1745
C10orf47	0.345333333333333
DEPDC1	-1.95775
FLJ45557	1.822
ZDHHC17	1.12925
KIAA1429	0.4865
KCNH1	0.31175
VNN3	0.434
PSMAL	1.7725
PPARD	0.62575
HFM1	-2.702
YBX1	-1.56666666666667
ZNF695	-2.177
SCTR	-0.3318
DCDC1	-0.25
VPS26B	-0.5005
MTF2	-1.4665
ATP6V1F	0.3365
CCDC94	0.5385
PERF15	-0.11
CCL11	3.889
LMO7	-0.853
DCST1	0.0855
ADRBK1	0.37775
CDRT4	-0.4515
ZNF84	-0.21975
HOXD8	2.82475
STARD8	-0.929333333333333
FOXP2	-0.613166666666667
CCDC103	0.58725
POLR3A	-0.429
GSC	-0.429833333333333
ZNF114	-3.7745
HTR7P	0.28
LALBA	0.0765
RMND5A	-0.174666666666667
PSCD2	-0.2665
ZNF409	0.9155
KRTAP1-3	0.709666666666667
MAF1	-0.7295
LOC201725	-1.6774
NRN1	-2.083875
SPAG5	-1.4135
DNAH7	1.38566666666667
FLJ43860	0.3605
BRCA2	-3.31075
ACADM	-1.2205
CXXC6	-3.36925
RAGE	-1.893
CHMP2A	0.77575
FAM8A1	0.3835
GPR21	-0.081
SLC12A3	-3.37433333333333
FVT1	1.3775
ZDHHC7	-0.52575
FLJ44048	0.38975
SLC44A3	2.84466666666667
SDSL	0.784333333333333
MMP8	-1.65225
PLA2G12B	-3.44533333333333
ACY1	-0.826
MT1E	1.92133333333333
OR4K15	0.0365
TECTB	1.178
GPR20	-0.66675
IRAK2	-0.766666666666667
RFPL3	-0.889285714285714
MYO9A	1.109
NARG1L	-0.91225
BLMH	-0.63075
CCDC3	0.981
C9orf21	-1.64583333333333
KIAA0513	0.9125
MIER2	0.533
PNMA2	-2.2938
SH3BP2	0.7976
ANXA10	-1.88033333333333
RTN2	0.518833333333333
TFB1M	-1.1315
PRPH2	0.70575
C14orf133	-0.9565
GOLGB1	1.381
IRX4	-0.52725
NFKBIL1	0.739
C10orf62	0.365
APBB3	-0.671
RPS10	0.2732
LOC728378	0.2315
TLE3	1.60916666666667
PSMB7	-1.00225
MESDC1	1.673
SLC6A1	0.0794999999999999
OCLN	2.09083333333333
PTTG3	-1.28683333333333
NAGLU	0.18375
SERTAD4	1.573125
SPRY1	-0.39275
FLJ10781	0.592333333333333
MYSM1	-0.174
TRIM4	0.669714285714286
SH3YL1	-0.07775
TREM2	3.92266666666667
SERPINI1	2.30675
HDHD3	0.04725
TMEM38A	-0.098625
EID2B	-2.016
TDRD3	-0.463666666666667
SEDLP	0.88375
THSD7A	1.44883333333333
NDST3	-2.73025
KLHL15	-1.05
DHRS12	0.4225
FBXO9	0.00449999999999996
TNPO1	-0.887916666666667
MRPL13	0.0641666666666667
SNX5	-1.99383333333333
METTL6	-0.063
SOD1	0.814375
CHML	-3.32083333333333
PACS1	0.345875
SIRT5	-0.5294
CAPN2	-0.2755
FXYD5	-0.558333333333333
TWISTNB	0.40375
LRFN1	0.473833333333333
UBE1L	-0.2415
UBE1C	-0.6555
OR51B2	-1.36825
OR4D11	1.936
C15orf2	-0.0235
NR4A1	0.0528333333333333
LOC339047	-2.155
TRIM17	0.622875
ATP5G3	0.340571428571428
RPL15	-0.735
ADAMTS8	-1.47575
HOXC4	0.819
C14orf37	0.6735
CEACAM5	-1.920625
MYT1L	-0.3432
RASA2	-0.328
OSBPL7	-1.4835
STAG1	-0.1745
GIMAP4	3.04733333333333
FUT3	3.38666666666667
PIF1	-2.257625
LPIN2	-0.2672
SH3PX3	0.4805
PDP2	-0.34875
PAPD1	-0.29425
ERP27	1.3885
APOOL	1.1324
DIABLO	0.3415
TRHR	0.357625
ARMC9	0.252625
RNF152	4.1685
SLITRK3	0.7592
ZNF211	0.3303
PFDN1	0.966125
RGS11	1.39275
HS6ST1	0.9837
AKR1D1	-2.26725
TNP2	0.649
STK31	1.97916666666667
EML4	-0.872833333333333
SGTA	-0.321666666666667
HIST1H2BI	-0.3705
PSMD6	-2.14233333333333
KIAA1257	1.63725
C18orf55	0.164333333333333
FLJ20273	2.900375
RPL28	-0.597833333333333
EPYC	2.409125
NOX3	1.4005
ELAC1	0.294166666666667
METT11D1	-0.74225
BIN2	-1.58783333333333
NACA2	-0.07125
CCDC17	-0.78875
HM13	-0.1662
UBOX5	-0.879333333333333
UBE2O	0.775
UBL5	0.83
APOLD1	0.5255
C9orf31	0.164
TNFSF8	1.0905
ARHGAP29	1.1965
PROKR2	-0.306
PDE5A	-0.4095
C6orf12	-0.995
TOM1L1	1.297
WHDC1	1.078125
FOXI1	0.0176666666666666
RAB4A	0.482
TMEM39B	-0.61225
ATPBD1C	-1.18425
FARSA	-0.176
PLEKHG5	0.423
CMAS	0.204333333333333
OR7E24	0.259
SLC30A1	-0.878
CDC42EP5	-0.0395
PLAC1	4.59325
KLHL18	-0.437
LBA1	0.3788
TAZ	-0.75
CRIP2	1.821125
BTBD11	-1.682
C16orf72	0.43875
DIO2	-0.1812
LRRCC1	-0.162666666666667
CCDC136	-1.517
PRX	0.38875
RBM5	-1.0861
TMEM85	-0.6585
TUBGCP4	-1.36033333333333
APLN	1.67975
CDK7	-0.107
SSR2	1.36008333333333
CRELD1	-0.02925
C19orf46	3.3385
GAL3ST4	-0.221833333333333
KBTBD10	0.92175
IL28A	0.2015
WDR27	-0.518
MCM2	-1.58916666666667
SOX14	-0.418
FLJ39743	-0.2145
KIAA0922	-0.8805
HIPK4	0.456
FLJ25758	-0.7305
C16orf57	-0.74775
PDZD2	0.269625
MCC	0.616375
HHLA3	0.0307
ID2	-0.00825
C20orf23	2.84116666666667
ZNF688	1.8165
APOC2	-1.68916666666667
LOC440093	1.4105
FAM50B	2.03466666666667
PWP1	-0.132
DNAH10	-0.7015
HIST1H2BA	2.66833333333333
GPR56	0.8655
METAP2	-0.732875
PAN3	0.4135
STXBP4	1.546125
PDHX	0.9255
MTA1	0.148916666666667
ZBED4	-0.038875
ZNF720	0.71925
CDK2	-2.038125
RHOJ	-1.954125
CDC37	-1.07566666666667
ZER1	-0.09475
GRK4	-0.0425
PRPH	0.60725
POLR2A	0.68275
OGFOD1	-1.47825
NOL5A	-1.1725
PHEX	2.5995
FLJ16478	-0.26025
C20orf117	-1.61242857142857
CAMTA2	-0.60125
C11orf74	1.79583333333333
DDX17	-0.3035
C5orf27	0.019
PLEKHA2	-2.3237
PDE4DIP	-0.00899999999999999
SCN7A	1.51433333333333
ZNF559	-0.633333333333333
CXCL10	3.33925
ZMYM4	0.867166666666667
STK32B	0.587533333333333
KIAA0888	-3.3478
TACR3	1.8095
CKAP2L	-1.00725
KIF1A	-0.409833333333333
RSPRY1	0.24375
VCAN	1.3465
CYP27C1	0.01
SYDE1	-1.4
MED12L	0.1995
ZDHHC21	1.338625
NHS	-1.543
TM9SF3	0.942333333333333
DDHD1	0.1995
MAFG	0.585416666666667
BICD2	-1.6011
C14orf119	-0.917666666666667
C14orf43	0.440857142857143
CDH7	-0.7485
ALKBH5	-0.299071428571429
JUP	1.595625
TMEM41A	0.0361666666666667
MAMDC4	-1.5665
CBX3	0.0310000000000001
LRRC18	0.56275
RBMXL2	-0.9775
PLA2G4D	0.550333333333333
FGF13	0.843625
KIF3A	1.28433333333333
PDIA6	-0.88525
DCXR	2.54925
CASKIN2	2.27591666666667
EHD1	2.02583333333333
MARCKSL1	0.682666666666667
ZNF496	-0.339166666666667
SCAF1	0.9695
KCTD8	-0.325666666666667
TRAF3IP3	-0.364571428571428
LSR	1.61975
CXorf1	0.2878
C14orf112	0.057
EIF2B1	-0.21475
OMP	0.2585
GSTZ1	-0.253
LOC92017	1.10475
ISLR2	1.6815
C12orf36	0.6705
GATA2	-0.438833333333333
GABRA5	-3.3285
CELSR2	-0.466928571428571
STAM2	0.0392
TNAP	-0.4635
PTPMT1	-0.141666666666667
GRP	7.16575
SV2A	-0.1574
MAGEA12	-2.63125
CACNG1	4.358
C18orf19	-0.08125
GSG1	-0.368833333333333
PTPRJ	0.0439285714285714
FRMPD1	-0.338
ZNF668	1.10575
PLEKHJ1	-0.279125
ADAT1	-2.1731
TMEM50A	0.5464
UCN3	0.2945
HOOK1	2.077625
IL17B	-2.8205
MLKL	-1.90616666666667
TTC14	1.02066666666667
KLHL5	-0.64325
CRYL1	1.18816666666667
FOXH1	0.2185
NFYB	-0.19
PPM1G	-0.73475
GOLGA2LY1	1.035
NMT1	0.68475
HADHA	-1.0524
CHSY-2	0.769
PLEKHF1	0.381571428571429
SAGE1	-3.62
MUSTN1	-0.23675
SUHW4	1.15125
TFEB	2.39716666666667
ZFYVE27	-0.2245
ATG12	0.393833333333333
BMI1	0.373142857142857
ZIM3	0.082
MYH4	0.03025
MASP1	-1.483
KIAA0984	2.161
RPAP2	-0.093
ASB5	-1.5575
BOLA3	-0.316666666666667
MIA3	0.528666666666667
KRT35	1.74
KIR3DL3	-0.4805
MRPL51	-0.076
SEMA3F	0.877666666666667
NDUFB2	0.309333333333333
LOC253012	-1.505
FAM46C	-2.3439
G6PC	-3.533625
CSAG3A	-3.80533333333333
PREX1	2.216
SLC25A45	0.10975
MAPKBP1	-0.1986
CPE	1.0828
GNB1	-0.90475
CXCR6	0.387
TRIM46	1.049
C16orf3	0.315333333333333
HPSE	-0.310375
TIGD3	1.519
SPG3A	2.68375
LCAT	-1.747
ST6GAL1	-2.20011764705882
POMC	0.026
FLJ36031	-0.9915
NSMAF	-0.238833333333333
SKIL	1.05
ADSS	-0.549833333333333
HMGCS1	-1.4233
POLR3F	-0.0106666666666666
RAB10	-0.366625
ZNF277P	-1.015375
ZBTB7B	1.264875
DHRS1	0.592375
ABCC13	2.19628571428571
CNOT3	0.35525
NFKBIA	0.40225
GAK	0.424166666666667
SFT2D2	1.79683333333333
HOXA6	-0.4615
CRTC1	0.025875
LY6D	-0.765833333333333
C20orf72	-1.72516666666667
CPT1A	0.22725
LMO1	-0.0105
EIF3I	0.23125
PRB4	0.3415
MCM3APAS	-1.865875
C20orf132	-0.1575
FOXF2	-3.5595
S100A12	-0.0449999999999999
MLH1	-0.418166666666667
ACTN1	0.8056
MRPL36	-0.340166666666667
C20orf106	1.0875
FBXO6	2.02033333333333
MKS1	0.896333333333333
CX3CR1	-2.334625
PDE1B	0.2685
PLP1	-4.14025
KISS1	0.5645
C14orf2	-0.295833333333333
TBC1D3P2	-0.6735
COMMD6	0.9006
ANKRD7	-2.01625
PTCHD1	-2.11375
NARS2	-0.10175
DOCK7	-0.515125
FAM127B	0.259
LOC390243	-0.034
N6AMT2	0.93125
ZNF391	-0.412
DNAJB14	0.174333333333333
WRB	0.364
BPI	-0.583909090909091
TTC4	-0.8025
FAM10A5	-1.3305
GOT1L1	0.0885
MAGED1	-0.965625
RESP18	-0.2165
WFDC6	0.8025
MT2A	-0.383
C11orf56	0.47125
KIAA1432	-0.4745
ROR1	-2.32825
HSD17B14	1.8325
ZFAND2B	0.4655
SAMD4B	0.2095
HEXA	0.20525
HNRNPU	-0.0962727272727273
USP39	-0.1545
NRD1	-0.13
R3HDML	-0.1105
FLT4	0.444833333333333
OMG	0.414166666666667
OR52N4	0.3345
LOC399818	-1.15025
ELA2	-1.75
VENTXP1	-1.12
RFC5	-1.4575
OR52L1	0.5635
PAX5	0.208
FBXO2	1.68275
GMEB1	0.0905
AKT3	-1.72566666666667
CRB1	-1.39116666666667
CTTN	0.742666666666667
UTP15	0.186833333333333
HSBP1	-0.0698333333333333
PHF11	1.136
NDEL1	-0.401333333333333
USP8	0.1635
BAIAP2	2.065875
SI	2.18783333333333
ARSJ	-1.8425
BAAT	-2.51625
KCNS3	2.20316666666667
LOC126147	-0.0945
TMEM37	-1.3945
C1orf162	1.98033333333333
MBD1	-0.2534
ITGAL	-1.317
WDR73	0.5395
GKN2	0.3974
ARFGAP1	-0.69475
SLC5A8	-0.6635
ZBTB40	0.3513
CYP4B1	4.8075
LYPLAL1	0.07275
CHST3	-2.15475
MAP3K9	0.355
BTAF1	-1.243
TFAP2E	-0.3315
RBM35B	1.136
LOC441251	-0.229166666666667
ANKRD25	-0.987055555555556
UQCRC2	-0.5985
MAEA	0.390833333333333
HYAL1	-3.408
RNPEPL1	0.859166666666667
CPSF2	-1.47125
PSD3	-1.3049
ABCA13	-0.146
AGR2	3.2285
GBX1	-1.119
HDLBP	1.72664285714286
ACY3	-0.20525
HECW1	-0.97225
ZNF519	-1.36475
HOPX	3.25442857142857
ZNF304	1.282375
OR12D3	1.1845
FKSG43	-0.39175
METTL1	2.370625
MFSD3	0.7771
PSPH	-1.14575
CLCA3	-1.026
DARS2	-0.807333333333333
CDC25A	-2.293
BAIAP2L1	0.072
B3GNT5	-2.3155
USP29	0.5375
ARHGEF10L	1.3086
ATOX1	-0.176875
ADAM30	0.6995
DNASE1	1.27925
STT3A	1.59791666666667
RAB6IP1	0.2415
PTN	-0.4405
C1orf106	0.272461538461538
HECA	1.212
RNF122	0.17475
SLC22A18AS	0.2985
GNG8	-0.178166666666667
ELP4	-0.36125
FAM65A	0.559
RPL10A	-1.462
IRS4	1.053
MACF1	0.4352
SEC24D	0.7365
LOC374395	0.3895
TGFB2	-0.19675
MDFIC	-0.52825
CHRNE	0.655333333333333
PCMTD2	-0.6715
ATP6V0D1	-0.620666666666667
MTA2	0.923
LZTR1	-0.255666666666667
RAP1A	-0.8255
AXIN1	-0.00925000000000001
POLR1C	-0.30625
TRIO	-0.23125
PLXNA4A	-0.887333333333333
C5orf33	-0.7895
DEPDC1B	-2.143125
ZNF473	-0.114166666666667
MTM1	0.238125
GPR107	0.0496666666666667
CSNK1A1L	0.5565
FLJ14154	-0.724
NLRC4	2.82925
ENPP4	1.51616666666667
PADI3	-0.398
RNF170	0.0455
CG018	-0.975
C16orf7	-0.13225
KCNE1	0.8315
NRM	-0.949
SLC37A3	-0.255142857142857
TPD52L2	-1.292
UNC5B	1.44075
C12orf12	0.243
SDHB	-0.5855
CLRN1	0.19275
NUDT10	0.122833333333333
UGT3A1	0.18
FBXW8	-0.004
RHOF	-1.1575
PTPLAD1	0.52675
MYO3B	-0.5665
DERA	-1.1035
TPP2	-0.384
C19orf53	0.452
GINS3	-1.456125
ST6GALNAC5	0.113
CHSY1	0.8285
MGC15705	-1.1285
GPR83	0.433
EXT2	0.260625
DOLK	0.576
TUBAL3	0.25625
ACVRL1	1.0622
ABL2	0.161083333333333
C14orf156	-0.700333333333333
PTPRZ1	-4.1465
DIP2C	0.62575
LAMP1	0.75975
RXRA	-0.3748
MAP3K5	-0.533
ALKBH1	-0.365666666666667
PDLIM7	-0.383375
ARL14	-2.709
SNIP1	-0.197333333333333
TIMP3	2.245
RGS3	-0.793333333333333
SPAG16	1.0526
ABHD4	0.13725
ARHGEF12	1.2905
GLUD2	-0.5135
RAC2	-2.1504
UAP1L1	-1.038
SLC18A3	0.112
YOD1	0.0880833333333333
RALY	-0.52875
HMOX2	0.891
DGKH	-0.195666666666667
DBNDD2	3.23916666666667
YIPF4	0.199125
THAP10	0.4965
ZNF513	-0.00150000000000001
HAGHL	-0.00866666666666666
ITGB4	1.07916666666667
CCDC141	-1.124
YTHDF3	-0.179
C5orf28	0.265
RPL7L1	-0.410875
TMEM30B	1.78014285714286
ANKRD35	1.2775
DUOXA2	0.243
TBC1D5	-0.374625
DFNB59	1.2545
HRH4	0.462666666666667
MYO6	1.5079
DNAJA4	2.9895
RBM24	0.66075
CEACAM20	0.487
RBM23	-1.31671428571429
NGFB	-0.2945
C1orf63	-1.7124
KRTAP7-1	0.1605
PERLD1	2.56925
NPB	1.5945
C17orf59	0.5521
HSPBAP1	0.0425
SLC15A4	-0.107125
PRTFDC1	-1.23875
OSMR	-0.712857142857143
CYSLTR2	1.0855
C19orf25	0.3424
KIAA1797	-0.686
NLRP6	-0.332
FAM105B	0.000100000000000011
SCRN2	0.186166666666667
LRRC58	-0.5801
RNF17	0.372875
NEIL3	-1.703
FAM137A	-0.50275
SKP2	-3.8345
PARVA	0.682083333333333
PKLR	-1.8485
RNF34	-0.07725
A3GALT2	0.334
C12orf50	-0.0314
SUNC1	-0.612
FAM102B	0.064
CCT2	0.6405
LRRC37A2	-0.2865
ARF4	-0.482
SIKE	0.20075
C8orf48	2.22816666666667
MBTPS1	0.451785714285714
GPSN2	-0.0345
NCF2	2.95375
SLC12A6	-1.224
MRPL48	-0.14125
HMGN3	0.357
LRRC62	-0.7005
PAX9	1.826
FAM55A	1.8735
C20orf42	-2.48133333333333
SCML2	-2.3195
BCL9	0.48625
FAM40A	0.3505
C9orf41	-1.58383333333333
ZNF774	1.6485
LETM1	-0.861
PLXNB1	-1.12883333333333
NIPSNAP1	-1.347
USP10	-1.0625
F9	0.7585
LIPE	1.19775
CNGB3	-0.241
C12orf52	-0.015875
PI4K2A	-0.652125
MED8	0.19725
STAT4	-0.742888888888889
FGD4	0.4475
RNF145	-2.16766666666667
WDR32	-1.3367
CLDN2	0.784
TCEAL8	0.125
ZMYND8	-0.4199
PDXK	-0.45290625
GATAD2A	0.424
PTGES3	-0.0755
CCM2	0.28425
TAP1	-0.28075
ZNF670	-1.68475
ETS2	-0.788642857142857
C6orf166	-0.531333333333333
PRMT2	0.559357142857143
OR4B1	0.996
INTS8	-0.051
CCDC102A	0.09175
CCDC83	-1.972
ITGA1	-1.0815
EPHA5	-2.372375
FAM24B	-0.915
TSGA10	2.38475
HAL	-2.44016666666667
MYOT	0.70225
SPACA3	0.3265
BCL2L2	-0.149333333333333
CUGBP2	-1.44533333333333
CCNB3	2.0465
RNF113B	0.41775
MERTK	-0.22625
BAG1	-0.50525
VPS36	-0.653
ORMDL3	1.0179
C1orf190	2.48775
ZNF625	-0.2825
CORO2B	-2.10725
ALOX15	-0.6105
CST1	1.698
NUPR1	3.287
CCL7	0.3215
SMCR5	-1.7295
DSC2	0.8215
RBMS2	-0.0875
GRIK4	0.9375
TRIM65	0.7571
TMPRSS6	1.52357142857143
TP53INP2	-0.178
GLB1L	0.8695
LOC388284	-0.572166666666667
PUS1	-0.374785714285714
BCL9L	-0.18
OLFM1	-1.4013
RET	1.9665
MASTL	-2.60416666666667
ALX3	0.05275
IL1RL1	-0.610333333333333
ZNF765	-0.9944
C14orf138	-1.2535
SNX10	0.591
TAC4	0.0415
C1orf64	-1.242875
POGK	0.926125
MAPK9	0.1735
ZNF366	0.61475
C8orf79	0.23
CLDN7	2.078375
OR5AT1	0.547
TRIM37	-1.265
LRRC25	2.48225
GRHL2	3.8288
TEKT3	0.23275
LASS5	-1.156
ABCC4	-3.49354545454545
DLG3	1.055
VGLL1	0.098625
ZFP36L2	0.794666666666667
MFRP	0.427333333333333
KIAA1799	0.27075
FLJ44379	1.133
PCNX	-0.5315
ANXA9	1.9535
CYP4V2	1.0969
PIK3C2A	0.34525
SRR	-0.2125
NOL3	0.905
IFITM2	1.8925
ARNTL2	-2.721
ZNF595	-0.35925
NLRP13	-1.528
ASPH	0.28525
CPA2	0.0395
PVRIG	-2.6735
LEPR	-1.76666666666667
C16orf42	0.3675
SH3BGRL	0.68025
FAM77D	-0.173166666666667
FNDC7	-0.4905
C9orf6	-0.922833333333334
NOTCH2NL	2.61566666666667
PGBD1	-0.00416666666666667
SYNGR2	1.60116666666667
PITPNA	-0.88725
PRPF4B	-1.679
SLC43A3	-1.88178571428571
NRBP1	-1.0215
SLC25A22	0.838
ILK	-0.45925
SLC22A8	-0.0695
MRPS7	1.047
PITX2	-2.65125
FABP3	0.839625
OR1L1	-0.08
LOC728215	0.7845
BLID	-1.4435
KIAA1217	2.45229411764706
TFPT	0.40225
AP4B1	-0.509
VBP1	-1.507
OR1K1	0.526
MORC3	0.02125
BHMT2	-2.25183333333333
C3orf10	0.37075
FZD7	-0.0103333333333333
WFDC10A	0.84
PMS2CL	-0.095125
CCDC32	-0.029
FA2H	-2.044
ALG13	0.5415
TTLL7	0.0327
SPOCK3	0.908
SLC13A2	0.838
AIM1	1.78125
GPRC6A	2.542
EGR2	1.84375
MED11	0.14875
WWC1	2.0345
SH3GL3	-1.88025
RIF1	-0.535
PRLH	0.369
VLDLR	-2.845
DBT	0.0645
C21orf63	-1.945
CGGBP1	-0.621875
KRTAP12-2	-0.066
TADA3L	-0.031875
ZBTB16	4.1455
PDGFB	1.07375
RFX1	0.0485
UQCRB	0.3059
LOC133874	0.8315
HPS3	-2.901
LGALS3BP	0.8112
DKFZP564O0823	1.12528571428571
MRFAP1L1	0.476125
HOXA10	-2.16716666666667
NGB	-0.201
KIF21A	1.345
IFLTD1	1.083
LZTS1	-1.5725
ARHGEF3	0.529
RHBDL3	-1.7165
CSNK1G2	0.342166666666667
ChGn	-3.202
KIAA1244	2.2595
GABRB2	0.4645
MGC72080	-0.025
CD27	1.1365
EGLN1	-1.9306
PEX13	0.9535
RWDD3	0.27825
RNF12	-0.819
GRIN2B	-2.446
ADAMTS14	-0.05175
DYDC2	0.379833333333333
ATP6AP1	0.9768
NR1H2	-0.1315
PDK2	0.87175
C3orf17	-1.083
SLC38A2	-0.313071428571429
SLC25A29	-0.654
C15orf29	-0.772
ADAM9	-1.03766666666667
TMUB2	0.712625
GPR176	-0.47675
AGK	-0.099
MCCD1	2.717
NDUFA4	0.349
TMEM146	0.136
DUSP1	1.674
UNQ6975	0.965
EMX2OS	2.19025
INSM2	-0.241
LUZP4	0.0505
SETD6	-0.78625
P2RY2	4.0205
SLC45A2	-1.527
RABGAP1	0.280166666666667
UBXD5	0.348875
GPRC5A	1.0662
PAK3	0.073
LOC63920	-1.1115
TGFBR1	-0.5093
KRTAP6-3	0.28675
SFMBT2	-0.825666666666667
CDC42	0.4765625
C11orf35	0.538
TTLL2	-0.0783333333333333
UACA	0.8095
CD97	-1.2685
SETD5	-0.244375
NINJ2	-1.0165
PTER	0.0388333333333333
POMGNT1	0.88075
KRTAP4-2	0.312
ECGF1	1.112625
HRB	-0.473909090909091
ATP1B2	-0.6605
LOC400506	0.3585
COL4A3BP	0.86925
C6orf97	2.18075
GRHPR	-0.912125
TAS2R1	3.0585
SEMA7A	-1.31375
EDF1	0.326
ODF2L	-0.0242
PCID2	-0.691333333333333
GTF2H4	-1.00616666666667
ZCCHC3	-1.01975
CGB2	0.400333333333333
NEUROD1	1.00133333333333
C20orf75	-0.849
RP5-1054A22.3	0.5825
IFNA5	0.3775
ZNF134	0.32325
MGC119295	-0.7154
ZSWIM6	0.102875
SMEK1	-0.2105
PCGF2	0.223375
C1orf102	3.12
CYP2A13	1.2285
KCNH6	0.3146
MDM1	1.594
ALDH7A1	-0.2795
C9orf75	1.139
VDAC3	-0.475
OR51T1	0.0625
EIF3F	-0.876
KCNJ10	-1.440125
LENG8	0.40975
EDEM2	0.09175
CCNJL	0.834333333333333
DHX37	0.4115
CRYGN	0.6195
AATF	-0.57775
ZNF630	1.479125
E2F5	-0.7095
WFDC13	-0.5465
FTSJ3	0.3715
C4orf33	0.115
LHFPL4	-2.908
C19orf56	-0.19375
SMAD4	-0.2795
AFM	-0.0886
G0S2	-1.44925
FCHSD2	-0.132777777777778
RRP1B	-0.5411
EEF1B2	-0.637666666666667
STAT6	-1.11216666666667
ZNF195	-0.018
GNL1	-1.01116666666667
ZNRF2	0.898166666666667
PER3	-0.092625
ASB16	0.4205
C10orf10	0.653785714285714
ADCY8	-3.6256
C9orf58	-2.895
ARMC10	-0.155166666666667
PSG1	-2.383
DHX34	-0.12325
VARS2	0.144125
NFIC	0.8875
ITPR2	-0.3505
AGXT2	1.0868
OR6K3	0.224
H2AFZ	-0.266416666666667
MLLT3	-0.366416666666667
COX4I2	0.85175
CCNT2	-0.56225
PLK4	-1.7835
NUMBL	-0.320166666666667
MED16	0.97925
PLEKHQ1	0.84925
GOSR1	0.917111111111111
BTG4	-0.518
RPL30	0.716083333333333
IGSF5	-0.0293333333333334
IGFL2	-0.217833333333333
ELMOD2	0.788
SHC3	-1.58783333333333
HAVCR1	null
DYNC2H1	0.746875
RNF5	0.187166666666667
C2orf7	0.11775
NLF1	1.0985
KLHL25	1.4145
LRP10	0.1865
KRI1	0.09825
PUS7L	0.018
MGMT	0.785
HOXD1	-1.60933333333333
CSH1	0.3436
ATG16L2	-1.21525
FLJ44635	-0.5735
CHODL	0.76425
EXOSC8	-2.2085
SLC28A1	0.42425
MYO7B	-0.598666666666667
SEH1L	0.2828
MTNR1A	-0.0675
TSPAN5	-0.5105
CDC45L	-2.75666666666667
AMIGO1	0.449
ATAD3A	0.00475
OSGIN2	0.776833333333333
PDIK1L	0.566
DARC	0.1545
PIPSL	0.7265
SHMT1	-1.566
CRISP3	1.438
POPDC2	1.72866666666667
ZRANB2	-0.689333333333333
FBXL8	0.2605
TRIP13	-1.51827272727273
EIF5AL1	-0.655
POU5F1P3	-4.85533333333333
IL6	-3.57183333333333
CXorf38	-0.015
IFNA16	0.105
FBXL2	2.58516666666667
BRD1	0.12675
STATH	1.1595
FBXO44	1.743
MCCC2	1.31075
CDC2	-1.5715
C5orf23	-0.2825
IVD	-1.95233333333333
C10orf122	-0.953333333333333
