Hybridization REF	TCGA-BH-A18N-11A-43R-A12D-07
SFRP5	-0.200833333333333
OR56A3	-0.699
EBAG9	0.8505
LOC100101267	-1.5495
UROD	-0.286166666666667
ARL9	2.04
PDE2A	0.375666666666667
TUBB2A	0.394
RPL36	-0.782
ASPM	-4.12314285714286
RBCK1	-1.59566666666667
AFF2	-0.0551666666666666
STARD6	-0.4156
ZDHHC8	-0.7205
EXOD1	-0.4289
PLXNA2	1.06825
ACTL6B	-0.2085
ANKRD41	-1.211
IL2RA	2.859625
PNRC2	1.3505
DENND2C	-0.0725
STXBP5L	-2.31025
TBCC	-0.36425
NSF	-0.3855
KCNJ1	1.08366666666667
KIF2B	0.30225
KRT73	0.69
C7orf47	-0.88825
NFASC	0.591
SFRS15	-0.8595
CLCA4	3.14383333333333
ZNF597	0.210666666666667
SCGB1D1	5.282
LONRF3	-0.741
OR2J3	1.47
SMURF1	-0.60075
C14orf102	-0.389
HNRPDL	0.8275
ANKRD39	-0.32075
BTNL8	0.27025
CSTF2	-1.777
CABP4	0.3135
TMEM95	0.01375
HTR1F	0.7525
SCPEP1	2.73075
PRSS12	-0.19025
SLC28A2	-0.539
INHBA	-0.358
RP11-298P3.3	1.2645
UGDH	-0.583666666666667
SLC36A1	-0.43525
PLCB1	0.168833333333333
SEPP1	2.83533333333333
SRXN1	-0.93675
LOXL2	-1.087
SERPINA7	-5.4654
LOC201229	2.80275
CHRNA1	0.563333333333333
DENR	-0.6605
RARRES2	2.69425
SENP2	0.043375
XPNPEP1	-0.767625
PCGF5	0.36425
HIST1H1T	1.639
CDK5RAP1	-1.50725
PRKG1	1.13878571428571
RASGRP1	-0.3988
CFI	0.176
KIR2DL3	0.5865
FOXRED2	-1.74292857142857
FABP1	-7.433
TRIM7	-1.57575
CYP20A1	0.639045454545455
CYTL1	-0.86525
SORBS1	4.74033333333333
PEA15	1.27342857142857
GUCY1A2	0.573333333333333
ZSWIM2	0.1145
PH-4	-0.13725
PACSIN1	-2.4915
LOC152586	1.3405
UMODL1	-0.6525
KREMEN1	0.144125
FLJ35773	5.0365
RFPL4B	0.877
SNAP23	0.8815
STXBP6	-0.2395
C6orf115	-0.345
ZBTB33	0.4585
CHST9	1.233
MGA	-0.1545625
FAM128B	-1.0893
GPR4	4.26516666666667
KIAA1957	0.083
GSTK1	0.169166666666667
CLCN5	-0.78925
FBXW5	-1.057
FUSIP1	-0.190928571428571
MAG	-0.342
FLT3	2.81433333333333
STRA8	0.0655
SERPINB4	-3.3135
JMY	0.248333333333333
DLK2	-0.464
ZNF451	0.443
HES6	-4.0425
FGF9	-0.649
VNN1	-0.0386666666666667
SRPK2	0.2379
ALDH3A1	-1.379
CDX4	0.032
SPG21	-0.154
ZNF302	0.9497
DOK3	0.620375
GRIN1	-0.715285714285714
OR1A1	0.0702
CALU	-1.191
ANKFY1	-0.0818333333333333
C9orf84	0.153
CLEC2L	-0.51225
LIMCH1	1.94591666666667
RWDD1	0.635333333333333
VHLL	-0.963
SLC18A2	1.7095
UPK3A	-0.228166666666667
FIP1L1	-1.0075
LENEP	0.065
RHOB	0.693833333333333
RIBC2	-0.692
GNPNAT1	-0.874375
TBC1D10C	-0.94225
MMAA	1.7175
INTS9	-0.20875
HOOK2	0.476375
CCNG1	0.029
CCDC144B	0.745
MTMR7	-0.6985
NEU4	-3.89
HADH	0.88975
CCKAR	-0.6435
TMEM173	1.7475
AFAR3	-0.03125
PTH2R	3.046875
IFI30	-0.4115
GLUL	1.2783
TMEM71	2.10616666666667
C20orf165	0.094
BFAR	-0.80575
ZNF14	1.5475
KLHL8	-0.203714285714286
PPIL2	-1.88783333333333
CTA-126B4.3	-0.891166666666667
C5orf37	0.04925
SLC27A4	-1.51583333333333
KLHL22	-1.379625
GJB2	-0.0343
HSPBP1	-1.274375
PRKD1	1.32066666666667
SOX8	-0.958625
KIAA0195	-1.47466666666667
MICALCL	2.26916666666667
ICAM1	-0.563875
C10orf126	null
SIX4	-0.72775
BCL2L1	-0.6341
CD19	-1.24316666666667
RAPGEF3	2.82116666666667
KIAA0974	0.42375
MAPK3	-0.9605
OR10A3	-0.347
MAP2K1IP1	1.611
STK4	-0.465944444444444
CHIC2	1.6713
DLX5	-0.875333333333333
ZNF367	-1.44675
FBXO41	-1.13475
ADK	-0.112125
hCG_1995786	-0.344333333333333
GTPBP10	0.230625
TGOLN2	0.902875
CTBS	0.971333333333333
FGD1	-0.67475
ETS1	-0.514
EDC4	-1.135
GSTA3	0.62575
HOXB6	-0.0665
C9orf131	-0.00224999999999999
BCAS1	-1.21875
U2AF1L4	-0.1195
PDHA2	0.0976666666666666
SORD	-0.422625
SLC25A33	-0.066
WDHD1	-3.15675
OR8K5	-0.5045
RNASE11	-0.0315
STAP2	-0.32525
TRIM44	-0.526
CHCHD8	-0.74075
SIDT2	1.11216666666667
OR2B3	0.0025
TRRAP	-0.95775
TRAF1	-0.243272727272727
RYR2	-0.8865
FAM71B	1.02675
SLC45A4	0.55925
TRIM32	-0.090125
ATP6V1G1	0.93025
TRA16	-0.87975
SERHL2	1.2645
PRKY	-0.554
NPR2	0.3255
TAS2R40	-0.36525
OR5I1	0.3555
ZFYVE26	0.863166666666667
WFDC11	-0.8915
CSH2	-0.3685
OR2T8	-0.24875
TBX20	3.505
LYPD5	2.70383333333333
STOML2	-1.1825
ALPI	0.07075
FAT3	0.35375
ZNF273	-0.0638125
NPSR1	0.0675
FLAD1	-1.1645
RAB5C	-1.299875
TTLL3	-1.138
KIAA1618	-1.3
NPPC	0.579
ZEB2	1.9944
MRP63	0.025875
WSCD2	0.88975
NEUROD4	0.89625
SNAPAP	0.853
MTMR2	-0.316058823529412
STK35	-0.96125
USP48	-0.522
NR1H4	-3.51825
RASL10A	2.1825
SSTR1	-0.8095
C1orf35	-0.649
APOBEC3C	-0.86475
RUSC2	1.12533333333333
SALL4	-5.0505
ZCCHC8	0.29025
RAD17	0.140125
ZNF708	0.617833333333333
LILRB5	2.3405
TEX12	0.8465
C9orf79	-0.0345
ARHGEF1	-1.03316666666667
ABCA4	0.552833333333333
RNF214	0.2685
PPAPDC2	0.955
ARID4A	1.562
SYCP2	0.656
OPRM1	-1.8735
RP13-102H20.1	3.81175
CYP26B1	2.62183333333333
APCDD1	2.613
PCCA	0.746
ALS2CR7	0.91
AQP5	2.58333333333333
YLPM1	-0.11325
PRKAR1B	-1.569
IL16	0.583
TCF3	-1.271375
ZSWIM7	0.77625
SERPINE1	-1.7198
BAI2	-1.25125
SMC5	0.0997857142857143
SMN1	-0.212833333333333
SLC13A5	-3.027375
POU2F3	1.7595
BACH1	0.311833333333333
GMCL1L	0.23
PPP2R2D	-0.07275
LRRC51	1.0705
EDARADD	0.835
LRRC3	0.087
FAM124B	1.67325
C20orf70	-0.3025
LOC285735	-1.04566666666667
CTBP2	1.3168
ZMYND11	1.5615
CDH23	1.5595
OR1N1	-0.641
LOC400590	0.983
PDK1	-1.85475
LMTK3	-0.6055
USHBP1	1.4121875
ZFYVE21	1.4675
hCG_21078	0.264375
OAF	-1.36225
WDR41	0.123
SPINK6	0.15925
GDEP	-0.81
MEG3	-0.705
OXSR1	-0.426769230769231
RAD51	-4.0765
RPL13A	0.69425
DYRK1A	0.4273
FLJ25791	2.05825
SARDH	-0.6651
RBBP5	-0.707333333333333
ORC2L	-1.7485
NCAPH2	-2.07333333333333
RNASET2	-1.05066666666667
WDR79	-1.69666666666667
FLJ39779	0.0095
C3orf1	0.42225
DDX23	-0.6295
MGC40574	-0.42875
MORC4	1.442
MYRIP	3.91190909090909
LY6E	-0.577125
SLC39A11	0.69775
ATP12A	-0.038
AUP1	-1.69275
PIP	6.2
CORO7	-1.7255
PITPNM3	-0.633
ENPP1	0.528833333333333
PPP1R1C	-2.75716666666667
NRBP2	0.18475
KCNE2	1.1205
P2RX4	0.25975
CCND2	-1.30942857142857
OR5T3	0.986
CUL4A	0.014
CFB	0.405375
PCP4	-2.572
HEMGN	-5.84783333333333
UBIAD1	-0.329
CDC42BPB	-0.4525
CYB561D1	-0.223
RIMS2	-0.659125
ZNF488	-1.2115
RNMTL1	-0.43625
SART3	-0.6595
CAPN10	-0.8745
CCR5	2.6085
APOA1BP	-0.926166666666667
NDUFS5	0.12925
PDLIM3	4.3172
VPS24	1.2903
SCN8A	-0.89225
C1orf67	-2.22033333333333
MRCL3	1.499
TMEM145	-2.71125
KCTD16	0.833
RNF149	0.8825
FDXR	-1.9975
CDCP1	0.491
PAX3	-2.8012
LASS4	-0.25975
HSD17B8	0.10225
YAP1	0.622625
NNT	-0.89525
SC5DL	1.600625
DKFZp566H0824	-0.1135
KSR2	1.0965
RAD21	-0.4286
ST8SIA2	0.339
L3MBTL3	1.247625
SNRPB	-2.9245
MGC14425	0.5405
MIF	-2.022625
TAPT1	1.175875
IRF8	1.9362
PRO0132	0.032
HERV-FRD	-1.645
ACD	-1.169
BCL3	1.5925
SPATA13	-0.27425
MRLC2	0.92225
F2RL3	-0.3855
CFHR3	3.903
DUSP15	-1.467
TMEM46	0.0658333333333333
SF3B4	-0.826333333333333
MAP7D3	0.2215
STELLAR	0.792
SEMA5A	-0.1999
H2BFS	-1.9655
LRRC28	-0.8025
MORN2	0.992
XYLB	-1.455875
WDR21C	0.46475
HIATL1	-0.741875
ADAMTS10	0.0541666666666667
WDR55	-0.89725
MFSD5	-0.2595
OR4N2	0.718
DUSP16	1.37133333333333
NLGN4Y	-0.7611
INHBC	-0.0785833333333333
NUMA1	-0.96475
DEFB123	-0.55775
GIPC1	-1.21875
MGC27348	-0.693
FLJ33590	-0.241
FZD1	1.7125
MKL1	0.0356666666666666
SAA2	4.74875
C1orf94	-2.4435
C7orf28B	-0.0535
TMEM185A	0.41805
ZZZ3	0.6615
C16orf5	-0.743
GALNAC4S-6ST	1.047
C1orf186	3.4585
IGFBP4	-0.0661666666666667
NDUFA10	0.2335
CLIC2	1.99775
RNF13	1.1815
GPR103	-0.055
CD69	-0.841
MYOZ1	1.215
IFNB1	-0.1435
CLNS1A	-0.53475
CXorf45	0.7775
ZXDB	0.735
FUNDC2	0.144
GPA33	-0.853571428571429
C9orf70	-0.262
SLC2A9	-0.1125
LOC126520	-0.093
MAGEB1	-0.7785
LCE2A	-0.027
C18orf34	5.898
FMNL2	0.163125
KRT85	0.127
CRYGA	-0.28
GEM	3.3955
THAP6	0.4258
ALKBH3	0.363333333333333
TM6SF2	-0.7285
C20orf82	5.22
RANBP2	0.396333333333333
LIG3	-0.8787
RETSAT	1.122
OR8S1	0.123
CAST	0.648
TGFBI	-0.646
C15orf37	-0.6
PGM3	-0.4475
SLC4A11	-1.140125
FAM123C	-0.0898333333333333
TAOK1	0.339
CISH	-0.49925
OGDHL	-3.69525
SPINT2	1.08166666666667
ZNF33A	0.5195
CLDN18	-0.119166666666667
RNF128	1.09475
CCDC71	-0.9465
RASSF6	2.71533333333333
HSPG2	0.638
ATP6V0E1	1.49125
ABHD6	1.284
CD274	1.012
GCNT1	0.55325
NT5C1A	0.159333333333333
TM4SF5	-5.36
C21orf58	-2.17616666666667
SUCLA2	1.09375
RFTN2	3.06
SCNM1	-0.387125
SLC9A10	-0.3205
FUNDC1	0.66375
SLC35F4	-2.05125
AMD1	-0.104
COL6A6	5.87675
OR4K2	0.3305
TRIB2	-0.335166666666667
LOC91461	-0.73175
GHSR	0.155
ATP8B1	0.23125
C1orf78	1.3855
RNF183	2.324
STX4	-0.3199
TPPP2	0.225625
MYBPHL	-2.1965
TXNDC6	0.0643000000000001
C9orf47	0.5995
FAM137B	0.3585
FANCB	-3.20425
C11orf9	-2.54775
DPY19L1	-0.701625
VDAC2	-0.2605
VHL	-1.01825
LMBR1	0.062
C8orf44	0.40825
ZPBP	1.037
FGF23	-0.89025
C21orf67	0.02225
PCNT	-0.95
BCKDHB	1.3776
GALNTL5	-0.69025
BET1	0.3745
ARL13A	-1.3765
HDAC6	-0.751125
N4BP3	-0.541333333333333
OTOP1	0.487
TTC30A	1.47175
CRISP1	0.223
KRT32	2.101
VSTM1	-0.039
ZNF622	-0.8015
POLR3B	-0.0687
DNAJC10	0.204125
C12orf54	2.8345
ADIPOQ	5.18066666666667
RIT2	0.538
CD44	-0.0376
ABCA3	0.10525
RPS17	-0.09225
FEZF1	0.76
PCDHB15	0.63925
KCNMA1	0.370227272727273
CCDC116	-1.1725
C15orf27	-2.8435
NARG2	-0.0805625
ITGA5	-1.5375
MEFV	0.6385
TUT1	-1.03525
LOC541473	0.07875
NMBR	0.288
GLT1D1	-2.31516666666667
ABCB7	0.24475
PFKP	-2.51027272727273
C9orf91	0.5895
LRRC41	-0.747333333333333
C1orf85	-0.603166666666667
ATP5F1	-0.18575
STOX1	2.217
GFOD2	-0.50475
SLC25A3	-0.241625
ZNF646	-0.2182
ZAR1	-0.5865
OSTbeta	-2.5725
GALNT3	3.685
IFT122	-0.458166666666667
LDB3	1.1464
GARNL1	0.500642857142857
HOMEZ	0.0655
LRRC6	2.811
ANGPTL5	1.161
UBAC1	-1.17725
DLEU7	0.64775
RPL19	0.016625
TOP1MT	-1.39516666666667
LOC643641	0.5945
MBD3L2	0.1115
NTSR1	-0.386166666666667
WISP2	1.70625
GPSM2	-2.475875
RDH10	0.3571
PRKCG	-0.224
HIST1H4J	0.158
MON1B	-0.109
MLF1IP	-4.14016666666667
ZNF446	-0.029
COL4A5	0.0981
SLC26A1	-0.503214285714286
RGN	1.172625
CCNB1	-4.293
C9orf165	0.0635
CCDC28B	-2.2305
CCDC97	0.84125
FGR	2.117875
MSRB3	2.0757
EPN2	0.4555
COX15	-0.786
KCNK6	-1.1362
XK	-2.25275
GDA	-3.648875
HEPH	-0.367
THRAP3	-0.000250000000000014
MET	0.110214285714286
PHYHIP	1.8765
LYAR	-1.00733333333333
ING3	1.058
AK7	-1.01225
CCT8L2	0.0105
COPS7A	-0.944333333333333
WSCD1	-0.724
RNF185	0.419375
TNS3	-0.0145
KNDC1	-0.898
RWDD4A	0.903666666666667
MED13L	1.0664
ZFYVE1	0.6005
C7orf44	-1.29166666666667
MRPL1	0.4365
STGC3	0.29475
TEAD1	0.522666666666667
RPL7A	-0.327928571428571
ARL6IP1	0.0983
C1orf178	-1.679
CTAGE5	0.510916666666667
TMEM184A	0.0311666666666667
SLC25A14	0.275
CACNG5	0.381
ATXN10	0.3715
ECH1	0.0857
CCL22	-0.614666666666667
CYP2F1	-1.99383333333333
GADL1	0.83
TMEM19	-0.2375
RUNX3	0.6885
EFNB1	1.17766666666667
LIPN	0.2575
ACSM3	-4.3235
SIGLEC8	0.717
ASCC3L1	-0.896
NOL8	0.18275
RELT	-2.5435
Magmas	-0.7125
PPP1R15B	-0.3755
C11orf2	0.15275
VKORC1	-1.3865
MGC26647	0.11075
TRPM6	1.25625
UGT2B7	-2.1515
FEV	-0.17975
FOXK2	-0.8739
PDCD5	-0.545833333333333
SLC8A1	2.0697
DGUOK	-0.544666666666667
CLDN16	0.426
GAGE1	-0.644
RBM17	0.8477
C1QTNF3	0.106
VGLL3	1.74333333333333
UNQ5830	0.914
CD1A	-3.2055
SCGB1C1	0.0865
SUPT4H1	-0.191375
TRAF5	0.47225
ASAHL	1.208875
FAM73A	1.22
OR6B1	0.51
WHSC1	-1.8064
GFPT2	0.5715
LOC339809	-0.6765
STARD5	-0.692666666666667
SIP1	-0.4805
DNAJC15	0.25875
STAU2	0.58525
FAM98A	-0.0485
RAD23B	0.1431875
LRRC33	-0.328
CHRAC1	-0.975
C21orf89	0.0835
C19orf43	-0.748166666666667
KLK8	3.647
CCNE1	-3.494
PKDREJ	1.83866666666667
SSU72	-0.2045
C17orf73	0.301
GPR78	-0.2845
WHSC1L1	0.2991
GSTA2	0.67375
SMUG1	-0.259166666666667
UFM1	1.3356
AP3M2	0.125
USP14	-0.53725
FBXL14	1.249
DSTN	1.676
SFRS14	-1.62625
FBXO31	-0.399833333333333
C12orf40	-2.3555
FRS2	0.97275
NR2E3	0.40275
TUBB2C	-2.048
GMPR	-1.139
C9orf139	-0.726
ING5	-0.334214285714286
LOC730092	0.466166666666667
ORM1	-5.61225
RP11-11C5.2	-1.2245
HSPD1	-1.3335
PIWIL3	0.21775
C5orf13	-1.554
OR5R1	0.3735
LCOR	0.95075
PLEKHA9	0.446
CCDC43	-0.63425
ZNF232	-0.4145
SLC6A7	0.9295
ADH5	0.770333333333333
SHBG	-1.09933333333333
CROCCL2	-0.524
PANX3	-0.1935
CDIPT	-1.417
SLC16A5	0.80475
TUBB	-2.6769375
TOR3A	-1.0374
PREP	-0.0255
ENTPD8	-0.210571428571429
CHMP1B	0.24775
SYT12	0.5272
MYH6	-2.4401
MAP3K13	0.938666666666667
KLHL30	-0.5645
LCMT1	-0.087125
EIF1AX	0.88825
FOXD4L1	-0.9215
SLC24A5	-0.427
RNF166	-1.5435
TJAP1	-0.88825
TMEM156	0.165
ZNF239	0.721
SNX19	0.3365
GKN1	0.797
FCN1	2.2469
C1QL1	-2.283
ATP11C	0.07625
ZNF35	-0.163
CARD8	1.192875
LIMD1	-1.8115
KIAA0286	-1.226875
XRN2	-0.540833333333333
CD6	-0.9395
TOX3	0.7425
ZSCAN4	0.2036
RSRC1	-0.16925
COG1	-0.0165
PTRF	1.1125
C16orf35	-0.97875
FBXO24	0.103
CHST11	-1.8975
THRB	1.0877
MYBPC1	5.8915
RNF39	1.85666666666667
PSMD11	-0.998
ALAD	0.821166666666667
EN1	0.12775
SLC9A9	1.9825
GSTM4	0.0762
CDC42BPA	0.260894736842105
RCSD1	0.402
LUC7L2	0.0052
SPTBN1	1.7214
LOC146167	-0.116
BAT5	0.0333
ZNF452	0.51625
LSM4	-2.19375
SRP72	-0.2436
SGK269	-0.0205833333333333
MTX1	-0.98525
CENTA1	-0.26575
UNQ9433	-1.005
ATR	0.168416666666667
DDX49	-1.17233333333333
PAQR8	-0.37
C14orf174	-0.1585
GBGT1	-0.8145
THAP1	1.06575
OR10K1	-0.541
RASIP1	-0.0315
DPYD	1.4496
DOHH	-1.60625
C18orf45	0.72375
POF1B	1.8979
ZNF552	2.28225
USP32	-0.741875
MED27	-0.639666666666667
C14orf149	0.260166666666667
PRDX4	-1.00583333333333
ABHD12	-1.0668
AGT	-4.452
SLC22A14	-0.22075
C1orf58	0.7435
PILRA	-1.242
ABCF2	-1.664
C17orf85	0.1028
TKTL1	-0.0715
FGF1	2.7149
IL6R	0.0766666666666667
VPS25	-1.11875
CHRNB2	0.76325
COL7A1	-2.6823
LRRC48	2.02166666666667
SPG20	2.19258333333333
COX10	-0.809
GCA	1.7395
ECEL1	-0.3635
GLG1	-0.198
SRD5A2L2	-0.6465
MUTYH	-0.906
ZNF70	-0.126
L2HGDH	-1.6805
GPATCH2	1.07425
ZNF655	-0.06825
ZNF227	0.636
MCOLN2	-0.1665
NQO2	-0.017
KCNQ5	0.193
NEU1	0.418666666666667
QRICH1	-0.064
ZBTB20	1.75516666666667
RPUSD3	-1.92025
EPGN	-1.167
TSN	0.344166666666667
SPRY2	0.931
LZTFL1	0.919375
GMFB	0.2965
PBEF1	0.1366
HBG2	-5.77833333333333
TMEM8	-1.85625
PALM2-AKAP2	1.915
NFYA	-0.5385
FAM108A1	-0.496875
PBLD	1.565
NRG4	-2.04433333333333
PIGF	-0.1775
PTGER1	0.121
NOS2A	-0.184666666666667
C21orf34	2.1805
C21orf51	0.692833333333333
IL17C	0.1595
TRMT6	-0.211166666666667
ETV2	0.154666666666667
CCDC109A	-0.57875
MYLK2	-1.528
ATP10A	0.9252
DPH4	0.09525
C5orf5	0.942333333333333
KCNA4	1.4425
NMNAT2	2.78066666666667
GLYATL2	5.056
LSMD1	-0.2105
IL23R	-1.9525
NRF1	-0.7765
MUC15	3.51216666666667
PRDM12	-2.8805
PAQR4	-2.42264285714286
RBBP6	-0.58175
IFI27	3.547
SKAP2	1.351
TAGAP	2.041375
TJP3	0.1005
C9orf61	2.5715
IDS	0.0865
PARG	0.4625
LOC131149	-0.1195
DYRK4	0.177666666666667
MICALL1	-1.02
GALR2	-0.7195
GPBP1L1	0.249875
TBX21	3.576
KCNJ6	-0.149333333333333
GGN	0.72375
CASP5	0.899833333333333
RNF182	-2.2725
BRD4	-0.88725
DOK4	-1.40575
SLC46A2	0.989666666666667
SOX9	1.85475
ZNRD1	-0.447
PRR6	-2.63875
FAU	0.62925
DTNB	0.509333333333333
CARD9	0.16825
STS-1	-1.858
SLC4A5	-0.30575
NSBP1	-0.3525
UGCGL2	-0.145583333333333
POTE15	-0.137
NOXA1	0.406
RP13-347D8.3	1.20666666666667
SAMD10	-1.48033333333333
EP400NL	-1.667
TCF21	0.24875
AMELX	-0.01575
JPH2	1.0088
SLA	1.044875
DLST	-1.9675
SEPT12	-1.1805
RGS20	-2.3195
LXN	1.8885
ZNF419	0.429875
UPK3B	-0.272833333333333
RELL1	2.11625
ESPNL	0.768
KLHL21	0.555
PI15	4.0045
C2orf61	-0.0725
LOC407835	-2.13616666666667
RER1	-0.877416666666667
ELAVL2	0.2395
MGC26718	0.94325
KLF2	2.537
TNFAIP8L3	0.70675
TFE3	0.58025
C11orf17	-0.1325
15E1.2	-1.93725
SNRPC	-1.1605
DLGAP1	0.78525
PGLYRP1	0.10825
OVCH2	0.0495
IRF7	-0.1025
SET	-1.3025
NAB2	-1.03033333333333
LRP5L	0.80925
FAM120A	-0.083625
ASCL2	-0.150666666666667
SHH	-0.456
ATP5H	-0.2435
THPO	-0.4902
TYRP1	-4.256
HIST1H3E	-0.277
EIF2S1	-0.765388888888889
TNFRSF17	0.0728333333333333
TARSL2	1.23925
NKX2-8	-0.212875
C1orf115	2.5565
LOC56964	-0.072
KIAA0841	-0.46825
ISCU	1.4385
TTMA	-0.2915
ZNF414	-1.0175
LOC441150	0.63425
RAB15	0.6105
HBP1	2.06083333333333
TNNT2	-0.854166666666667
CECR5	-1.69075
PHGDH	-1.831625
JRK	-0.6083
XPO4	-0.483125
FAM131C	-0.7475
ARHGAP25	1.5675
CA9	-4.89377777777778
GPR62	1.11183333333333
TLX1	-1.075
GPS1	-1.53675
OR2M2	-1.679
BDP1	0.349857142857143
FAM70B	-0.971
RPS29	0.442833333333333
MKLN1	-0.164
TSPAN19	-1.93
SLC29A3	0.5806
LGALS4	0.243
USH2A	0.3218
NF1	0.1255
APOBEC3A	0.828666666666667
IMPAD1	0.0316666666666667
OLR1	0.4435
NRAP	2.196
HCFC1R1	0.132666666666667
TAOK2	-0.187
MCM10	-4.69316666666667
MAP4K3	0.579916666666667
CBS	-4.020625
CLK3	-1.1265
PCDHGA5	-1.789
ELF4	0.149
FAM71A	0.365
C11orf49	-0.81575
CLIP2	-1.076
BTBD9	0.6704
ZNF524	0.90775
KDELR1	-1.12733333333333
ZNF509	1.4585
NCSTN	0.9485
ZNF533	1.59371428571429
PARP4	0.3745
GALNT9	-0.9795
NPY	-0.73975
BEGAIN	-0.827333333333333
TMEM77	1.37433333333333
FOXRED1	-2.608
SLC16A2	1.7565
SLC35B1	-0.99975
GK5	0.636083333333333
SDCCAG10	-0.05425
C4orf20	1.0795
SLC9A2	0.71325
ADD1	0.118071428571429
TAL2	-0.707166666666667
ACLY	-0.89875
DNAJC1	0.0825
SOST	-0.99275
USP43	0.368333333333333
CYP4F12	-0.82675
FKBP5	-0.021625
CHCHD5	-0.095
NUDT22	-0.73825
CCDC85B	-1.4655
OR51G2	-0.088
STRN3	0.783142857142857
TMOD2	0.88725
FLI1	1.51875
MAB21L2	-2.062
DGKQ	-0.687
VPRBP	-1.31816666666667
SCNN1B	0.4216
ECHDC3	2.6264
TMEM106C	-0.711
CSNK2A2	-0.5425
RPL39	-0.4691
HERC3	1.0524
ZBTB47	1.12583333333333
ZNF681	0.80325
PAGE2	-2.5435
CLIC5	4.1455
RABAC1	0.40275
ZFHX2	0.96525
YPEL1	0.166833333333333
KIAA0776	1.1515
NR1D2	1.28025
DNAJC4	-0.451125
NPNT	2.6874
ZNF677	1.445
ZNF536	-0.758
MEF2B	-0.177916666666667
PTPN4	0.04375
CTCFL	-6.3165
STX5	-0.1015
CD72	0.469
VEGFA	-2.53726315789474
XRCC1	-0.6313
MAS1L	0.662666666666667
ELL	0.1036
SETBP1	2.6625
CDH11	2.002
NDC80	-4.40783333333333
DMBX1	-3.122
NRSN1	-0.179833333333333
BAT2D1	-0.20475
CDS2	0.468
C1orf212	-0.151333333333333
SENP3	-1.80425
IL1F9	-0.1325
EEF2K	-0.044
COG8	-0.75775
CEP72	-2.05425
OR1L8	-0.2965
MUS81	-0.999916666666667
PHYH	0.411
GGT6	1.155
C22orf23	-0.40375
C13orf33	4.642125
MAPK8IP2	-0.5875
NELL2	-0.5645
POU3F2	-3.305
ALPK1	2.1295
MRPS18C	0.026
RPLP2	0.262
FGF22	-0.087
SPNS1	-1.70833333333333
ZFP1	0.11725
IL1RAPL1	0.6865
PCSK9	-4.41616666666667
NKX2-1	0.0411428571428571
C6orf189	3.65725
SP4	-0.754
SLC11A1	0.4951
C21orf25	2.18783333333333
ICAM2	1.358875
SH3GL1	-1.48766666666667
GSK3B	-0.963666666666667
RALB	1.268375
PDXP	-2.639
GNGT1	-1.97042857142857
KIR2DL1	0.1285
TNFAIP3	0.204583333333333
C6orf32	0.8343
CBLN2	-0.9
PANK3	0.235875
TAAR9	4.448
WDR82	-0.13
APOM	-3.74975
TRIP10	-0.76025
SPATA16	0.506166666666667
C1orf135	-4.339
USP51	1.0435
TESK1	0.968
C11orf64	-0.0275714285714285
ZNF611	-0.1585
PDE6G	0.4545
HLA-DQA1	3.86057142857143
GCLC	1.066
SEC61A1	-0.475571428571429
TWSG1	0.263333333333333
ZMYND10	0.78025
CTDP1	-0.984
ADAMTS6	-0.594666666666667
SLIT1	-1.999
KRT86	-1.7205
KIAA0574	-0.8105
GTPBP2	-0.6199
PQLC3	1.72175
PRRX2	-0.341
C15orf44	0.131333333333333
MKKS	-0.273375
C11orf10	-0.49775
GPR110	2.372625
CD109	-0.891166666666667
ADCY1	-0.378666666666667
RHBG	-3.95375
TP53I3	0.033875
SLC22A3	0.7111
UCP2	-1.4685
FOXG1	-1.6245
OR2AG1	-0.03
TRIM24	-1.02175
PROC	-4.679875
TAAR6	-0.1035
AMTN	-1.126
C10orf47	0.223666666666667
DEPDC1	-4.12075
FLJ45557	3.06725
ZDHHC17	0.712375
KIAA1429	0.256166666666667
KCNH1	-0.22075
VNN3	-0.06775
PSMAL	2.62625
PPARD	-0.337375
HFM1	-1.11275
YBX1	-1.18066666666667
ZNF695	-3.09975
SCTR	0.9032
DCDC1	0.69
VPS26B	-0.8848
MTF2	-0.972166666666667
ATP6V1F	-0.3765
CCDC94	-0.74675
PERF15	1.2845
CCL11	2.7785
LMO7	-0.274625
DCST1	0.213
ADRBK1	-0.594375
CDRT4	0.110375
ZNF84	-0.29625
HOXD8	2.52025
STARD8	-0.265833333333333
FOXP2	0.384857142857143
CCDC103	1.209
POLR3A	-1.3326
GSC	0.372333333333333
ZNF114	-2.07683333333333
HTR7P	-0.511
LALBA	0.4155
RMND5A	-0.192833333333333
PSCD2	-0.65975
ZNF409	0.2895
KRTAP1-3	0.0183333333333334
MAF1	-1.31925
LOC201725	-1.1285
NRN1	0.54575
SPAG5	-4.83933333333333
DNAH7	2.01383333333333
FLJ43860	-0.3515
BRCA2	-2.40275
ACADM	0.8265
CXXC6	-2.54525
RAGE	-0.559125
CHMP2A	0.47375
FAM8A1	0.6802
GPR21	-0.4225
SLC12A3	-2.9555
FVT1	1.03585714285714
ZDHHC7	-0.08675
FLJ44048	1.48775
SLC44A3	2.666
SDSL	-0.524333333333333
MMP8	-0.46575
PLA2G12B	-2.79133333333333
ACY1	-1.42525
MT1E	0.602333333333333
OR4K15	-0.907
TECTB	0.6525
GPR20	-0.219625
IRAK2	-0.78725
