Hybridization REF	TCGA-C8-A1HG-01A-11R-A137-07
CD19	1.83416666666667
RAPGEF3	0.429833333333333
KIAA0974	0.099
MAPK3	-0.219833333333333
OR10A3	0.074
MAP2K1IP1	0.9075
STK4	0.394055555555556
CHIC2	1.3903
DLX5	-0.436333333333333
ZNF367	-0.91975
FBXO41	0.6035
ADK	-0.40675
hCG_1995786	0.692833333333333
GTPBP10	-0.9485
TGOLN2	0.21325
CTBS	0.934166666666667
FGD1	0.53675
ETS1	-0.244833333333333
EDC4	-0.787875
GSTA3	-0.9655
HOXB6	2.48283333333333
C9orf131	-0.1625
BCAS1	-2.9135
U2AF1L4	0
PDHA2	0.2085
SORD	1.996
SLC25A33	0.0165
WDHD1	-1.68725
OR8K5	0.7445
RNASE11	0.263
STAP2	0.63825
TRIM44	-0.8649
CHCHD8	-0.44025
SIDT2	0.3435
OR2B3	0.512
TRRAP	-0.2605
TRAF1	0.565416666666667
RYR2	-2.8335
FAM71B	0.607333333333333
SLC45A4	3.12075
TRIM32	-0.59825
ATP6V1G1	0.94375
TRA16	0.691
SERHL2	0.3375
PRKY	-0.5845
NPR2	-0.573
TAS2R40	0.00225
OR5I1	0.428833333333333
ZFYVE26	-0.5795
WFDC11	1.095
CSH2	0.73725
OR2T8	0.2475
TBX20	-1.0595
LYPD5	3.194
STOML2	-0.031
ALPI	0.223
FAT3	-0.838125
ZNF273	0.149125
NPSR1	0.3645
FLAD1	0.177
RAB5C	-0.2285
TTLL3	-0.849625
KIAA1618	-0.428833333333333
NPPC	-0.358
ZEB2	2.0628
MRP63	0.49075
WSCD2	0.162
NEUROD4	3.311
SNAPAP	0.15925
MTMR2	-1.43376470588235
STK35	-0.22475
USP48	-0.471
NR1H4	-3.277
RASL10A	0.637
SSTR1	-4.018
C1orf35	-0.0285
APOBEC3C	-0.77725
RUSC2	0.116833333333333
SALL4	-2.7735
ZCCHC8	-0.546
RAD17	0.65
ZNF708	-0.270833333333333
LILRB5	2.315875
TEX12	-0.082
C9orf79	0.19425
ARHGEF1	-0.169833333333333
ABCA4	-1.7185
RNF214	-0.77875
PPAPDC2	0.09075
ARID4A	-0.7425
SYCP2	-0.073375
OPRM1	0.0473333333333333
RP13-102H20.1	0.66425
CYP26B1	0.157666666666667
APCDD1	1.25566666666667
PCCA	-1.82075
ALS2CR7	-0.026
AQP5	0.154666666666667
YLPM1	-0.835125
PRKAR1B	-1.1362
IL16	0.8922
TCF3	-1.038
ZSWIM7	-0.221
SERPINE1	-2.4208
BAI2	1.80825
SMC5	-0.875071428571429
SMN1	-0.3355
SLC13A5	-2.83775
POU2F3	0.3525
BACH1	-1.02233333333333
GMCL1L	-0.101
PPP2R2D	0.273625
LRRC51	1.09891666666667
EDARADD	0.3295
LRRC3	0.032
FAM124B	0.29825
C20orf70	0.3955
LOC285735	-1.83075
CTBP2	1.5641
ZMYND11	0.892625
CDH23	0.738
OR1N1	-0.192
LOC400590	1.312
PDK1	-1.358375
LMTK3	0.9215
USHBP1	0.8781875
ZFYVE21	-0.23
hCG_21078	0.20875
OAF	-1.147125
WDR41	-0.5675
SPINK6	-1.08675
GDEP	0.3015
MEG3	-1.6948
OXSR1	-0.786
RAD51	-0.5515
RPL13A	0.7335
DYRK1A	0.4124
FLJ25791	1.41275
SARDH	-0.5823
RBBP5	0.166166666666667
ORC2L	-1.01975
NCAPH2	-0.541333333333333
RNASET2	-0.527833333333333
WDR79	-0.627333333333333
FLJ39779	-1.28875
C3orf1	-0.07
DDX23	-0.8635
MGC40574	0.418
MORC4	1.827
MYRIP	0.769909090909091
LY6E	1.73025
SLC39A11	2.7925
ATP12A	-0.2845
AUP1	-0.378
PIP	4.53525
CORO7	-0.2445
PITPNM3	-1.2385
ENPP1	-0.830166666666667
PPP1R1C	-2.989
NRBP2	1.17075
KCNE2	2.7385
P2RX4	0.12075
CCND2	-1.82621428571429
OR5T3	0.712
CUL4A	-0.0986666666666667
CFB	-1.183375
PCP4	1.342
HEMGN	-4.93133333333333
UBIAD1	0.7795
CDC42BPB	-0.9575
CYB561D1	0.4185
RIMS2	3.43425
ZNF488	-0.51
RNMTL1	0.05875
SART3	-0.1894
CAPN10	-0.403428571428571
CCR5	4.38633333333333
APOA1BP	0.4365
NDUFS5	0.31925
PDLIM3	0.6179
VPS24	0.8969
SCN8A	-0.722
C1orf67	-2.03716666666667
MRCL3	1.49716666666667
TMEM145	1.654
KCTD16	-0.189166666666667
RNF149	0.75125
FDXR	0.8875
CDCP1	-0.426666666666667
PAX3	-3.64
LASS4	0.81875
HSD17B8	-0.20525
YAP1	-1.5655
NNT	-0.8565
SC5DL	-0.497375
DKFZp566H0824	-1.907
KSR2	0.920833333333333
RAD21	2.20873333333333
ST8SIA2	-0.03
L3MBTL3	0.201
SNRPB	-1.63275
MGC14425	-0.6315
MIF	0.866625
TAPT1	0.194625
IRF8	2.0406
PRO0132	-0.893
HERV-FRD	-0.111
ACD	-0.276333333333333
BCL3	0.494
SPATA13	-1.176
MRLC2	1.267
F2RL3	0.11825
CFHR3	1.7675
DUSP15	-0.0045
TMEM46	0.577333333333333
SF3B4	-0.769
MAP7D3	-2.1665
STELLAR	-0.94
SEMA5A	-0.8598
H2BFS	-0.02475
LRRC28	0.170333333333333
MORN2	1.4295
XYLB	-0.92575
WDR21C	5.03325
HIATL1	1.20725
ADAMTS10	0.039
WDR55	-0.09325
MFSD5	0.317166666666667
OR4N2	0.801
DUSP16	-0.8785
NLGN4Y	-2.0533
INHBC	0.358833333333333
NUMA1	-0.7885
DEFB123	0.336
GIPC1	-0.19025
MGC27348	-0.192
FLJ33590	0.577
FZD1	0.9808
MKL1	0.188333333333333
SAA2	1.75175
C1orf94	-1.5945
C7orf28B	0.0925
TMEM185A	0.9045
ZZZ3	-0.37
C16orf5	0.394333333333333
GALNAC4S-6ST	0.635
C1orf186	0.97325
IGFBP4	0.982166666666667
NDUFA10	-0.677166666666667
CLIC2	0.75625
RNF13	0.3225
GPR103	-1.99825
CD69	-1.436
MYOZ1	0.12625
IFNB1	0.176
CLNS1A	-0.628
CXorf45	-0.58375
ZXDB	0.5895
FUNDC2	0.27275
GPA33	-0.590375
C9orf70	0.42825
SLC2A9	-0.173
LOC126520	0.16
MAGEB1	-1.337
LCE2A	-0.0195
C18orf34	1.0815
FMNL2	-1.374
KRT85	0.66075
CRYGA	0.2705
GEM	-0.19
THAP6	-0.2711
ALKBH3	-0.128666666666667
TM6SF2	0.44925
C20orf82	3.2905
RANBP2	-0.229666666666667
LIG3	0.684
RETSAT	0.894875
OR8S1	0.6635
CAST	-0.0375
TGFBI	0.0632
C15orf37	-0.217
PGM3	-0.562
SLC4A11	-2.02475
FAM123C	1.92583333333333
TAOK1	0.9155
CISH	-0.40325
OGDHL	0.21975
SPINT2	2.076
ZNF33A	0.3835
CLDN18	0.380333333333333
RNF128	-3.099
CCDC71	-1.665
RASSF6	0.439333333333333
HSPG2	-0.6445
ATP6V0E1	2.562375
ABHD6	0.46975
CD274	1.858
GCNT1	-0.2955
NT5C1A	0.175666666666667
TM4SF5	-3.3735
C21orf58	-1.0785
SUCLA2	-0.43975
RFTN2	2.53875
SCNM1	0.375375
SLC9A10	0.4385
FUNDC1	0.06525
SLC35F4	-2.62575
AMD1	-1.159
COL6A6	2.99275
OR4K2	0.0805
TRIB2	-1.63508333333333
LOC91461	-2.1305
GHSR	0.9405
ATP8B1	2.161375
C1orf78	1.45783333333333
RNF183	-0.791666666666667
STX4	0.0654
TPPP2	-0.521625
MYBPHL	-1.602
TXNDC6	-0.3354
C9orf47	-0.616
FAM137B	0.1585
FANCB	-1.588
C11orf9	-1.87775
DPY19L1	-0.395
VDAC2	-0.534333333333333
VHL	0.4005
LMBR1	0.58175
C8orf44	2.18675
ZPBP	-0.332
FGF23	-1.61125
C21orf67	1.0365
PCNT	-1.6385
BCKDHB	-0.2114
GALNTL5	-0.04125
BET1	-0.09775
ARL13A	-0.2705
HDAC6	-0.23225
N4BP3	1.784
OTOP1	-0.0463333333333333
TTC30A	0.94425
CRISP1	0.1015
KRT32	0.149
VSTM1	0.5615
ZNF622	-0.46925
POLR3B	-0.5813
DNAJC10	0.08825
C12orf54	1.3375
ADIPOQ	1.56683333333333
RIT2	-0.00325
CD44	-1.25695
ABCA3	1.3575
RPS17	-0.31725
FEZF1	0.591
PCDHB15	-1.60275
KCNMA1	0.394818181818182
CCDC116	-1.0355
C15orf27	-1.8535
NARG2	-0.377125
ITGA5	-1.5925
MEFV	0.9055
TUT1	-0.3665
LOC541473	-0.45475
NMBR	-0.0005
GLT1D1	-2.3175
ABCB7	-1.112
PFKP	-2.81590909090909
C9orf91	0.7242
LRRC41	0.189333333333333
C1orf85	0.443833333333333
ATP5F1	-0.168
STOX1	0.56225
GFOD2	0.556
SLC25A3	-0.398
ZNF646	-0.0117
ZAR1	-1.1975
OSTbeta	-1.6975
GALNT3	1.37025
IFT122	0.7145
LDB3	0.1925
GARNL1	0.593642857142857
HOMEZ	0.246833333333333
LRRC6	3.828
ANGPTL5	-1.81025
UBAC1	-0.21525
DLEU7	-1.34275
RPL19	0.434625
TOP1MT	1.002
LOC643641	0.5425
MBD3L2	0.447
NTSR1	0.2355
WISP2	-0.3285
GPSM2	0.0865
RDH10	1.009
PRKCG	0.2215
HIST1H4J	3.0275
MON1B	0.0582
MLF1IP	-1.033
ZNF446	0.482875
COL4A5	-0.9879
SLC26A1	0.310214285714286
RGN	-2.318125
CCNB1	-0.63975
C9orf165	2.737
CCDC28B	0.2165
CCDC97	0.80725
FGR	1.7745
MSRB3	0.1052
EPN2	0.47425
COX15	-0.458166666666667
KCNK6	0.783
XK	-3.64825
GDA	-4.08025
HEPH	-0.94025
THRAP3	-0.63025
MET	-1.57807142857143
PHYHIP	0.21225
LYAR	-0.9345
ING3	-0.08325
AK7	-1.78375
CCT8L2	-0.116875
COPS7A	0.736
WSCD1	-1.483
RNF185	1.0465
TNS3	-0.41275
KNDC1	-0.3885
RWDD4A	1.12433333333333
MED13L	1.5164
ZFYVE1	-0.151125
C7orf44	-0.810666666666667
MRPL1	0.607
STGC3	-0.14625
TEAD1	-1.29966666666667
RPL7A	0.242714285714286
ARL6IP1	1.4931
C1orf178	-0.0585
CTAGE5	0.26475
TMEM184A	0.256
SLC25A14	0.8435
CACNG5	0.429
ATXN10	0.5245
ECH1	-0.0881
CCL22	1.12875
CYP2F1	-1.10316666666667
GADL1	0.0755
TMEM19	-0.3901
RUNX3	0.52675
EFNB1	0.2235
LIPN	0.3765
ACSM3	-4.318
SIGLEC8	1.6125
ASCC3L1	-0.43325
NOL8	-0.1175
RELT	-0.849333333333333
Magmas	0.2935
PPP1R15B	0.6359
C11orf2	0.0455
VKORC1	-0.442833333333333
MGC26647	-0.172
TRPM6	-0.0528333333333333
UGT2B7	-4.98066666666667
FEV	0.67425
FOXK2	1.7416
PDCD5	0.397
SLC8A1	2.2014
DGUOK	0.189666666666667
CLDN16	-0.261
GAGE1	-0.858
RBM17	0.2356
C1QTNF3	1.46925
VGLL3	0.165333333333333
UNQ5830	0.8665
CD1A	-2.32916666666667
SCGB1C1	0.2145
SUPT4H1	0.158375
TRAF5	-0.21425
ASAHL	0.45625
FAM73A	0.321
OR6B1	0.5
WHSC1	-1.17155
GFPT2	-0.1655
LOC339809	0.02825
STARD5	1.03675
SIP1	-0.78975
DNAJC15	0.5895
STAU2	1.552
FAM98A	-0.52175
RAD23B	0.78325
LRRC33	-0.71225
CHRAC1	0.07975
C21orf89	0.63825
C19orf43	0.112166666666667
KLK8	-0.618833333333333
CCNE1	-2.377
PKDREJ	0.538166666666667
SSU72	0.293
C17orf73	0.2525
GPR78	0.481
WHSC1L1	0.8824
GSTA2	-1.95925
SMUG1	0.240166666666667
UFM1	1.0748
AP3M2	1.05616666666667
USP14	0.87875
FBXL14	0.941833333333333
DSTN	0.7975
SFRS14	-0.7815
FBXO31	-0.765166666666667
C12orf40	-0.213
FRS2	1.24725
NR2E3	-0.72975
TUBB2C	-0.7405
GMPR	-0.805333333333333
C9orf139	0.0035
ING5	-0.631857142857143
LOC730092	-0.146333333333333
ORM1	-4.3465
RP11-11C5.2	-0.206
HSPD1	-0.494
PIWIL3	-0.412
C5orf13	-0.6601
OR5R1	0.223
LCOR	-0.0875
PLEKHA9	-1.183
CCDC43	-0.18575
ZNF232	-0.17175
SLC6A7	0.323
ADH5	-0.0565
SHBG	-0.896166666666667
CROCCL2	-0.8055
PANX3	-0.018
CDIPT	0.081
SLC16A5	-1.63475
TUBB	-0.65325
TOR3A	-0.1692
PREP	-0.364166666666667
ENTPD8	0.160714285714286
CHMP1B	0.47125
SYT12	1.1326
MYH6	-1.748
MAP3K13	-0.041
KLHL30	0.660166666666667
LCMT1	0.84825
EIF1AX	0.238
FOXD4L1	0.315
SLC24A5	0.739
RNF166	-0.6213
TJAP1	-0.44475
TMEM156	1.18133333333333
ZNF239	1.004
SNX19	0.1039
GKN1	0.34625
FCN1	2.0269
C1QL1	-1.775
ATP11C	-0.199875
ZNF35	0.19525
CARD8	0.748375
LIMD1	-0.967666666666667
KIAA0286	-0.765375
XRN2	-1.09316666666667
CD6	1.11916666666667
TOX3	0.46275
ZSCAN4	-1.54866666666667
RSRC1	-0.127875
COG1	0.84875
PTRF	-0.6417
C16orf35	-0.154125
FBXO24	0.896
CHST11	0.03275
THRB	-0.2563
MYBPC1	-0.557
RNF39	0.629
PSMD11	0.49875
ALAD	0.291166666666667
EN1	0.0775
SLC9A9	0.66375
GSTM4	-0.1466
CDC42BPA	-0.437421052631579
RCSD1	-0.08825
LUC7L2	-0.3153
SPTBN1	-0.5791
LOC146167	0.753
BAT5	1.2375
ZNF452	-2.4305
LSM4	-0.265875
SRP72	-0.4466
SGK269	-0.293
MTX1	0.27225
CENTA1	-0.59625
UNQ9433	0.1515
ATR	-0.330916666666667
DDX49	0.4
PAQR8	-1.17483333333333
C14orf174	-0.048
GBGT1	-0.34075
THAP1	1.94325
OR10K1	0.2815
RASIP1	-1.6435
DPYD	0.5458
DOHH	0.30075
C18orf45	1.6805
POF1B	-1.0762
ZNF552	2.4955
USP32	-0.802875
MED27	0.158833333333333
C14orf149	-0.5655
PRDX4	0.037
ABHD12	0.8768
AGT	-1.8255
SLC22A14	-0.5625
C1orf58	0.04175
PILRA	-0.6945
ABCF2	-0.391875
C17orf85	-0.4895
TKTL1	0.86025
FGF1	2.49495
IL6R	0.567666666666667
VPS25	-0.0355
CHRNB2	2.676875
COL7A1	-2.1815
LRRC48	2.137
SPG20	1.023
COX10	-0.5455
GCA	0.7085
ECEL1	1.3615
GLG1	-0.577166666666667
SRD5A2L2	-0.0035
MUTYH	-0.346
ZNF70	0.09325
L2HGDH	-0.6695
GPATCH2	0.062
ZNF655	-0.33
ZNF227	-0.142833333333333
MCOLN2	1.33533333333333
NQO2	-0.83175
KCNQ5	-0.06
NEU1	1.37633333333333
QRICH1	-0.16875
ZBTB20	-0.294666666666667
RPUSD3	-0.39675
EPGN	-2.00216666666667
TSN	0.0974166666666667
SPRY2	-2.86883333333333
LZTFL1	0.58975
GMFB	0.550125
PBEF1	-1.2043
HBG2	-2.1625
TMEM8	0.10425
PALM2-AKAP2	-0.215
NFYA	0.158
FAM108A1	0.867875
PBLD	0.18025
NRG4	-2.2935
PIGF	-0.12025
PTGER1	0.91775
NOS2A	-0.120333333333333
C21orf34	-1.222
C21orf51	0.634083333333333
IL17C	-0.1935
TRMT6	0.092
ETV2	0.733666666666667
CCDC109A	-0.22725
MYLK2	-0.789
ATP10A	0.8425
DPH4	-0.47375
C5orf5	0.0895
KCNA4	0.186166666666667
NMNAT2	0.671166666666667
GLYATL2	-0.7835
LSMD1	1.11275
IL23R	-2.504
NRF1	-0.548
MUC15	-2.26466666666667
PRDM12	-0.72
PAQR4	0.187285714285714
RBBP6	-1.2871875
IFI27	3.75875
SKAP2	-0.299
TAGAP	2.6455
TJP3	1.0975
C9orf61	-0.861
IDS	1.62014285714286
PARG	-0.00524999999999998
LOC131149	0.0715
DYRK4	1.755
MICALL1	-0.9275
GALR2	0.2025
GPBP1L1	-0.14225
TBX21	5.265
KCNJ6	0.8775
GGN	0.95475
CASP5	0.925333333333333
RNF182	-3.10675
BRD4	-0.01975
DOK4	-0.82275
SLC46A2	0.453666666666667
SOX9	-1.50875
ZNRD1	0.294166666666667
PRR6	-0.78275
FAU	-0.010375
DTNB	0.755666666666667
CARD9	0.725
STS-1	-1.13133333333333
SLC4A5	0.312625
NSBP1	-0.14525
UGCGL2	-1.8565
POTE15	1.2525
NOXA1	0.06775
RP13-347D8.3	0.282
SAMD10	-0.241166666666667
EP400NL	-1.58825
TCF21	-0.58
AMELX	0.053
JPH2	0.4107
SLA	1.872125
DLST	-2.413
SEPT12	0.0995
RGS20	-3.6145
LXN	0.322666666666667
ZNF419	-0.909875
UPK3B	-0.2285
RELL1	-0.0515
ESPNL	-1.397
KLHL21	0.471375
PI15	0.249
C2orf61	-0.7245
LOC407835	-0.546666666666667
RER1	0.453083333333333
ELAVL2	0.004
MGC26718	-2.721
KLF2	1.4465
TNFAIP8L3	0.038
TFE3	0.53625
C11orf17	-0.100625
15E1.2	-0.73875
SNRPC	-0.225
DLGAP1	3.0025
PGLYRP1	0.21725
OVCH2	0.473
IRF7	1.2448
SET	-0.51
NAB2	-0.686
LRP5L	0.44875
FAM120A	0.64225
ASCL2	1.14133333333333
SHH	-0.3205
ATP5H	1.04883333333333
THPO	-1.34333333333333
TYRP1	-3.1075
HIST1H3E	0.957333333333333
EIF2S1	-0.830833333333333
TNFRSF17	2.0335
TARSL2	-0.28425
NKX2-8	1.092
C1orf115	-1.085625
LOC56964	0.613
KIAA0841	-0.8765
ISCU	1.473
TTMA	-0.8035
ZNF414	-0.1525
LOC441150	1.259
RAB15	-0.10725
HBP1	0.611333333333333
TNNT2	-1.59116666666667
CECR5	-0.30275
PHGDH	-1.75425
JRK	0.5002
XPO4	-0.467875
FAM131C	0.501
ARHGAP25	1.33216666666667
CA9	-3.16666666666667
GPR62	1.0325
TLX1	-0.235833333333333
GPS1	0.13625
OR2M2	0.8925
BDP1	-0.315857142857143
FAM70B	-0.19525
RPS29	-0.0788333333333334
MKLN1	-0.7781
TSPAN19	-0.9555
SLC29A3	1.3066
LGALS4	-0.287166666666667
USH2A	0.325666666666667
NF1	-0.0955
APOBEC3A	2.965
IMPAD1	1.625
OLR1	1.8605
NRAP	-1.155
HCFC1R1	1.32583333333333
TAOK2	0.5835
MCM10	-1.5675
MAP4K3	-0.128333333333333
CBS	-1.094375
CLK3	-0.5366
PCDHGA5	0.881
ELF4	0.383125
FAM71A	-0.0675
C11orf49	-0.02075
CLIP2	-0.36375
BTBD9	1.0148
ZNF524	1.5195
KDELR1	-0.0136666666666667
ZNF509	1.5145
NCSTN	1.135
ZNF533	3.40742857142857
PARP4	-0.339
GALNT9	-0.1125
NPY	-2.35575
BEGAIN	-2.15816666666667
TMEM77	0.324666666666667
FOXRED1	-1.62116666666667
SLC16A2	-0.2755
SLC35B1	0.47625
GK5	-0.889333333333333
SDCCAG10	-0.66525
C4orf20	0.134
SLC9A2	-1.992
ADD1	-0.449642857142857
TAL2	-0.785
ACLY	0.3515
DNAJC1	1.839
SOST	-1.38875
USP43	-0.646833333333333
CYP4F12	-1.07275
FKBP5	1.66475
CHCHD5	0.5047
NUDT22	-0.5615
CCDC85B	-0.52625
OR51G2	1.577
STRN3	0.261357142857143
TMOD2	2.00575
FLI1	0.472
MAB21L2	-0.206333333333333
DGKQ	0.086
VPRBP	-0.1995
SCNN1B	0.203
ECHDC3	0.8318
TMEM106C	-0.50025
CSNK2A2	-0.2115
RPL39	0.5207
HERC3	0.269333333333333
ZBTB47	0.353
ZNF681	-0.4695
PAGE2	-1.85525
CLIC5	2.90057142857143
RABAC1	1.5285
ZFHX2	0.60575
YPEL1	1.11466666666667
KIAA0776	0.6105
NR1D2	-0.20975
DNAJC4	0.239125
NPNT	3.9126
ZNF677	-0.232
ZNF536	-0.87475
MEF2B	0.947833333333333
PTPN4	-0.6105
CTCFL	-5.264
STX5	0.0818333333333333
CD72	3.18725
VEGFA	-1.96052631578947
XRCC1	-0.3028
MAS1L	0.473833333333333
ELL	0.4569
SETBP1	2.037
CDH11	2.87516666666667
NDC80	0.360692307692308
DMBX1	-2.3465
NRSN1	0.503166666666667
BAT2D1	-0.167875
CDS2	0.474
C1orf212	-0.3185
SENP3	-0.632375
IL1F9	0.6015
EEF2K	-0.31525
COG8	0.0775
CEP72	-1.559
OR1L8	0.1005
MUS81	-0.970416666666667
PHYH	0.453625
GGT6	-0.567
C22orf23	-0.160333333333333
C13orf33	2.22675
MAPK8IP2	2.395
NELL2	1.22925
POU3F2	-2.74366666666667
ALPK1	1.0575
MRPS18C	0.023
RPLP2	0.200625
FGF22	-0.302
SPNS1	-0.126333333333333
ZFP1	-0.17525
IL1RAPL1	1.42025
PCSK9	-3.15683333333333
NKX2-1	-0.115833333333333
C6orf189	1.2655
SP4	-0.218
SLC11A1	0.8368
C21orf25	-0.682666666666667
ICAM2	0.587
SH3GL1	-0.700666666666667
GSK3B	-0.596166666666667
RALB	0.060375
PDXP	-0.835333333333333
GNGT1	2.37725
KIR2DL1	0.9055
TNFAIP3	-0.0679166666666666
C6orf32	0.2537
CBLN2	1.47475
PANK3	0.670625
TAAR9	-0.141
WDR82	-0.497071428571429
APOM	-3.8415
TRIP10	-1.1525
SPATA16	0.723666666666667
C1orf135	-0.45925
USP51	-0.57675
TESK1	1.16425
C11orf64	-0.12575
ZNF611	-0.172
PDE6G	0.2735
HLA-DQA1	4.0315
GCLC	0.937625
SEC61A1	0.367071428571429
TWSG1	0.3295
ZMYND10	2.25975
CTDP1	0.159625
ADAMTS6	-0.635
SLIT1	-1.7645
KRT86	-1.4435
KIAA0574	-1.55325
GTPBP2	-0.7309
PQLC3	0.73575
PRRX2	0.541833333333333
C15orf44	0.0521666666666667
MKKS	-0.317125
C11orf10	0.02225
GPR110	0.851375
CD109	-1.36266666666667
ADCY1	0.369
RHBG	-2.441
TP53I3	-0.70525
SLC22A3	-2.2419
UCP2	-0.69525
FOXG1	-2.45183333333333
OR2AG1	0.1455
TRIM24	-1.4805
PROC	-3.15925
TAAR6	0.469
AMTN	-0.298
C10orf47	0.773666666666667
DEPDC1	-1.366
FLJ45557	6.15575
ZDHHC17	0.476
KIAA1429	0.932
KCNH1	0.66925
VNN3	-0.11975
PSMAL	1.297
PPARD	0.529125
HFM1	-0.389
YBX1	-0.888333333333333
ZNF695	-0.40075
SCTR	-0.069
DCDC1	0.8755
VPS26B	-0.1227
MTF2	-1.62383333333333
ATP6V1F	0.30825
CCDC94	0.0115
PERF15	-0.249
CCL11	4.53125
LMO7	-0.6415
DCST1	1.093
ADRBK1	0.448375
CDRT4	-0.829
ZNF84	-1.43825
HOXD8	1.6785
STARD8	-0.382166666666667
FOXP2	-1.727125
CCDC103	0.978
POLR3A	-0.9205
GSC	-0.292833333333333
ZNF114	-3.5545
HTR7P	0.1715
LALBA	0.08
RMND5A	0.387166666666667
PSCD2	-0.16475
ZNF409	-0.07
KRTAP1-3	-0.286333333333333
MAF1	0.99
LOC201725	-0.623666666666667
NRN1	-2.677
SPAG5	-0.818
DNAH7	0.807333333333333
FLJ43860	0.502
BRCA2	-0.04025
ACADM	-0.489125
CXXC6	-3.912
RAGE	-1.53025
CHMP2A	0.824
FAM8A1	0.2726
GPR21	0.2345
SLC12A3	-2.49466666666667
FVT1	1.31878571428571
ZDHHC7	-0.542125
FLJ44048	0.237333333333333
SLC44A3	0.688833333333333
SDSL	0.0586666666666667
MMP8	-0.90975
PLA2G12B	-3.32383333333333
ACY1	-1.13475
MT1E	1.86566666666667
OR4K15	0.01
TECTB	-0.7375
GPR20	-0.327625
IRAK2	-0.2325
RFPL3	1.467625
MYO9A	0.02975
NARG1L	-0.3475
BLMH	0.486375
CCDC3	2.576
C9orf21	-0.143166666666667
KIAA0513	0.922833333333333
MIER2	0.25825
PNMA2	-2.01183333333333
SH3BP2	0.6958
ANXA10	-0.01725
RTN2	1.29716666666667
TFB1M	-1.8575
PRPH2	1.69375
C14orf133	-0.686
GOLGB1	-0.143666666666667
IRX4	-0.55875
NFKBIL1	0.788333333333333
C10orf62	-0.16075
APBB3	0.42225
RPS10	0.4839
LOC728378	0.66425
TLE3	0.634333333333333
PSMB7	0.383375
MESDC1	0.4835
SLC6A1	0.626833333333333
OCLN	0.763333333333333
PTTG3	-0.293
NAGLU	-0.1085
SERTAD4	1.457875
SPRY1	0.0205
FLJ10781	0.626583333333333
MYSM1	-0.05075
TRIM4	0.403357142857143
SH3YL1	-0.04675
TREM2	3.89516666666667
SERPINI1	1.88225
HDHD3	0.40625
TMEM38A	0.365625
EID2B	0.1535
TDRD3	0.201166666666667
SEDLP	-0.382
THSD7A	1.0805
NDST3	-3.75
KLHL15	-0.226916666666667
DHRS12	1.9545
FBXO9	0.650071428571429
TNPO1	-0.25275
MRPL13	1.518
SNX5	-1.6575
METTL6	0.15225
SOD1	0.747375
CHML	-2.31066666666667
PACS1	-0.182625
SIRT5	0.7051
CAPN2	-0.0795
FXYD5	-0.718
TWISTNB	-0.403125
LRFN1	0.245333333333333
UBE1L	1.40825
UBE1C	0.24825
OR51B2	-0.2275
OR4D11	-0.0835
C15orf2	0.2085
NR4A1	-0.734833333333333
LOC339047	-2.372
TRIM17	-0.24075
ATP5G3	-0.129142857142857
RPL15	-0.81375
ADAMTS8	-0.4105
HOXC4	-0.772
C14orf37	1.273
CEACAM5	-1.564375
MYT1L	-0.0906666666666667
RASA2	-0.805375
OSBPL7	-0.767
STAG1	-0.2615
GIMAP4	4.50016666666667
FUT3	0.371333333333333
PIF1	-1.782875
LPIN2	0.5095
SH3PX3	0.6895
PDP2	0.33975
PAPD1	-0.59325
ERP27	-0.949
APOOL	0.8324
DIABLO	-0.53275
TRHR	0.585625
ARMC9	-0.167125
RNF152	2.91025
SLITRK3	-0.0853333333333333
ZNF211	-0.6231
PFDN1	0.109375
RGS11	0.516625
HS6ST1	0.491
AKR1D1	-4.7095
TNP2	0.501333333333333
STK31	0.587333333333333
EML4	-0.961
SGTA	-0.328
HIST1H2BI	0.253666666666667
PSMD6	-1.61933333333333
KIAA1257	0.35725
C18orf55	1.25666666666667
FLJ20273	2.30175
RPL28	-0.9055
EPYC	3.216125
NOX3	-0.0935
ELAC1	1.222
METT11D1	-0.641
BIN2	0.2725
NACA2	-0.5375
CCDC17	-1.34725
HM13	0.5021
UBOX5	-0.473375
UBE2O	-0.042625
UBL5	0.63425
APOLD1	0.22775
C9orf31	0.25625
TNFSF8	0.6275
ARHGAP29	-1.09225
PROKR2	0.34
PDE5A	-1.29666666666667
C6orf12	-0.84
TOM1L1	0.4915
WHDC1	0.74
FOXI1	0.590833333333333
RAB4A	-0.323
TMEM39B	-0.62775
ATPBD1C	0.35375
FARSA	-0.2545
PLEKHG5	0.31275
CMAS	0.220166666666667
OR7E24	-0.15
SLC30A1	-0.48825
CDC42EP5	-0.208333333333333
PLAC1	0.46075
KLHL18	-0.265916666666667
LBA1	0.6439
TAZ	-0.55925
CRIP2	0.2985
BTBD11	-1.45766666666667
C16orf72	0.9185
DIO2	3.0124
LRRCC1	1.63283333333333
CCDC136	-1.675
PRX	0.0935
RBM5	-1.1139
TMEM85	0.287
TUBGCP4	-0.475166666666667
APLN	1.78275
CDK7	0.645833333333333
SSR2	0.74325
CRELD1	0.21075
C19orf46	3.3555
GAL3ST4	0.4755
KBTBD10	1.555
IL28A	0.72125
WDR27	-1.548
MCM2	-1.384
SOX14	0.8095
FLJ39743	0.5335
KIAA0922	-1.08825
HIPK4	-0.52
FLJ25758	0.3385
C16orf57	-0.391416666666667
PDZD2	-0.02325
MCC	-0.059875
