Hybridization REF	TCGA-E2-A15J-01A-11R-A12P-07
EIF2B1	-0.0795
OMP	0.439
GSTZ1	0.87825
LOC92017	0.44125
ISLR2	0.5555
C12orf36	0.4165
GATA2	-0.0378333333333333
GABRA5	-2.7715
CELSR2	-0.241428571428571
STAM2	0.3983
TNAP	-0.888
PTPMT1	-0.794333333333333
GRP	6.48575
SV2A	-1.7115
MAGEA12	-4.086
CACNG1	1.4395
C18orf19	-0.9095
GSG1	-0.935833333333333
PTPRJ	-0.190928571428571
FRMPD1	0.386
ZNF668	0.8195
PLEKHJ1	-0.2835
ADAT1	-0.8912
TMEM50A	0.4245
UCN3	0.3565
HOOK1	0.97425
IL17B	-1.0165
MLKL	-1.94183333333333
TTC14	-0.2765
KLHL5	-0.0365
CRYL1	0.692666666666667
FOXH1	0.0245
NFYB	-0.345
PPM1G	-0.12525
GOLGA2LY1	-1.82375
NMT1	-0.532375
HADHA	-0.1641
CHSY-2	1.941
PLEKHF1	0.105285714285714
SAGE1	-3.082
MUSTN1	-0.18875
SUHW4	2.14225
TFEB	1.757
ZFYVE27	-0.1385
ATG12	-0.728666666666667
BMI1	1.32285714285714
ZIM3	0.68775
MYH4	0.0965
MASP1	-1.66625
KIAA0984	1.6695
RPAP2	-0.09425
ASB5	0.171
BOLA3	-0.966166666666667
MIA3	1.45066666666667
KRT35	0.475
KIR3DL3	-1.27
MRPL51	-0.975
SEMA3F	1.68716666666667
NDUFB2	-0.144
LOC253012	2.9715
FAM46C	-2.2592
G6PC	-3.309
CSAG3A	-4.51133333333333
PREX1	0.7905
SLC25A45	0.595125
MAPKBP1	0.2057
CPE	-1.0793
GNB1	-0.800125
CXCR6	0.6075
TRIM46	0.632
C16orf3	1.021
HPSE	-0.186375
TIGD3	-0.2015
SPG3A	0.07725
LCAT	-1.86116666666667
ST6GAL1	-0.410333333333333
POMC	-0.2545
FLJ36031	0.119666666666667
NSMAF	-0.223833333333333
SKIL	0.684
ADSS	1.34566666666667
HMGCS1	-2.4932
POLR3F	-0.244333333333333
RAB10	0.438
ZNF277P	-0.6025
ZBTB7B	1.55525
DHRS1	0.52375
ABCC13	0.576166666666667
CNOT3	0.4135
NFKBIA	1.80175
GAK	0.703166666666667
SFT2D2	0.778833333333333
HOXA6	0.1555
CRTC1	0.939875
LY6D	-1.48616666666667
C20orf72	-1.29966666666667
CPT1A	-0.7145
LMO1	-0.229
EIF3I	0.04325
PRB4	0.40375
MCM3APAS	-1.7195
C20orf132	-0.7882
FOXF2	-3.98825
S100A12	0.05425
MLH1	-0.592666666666667
ACTN1	0.5937
MRPL36	-0.4415
C20orf106	-1.2705
FBXO6	1.79116666666667
MKS1	0.2825
CX3CR1	-1.112875
PDE1B	-0.1255
PLP1	-4.81675
KISS1	0.173333333333333
C14orf2	-0.15
TBC1D3P2	-0.358
COMMD6	1.5015
ANKRD7	-1.8605
PTCHD1	-3.091
NARS2	0.01025
DOCK7	-0.916875
FAM127B	-0.289875
LOC390243	-0.258833333333333
N6AMT2	0.978
ZNF391	-0.391
DNAJB14	-0.535833333333333
WRB	-0.232375
BPI	-1.14616666666667
TTC4	-0.287833333333333
FAM10A5	0.192
GOT1L1	0.6606
MAGED1	-0.418375
RESP18	0.98225
WFDC6	2.00375
MT2A	-1.8085
C11orf56	0.2305
KIAA1432	0.5525
ROR1	-1.717625
HSD17B14	0.717333333333333
ZFAND2B	0.418875
SAMD4B	0.66875
HEXA	-0.058
HNRNPU	0.0704090909090909
USP39	-0.49875
NRD1	-0.108
R3HDML	0.17175
FLT4	0.5245
OMG	-0.1178
OR52N4	0.326
LOC399818	-0.9935
ELA2	-2.04175
VENTXP1	1.99
RFC5	-1.9285
OR52L1	0.869
PAX5	0.209
FBXO2	-1.071
GMEB1	-0.118
AKT3	-1.60033333333333
CRB1	-0.661166666666667
CTTN	0.653166666666667
UTP15	-0.234166666666667
HSBP1	-0.774083333333333
PHF11	1.783
NDEL1	0.608833333333333
USP8	-0.01475
BAIAP2	0.169875
SI	1.002
ARSJ	0.568333333333333
BAAT	-2.9985
KCNS3	4.57666666666667
LOC126147	-0.360666666666667
TMEM37	0.01875
C1orf162	2.241
MBD1	0.0439
ITGAL	-0.355833333333333
WDR73	-0.1935
GKN2	0.542
ARFGAP1	-0.65525
SLC5A8	6.089
ZBTB40	0.1226
CYP4B1	3.135
LYPLAL1	0.7625
CHST3	-1.29275
MAP3K9	0.2765
BTAF1	-0.7385
TFAP2E	-0.1445
RBM35B	-0.25
LOC441251	-0.581333333333333
ANKRD25	-1.20988888888889
UQCRC2	0.258
MAEA	0.267083333333333
HYAL1	-3.2529
RNPEPL1	0.7625
CPSF2	0.15175
PSD3	0.4052
ABCA13	-1.05257142857143
AGR2	0.26125
GBX1	-0.5995
HDLBP	0.9245
ACY3	-0.6955
HECW1	-1.04
ZNF519	-1.6035
HOPX	2.771375
ZNF304	0.571625
OR12D3	-0.2845
FKSG43	0.39025
METTL1	0.43175
MFSD3	0.9709
PSPH	-1.6915
CLCA3	-0.7755
DARS2	-0.0693333333333333
CDC25A	-2.49366666666667
BAIAP2L1	-0.17825
B3GNT5	-1.755
USP29	0.224
ARHGEF10L	0.5177
ATOX1	-0.209125
ADAM30	0.376
DNASE1	-0.78725
STT3A	0.794
RAB6IP1	-0.36275
PTN	-1.4937
C1orf106	-2.753
HECA	1.14875
RNF122	-0.51325
SLC22A18AS	1.49266666666667
GNG8	0.326166666666667
ELP4	-0.3045
FAM65A	0.00566666666666667
RPL10A	0.590333333333333
IRS4	0.274
MACF1	-0.0871
SEC24D	0.5075
LOC374395	0.846
TGFB2	0.347125
MDFIC	-0.82975
CHRNE	0.552666666666667
PCMTD2	-0.0783333333333333
ATP6V0D1	-0.00750000000000001
MTA2	0.6055
LZTR1	0.0985
RAP1A	-0.308
AXIN1	0.63175
POLR1C	0.07425
TRIO	0.174916666666667
PLXNA4A	-0.183416666666667
C5orf33	-0.32325
DEPDC1B	-3.089375
ZNF473	-0.0881666666666667
MTM1	0.979875
GPR107	0.195166666666667
CSNK1A1L	0.032
FLJ14154	0.82625
NLRC4	2.8405
ENPP4	1.4104
PADI3	0.3395
RNF170	-1.141125
CG018	0.696166666666667
C16orf7	-0.5305
KCNE1	0.3115
NRM	-1.19616666666667
SLC37A3	-0.411785714285714
TPD52L2	-0.902333333333333
UNC5B	1.967
C12orf12	0.2586
SDHB	-0.6185
CLRN1	0.234625
NUDT10	-2.10083333333333
UGT3A1	0.211285714285714
FBXW8	0.571375
RHOF	-1.19925
PTPLAD1	-0.645625
MYO3B	-0.492
DERA	-1.0765
TPP2	-0.765
C19orf53	0.3675
GINS3	-2.055625
ST6GALNAC5	0.9075
CHSY1	-0.554
MGC15705	-0.119
GPR83	0.947
EXT2	-0.688125
DOLK	0.3435
TUBAL3	3.33575
ACVRL1	1.6149
ABL2	0.1425
C14orf156	-0.786333333333333
PTPRZ1	-4.199375
DIP2C	-0.37825
LAMP1	0.76075
RXRA	-0.6284
MAP3K5	2.23675
ALKBH1	0.353
PDLIM7	-0.090625
ARL14	-2.8375
SNIP1	-0.2555
TIMP3	2.74358333333333
RGS3	-0.0895
SPAG16	-2.3493
ABHD4	0.28975
ARHGEF12	1.39891666666667
GLUD2	0.078
RAC2	-0.4547
UAP1L1	-0.2885
SLC18A3	0.1495
YOD1	-2.34008333333333
RALY	0.0655
HMOX2	0.973875
DGKH	-0.64975
DBNDD2	2.6755
YIPF4	0.27275
THAP10	-0.65175
ZNF513	1.37425
HAGHL	1.45383333333333
ITGB4	1.15433333333333
CCDC141	-2.34
YTHDF3	0.84525
C5orf28	0.42875
RPL7L1	-0.613625
TMEM30B	1.78985714285714
ANKRD35	-0.1185
DUOXA2	0.321
TBC1D5	0.27375
DFNB59	1.011
HRH4	1.01425
MYO6	3.6336
DNAJA4	1.336
RBM24	-2.084125
CEACAM20	-0.534
RBM23	0.258142857142857
NGFB	0.2075
C1orf63	-0.5546
KRTAP7-1	1.3065
PERLD1	1.49375
NPB	0.5285
C17orf59	0.8588
HSPBAP1	-0.431
SLC15A4	-0.164
PRTFDC1	-2.11275
OSMR	-0.449571428571429
CYSLTR2	-0.7975
C19orf25	0.8898
KIAA1797	0.0695
NLRP6	-0.289
FAM105B	-0.1729
SCRN2	0.170833333333333
LRRC58	-1.0725
RNF17	0.33025
NEIL3	-2.36
FAM137A	-2.35825
SKP2	-3.5485
PARVA	0.852916666666667
PKLR	-1.828
RNF34	0.147375
A3GALT2	0.08375
C12orf50	0.175166666666667
SUNC1	-2.02175
FAM102B	0.601833333333333
CCT2	-1.299
LRRC37A2	-0.941
ARF4	0.459
SIKE	-0.670875
C8orf48	1.30433333333333
MBTPS1	-0.427
GPSN2	-0.295
NCF2	1.88
SLC12A6	-0.328
MRPL48	-0.55725
HMGN3	-0.394166666666667
LRRC62	-1.139
PAX9	2.140125
FAM55A	-0.6515
C20orf42	-4.15233333333333
SCML2	-2.3888
BCL9	0.59775
FAM40A	0.105
C9orf41	-0.346833333333333
ZNF774	-0.276
LETM1	-0.6165
PLXNB1	1.05883333333333
NIPSNAP1	0.454375
USP10	-1.45625
F9	0.5085
LIPE	1.3325
CNGB3	0.1425
C12orf52	0.218875
PI4K2A	-0.123625
MED8	0.03525
STAT4	-0.4694
FGD4	-1.09433333333333
RNF145	-2.62766666666667
WDR32	0.3072
CLDN2	0.204333333333333
TCEAL8	0.4325
ZMYND8	-0.6309
PDXK	-0.5325625
GATAD2A	-0.20325
PTGES3	-0.801
CCM2	-0.56075
TAP1	1.148125
ZNF670	-1.01725
ETS2	0.498642857142857
C6orf166	-0.439333333333333
PRMT2	-0.121071428571429
OR4B1	-0.00800000000000001
INTS8	0.0785
CCDC102A	0.171
CCDC83	-2.93933333333333
ITGA1	-0.8433
EPHA5	-2.278625
FAM24B	-0.965166666666667
TSGA10	3.369
HAL	-1.5625
MYOT	-1.05125
SPACA3	-0.24775
BCL2L2	-0.205166666666667
CUGBP2	-1.7485
CCNB3	1.842
RNF113B	-0.05525
MERTK	0.1935
BAG1	1.16675
VPS36	-0.02075
ORMDL3	0.3995
C1orf190	-0.4455
ZNF625	-0.45875
CORO2B	-2.52275
ALOX15	-0.292
CST1	-0.5325
NUPR1	1.79016666666667
CCL7	0.314
SMCR5	-2.486
DSC2	1.469
RBMS2	0.34525
GRIK4	0.001
TRIM65	0.0513
TMPRSS6	2.16214285714286
TP53INP2	-0.64225
GLB1L	-0.2285
LOC388284	0.455833333333333
PUS1	-0.140571428571429
BCL9L	0.464
OLFM1	-0.19125
RET	4.161875
MASTL	-2.105
ALX3	0.247
IL1RL1	-0.294
ZNF765	-0.7783
C14orf138	-0.59475
SNX10	-2.6355
TAC4	0.4895
C1orf64	-0.2445
POGK	1.333375
MAPK9	0.64525
ZNF366	2.84375
C8orf79	2.1666
CLDN7	2.627625
OR5AT1	0.7075
TRIM37	-2.04625
LRRC25	2.482
GRHL2	2.9576
TEKT3	1.0085
LASS5	-0.0751666666666667
ABCC4	-2.83533333333333
DLG3	0.801625
VGLL1	-0.15475
ZFP36L2	1.8695
MFRP	-0.011
KIAA1799	0.2185
FLJ44379	2.348
PCNX	-0.99375
ANXA9	2.9865
CYP4V2	1.7667
PIK3C2A	0.0325
SRR	1.053
NOL3	-0.44075
IFITM2	1.5415
ARNTL2	-2.98425
ZNF595	0.49125
NLRP13	0.1955
ASPH	-0.057
CPA2	0.08
PVRIG	-2.27066666666667
LEPR	-0.613833333333333
C16orf42	0.907833333333333
SH3BGRL	2.75375
FAM77D	0.0913333333333333
FNDC7	0.391
C9orf6	0.2795
NOTCH2NL	0.544166666666667
PGBD1	-0.857833333333333
SYNGR2	1.3975
PITPNA	-0.149125
PRPF4B	-0.2696
SLC43A3	-1.71785714285714
NRBP1	0.24875
SLC25A22	0.77275
ILK	0.46825
SLC22A8	0.443833333333333
MRPS7	-0.44725
PITX2	-1.5495
FABP3	0.680375
OR1L1	1.214
LOC728215	-0.45275
BLID	-2.959
KIAA1217	2.33876470588235
TFPT	-0.1885
AP4B1	-0.61825
VBP1	-1.52175
OR1K1	0.36
MORC3	0.11725
BHMT2	-2.25933333333333
C3orf10	0.55825
FZD7	-0.170333333333333
WFDC10A	0.627
PMS2CL	-0.632375
CCDC32	0.586333333333333
FA2H	-3.865
ALG13	0.338
TTLL7	-1.4298
SPOCK3	-0.30525
SLC13A2	1.029
AIM1	-2.62175
GPRC6A	-0.026
EGR2	2.63525
MED11	0.97025
WWC1	0.961
SH3GL3	-4.86725
RIF1	-0.931714285714286
PRLH	0.0795
VLDLR	-0.865
DBT	0.609375
C21orf63	1.78525
CGGBP1	-0.708
KRTAP12-2	0.278
TADA3L	-0.2005
ZBTB16	3.551
PDGFB	1.301875
RFX1	0.523125
UQCRB	0.5619
LOC133874	-1.012
HPS3	-2.4595
LGALS3BP	0.5928
DKFZP564O0823	0.917428571428571
MRFAP1L1	0.3915
HOXA10	-2.26766666666667
NGB	-0.1355
KIF21A	-0.411538461538462
IFLTD1	0.5885
LZTS1	-0.941375
ARHGEF3	0.76375
RHBDL3	1.1705
CSNK1G2	0.037
ChGn	-2.4585
KIAA1244	2.52966666666667
GABRB2	0.381
MGC72080	-0.843
CD27	1.09175
EGLN1	-1.9103
PEX13	0.946
RWDD3	-0.10675
RNF12	-0.7015
GRIN2B	0.241
ADAMTS14	-0.2325
DYDC2	2.84533333333333
ATP6AP1	0.2833
NR1H2	0.392833333333333
PDK2	0.1385
C3orf17	-0.113166666666667
SLC38A2	-0.3915
SLC25A29	-0.0936666666666667
C15orf29	0.190875
ADAM9	-2.32833333333333
TMUB2	0.5975
GPR176	-0.6225
AGK	-0.479571428571429
MCCD1	-0.01875
NDUFA4	-0.59875
TMEM146	0.08275
DUSP1	1.347875
UNQ6975	0.775
EMX2OS	2.49375
INSM2	0.0675
LUZP4	-0.249
SETD6	-0.90925
P2RY2	1.25825
SLC45A2	-2.277
RABGAP1	0.243
UBXD5	1.015625
GPRC5A	1.9234
PAK3	-0.802166666666667
LOC63920	-0.50925
TGFBR1	-0.0285
KRTAP6-3	0.216
SFMBT2	-1.42125
CDC42	-0.4495625
C11orf35	1.438
TTLL2	0.13425
UACA	0.0708333333333333
CD97	-1.1738
SETD5	-0.645875
NINJ2	-1.2685
PTER	1.28416666666667
POMGNT1	0.74425
KRTAP4-2	-0.445
ECGF1	3.140625
HRB	-0.319272727272727
ATP1B2	-0.2647
LOC400506	0.586
COL4A3BP	-0.37675
C6orf97	2.19375
GRHPR	0.71425
TAS2R1	0.4135
SEMA7A	-1.36625
EDF1	0.22725
ODF2L	0.7051
PCID2	-1.19783333333333
GTF2H4	-0.217833333333333
ZCCHC3	-0.89575
CGB2	-0.1205
NEUROD1	-0.31975
C20orf75	-0.227
RP5-1054A22.3	0.138833333333333
IFNA5	-0.278
ZNF134	0.309333333333333
MGC119295	-0.9768
ZSWIM6	0.532375
SMEK1	-0.0721666666666667
PCGF2	0.59025
C1orf102	3.13375
CYP2A13	1.0375
KCNH6	-1.0556
MDM1	0.6018
ALDH7A1	0.183
C9orf75	1.7135
VDAC3	-1.64375
OR51T1	0.2625
EIF3F	0.151583333333333
KCNJ10	-1.22125
LENG8	0.399
EDEM2	0.0648333333333333
CCNJL	-0.4175
DHX37	-0.2075
CRYGN	-0.3125
AATF	-0.406375
ZNF630	1.17725
E2F5	0.696
WFDC13	-1.07433333333333
FTSJ3	-0.800166666666667
C4orf33	0.39325
LHFPL4	-2.96575
C19orf56	0.0126666666666667
SMAD4	0.062875
AFM	-0.9482
G0S2	-1.716
FCHSD2	-0.4196
RRP1B	-0.9879
EEF1B2	0.238833333333333
STAT6	0.9845
ZNF195	-0.4205
GNL1	-0.774333333333333
ZNRF2	1.223
PER3	-1.442625
ASB16	1.02575
C10orf10	0.879285714285714
ADCY8	-3.2435
C9orf58	-0.9285
ARMC10	0.1585
PSG1	-0.652
DHX34	0.1915
VARS2	0.113125
NFIC	1.12825
ITPR2	0.0235
AGXT2	0.121333333333333
OR6K3	0.2905
H2AFZ	-1.45041666666667
MLLT3	0.3695
COX4I2	1.8595
CCNT2	0.11425
PLK4	-2.31225
NUMBL	-0.332833333333333
MED16	0.574
PLEKHQ1	0.39
GOSR1	0.0728333333333333
BTG4	-0.3965
RPL30	0.86275
IGSF5	-0.28875
IGFL2	0.687333333333333
ELMOD2	0.889166666666667
SHC3	-0.8015
HAVCR1	-0.7695
DYNC2H1	0.502125
RNF5	-0.587666666666667
C2orf7	-0.16325
NLF1	1.831
KLHL25	0.2625
LRP10	1.1465
KRI1	-0.18
PUS7L	-0.101
MGMT	1.25675
HOXD1	-1.461
CSH1	0.3379
ATG16L2	-0.8675
FLJ44635	1.131
CHODL	-1.03425
EXOSC8	-1.5895
SLC28A1	-0.024
MYO7B	-1.054
SEH1L	-0.0347
MTNR1A	0.737833333333333
TSPAN5	-0.749666666666667
CDC45L	-3.63033333333333
AMIGO1	0.558
ATAD3A	-0.884375
OSGIN2	0.707
PDIK1L	0.617833333333333
DARC	1.225875
PIPSL	0.4925
SHMT1	-0.4225
CRISP3	0.428
POPDC2	1.23433333333333
ZRANB2	-1.24883333333333
FBXL8	0.88225
TRIP13	-2.77836363636364
EIF5AL1	0.1145
POU5F1P3	-4.61733333333333
IL6	-3.83183333333333
CXorf38	-0.469
IFNA16	-0.487
FBXL2	1.7365
BRD1	0.79425
STATH	0.42225
FBXO44	0.597
MCCC2	1.80825
CDC2	-1.8224
C5orf23	-2.5855
IVD	0.822333333333333
C10orf122	-1.319
MSL3L1	-0.2732
MVP	1.265
EPOR	-0.0863
ZMYM1	-0.325333333333333
BCL7C	0.784333333333333
PSTPIP2	1.6803
LYPD1	-2.260625
OR8G5	0.031
ZP3	1.07033333333333
BCAS4	0.9555
EDG6	-0.0205
ISY1	-0.50925
PRAMEF2	-1.59675
CUL1	-0.339
RNF213	1.0004
CCRK	1.55925
DHX9	-0.121125
C13orf29	-0.2035
NCKAP1	0.7175
MRPL43	0.9565
XPR1	1.01175
PKN2	0.5905
PODNL1	0.211
ZNF333	0.43825
DALRD3	1.58875
OPN1SW	0.118
BTBD6	-0.20625
C11orf82	-2.399
OR5P3	-0.376
DUSP11	0.02725
L1CAM	-1.8559
NEK11	2.70016666666667
OR7E91P	1.2145
CNTN3	2.4421
CREB3L2	-0.0395
ZBTB37	0.4705
KIAA1324L	-0.46525
NDUFB10	0.262333333333333
NUDT2	0.1165
GTPBP8	-1.061
CACNA1D	3.092125
PRKAA2	1.50233333333333
PRDM8	0.3415
MGC16075	-1.851
KRT14	-1.62128571428571
PP8961	0.95075
MRPL18	-0.55625
ABCG2	-2.7805
PACRG	1.08225
BBS2	-0.21475
KREMEN2	-1.3415
FBXO21	0.424
HNRPUL1	0.17625
GRB10	-1.34075
CLSTN1	1.0695
LMAN2	0.2026
C17orf61	-0.00575
NIPSNAP3A	0.71225
INSIG2	-1.55316666666667
PCDHB7	-0.793833333333333
STXBP2	1.1155
CMAH	1.89209090909091
SEMA5B	-0.56825
ZNF155	-0.157833333333333
COQ6	0.4935
PRPF4	-0.30125
TSPAN15	3.2069
VN1R5	0.673
LATS2	-0.7395
SELK	-0.16775
PGK2	0.21875
MS4A1	-1.8615
TYW3	-0.459
KRTAP5-1	1.536
RCCD1	-1.30116666666667
BTN1A1	-0.08925
DDX28	-0.482
TMEM65	-0.839625
LOC92345	0.372
TTC31	-0.4875
WDR46	-0.602166666666667
CHP2	-2.34866666666667
LSP1	0.237375
ZNF542	0.85475
EXOSC1	0.0755
ARHGAP18	0.544166666666667
LRRTM4	-1.5865
MAOB	5.01125
CACNB4	-2.082
MGC33846	0.197625
RANBP3L	-1.32025
ATP5L	0.11075
ONECUT1	-3.8945
NUDT9	1.0335
TMEM149	-0.204
STX17	0.338
IGSF10	-4.84925
TMPRSS9	0.2
BMPR2	0.213833333333333
ALLC	0.31825
KLF7	-0.037
GCC1	0.4251
TIMM9	-0.09225
CDO1	-1.41316666666667
MGC10701	-1.157
IFI6	1.18066666666667
FRMD8	0.51025
MGAT2	-0.325
WBP5	-0.614333333333333
CNIH2	0.83725
KIAA0907	-0.6739
KCNH8	-0.853
CTSG	-3.69775
GRIK1	-0.9145
CUL5	0.62675
FRMD1	0.6565
OR9A4	0.173
SYT6	-1.177375
FOXD4L2	1.04525
ANAPC2	0.173833333333333
OPN5	-0.00150000000000006
TAF13	0.3325
LYG2	-0.75925
GGNBP1	0.03
C11orf40	-0.0625
OTX2	-1.658
REG4	-0.7248
EIF5	-1.003375
PALB2	-0.21725
SEPSECS	0.4598
RNASE3	-0.18775
TRIM49	-1.683
POLR2K	1.0578
GPR42	0.2515
C8B	-2.53225
SASS6	-0.584
PREB	-0.2415
OR3A3	0.316
TUBA8	0.294375
IGLV2-14	-2.816
STIL	-2.498
ANKFN1	-0.762666666666667
NME7	0.16625
HOXC12	-3.49925
UBE2C	-1.901125
FHOD1	-0.759875
CDK2AP1	-0.08525
OR6K2	0.354
DHPS	-0.0425
RPL5	0.348916666666667
TRGV5	1.051
LOC541472	0.193
HCCS	-0.2017
DENND1B	1.654
LHX3	-0.248
OR5D16	0.3175
CXorf57	-3.3495
IRF2BP1	0.9055
NDST2	0.576166666666667
LCE3D	0.293
BOLL	0.620833333333333
SYT3	-0.66175
PIH1D2	1.539
C20orf7	-0.742833333333333
IL1R2	-1.52866666666667
SLAMF9	0.416
PPME1	-0.587625
PIK3CA	-0.41075
TRAPPC1	0.556125
COLEC10	-1.047
SLC9A6	-3.29816666666667
PDDC1	0.0415
CCDC53	-0.64375
GK3P	-0.89425
DAZL	-1.18925
BRI3	-0.588
SDK1	0.567875
CYP2C18	0.02525
IFI44L	2.4965
RPL3L	0.8835
FUT9	-1.205
KIFC2	0.629333333333333
PMP2	-0.783166666666667
SLC4A9	-0.1635
PLAG1	-2.056
MYCBP2	-0.5225
OR4E2	0.9525
CCDC65	2.16775
C16orf82	-0.012375
ENTPD4	-0.384875
BRP44L	-0.439125
PMP22CD	-0.31
TMCO4	1.32133333333333
KCNN1	-1.0255
WDR35	0.80325
CCDC80	0.4635
C3orf31	-0.70375
SLC7A9	-0.738
TMEM190	1.694
DBC1	-3.49883333333333
FADS3	-0.29
PDZD8	0.078
GRM5	0.473375
AZGP1	3.4584
PEX3	0.084
MED1	-0.539571428571428
ATG4C	-1.14083333333333
HNRPH3	-1.239125
FAM109B	2.432
C4orf17	-0.9655
CA10	-0.6275
OPRD1	0.319
CCL16	-1.63925
SACM1L	-0.55575
CST6	4.955
CD63	0.37475
LGI1	-2.432
ZNF784	1.36825
CRYBB1	-1.164
CX3CL1	1.58975
TOP2A	-2.56825
GYPB	-3.172
GADD45GIP1	-0.71925
FEN1	-2.03325
IGF1R	0.887
WDR72	0.7605
PURG	-2.6265
DEFB126	0.226666666666667
PKD1L1	0.81725
CAV1	-3.433
GNPDA2	0.2931
DGAT2	0.346625
NLGN1	-5.42333333333333
STRBP	0.158
HPRT1	-1.00866666666667
FANCI	-2.291375
PSMA7	-0.52725
DBF4B	-1.15083333333333
TTF1	-0.68625
RAD54L	-2.52975
ELOF1	0.337
PLAGL2	-0.682375
ZNF256	-0.068
HMGCL	1.3205
MSI2	0.205
RPESP	5.77533333333333
C11orf60	1.169
ABCD1	-0.064
ACAA1	0.6553
SPARCL1	4.63135714285714
IL6ST	1.5661
ZNF319	-0.62575
TMEM109	-0.3533
FAM90A1	-0.136166666666667
IL22RA1	-1.4125
ATP4B	-0.388
TEC	-1.076
C7orf30	-1.233
TXNDC2	-0.607333333333333
ABCB4	-0.538
KIAA1191	0.1155
C9orf38	0.522
SFTPB	0.340571428571428
CNTNAP2	2.79991666666667
FRK	2.6125
TBX19	-0.59475
CHD4	0.26725
C6orf26	-2.08233333333333
MOSC2	2.211
IKBKE	1.4565
HIF1A	-2.38733333333333
LOC595101	-0.297
RELA	0.706333333333333
TMEM16B	-0.117
ABHD12B	-1.88133333333333
TSEN34	0.39425
KIF18A	-2.4615
TXNDC9	-0.0848333333333334
SPATA2L	1.1855
SEMA4G	-1.3155
C21orf91	-1.314375
MATN1	-1.024
KCNIP4	0.499
TUSC1	1.7975
OR4C15	0.37675
ARMCX6	0.363083333333333
WBSCR27	-1.122
OR52I2	0.465
KIAA1604	-0.54875
DYNC1I1	-1.8805
PPP4C	0.4325
SLC47A2	-1.90783333333333
TREH	0.001625
CD48	0.225333333333333
ST14	1.69066666666667
PKN1	0.83
SPON2	1.65625
XBP1	2.87641666666667
SFRS12	-0.0286666666666667
EFCAB6	3.04075
SELT	0.2995
SLC39A2	0.168
ERF	0.621833333333333
ARL3	0.542
SURF6	-0.43
MLLT10	-1.26028571428571
FLJ11171	-0.0971666666666667
TDGF1	-4.50616666666667
ERCC6	0.19225
EIF2AK4	-0.0675
BAZ1A	0.638666666666667
LRRN3	-1.03733333333333
TMC3	1.916
EFTUD1	0.1175
PTPRO	0.859833333333333
CLEC12A	-0.140285714285714
ACBD4	0.94775
ZDHHC14	-1.255875
OTUD7B	1.143625
ACTB	0.6449375
MSRA	0.178875
LCE5A	1.6415
IFI35	0.69125
BSCL2	0.7355
ANKRD12	0.737083333333333
CFHR2	-0.52525
RGAG1	1.3
HSFY1	1.4035
SLC30A5	0.2485
IMPG1	-1.908
GPR109A	1.192
ZNF185	-0.88175
IYD	3.32075
NPCDR1	1.0595
SERPINA13	0.3465
HMGCLL1	-0.189
NEUROG1	1.44216666666667
UBQLN1	-0.0859375
LIN37	-0.13325
SOCS2	-3.894875
DSCR4	-2.2745
XKR6	-0.466
GPR142	1.0715
KRTAP13-3	1.083
CCDC15	-0.510833333333333
MOS	0.9505
CD1E	-2.1185
OFCC1	0.0284
FAM83D	-2.791
SRFBP1	0.25475
C9orf96	0.6
DHDH	-2.38875
CCDC90A	-0.66
RABL3	0.9219
CD320	-1.14816666666667
ANGEL2	0.842583333333333
MRPL21	-0.27625
SMG6	0.174666666666667
INSR	2.9485625
FLJ14816	-0.552
GLRB	1.02683333333333
C9orf89	0.792
CIZ1	-0.145875
URG4	0.304833333333333
LRDD	-0.822333333333333
CBY1	1.332
NFX1	0.39575
MTERFD2	-0.0110714285714286
C19orf23	0.557
PGC	-2.30425
IER3IP1	0.7163
RASAL2	0.86075
C1orf89	0.252
SYNJ1	-0.749875
NFKBIE	0.962
FLJ40125	-1.916
TCEB2	-0.252
NOG	-1.5185
POLR2J2	-0.495
HLA-B	0.9355
PCDHA1	1.1775
PPP2R2B	-2.194
ARHGEF17	0.469333333333333
TCF7L2	-1.56514285714286
CHD5	-0.269833333333333
ZNF431	-0.924875
TBC1D25	-0.4985
ZNF800	-0.772
SCUBE2	1.47763636363636
MYCBP	0.6555
GPX5	0.639
C6orf129	-0.245
QSER1	-0.558166666666667
ULK2	1.853
PIGO	0.641166666666667
NRCAM	-2.86561538461538
SLC35E3	-0.122125
CSRP2	-2.55
HYPE	-0.748
MAPK15	-0.0788333333333334
MGC14327	-0.13175
TIMM13	0.189333333333333
ZNF462	-2.2125
GBA3	-0.515
TEX13A	0.6875
MCM6	-2.19477777777778
MTRF1	-0.521
ABCA7	-0.77725
EIF4A2	0.00825
ZC3H10	1.0659
RPGR	0.136333333333333
C20orf94	-0.61275
RP1L1	0.148
GPR125	-0.719428571428571
USP22	0.635071428571428
OR1L4	0.15
MLZE	2.68625
FLJ32065	-0.25475
PTCD1	-0.2275
CRTAC1	0.806666666666667
BXDC2	-1.372
C18orf1	1.12883333333333
FAM107A	0.353928571428571
EFNA3	1.374
P18SRP	-0.3023
CAMKK2	0.84775
KIAA0649	-0.0105
NES	-0.249166666666667
HS6ST3	-2.157875
PON2	-0.375
TCP11L2	-0.31625
CLEC4A	0.741
PRR12	0.3335
MLXIPL	-1.1775
C2orf50	1.4585
ZNF28	0.8805
ENC1	-0.937333333333333
