Hybridization REF	TCGA-A7-A13E-11A-61R-A12P-07
FAM137B	0.1955
FANCB	-3.45425
C11orf9	-2.56325
DPY19L1	-0.882
VDAC2	-0.374166666666667
VHL	-1.44025
LMBR1	-0.396875
C8orf44	-0.43675
ZPBP	-0.04875
FGF23	-2.42975
C21orf67	0.437
PCNT	-1.46825
BCKDHB	1.0697
GALNTL5	0.17325
BET1	-0.120125
ARL13A	0.233
HDAC6	-0.555875
N4BP3	-0.352833333333333
OTOP1	0.0225
TTC30A	1.218
CRISP1	-0.4535
KRT32	1.056
VSTM1	0.2185
ZNF622	-0.66825
POLR3B	0.0853
DNAJC10	-0.1755
C12orf54	2.6265
ADIPOQ	5.429
RIT2	-0.31375
CD44	-0.473
ABCA3	0.67425
RPS17	-0.47525
FEZF1	-0.4305
PCDHB15	0.64325
KCNMA1	-0.639136363636364
CCDC116	-0.735
C15orf27	-3.028
NARG2	-0.462
ITGA5	-0.6415
MEFV	0.376
TUT1	-0.475375
LOC541473	-0.3255
NMBR	0.2985
GLT1D1	-1.452
ABCB7	-0.58775
PFKP	-2.39563636363636
C9orf91	0.7633
LRRC41	0.242833333333333
C1orf85	0.0863333333333333
ATP5F1	-0.515
STOX1	1.6215
GFOD2	0.17575
SLC25A3	0.045375
ZNF646	-0.3136
ZAR1	-1.217
OSTbeta	-0.773
GALNT3	1.26075
IFT122	-0.062
LDB3	2.0774
GARNL1	-0.187071428571429
HOMEZ	-0.189
LRRC6	2.67675
ANGPTL5	1.9725
UBAC1	-0.85025
DLEU7	-0.1545
RPL19	-0.251875
TOP1MT	-1.41416666666667
LOC643641	0.0515
MBD3L2	0.6385
NTSR1	-0.195166666666667
WISP2	2.4905
GPSM2	-2.254125
RDH10	0.9315
PRKCG	1.9185
HIST1H4J	-0.6025
MON1B	0.2232
MLF1IP	-3.77066666666667
ZNF446	0.06575
COL4A5	-0.4477
SLC26A1	0.636928571428571
RGN	1.650125
CCNB1	-4.68825
C9orf165	0.04625
CCDC28B	-1.6875
CCDC97	0.27275
FGR	2.06275
MSRB3	2.109
EPN2	0.20925
COX15	-0.402666666666667
KCNK6	-1.0727
XK	-4.27175
GDA	-4.23425
HEPH	-0.20425
THRAP3	-0.088375
MET	-0.791285714285714
PHYHIP	2.62175
LYAR	-1.43883333333333
ING3	0.77725
AK7	-1.60025
CCT8L2	0.179875
COPS7A	-0.162666666666667
WSCD1	0.43325
RNF185	1.53475
TNS3	1.006
KNDC1	-0.2795
RWDD4A	0.423833333333333
MED13L	0.4986
ZFYVE1	0.776375
C7orf44	-1.2225
MRPL1	0.201
STGC3	0.398
TEAD1	0.526666666666667
RPL7A	-0.581142857142857
ARL6IP1	-0.1167
C1orf178	-0.114
CTAGE5	-0.39075
TMEM184A	-1.34416666666667
SLC25A14	-0.372
CACNG5	-0.4715
ATXN10	-0.2346
ECH1	1.2364
CCL22	0.1545
CYP2F1	-0.585
GADL1	0.3855
TMEM19	-0.2987
RUNX3	-0.242
EFNB1	1.76283333333333
LIPN	-0.223
ACSM3	-4.8545
SIGLEC8	0.730333333333333
ASCC3L1	-0.66225
NOL8	-0.42225
RELT	-0.890666666666667
Magmas	-0.737
PPP1R15B	-0.1428
C11orf2	0.52975
VKORC1	-0.464666666666667
MGC26647	0.00974999999999999
TRPM6	1.78975
UGT2B7	-4.13366666666667
FEV	0.3045
FOXK2	-1.022
PDCD5	-0.661833333333333
SLC8A1	2.7003
DGUOK	-0.585333333333333
CLDN16	0.2715
GAGE1	-2.6915
RBM17	0.3945
C1QTNF3	1.9465
VGLL3	1.6975
UNQ5830	0.904
CD1A	-3.63133333333333
SCGB1C1	0.0985
SUPT4H1	-0.274375
TRAF5	-0.6055
ASAHL	0.994375
FAM73A	0.303166666666667
OR6B1	0.1835
WHSC1	-1.6854
GFPT2	1.346
LOC339809	0.1355
STARD5	0.114083333333333
SIP1	-0.903
DNAJC15	0.829
STAU2	0.1834375
FAM98A	0.09
RAD23B	0.455375
LRRC33	0.6655
CHRAC1	-1.17575
C21orf89	-0.49975
C19orf43	0.709333333333333
KLK8	1.40366666666667
CCNE1	-2.67175
PKDREJ	0.688833333333333
SSU72	0.6285
C17orf73	-0.09
GPR78	0.2385
WHSC1L1	0.3214
GSTA2	-1.85225
SMUG1	-0.198666666666667
UFM1	0.8859
AP3M2	-0.616916666666667
USP14	-0.346125
FBXL14	1.00716666666667
DSTN	1.50975
SFRS14	-1.55125
FBXO31	0.0926666666666667
C12orf40	0.4325
FRS2	0.7535
NR2E3	0.1735
TUBB2C	-0.892
GMPR	-0.724833333333333
C9orf139	0.1265
ING5	-0.859785714285714
LOC730092	-0.134333333333333
ORM1	-5.00575
RP11-11C5.2	-1.7435
HSPD1	-1.5831
PIWIL3	-0.43775
C5orf13	-1.1882
OR5R1	-0.258
LCOR	0.00999999999999999
PLEKHA9	0.8295
CCDC43	-0.69075
ZNF232	-0.76975
SLC6A7	0.1005
ADH5	0.929916666666667
SHBG	-0.427833333333333
CROCCL2	-0.869
PANX3	-0.8105
CDIPT	-0.307
SLC16A5	0.10125
TUBB	-1.215375
TOR3A	-0.6576
PREP	-0.00833333333333333
ENTPD8	0.1785
CHMP1B	0.332
SYT12	-0.0597
MYH6	-1.3917
MAP3K13	0.925833333333333
KLHL30	0.800833333333333
LCMT1	-0.32725
EIF1AX	0.229583333333333
FOXD4L1	-0.2895
SLC24A5	-1.3055
RNF166	-0.8705
TJAP1	-0.496
TMEM156	-1.06933333333333
ZNF239	-0.36125
SNX19	0.9385
GKN1	2.2575
FCN1	3.5111
C1QL1	-1.3485
ATP11C	0.148
ZNF35	0.5695
CARD8	1.47125
LIMD1	-0.633333333333333
KIAA0286	-1.93825
XRN2	-0.805
CD6	-0.596833333333333
TOX3	-0.848
ZSCAN4	0.1015
RSRC1	-0.68875
COG1	0.4585
PTRF	2.4325
C16orf35	-0.320375
FBXO24	-0.87375
CHST11	-1.88225
THRB	1.2923
MYBPC1	2.6135
RNF39	1.1265
PSMD11	-0.687
ALAD	1.229
EN1	2.56775
SLC9A9	3.10175
GSTM4	1.2139
CDC42BPA	0.194263157894737
RCSD1	0.39425
LUC7L2	-0.8357
SPTBN1	2.8178
LOC146167	0.3
BAT5	0.143
ZNF452	-0.67925
LSM4	-1.552125
SRP72	-0.6478
SGK269	0.942333333333333
MTX1	-0.26175
CENTA1	0.34925
UNQ9433	-0.6
ATR	0.288083333333333
DDX49	-0.5685
PAQR8	-0.9555
C14orf174	-0.63575
GBGT1	0.279
THAP1	0.67
OR10K1	-0.2725
RASIP1	0.355833333333333
DPYD	1.3575
DOHH	-0.82825
C18orf45	0.70625
POF1B	1.3342
ZNF552	0.81275
USP32	-0.741125
MED27	-0.874666666666667
C14orf149	0.794
PRDX4	-0.8535
ABHD12	-0.1026
AGT	-3.7835
SLC22A14	0.05125
C1orf58	0.27575
PILRA	-1.05
ABCF2	-0.693875
C17orf85	-0.3307
TKTL1	0.91975
FGF1	3.62905
IL6R	0.723666666666667
VPS25	-0.4945
CHRNB2	0.098125
COL7A1	-3.1705
LRRC48	1.69333333333333
SPG20	1.67825
COX10	0.176
GCA	0.78025
ECEL1	0.3265
GLG1	0.644166666666667
SRD5A2L2	-0.73425
MUTYH	-1.39
ZNF70	0.14275
L2HGDH	-2.2115
GPATCH2	0.01325
ZNF655	-0.381875
ZNF227	0.157833333333333
MCOLN2	-1.35966666666667
NQO2	-0.5305
KCNQ5	0.6445
NEU1	0.141666666666667
QRICH1	0.2165
ZBTB20	1.71366666666667
RPUSD3	-0.9445
EPGN	-3.0622
TSN	0.14675
SPRY2	1.089
LZTFL1	-0.00325000000000002
GMFB	0.3525
PBEF1	-0.5605
HBG2	-3.535
TMEM8	-0.72625
PALM2-AKAP2	2.18733333333333
NFYA	-0.529
FAM108A1	0.538125
PBLD	2.0005
NRG4	-4.0185
PIGF	-0.50925
PTGER1	1.38775
NOS2A	0.0415
C21orf34	2.39066666666667
C21orf51	0.15325
IL17C	-0.254
TRMT6	-1.15483333333333
ETV2	0.178
CCDC109A	0.28475
MYLK2	-2.2665
ATP10A	0.9601
DPH4	-0.05925
C5orf5	-0.00583333333333333
KCNA4	2.41283333333333
NMNAT2	2.67166666666667
GLYATL2	3.3735
LSMD1	0.352
IL23R	-2.23625
NRF1	-0.89425
MUC15	1.6195
PRDM12	-3.566
PAQR4	-2.31792857142857
RBBP6	-1.6335625
IFI27	3.2755
SKAP2	1.78716666666667
TAGAP	2.137875
TJP3	-0.1005
C9orf61	1.6275
IDS	0.0519285714285714
PARG	-0.21275
LOC131149	-0.6195
DYRK4	-0.150166666666667
MICALL1	-0.5685
GALR2	-0.3755
GPBP1L1	0.246875
TBX21	4.25325
KCNJ6	0.0815
GGN	-0.2005
CASP5	1.1235
RNF182	-3.379
BRD4	0.02925
DOK4	-0.299
SLC46A2	1.30183333333333
SOX9	0.548416666666667
ZNRD1	-0.755
PRR6	-2.524
FAU	0.13025
DTNB	0.538333333333333
CARD9	0.04625
STS-1	-1.531
SLC4A5	0.037125
NSBP1	-1.4995
UGCGL2	-0.7065
POTE15	-2.766
NOXA1	-0.59075
RP13-347D8.3	2.1645
SAMD10	-0.701666666666667
EP400NL	-0.96425
TCF21	0.122
AMELX	0.44925
JPH2	1.1608
SLA	1.975125
DLST	-1.77866666666667
SEPT12	-0.30475
RGS20	-1.9
LXN	1.1935
ZNF419	0.117125
UPK3B	-0.661
RELL1	1.74625
ESPNL	1.6355
KLHL21	0.627
PI15	3.2185
C2orf61	-0.354
LOC407835	-0.934833333333333
RER1	0.18825
ELAVL2	-0.693
MGC26718	-1.0175
KLF2	3.6955
TNFAIP8L3	1.41225
TFE3	1.765
C11orf17	-0.40725
15E1.2	-1.73675
SNRPC	-1.15675
DLGAP1	0.25825
PGLYRP1	0.4735
OVCH2	0.9895
IRF7	-0.018
SET	-1.8924
NAB2	-0.941833333333333
LRP5L	-0.49725
FAM120A	-0.130375
ASCL2	-0.948333333333333
SHH	-0.356
ATP5H	0.3155
THPO	0.0325
TYRP1	-4.76183333333333
HIST1H3E	-0.6555
EIF2S1	-0.530666666666667
TNFRSF17	-0.9155
TARSL2	0.5275
NKX2-8	0.367
C1orf115	3.118625
LOC56964	0.286
KIAA0841	-0.93075
ISCU	1.7255
TTMA	0.0515
ZNF414	-0.045
LOC441150	1.21825
RAB15	-0.7755
HBP1	1.62833333333333
TNNT2	-0.0523333333333333
CECR5	-1.15325
PHGDH	-0.359625
JRK	-0.6174
XPO4	-0.838
FAM131C	-0.086
ARHGAP25	1.55166666666667
CA9	-3.95033333333333
GPR62	1.248
TLX1	-0.35
GPS1	-0.5975
OR2M2	-0.3705
BDP1	-0.408928571428571
FAM70B	0.1565
RPS29	-0.289333333333333
MKLN1	0.2981
TSPAN19	-2.75925
SLC29A3	0.1214
LGALS4	-0.196333333333333
USH2A	1.08166666666667
NF1	-0.162833333333333
APOBEC3A	0.320166666666667
IMPAD1	1.46633333333333
OLR1	-1.21116666666667
NRAP	0.1635
HCFC1R1	0.965666666666667
TAOK2	0.574333333333333
MCM10	-3.97383333333333
MAP4K3	0.390666666666667
CBS	-3.48625
CLK3	-0.8177
PCDHGA5	0.3785
ELF4	-0.168875
FAM71A	-0.87875
C11orf49	-0.4755
CLIP2	-0.314
BTBD9	0.4158
ZNF524	1.52475
KDELR1	0.0356666666666667
ZNF509	0.152
NCSTN	1.2505
ZNF533	1.31564285714286
PARP4	0.191875
GALNT9	-0.0438333333333334
NPY	-2.065
BEGAIN	-1.68583333333333
TMEM77	0.748833333333333
FOXRED1	-1.2885
SLC16A2	2.44983333333333
SLC35B1	-0.82775
GK5	-0.401833333333333
SDCCAG10	-0.68675
C4orf20	0.58425
SLC9A2	-1.766
ADD1	0.791785714285714
TAL2	-1.49383333333333
ACLY	0.09225
DNAJC1	0.124
SOST	-2.449
USP43	-0.7255
CYP4F12	-0.12275
FKBP5	0.50675
CHCHD5	0.187
NUDT22	-0.1735
CCDC85B	-0.269
OR51G2	-0.0225
STRN3	0.767071428571429
TMOD2	1.23275
FLI1	2.361
MAB21L2	-0.376666666666667
DGKQ	0.1755
VPRBP	-0.067
SCNN1B	0.0531
ECHDC3	3.3302
TMEM106C	-0.8915
CSNK2A2	0.1335
RPL39	0.0278
HERC3	0.5972
ZBTB47	1.4435
ZNF681	-0.5435
PAGE2	-2.92025
CLIC5	4.558
RABAC1	0.95
ZFHX2	1.06725
YPEL1	-0.00966666666666667
KIAA0776	0.50275
NR1D2	1.59725
DNAJC4	0.276
NPNT	1.3221
ZNF677	0.6635
ZNF536	-0.4915
MEF2B	-0.1975
PTPN4	-0.197875
CTCFL	-5.6025
STX5	0.438333333333333
CD72	2.4075
VEGFA	-1.82126315789474
XRCC1	-0.8047
MAS1L	0.2195
ELL	-0.0165
SETBP1	1.67625
CDH11	2.332
NDC80	-3.57823076923077
DMBX1	-3.6325
NRSN1	-0.345166666666667
BAT2D1	-0.402875
CDS2	0.2495
C1orf212	0.502833333333333
SENP3	-0.763375
IL1F9	-0.845
EEF2K	-0.190375
COG8	0.1465
CEP72	-2.60125
OR1L8	0.9235
MUS81	-0.975416666666667
PHYH	0.927625
GGT6	1.038
C22orf23	-0.61925
C13orf33	5.5755
MAPK8IP2	-0.75225
NELL2	-0.2945
POU3F2	-2.82716666666667
ALPK1	1.42825
MRPS18C	-0.45475
RPLP2	0.539375
FGF22	-1.1285
SPNS1	-0.860333333333333
ZFP1	-0.416
IL1RAPL1	0.11225
PCSK9	-4.75866666666667
NKX2-1	-0.117923076923077
C6orf189	3.84825
SP4	-0.934
SLC11A1	0.6157
C21orf25	3.08233333333333
ICAM2	2.090375
SH3GL1	-0.798166666666667
GSK3B	-0.121666666666667
RALB	0.998
PDXP	-2.04166666666667
GNGT1	-2.7905
KIR2DL1	0.1915
TNFAIP3	0.4145
C6orf32	1.017
CBLN2	-1.34475
PANK3	0.0915
TAAR9	-0.1505
WDR82	0.138428571428571
APOM	-3.513
TRIP10	0.67425
SPATA16	-0.219
C1orf135	-3.9875
USP51	0.0665
TESK1	1.7075
C11orf64	0.299875
ZNF611	-0.5865
PDE6G	0.6435
HLA-DQA1	1.846125
GCLC	0.633125
SEC61A1	-0.154214285714286
TWSG1	0.226583333333333
ZMYND10	0.9775
CTDP1	-0.2955
ADAMTS6	-0.428833333333333
SLIT1	-2.376
KRT86	-0.962
KIAA0574	0.6705
GTPBP2	-0.5583
PQLC3	1.8305
PRRX2	0.3465
C15orf44	-0.0581666666666667
MKKS	0.072
C11orf10	-0.24025
GPR110	1.899375
CD109	-0.689083333333333
ADCY1	-0.269833333333333
RHBG	-3.40225
TP53I3	0.81175
SLC22A3	1.328
UCP2	0.42575
FOXG1	-2.5325
OR2AG1	-0.333
TRIM24	-1.67925
PROC	-4.376
TAAR6	0.17225
AMTN	-2.4575
C10orf47	-0.327833333333333
DEPDC1	-4.7855
FLJ45557	0.067
ZDHHC17	0.5371875
KIAA1429	0.0681666666666667
KCNH1	-0.062
VNN3	1.5645
PSMAL	2.5635
PPARD	-0.19725
HFM1	-1.249
YBX1	-0.544666666666667
ZNF695	-2.797
SCTR	2.37633333333333
DCDC1	-1.0595
VPS26B	0.0158
MTF2	-1.57383333333333
ATP6V1F	0.0875
CCDC94	-0.32825
PERF15	2.2465
CCL11	0.98825
LMO7	-0.9215
DCST1	1.0425
ADRBK1	-0.231375
CDRT4	0.488125
ZNF84	-1.12325
HOXD8	2.359
STARD8	0.9145
FOXP2	-0.361125
CCDC103	1.106
POLR3A	-1.1158
GSC	1.729
ZNF114	-1.83816666666667
HTR7P	0.3085
LALBA	0.6985
RMND5A	-0.3715
PSCD2	0.0365
ZNF409	0.436
KRTAP1-3	-0.3506
MAF1	0.033
LOC201725	-1.83666666666667
NRN1	0.74525
SPAG5	-4.09233333333333
DNAH7	1.12683333333333
FLJ43860	-0.7955
BRCA2	-3.3685
ACADM	0.6205
CXXC6	-3.170875
RAGE	-0.547625
CHMP2A	0.8235
FAM8A1	0.4607
GPR21	0.637
SLC12A3	-2.3425
FVT1	0.765
ZDHHC7	0.12375
FLJ44048	0.70975
SLC44A3	1.76433333333333
SDSL	0.0468333333333333
MMP8	-1.74475
PLA2G12B	-3.3585
ACY1	-0.1215
MT1E	0.951666666666667
OR4K15	0.316
TECTB	1.3995
GPR20	0.42225
IRAK2	0.3975
RFPL3	-0.255625
MYO9A	0.43125
NARG1L	-0.775583333333333
BLMH	-1.035625
CCDC3	4.79116666666667
C9orf21	0.337666666666667
KIAA0513	0.00616666666666665
MIER2	0.661
PNMA2	-0.503416666666667
SH3BP2	0.4759
ANXA10	-1.369
RTN2	0.400666666666667
TFB1M	-2.0155
PRPH2	4.191
C14orf133	0.18375
GOLGB1	1.12391666666667
IRX4	0.418875
NFKBIL1	-0.3045
C10orf62	0.1115
APBB3	-0.68475
RPS10	-0.074
LOC728378	-0.1535
TLE3	0.119444444444444
PSMB7	-0.853375
MESDC1	0.7975
SLC6A1	0.774666666666667
OCLN	-0.290583333333333
PTTG3	-4.17733333333333
NAGLU	0.67075
SERTAD4	0.959125
SPRY1	3.2715
FLJ10781	-0.0826666666666667
MYSM1	-0.164
TRIM4	0.272642857142857
SH3YL1	0.394375
TREM2	3.06883333333333
SERPINI1	1.71825
HDHD3	0.508875
TMEM38A	-0.243125
EID2B	-0.521
TDRD3	0.2365
SEDLP	0.143
THSD7A	2.9295
NDST3	-2.85825
KLHL15	-0.318916666666667
DHRS12	2.496
FBXO9	0.478785714285714
TNPO1	0.0405833333333333
MRPL13	-1.06733333333333
SNX5	-1.71416666666667
METTL6	-0.98575
SOD1	0.3655
CHML	-2.37533333333333
PACS1	0.718
SIRT5	-0.4475
CAPN2	0.829
FXYD5	0.216166666666667
TWISTNB	-0.717375
LRFN1	0.342833333333333
UBE1L	1.538625
UBE1C	0.3495
OR51B2	0.12175
OR4D11	0.5825
C15orf2	0.5735
NR4A1	1.07083333333333
LOC339047	-2.205
TRIM17	0.259375
ATP5G3	0.463571428571429
RPL15	-0.149583333333333
ADAMTS8	0.07675
HOXC4	0.1315
C14orf37	1.9845
CEACAM5	-3.354875
MYT1L	-0.315166666666667
RASA2	0.092375
OSBPL7	-1.3165
STAG1	-0.2355
GIMAP4	5.42266666666667
FUT3	-1.3915
PIF1	-3.2665
LPIN2	-0.023
SH3PX3	1.52475
PDP2	1.03025
PAPD1	-0.743375
ERP27	1.869
APOOL	0.0788
DIABLO	-0.60425
TRHR	0.64875
ARMC9	-1.20575
RNF152	1.493
SLITRK3	-0.3798
ZNF211	0.1683
PFDN1	0.176625
RGS11	1.245375
HS6ST1	-0.0212
AKR1D1	-2.1385
TNP2	-0.157333333333333
STK31	0.813
EML4	-1.03625
SGTA	-1.07433333333333
HIST1H2BI	-1.8995
PSMD6	-1.38833333333333
KIAA1257	0.521
C18orf55	0.176666666666667
FLJ20273	1.506125
RPL28	-0.7765
EPYC	0.9115
NOX3	0.139
ELAC1	0.648666666666667
METT11D1	-0.9255
BIN2	0.142166666666667
NACA2	0.02475
CCDC17	-0.1565
HM13	-0.9338
UBOX5	-0.267125
UBE2O	-0.9145
UBL5	0.194
APOLD1	1.751875
C9orf31	0.53825
TNFSF8	0.2465
ARHGAP29	1.56825
PROKR2	0.233
PDE5A	0.614833333333333
C6orf12	-0.8745
TOM1L1	-0.821
WHDC1	0.417125
FOXI1	0.533
RAB4A	0.5918
TMEM39B	-0.36025
ATPBD1C	-0.3855
FARSA	-1.32083333333333
PLEKHG5	2.2085
CMAS	-0.678833333333333
OR7E24	0.479
SLC30A1	-0.702
CDC42EP5	0.893
PLAC1	-3.6035
KLHL18	0.0561666666666666
LBA1	0.9608
TAZ	-1.3315
CRIP2	1.420875
BTBD11	-0.876666666666667
C16orf72	0.2295
DIO2	0.7782
LRRCC1	-0.134666666666667
CCDC136	-1.55
PRX	0.84575
RBM5	-0.0788
TMEM85	0.118125
TUBGCP4	-1.5195
APLN	1.203875
CDK7	-0.664333333333333
SSR2	0.164583333333333
CRELD1	1.20325
C19orf46	0.622
GAL3ST4	-0.383166666666667
KBTBD10	0.60575
IL28A	-0.23975
WDR27	-0.9645
MCM2	-3.42483333333333
SOX14	-0.4855
FLJ39743	-0.676
KIAA0922	0.098875
HIPK4	0.7005
FLJ25758	0.1675
C16orf57	-0.577416666666667
PDZD2	4.973125
MCC	1.763875
HHLA3	0.3227
ID2	0.88825
C20orf23	0.985833333333333
ZNF688	0.92925
APOC2	-2.768
LOC440093	-0.047
FAM50B	2.398
PWP1	-0.055
DNAH10	0.72025
HIST1H2BA	0.77525
GPR56	0.767
METAP2	-0.134625
PAN3	0.377333333333333
STXBP4	-0.27725
PDHX	0.4205
MTA1	-0.44075
ZBED4	-0.5225
ZNF720	-0.59275
CDK2	-2.438875
RHOJ	2.30175
CDC37	-0.344166666666667
ZER1	0.515125
GRK4	0.317
PRPH	0.84225
POLR2A	0.13425
OGFOD1	-0.6235
NOL5A	-2.08125
PHEX	-1.1185
FLJ16478	-0.1625
C20orf117	-0.79475
CAMTA2	0.0115
C11orf74	0.841
DDX17	-0.0285833333333333
C5orf27	1.22375
PLEKHA2	-1.2232
PDE4DIP	0.8171
SCN7A	1.452
ZNF559	0.363
CXCL10	2.8555
ZMYM4	0.234833333333333
STK32B	0.8802
KIAA0888	-2.8666
TACR3	0.3475
CKAP2L	-4.80875
KIF1A	-1.62633333333333
RSPRY1	0.4125
VCAN	1.118
CYP27C1	-0.829
SYDE1	-0.508166666666667
MED12L	-2.20475
ZDHHC21	0.54925
NHS	0.7855
TM9SF3	1.146
DDHD1	-0.06025
MAFG	-0.278333333333333
BICD2	0.0079
C14orf119	-0.3555
C14orf43	0.4205
CDH7	-2.74075
ALKBH5	0.103071428571429
JUP	0.424625
TMEM41A	-0.533166666666667
MAMDC4	-1.925
CBX3	-1.887875
LRRC18	0.2985
RBMXL2	-1.13125
PLA2G4D	0.155166666666667
FGF13	2.629
KIF3A	-0.636333333333333
PDIA6	-0.775
DCXR	0.78825
CASKIN2	1.2495
EHD1	1.2995
MARCKSL1	0.0505
ZNF496	-0.794333333333333
SCAF1	0.3165
KCTD8	-0.31625
TRAF3IP3	0.0732857142857143
LSR	-0.64775
CXorf1	0.733
C14orf112	0.2885
EIF2B1	0.335
OMP	-0.1835
GSTZ1	-0.13275
LOC92017	1.68475
ISLR2	2.8
C12orf36	0.0215
GATA2	-0.950166666666667
GABRA5	-1.7935
CELSR2	-0.958285714285714
STAM2	0.6259
TNAP	0.769
PTPMT1	-0.130666666666667
GRP	6.04475
SV2A	-2.23716666666667
MAGEA12	-4.49
CACNG1	-0.776
C18orf19	-1.00275
GSG1	0.414333333333333
PTPRJ	-0.4275
FRMPD1	-0.02
ZNF668	-0.45825
PLEKHJ1	-0.755
ADAT1	-0.8038
TMEM50A	0.5276
UCN3	0.4405
HOOK1	-0.726625
IL17B	2.882
MLKL	-0.539333333333333
TTC14	-0.467333333333333
KLHL5	1.610625
CRYL1	1.04866666666667
FOXH1	-0.7605
NFYB	-0.193
PPM1G	-1.053
GOLGA2LY1	-0.9785
NMT1	0.100375
HADHA	-0.0825
CHSY-2	2.59575
PLEKHF1	1.18242857142857
SAGE1	-2.804
MUSTN1	2.741
SUHW4	1.54275
TFEB	1.855
ZFYVE27	-0.26775
ATG12	-0.588666666666667
BMI1	0.747857142857143
ZIM3	0.43325
MYH4	1.3255
MASP1	-0.71625
KIAA0984	-0.05325
RPAP2	-0.75625
ASB5	-0.0755
BOLA3	-0.878833333333333
MIA3	0.9745
KRT35	0.1915
KIR3DL3	-1.771
MRPL51	-0.54075
SEMA3F	0.383833333333333
NDUFB2	0.800833333333333
LOC253012	1.51
FAM46C	-0.8845
G6PC	-3.61685714285714
CSAG3A	-5.1165
PREX1	0.5295
SLC25A45	-0.262875
MAPKBP1	0.3507
CPE	1.87
GNB1	-0.521
CXCR6	1.2475
TRIM46	-0.589
C16orf3	-0.062
HPSE	0.65775
TIGD3	-1.443
SPG3A	2.0595
LCAT	-0.701666666666667
ST6GAL1	-1.0985
POMC	2.49775
FLJ36031	0.0515
NSMAF	-0.1365
SKIL	0.3385
ADSS	-0.4105
HMGCS1	-2.1116
POLR3F	0.045
RAB10	-0.168
ZNF277P	-0.742125
ZBTB7B	1.103875
DHRS1	0.585625
ABCC13	0.424625
CNOT3	0.01425
NFKBIA	1.95725
GAK	-0.455833333333333
SFT2D2	0.646666666666667
HOXA6	0.128
CRTC1	-0.20475
LY6D	1.258
C20orf72	-2.15016666666667
CPT1A	-0.96375
LMO1	-1.7425
EIF3I	-0.373
PRB4	0.20175
MCM3APAS	-2.887
C20orf132	0.7465
FOXF2	-2.399
S100A12	2.68425
MLH1	-0.3415
ACTN1	0.9269
MRPL36	-0.524
C20orf106	-0.8195
FBXO6	0.471
MKS1	-0.624
CX3CR1	-0.76425
PDE1B	2.031
PLP1	-1.42975
KISS1	-0.0988333333333333
C14orf2	-0.237333333333333
TBC1D3P2	-1.652
COMMD6	1.7259
ANKRD7	-0.609
PTCHD1	-0.66725
NARS2	-0.92875
DOCK7	-0.182
FAM127B	0.82075
LOC390243	-0.434333333333333
N6AMT2	0.94775
ZNF391	0.274
DNAJB14	0.203166666666667
WRB	-0.055125
BPI	0.62175
TTC4	-0.4615
FAM10A5	0.02025
GOT1L1	-0.2836
MAGED1	0.063125
RESP18	0.17875
WFDC6	0.31425
MT2A	0.182
C11orf56	-0.234
KIAA1432	-0.762
ROR1	-0.025125
HSD17B14	1.43466666666667
ZFAND2B	0.378625
SAMD4B	-0.163
HEXA	0.462125
HNRNPU	-0.294363636363636
USP39	-0.8125
NRD1	-0.44525
R3HDML	0.437
FLT4	1.28783333333333
OMG	-0.176
OR52N4	-0.1715
LOC399818	-0.62
ELA2	-1.19725
VENTXP1	1.7275
RFC5	-2.3345
OR52L1	-0.3565
PAX5	0.1515
FBXO2	0.01075
GMEB1	-0.1745
AKT3	0.4785
CRB1	-0.646166666666667
CTTN	0.0153333333333333
UTP15	-0.5695
HSBP1	-0.72925
PHF11	1.99825
NDEL1	0.644
USP8	0.2925
BAIAP2	-0.2779375
SI	0.193833333333333
ARSJ	-0.456
BAAT	-2.94825
KCNS3	0.662333333333333
LOC126147	-0.391166666666667
TMEM37	3.2
C1orf162	3.82716666666667
MBD1	-0.2292
ITGAL	-0.3605
WDR73	-0.794166666666667
GKN2	-0.0368333333333333
ARFGAP1	-1.53975
SLC5A8	-0.580666666666667
ZBTB40	-0.1958
CYP4B1	3.78333333333333
LYPLAL1	0.2015
CHST3	1.1455
MAP3K9	-0.3445
BTAF1	-0.798833333333333
TFAP2E	0.026
RBM35B	-1.67725
LOC441251	-0.148
ANKRD25	1.23605555555556
UQCRC2	0.4225
MAEA	0.2055
HYAL1	-0.4726
RNPEPL1	0.6485
CPSF2	-0.34775
PSD3	-0.5613
ABCA13	0.68625
AGR2	0.8135
GBX1	-1.029
HDLBP	0.780142857142857
ACY3	-0.72825
HECW1	0.27175
ZNF519	-1.0615
HOPX	2.741375
ZNF304	0.770625
OR12D3	0.1505
FKSG43	-0.1345
METTL1	-0.6835
MFSD3	-0.5979
PSPH	-1.7605
CLCA3	-0.21
DARS2	-1.65833333333333
CDC25A	-3.16083333333333
BAIAP2L1	-1.91225
B3GNT5	0.63425
USP29	1.176
ARHGEF10L	1.4463
ATOX1	0.134125
ADAM30	0.84075
DNASE1	-0.907
STT3A	0.206083333333333
RAB6IP1	1.7265
PTN	4.3308
C1orf106	-2.04023076923077
HECA	2.039
RNF122	0.32425
SLC22A18AS	-0.0561666666666667
GNG8	0.176833333333333
ELP4	-0.675
FAM65A	0.1895
RPL10A	0.232833333333333
IRS4	1.23
MACF1	0.9525
SEC24D	0.0265
LOC374395	0.42
TGFB2	-0.27325
MDFIC	2.274125
