Hybridization REF	TCGA-AR-A1AQ-01A-11R-A12P-07
FUT3	2.47233333333333
PIF1	-1.663875
LPIN2	0.2606
SH3PX3	0.309
PDP2	-0.4845
PAPD1	1.761
ERP27	3.55725
APOOL	-0.7351
DIABLO	-0.1185
TRHR	0.205625
ARMC9	0.346125
RNF152	2.34725
SLITRK3	-0.0215
ZNF211	-0.6481
PFDN1	-0.091875
RGS11	-0.657625
HS6ST1	1.3369
AKR1D1	-2.39975
TNP2	0.529
STK31	0.0361666666666667
EML4	-0.519583333333333
SGTA	-0.2705
HIST1H2BI	-0.679166666666667
PSMD6	-1.74383333333333
KIAA1257	-1.1985
C18orf55	0.5015
FLJ20273	1.284625
RPL28	0.0348333333333333
EPYC	1.269375
NOX3	-0.5545
ELAC1	1.69216666666667
METT11D1	-0.77375
BIN2	1.42533333333333
NACA2	-0.32475
CCDC17	-1.8815
HM13	0.047
UBOX5	-0.330375
UBE2O	-0.346125
UBL5	0.33275
APOLD1	0.71275
C9orf31	0.0775
TNFSF8	0.6035
ARHGAP29	0.694875
PROKR2	0.239
PDE5A	-0.808666666666667
C6orf12	-0.1715
TOM1L1	-0.769
WHDC1	-0.53425
FOXI1	2.05
RAB4A	0.5059
TMEM39B	0.326
ATPBD1C	-0.6075
FARSA	-0.0551666666666667
PLEKHG5	1.129
CMAS	1.1145
OR7E24	1.6305
SLC30A1	-0.4405
CDC42EP5	0.6165
PLAC1	-1.4135
KLHL18	-0.519166666666667
LBA1	0.8818
TAZ	-0.9505
CRIP2	0.82025
BTBD11	-1.64966666666667
C16orf72	-0.7375
DIO2	1.8482
LRRCC1	1.14566666666667
CCDC136	-2.151
PRX	0.315
RBM5	-0.7208
TMEM85	0.16475
TUBGCP4	-1.2305
APLN	0.766
CDK7	-0.18
SSR2	1.38741666666667
CRELD1	-0.0675
C19orf46	1.7185
GAL3ST4	0.892333333333333
KBTBD10	1.0925
IL28A	1.2835
WDR27	-1.167
MCM2	-1.35833333333333
SOX14	0.4255
FLJ39743	0.4415
KIAA0922	0.497
HIPK4	-0.498
FLJ25758	-0.1005
C16orf57	0.0103333333333333
PDZD2	0.162375
MCC	1.413625
HHLA3	0.8642
ID2	0.13475
C20orf23	-0.0209166666666667
ZNF688	-0.038
APOC2	-0.901333333333333
LOC440093	0.1175
FAM50B	0.951
PWP1	-0.385
DNAH10	0.096
HIST1H2BA	-0.6725
GPR56	0.883833333333333
METAP2	-0.69775
PAN3	0.884666666666667
STXBP4	-1.053
PDHX	0.22
MTA1	-0.233916666666667
ZBED4	0.2035
ZNF720	-0.323
CDK2	-0.62425
RHOJ	-0.003125
CDC37	0.559166666666667
ZER1	0.10175
GRK4	-1.507
PRPH	-0.98325
POLR2A	-0.557625
OGFOD1	-0.844
NOL5A	-0.57225
PHEX	0.955
FLJ16478	1.058
C20orf117	-1.116
CAMTA2	0.04375
C11orf74	0.540666666666667
DDX17	-0.990666666666667
C5orf27	0.562875
PLEKHA2	-0.5669
PDE4DIP	-0.2263
SCN7A	0.6195
ZNF559	0.0831666666666667
CXCL10	4.223
ZMYM4	0.7795
STK32B	-1.21046666666667
KIAA0888	-3.3208
TACR3	1.5385
CKAP2L	-1.376
KIF1A	0.338166666666667
RSPRY1	0.4395
VCAN	0.75025
CYP27C1	0.1565
SYDE1	-1.35483333333333
MED12L	-1.1435
ZDHHC21	1.39325
NHS	0.5705
TM9SF3	1.25483333333333
DDHD1	-0.044875
MAFG	0.0585
BICD2	-0.56
C14orf119	-0.994666666666667
C14orf43	-0.338571428571429
CDH7	-1.77275
ALKBH5	-0.625571428571429
JUP	0.901
TMEM41A	0.379
MAMDC4	-1.6395
CBX3	-0.58725
LRRC18	0.45025
RBMXL2	-0.32
PLA2G4D	0.4465
FGF13	-0.346625
KIF3A	-0.752
PDIA6	0.802
DCXR	0.55625
CASKIN2	0.82275
EHD1	0.560833333333333
MARCKSL1	1.8495
ZNF496	0.534166666666667
SCAF1	0.344333333333333
KCTD8	-0.7315
TRAF3IP3	1.9285
LSR	2.32675
CXorf1	0.498166666666667
C14orf112	-0.270833333333333
EIF2B1	-0.2415
OMP	-0.225
GSTZ1	-0.38625
LOC92017	0.1425
ISLR2	0.8905
C12orf36	0.8215
GATA2	-1.8165
GABRA5	-2.7885
CELSR2	-0.469428571428571
STAM2	0.7854
TNAP	-0.857
PTPMT1	0.2125
GRP	4.39575
SV2A	-1.34566666666667
MAGEA12	-4.15275
CACNG1	-1.401
C18orf19	0.08225
GSG1	0.0115
PTPRJ	-0.0322142857142857
FRMPD1	0.247
ZNF668	0.22
PLEKHJ1	-0.140625
ADAT1	-0.9509
TMEM50A	0.7396
UCN3	0.1225
HOOK1	0.4425
IL17B	-1.108
MLKL	0.649833333333333
TTC14	-0.463333333333333
KLHL5	-0.067125
CRYL1	-0.595166666666667
FOXH1	0.168
NFYB	0.12825
PPM1G	0.339
GOLGA2LY1	-1.72275
NMT1	-0.57325
HADHA	0.2822
CHSY-2	1.75575
PLEKHF1	1.81814285714286
SAGE1	-2.009
MUSTN1	-0.028
SUHW4	0.406
TFEB	2.34533333333333
ZFYVE27	0.787
ATG12	-0.607333333333333
BMI1	0.566214285714286
ZIM3	0.70025
MYH4	-0.232666666666667
MASP1	-1.21458333333333
KIAA0984	-0.91025
RPAP2	0.4435
ASB5	0.62375
BOLA3	-0.599166666666667
MIA3	0.455333333333333
KRT35	-0.4565
KIR3DL3	-1.1005
MRPL51	0.00175000000000002
SEMA3F	1.52883333333333
NDUFB2	0.379166666666667
LOC253012	2.06125
FAM46C	1.3026
G6PC	-2.82375
CSAG3A	-3.43166666666667
PREX1	-0.2
SLC25A45	0.26925
MAPKBP1	-0.1633
CPE	-1.5322
GNB1	0.099375
CXCR6	3.7475
TRIM46	-0.23675
C16orf3	0.346166666666667
HPSE	1.5115
TIGD3	-0.6235
SPG3A	2.59225
LCAT	-1.434
ST6GAL1	-0.0501111111111111
POMC	0.9085
FLJ36031	0.0703333333333333
NSMAF	0.214
SKIL	0.699
ADSS	0.584166666666667
HMGCS1	-2.3781
POLR3F	0.177166666666667
RAB10	0.437
ZNF277P	-0.0645
ZBTB7B	1.52825
DHRS1	1.084875
ABCC13	-0.129625
CNOT3	0.2195
NFKBIA	1.1005
GAK	-0.258666666666667
SFT2D2	2.59483333333333
HOXA6	-0.159
CRTC1	0.012125
LY6D	3.78716666666667
C20orf72	-0.356833333333333
CPT1A	-1.1065
LMO1	-1.4485
EIF3I	-0.06625
PRB4	-0.027
MCM3APAS	-1.964625
C20orf132	-0.4697
FOXF2	-3.142
S100A12	0.798
MLH1	-1.14966666666667
ACTN1	0.4509
MRPL36	-0.766
C20orf106	-0.33325
FBXO6	1.88133333333333
MKS1	-0.425666666666667
CX3CR1	-2.369
PDE1B	0.5845
PLP1	-2.10025
KISS1	-0.157166666666667
C14orf2	-0.470333333333333
TBC1D3P2	-0.9135
COMMD6	1.1512
ANKRD7	-0.72575
PTCHD1	2.70875
NARS2	-0.2075
DOCK7	0.5665
FAM127B	0.3155
LOC390243	-0.335333333333333
N6AMT2	1.072
ZNF391	-0.854
DNAJB14	-1.1435
WRB	-0.033625
BPI	3.07825
TTC4	0.172166666666667
FAM10A5	-0.597
GOT1L1	0.1272
MAGED1	0.79725
RESP18	-0.20325
WFDC6	0.9525
MT2A	0.4795
C11orf56	0.31075
KIAA1432	1.644
ROR1	0.163
HSD17B14	2.43416666666667
ZFAND2B	1.065375
SAMD4B	0.42425
HEXA	0.00200000000000002
HNRNPU	-0.120545454545455
USP39	0.203
NRD1	-0.12625
R3HDML	0.44375
FLT4	0.819166666666667
OMG	0.0521666666666667
OR52N4	0.4265
LOC399818	-0.3765
ELA2	-1.46775
VENTXP1	0.7415
RFC5	-1.946
OR52L1	-0.5875
PAX5	-0.1435
FBXO2	1.29875
GMEB1	0.947
AKT3	-1.13483333333333
CRB1	-0.00100000000000001
CTTN	0.384666666666667
UTP15	-0.694333333333333
HSBP1	-0.921166666666667
PHF11	2.19575
NDEL1	0.665666666666667
USP8	-0.533
BAIAP2	0.66325
SI	0.838833333333333
ARSJ	-1.62983333333333
BAAT	-3.49375
KCNS3	2.28116666666667
LOC126147	-0.109333333333333
TMEM37	-0.51775
C1orf162	3.81583333333333
MBD1	0.6342
ITGAL	1.58883333333333
WDR73	-1.29866666666667
GKN2	0.360333333333333
ARFGAP1	-0.548625
SLC5A8	-0.754166666666667
ZBTB40	-0.042
CYP4B1	0.227166666666667
LYPLAL1	-0.79925
CHST3	-0.0995
MAP3K9	0.0815
BTAF1	-0.542166666666667
TFAP2E	-0.1095
RBM35B	-0.6245
LOC441251	-0.481666666666667
ANKRD25	-1.60938888888889
UQCRC2	-0.483
MAEA	-0.152333333333333
HYAL1	-2.8253
RNPEPL1	0.604666666666667
CPSF2	-0.86975
PSD3	0.6851
ABCA13	0.014125
AGR2	-2.4245
GBX1	-1.0895
HDLBP	0.771714285714286
ACY3	0.85875
HECW1	-0.48925
ZNF519	0.10175
HOPX	3.02575
ZNF304	0.55225
OR12D3	0.054
FKSG43	0.172
METTL1	-0.520125
MFSD3	0.3615
PSPH	-2.13375
CLCA3	0.0005
DARS2	-1.06883333333333
CDC25A	-0.649833333333333
BAIAP2L1	0.2695
B3GNT5	2.368375
USP29	0.15425
ARHGEF10L	1.2618
ATOX1	0.108125
ADAM30	0.23775
DNASE1	-0.4335
STT3A	0.674166666666666
RAB6IP1	0.13025
PTN	3.1252
C1orf106	0.580538461538461
HECA	2.262
RNF122	1.61725
SLC22A18AS	0.371833333333333
GNG8	0.926
ELP4	-1.0855
FAM65A	-0.187
RPL10A	-0.0938333333333333
IRS4	1.159
MACF1	0.4037
SEC24D	0.28725
LOC374395	1.189
TGFB2	2.163125
MDFIC	0.407375
CHRNE	0.697333333333333
PCMTD2	-0.594666666666667
ATP6V0D1	0.487333333333333
MTA2	1.03025
LZTR1	-0.402166666666667
RAP1A	0.664666666666667
AXIN1	-0.019125
POLR1C	1.2135
TRIO	-0.869166666666667
PLXNA4A	-0.702333333333333
C5orf33	-1.20225
DEPDC1B	-1.5995
ZNF473	-0.594
MTM1	0.75825
GPR107	0.0261666666666667
CSNK1A1L	-0.314166666666667
FLJ14154	0.12225
NLRC4	4.72525
ENPP4	1.74866666666667
PADI3	-1.4535
RNF170	-0.128375
CG018	1.95483333333333
C16orf7	-0.10425
KCNE1	0.03025
NRM	-0.0143333333333333
SLC37A3	0.866
TPD52L2	-0.132333333333333
UNC5B	0.49125
C12orf12	-0.000800000000000001
SDHB	0.5185
CLRN1	0.202875
NUDT10	-2.51483333333333
UGT3A1	-0.348375
FBXW8	0.1485
RHOF	-0.277375
PTPLAD1	-1.018125
MYO3B	1.52975
DERA	-0.09675
TPP2	0.3905
C19orf53	0.730833333333333
GINS3	-0.839625
ST6GALNAC5	3.529
CHSY1	-0.22275
MGC15705	0.266
GPR83	0.606
EXT2	0.992875
DOLK	-0.23125
TUBAL3	-0.523
ACVRL1	1.8369
ABL2	-0.219416666666667
C14orf156	-1.1145
PTPRZ1	-3.2465
DIP2C	0.234375
LAMP1	1.434125
RXRA	-0.3992
MAP3K5	0.761
ALKBH1	-0.1945
PDLIM7	0.3545
ARL14	-1.7605
SNIP1	0.252166666666667
TIMP3	-0.398666666666667
RGS3	-0.39
SPAG16	1.4589
ABHD4	-0.45025
ARHGEF12	0.799916666666667
GLUD2	-0.3055
RAC2	0.3326
UAP1L1	-0.767
SLC18A3	-0.4315
YOD1	-0.833666666666667
RALY	0.63125
HMOX2	1.451125
DGKH	0.2465
DBNDD2	0.283666666666667
YIPF4	0.784625
THAP10	-0.71925
ZNF513	1.196
HAGHL	-0.8735
ITGB4	0.981
CCDC141	-0.4375
YTHDF3	0.87475
C5orf28	-0.403
RPL7L1	0.444625
TMEM30B	0.373285714285714
ANKRD35	3.4465
DUOXA2	-0.168
TBC1D5	-0.022
DFNB59	-0.499
HRH4	-0.3005
MYO6	0.381
DNAJA4	0.956
RBM24	-1.651125
CEACAM20	0.24275
RBM23	0.192571428571429
NGFB	0.5305
C1orf63	0.105
KRTAP7-1	-0.002
PERLD1	0.4235
NPB	0.9695
C17orf59	0.3815
HSPBAP1	0.06125
SLC15A4	0.17875
PRTFDC1	1.93975
OSMR	-0.612357142857143
CYSLTR2	0.1695
C19orf25	-0.0709
KIAA1797	-0.1185
NLRP6	-0.362
FAM105B	0.3801
SCRN2	-0.0661666666666667
LRRC58	-1.0001
RNF17	-0.066
NEIL3	-0.6455
FAM137A	-1.964
SKP2	-1.787
PARVA	0.96275
PKLR	-1.7795
RNF34	0.268125
A3GALT2	0.229
C12orf50	-0.183333333333333
SUNC1	-1.532
FAM102B	-0.650666666666667
CCT2	-1.37825
LRRC37A2	-0.9645
ARF4	0.965
SIKE	0.3595
C8orf48	2.16016666666667
MBTPS1	-0.586214285714286
GPSN2	-0.057
NCF2	3.703
SLC12A6	0.508833333333333
MRPL48	0.32175
HMGN3	-0.185333333333333
LRRC62	-1.044
PAX9	-2.947625
FAM55A	0.5145
C20orf42	-0.844333333333333
SCML2	-1.20883333333333
BCL9	0.53675
FAM40A	-0.089
C9orf41	-0.773833333333333
ZNF774	0.922
LETM1	-0.506
PLXNB1	-0.427166666666667
NIPSNAP1	0.03
USP10	-1.13525
F9	0.2945
LIPE	-0.11325
CNGB3	-1.6995
C12orf52	-0.3075
PI4K2A	0.374875
MED8	0.432
STAT4	2.1759
FGD4	-0.385166666666667
RNF145	-0.939333333333333
WDR32	0.7724
CLDN2	0.650666666666667
TCEAL8	0.651
ZMYND8	-1.1169
PDXK	0.1771875
GATAD2A	0.815
PTGES3	-1.309
CCM2	-0.232
TAP1	2.952875
ZNF670	0.3745
ETS2	0.109714285714286
C6orf166	0.0811666666666667
PRMT2	0.626857142857143
OR4B1	0.6275
INTS8	0.2305
CCDC102A	0.2005
CCDC83	-2.50366666666667
ITGA1	0.0829
EPHA5	-2.023625
FAM24B	-0.188666666666667
TSGA10	1.62125
HAL	-1.92216666666667
MYOT	-0.1225
SPACA3	1.21425
BCL2L2	-0.654333333333333
CUGBP2	-0.345166666666667
CCNB3	1.89125
RNF113B	0.6315
MERTK	0.48975
BAG1	-0.0935
VPS36	0.011
ORMDL3	0.3699
C1orf190	1.054
ZNF625	-0.47575
CORO2B	-2.8185
ALOX15	-0.294
CST1	3.633
NUPR1	1.6305
CCL7	4.1285
SMCR5	-3.1275
DSC2	3.7995
RBMS2	0.6485
GRIK4	0.785
TRIM65	0.582
TMPRSS6	-0.6635
TP53INP2	-0.39775
GLB1L	1.08383333333333
LOC388284	0.201666666666667
PUS1	-0.895142857142857
BCL9L	0.734
OLFM1	-2.13391666666667
RET	-2.408375
MASTL	0.255166666666667
ALX3	0.7525
IL1RL1	0.0706666666666667
ZNF765	-0.8403
C14orf138	-0.62725
SNX10	0.122833333333333
TAC4	0.2205
C1orf64	-3.25175
POGK	1.059
MAPK9	-0.0665
ZNF366	3.51025
C8orf79	1.3958
CLDN7	1.61875
OR5AT1	0.681
TRIM37	-2.46425
LRRC25	2.86775
GRHL2	1.995
TEKT3	0.128
LASS5	-0.2395
ABCC4	-0.203166666666667
DLG3	1.04675
VGLL1	4.105875
ZFP36L2	2.25883333333333
MFRP	0.152166666666667
KIAA1799	0.99575
FLJ44379	-1.9565
PCNX	0.34775
ANXA9	-0.608
CYP4V2	0.5896
PIK3C2A	0.62425
SRR	-0.262
NOL3	-1.38075
IFITM2	1.8605
ARNTL2	1.19925
ZNF595	-0.123
NLRP13	0.923
ASPH	-0.031625
CPA2	0.201
PVRIG	0.136333333333333
LEPR	-1.11166666666667
C16orf42	-0.128166666666667
SH3BGRL	0.951
FAM77D	-0.425166666666667
FNDC7	0.3925
C9orf6	0.014
NOTCH2NL	0.94
PGBD1	-1.1875
SYNGR2	0.843
PITPNA	0.2414375
PRPF4B	-0.6916
SLC43A3	-0.00835714285714286
NRBP1	0.6425
SLC25A22	0.85625
ILK	0.514625
SLC22A8	0.9655
MRPS7	-0.110875
PITX2	0.2315
FABP3	1.507
OR1L1	0.97
LOC728215	-0.6075
BLID	-1.334
KIAA1217	2.72223529411765
TFPT	-0.13225
AP4B1	-0.046
VBP1	-0.1685
OR1K1	0.58
MORC3	0.20525
BHMT2	0.696
C3orf10	0.19725
FZD7	2.39333333333333
WFDC10A	-1.361
PMS2CL	-0.952625
CCDC32	0.460166666666667
FA2H	-1.578
ALG13	-0.128
TTLL7	-0.960444444444444
SPOCK3	-0.61225
SLC13A2	0.017
AIM1	0.00025
GPRC6A	0.303
EGR2	5.87825
MED11	-0.06325
WWC1	0.29
SH3GL3	-1.385
RIF1	0.185571428571429
PRLH	-0.0775
VLDLR	-0.9165
DBT	1.0089375
C21orf63	2.4125
CGGBP1	-0.768625
KRTAP12-2	0.171
TADA3L	-0.46825
ZBTB16	-0.10075
PDGFB	1.02225
RFX1	1.151
UQCRB	0.4496
LOC133874	-1.0175
HPS3	-2.28525
LGALS3BP	1.4462
DKFZP564O0823	2.66021428571429
MRFAP1L1	-0.251625
HOXA10	-1.66633333333333
NGB	0.148
KIF21A	-1.68546153846154
IFLTD1	0.2565
LZTS1	-0.77475
ARHGEF3	1.277
RHBDL3	-2.192
CSNK1G2	-0.03325
ChGn	0.962625
KIAA1244	-0.171333333333333
GABRB2	0.41
MGC72080	2.2145
CD27	3.5645
EGLN1	-1.1036
PEX13	0.48275
RWDD3	0.66825
RNF12	0.0825
GRIN2B	-0.0925
ADAMTS14	-0.766875
DYDC2	4.289
ATP6AP1	0.493
NR1H2	-0.0796666666666667
PDK2	0.5585
C3orf17	-0.535666666666667
SLC38A2	-1.7215
SLC25A29	-0.113833333333333
C15orf29	0.14225
ADAM9	-0.193
TMUB2	0.20475
GPR176	-0.4935
AGK	-0.00962500000000002
MCCD1	0.808
NDUFA4	-0.95375
TMEM146	0.40025
DUSP1	0.02775
UNQ6975	1.4965
EMX2OS	1.9755
INSM2	0.44775
LUZP4	0.16675
SETD6	-0.89875
P2RY2	1.52725
SLC45A2	-1.143
RABGAP1	-0.0541666666666667
UBXD5	1.067625
GPRC5A	-1.0127
PAK3	2.68916666666667
LOC63920	-0.92
TGFBR1	-0.1335
KRTAP6-3	1.824
SFMBT2	-0.66225
CDC42	0.5666875
C11orf35	-0.7165
TTLL2	-0.16075
UACA	-0.0815
CD97	-0.3615
SETD5	-0.526625
NINJ2	0.77775
PTER	2.56483333333333
POMGNT1	0.62525
KRTAP4-2	-1.9095
ECGF1	2.69325
HRB	0.388272727272727
ATP1B2	-0.5181
LOC400506	-0.93875
COL4A3BP	-0.19525
C6orf97	-1.91775
GRHPR	0.52125
TAS2R1	0.647
SEMA7A	-1.08625
EDF1	0.475
ODF2L	1.4422
PCID2	0.2765
GTF2H4	-0.256166666666667
ZCCHC3	-0.01075
CGB2	0.130166666666667
NEUROD1	-0.50725
C20orf75	-0.44
RP5-1054A22.3	3.10966666666667
IFNA5	-0.341
ZNF134	-0.373833333333333
MGC119295	-0.6336
ZSWIM6	-1.1725
SMEK1	-0.0751666666666667
PCGF2	-0.092375
C1orf102	1.5525
CYP2A13	1.2755
KCNH6	-1.1233
MDM1	-0.3741
ALDH7A1	0.4195
C9orf75	-0.5535
VDAC3	0.273875
OR51T1	0.1815
EIF3F	0.0749166666666667
KCNJ10	0.50675
LENG8	-0.1005
EDEM2	0.9645
CCNJL	-1.44383333333333
DHX37	-0.8085
CRYGN	0.1165
AATF	-0.2915
ZNF630	1.322875
E2F5	1.8585
WFDC13	-0.5365
FTSJ3	-1.08716666666667
C4orf33	1.186
LHFPL4	-2.766
C19orf56	0.101416666666667
SMAD4	1.11475
AFM	-1.0972
G0S2	-0.073
FCHSD2	0.8723
RRP1B	-0.1185
EEF1B2	-0.556666666666667
STAT6	0.895666666666667
ZNF195	0.1905
GNL1	-0.627666666666667
ZNRF2	0.0296666666666667
PER3	-0.2475
ASB16	0.23425
C10orf10	1.71935714285714
ADCY8	-3.399
C9orf58	-0.0625
ARMC10	0.240166666666667
PSG1	-0.542
DHX34	-0.038
VARS2	-0.97125
NFIC	0.6765
ITPR2	-0.102
AGXT2	0.9268
OR6K3	0.266
H2AFZ	-0.816166666666667
MLLT3	-0.635666666666667
COX4I2	1.7635
CCNT2	-0.1045
PLK4	-1.328375
NUMBL	0.423833333333333
MED16	-0.03975
PLEKHQ1	1.023
GOSR1	-0.105888888888889
BTG4	-0.5125
RPL30	0.458416666666667
IGSF5	0.876
IGFL2	2.157
ELMOD2	-0.3105
SHC3	-0.182833333333333
HAVCR1	-0.466
DYNC2H1	0.0885
RNF5	-0.8275
C2orf7	-0.36325
NLF1	-0.0605
KLHL25	0.61225
LRP10	0.2905
KRI1	-0.57425
PUS7L	-0.3835
MGMT	0.9305
HOXD1	-1.62566666666667
CSH1	0.543
ATG16L2	-1.256
FLJ44635	0.995
CHODL	3.199
EXOSC8	-0.2295
SLC28A1	-0.0285
MYO7B	-0.59
SEH1L	0.7687
MTNR1A	0.113
TSPAN5	0.04
CDC45L	-2.32883333333333
AMIGO1	-0.0535
ATAD3A	0.130125
OSGIN2	0.850833333333333
PDIK1L	0.506666666666667
DARC	1.618
PIPSL	0.8075
SHMT1	-0.7505
CRISP3	0.541
POPDC2	1.88316666666667
ZRANB2	-0.0663333333333333
FBXL8	-0.79475
TRIP13	-1.19672727272727
EIF5AL1	-0.917
POU5F1P3	-4.957
IL6	-0.220833333333333
CXorf38	-0.215833333333333
IFNA16	0.4195
FBXL2	1.47333333333333
BRD1	0.08575
STATH	0.26175
FBXO44	1.58683333333333
MCCC2	-1.4035
CDC2	-1.3571
C5orf23	1.08425
IVD	-0.588
C10orf122	-0.95725
MSL3L1	1.1371
MVP	0.1995
EPOR	-1.0814
ZMYM1	-0.591166666666667
BCL7C	0.634666666666667
PSTPIP2	3.038
LYPD1	-0.71575
OR8G5	-1.0375
ZP3	0.883666666666667
BCAS4	-0.272666666666667
EDG6	3.063
ISY1	-0.35975
PRAMEF2	-1.618
CUL1	0.46725
RNF213	1.4601
CCRK	0.449
DHX9	-0.1145
C13orf29	-0.25275
NCKAP1	0.2545
MRPL43	-0.259714285714286
XPR1	-0.21775
PKN2	-0.0509
PODNL1	0.742
ZNF333	0.32325
DALRD3	-0.07825
OPN1SW	0.1955
BTBD6	0.39325
C11orf82	-0.9755
OR5P3	0.836
DUSP11	0.62125
L1CAM	-0.0488
NEK11	0.5255
OR7E91P	2.4855
CNTN3	1.3019
CREB3L2	0.5475
ZBTB37	-0.313
KIAA1324L	0.14275
NDUFB10	-0.831833333333333
NUDT2	0.4765
GTPBP8	-0.79725
CACNA1D	-0.20725
PRKAA2	-2.14083333333333
PRDM8	0.361
MGC16075	-0.357
KRT14	2.20421428571429
PP8961	0.0335
MRPL18	0.099
ABCG2	-3.28
PACRG	2.63975
BBS2	-0.327
KREMEN2	-0.707
FBXO21	-0.1745
HNRPUL1	0.800833333333333
GRB10	-0.09625
CLSTN1	0.66725
LMAN2	0.5772
C17orf61	-0.684
NIPSNAP3A	0.53525
INSIG2	-0.438
PCDHB7	-0.555166666666667
STXBP2	0.6375
CMAH	0.866083333333333
SEMA5B	0.014
ZNF155	-0.3095
COQ6	-0.714
PRPF4	-0.96075
TSPAN15	1.4807
VN1R5	0.02175
LATS2	0.468
SELK	0.436
PGK2	0.27425
MS4A1	2.736
TYW3	-0.1768
KRTAP5-1	-0.07925
RCCD1	-1.374
BTN1A1	0.28375
DDX28	-0.38125
TMEM65	1.067625
LOC92345	0.28175
TTC31	-0.2285
WDR46	-0.925833333333333
CHP2	-1.27083333333333
LSP1	0.828625
ZNF542	-0.80575
EXOSC1	0.6975
ARHGAP18	0.622666666666667
LRRTM4	-0.7995
MAOB	0.384833333333333
CACNB4	-0.657
MGC33846	-0.36675
RANBP3L	-0.050875
ATP5L	0.311625
ONECUT1	-2.68
NUDT9	-0.28375
TMEM149	1.283
STX17	0.42375
IGSF10	-4.54975
TMPRSS9	0.925
BMPR2	0.634083333333333
ALLC	-0.914
KLF7	0.9795
GCC1	0.6741
TIMM9	-1.08625
CDO1	-0.5845
MGC10701	-0.834666666666667
IFI6	3.23283333333333
FRMD8	0.8505
MGAT2	-0.351
WBP5	0.661833333333333
CNIH2	0.5475
KIAA0907	-0.5375
KCNH8	3.039
CTSG	-3.36475
GRIK1	-0.6435
CUL5	0.19775
FRMD1	0.467
OR9A4	1.502
SYT6	-1.731
FOXD4L2	-0.01225
ANAPC2	-0.00466666666666668
OPN5	0.535
TAF13	0.50575
LYG2	-0.4235
GGNBP1	-0.114
C11orf40	0.2965
OTX2	-1.4445
REG4	-0.995333333333333
EIF5	-0.903
PALB2	-0.5605
SEPSECS	-0.7589
RNASE3	0.7945
TRIM49	0.441
POLR2K	0.0906
GPR42	0.31
C8B	-3.1335
SASS6	0.73175
PREB	-0.203833333333333
OR3A3	0.379
TUBA8	1.197
IGLV2-14	3.1065
STIL	-0.70975
ANKFN1	-1.09966666666667
NME7	-0.539
HOXC12	-1.50875
UBE2C	0.255125
FHOD1	-1.387
CDK2AP1	1.13633333333333
OR6K2	1.1105
DHPS	0.39675
RPL5	0.622166666666667
TRGV5	0.575
LOC541472	0.4795
HCCS	0.2985
DENND1B	1.1735
LHX3	0.3175
OR5D16	0.3985
CXorf57	-0.977333333333333
IRF2BP1	0.7815
NDST2	0.230333333333333
LCE3D	0.528
BOLL	-0.200142857142857
SYT3	-0.94125
PIH1D2	-0.373
C20orf7	0.185833333333333
IL1R2	3.15116666666667
SLAMF9	-0.1015
PPME1	0.86
PIK3CA	-0.027
TRAPPC1	0.86425
COLEC10	-1.009
SLC9A6	-0.630166666666667
PDDC1	0.414833333333333
CCDC53	-0.03325
GK3P	0.21375
DAZL	-0.037
BRI3	0.86375
SDK1	-0.3005
CYP2C18	2.00775
IFI44L	5.075875
RPL3L	0.2725
FUT9	1.17383333333333
KIFC2	0.0738333333333333
PMP2	-0.538625
SLC4A9	-0.202
PLAG1	-2.02783333333333
MYCBP2	0.444666666666667
OR4E2	0.025
CCDC65	0.78825
C16orf82	0.281875
ENTPD4	0.848125
BRP44L	0.90275
PMP22CD	-0.3035
TMCO4	1.3025
KCNN1	-0.3695
WDR35	0.939
CCDC80	1.206625
C3orf31	-1.349
SLC7A9	-0.9935
TMEM190	-1.255
DBC1	0.0461666666666667
FADS3	-0.196833333333333
PDZD8	-0.142166666666667
GRM5	0.0645
AZGP1	2.2989
PEX3	0.51
MED1	-0.365
ATG4C	-0.55
HNRPH3	-0.82575
FAM109B	2.04775
C4orf17	-0.0105
CA10	0.103666666666667
OPRD1	0.1515
CCL16	-1.95675
SACM1L	-0.71925
CST6	4.67275
CD63	0.0374375
LGI1	-0.74175
ZNF784	0.09675
CRYBB1	-0.4915
CX3CL1	0.72555
TOP2A	-1.599125
GYPB	-3.72483333333333
GADD45GIP1	-0.11375
FEN1	-0.861375
IGF1R	-3.1133125
WDR72	-2.99133333333333
PURG	-2.066
DEFB126	-1.22325
PKD1L1	0.93775
CAV1	-2.7549
GNPDA2	-0.1453
DGAT2	1.767625
NLGN1	-3.30125
STRBP	-0.015
HPRT1	-0.759166666666667
FANCI	-1.379
PSMA7	0.397
DBF4B	-0.3225
TTF1	-0.8925
RAD54L	-0.73875
ELOF1	1.0375
PLAGL2	-0.26425
ZNF256	-0.24925
HMGCL	0.12225
MSI2	-0.686333333333333
RPESP	-3.88983333333333
C11orf60	0.25275
ABCD1	0.479
ACAA1	-0.1897
SPARCL1	3.89214285714286
IL6ST	-0.9447
ZNF319	-0.3205
TMEM109	0.1625
FAM90A1	1.64933333333333
IL22RA1	1.1265
ATP4B	0.429
TEC	-0.6925
C7orf30	-1.00125
TXNDC2	-0.781666666666667
ABCB4	-0.415
KIAA1191	0.223625
C9orf38	-0.02
