Hybridization REF	TCGA-BH-A0HA-11A-31R-A12P-07
HAGHL	-2.01133333333333
ITGB4	2.0695
CCDC141	-0.9785
YTHDF3	0.12925
C5orf28	0.55175
RPL7L1	-0.25775
TMEM30B	1.96035714285714
ANKRD35	3.2995
DUOXA2	-0.40225
TBC1D5	-0.351125
DFNB59	0.012
HRH4	1.7645
MYO6	1.6446
DNAJA4	1.07325
RBM24	-0.214625
CEACAM20	-1.1445
RBM23	1.41414285714286
NGFB	0.4915
C1orf63	-1.0259
KRTAP7-1	-0.1725
PERLD1	1.40675
NPB	0.1405
C17orf59	1.0134
HSPBAP1	-0.69375
SLC15A4	0.595875
PRTFDC1	-0.41775
OSMR	-0.412642857142857
CYSLTR2	-0.312
C19orf25	0.6232
KIAA1797	-0.3145
NLRP6	1.306
FAM105B	-0.3022
SCRN2	1.10383333333333
LRRC58	-1.2862
RNF17	0.711571428571429
NEIL3	-7.3115
FAM137A	-2.57275
SKP2	-3.27025
PARVA	1.44741666666667
PKLR	-1.5915
RNF34	0.19025
A3GALT2	0.269
C12orf50	-0.9986
SUNC1	-2.004
FAM102B	-0.876666666666667
CCT2	-0.962
LRRC37A2	-0.3335
ARF4	-0.2735
SIKE	-0.740375
C8orf48	0.892
MBTPS1	0.439428571428571
GPSN2	0.3305
NCF2	1.06275
SLC12A6	-0.474333333333333
MRPL48	-0.73975
HMGN3	0.842666666666667
LRRC62	-1.176
PAX9	-0.995625
FAM55A	-0.074
C20orf42	-1.48833333333333
SCML2	-2.21766666666667
BCL9	0.29475
FAM40A	-0.16875
C9orf41	-1.134
ZNF774	0.4945
LETM1	-1.5495
PLXNB1	1.893
NIPSNAP1	-0.405625
USP10	-1.0685
F9	0.463
LIPE	3.22125
CNGB3	0.6215
C12orf52	-0.083625
PI4K2A	0.311375
MED8	-0.16225
STAT4	1.3763
FGD4	0.224833333333333
RNF145	-0.538333333333333
WDR32	-0.0347
CLDN2	0.093
TCEAL8	0.51775
ZMYND8	-0.7174
PDXK	-0.61303125
GATAD2A	-0.61375
PTGES3	-0.6935
CCM2	0.23475
TAP1	0.806625
ZNF670	-0.37475
ETS2	1.63335714285714
C6orf166	-0.375166666666667
PRMT2	0.893285714285714
OR4B1	-0.023
INTS8	-1.282
CCDC102A	0.93125
CCDC83	-2.17633333333333
ITGA1	-0.797
EPHA5	-2.613
FAM24B	-0.332833333333333
TSGA10	1.907
HAL	-3.2718
MYOT	3.55175
SPACA3	0.84925
BCL2L2	-0.00316666666666665
CUGBP2	0.594166666666667
CCNB3	0.3995
RNF113B	-0.33475
MERTK	0.865
BAG1	0.69075
VPS36	0.33225
ORMDL3	1.0467
C1orf190	1.21075
ZNF625	-0.76525
CORO2B	-0.8315
ALOX15	-0.5525
CST1	-1.1165
NUPR1	2.091
CCL7	-0.79025
SMCR5	-2.321
DSC2	2.2515
RBMS2	-0.207
GRIK4	1.9145
TRIM65	-0.2628
TMPRSS6	-0.279642857142857
TP53INP2	0.9115
GLB1L	1.007
LOC388284	0.812166666666667
PUS1	-0.600285714285714
BCL9L	0.1885
OLFM1	-0.0515833333333333
RET	-1.529375
MASTL	-2.833
ALX3	0.076
IL1RL1	0.312
ZNF765	-0.5257
C14orf138	-0.26
SNX10	-2.03916666666667
TAC4	-0.329
C1orf64	2.972875
POGK	0.0505
MAPK9	-0.105
ZNF366	4.07725
C8orf79	3.3279
CLDN7	2.088875
OR5AT1	-0.1115
TRIM37	-2.77925
LRRC25	1.5655
GRHL2	1.8364
TEKT3	1.63825
LASS5	1.07433333333333
ABCC4	-1.02208333333333
DLG3	0.5065
VGLL1	3.37825
ZFP36L2	2.38366666666667
MFRP	0.235166666666667
KIAA1799	0.00974999999999999
FLJ44379	1.3915
PCNX	-0.08325
ANXA9	0.231
CYP4V2	0.8255
PIK3C2A	-0.71425
SRR	0.69
NOL3	-0.8305
IFITM2	0.69
ARNTL2	-2.727
ZNF595	1.07875
NLRP13	1.991
ASPH	-0.323125
CPA2	0.0295
PVRIG	-1.745
LEPR	1.81866666666667
C16orf42	0.899166666666667
SH3BGRL	1.997
FAM77D	0.132333333333333
FNDC7	1.546
C9orf6	0.2825
NOTCH2NL	-0.367166666666667
PGBD1	-0.605333333333333
SYNGR2	1.80283333333333
PITPNA	0.3406875
PRPF4B	-0.583
SLC43A3	0.239785714285714
NRBP1	0.82325
SLC25A22	-0.4045
ILK	0.891875
SLC22A8	-0.064
MRPS7	-0.2385
PITX2	-1.98725
FABP3	0.516125
OR1L1	-0.6125
LOC728215	-0.720125
BLID	-1.526
KIAA1217	3.49682352941176
TFPT	-0.283
AP4B1	-1.015
VBP1	-1.07725
OR1K1	0.242
MORC3	0.47125
BHMT2	0.097
C3orf10	0.598125
FZD7	2.68766666666667
WFDC10A	-0.436
PMS2CL	-0.296875
CCDC32	1.11533333333333
FA2H	-1.41375
ALG13	0.058
TTLL7	-0.6171
SPOCK3	3.4355
SLC13A2	0.726
AIM1	2.33325
GPRC6A	-0.1055
EGR2	5.82625
MED11	0.91175
WWC1	1.66175
SH3GL3	-3.46825
RIF1	-0.876928571428571
PRLH	-0.105
VLDLR	-1.1135
DBT	-0.309375
C21orf63	2.91425
CGGBP1	-0.3855
KRTAP12-2	0.2155
TADA3L	-0.7145
ZBTB16	4.0555
PDGFB	0.78425
RFX1	0.432625
UQCRB	-0.4747
LOC133874	0.1075
HPS3	-0.53525
LGALS3BP	0.0812
DKFZP564O0823	3.26592857142857
MRFAP1L1	1.267
HOXA10	-0.477833333333333
NGB	-0.017
KIF21A	-1.23784615384615
IFLTD1	0.762
LZTS1	0.80625
ARHGEF3	1.4375
RHBDL3	-1.182
CSNK1G2	-0.486333333333333
ChGn	-0.120375
KIAA1244	2.05483333333333
GABRB2	0.112
MGC72080	-1.0925
CD27	3.03375
EGLN1	-2.2809
PEX13	0.4615
RWDD3	0.02025
RNF12	-0.858833333333333
GRIN2B	2.5165
ADAMTS14	-0.872125
DYDC2	-1.56433333333333
ATP6AP1	0.7327
NR1H2	0.5255
PDK2	0.45125
C3orf17	-0.1115
SLC38A2	-0.755285714285714
SLC25A29	0.310833333333333
C15orf29	0.42425
ADAM9	-0.586083333333333
TMUB2	0.97575
GPR176	-0.63175
AGK	-0.76575
MCCD1	0.424
NDUFA4	-0.63425
TMEM146	-0.0922500000000001
DUSP1	3.1325
UNQ6975	0.8595
EMX2OS	4.62325
INSM2	0.21075
LUZP4	0.41275
SETD6	-0.5625
P2RY2	1.934
SLC45A2	-1.371
RABGAP1	0.710333333333333
UBXD5	-0.036375
GPRC5A	-0.3545
PAK3	3.6145
LOC63920	-1.435
TGFBR1	0.4842
KRTAP6-3	0.8185
SFMBT2	-1.273
CDC42	-0.359375
C11orf35	1.1285
TTLL2	0.0465
UACA	0.960166666666667
CD97	-0.532
SETD5	-0.341125
NINJ2	-1.61975
PTER	1.05216666666667
POMGNT1	0.05075
KRTAP4-2	0.095
ECGF1	1.516125
HRB	-0.584727272727273
ATP1B2	0.3186
LOC400506	-1.3975
COL4A3BP	0.21775
C6orf97	0.125
GRHPR	1.00025
TAS2R1	0.316
SEMA7A	-2.44275
EDF1	0.47225
ODF2L	0.9552
PCID2	-0.335333333333333
GTF2H4	-0.112333333333333
ZCCHC3	-0.42825
CGB2	0.2905
NEUROD1	0.45
C20orf75	0.6035
RP5-1054A22.3	2.5865
IFNA5	0.317
ZNF134	0.382
MGC119295	-0.5567
ZSWIM6	-0.167625
SMEK1	-0.341333333333333
PCGF2	0.690875
C1orf102	2.0695
CYP2A13	1.2225
KCNH6	-1.1322
MDM1	0.3535
ALDH7A1	1.202
C9orf75	0.0785
VDAC3	-0.2445
OR51T1	-0.54
EIF3F	0.225666666666667
KCNJ10	-0.729875
LENG8	0.3615
EDEM2	-0.515833333333333
CCNJL	-0.294
DHX37	-0.9235
CRYGN	1.72
AATF	-0.5695
ZNF630	1.322875
E2F5	-0.7305
WFDC13	-0.50025
FTSJ3	-1.14483333333333
C4orf33	0.6155
LHFPL4	-3.25625
C19orf56	-0.13225
SMAD4	0.1245
AFM	-0.732166666666667
G0S2	1.33325
FCHSD2	-0.4095
RRP1B	-1.2915
EEF1B2	-0.193
STAT6	1.499
ZNF195	-0.698
GNL1	0.530833333333333
ZNRF2	-0.0966666666666667
PER3	-0.950875
ASB16	-0.17625
C10orf10	3.73635714285714
ADCY8	-3.6934
C9orf58	0.687666666666667
ARMC10	-0.748
PSG1	-0.401
DHX34	0.14625
VARS2	-1.171
NFIC	0.60525
ITPR2	0.37375
AGXT2	1.1945
OR6K3	-0.028
H2AFZ	-1.92991666666667
MLLT3	0.402916666666667
COX4I2	1.3385
CCNT2	-0.136125
PLK4	-3.62
NUMBL	-0.281
MED16	0.9635
PLEKHQ1	1.03
GOSR1	0.348333333333333
BTG4	0.4905
RPL30	-0.0581666666666667
IGSF5	0.3265
IGFL2	-0.696166666666667
ELMOD2	0.0491666666666667
SHC3	-0.531
HAVCR1	0.727
DYNC2H1	0.381375
RNF5	-0.618666666666667
C2orf7	-0.3065
NLF1	0.7165
KLHL25	1.1965
LRP10	1.2531
KRI1	-0.47075
PUS7L	-1.52466666666667
MGMT	1.65175
HOXD1	-1.76616666666667
CSH1	0.2931
ATG16L2	-0.7065
FLJ44635	1.5955
CHODL	0.9325
EXOSC8	-0.7935
SLC28A1	-0.401
MYO7B	-0.3215
SEH1L	-1.0486
MTNR1A	0.558833333333333
TSPAN5	0.428
CDC45L	-5.44866666666667
AMIGO1	0.634
ATAD3A	-1.5795
OSGIN2	-0.473333333333333
PDIK1L	-0.135166666666667
DARC	4.15925
PIPSL	-0.4835
SHMT1	-0.11125
CRISP3	2.018
POPDC2	3.14933333333333
ZRANB2	-0.768333333333333
FBXL8	1.1865
TRIP13	-4.19490909090909
EIF5AL1	-1.2735
POU5F1P3	-4.87233333333333
IL6	1.17766666666667
CXorf38	-1.41133333333333
IFNA16	0.1155
FBXL2	1.005
BRD1	0.64775
STATH	0.47275
FBXO44	1.0415
MCCC2	0.30525
CDC2	-4.903
C5orf23	-0.346
IVD	0.710333333333333
C10orf122	-1.84833333333333
MSL3L1	-0.5901
MVP	0.36725
EPOR	-0.8477
ZMYM1	-0.915
BCL7C	0.3595
PSTPIP2	0.8657
LYPD1	-2.65825
OR8G5	-1.551
ZP3	0.0118333333333333
BCAS4	-0.20475
EDG6	0.80675
ISY1	-0.3235
PRAMEF2	-2.316
CUL1	-0.02375
RNF213	-0.1794
CCRK	1.03475
DHX9	-0.297375
C13orf29	-0.36225
NCKAP1	1.20816666666667
MRPL43	0.385
XPR1	-0.555
PKN2	0.9267
PODNL1	0.5255
ZNF333	0.7015
DALRD3	1.1345
OPN1SW	-0.065
BTBD6	0.12225
C11orf82	-3.945
OR5P3	-0.828
DUSP11	0.33425
L1CAM	-0.9498
NEK11	1.965
OR7E91P	1.3115
CNTN3	2.73777777777778
CREB3L2	-0.293
ZBTB37	-0.9245
KIAA1324L	0.45075
NDUFB10	-0.649833333333333
NUDT2	0.47175
GTPBP8	-0.9265
CACNA1D	0.664625
PRKAA2	-0.2545
PRDM8	-0.413
MGC16075	0.0456666666666667
KRT14	3.44192857142857
PP8961	0.4495
MRPL18	0.2635
ABCG2	-1.16375
PACRG	3.63625
BBS2	0.52475
KREMEN2	-4.437
FBXO21	0.387
HNRPUL1	-0.280416666666667
GRB10	-0.17675
CLSTN1	0.81725
LMAN2	0.3895
C17orf61	-0.40025
NIPSNAP3A	0.922
INSIG2	-0.118
PCDHB7	0.88
STXBP2	0.025375
CMAH	0.784090909090909
SEMA5B	-1.18275
ZNF155	0.0905
COQ6	0.216666666666667
PRPF4	-0.38825
TSPAN15	2.5399
VN1R5	0.00499999999999998
LATS2	0.57725
SELK	0.7495
PGK2	-0.278666666666667
MS4A1	-1.3785
TYW3	-0.6235
KRTAP5-1	1.65425
RCCD1	-1.69083333333333
BTN1A1	0.88825
DDX28	0.1115
TMEM65	-0.862
LOC92345	-0.73575
TTC31	-0.10775
WDR46	-0.853333333333333
CHP2	-0.754666666666667
LSP1	-0.34825
ZNF542	-0.047
EXOSC1	-0.5475
ARHGAP18	-0.910833333333333
LRRTM4	-0.757875
MAOB	4.1335
CACNB4	-0.10675
MGC33846	1.594625
RANBP3L	3.9575
ATP5L	0.318375
ONECUT1	-3.684
NUDT9	0.26825
TMEM149	-0.8005
STX17	0.23975
IGSF10	-1.18525
TMPRSS9	0.1035
BMPR2	0.856181818181818
ALLC	0.21025
KLF7	1.297375
GCC1	0.6189
TIMM9	-0.6085
CDO1	2.41416666666667
MGC10701	-0.8005
IFI6	-0.0233333333333333
FRMD8	0.76625
MGAT2	-0.55325
WBP5	0.5505
CNIH2	0.42275
KIAA0907	-1.384
KCNH8	2.522
CTSG	-1.01025
GRIK1	2.023
CUL5	0.2375
FRMD1	0.122
OR9A4	-0.965
SYT6	-0.628125
FOXD4L2	-0.489
ANAPC2	0.0665
OPN5	0.071
TAF13	-0.776
LYG2	-0.73275
GGNBP1	0.32
C11orf40	0.14
OTX2	-1.428
REG4	0.150666666666667
EIF5	-0.6235625
PALB2	-1.88475
SEPSECS	-0.4204
RNASE3	-0.56625
TRIM49	-0.98
POLR2K	-0.3749
GPR42	0.38
C8B	-2.41975
SASS6	-0.73275
PREB	-0.339333333333333
OR3A3	-0.385
TUBA8	1.002875
IGLV2-14	-0.6575
STIL	-3.5995
ANKFN1	-1.008
NME7	-0.41175
HOXC12	-3.0475
UBE2C	-4.34225
FHOD1	-0.29325
CDK2AP1	0.09325
OR6K2	0.2505
DHPS	-0.3185
RPL5	0.705083333333333
TRGV5	0.1405
LOC541472	0.137875
HCCS	-0.7272
DENND1B	0.7155
LHX3	-1.243
OR5D16	0.1185
CXorf57	-0.389333333333333
IRF2BP1	0.104
NDST2	0.370833333333333
LCE3D	-0.181
BOLL	0.033
SYT3	-0.52375
PIH1D2	0.162
C20orf7	-0.595833333333333
IL1R2	0.0418333333333333
SLAMF9	-0.934
PPME1	-0.98275
PIK3CA	-0.13225
TRAPPC1	-0.036875
COLEC10	-1.149
SLC9A6	-0.306333333333333
PDDC1	-0.2685
CCDC53	0.689
GK3P	-1.36475
DAZL	-1.241
BRI3	-0.55475
SDK1	0.149375
CYP2C18	0.33775
IFI44L	1.24425
RPL3L	0.247
FUT9	1.18866666666667
KIFC2	-0.246166666666667
PMP2	-0.769833333333333
SLC4A9	-0.233
PLAG1	-1.467
MYCBP2	0.175166666666667
OR4E2	0.0565
CCDC65	1.8615
C16orf82	0.314125
ENTPD4	-0.29775
BRP44L	0.497
PMP22CD	0.22125
TMCO4	1.5035
KCNN1	-0.413166666666667
WDR35	-0.57125
CCDC80	1.96
C3orf31	-0.86775
SLC7A9	-0.58
TMEM190	-1.77825
DBC1	2.5075
FADS3	-0.033
PDZD8	-0.791333333333333
GRM5	0.0425
AZGP1	4.2731
PEX3	0.9795
MED1	-0.157428571428571
ATG4C	-0.794833333333333
HNRPH3	-0.00299999999999999
FAM109B	1.5585
C4orf17	-0.5245
CA10	0.36425
OPRD1	-0.3175
CCL16	-1.88825
SACM1L	-1.15775
CST6	4.15425
CD63	0.582875
LGI1	0.08025
ZNF784	0.6885
CRYBB1	-2.251
CX3CL1	2.9745
TOP2A	-5.290625
GYPB	-3.155
GADD45GIP1	-1.44275
FEN1	-2.315125
IGF1R	0.000500000000000011
WDR72	-2.1395
PURG	-0.854333333333334
DEFB126	0.55275
PKD1L1	1.36133333333333
CAV1	0.3747
GNPDA2	0.5846
DGAT2	-0.446875
NLGN1	-2.59325
STRBP	-0.881625
HPRT1	-1.64166666666667
FANCI	-3.791125
PSMA7	-0.406125
DBF4B	-0.844
TTF1	-0.45925
RAD54L	-4.139
ELOF1	0.82825
PLAGL2	-0.962375
ZNF256	0.60875
HMGCL	0.8975
MSI2	-1.42433333333333
RPESP	2.17766666666667
C11orf60	1.47125
ABCD1	-0.462
ACAA1	1.0505
SPARCL1	5.74307142857143
IL6ST	0.276
ZNF319	0.9295
TMEM109	1.0855
FAM90A1	-0.441
IL22RA1	0.675
ATP4B	0.568
TEC	-0.4475
C7orf30	-1.15175
TXNDC2	-1.31933333333333
ABCB4	-2.367
KIAA1191	0.397875
C9orf38	-0.0945
SFTPB	0.181625
CNTNAP2	-0.506545454545455
FRK	0.851
TBX19	0.0215
CHD4	0.15825
C6orf26	-2.99133333333333
MOSC2	1.6915
IKBKE	0.46975
HIF1A	-1.3275
LOC595101	0.1055
RELA	0.786
TMEM16B	-0.146333333333333
ABHD12B	-1.14625
TSEN34	0.00425
KIF18A	-4.68525
TXNDC9	-0.155666666666667
SPATA2L	0.2975
SEMA4G	-1.8335
C21orf91	-0.716875
MATN1	0.1805
KCNIP4	0.613833333333333
TUSC1	1.436875
OR4C15	0.4885
ARMCX6	0.399333333333333
WBSCR27	-1.598
OR52I2	0.512
KIAA1604	-0.191
DYNC1I1	0.811875
PPP4C	-0.653
SLC47A2	-0.877
TREH	-0.284875
CD48	0.884166666666667
ST14	2.15583333333333
PKN1	-0.295
SPON2	1.177
XBP1	2.07425
SFRS12	-0.94
EFCAB6	2.87125
SELT	0.4795
SLC39A2	1.905
ERF	0.257166666666667
ARL3	0.12825
SURF6	-0.2435
MLLT10	-0.714904761904762
FLJ11171	0.694166666666667
TDGF1	-3.852
ERCC6	-0.4425
EIF2AK4	0.374375
BAZ1A	-0.552
LRRN3	0.455833333333333
TMC3	-0.637
EFTUD1	-0.2105
PTPRO	-0.472666666666667
CLEC12A	0.918714285714286
ACBD4	0.779625
ZDHHC14	-0.100625
OTUD7B	0.501625
ACTB	0.962875
MSRA	0.46125
LCE5A	1.849
IFI35	0.49725
BSCL2	0.811833333333333
ANKRD12	-0.02725
CFHR2	0.96175
RGAG1	-0.457333333333333
HSFY1	-0.431
SLC30A5	-0.39825
IMPG1	-0.671
GPR109A	0.8795
ZNF185	1.0115
IYD	3.11775
NPCDR1	0.1025
SERPINA13	0.0105
HMGCLL1	1.968
NEUROG1	0.976666666666667
UBQLN1	-0.47275
LIN37	-0.8235
SOCS2	2.392375
DSCR4	-2.06242857142857
XKR6	0.25275
GPR142	-0.1805
KRTAP13-3	1.656
CCDC15	0.352
MOS	0.4955
CD1E	-3.8235
OFCC1	-0.274666666666667
FAM83D	-5.44475
SRFBP1	0.57175
C9orf96	-0.4025
DHDH	-1.14875
CCDC90A	-1.469
RABL3	0.4747
CD320	-1.2705
ANGEL2	-0.220166666666667
MRPL21	-0.0735
SMG6	0.644666666666667
INSR	1.6216875
FLJ14816	-0.7025
GLRB	0.172833333333333
C9orf89	0.489
CIZ1	0.119
URG4	1.5675
LRDD	-1.19383333333333
CBY1	1.73666666666667
NFX1	0.2375
MTERFD2	0.406928571428571
C19orf23	0.0565
PGC	-1.999625
IER3IP1	0.3343
RASAL2	0.4635
C1orf89	0.47025
SYNJ1	-0.62
NFKBIE	-0.43325
FLJ40125	-0.094
TCEB2	-0.7278
NOG	-1.1435
POLR2J2	-0.197333333333333
HLA-B	1.692
PCDHA1	1.0455
PPP2R2B	1.2735
ARHGEF17	0.985
TCF7L2	1.51485714285714
CHD5	-0.285
ZNF431	-0.73775
TBC1D25	1.23625
ZNF800	-1.07125
SCUBE2	2.70445454545455
MYCBP	0.319833333333333
GPX5	-0.248
C6orf129	-1.20533333333333
QSER1	-1.51966666666667
ULK2	1.56775
PIGO	0.663333333333333
NRCAM	-2.92815384615385
SLC35E3	-0.841125
CSRP2	0.39875
HYPE	-0.5995
MAPK15	0.605
MGC14327	0.18125
TIMM13	-0.877166666666667
ZNF462	1.115
GBA3	2.0505
TEX13A	-0.4805
MCM6	-2.62544444444445
MTRF1	-1.041
ABCA7	-0.2465
EIF4A2	0.33725
ZC3H10	0.9624
RPGR	0.309833333333333
C20orf94	-1.004
RP1L1	-0.16175
GPR125	0.339285714285714
USP22	0.734857142857143
OR1L4	-0.239
MLZE	0.89325
FLJ32065	-0.38775
PTCD1	-0.89925
CRTAC1	2.805
BXDC2	-0.59475
C18orf1	1.66416666666667
FAM107A	3.67707142857143
EFNA3	-0.38975
P18SRP	-0.7999
CAMKK2	0.293666666666667
KIAA0649	-0.79425
NES	0.829666666666667
HS6ST3	-0.062875
PON2	-0.08325
TCP11L2	0.50125
CLEC4A	1.27625
PRR12	-0.542
MLXIPL	-0.8988
C2orf50	0.82
ZNF28	0.15325
ENC1	-0.0203333333333333
MAP2K1	-0.108875
FKSG2	1.635
KIAA0430	0.69625
PTP4A1	-1.03027777777778
GPR156	1.145
GTF3C6	-0.759
UBR2	-0.374
LOC388272	-1.2305
MAK	2.37433333333333
ACOT4	1.70275
STC2	1.678
PIGW	-0.753625
SAE1	-1.3135
COL6A1	-0.00918181818181817
OAZ1	-0.4935
STMN4	1.0315
EDG3	0.790666666666667
SGCE	1.23216666666667
IL11	-2.6236
PRSS8	2.344375
YIPF5	0.665083333333333
WNT4	2.646
CSN2	0.962333333333333
TCF7	-0.805
TDO2	-1.884
SAMD9	-0.8338125
S100A7A	1.0635
MMRN1	4.3395
GKAP1	-0.12275
AKR1C3	0.239375
RNF19A	0.59475
GMDS	-0.2375
YKT6	-0.484625
SPARC	-0.1856
C12orf31	-0.8775
UBE2V2	-0.609333333333333
FBXL18	-1.30066666666667
KIAA0460	-0.15325
ADAM22	-1.29857142857143
SERPINC1	-5.42
KCTD21	0.822
MYOHD1	-2.7485
ZNF37A	-0.371666666666667
GTF3C1	0.144166666666667
CTSZ	0.46925
PRNPIP	-0.806625
DRD1IP	0.476
NR1I2	-2.301
ZNF266	-0.0044
SPAG4L	-0.994
COX4NB	-0.846
SAPS1	1.41633333333333
APOA1	-3.945875
TATDN1	0.195666666666667
C10orf82	-0.6365
KPNB1	-1.80025
FOXO3	1.98566666666667
CRYBB2	-0.668
ZBTB5	-0.415333333333333
SLC25A38	-0.062
DCTN2	0.433666666666667
IFT20	0.63875
CTHRC1	-1.0725
C1orf31	-1.552375
UHRF1	-3.40375
GPC6	-1.4985
C10orf54	2.72975
MCF2L2	-0.2646
WNT9B	-0.084
OLA1	-0.642375
FAM120B	1.22275
TTLL10	-0.1215
CYorf15A	-4.93275
RELN	-1.4347
SCN2B	2.73141666666667
MFHAS1	-0.99775
NKX3-2	-2.3045
RASGRF2	-0.9485
SSBP1	-1.21833333333333
KPNA6	-0.305928571428571
LOC389118	-0.0325
HS3ST4	1.5557
SUPT7L	-0.47025
FLJ32658	-1.29725
IGFBPL1	-1.72725
KIAA1641	-1.0183
SHKBP1	-0.578
CSF1R	4.39875
NAGK	1.3485
MYL2	1.1605
HIST1H4C	-2.63133333333333
TOMM7	-0.02525
ADAMTSL3	2.2278
TNFSF14	-0.885
PRRT2	-2.225
VTA1	-0.277625
AOAH	2.60216666666667
CRISPLD2	1.87392857142857
PNN	-1.1494
TA-NFKBH	-0.04775
ESPN	-0.826
RBM43	-0.6275
KIAA1267	0.517
DDX3X	0.976166666666667
KIAA1576	-4.11975
PLXDC1	3.5875
FLJ25801	-5.1365
HNRNPL	-0.0405
RUNDC3A	0.365833333333333
CASP12	2.448
SH2D5	-1.759
RPL26L1	-0.8755
OR51A7	0.3575
HDC	3.013
C2orf16	0.344166666666667
SYTL3	2.23225
GOLGA4	0.057
NOTCH1	0.028
ATPAF2	0.4125
ECD	0.30675
SSX5	-0.6415
SNAP91	0.4305
OCA2	-0.84125
PNPO	0.051
DAPK1	-1.14583333333333
PINX1	-0.154
SELENBP1	1.941625
NEK3	0.0245
TMED4	0.371357142857143
SSTR4	-0.433
FOSL1	-1.9194
CD40LG	0.482
CES1	1.13883333333333
DCI	-0.896833333333333
B3GAT3	0.2505
STK17B	0.00675
CNTN6	0.55625
CYP3A4	-0.990833333333333
MBOAT2	0.120357142857143
PISD	0.91675
USP1	-0.9795
PYDC1	0.389333333333333
CENPM	-3.177
SAR1B	0.2885
TTC7B	-0.86175
DP58	0.058
GPC1	0.5615
RBL1	-2.5395
TMEM137	-2.444
TOB1	1.823
TCEAL1	1.97883333333333
CENPF	-4.82336363636364
C6	2.57883333333333
PRSS1	-4.60925
PPIL6	1.86366666666667
C6orf124	2.667
ODZ4	-0.991666666666667
SNCB	-0.24825
NDUFB9	-0.388875
CNOT6L	0.331833333333333
S100A9	2.43516666666667
TRIM50	-0.9705
KCTD1	2.2294
WDR63	0.26975
SPEF2	1.614125
RNGTT	-0.879
CXorf22	0.6895
KCNK16	-0.0505
CEP250	-1.911125
ATPBD1B	-0.62975
KCNJ2	4.40075
MT1B	0.884
ZNF684	-0.5215
SLC4A1	1.076
PDHA1	-0.712
ZNF492	-0.827125
TKT	-1.98
BYSL	-0.503625
RNF38	0.1105
AHDC1	-0.3695
KLHL2	1.551875
CMTM8	0.61125
DMP1	-2.0395
HERPUD2	0.0725
CRTAM	2.385
ZNF572	-0.19625
TMEM16J	0.2845
HSD17B2	0.9
UBE2G1	-0.119125
AHSA2	-1.29975
PELI2	1.0935
TPX2	-5.2965
ATP9B	0.855666666666667
DAZAP1	-1.19328571428571
HMGCS2	3.40666666666667
C17orf38	0.389
B9D1	-0.239625
NKX2-5	-1.42533333333333
KIAA1276	0.7605
LILRB2	2.109
CSTF1	-0.777166666666667
BTN2A1	-0.105166666666667
C15orf48	3.17175
IGF2BP3	-4.9585
FAM113B	-0.0104999999999999
HRG	-0.7295
ZNF131	-0.57375
USP47	0.992357142857143
CCDC88B	-1.083
HCN1	-0.473555555555556
HTN1	-0.708666666666667
SYCP3	-0.678
C13orf23	-1.1143
PAPOLA	-0.31775
AATK	0.4499
MSH3	-0.996166666666667
NDUFAB1	-0.99175
ITLN2	-1.41083333333333
BAK1	-0.551166666666667
MRPL45	-0.232833333333333
MTNR1B	0.414166666666667
LOC645843	-0.615
SPECC1L	0.375125
PGCP	1.71425
SPN	-1.92775
GPR143	0.916666666666667
ZNF576	-0.449
TMEM39A	0.3854
ATP5D	-0.7025
MAGEB3	-3.1875
RPS5	0.544333333333333
ANP32E	-1.80421428571429
MTMR1	-0.6185
YEATS4	-0.94125
SYNGAP1	-0.6705
PCOLCE	-0.9585
MNS1	0.07625
PCYT2	0.24
ZNF182	-0.52125
LAX1	-0.129875
SPPL2B	1.1272
ELOVL5	1.3096
PCDHAC1	0.4345
B4GALNT1	-1.03833333333333
BLOC1S2	0.586375
ZNF673	0.2135
ARHGAP21	-0.358166666666667
IRX5	2.444375
LRFN5	1.09733333333333
FAM7A1	-0.226
RAB19	1.263
GINS1	-3.735
ITM2B	1.6209
PAPSS2	1.4945
OR5BF1	0.351
ACSL3	0.587375
KIAA1919	-0.467
GLT8D2	3.169125
UTRN	1.72592857142857
CNN1	4.15075
HISPPD2A	0.729333333333333
SDAD1	-0.2985
SIGLEC9	-0.124333333333333
RPL35	-0.0292142857142857
C22orf26	0.337
IMPDH2	-0.143
WDR69	-0.7135
SEC14L5	-0.219
CLTA	0.36125
RP11-529I10.4	0.4125
GPR37L1	0.135
OGDH	-0.0426666666666667
ASB13	0.528666666666667
ZFP14	0.3845
ZCRB1	-0.823333333333333
KPNA3	-0.44175
HSPA1L	1.06025
RHOC	0.690125
LOC554175	-0.2175
PPP3CA	1.4573
SLC1A7	-0.283
ZNF529	-0.197
RBED1	0.80825
DDB2	-0.607
FLJ11286	0.482166666666667
SPATA1	0.7455
MKNK1	0.401
DYSF	0.925166666666667
ALKBH2	-0.27725
NKD1	-3.789
C1orf174	-0.704
PLEKHO1	0.00483333333333332
ASB10	-0.164
RING1	0.465166666666667
NPC2	1.272625
AVPR1B	0.298
YTHDF1	0.00799999999999997
LMAN1L	0.0775
GSG2	-3.224
CEP170	-1.6559
RPS4Y2	-5.438
MSH6	-1.22
HECTD2	0.702833333333333
ZNF556	-2.33433333333333
PLEKHC1	0.2334
AIRE	0.0905
BCL2L10	2.16275
LMOD3	0.301666666666667
ZBTB8	-0.2431
