Hybridization REF	TCGA-BH-A18L-01A-32R-A12D-07
ZBTB7B	1.425375
DHRS1	-0.009625
ABCC13	1.581125
CNOT3	0.285
NFKBIA	0.403
GAK	0.477666666666667
SFT2D2	1.87983333333333
HOXA6	-0.0375
CRTC1	-0.342875
LY6D	-1.364
C20orf72	-1.074
CPT1A	1.9625
LMO1	-2.8685
EIF3I	-0.32
PRB4	-0.8375
MCM3APAS	-2.12025
C20orf132	-0.6328
FOXF2	-3.70225
S100A12	-0.2635
MLH1	-0.870666666666667
ACTN1	-0.7878
MRPL36	0.392166666666667
C20orf106	-1.64525
FBXO6	1.69366666666667
MKS1	0.184333333333333
CX3CR1	-1.458875
PDE1B	0.7925
PLP1	-4.101
KISS1	-0.0613333333333333
C14orf2	0.104666666666667
TBC1D3P2	-1.4515
COMMD6	0.8118
ANKRD7	-2.28025
PTCHD1	-2.05471428571429
NARS2	-0.6525
DOCK7	-0.901
FAM127B	0.259
LOC390243	0.0285
N6AMT2	0.12875
ZNF391	-0.4645
DNAJB14	0.649666666666667
WRB	1.212125
BPI	-0.278181818181818
TTC4	-0.378833333333333
FAM10A5	-0.6535
GOT1L1	0.135
MAGED1	-2.073375
RESP18	0.13925
WFDC6	0.43775
MT2A	-0.2785
C11orf56	-0.20725
KIAA1432	-0.554
ROR1	-2.69
HSD17B14	2.61433333333333
ZFAND2B	0.3
SAMD4B	0.6855
HEXA	-0.050375
HNRNPU	0.2715
USP39	-0.6775
NRD1	-0.6125
R3HDML	0.146
FLT4	0.309
OMG	-0.0645
OR52N4	0.4675
LOC399818	-0.10375
ELA2	-2.3445
VENTXP1	0.6015
RFC5	-0.566
OR52L1	0.477
PAX5	-0.013
FBXO2	-0.73525
GMEB1	-0.5195
AKT3	-1.231
CRB1	-3.30116666666667
CTTN	2.24
UTP15	0.450333333333333
HSBP1	0.0119166666666667
PHF11	1.5895
NDEL1	-0.54
USP8	0.117
BAIAP2	0.2138125
SI	0.051
ARSJ	-1.65983333333333
BAAT	-3.40375
KCNS3	3.0195
LOC126147	-0.407166666666667
TMEM37	-0.33825
C1orf162	2.82983333333333
MBD1	0.3338
ITGAL	1.96766666666667
WDR73	0.181
GKN2	0.043
ARFGAP1	-0.587125
SLC5A8	0.701666666666667
ZBTB40	0.0853
CYP4B1	1.279
LYPLAL1	0.553
CHST3	-2.83125
MAP3K9	0.426
BTAF1	-0.854
TFAP2E	-0.298
RBM35B	-0.10725
LOC441251	-0.362166666666667
ANKRD25	-1.71866666666667
UQCRC2	0.1945
MAEA	0.414166666666667
HYAL1	-2.6959
RNPEPL1	0.0695
CPSF2	0.710125
PSD3	0.4215
ABCA13	-0.286857142857143
AGR2	1.50775
GBX1	-4.1585
HDLBP	0.339928571428571
ACY3	-0.89375
HECW1	0.78925
ZNF519	-1.557
HOPX	2.431
ZNF304	0.3425
OR12D3	0.3575
FKSG43	0.3115
METTL1	0.304375
MFSD3	1.8615
PSPH	-1.731
CLCA3	-0.2325
DARS2	0.249166666666667
CDC25A	-1.66916666666667
BAIAP2L1	-0.877
B3GNT5	-0.930375
USP29	0.2515
ARHGEF10L	0.7108
ATOX1	0.927
ADAM30	0.0113333333333333
DNASE1	1.22225
STT3A	-0.711916666666667
RAB6IP1	-0.76375
PTN	-0.4107
C1orf106	-0.897384615384615
HECA	1.08525
RNF122	-0.9715
SLC22A18AS	0.0805
GNG8	0.177666666666667
ELP4	-0.35625
FAM65A	0.128333333333333
RPL10A	-1.00583333333333
IRS4	-2.352
MACF1	0.2785
SEC24D	0.32325
LOC374395	0.7975
TGFB2	-1.787375
MDFIC	-0.606625
CHRNE	0.198
PCMTD2	0.919833333333333
ATP6V0D1	-0.0225
MTA2	-0.17225
LZTR1	-0.9005
RAP1A	0.4285
AXIN1	0.2065
POLR1C	-0.51375
TRIO	-0.510333333333333
PLXNA4A	-0.5565
C5orf33	0.275
DEPDC1B	-1.421625
ZNF473	0.170666666666667
MTM1	0.71025
GPR107	0.672
CSNK1A1L	1.3945
FLJ14154	-0.8325
NLRC4	3.40525
ENPP4	2.42566666666667
PADI3	-0.4385
RNF170	-0.1525
CG018	1.9015
C16orf7	-0.43025
KCNE1	-0.863
NRM	-0.317
SLC37A3	1.28057142857143
TPD52L2	-0.876833333333333
UNC5B	0.40325
C12orf12	0.0926666666666666
SDHB	-0.30525
CLRN1	0.653857142857143
NUDT10	-3.36733333333333
UGT3A1	0.55775
FBXW8	-0.23925
RHOF	-1.097
PTPLAD1	1.048375
MYO3B	-1.13025
DERA	-0.575
TPP2	-0.877
C19orf53	-0.343
GINS3	-1.107875
ST6GALNAC5	2.182
CHSY1	-0.40775
MGC15705	-0.019
GPR83	0.444333333333333
EXT2	-0.199875
DOLK	0.371
TUBAL3	1.83425
ACVRL1	1.4966
ABL2	-0.00841666666666664
C14orf156	-0.322666666666667
PTPRZ1	-1.068375
DIP2C	0.334125
LAMP1	0.991875
RXRA	0.7232
MAP3K5	-0.227
ALKBH1	0.854833333333333
PDLIM7	-0.6295
ARL14	-2.355
SNIP1	0.2015
TIMP3	-0.0655
RGS3	0.315166666666667
SPAG16	2.4056
ABHD4	0.29675
ARHGEF12	0.395
GLUD2	0.879
RAC2	-1.9972
UAP1L1	-0.773
SLC18A3	0.2575
YOD1	-0.613083333333333
RALY	-0.10875
HMOX2	0.829375
DGKH	0.37525
DBNDD2	2.19366666666667
YIPF4	1.546375
THAP10	0.54025
ZNF513	0.762
HAGHL	0.571166666666667
ITGB4	-1.83916666666667
CCDC141	-1.5155
YTHDF3	2.42875
C5orf28	1.0245
RPL7L1	-0.94925
TMEM30B	2.3465
ANKRD35	-0.054
DUOXA2	-0.0205
TBC1D5	-0.1265
DFNB59	-1.047
HRH4	0.497333333333333
MYO6	0.96
DNAJA4	3.1025
RBM24	1.20425
CEACAM20	-0.337
RBM23	0.303785714285714
NGFB	0.6475
C1orf63	-1.0111
KRTAP7-1	-0.056
PERLD1	2.5315
NPB	0.389
C17orf59	0.868
HSPBAP1	-0.62875
SLC15A4	0.451375
PRTFDC1	-0.3025
OSMR	-2.24657142857143
CYSLTR2	-0.1515
C19orf25	-0.294
KIAA1797	-0.4375
NLRP6	1.0375
FAM105B	0.6661
SCRN2	0.1665
LRRC58	0.2134
RNF17	0.543
NEIL3	-0.0935
FAM137A	-2.93475
SKP2	-1.6625
PARVA	0.19525
PKLR	-1.7185
RNF34	0.676375
A3GALT2	0.66375
C12orf50	-0.221
SUNC1	-2.2255
FAM102B	0.5475
CCT2	-0.33225
LRRC37A2	-0.141
ARF4	-0.315
SIKE	0.63575
C8orf48	-1.17333333333333
MBTPS1	-0.422285714285714
GPSN2	-0.096
NCF2	2.3455
SLC12A6	-0.698666666666667
MRPL48	-0.8935
HMGN3	0.106833333333333
LRRC62	-1.05125
PAX9	-0.433
FAM55A	-0.287
C20orf42	-3.241
SCML2	-0.5705
BCL9	0.67125
FAM40A	-0.44
C9orf41	0.256
ZNF774	0.0445
LETM1	0.12475
PLXNB1	-1.12166666666667
NIPSNAP1	-1.018875
USP10	-0.75325
F9	0.9345
LIPE	2.96125
CNGB3	0.4525
C12orf52	0.391125
PI4K2A	-0.122125
MED8	0.034375
STAT4	0.2095
FGD4	-0.221833333333333
RNF145	-2.12283333333333
WDR32	0.1664
CLDN2	0.1095
TCEAL8	0.22625
ZMYND8	-1.1696
PDXK	-1.060625
GATAD2A	-1.38325
PTGES3	0.0405
CCM2	-0.3885
TAP1	2.0965
ZNF670	0.66675
ETS2	-0.388928571428571
C6orf166	-0.142166666666667
PRMT2	-0.427857142857143
OR4B1	0.4075
INTS8	0.7325
CCDC102A	-1.78075
CCDC83	-2.8885
ITGA1	0.0298
EPHA5	-2.539875
FAM24B	0.471
TSGA10	2.35975
HAL	-1.6685
MYOT	-0.31025
SPACA3	0.28625
BCL2L2	0.332333333333333
CUGBP2	-1.44016666666667
CCNB3	0.664
RNF113B	0.65275
MERTK	0.522
BAG1	-0.03225
VPS36	0.89075
ORMDL3	1.8344
C1orf190	-1.0485
ZNF625	-0.304
CORO2B	-2.00525
ALOX15	-0.4335
CST1	2.111
NUPR1	0.859166666666667
CCL7	-0.393
SMCR5	-2.3245
DSC2	2.5535
RBMS2	-0.26775
GRIK4	-0.3885
TRIM65	0.4467
TMPRSS6	1.533
TP53INP2	-1.21725
GLB1L	0.103
LOC388284	0.135
PUS1	-0.582571428571429
BCL9L	-0.7755
OLFM1	0.576666666666667
RET	4.728125
MASTL	-0.7965
ALX3	0.74625
IL1RL1	-0.380666666666667
ZNF765	-0.498
C14orf138	-0.09825
SNX10	1.043
TAC4	0.484
C1orf64	-0.688875
POGK	1.0765
MAPK9	1.73775
ZNF366	3.10825
C8orf79	-0.8131
CLDN7	2.219625
OR5AT1	0.1375
TRIM37	-1.0415
LRRC25	2.365
GRHL2	3.1074
TEKT3	0.76125
LASS5	0.154833333333333
ABCC4	-0.575916666666667
DLG3	0.97725
VGLL1	0.297
ZFP36L2	-0.5925
MFRP	0.146833333333333
KIAA1799	0.71525
FLJ44379	-0.451
PCNX	0.0095
ANXA9	1.4505
CYP4V2	2.1399
PIK3C2A	1.17325
SRR	-0.7985
NOL3	0.000250000000000014
IFITM2	0.4475
ARNTL2	-2.25275
ZNF595	1.17475
NLRP13	-1.328
ASPH	-0.96925
CPA2	0.7915
PVRIG	-1.79066666666667
LEPR	-0.950833333333333
C16orf42	0.906333333333333
SH3BGRL	2.2155
FAM77D	-0.808
FNDC7	0.4245
C9orf6	0.701833333333333
NOTCH2NL	1.04366666666667
PGBD1	-0.0225
SYNGR2	0.677833333333333
PITPNA	-0.83125
PRPF4B	0.2925
SLC43A3	-2.52221428571429
NRBP1	-0.674
SLC25A22	-0.00825
ILK	-0.489375
SLC22A8	1.34166666666667
MRPS7	0.471625
PITX2	-2.26225
FABP3	-1.03325
OR1L1	0.234
LOC728215	-0.059625
BLID	-1.9015
KIAA1217	0.440235294117647
TFPT	-0.02625
AP4B1	-0.725
VBP1	-0.0905
OR1K1	0.753
MORC3	0.18825
BHMT2	-1.4295
C3orf10	0.461375
FZD7	-0.805166666666667
WFDC10A	0.759
PMS2CL	-0.375
CCDC32	0.677833333333333
FA2H	-0.5915
ALG13	-0.3645
TTLL7	0.4784
SPOCK3	0.558333333333333
SLC13A2	-0.0725
AIM1	-0.296
GPRC6A	0.44
EGR2	4.4515
MED11	-0.03075
WWC1	1.4345
SH3GL3	-2.22575
RIF1	-0.194785714285714
PRLH	0.1125
VLDLR	-3.2115
DBT	0.6228125
C21orf63	-1.135
CGGBP1	-0.36525
KRTAP12-2	-0.5185
TADA3L	-0.618
ZBTB16	1.01925
PDGFB	1.170375
RFX1	0.096875
UQCRB	0.7923
LOC133874	-0.245
HPS3	0.20175
LGALS3BP	1.8979
DKFZP564O0823	3.05535714285714
MRFAP1L1	1.552625
HOXA10	-2.14116666666667
NGB	0.3875
KIF21A	0.787538461538462
IFLTD1	1.145
LZTS1	-1.5975
ARHGEF3	0.1655
RHBDL3	3.19
CSNK1G2	-0.694416666666667
ChGn	-1.823875
KIAA1244	2.28716666666667
GABRB2	0.1005
MGC72080	-0.2225
CD27	1.97275
EGLN1	-0.7104
PEX13	0.58725
RWDD3	-0.1715
RNF12	-0.774666666666667
GRIN2B	-0.2445
ADAMTS14	-0.751
DYDC2	3.628
ATP6AP1	1.285
NR1H2	-0.155
PDK2	1.1185
C3orf17	-0.563
SLC38A2	0.375642857142857
SLC25A29	-1.786
C15orf29	0.301625
ADAM9	-0.27525
TMUB2	0.554875
GPR176	-0.30625
AGK	-0.77925
MCCD1	0.4805
NDUFA4	0.41425
TMEM146	-0.6895
DUSP1	1.805
UNQ6975	0.5985
EMX2OS	2.253
INSM2	-0.40925
LUZP4	-0.39925
SETD6	-1.26425
P2RY2	0.201
SLC45A2	1.592
RABGAP1	0.481166666666667
UBXD5	0.245375
GPRC5A	1.9843
PAK3	-1.29
LOC63920	0.1775
TGFBR1	0.7156
KRTAP6-3	0.6195
SFMBT2	-0.829
CDC42	0.0370625
C11orf35	0.137
TTLL2	-0.32225
UACA	0.2885
CD97	-1.5012
SETD5	-0.634625
NINJ2	-1.1205
PTER	0.477
POMGNT1	0.10725
KRTAP4-2	-0.341
ECGF1	2.625125
HRB	-0.185545454545455
ATP1B2	-0.121
LOC400506	1.296
COL4A3BP	0.305
C6orf97	0.90225
GRHPR	-0.37575
TAS2R1	1.433
SEMA7A	-3.155
EDF1	0.24075
ODF2L	0.609
PCID2	-0.674
GTF2H4	-0.776166666666667
ZCCHC3	-0.67325
CGB2	0.281666666666667
NEUROD1	-0.47225
C20orf75	-0.222
RP5-1054A22.3	0.611666666666667
IFNA5	0.47
ZNF134	-0.3445
MGC119295	-0.8363
ZSWIM6	0.977
SMEK1	0.186
PCGF2	0.644
C1orf102	3.10225
CYP2A13	1.289
KCNH6	1.6221
MDM1	0.6074
ALDH7A1	-0.332
C9orf75	0.54375
VDAC3	-1.13725
OR51T1	0.629
EIF3F	-0.751
KCNJ10	-0.751375
LENG8	0.24125
EDEM2	0.538166666666667
CCNJL	-1.87783333333333
DHX37	-0.705
CRYGN	-0.2205
AATF	-0.854
ZNF630	1.1235
E2F5	1.171
WFDC13	-0.57175
FTSJ3	-0.000166666666666667
C4orf33	0.50925
LHFPL4	-2.7895
C19orf56	-0.55225
SMAD4	0.982875
AFM	-0.575833333333333
G0S2	1.598
FCHSD2	-0.5708
RRP1B	-0.8483
EEF1B2	-0.983
STAT6	-1.09116666666667
ZNF195	-0.19575
GNL1	-0.48
ZNRF2	2.689
PER3	-0.141625
ASB16	0.661
C10orf10	1.73978571428571
ADCY8	-3.42616666666667
C9orf58	-1.1425
ARMC10	-0.786833333333333
PSG1	-0.94
DHX34	0.0775
VARS2	0.398
NFIC	-0.19975
ITPR2	2.036
AGXT2	0.338333333333333
OR6K3	0.00650000000000001
H2AFZ	0.285333333333333
MLLT3	1.49075
COX4I2	1.7325
CCNT2	0.43675
PLK4	-0.487375
NUMBL	-1.01233333333333
MED16	-0.22375
PLEKHQ1	0.4325
GOSR1	1.02811111111111
BTG4	1.977
RPL30	1.40883333333333
IGSF5	-0.82
IGFL2	-1.46683333333333
ELMOD2	1.36016666666667
SHC3	-2.39166666666667
HAVCR1	-1.006
DYNC2H1	-0.261125
RNF5	0.713166666666667
C2orf7	0.3555
NLF1	0.45
KLHL25	0.08275
LRP10	0.8189
KRI1	-1.0155
PUS7L	0.1225
MGMT	0.82875
HOXD1	-0.407166666666667
CSH1	0.3293
ATG16L2	-1.07925
FLJ44635	-0.2195
CHODL	-1.184
EXOSC8	-1.07675
SLC28A1	0.063
MYO7B	-0.778333333333333
SEH1L	-0.7338
MTNR1A	0.448
TSPAN5	0.651
CDC45L	-2.77333333333333
AMIGO1	0.7045
ATAD3A	-0.767625
OSGIN2	2.46866666666667
PDIK1L	1.33633333333333
DARC	2.6535
PIPSL	1.639
SHMT1	-1.08325
CRISP3	-0.5
POPDC2	1.764
ZRANB2	-0.954666666666667
FBXL8	-0.6465
TRIP13	-1.10845454545455
EIF5AL1	-0.843
POU5F1P3	-4.646
IL6	-0.4225
CXorf38	0.219833333333333
IFNA16	-0.427
FBXL2	0.820666666666667
BRD1	0.04175
STATH	0.07875
FBXO44	0.8085
MCCC2	0.02025
CDC2	-0.3967
C5orf23	-1.479
IVD	0.239166666666667
C10orf122	-1.337
MSL3L1	-0.4484
MVP	0.5785
EPOR	-0.8576
ZMYM1	0.07
BCL7C	0.942
PSTPIP2	0.3625
LYPD1	-2.742375
OR8G5	0.2605
ZP3	-0.919666666666667
BCAS4	1.52308333333333
EDG6	1.2565
ISY1	-0.1975
PRAMEF2	-1.47925
CUL1	-0.700125
RNF213	2.1133
CCRK	1.5085
DHX9	0.157
C13orf29	0.6815
NCKAP1	0.698333333333333
MRPL43	1.414
XPR1	1.064
PKN2	0.1553
PODNL1	-1.847
ZNF333	0.3045
DALRD3	1.0605
OPN1SW	0.6745
BTBD6	0.78325
C11orf82	-2.4355
OR5P3	-1.5195
DUSP11	0.3945
L1CAM	-0.8117
NEK11	2.08733333333333
OR7E91P	0.6535
CNTN3	0.6384
CREB3L2	-0.3165
ZBTB37	0.897
KIAA1324L	2.184
NDUFB10	1.27216666666667
NUDT2	-0.016
GTPBP8	-0.97025
CACNA1D	2.07525
PRKAA2	-0.131333333333333
PRDM8	0.496
MGC16075	-0.970333333333333
KRT14	-1.35078571428571
PP8961	0.49925
MRPL18	-0.23375
ABCG2	-1.987
PACRG	0.28675
BBS2	-0.2555
KREMEN2	-1.648
FBXO21	1.15675
HNRPUL1	0.149916666666667
GRB10	-1.5955
CLSTN1	0.723125
LMAN2	-0.1447
C17orf61	0.0345
NIPSNAP3A	0.07525
INSIG2	-0.0488333333333333
PCDHB7	-0.429166666666667
STXBP2	0.716
CMAH	0.57175
SEMA5B	-0.28825
ZNF155	0.411833333333333
COQ6	0.6395
PRPF4	-0.52325
TSPAN15	2.9778
VN1R5	0.2015
LATS2	-0.13525
SELK	0.454
PGK2	-0.11625
MS4A1	-1.306
TYW3	-0.5337
KRTAP5-1	-0.30025
RCCD1	-0.698333333333333
BTN1A1	-0.062
DDX28	-0.607
TMEM65	1.484125
LOC92345	0.22575
TTC31	-0.5495
WDR46	-1.367
CHP2	-1.52283333333333
LSP1	0.013625
ZNF542	-0.8025
EXOSC1	0.059
ARHGAP18	-0.774
LRRTM4	-1.126625
MAOB	2.73291666666667
CACNB4	-1.607
MGC33846	-0.406375
RANBP3L	-0.83125
ATP5L	-0.164125
ONECUT1	-2.3645
NUDT9	1.08925
TMEM149	0.983
STX17	0.25875
IGSF10	-4.902
TMPRSS9	0.344
BMPR2	0.816818181818182
ALLC	-0.12975
KLF7	1.5345
GCC1	0.0972
TIMM9	-0.2865
CDO1	-0.8945
MGC10701	-1.48216666666667
IFI6	3.668
FRMD8	0.2325
MGAT2	0.9065
WBP5	-1.23516666666667
CNIH2	0.148
KIAA0907	-1.1105
KCNH8	-0.015
CTSG	-1.883
GRIK1	-1.2518
CUL5	-0.31175
FRMD1	0.381
OR9A4	1.523
SYT6	-1.834625
FOXD4L2	-0.36775
ANAPC2	-0.214666666666667
OPN5	-0.363
TAF13	0.0485
LYG2	-0.65425
GGNBP1	0.7275
C11orf40	0.2815
OTX2	-0.96
REG4	-0.7928
EIF5	0.08575
PALB2	-0.0485
SEPSECS	1.016
RNASE3	-0.22025
TRIM49	-1.124
POLR2K	2.0397
GPR42	0.165
C8B	-3.611
SASS6	-0.62
PREB	-0.493333333333333
OR3A3	0.6465
TUBA8	0.084625
IGLV2-14	-1.11975
STIL	-1.40025
ANKFN1	-1.04033333333333
NME7	0.3865
HOXC12	3.993
UBE2C	0.216625
FHOD1	-2.033875
CDK2AP1	-0.55925
OR6K2	0.312
DHPS	-0.31075
RPL5	-0.972416666666667
TRGV5	1.046
LOC541472	-0.121375
HCCS	0.4115
DENND1B	2.9865
LHX3	0.3335
OR5D16	0.532
CXorf57	-2.94966666666667
IRF2BP1	1.24375
NDST2	0.681333333333333
LCE3D	0.3585
BOLL	0.1695
SYT3	-0.78225
PIH1D2	0.326
C20orf7	-0.6495
IL1R2	-1.122
SLAMF9	-0.62
PPME1	-0.642
PIK3CA	0.23375
TRAPPC1	-0.277125
COLEC10	-1.18
SLC9A6	-0.2425
PDDC1	-0.495416666666667
CCDC53	0.01775
GK3P	-0.7265
DAZL	-1.35125
BRI3	-0.219
SDK1	0.809625
CYP2C18	0.5685
IFI44L	4.469125
RPL3L	0.389
FUT9	-1.55833333333333
KIFC2	0.748166666666667
PMP2	-0.885875
SLC4A9	1.1535
PLAG1	-2.3635
MYCBP2	-0.003
OR4E2	0.6955
CCDC65	1.3735
C16orf82	0.144625
ENTPD4	-0.41175
BRP44L	-0.0725
PMP22CD	0.8065
TMCO4	1.20766666666667
KCNN1	-0.956166666666667
WDR35	0.91725
CCDC80	0.172625
C3orf31	-1.46025
SLC7A9	-1.901
TMEM190	-1.462
DBC1	-2.20433333333333
FADS3	-1.52916666666667
PDZD8	1.68766666666667
GRM5	0.245875
AZGP1	2.5323
PEX3	-0.4095
MED1	0.841642857142857
ATG4C	-0.664666666666667
HNRPH3	-0.04125
FAM109B	1.2965
C4orf17	0.246
CA10	-1.2405
OPRD1	0.211
CCL16	-1.23525
SACM1L	-0.05175
CST6	4.72925
CD63	0.472
LGI1	0.4005
ZNF784	-0.206
CRYBB1	-1.0715
CX3CL1	-0.19105
TOP2A	-0.046
GYPB	-3.62916666666667
GADD45GIP1	-0.44575
FEN1	-1.190375
IGF1R	2.082875
WDR72	0.119333333333333
PURG	-1.3464
DEFB126	0.6785
PKD1L1	0.365
CAV1	-1.904
GNPDA2	1.1429
DGAT2	0.387
NLGN1	-3.899
STRBP	1.06225
HPRT1	-0.0596666666666667
FANCI	-1.2525
PSMA7	0.927375
DBF4B	-0.344166666666667
TTF1	-0.66075
RAD54L	-2.3355
ELOF1	-0.3995
PLAGL2	-0.1705
ZNF256	-0.396
HMGCL	0.539
MSI2	1.19733333333333
RPESP	0.200666666666667
C11orf60	0.15325
ABCD1	-0.1755
ACAA1	-0.0818
SPARCL1	4.35885714285714
IL6ST	1.503
ZNF319	-0.507
TMEM109	-0.1568
FAM90A1	-0.442333333333333
IL22RA1	-0.762
ATP4B	0.5935
TEC	-1.701
C7orf30	-0.42425
TXNDC2	-0.8395
ABCB4	-0.934
KIAA1191	1.44625
C9orf38	0.2185
SFTPB	0.543125
CNTNAP2	-0.392416666666667
FRK	0.2645
TBX19	-0.84175
CHD4	-0.44525
C6orf26	-2.48066666666667
MOSC2	0.36375
IKBKE	-0.0485
HIF1A	-1.18933333333333
LOC595101	0.294
RELA	0.209
TMEM16B	-0.0428333333333333
ABHD12B	1.98675
TSEN34	0.56725
KIF18A	-1.1765
TXNDC9	0.7405
SPATA2L	-0.3435
SEMA4G	-0.9155
C21orf91	-1.2205
MATN1	-0.1705
KCNIP4	0.0035
TUSC1	1.420125
OR4C15	0.9615
ARMCX6	-0.890583333333333
WBSCR27	0.549333333333333
OR52I2	0.165
KIAA1604	-0.3545
DYNC1I1	-1.553
PPP4C	0.94075
SLC47A2	-2.28533333333333
TREH	-0.212125
CD48	0.778333333333333
ST14	1.0225
PKN1	-0.29175
SPON2	0.501
XBP1	1.91816666666667
SFRS12	0.0606666666666667
EFCAB6	2.31325
SELT	0.49225
SLC39A2	0.671
ERF	-0.731333333333333
ARL3	0.848625
SURF6	-0.6278
MLLT10	-0.339857142857143
FLJ11171	0.853333333333333
TDGF1	-4.227
ERCC6	0.04425
EIF2AK4	1.15175
BAZ1A	0.318333333333333
LRRN3	-0.943
TMC3	0.825
EFTUD1	0.10625
PTPRO	2.701
CLEC12A	-0.121857142857143
ACBD4	0.471125
ZDHHC14	-1.948125
OTUD7B	1.736125
ACTB	-0.0449375
MSRA	-0.56675
LCE5A	-0.4855
IFI35	1.93575
BSCL2	0.506833333333333
ANKRD12	0.369083333333333
CFHR2	0.09775
RGAG1	-0.207
HSFY1	0.046
SLC30A5	1.22166666666667
IMPG1	-1.005
GPR109A	0.494
ZNF185	-0.00849999999999999
IYD	0.7835
NPCDR1	1.5595
SERPINA13	0.1405
HMGCLL1	-0.06625
NEUROG1	0.2935
UBQLN1	0.5880625
LIN37	1.00075
SOCS2	-2.55975
DSCR4	-2.097375
XKR6	-2.96425
GPR142	0.7825
KRTAP13-3	0.1465
CCDC15	-1.0845
MOS	0.227
CD1E	-1.7595
OFCC1	-0.21975
FAM83D	0.00575
SRFBP1	0.82
C9orf96	0.3025
DHDH	-0.73175
CCDC90A	0.1475
RABL3	1.10135
CD320	-1.5695
ANGEL2	1.22475
MRPL21	2.145
SMG6	-0.503166666666667
INSR	1.9770625
FLJ14816	-0.4465
GLRB	2.68766666666667
C9orf89	1.70225
CIZ1	-0.747625
URG4	-0.591
LRDD	-1.34333333333333
CBY1	0.564333333333333
NFX1	-0.506
MTERFD2	0.266285714285714
C19orf23	0.2955
PGC	-2.802875
IER3IP1	1.8224
RASAL2	1.26241666666667
C1orf89	0.22125
SYNJ1	0.109875
NFKBIE	-0.206
FLJ40125	-0.0446666666666667
TCEB2	0.8039
NOG	-1.8265
POLR2J2	-0.427666666666667
HLA-B	3.20525
PCDHA1	1.0455
PPP2R2B	-1.25475
ARHGEF17	-0.186
TCF7L2	-1.323
CHD5	0.226166666666667
ZNF431	-0.92525
TBC1D25	-0.05225
ZNF800	-0.1225
SCUBE2	0.696545454545455
MYCBP	0.699
GPX5	0.5675
C6orf129	1.01816666666667
QSER1	-0.135
ULK2	1.79875
PIGO	0.716666666666667
NRCAM	-0.878083333333333
SLC35E3	0.603875
CSRP2	-1.8645
HYPE	0.98125
MAPK15	0.9235
MGC14327	0.20725
TIMM13	0.0433333333333333
ZNF462	-2.6785
GBA3	-0.47525
TEX13A	-0.4755
MCM6	-0.831888888888889
MTRF1	-0.63375
ABCA7	-2.07
EIF4A2	0.24625
ZC3H10	1.2885
RPGR	0.535833333333333
C20orf94	0.306
RP1L1	0.29075
GPR125	-1.58442857142857
USP22	-0.863785714285714
OR1L4	-0.0465
MLZE	0.0845
FLJ32065	0.64925
PTCD1	0.03775
CRTAC1	0.227833333333333
BXDC2	-0.107
C18orf1	1.952
FAM107A	0.880428571428571
EFNA3	-0.55725
P18SRP	0.1302
CAMKK2	0.650083333333333
KIAA0649	-0.00574999999999999
NES	-1.5835
HS6ST3	3.07575
PON2	-2.24075
TCP11L2	-0.078
CLEC4A	1.20125
PRR12	0.855
MLXIPL	-1.6878
C2orf50	1.6245
ZNF28	1.2095
ENC1	-0.589333333333333
MAP2K1	-0.075875
FKSG2	0.28825
KIAA0430	0.5955
PTP4A1	-1.51183333333333
GPR156	0.475
GTF3C6	-1.22575
UBR2	-0.2872
LOC388272	-0.74875
MAK	0.0188333333333333
ACOT4	3.04
STC2	-1.77075
PIGW	0.33975
SAE1	-0.14775
COL6A1	-0.916772727272727
OAZ1	0.161666666666667
STMN4	0.9435
EDG3	0.856333333333333
SGCE	-0.966166666666667
IL11	-3.12533333333333
PRSS8	2.81175
YIPF5	1.45675
WNT4	1.92225
CSN2	0.319833333333333
TCF7	-3.550375
TDO2	1.534
SAMD9	0.533
S100A7A	-0.9645
MMRN1	3.68483333333333
GKAP1	0.5705
AKR1C3	-1.60175
RNF19A	1.105375
GMDS	-0.104
YKT6	-0.718125
SPARC	0.1434
C12orf31	-0.439
UBE2V2	0.8925
FBXL18	-0.947666666666667
KIAA0460	1.24825
ADAM22	-0.9075
SERPINC1	-4.911
KCTD21	-0.0885
MYOHD1	-0.71625
ZNF37A	0.831166666666667
GTF3C1	0.318333333333333
CTSZ	0.8985
PRNPIP	0.00499999999999999
DRD1IP	2.3235
NR1I2	-2.58216666666667
ZNF266	-1.474
SPAG4L	0.4835
COX4NB	-0.62075
SAPS1	0.484666666666667
APOA1	-3.536625
TATDN1	1.45866666666667
C10orf82	1.24675
KPNB1	-0.9235
FOXO3	0.461583333333333
CRYBB2	-1.428
ZBTB5	-0.9605
SLC25A38	-0.12225
DCTN2	-0.167666666666667
IFT20	1.10475
CTHRC1	2.195
C1orf31	0.2855
UHRF1	-1.2316875
GPC6	-2.57475
C10orf54	0.7325
MCF2L2	-1.1268
WNT9B	0.34675
OLA1	-0.314625
FAM120B	-0.79475
TTLL10	0.3345
CYorf15A	-4.93766666666667
RELN	-2.4678
SCN2B	0.222416666666667
MFHAS1	-0.973
NKX3-2	-2.31616666666667
RASGRF2	-1.685
SSBP1	-1.322
KPNA6	-0.2735
LOC389118	0.2605
HS3ST4	-1.4045
SUPT7L	-0.114
FLJ32658	1.39075
IGFBPL1	-1.1775
KIAA1641	-1.3363
SHKBP1	0.410833333333333
CSF1R	4.2205
NAGK	0.18675
MYL2	0.32025
