Hybridization REF	TCGA-BH-A0DD-01A-31R-A12P-07
TAPT1	0.326875
IRF8	2.0067
PRO0132	1.2875
HERV-FRD	0.093
ACD	-0.776666666666667
BCL3	1.5305
SPATA13	-0.987
MRLC2	1.32
F2RL3	0.029
CFHR3	1.9025
DUSP15	-0.552
TMEM46	2.08366666666667
SF3B4	-0.68
MAP7D3	-1.949
STELLAR	-0.8915
SEMA5A	0.1015
H2BFS	-1.96675
LRRC28	-0.304166666666667
MORN2	1.9745
XYLB	-0.906
WDR21C	0.56375
HIATL1	0.12175
ADAMTS10	-0.272833333333333
WDR55	-0.628
MFSD5	0.2085
OR4N2	1.41
DUSP16	0.762055555555556
NLGN4Y	2.9171
INHBC	0.16625
NUMA1	-1.27
DEFB123	0.0405
GIPC1	-1.24875
MGC27348	-0.6455
FLJ33590	0.6385
FZD1	1.4914
MKL1	-0.403
SAA2	0.25025
C1orf94	-1.989
C7orf28B	0.4515
TMEM185A	0.77635
ZZZ3	0.491
C16orf5	-2.4565
GALNAC4S-6ST	-0.6075
C1orf186	0.157
IGFBP4	1.85966666666667
NDUFA10	0.326333333333333
CLIC2	0.08875
RNF13	0.6775
GPR103	-2.09875
CD69	-1.528
MYOZ1	0.217
IFNB1	0.6705
CLNS1A	0.5655
CXorf45	-0.066
ZXDB	0.8065
FUNDC2	0.46225
GPA33	-0.7465
C9orf70	-0.7425
SLC2A9	-0.225625
LOC126520	-0.2135
MAGEB1	-0.904
LCE2A	0.1965
C18orf34	1.587
FMNL2	-2.048875
KRT85	0.84625
CRYGA	0.12
GEM	1.07375
THAP6	0.3963
ALKBH3	1.28883333333333
TM6SF2	0.3135
C20orf82	3.7385
RANBP2	-0.2415
LIG3	-0.2875
RETSAT	0.726125
OR8S1	0.446
CAST	0.03675
TGFBI	-0.977
C15orf37	-0.982125
PGM3	-0.4905
SLC4A11	-2.6705
FAM123C	0.109333333333333
TAOK1	1.8535
CISH	-0.18675
OGDHL	-4.319
SPINT2	1.69116666666667
ZNF33A	0.861
CLDN18	0.1785
RNF128	-2.1955
CCDC71	-1.21525
RASSF6	1.97633333333333
HSPG2	0.5725
ATP6V0E1	1.166375
ABHD6	0.077
CD274	1.4605
GCNT1	0.67125
NT5C1A	0.0336666666666667
TM4SF5	-4.239
C21orf58	-1.65266666666667
SUCLA2	-0.46025
RFTN2	2.33125
SCNM1	-0.2875
SLC9A10	-0.8485
FUNDC1	0.70425
SLC35F4	-3.25175
AMD1	-0.393
COL6A6	0.344
OR4K2	0.115
TRIB2	-0.976666666666667
LOC91461	-2.92725
GHSR	0.8295
ATP8B1	1.160625
C1orf78	0.945666666666667
RNF183	1.28233333333333
STX4	-0.3877
TPPP2	-0.78075
MYBPHL	-2.2435
TXNDC6	-0.229111111111111
C9orf47	3.279
FAM137B	-0.018
FANCB	-0.8845
C11orf9	-2.3275
DPY19L1	-0.247625
VDAC2	-0.341666666666667
VHL	-0.58725
LMBR1	0.677
C8orf44	-0.9115
ZPBP	0.00124999999999999
FGF23	-2.0015
C21orf67	0.04975
PCNT	-1.013375
BCKDHB	-0.0337
GALNTL5	-0.19525
BET1	0.130375
ARL13A	0.264
HDAC6	-0.678375
N4BP3	1.10583333333333
OTOP1	0.326166666666667
TTC30A	2.499875
CRISP1	0.024
KRT32	3.205
VSTM1	0.4325
ZNF622	-0.65625
POLR3B	0.4978
DNAJC10	0.60325
C12orf54	1.1605
ADIPOQ	0.0401666666666667
RIT2	-0.1775
CD44	-0.18505
ABCA3	0.166125
RPS17	-0.43525
FEZF1	0.642
PCDHB15	-1.457
KCNMA1	-0.992318181818182
CCDC116	-3.162
C15orf27	-3.061
NARG2	-0.458125
ITGA5	-1.790375
MEFV	0.461
TUT1	-1.030375
LOC541473	-0.25525
NMBR	0.314
GLT1D1	-2.65733333333333
ABCB7	0.089
PFKP	-2.13090909090909
C9orf91	-0.3864
LRRC41	-0.606166666666667
C1orf85	-0.870833333333333
ATP5F1	-0.200625
STOX1	-1.539375
GFOD2	-0.2235
SLC25A3	0.118375
ZNF646	-0.2279
ZAR1	-0.6255
OSTbeta	-3.50475
GALNT3	2.46275
IFT122	-0.249
LDB3	0.2395
GARNL1	0.361714285714286
HOMEZ	0.2565
LRRC6	3.211
ANGPTL5	-1.393
UBAC1	-0.80625
DLEU7	-1.07425
RPL19	2.82875
TOP1MT	-0.635666666666667
LOC643641	0.27125
MBD3L2	-0.1045
NTSR1	0.051
WISP2	-0.862
GPSM2	-0.018
RDH10	0.3083
PRKCG	0.286
HIST1H4J	0.785
MON1B	1.1875
MLF1IP	0.8265
ZNF446	0.3525
COL4A5	0.5212
SLC26A1	0.298571428571429
RGN	-2.727875
CCNB1	-0.3515
C9orf165	0.24225
CCDC28B	-1.0025
CCDC97	1.32275
FGR	1.73675
MSRB3	-0.2678
EPN2	-0.63
COX15	-0.585333333333333
KCNK6	0.1428
XK	-1.921
GDA	-4.91475
HEPH	-0.484375
THRAP3	-0.570375
MET	-3.03878571428571
PHYHIP	-1.508
LYAR	-0.901
ING3	-0.0645
AK7	-0.263
CCT8L2	-0.08175
COPS7A	-0.673833333333333
WSCD1	-1.51125
RNF185	0.745375
TNS3	-0.24675
KNDC1	-0.556333333333333
RWDD4A	1.2365
MED13L	1.2904
ZFYVE1	0.454375
C7orf44	-0.636
MRPL1	1.1415
STGC3	-1.67575
TEAD1	-0.443333333333333
RPL7A	0.394
ARL6IP1	0.8751
C1orf178	-0.3475
CTAGE5	0.606583333333333
TMEM184A	-0.118666666666667
SLC25A14	0.47675
CACNG5	0.14
ATXN10	0.5854
ECH1	-0.1755
CCL22	0.8525
CYP2F1	-1.86316666666667
GADL1	0.1755
TMEM19	0.1708
RUNX3	-0.68625
EFNB1	-1.16783333333333
LIPN	-0.2865
ACSM3	-4.11
SIGLEC8	1.22516666666667
ASCC3L1	-0.6845
NOL8	0.164625
RELT	-1.153
Magmas	-0.22
PPP1R15B	0.699
C11orf2	0.10825
VKORC1	-1.38916666666667
MGC26647	0.00924999999999997
TRPM6	-0.346666666666667
UGT2B7	-4.917
FEV	-0.1135
FOXK2	-0.2809
PDCD5	0.397166666666667
SLC8A1	1.3255
DGUOK	-0.554166666666667
CLDN16	-0.123
GAGE1	-1.3295
RBM17	0.6551
C1QTNF3	1.114625
VGLL3	0.368666666666667
UNQ5830	0.4425
CD1A	-3.65766666666667
SCGB1C1	0.825
SUPT4H1	0.5005
TRAF5	1.578
ASAHL	-0.26125
FAM73A	-0.521
OR6B1	0.486
WHSC1	-0.48135
GFPT2	0.02325
LOC339809	0.0565
STARD5	0.129166666666667
SIP1	0.226
DNAJC15	-0.364
STAU2	1.0433125
FAM98A	0.167375
RAD23B	0.1841875
LRRC33	-1.74525
CHRAC1	-0.32825
C21orf89	0.6705
C19orf43	0.201833333333333
KLK8	1.65383333333333
CCNE1	-1.69975
PKDREJ	-0.541666666666667
SSU72	-0.32625
C17orf73	0.4595
GPR78	0.398
WHSC1L1	0.0423
GSTA2	-3.0165
SMUG1	-0.38
UFM1	-0.2984
AP3M2	0.554916666666667
USP14	0.6615
FBXL14	1.1445
DSTN	1.231
SFRS14	-0.6595
FBXO31	-0.935
C12orf40	-0.4305
FRS2	1.16025
NR2E3	1.00075
TUBB2C	-0.437
GMPR	0.364
C9orf139	-0.0275
ING5	-0.896285714285714
LOC730092	-1.0595
ORM1	-5.286
RP11-11C5.2	-1.14425
HSPD1	0.2686
PIWIL3	-0.1265
C5orf13	0.1702
OR5R1	0.4095
LCOR	0.363125
PLEKHA9	0.197
CCDC43	0.2925
ZNF232	0.188
SLC6A7	-0.666
ADH5	-0.1065
SHBG	-1.52766666666667
CROCCL2	0.38775
PANX3	-0.216
CDIPT	-1.671
SLC16A5	-0.86325
TUBB	-0.959625
TOR3A	-0.4787
PREP	-0.306666666666667
ENTPD8	0.135785714285714
CHMP1B	0.0725
SYT12	1.1079
MYH6	-1.8595
MAP3K13	-0.737166666666667
KLHL30	0.210166666666667
LCMT1	-0.03325
EIF1AX	0.23225
FOXD4L1	0.269
SLC24A5	1.3395
RNF166	-1.3305
TJAP1	-0.78575
TMEM156	-0.734833333333333
ZNF239	1.88075
SNX19	0.0339
GKN1	0.16225
FCN1	1.8484
C1QL1	-2.0735
ATP11C	0.39725
ZNF35	0.7815
CARD8	0.18725
LIMD1	-1.36683333333333
KIAA0286	0.065125
XRN2	-0.103666666666667
CD6	-0.510666666666667
TOX3	2.965625
ZSCAN4	-1.63266666666667
RSRC1	-0.21175
COG1	1.5225
PTRF	-1.5244
C16orf35	-0.924
FBXO24	0.358
CHST11	-0.487
THRB	0.0286
MYBPC1	2.72725
RNF39	-0.764333333333333
PSMD11	-0.47725
ALAD	0.255333333333333
EN1	0.12275
SLC9A9	-0.09725
GSTM4	-0.1731
CDC42BPA	0.685052631578947
RCSD1	-1.3275
LUC7L2	0.2407
SPTBN1	-1.0422
LOC146167	0.851
BAT5	0.1269
ZNF452	0.31175
LSM4	-0.645125
SRP72	0.1364
SGK269	-0.210166666666667
MTX1	-0.67475
CENTA1	-0.43825
UNQ9433	-0.9395
ATR	0.371083333333333
DDX49	-0.533666666666667
PAQR8	-0.698666666666667
C14orf174	0.58925
GBGT1	-0.84525
THAP1	0.70925
OR10K1	-0.8515
RASIP1	-1.71933333333333
DPYD	0.5784
DOHH	-2.034
C18orf45	2.19475
POF1B	-2.4842
ZNF552	2.71225
USP32	1.00275
MED27	-0.627166666666667
C14orf149	-0.268833333333333
PRDX4	-0.317333333333333
ABHD12	-0.3275
AGT	-3.5155
SLC22A14	-0.49875
C1orf58	0.50225
PILRA	-1.2855
ABCF2	-0.699375
C17orf85	-0.5233
TKTL1	-1.79625
FGF1	2.66345
IL6R	-1.08466666666667
VPS25	-0.491
CHRNB2	0.7055
COL7A1	-3.0173
LRRC48	1.1735
SPG20	0.0590833333333333
COX10	-1.16425
GCA	1.98825
ECEL1	-1.05816666666667
GLG1	-0.8065
SRD5A2L2	0.5
MUTYH	-0.376125
ZNF70	-0.27
L2HGDH	-0.40925
GPATCH2	1.57775
ZNF655	-0.22575
ZNF227	0.918833333333333
MCOLN2	0.731333333333333
NQO2	-0.33975
KCNQ5	0.00700000000000001
NEU1	0.9415
QRICH1	-0.298
ZBTB20	0.827333333333333
RPUSD3	-1.12575
EPGN	-0.9818
TSN	-0.1245
SPRY2	-3.0405
LZTFL1	0.849375
GMFB	1.036375
PBEF1	-0.2294
HBG2	-2.992
TMEM8	-1.63475
PALM2-AKAP2	-1.90533333333333
NFYA	0.14325
FAM108A1	-0.836875
PBLD	1.16775
NRG4	-2.62375
PIGF	0.56425
PTGER1	-0.1575
NOS2A	-0.296333333333333
C21orf34	-0.101
C21orf51	-0.28575
IL17C	-0.162
TRMT6	-0.316666666666667
ETV2	0.0391666666666667
CCDC109A	-0.27
MYLK2	-0.77
ATP10A	1.025
DPH4	0.87525
C5orf5	0.564833333333333
KCNA4	0.0558333333333333
NMNAT2	-2.35566666666667
GLYATL2	2.961
LSMD1	-0.964375
IL23R	-2.62075
NRF1	0.18725
MUC15	-2.7785
PRDM12	-1.804
PAQR4	-0.5195
RBBP6	-1.18725
IFI27	4.44275
SKAP2	-0.371333333333333
TAGAP	2.2125
TJP3	0.953
C9orf61	2.25725
IDS	-0.334785714285714
PARG	0.3665
LOC131149	0.7935
DYRK4	0.455166666666667
MICALL1	-2.0745
GALR2	0.151
GPBP1L1	-0.697375
TBX21	4.31725
KCNJ6	1.64516666666667
GGN	0.3055
CASP5	0.392833333333333
RNF182	-3.77875
BRD4	-0.92725
DOK4	-2.22475
SLC46A2	1.07816666666667
SOX9	0.398333333333333
ZNRD1	-0.872
PRR6	-1.8375
FAU	0.158875
DTNB	0.48
CARD9	-1.7995
STS-1	-1.73183333333333
SLC4A5	0.36075
NSBP1	1.058
UGCGL2	-1.51725
POTE15	0.3435
NOXA1	-0.08375
RP13-347D8.3	1.7245
SAMD10	-0.181166666666667
EP400NL	-1.16425
TCF21	-0.67175
AMELX	-0.18425
JPH2	-0.016
SLA	0.9905
DLST	-1.96533333333333
SEPT12	0.2595
RGS20	-4.30425
LXN	1.08616666666667
ZNF419	0.71275
UPK3B	-0.227833333333333
RELL1	1.257
ESPNL	-2.0845
KLHL21	-0.65775
PI15	4.028
C2orf61	-0.4305
LOC407835	-1.57983333333333
RER1	-0.38625
ELAVL2	2.337
MGC26718	-1.00425
KLF2	0.92675
TNFAIP8L3	0.833083333333333
TFE3	-0.552
C11orf17	-0.257625
15E1.2	-0.6215
SNRPC	-0.6375
DLGAP1	-0.53875
PGLYRP1	0.2675
OVCH2	-0.0465
IRF7	0.7934
SET	-0.4084
NAB2	-0.819
LRP5L	-0.2235
FAM120A	0.705375
ASCL2	-0.3315
SHH	-0.055
ATP5H	-0.1405
THPO	0.724166666666667
TYRP1	-4.19683333333333
HIST1H3E	0.0013333333333333
EIF2S1	0.048
TNFRSF17	-1.86083333333333
TARSL2	1.23025
NKX2-8	-0.445625
C1orf115	-0.671125
LOC56964	0.501
KIAA0841	0.392
ISCU	0.8975
TTMA	1.2355
ZNF414	-1.289
LOC441150	1.48925
RAB15	0.5725
HBP1	1.59016666666667
TNNT2	-0.546333333333333
CECR5	-0.982
PHGDH	-2.06425
JRK	-0.2892
XPO4	-0.838125
FAM131C	-0.1745
ARHGAP25	0.935
CA9	-3.94777777777778
GPR62	0.990166666666667
TLX1	-0.049
GPS1	-1.29725
OR2M2	0.6135
BDP1	0.286071428571429
FAM70B	-0.34825
RPS29	0.776333333333333
MKLN1	-0.4902
TSPAN19	-3.33825
SLC29A3	0.8566
LGALS4	0.134666666666667
USH2A	0.163333333333333
NF1	1.84033333333333
APOBEC3A	4.20833333333333
IMPAD1	0.880833333333333
OLR1	1.4795
NRAP	-0.9295
HCFC1R1	-0.1985
TAOK2	-0.6905
MCM10	-0.571
MAP4K3	0.642833333333333
CBS	-2.39475
CLK3	-1.4409
PCDHGA5	-0.554
ELF4	-0.00662500000000001
FAM71A	0.17325
C11orf49	-0.7285
CLIP2	-1.08425
BTBD9	0.4045
ZNF524	0.5555
KDELR1	-0.6795
ZNF509	1.004
NCSTN	0.4515
ZNF533	3.04571428571429
PARP4	-0.017625
GALNT9	-0.233666666666667
NPY	-3.10375
BEGAIN	-3.58383333333333
TMEM77	0.361333333333333
FOXRED1	-2.05916666666667
SLC16A2	0.298833333333333
SLC35B1	1.15425
GK5	-0.731416666666667
SDCCAG10	0.028
C4orf20	0.42375
SLC9A2	-1.8145
ADD1	-0.342285714285714
TAL2	-0.00733333333333333
ACLY	-1.06675
DNAJC1	1.1535
SOST	-1.693
USP43	-0.536
CYP4F12	-1.5075
FKBP5	0.496875
CHCHD5	0.753
NUDT22	-1.0695
CCDC85B	-1.92975
OR51G2	0.466
STRN3	-0.670642857142857
TMOD2	0.95025
FLI1	-0.6565
MAB21L2	-0.773833333333333
DGKQ	0.15
VPRBP	-0.633833333333333
SCNN1B	0.9395
ECHDC3	1.1764
TMEM106C	-0.29325
CSNK2A2	-0.0625
RPL39	0.9337
HERC3	-0.1106
ZBTB47	0.137333333333333
ZNF681	0.90525
PAGE2	-2.0205
CLIC5	2.08435714285714
RABAC1	0.06725
ZFHX2	1.13375
YPEL1	0.4585
KIAA0776	0.61775
NR1D2	0.75
DNAJC4	-0.5655
NPNT	5.376
ZNF677	-0.028
ZNF536	-0.066
MEF2B	-0.230916666666667
PTPN4	-0.6975
CTCFL	-6.1995
STX5	0.392333333333333
CD72	2.06625
VEGFA	-2.29878947368421
XRCC1	-0.3778
MAS1L	0.430833333333333
ELL	-0.2196
SETBP1	1.35325
CDH11	3.34833333333333
NDC80	0.738538461538461
DMBX1	-0.363
NRSN1	0.102833333333333
BAT2D1	-0.0165
CDS2	0.203833333333333
C1orf212	-0.551
SENP3	-1.589875
IL1F9	0.92
EEF2K	-0.778
COG8	0.17225
CEP72	-0.067
OR1L8	0.2065
MUS81	-0.84725
PHYH	1.04125
GGT6	0.320833333333333
C22orf23	-0.295333333333333
C13orf33	1.834625
MAPK8IP2	1.4745
NELL2	3.86125
POU3F2	-2.94566666666667
ALPK1	1.528375
MRPS18C	0.41825
RPLP2	0.562875
FGF22	-0.5645
SPNS1	-1.49166666666667
ZFP1	0.605
IL1RAPL1	-1.9925
PCSK9	-3.85233333333333
NKX2-1	-0.218692307692308
C6orf189	0.713
SP4	-0.1195
SLC11A1	1.1267
C21orf25	-0.659666666666667
ICAM2	-1.312
SH3GL1	-1.20983333333333
GSK3B	-0.499
RALB	-0.14425
PDXP	-1.51366666666667
GNGT1	-1.183
KIR2DL1	0.7005
TNFAIP3	0.03275
C6orf32	0.0526
CBLN2	-1.90975
PANK3	2.284625
TAAR9	0.5525
WDR82	0.0346428571428572
APOM	-4.045625
TRIP10	-1.0065
SPATA16	0.257666666666667
C1orf135	-1.0005
USP51	-0.986
TESK1	-0.32975
C11orf64	0.386
ZNF611	0.8585
PDE6G	-0.428
HLA-DQA1	3.890125
GCLC	0.56425
SEC61A1	-0.0475714285714286
TWSG1	0.364583333333333
ZMYND10	2.39675
CTDP1	-0.467
ADAMTS6	0.378166666666667
SLIT1	-2.688
KRT86	-1.3715
KIAA0574	-0.7715
GTPBP2	-0.4795
PQLC3	1.7345
PRRX2	0.352
C15orf44	0.495666666666667
MKKS	0.16125
C11orf10	0.435
GPR110	-0.173875
CD109	1.26391666666667
ADCY1	0.192833333333333
RHBG	-2.6455
TP53I3	0.15375
SLC22A3	-2.4666
UCP2	1.32225
FOXG1	-2.81383333333333
OR2AG1	0.4675
TRIM24	-0.36925
PROC	-4.077125
TAAR6	0.473666666666667
AMTN	-0.9485
C10orf47	0.679833333333333
DEPDC1	-0.273
FLJ45557	5.47675
ZDHHC17	0.5893125
KIAA1429	0.135166666666667
KCNH1	0.36275
VNN3	-0.241375
PSMAL	1.481
PPARD	-0.445375
HFM1	-1.7535
YBX1	-0.697333333333333
ZNF695	-0.0935
SCTR	-0.0964
DCDC1	0.772
VPS26B	-0.5942
MTF2	-1.49483333333333
ATP6V1F	0.01875
CCDC94	-1.164
PERF15	0.1755
CCL11	3.74425
LMO7	-0.51825
DCST1	-0.2525
ADRBK1	0.020375
CDRT4	-1.134875
ZNF84	0.46325
HOXD8	3.407
STARD8	-0.3385
FOXP2	-1.1795
CCDC103	0.50575
POLR3A	-0.8555
GSC	-2.136
ZNF114	-3.663
HTR7P	0.204
LALBA	0.482
RMND5A	0.227166666666667
PSCD2	-0.4875
ZNF409	0.1535
KRTAP1-3	-0.0343333333333334
MAF1	-0.67625
LOC201725	-0.0406666666666667
NRN1	-2.955
SPAG5	-0.377833333333333
DNAH7	2.62716666666667
FLJ43860	0.1045
BRCA2	-0.5355
ACADM	-0.179625
CXXC6	-2.1845
RAGE	-1.35275
CHMP2A	0.927
FAM8A1	0.5088
GPR21	0.3445
SLC12A3	-2.953
FVT1	1.23021428571429
ZDHHC7	-0.689875
FLJ44048	4.236
SLC44A3	0.499833333333333
SDSL	0.623333333333333
MMP8	-0.43275
PLA2G12B	-3.382
ACY1	-0.7865
MT1E	1.2495
OR4K15	0.816
TECTB	0.1395
GPR20	-0.52275
IRAK2	-0.64425
RFPL3	-0.138625
MYO9A	0.5655
NARG1L	-0.955166666666667
BLMH	1.51375
CCDC3	1.82516666666667
C9orf21	-0.749666666666667
KIAA0513	-0.131833333333333
MIER2	-0.164
PNMA2	-2.45975
SH3BP2	-0.3755
ANXA10	-1.1955
RTN2	-0.208
TFB1M	-1.5415
PRPH2	2.069
C14orf133	-0.46475
GOLGB1	0.430083333333333
IRX4	-1.944625
NFKBIL1	-1.534
C10orf62	1.0405
APBB3	-1.21875
RPS10	0.4061
LOC728378	-0.01625
TLE3	0.488111111111111
PSMB7	-0.60125
MESDC1	0.2505
SLC6A1	1.26966666666667
OCLN	2.2415
PTTG3	-0.515166666666667
NAGLU	-1.73625
SERTAD4	3.643625
SPRY1	0.90225
FLJ10781	-0.128583333333333
MYSM1	0.507
TRIM4	0.820928571428572
SH3YL1	2.121625
TREM2	3.244
SERPINI1	1.56275
HDHD3	-0.162875
TMEM38A	0.76125
EID2B	0.6655
TDRD3	-0.432
SEDLP	1.19575
THSD7A	2.576
NDST3	-3.91675
KLHL15	-0.066
DHRS12	1.163
FBXO9	-0.100142857142857
TNPO1	-0.4515
MRPL13	1.01533333333333
SNX5	-1.203
METTL6	0.203
SOD1	0.384875
CHML	0.463833333333333
PACS1	-0.04725
SIRT5	-0.2732
CAPN2	-0.704333333333333
FXYD5	-1.608
TWISTNB	0.049875
LRFN1	-1.00166666666667
UBE1L	1.40125
UBE1C	0.6665
OR51B2	0.136
OR4D11	0.501
C15orf2	0.4355
NR4A1	-1.05216666666667
LOC339047	-1.369
TRIM17	0.92275
ATP5G3	-0.188714285714286
RPL15	-0.105
ADAMTS8	-0.96
HOXC4	0.056
C14orf37	0.6135
CEACAM5	-1.44475
MYT1L	-0.0348333333333334
RASA2	-0.694375
OSBPL7	-0.837
STAG1	0.652
GIMAP4	4.84183333333333
FUT3	-2.06633333333333
PIF1	-1.747
LPIN2	0.0334
SH3PX3	-0.71675
PDP2	-0.27325
PAPD1	-0.351
ERP27	2.455
APOOL	-0.096
DIABLO	-0.31675
TRHR	0.353875
ARMC9	-0.281375
RNF152	3.94275
SLITRK3	0.2205
ZNF211	0.0767
PFDN1	0.414125
RGS11	0.5905
HS6ST1	0.0383
AKR1D1	-1.99675
TNP2	0.365
STK31	0.285
EML4	-1.04191666666667
SGTA	-1.33966666666667
HIST1H2BI	-1.64916666666667
PSMD6	-1.2005
KIAA1257	1.428
C18orf55	1.23566666666667
FLJ20273	3.268875
RPL28	0.00666666666666667
EPYC	4.1775
NOX3	-0.264
ELAC1	-0.0343333333333333
METT11D1	-0.8205
BIN2	-0.575166666666667
NACA2	0.50775
CCDC17	-1.43275
HM13	-0.9588
UBOX5	-0.709285714285714
UBE2O	-1.013625
UBL5	0.8285
APOLD1	0.104625
C9orf31	0.6355
TNFSF8	0.662
ARHGAP29	0.738125
PROKR2	0.418
PDE5A	-0.7705
C6orf12	-0.073
TOM1L1	1.2925
WHDC1	0.483125
FOXI1	0.216
RAB4A	1.0806
TMEM39B	-1.1395
ATPBD1C	0.558
FARSA	-0.969666666666667
PLEKHG5	-1.09375
CMAS	-0.262166666666667
OR7E24	-0.408
SLC30A1	0.03175
CDC42EP5	-2.39366666666667
PLAC1	2.7055
KLHL18	-0.1555
LBA1	0.9699
TAZ	-1.449
CRIP2	-0.2905
BTBD11	-1.69266666666667
C16orf72	0.9055
DIO2	1.4591
LRRCC1	2.02866666666667
CCDC136	-2.7785
PRX	-0.208375
RBM5	-0.6672
TMEM85	0.581125
TUBGCP4	-0.524
APLN	1.735375
CDK7	1.13533333333333
SSR2	0.448083333333333
CRELD1	-1.073
C19orf46	2.53675
GAL3ST4	0.085
KBTBD10	1.54675
IL28A	1.673
WDR27	-0.359
MCM2	-0.653666666666667
SOX14	-0.378
FLJ39743	0.406
KIAA0922	0.089
HIPK4	-0.5485
FLJ25758	-0.4685
C16orf57	-1.07125
PDZD2	0.238875
MCC	-0.822
HHLA3	-0.4324
ID2	0.63525
C20orf23	3.15216666666667
ZNF688	0.3615
APOC2	-1.59133333333333
LOC440093	0.1235
FAM50B	2.28416666666667
PWP1	-0.2315
DNAH10	-0.1325
HIST1H2BA	-0.74075
GPR56	0.785666666666667
METAP2	0.137375
PAN3	0.366166666666667
STXBP4	-0.603
PDHX	0.7285
MTA1	-1.17816666666667
ZBED4	0.172375
ZNF720	0.8815
CDK2	-2.470625
RHOJ	-0.855375
CDC37	-1.77883333333333
ZER1	-0.766
GRK4	-0.0355
PRPH	0.60325
POLR2A	-0.166875
OGFOD1	-1.11375
NOL5A	-1.00725
PHEX	2.3195
FLJ16478	0.12225
C20orf117	-0.36475
CAMTA2	-0.939
C11orf74	1.68716666666667
DDX17	-0.260166666666667
C5orf27	0.226875
PLEKHA2	-1.2893
PDE4DIP	0.2602
SCN7A	0.19475
ZNF559	-0.117333333333333
CXCL10	4.4035
ZMYM4	0.493333333333333
STK32B	0.9674
KIAA0888	-4.308
TACR3	1.219
CKAP2L	-0.697
KIF1A	-1.21266666666667
RSPRY1	0.62675
VCAN	1.33175
CYP27C1	-0.1535
SYDE1	-2.14483333333333
MED12L	-0.798
ZDHHC21	1.857625
NHS	0.351
TM9SF3	0.9285
DDHD1	0.196375
MAFG	-0.831166666666667
BICD2	-0.6656
C14orf119	-0.470333333333333
C14orf43	0.191928571428571
CDH7	-2.10675
ALKBH5	-1.36771428571429
JUP	0.14575
TMEM41A	-0.403
MAMDC4	-2.13483333333333
CBX3	0.825625
LRRC18	0.4555
RBMXL2	-0.5735
PLA2G4D	0.6245
FGF13	2.740625
KIF3A	0.904333333333333
PDIA6	-1.0095
DCXR	0.66175
CASKIN2	-0.10275
EHD1	-0.557333333333333
MARCKSL1	1.32016666666667
ZNF496	-0.657333333333333
SCAF1	-0.135
KCTD8	-1.69675
TRAF3IP3	0.804285714285714
LSR	-0.0855
CXorf1	0.430333333333333
C14orf112	0.510833333333333
EIF2B1	-0.15
OMP	0.3095
GSTZ1	-0.5305
LOC92017	0.80125
ISLR2	1.0895
C12orf36	0.799
GATA2	-0.685666666666667
GABRA5	-2.567
CELSR2	-0.858857142857143
STAM2	1.3109
TNAP	-0.641
PTPMT1	-0.688166666666667
GRP	6.6715
SV2A	-1.457
MAGEA12	-3.02125
CACNG1	4.3725
C18orf19	0.3675
GSG1	-0.112166666666667
PTPRJ	-1.04321428571429
FRMPD1	-0.184
ZNF668	-0.97925
PLEKHJ1	-1.196375
ADAT1	9.99999999999918e-05
TMEM50A	0.3323
UCN3	0.4125
HOOK1	2.63175
IL17B	-2.0265
MLKL	-0.348333333333333
TTC14	-0.984666666666667
KLHL5	1.319125
CRYL1	-0.477833333333333
FOXH1	-0.338
NFYB	0.797
PPM1G	-0.885
GOLGA2LY1	-0.17425
NMT1	-0.707
HADHA	-0.5813
CHSY-2	2.582
PLEKHF1	-0.443
SAGE1	-2.788
MUSTN1	-0.12325
SUHW4	1.5335
TFEB	-0.0591666666666667
ZFYVE27	-0.4715
ATG12	-0.161166666666667
BMI1	0.9465
ZIM3	0.81075
MYH4	-0.2535
MASP1	-1.4305
KIAA0984	0.9065
RPAP2	-0.4675
ASB5	-0.0735
BOLA3	-0.0333333333333333
MIA3	1.24983333333333
KRT35	1.319
KIR3DL3	-0.149
MRPL51	-0.146
SEMA3F	-0.417833333333333
NDUFB2	0.446
LOC253012	2.90625
FAM46C	-0.5398
G6PC	-3.290875
CSAG3A	-1.53866666666667
PREX1	2.8365
SLC25A45	-0.159875
MAPKBP1	-0.00209999999999999
CPE	-0.9429
GNB1	-0.976375
CXCR6	2.1785
TRIM46	0.114
C16orf3	0.5185
HPSE	1.090375
TIGD3	1.0505
SPG3A	1.36825
LCAT	-1.6595
ST6GAL1	-1.68822222222222
POMC	-0.6825
FLJ36031	-0.746
NSMAF	-0.636333333333333
SKIL	1.8535
ADSS	1.67366666666667
HMGCS1	-1.2174
POLR3F	0.708666666666667
RAB10	0.220625
ZNF277P	0.405125
ZBTB7B	-0.078875
DHRS1	-0.692
ABCC13	4.91025
CNOT3	-0.71375
NFKBIA	1.3075
GAK	-0.776
SFT2D2	0.625666666666667
HOXA6	-0.023
CRTC1	-1.120875
LY6D	-1.00716666666667
C20orf72	-0.217666666666667
CPT1A	-0.66775
LMO1	-1.838
EIF3I	-0.8725
PRB4	0.6275
MCM3APAS	-1.33725
C20orf132	-0.1145
FOXF2	-2.64375
S100A12	0.3925
MLH1	-0.0358333333333333
ACTN1	-0.0462
MRPL36	-0.448166666666667
C20orf106	-0.11275
FBXO6	0.0333333333333333
MKS1	-0.0798333333333333
CX3CR1	-2.142625
