Hybridization REF	TCGA-AR-A1AL-01A-21R-A12P-07
C22orf23	-1.33058333333333
C13orf33	4.52425
MAPK8IP2	2.36025
NELL2	3.842
POU3F2	-2.74983333333333
ALPK1	0.683375
MRPS18C	-0.978
RPLP2	0.781375
FGF22	0.255
SPNS1	0.177666666666667
ZFP1	-0.41225
IL1RAPL1	-0.849
PCSK9	-3.558
NKX2-1	-0.632923076923077
C6orf189	2.14225
SP4	-0.794
SLC11A1	1.5296
C21orf25	0.503
ICAM2	0.4765
SH3GL1	0.267833333333333
GSK3B	0.0613333333333333
RALB	0.958125
PDXP	-1.261
GNGT1	-4.178375
KIR2DL1	0.6245
TNFAIP3	0.528666666666667
C6orf32	0.0185
CBLN2	4.2175
PANK3	0.02475
TAAR9	0.0705
WDR82	0.310857142857143
APOM	-3.255
TRIP10	0.37
SPATA16	0.5214
C1orf135	-2.71425
USP51	-0.7335
TESK1	1.27825
C11orf64	0.098375
ZNF611	-0.068
PDE6G	0.360833333333333
HLA-DQA1	2.936625
GCLC	0.304875
SEC61A1	0.659
TWSG1	0.847166666666667
ZMYND10	2.6155
CTDP1	0.484625
ADAMTS6	0.806166666666667
SLIT1	-2.5045
KRT86	-0.674
KIAA0574	-0.40425
GTPBP2	-0.0503
PQLC3	1.53325
PRRX2	1.054
C15orf44	0.456833333333333
MKKS	-0.459125
C11orf10	-0.00775
GPR110	2.075375
CD109	0.326583333333333
ADCY1	1.598
RHBG	-3.53525
TP53I3	0.3135
SLC22A3	0.3199
UCP2	0.03675
FOXG1	-3.44666666666667
OR2AG1	0.38
TRIM24	-1.4375
PROC	-3.483
TAAR6	-0.27825
AMTN	-1.243
C10orf47	0.326333333333333
DEPDC1	-2.9955
FLJ45557	6.1515
ZDHHC17	-0.603625
KIAA1429	0.522666666666667
KCNH1	0.7295
VNN3	0.5
PSMAL	2.038
PPARD	0.193125
HFM1	-2.63525
YBX1	-0.828666666666667
ZNF695	-2.44975
SCTR	0.400333333333333
DCDC1	-0.651
VPS26B	0.8808
MTF2	-1.0835
ATP6V1F	0.287
CCDC94	0.50225
PERF15	2.502
CCL11	3.3325
LMO7	-0.297375
DCST1	0.422
ADRBK1	0.450375
CDRT4	-0.831125
ZNF84	0.00149999999999999
HOXD8	2.90825
STARD8	0.261
FOXP2	-0.378125
CCDC103	0.4325
POLR3A	-0.5663
GSC	-0.00283333333333333
ZNF114	-1.3875
HTR7P	0.7305
LALBA	-0.243
RMND5A	-0.179833333333333
PSCD2	0.404
ZNF409	-0.385
KRTAP1-3	0.57
MAF1	0.6015
LOC201725	-1.26933333333333
NRN1	-1.827625
SPAG5	-2.9725
DNAH7	1.2865
FLJ43860	0.3875
BRCA2	-1.88225
ACADM	0.306375
CXXC6	-3.355
RAGE	-0.895125
CHMP2A	0.5755
FAM8A1	0.5392
GPR21	0.779
SLC12A3	-3.06816666666667
FVT1	0.890857142857143
ZDHHC7	0.162125
FLJ44048	1.3315
SLC44A3	2.71883333333333
SDSL	0.112
MMP8	-1.3405
PLA2G12B	-4.27266666666667
ACY1	0.12375
MT1E	-1.14733333333333
OR4K15	-0.1645
TECTB	-0.152
GPR20	-0.2575
IRAK2	-0.34825
RFPL3	-0.155375
MYO9A	0.109
NARG1L	-0.352083333333333
BLMH	-1.070625
CCDC3	2.39716666666667
C9orf21	-0.202166666666667
KIAA0513	0.2775
MIER2	0.4815
PNMA2	-2.09441666666667
SH3BP2	0.5787
ANXA10	2.45125
RTN2	1.056
TFB1M	-1.919
PRPH2	4.40575
C14orf133	0.11725
GOLGB1	1.47233333333333
IRX4	-1.12425
NFKBIL1	-0.338666666666667
C10orf62	-0.1585
APBB3	-0.25725
RPS10	1.3312
LOC728378	0.821
TLE3	0.772444444444444
PSMB7	-0.64025
MESDC1	-0.2615
SLC6A1	2.29166666666667
OCLN	1.97716666666667
PTTG3	-2.9745
NAGLU	-0.192
SERTAD4	1.132125
SPRY1	1.989
FLJ10781	0.621
MYSM1	-0.2205
TRIM4	0.779285714285714
SH3YL1	0.48725
TREM2	3.446
SERPINI1	0.74575
HDHD3	0.809
TMEM38A	-0.648875
EID2B	-1.35425
TDRD3	0.983
SEDLP	0.1755
THSD7A	1.92233333333333
NDST3	-2.62425
KLHL15	0.0465
DHRS12	1.3975
FBXO9	0.569857142857143
TNPO1	-0.0723333333333333
MRPL13	-0.4855
SNX5	-1.723
METTL6	-0.579
SOD1	-0.55825
CHML	-0.856666666666667
PACS1	0.257125
SIRT5	-1.0004
CAPN2	1.27783333333333
FXYD5	0.584
TWISTNB	-0.6185
LRFN1	0.436
UBE1L	1.119375
UBE1C	0.84025
OR51B2	-0.645
OR4D11	0.494
C15orf2	0.178
NR4A1	-0.4335
LOC339047	-2.72325
TRIM17	0.16825
ATP5G3	-0.478714285714286
RPL15	0.651
ADAMTS8	2.796
HOXC4	1.4705
C14orf37	2.613
CEACAM5	1.69925
MYT1L	-1.681
RASA2	0.1605
OSBPL7	-0.0275
STAG1	0.431
GIMAP4	4.2325
FUT3	3.90483333333333
PIF1	-3.058
LPIN2	0.1986
SH3PX3	1.02175
PDP2	-0.402
PAPD1	-0.6185
ERP27	2.65525
APOOL	-0.306
DIABLO	0.35425
TRHR	0.549625
ARMC9	-0.515875
RNF152	2.1335
SLITRK3	-0.545166666666667
ZNF211	0.6552
PFDN1	-0.412625
RGS11	0.7635
HS6ST1	0.5225
AKR1D1	-0.31375
TNP2	0.0223333333333333
STK31	1.72033333333333
EML4	-1.9475
SGTA	0.160833333333333
HIST1H2BI	0.271333333333333
PSMD6	-1.356
KIAA1257	0.43375
C18orf55	-0.280666666666667
FLJ20273	2.265
RPL28	0.402
EPYC	2.15975
NOX3	-0.739
ELAC1	0.1095
METT11D1	-0.25575
BIN2	-0.000833333333333329
NACA2	-0.39125
CCDC17	-1.4045
HM13	-0.7038
UBOX5	-0.214875
UBE2O	-1.240625
UBL5	0.46175
APOLD1	1.27
C9orf31	0.29425
TNFSF8	0.584
ARHGAP29	0.401375
PROKR2	0.2915
PDE5A	0.113
C6orf12	-1.564
TOM1L1	-0.2555
WHDC1	0.256125
FOXI1	1.00233333333333
RAB4A	1.4558
TMEM39B	-0.24075
ATPBD1C	-0.732
FARSA	-0.266333333333333
PLEKHG5	1.01375
CMAS	-0.253833333333333
OR7E24	-0.4675
SLC30A1	0.70425
CDC42EP5	1.12066666666667
PLAC1	-0.15775
KLHL18	-0.0218333333333333
LBA1	1.3271
TAZ	-1.43925
CRIP2	2.064125
BTBD11	-0.743666666666667
C16orf72	0.56975
DIO2	3.3697
LRRCC1	0.0455
CCDC136	-2.7235
PRX	0.53825
RBM5	-0.1972
TMEM85	-0.27175
TUBGCP4	-1.368
APLN	0.2915
CDK7	0.1285
SSR2	1.31808333333333
CRELD1	0.45975
C19orf46	1.86875
GAL3ST4	0.852
KBTBD10	0.491
IL28A	0.2475
WDR27	-0.6635
MCM2	-1.57766666666667
SOX14	0.8755
FLJ39743	0.389
KIAA0922	-0.589625
HIPK4	0.134
FLJ25758	-0.0765
C16orf57	-0.495916666666667
PDZD2	2.127875
MCC	-0.049875
HHLA3	0.1207
ID2	-0.181
C20orf23	1.20733333333333
ZNF688	0.3565
APOC2	-1.54933333333333
LOC440093	-0.56425
FAM50B	1.06216666666667
PWP1	-0.5785
DNAH10	0.49425
HIST1H2BA	0.1455
GPR56	0.193833333333333
METAP2	-0.290875
PAN3	0.726166666666667
STXBP4	-0.954125
PDHX	0.0545
MTA1	0.1885
ZBED4	0.87075
ZNF720	-1.067
CDK2	-1.457625
RHOJ	1.22775
CDC37	0.093
ZER1	0.86
GRK4	0.5745
PRPH	0.1765
POLR2A	0.081625
OGFOD1	-1.17225
NOL5A	-1.101
PHEX	1.1065
FLJ16478	-0.031
C20orf117	-1.484
CAMTA2	0.59925
C11orf74	-0.0483333333333333
DDX17	-0.77875
C5orf27	0.337625
PLEKHA2	-1.7186
PDE4DIP	-0.1721
SCN7A	1.225
ZNF559	1.11666666666667
CXCL10	3.4835
ZMYM4	0.484166666666667
STK32B	-0.480733333333333
KIAA0888	-3.3661
TACR3	1.2925
CKAP2L	-2.8715
KIF1A	-0.0106666666666667
RSPRY1	0.6735
VCAN	2.61275
CYP27C1	0.353
SYDE1	-0.4065
MED12L	-1.4765
ZDHHC21	1.01625
NHS	0.466
TM9SF3	0.664666666666667
DDHD1	-0.83075
MAFG	-0.72975
BICD2	-0.4158
C14orf119	0.035
C14orf43	0.4995
CDH7	-2.163
ALKBH5	-0.0665714285714286
JUP	0.925375
TMEM41A	0.352166666666667
MAMDC4	-0.6365
CBX3	-0.870375
LRRC18	0.34825
RBMXL2	-1.65225
PLA2G4D	0.601833333333333
FGF13	2.09575
KIF3A	-1.29383333333333
PDIA6	-0.97425
DCXR	1.243
CASKIN2	0.432333333333333
EHD1	0.979
MARCKSL1	1.25333333333333
ZNF496	0.595
SCAF1	0.819166666666667
KCTD8	-1.7935
TRAF3IP3	0.501285714285714
LSR	0.805
CXorf1	-0.043
C14orf112	0.367166666666667
EIF2B1	0.269
OMP	0.437
GSTZ1	-0.445
LOC92017	0.99875
ISLR2	1.854
C12orf36	0.638
GATA2	-1.2025
GABRA5	-3.553
CELSR2	0.774714285714286
STAM2	0.3499
TNAP	-0.2685
PTPMT1	-0.267833333333333
GRP	5.86425
SV2A	-1.60783333333333
MAGEA12	-4.1685
CACNG1	2.437
C18orf19	-0.89925
GSG1	-0.4785
PTPRJ	0.499428571428571
FRMPD1	0.8035
ZNF668	0.41225
PLEKHJ1	-0.2135
ADAT1	-1.215
TMEM50A	0.8829
UCN3	0.435
HOOK1	0.42575
IL17B	-0.278
MLKL	-0.494333333333333
TTC14	-0.2485
KLHL5	1.585875
CRYL1	0.012
FOXH1	-0.129
NFYB	-0.293125
PPM1G	-1.0985
GOLGA2LY1	-1.93825
NMT1	-0.73475
HADHA	-0.7977
CHSY-2	3.58775
PLEKHF1	1.07107142857143
SAGE1	-3.0075
MUSTN1	0.7935
SUHW4	1.21825
TFEB	1.663
ZFYVE27	-0.73075
ATG12	-1.295
BMI1	1.44742857142857
ZIM3	0.264
MYH4	-0.219333333333333
MASP1	-1.59816666666667
KIAA0984	2.0255
RPAP2	-0.67075
ASB5	-0.0935
BOLA3	-1.01933333333333
MIA3	2.2395
KRT35	0.9255
KIR3DL3	-1.534
MRPL51	-0.49
SEMA3F	1.85283333333333
NDUFB2	0.187833333333333
LOC253012	-1.74675
FAM46C	0.2697
G6PC	-3.31075
CSAG3A	-4.45333333333333
PREX1	2.966
SLC25A45	0.226875
MAPKBP1	0.2667
CPE	1.0882
GNB1	0.005625
CXCR6	2.4485
TRIM46	0.24275
C16orf3	0.318666666666667
HPSE	0.149375
TIGD3	-0.025
SPG3A	2.143
LCAT	-1.20783333333333
ST6GAL1	-1.85422222222222
POMC	0.923
FLJ36031	-0.792666666666667
NSMAF	-0.901666666666667
SKIL	2.275
ADSS	1.06916666666667
HMGCS1	-1.9816
POLR3F	-0.1205
RAB10	0.063625
ZNF277P	-0.459625
ZBTB7B	2.0085
DHRS1	0.241625
ABCC13	0.06875
CNOT3	0.36725
NFKBIA	1.18825
GAK	-0.120666666666667
SFT2D2	0.689166666666667
HOXA6	-0.091
CRTC1	0.319125
LY6D	-1.322
C20orf72	-1.83383333333333
CPT1A	0.60325
LMO1	-2.3275
EIF3I	0.172
PRB4	1.68
MCM3APAS	-2.786875
C20orf132	-0.9875
FOXF2	-1.766
S100A12	0.738
MLH1	-0.928666666666667
ACTN1	0.6549
MRPL36	-0.755166666666667
C20orf106	-0.771
FBXO6	0.8045
MKS1	-0.8895
CX3CR1	-1.646125
PDE1B	2.8625
PLP1	-2.22325
KISS1	0.157166666666667
C14orf2	-0.2795
TBC1D3P2	-1.47925
COMMD6	2.5326
ANKRD7	-1.9415
PTCHD1	-2.506625
NARS2	-0.67325
DOCK7	-0.109625
FAM127B	-0.078
LOC390243	-0.1725
N6AMT2	0.6015
ZNF391	0.149
DNAJB14	-1.2695
WRB	-0.301125
BPI	0.6995
TTC4	-0.3475
FAM10A5	-0.289
GOT1L1	0.754777777777778
MAGED1	0.85375
RESP18	-0.272
WFDC6	1.22825
MT2A	-1.407
C11orf56	-0.1155
KIAA1432	0.5615
ROR1	-1.068625
HSD17B14	1.92216666666667
ZFAND2B	-0.262125
SAMD4B	0.3205
HEXA	0.422625
HNRNPU	-0.00345454545454545
USP39	-0.803
NRD1	0.1595
R3HDML	0.06325
FLT4	0.887833333333333
OMG	0.022
OR52N4	0.483
LOC399818	-0.32775
ELA2	-2.03625
VENTXP1	-0.624
RFC5	-1.6785
OR52L1	0.4945
PAX5	0.126
FBXO2	-2.10325
GMEB1	-0.021
AKT3	-0.376666666666667
CRB1	-2.041
CTTN	0.808833333333333
UTP15	-0.360833333333333
HSBP1	-0.434
PHF11	1.893
NDEL1	0.338833333333333
USP8	0.19125
BAIAP2	-0.026
SI	-0.113666666666667
ARSJ	-1.42416666666667
BAAT	-2.997
KCNS3	2.4815
LOC126147	-0.0773333333333333
TMEM37	0.39175
C1orf162	3.33233333333333
MBD1	0.2792
ITGAL	0.141
WDR73	-0.283166666666667
GKN2	0.259666666666667
ARFGAP1	-0.9115
SLC5A8	-0.0671666666666667
ZBTB40	0.2228
CYP4B1	4.474
LYPLAL1	0.4155
CHST3	-0.426
MAP3K9	0.1985
BTAF1	-0.610333333333333
TFAP2E	0.2495
RBM35B	-0.5275
LOC441251	-0.687
ANKRD25	-0.508444444444444
UQCRC2	-0.9125
MAEA	-0.168
HYAL1	-1.7745
RNPEPL1	0.2515
CPSF2	-0.3935
PSD3	0.1348
ABCA13	-0.741125
AGR2	2.42525
GBX1	-2.1035
HDLBP	0.393428571428571
ACY3	0.5455
HECW1	-1.0495
ZNF519	-0.3995
HOPX	3.649875
ZNF304	0.989375
OR12D3	0.4455
FKSG43	0.26175
METTL1	0.428375
MFSD3	0.0931
PSPH	-2.23825
CLCA3	-0.5475
DARS2	-0.748833333333333
CDC25A	-2.365
BAIAP2L1	-0.697
B3GNT5	0.013
USP29	0.42475
ARHGEF10L	0.6502
ATOX1	-0.174125
ADAM30	1.17
DNASE1	-0.927
STT3A	0.731833333333333
RAB6IP1	0.39875
PTN	0.314
C1orf106	-1.86392307692308
HECA	1.25675
RNF122	0.40175
SLC22A18AS	0.471
GNG8	0.5225
ELP4	-0.49725
FAM65A	0.14
RPL10A	1.1895
IRS4	0.896
MACF1	0.4956
SEC24D	0.6255
LOC374395	0.91575
TGFB2	3.73625
MDFIC	0.537
CHRNE	0.5375
PCMTD2	-0.644666666666667
ATP6V0D1	0.672166666666667
MTA2	0.41875
LZTR1	-0.633
RAP1A	0.3505
AXIN1	-0.138
POLR1C	0.14325
TRIO	0.361416666666667
PLXNA4A	-0.181583333333333
C5orf33	0.41
DEPDC1B	-3.424875
ZNF473	0.280833333333333
MTM1	0.93775
GPR107	0.509166666666667
CSNK1A1L	-0.267333333333333
FLJ14154	0.39675
NLRC4	4.682
ENPP4	2.64566666666667
PADI3	-1.1395
RNF170	-0.453125
CG018	0.0568333333333333
C16orf7	-0.087
KCNE1	-0.192
NRM	-0.6665
SLC37A3	0.537857142857143
TPD52L2	-0.642833333333333
UNC5B	2.788
C12orf12	-0.17175
SDHB	0.00224999999999999
CLRN1	0.225625
NUDT10	-0.4825
UGT3A1	0.13075
FBXW8	0.574125
RHOF	-0.344625
PTPLAD1	-0.6225
MYO3B	-2.90725
DERA	-1.27275
TPP2	0.38375
C19orf53	0.274666666666667
GINS3	-1.204875
ST6GALNAC5	-0.6515
CHSY1	-0.4535
MGC15705	-0.3965
GPR83	0.126666666666667
EXT2	0.163125
DOLK	0.40875
TUBAL3	-0.8045
ACVRL1	2.3709
ABL2	-0.6625
C14orf156	-0.411833333333333
PTPRZ1	-4.209875
DIP2C	0.411875
LAMP1	2.403375
RXRA	0.0768
MAP3K5	1.12675
ALKBH1	0.458333333333333
PDLIM7	1.219625
ARL14	-2.462
SNIP1	0.4325
TIMP3	1.58725
RGS3	0.2935
SPAG16	-0.8058
ABHD4	0.9925
ARHGEF12	0.917083333333333
GLUD2	0.435
RAC2	-0.251
UAP1L1	-0.22
SLC18A3	0.2225
YOD1	0.04425
RALY	-0.23275
HMOX2	0.532125
DGKH	-0.272
DBNDD2	2.09183333333333
YIPF4	-0.184
THAP10	-0.21575
ZNF513	0.3515
HAGHL	0.520333333333333
ITGB4	-0.0168333333333333
CCDC141	-1.505
YTHDF3	1.071
C5orf28	0.44675
RPL7L1	-0.52525
TMEM30B	1.72342857142857
ANKRD35	2.271
DUOXA2	-0.043
TBC1D5	-0.015875
DFNB59	-0.786
HRH4	0.712666666666667
MYO6	2.594
DNAJA4	2.4665
RBM24	-1.174125
CEACAM20	-0.846
RBM23	0.372571428571429
NGFB	1.079
C1orf63	-0.5578
KRTAP7-1	-0.088
PERLD1	1.06625
NPB	0.2245
C17orf59	0.1452
HSPBAP1	-0.37175
SLC15A4	0.47625
PRTFDC1	-0.074
OSMR	-0.0532857142857143
CYSLTR2	-0.027
C19orf25	0.9355
KIAA1797	0.3085
NLRP6	1.836
FAM105B	0.2298
SCRN2	-0.355666666666667
LRRC58	-0.5851
RNF17	-0.226625
NEIL3	-3.32
FAM137A	-1.57975
SKP2	-2.556
PARVA	1.66041666666667
PKLR	-1.916
RNF34	0.442375
A3GALT2	0.5155
C12orf50	0.00866666666666668
SUNC1	-2.487
FAM102B	0.391
CCT2	-0.843
LRRC37A2	-0.6625
ARF4	1.312
SIKE	0.1825
C8orf48	1.0505
MBTPS1	0.127714285714286
GPSN2	0.5125
NCF2	2.39025
SLC12A6	-0.199333333333333
MRPL48	0.211
HMGN3	-0.334
LRRC62	-1.338
PAX9	0.676875
FAM55A	0.5665
C20orf42	-4.601
SCML2	-2.4055
BCL9	0.61675
FAM40A	0.22175
C9orf41	-0.241166666666667
ZNF774	0.2785
LETM1	-0.734
PLXNB1	0.896333333333333
NIPSNAP1	-0.55075
USP10	-0.6465
F9	0.24325
LIPE	3.795
CNGB3	0.748
C12orf52	0.6595
PI4K2A	0.13375
MED8	0.5425
STAT4	1.0375
FGD4	-0.379166666666667
RNF145	-2.43266666666667
WDR32	0.9401
CLDN2	1.00916666666667
TCEAL8	0.56625
ZMYND8	-0.632
PDXK	0.26946875
GATAD2A	0.443
PTGES3	-0.793
CCM2	-0.1495
TAP1	1.002875
ZNF670	0.7075
ETS2	-0.557642857142857
C6orf166	-0.0668333333333333
PRMT2	0.197214285714286
OR4B1	0.497
INTS8	-0.8375
CCDC102A	0.0155
CCDC83	-2.10216666666667
ITGA1	0.9472
EPHA5	-2.9268
FAM24B	-1.53866666666667
TSGA10	1.552
HAL	-3.1342
MYOT	0.27325
SPACA3	0.57925
BCL2L2	-0.0620000000000001
CUGBP2	1.328
CCNB3	0.27075
RNF113B	-0.0335
MERTK	0.172
BAG1	1.00775
VPS36	0.0735
ORMDL3	0.3068
C1orf190	0.01375
ZNF625	0.223
CORO2B	-0.80125
ALOX15	-0.203
CST1	1.531
NUPR1	2.05366666666667
CCL7	2.01025
SMCR5	-2.5105
DSC2	0.6995
RBMS2	0.9075
GRIK4	0.7435
TRIM65	0.1035
TMPRSS6	-0.0443571428571428
TP53INP2	-0.1485
GLB1L	1.16483333333333
LOC388284	0.566833333333333
PUS1	-0.504714285714286
BCL9L	0.7275
OLFM1	0.0625833333333333
RET	1.029375
MASTL	-2.05783333333333
ALX3	0.58675
IL1RL1	0.0136666666666666
ZNF765	-0.0520999999999999
C14orf138	-0.352
SNX10	-0.6415
TAC4	0.409
C1orf64	2.07075
POGK	1.157375
MAPK9	0.30225
ZNF366	4.2195
C8orf79	2.0999
CLDN7	1.44225
OR5AT1	0.8055
TRIM37	-2.1145
LRRC25	3.04725
GRHL2	2.2224
TEKT3	0.9665
LASS5	-0.558666666666667
ABCC4	-1.33375
DLG3	0.3005
VGLL1	0.296125
ZFP36L2	1.005
MFRP	0.237
KIAA1799	0.01975
FLJ44379	-0.0455
PCNX	-0.206
ANXA9	0.0895
CYP4V2	-0.0973
PIK3C2A	0.60425
SRR	-0.2025
NOL3	-0.14775
IFITM2	1.6015
ARNTL2	-2.0695
ZNF595	1.15375
NLRP13	1.258
ASPH	-0.9165
CPA2	0.2605
PVRIG	-1.147
LEPR	-0.333
C16orf42	0.137
SH3BGRL	1.4455
FAM77D	-0.4132
FNDC7	0.096
C9orf6	0.673833333333333
NOTCH2NL	1.19916666666667
PGBD1	-0.284833333333333
SYNGR2	1.01366666666667
PITPNA	-0.0305
PRPF4B	0.1664
SLC43A3	-0.644642857142857
NRBP1	0.115
SLC25A22	0.60775
ILK	1.074
SLC22A8	0.507666666666667
MRPS7	-0.769875
PITX2	-2.028
FABP3	2.399
OR1L1	-1.282
LOC728215	-0.462
BLID	-3.0185
KIAA1217	2.88135294117647
TFPT	1.738
AP4B1	-0.8335
VBP1	-0.97875
OR1K1	0.526
MORC3	0.58975
BHMT2	0.802833333333333
C3orf10	0.45475
FZD7	1.439
WFDC10A	-0.402
PMS2CL	-0.728625
CCDC32	0.785166666666667
FA2H	-1.71625
ALG13	0.09
TTLL7	-0.3959
SPOCK3	-0.1945
SLC13A2	1.2725
AIM1	-0.85925
GPRC6A	0.2445
EGR2	4.9155
MED11	0.08825
WWC1	0.10075
SH3GL3	-3.83275
RIF1	-1.19478571428571
PRLH	-0.022
VLDLR	-1.3965
DBT	0.23825
C21orf63	1.48525
CGGBP1	-0.681875
KRTAP12-2	-0.6275
TADA3L	0.3485
ZBTB16	3.20075
PDGFB	1.46775
RFX1	0.383
UQCRB	-0.4291
LOC133874	0.5235
HPS3	-2.272
LGALS3BP	0.3738
DKFZP564O0823	2.52585714285714
MRFAP1L1	0.01275
HOXA10	-0.0665
NGB	-0.0775
KIF21A	-1.15553846153846
IFLTD1	-0.707
LZTS1	0.17925
ARHGEF3	0.997
RHBDL3	-0.4845
CSNK1G2	0.09125
ChGn	-1.722125
KIAA1244	2.15116666666667
GABRB2	0.668
MGC72080	-0.602
CD27	3.1185
EGLN1	-0.9055
PEX13	-0.007
RWDD3	-0.575
RNF12	-0.418333333333333
GRIN2B	-0.758
ADAMTS14	0.052875
DYDC2	-0.0726666666666667
ATP6AP1	0.6371
NR1H2	0.4995
PDK2	0.502
C3orf17	-0.252
SLC38A2	-0.769
SLC25A29	-0.131833333333333
C15orf29	-0.015625
ADAM9	0.794333333333333
TMUB2	-0.08875
GPR176	-0.35875
AGK	0.096875
MCCD1	0.10025
NDUFA4	-0.227
TMEM146	-0.126333333333333
DUSP1	1.565
UNQ6975	1.2305
EMX2OS	4.409
INSM2	-0.36525
LUZP4	-0.0825
SETD6	-1.8115
P2RY2	0.9755
SLC45A2	-2.14
RABGAP1	0.0616666666666667
UBXD5	0.918125
GPRC5A	-0.449
PAK3	1.32333333333333
LOC63920	-0.9965
TGFBR1	1.1912
KRTAP6-3	0.8895
SFMBT2	-0.960333333333333
CDC42	0.62175
C11orf35	-0.124
TTLL2	-1.33325
UACA	0.741916666666667
CD97	-1.0764
SETD5	-0.5165
NINJ2	0.05725
PTER	-0.0513333333333333
POMGNT1	0.959
KRTAP4-2	0.9
ECGF1	2.747125
HRB	-0.839363636363636
ATP1B2	-0.1063
LOC400506	-1.046
COL4A3BP	0.155
C6orf97	1.57925
GRHPR	0.53075
TAS2R1	0.9505
SEMA7A	0.05825
EDF1	0.465
ODF2L	0.4123
PCID2	0.100333333333333
GTF2H4	-0.5965
ZCCHC3	-0.498
CGB2	0.265166666666667
NEUROD1	-0.56575
C20orf75	-0.3075
RP5-1054A22.3	2.4435
IFNA5	0.0365
ZNF134	0.473666666666667
MGC119295	-1.1173
ZSWIM6	0.324
SMEK1	0.211
PCGF2	0.372375
C1orf102	1.50425
CYP2A13	2.848
KCNH6	-1.5505
MDM1	-0.1326
ALDH7A1	-0.587166666666667
C9orf75	1.1545
VDAC3	-0.384625
OR51T1	0.611
EIF3F	-0.114666666666667
KCNJ10	-0.588875
LENG8	0.00850000000000001
EDEM2	0.2095
CCNJL	-1.05366666666667
DHX37	0.0595
CRYGN	2.135
AATF	-0.82625
ZNF630	1.199
E2F5	-0.0725
WFDC13	-1.72775
FTSJ3	-0.568
C4orf33	-0.99675
LHFPL4	-3.29125
C19orf56	0.593083333333333
SMAD4	0.495875
AFM	-1.311
G0S2	1.84825
FCHSD2	0.4368
RRP1B	-0.5379
EEF1B2	-0.794
STAT6	0.715833333333333
ZNF195	0.12725
GNL1	-0.650333333333333
ZNRF2	0.915833333333333
PER3	0.051375
ASB16	0.455
C10orf10	2.44778571428571
ADCY8	-3.368
C9orf58	-0.795666666666667
ARMC10	0.1335
PSG1	0.3365
DHX34	-0.0555
VARS2	-0.44675
NFIC	1.67425
ITPR2	0.3935
AGXT2	-0.0413333333333334
OR6K3	0.381
H2AFZ	-1.50758333333333
MLLT3	0.667166666666667
COX4I2	3.45025
CCNT2	0.20475
PLK4	-2.38375
NUMBL	-0.196166666666667
MED16	0.16025
PLEKHQ1	1.128
GOSR1	-0.347944444444444
BTG4	-0.23025
RPL30	0.53925
IGSF5	0.81325
IGFL2	2.28383333333333
ELMOD2	-0.144333333333333
SHC3	-0.249666666666667
HAVCR1	-0.809
DYNC2H1	1.025125
RNF5	-0.378666666666667
C2orf7	-0.3745
NLF1	0.4175
KLHL25	0.45275
LRP10	1.2696
KRI1	-0.94625
PUS7L	-0.0813333333333333
MGMT	0.61875
HOXD1	-0.0823333333333333
CSH1	0.4464
ATG16L2	-1.60475
FLJ44635	0.8105
CHODL	-0.43725
EXOSC8	-1.254
SLC28A1	-0.491
MYO7B	-0.250666666666667
SEH1L	-0.0675
MTNR1A	0.137166666666667
TSPAN5	-0.326666666666667
CDC45L	-3.6005
AMIGO1	1.1405
ATAD3A	-0.518375
OSGIN2	0.538
PDIK1L	0.527166666666667
DARC	4.01625
PIPSL	0.0195
SHMT1	-0.651
CRISP3	-0.868
POPDC2	2.52483333333333
ZRANB2	-0.9835
FBXL8	0.38075
TRIP13	-1.66172727272727
EIF5AL1	-0.09
POU5F1P3	-4.72816666666667
IL6	-1.38883333333333
CXorf38	-0.762333333333333
IFNA16	0.5035
FBXL2	0.800666666666667
BRD1	0.60225
STATH	0.684
FBXO44	0.049
MCCC2	0.4195
CDC2	-2.319
C5orf23	0.43625
IVD	0.626833333333333
C10orf122	-1.96775
MSL3L1	0.1377
MVP	0.6565
EPOR	-1.3396
ZMYM1	-0.699833333333333
BCL7C	0.925666666666667
PSTPIP2	1.1899
LYPD1	-1.8205
OR8G5	0.182
ZP3	-0.5235
BCAS4	-0.185833333333333
EDG6	2.3705
ISY1	-0.53475
PRAMEF2	-2.23675
CUL1	-0.275375
RNF213	0.2576
CCRK	0.9235
DHX9	-0.284625
C13orf29	1.30125
NCKAP1	0.8235
MRPL43	0.0466428571428572
XPR1	0.30025
PKN2	-0.1238
PODNL1	1.4545
ZNF333	1.136375
DALRD3	1.21675
OPN1SW	0.18
BTBD6	0.97625
C11orf82	-2.404
OR5P3	-1.7035
DUSP11	0.10125
L1CAM	-1.5894
NEK11	1.533
OR7E91P	1.145
CNTN3	4.5954
CREB3L2	0.109
ZBTB37	-0.0745
KIAA1324L	-0.673
NDUFB10	0.139833333333333
NUDT2	0.2985
GTPBP8	-0.92375
CACNA1D	2.872
PRKAA2	1.81816666666667
PRDM8	0.3955
MGC16075	-0.129666666666667
KRT14	-1.9565
PP8961	0.988875
MRPL18	-0.447
ABCG2	-1.84775
PACRG	2.095
BBS2	-0.62325
KREMEN2	-1.458
FBXO21	0.48775
HNRPUL1	0.614333333333333
GRB10	-0.38325
CLSTN1	1.4025
LMAN2	-0.489
C17orf61	-1.17
NIPSNAP3A	0.49175
INSIG2	-1.02283333333333
PCDHB7	0.8635
