Hybridization REF	TCGA-BH-A18M-01A-11R-A12D-07
THAP1	0.7175
OR10K1	0.284
RASIP1	-0.539
DPYD	0.0336
DOHH	-0.03175
C18orf45	1.2295
POF1B	-0.1149
ZNF552	2.40125
USP32	-0.933
MED27	-0.392666666666667
C14orf149	-0.428
PRDX4	-1.173
ABHD12	0.5044
AGT	-1.2935
SLC22A14	-0.26625
C1orf58	1.43625
PILRA	-0.98425
ABCF2	-0.9895
C17orf85	0.2155
TKTL1	-1.2395
FGF1	3.17825
IL6R	-0.4325
VPS25	-0.09
CHRNB2	0.2175
COL7A1	-1.9132
LRRC48	3.44733333333333
SPG20	1.33233333333333
COX10	-0.02825
GCA	1.2045
ECEL1	-0.9535
GLG1	-0.167166666666667
SRD5A2L2	0.34875
MUTYH	-0.831875
ZNF70	0.062
L2HGDH	-0.55775
GPATCH2	2.14475
ZNF655	-0.30825
ZNF227	0.130333333333333
MCOLN2	0.347833333333333
NQO2	0.1015
KCNQ5	-0.492
NEU1	0.4315
QRICH1	-0.083
ZBTB20	1.00966666666667
RPUSD3	-0.87275
EPGN	-1.41316666666667
TSN	0.245083333333333
SPRY2	-1.06516666666667
LZTFL1	0.62075
GMFB	0.765625
PBEF1	-0.9432
HBG2	-3.407
TMEM8	0.15375
PALM2-AKAP2	-0.22
NFYA	0.624
FAM108A1	0.06225
PBLD	0.7675
NRG4	-3.326
PIGF	-0.23475
PTGER1	0.51975
NOS2A	0.07
C21orf34	1.088
C21orf51	0.315833333333333
IL17C	0.167
TRMT6	-0.6755
ETV2	0.487166666666667
CCDC109A	-0.44925
MYLK2	-1.452
ATP10A	1.8187
DPH4	0.17275
C5orf5	-0.646333333333333
KCNA4	0.592833333333333
NMNAT2	-0.850833333333333
GLYATL2	2.41
LSMD1	1.0465
IL23R	-2.22975
NRF1	-0.77625
MUC15	-0.446166666666667
PRDM12	-2.0215
PAQR4	-0.528571428571429
RBBP6	-1.2465
IFI27	3.43275
SKAP2	0.0291666666666667
TAGAP	1.885375
TJP3	2.0865
C9orf61	1.2335
IDS	-0.0550714285714286
PARG	0.2595
LOC131149	-1.5595
DYRK4	0.317666666666667
MICALL1	-0.975
GALR2	-0.121
GPBP1L1	0.38125
TBX21	4.1035
KCNJ6	-0.2804
GGN	0.86875
CASP5	0.936833333333333
RNF182	-4.52675
BRD4	-0.03175
DOK4	-0.542375
SLC46A2	0.566166666666667
SOX9	0.773416666666667
ZNRD1	-0.235333333333333
PRR6	-2.64375
FAU	0.59325
DTNB	1.2935
CARD9	0.14825
STS-1	-1.502
SLC4A5	0.18925
NSBP1	-0.055
UGCGL2	-0.682833333333333
POTE15	0.684
NOXA1	1.28375
RP13-347D8.3	3.33275
SAMD10	-0.359666666666667
EP400NL	-1.209
TCF21	-0.00800000000000001
AMELX	0.405
JPH2	0.4948
SLA	1.7795
DLST	-1.9905
SEPT12	0.81225
RGS20	-3.69475
LXN	1.18883333333333
ZNF419	0.136375
UPK3B	-0.179666666666667
RELL1	1.1415
ESPNL	1.579
KLHL21	-0.105625
PI15	1.025
C2orf61	-1.003
LOC407835	-0.495333333333333
RER1	0.281333333333333
ELAVL2	0.8565
MGC26718	-0.1555
KLF2	2.752
TNFAIP8L3	0.250416666666667
TFE3	0.0925
C11orf17	0.533625
15E1.2	-1.725
SNRPC	-0.7415
DLGAP1	-0.2385
PGLYRP1	0.329375
OVCH2	-0.625
IRF7	1.992
SET	-1.1646
NAB2	-0.282833333333333
LRP5L	-0.109
FAM120A	0.0348125
ASCL2	-0.104166666666667
SHH	-0.4675
ATP5H	0.240666666666667
THPO	1.16233333333333
TYRP1	-1.83
HIST1H3E	0.978166666666667
EIF2S1	-0.115444444444444
TNFRSF17	-1.2542
TARSL2	0.58475
NKX2-8	0.553875
C1orf115	1.65775
LOC56964	0.8025
KIAA0841	-0.76325
ISCU	0.649
TTMA	-0.6835
ZNF414	-0.2605
LOC441150	0.81275
RAB15	0.50625
HBP1	1.28733333333333
TNNT2	-1.8025
CECR5	-1.223
PHGDH	-2.696
JRK	0.2639
XPO4	-0.7585
FAM131C	0.416
ARHGAP25	0.655
CA9	-3.03866666666667
GPR62	0.462
TLX1	-0.265833333333333
GPS1	-0.209
OR2M2	0.6695
BDP1	-0.638928571428571
FAM70B	0.653
RPS29	-0.33075
MKLN1	-0.4682
TSPAN19	-2.728
SLC29A3	0.7819
LGALS4	0.227333333333333
USH2A	-0.0438
NF1	0.0383333333333333
APOBEC3A	2.94133333333333
IMPAD1	0.178666666666667
OLR1	1.89333333333333
NRAP	0.325
HCFC1R1	0.955166666666667
TAOK2	0.425833333333333
MCM10	-2.28433333333333
MAP4K3	0.181416666666667
CBS	-2.74575
CLK3	-0.6188
PCDHGA5	-0.0725
ELF4	-0.034125
FAM71A	-0.068
C11orf49	0.6525
CLIP2	-1.188
BTBD9	1.2315
ZNF524	1.19025
KDELR1	-0.543
ZNF509	0.696
NCSTN	1.067
ZNF533	2.55792857142857
PARP4	-0.170125
GALNT9	-0.563166666666667
NPY	-2.60325
BEGAIN	-1.273
TMEM77	0.419666666666667
FOXRED1	-1.61283333333333
SLC16A2	0.541666666666667
SLC35B1	-0.25875
GK5	-0.647083333333333
SDCCAG10	-0.2735
C4orf20	0.505
SLC9A2	-0.7845
ADD1	0.000500000000000008
TAL2	-0.883333333333333
ACLY	-0.663125
DNAJC1	1.2825
SOST	-1.94675
USP43	1.14616666666667
CYP4F12	-0.57575
FKBP5	0.83175
CHCHD5	0.9854
NUDT22	0.76225
CCDC85B	-0.3325
OR51G2	0.7855
STRN3	0.782928571428571
TMOD2	0.25775
FLI1	0.26775
MAB21L2	-0.256
DGKQ	0.21225
VPRBP	-0.1215
SCNN1B	0.2471
ECHDC3	2.4408
TMEM106C	0.17875
CSNK2A2	-0.3375
RPL39	-0.138
HERC3	0.6302
ZBTB47	1.30133333333333
ZNF681	-0.6615
PAGE2	-2.44375
CLIC5	2.82385714285714
RABAC1	0.93025
ZFHX2	1.39775
YPEL1	-0.342333333333333
KIAA0776	0.8445
NR1D2	0.17725
DNAJC4	0.64775
NPNT	4.5423
ZNF677	0.064
ZNF536	-0.319666666666667
MEF2B	0.212583333333333
PTPN4	-0.20975
CTCFL	-6.244
STX5	0.484666666666667
CD72	1.97575
VEGFA	-2.10331578947368
XRCC1	0.2133
MAS1L	0.7485
ELL	0.2043
SETBP1	2.16725
CDH11	3.29783333333333
NDC80	-2.154
DMBX1	-4.0845
NRSN1	0.3755
BAT2D1	-0.6825
CDS2	0.818166666666667
C1orf212	0.089
SENP3	-0.643125
IL1F9	-0.2065
EEF2K	-0.362375
COG8	0.161
CEP72	-1.217
OR1L8	-0.421
MUS81	-0.27025
PHYH	0.4
GGT6	1.50466666666667
C22orf23	-0.235083333333333
C13orf33	3.624375
MAPK8IP2	0.6685
NELL2	3.76875
POU3F2	-3.50416666666667
ALPK1	1.4625
MRPS18C	-0.183
RPLP2	0.649875
FGF22	0.187
SPNS1	-0.207666666666667
ZFP1	-0.643
IL1RAPL1	-0.9605
PCSK9	-2.81433333333333
NKX2-1	0.0213571428571429
C6orf189	2.2845
SP4	-0.5855
SLC11A1	1.0141
C21orf25	0.872333333333333
ICAM2	0.473875
SH3GL1	-0.5335
GSK3B	-0.5585
RALB	0.918125
PDXP	-1.65066666666667
GNGT1	-3.529375
KIR2DL1	0.612
TNFAIP3	-0.0566666666666667
C6orf32	0.0147
CBLN2	3.5205
PANK3	1.635625
TAAR9	1.653
WDR82	-0.128785714285714
APOM	-2.67025
TRIP10	-0.406
SPATA16	0.0821666666666667
C1orf135	-1.7885
USP51	0.02225
TESK1	0.80075
C11orf64	-0.025625
ZNF611	-0.4255
PDE6G	-0.107
HLA-DQA1	4.015375
GCLC	-0.199875
SEC61A1	0.157357142857143
TWSG1	1.38808333333333
ZMYND10	2.7745
CTDP1	0.14425
ADAMTS6	0.289
SLIT1	-1.899
KRT86	-0.347
KIAA0574	1.683
GTPBP2	-0.2454
PQLC3	1.6
PRRX2	0.557166666666667
C15orf44	0.252333333333333
MKKS	-0.300375
C11orf10	0.39075
GPR110	0.967428571428571
CD109	0.299583333333333
ADCY1	0.454833333333333
RHBG	-2.33275
TP53I3	0.3875
SLC22A3	-0.9913
UCP2	0.74775
FOXG1	-3.0175
OR2AG1	0.175
TRIM24	-1.063
PROC	-3.03325
TAAR6	0.42975
AMTN	-1.646
C10orf47	0.0605
DEPDC1	-2.456
FLJ45557	1.346
ZDHHC17	-0.0438125
KIAA1429	0.586333333333333
KCNH1	0.78325
VNN3	0.3225
PSMAL	1.42175
PPARD	-0.0015
HFM1	-1.58825
YBX1	-1.91766666666667
ZNF695	-1.6505
SCTR	-0.356166666666667
DCDC1	0.904
VPS26B	-0.3867
MTF2	-1.20133333333333
ATP6V1F	0.1825
CCDC94	0.245
PERF15	0.678
CCL11	3.992
LMO7	-0.16475
DCST1	-0.091
ADRBK1	-0.051375
CDRT4	-0.00525000000000002
ZNF84	-0.97375
HOXD8	1.77825
STARD8	0.0276666666666667
FOXP2	-0.7385
CCDC103	0.51175
POLR3A	-1.2015
GSC	0.419833333333333
ZNF114	-2.84166666666667
HTR7P	0.47
LALBA	0.2205
RMND5A	0.3515
PSCD2	0.5535
ZNF409	0.651
KRTAP1-3	-0.2385
MAF1	-0.16575
LOC201725	-1.19166666666667
NRN1	-1.383125
SPAG5	-2.549
DNAH7	2.54966666666667
FLJ43860	-0.29
BRCA2	-1.417
ACADM	-0.15875
CXXC6	-2.886
RAGE	-0.1545
CHMP2A	0.77925
FAM8A1	-0.1214
GPR21	0.317
SLC12A3	-2.94033333333333
FVT1	0.518857142857143
ZDHHC7	-0.431625
FLJ44048	1.177
SLC44A3	2.3805
SDSL	1.27816666666667
MMP8	-0.932
PLA2G12B	-3.73366666666667
ACY1	-0.77675
MT1E	1.18216666666667
OR4K15	0.174
TECTB	0.249
GPR20	0.22175
IRAK2	-0.65325
RFPL3	-0.209
MYO9A	0.45975
NARG1L	-0.825166666666667
BLMH	-0.464375
CCDC3	3.37283333333333
C9orf21	-0.246166666666667
KIAA0513	0.045
MIER2	0.4545
PNMA2	-1.63009090909091
SH3BP2	0.679
ANXA10	-0.66225
RTN2	0.588333333333333
TFB1M	-1.196
PRPH2	3.0395
C14orf133	0.33975
GOLGB1	0.634166666666667
IRX4	1.227625
NFKBIL1	0.187666666666667
C10orf62	-0.7685
APBB3	-0.224
RPS10	0.7838
LOC728378	0.77475
TLE3	1.39616666666667
PSMB7	-0.101625
MESDC1	0.024
SLC6A1	0.999666666666667
OCLN	1.25866666666667
PTTG3	-1.91283333333333
NAGLU	-0.06725
SERTAD4	1.568
SPRY1	1.75225
FLJ10781	-0.235083333333333
MYSM1	-0.26825
TRIM4	0.422428571428571
SH3YL1	1.726875
TREM2	3.6995
SERPINI1	1.9105
HDHD3	0.287125
TMEM38A	0.11125
EID2B	-0.68625
TDRD3	-0.174
SEDLP	0.621
THSD7A	2.59283333333333
NDST3	-3.8815
KLHL15	-0.777083333333333
DHRS12	2.475
FBXO9	-0.492785714285714
TNPO1	0.0154999999999999
MRPL13	-0.00233333333333334
SNX5	-1.927
METTL6	-0.30025
SOD1	0.27675
CHML	-1.26883333333333
PACS1	0.687
SIRT5	-0.5277
CAPN2	0.770666666666667
FXYD5	-0.3885
TWISTNB	-0.667
LRFN1	0.4005
UBE1L	1.52575
UBE1C	0.92525
OR51B2	-1.24375
OR4D11	0.5265
C15orf2	0.168
NR4A1	1.27733333333333
LOC339047	-2.71
TRIM17	1.544625
ATP5G3	-0.1685
RPL15	-0.3075
ADAMTS8	-0.485
HOXC4	-0.83
C14orf37	2.1545
CEACAM5	-2.324
MYT1L	-0.3455
RASA2	-0.839375
OSBPL7	-0.923
STAG1	-0.3855
GIMAP4	5.128
FUT3	-0.735666666666666
PIF1	-3.0755
LPIN2	-0.2703
SH3PX3	0.6085
PDP2	-1.0255
PAPD1	-0.474
ERP27	2.308
APOOL	-0.1485
DIABLO	0.04725
TRHR	-0.01175
ARMC9	0.378
RNF152	2.12475
SLITRK3	0.276
ZNF211	0.2289
PFDN1	-0.075125
RGS11	0.99275
HS6ST1	0.6639
AKR1D1	-2.85033333333333
TNP2	0.428833333333333
STK31	3.145
EML4	-1.56983333333333
SGTA	-0.566666666666667
HIST1H2BI	-0.728666666666667
PSMD6	-1.59766666666667
KIAA1257	0.48025
C18orf55	-0.544
FLJ20273	2.075875
RPL28	-0.275666666666667
EPYC	1.861875
NOX3	0.211
ELAC1	0.1365
METT11D1	-0.55
BIN2	-0.362166666666667
NACA2	0.006
CCDC17	-0.851
HM13	-0.8826
UBOX5	-0.492875
UBE2O	-0.822875
UBL5	0.14925
APOLD1	1.802625
C9orf31	0.3275
TNFSF8	-0.511
ARHGAP29	1.043
PROKR2	0.276
PDE5A	1.495
C6orf12	-1.2615
TOM1L1	0.7085
WHDC1	0.229875
FOXI1	1.59
RAB4A	1.253
TMEM39B	-0.67675
ATPBD1C	-0.53975
FARSA	-0.303666666666667
PLEKHG5	1.461
CMAS	-0.471
OR7E24	0.289
SLC30A1	0.54525
CDC42EP5	1.13483333333333
PLAC1	0.39575
KLHL18	-0.101333333333333
LBA1	1.2802
TAZ	-1.0295
CRIP2	1.348875
BTBD11	-0.637666666666667
C16orf72	0.76375
DIO2	2.1526
LRRCC1	0.201833333333333
CCDC136	-2.299
PRX	0.503625
RBM5	0.0967
TMEM85	0.3795
TUBGCP4	-1.03183333333333
APLN	0.641875
CDK7	0.823
SSR2	0.575
CRELD1	-0.25025
C19orf46	2.5475
GAL3ST4	0.247166666666667
KBTBD10	1.34625
IL28A	0.85525
WDR27	-0.5995
MCM2	-1.7955
SOX14	0.225
FLJ39743	-0.758
KIAA0922	-0.907625
HIPK4	-0.1225
FLJ25758	0.394
C16orf57	-0.234333333333333
PDZD2	2.297
MCC	1.793125
HHLA3	-0.1334
ID2	0.39525
C20orf23	1.25391666666667
ZNF688	1.2815
APOC2	-1.83233333333333
LOC440093	-0.04075
FAM50B	2.09216666666667
PWP1	-0.152
DNAH10	0.429
HIST1H2BA	-0.73575
GPR56	2.03866666666667
METAP2	-0.16425
PAN3	1.5025
STXBP4	-0.024875
PDHX	0.2485
MTA1	-0.443
ZBED4	-0.324375
ZNF720	0.00775
CDK2	-1.736875
RHOJ	1.05875
CDC37	-0.2365
ZER1	0.234
GRK4	0.6425
PRPH	0.58875
POLR2A	0.611125
OGFOD1	-0.19075
NOL5A	-1.16875
PHEX	1.2475
FLJ16478	-0.0175
C20orf117	-1.4475
CAMTA2	-0.28125
C11orf74	0.672333333333333
DDX17	-0.350166666666667
C5orf27	0.256875
PLEKHA2	-1.6652
PDE4DIP	0.2435
SCN7A	0.771
ZNF559	-0.694833333333333
CXCL10	3.89975
ZMYM4	0.303166666666667
STK32B	1.6128
KIAA0888	-0.6424
TACR3	0.941
CKAP2L	-2.9125
KIF1A	-0.962833333333333
RSPRY1	1.3795
VCAN	2.12075
CYP27C1	-0.289
SYDE1	-1.43983333333333
MED12L	-0.46775
ZDHHC21	1.47575
NHS	0.6555
TM9SF3	0.975166666666667
DDHD1	-0.9855
MAFG	-0.868166666666667
BICD2	-0.7052
C14orf119	-0.201
C14orf43	0.528714285714286
CDH7	-1.89875
ALKBH5	-0.143214285714286
JUP	0.373375
TMEM41A	-0.374
MAMDC4	-1.24933333333333
CBX3	0.404875
LRRC18	0.069
RBMXL2	-0.91
PLA2G4D	0.464833333333333
FGF13	0.59875
KIF3A	0.637666666666667
PDIA6	-0.802
DCXR	0.49575
CASKIN2	0.449666666666667
EHD1	1.67666666666667
MARCKSL1	-0.0348333333333333
ZNF496	0.164166666666667
SCAF1	-0.0983333333333333
KCTD8	-1.59525
TRAF3IP3	0.986642857142857
LSR	0.70825
CXorf1	-0.174666666666667
C14orf112	0.339666666666667
EIF2B1	-0.02875
OMP	0.4015
GSTZ1	0.37525
LOC92017	0.9545
ISLR2	1.758
C12orf36	0.131
GATA2	-1.671
GABRA5	-2.7355
CELSR2	-0.4835
STAM2	0.8956
TNAP	0.7585
PTPMT1	-0.1915
GRP	7.005
SV2A	-1.91333333333333
MAGEA12	-3.7935
CACNG1	0.897
C18orf19	-0.8365
GSG1	-0.647166666666667
PTPRJ	0.245857142857143
FRMPD1	-0.2985
ZNF668	0.634
PLEKHJ1	-0.096625
ADAT1	-1.5433
TMEM50A	0.5063
UCN3	0.1045
HOOK1	0.738375
IL17B	0.5215
MLKL	-1.16333333333333
TTC14	-0.718
KLHL5	0.767
CRYL1	0.591666666666667
FOXH1	0.0765
NFYB	0.41975
PPM1G	-0.4805
GOLGA2LY1	-1.2365
NMT1	0.075875
HADHA	-0.7387
CHSY-2	3.50175
PLEKHF1	1.0315
SAGE1	-2.992
MUSTN1	0.329
SUHW4	1.178
TFEB	1.49516666666667
ZFYVE27	-0.275
ATG12	-0.254
BMI1	0.881357142857143
ZIM3	0.21725
MYH4	0.33775
MASP1	-1.3025
KIAA0984	0.033
RPAP2	-0.264
ASB5	-0.3165
BOLA3	-1.17883333333333
MIA3	0.980166666666667
KRT35	0.418
KIR3DL3	-0.7775
MRPL51	-0.39975
SEMA3F	1.36616666666667
NDUFB2	0.197833333333333
LOC253012	1.48725
FAM46C	-0.2201
G6PC	-2.66671428571429
CSAG3A	-2.88033333333333
PREX1	0.9155
SLC25A45	0.16425
MAPKBP1	0.5582
CPE	1.5106
GNB1	-0.656
CXCR6	2.74
TRIM46	-0.20125
C16orf3	0.3155
HPSE	0.721125
TIGD3	0.1385
SPG3A	2.87825
LCAT	-0.945166666666667
ST6GAL1	-0.730166666666667
POMC	1.8735
FLJ36031	-1.15166666666667
NSMAF	-0.997833333333333
SKIL	1.4185
ADSS	0.816
HMGCS1	-0.9148
POLR3F	-0.4235
RAB10	-0.277
ZNF277P	-0.485125
ZBTB7B	0.6545
DHRS1	1.181
ABCC13	5.29014285714286
CNOT3	-0.43075
NFKBIA	0.822
GAK	0.1185
SFT2D2	0.846
HOXA6	0.2715
CRTC1	0.4265
LY6D	0.46
C20orf72	-1.69533333333333
CPT1A	0.17625
LMO1	-0.8605
EIF3I	-0.07875
PRB4	-0.172
MCM3APAS	-2.3935
C20orf132	-0.041
FOXF2	-1.63625
S100A12	1.46675
MLH1	0.0118333333333333
ACTN1	1.5729
MRPL36	-0.516166666666667
C20orf106	-0.81475
FBXO6	1.49683333333333
MKS1	0.113166666666667
CX3CR1	-0.834875
PDE1B	1.427
PLP1	-3.0155
KISS1	0.1565
C14orf2	-0.249833333333333
TBC1D3P2	-1.28525
COMMD6	1.8221
ANKRD7	-1.848
PTCHD1	-1.94257142857143
NARS2	-0.6135
DOCK7	-0.828625
FAM127B	-0.0585
LOC390243	-0.220666666666667
N6AMT2	0.91675
ZNF391	-1.227
DNAJB14	-0.268166666666667
WRB	0.96875
BPI	0.560090909090909
TTC4	-0.278
FAM10A5	-0.4585
GOT1L1	0.291666666666667
MAGED1	-0.031125
RESP18	0.2895
WFDC6	1.32225
MT2A	-0.038
C11orf56	0.62075
KIAA1432	0.2625
ROR1	-1.0815
HSD17B14	0.9535
ZFAND2B	0.40775
SAMD4B	-0.1125
HEXA	-0.074875
HNRNPU	0.203590909090909
USP39	-0.2425
NRD1	-0.8215
R3HDML	0.19875
FLT4	0.43
OMG	0.0363333333333333
OR52N4	0.182
LOC399818	-0.25425
ELA2	-1.78725
VENTXP1	-1.357
RFC5	-1.371
OR52L1	0.085
PAX5	-0.096
FBXO2	1.175
GMEB1	-0.2125
AKT3	-0.713833333333333
CRB1	0.0893333333333333
CTTN	0.830666666666667
UTP15	0.117166666666667
HSBP1	-0.185333333333333
PHF11	2.0235
NDEL1	0.305333333333333
USP8	0.2165
BAIAP2	-0.0625
SI	0.679333333333333
ARSJ	-0.557666666666667
BAAT	-2.429
KCNS3	2.78316666666667
LOC126147	-0.148833333333333
TMEM37	0.559
C1orf162	3.37733333333333
MBD1	0.0211
ITGAL	0.119833333333333
WDR73	-0.170666666666667
GKN2	0.346166666666667
ARFGAP1	-0.986
SLC5A8	-0.451666666666667
ZBTB40	0.187
CYP4B1	5.3985
LYPLAL1	0.7685
CHST3	-0.24625
MAP3K9	0.315
BTAF1	-1.06133333333333
TFAP2E	0.551
RBM35B	0.099
LOC441251	-0.262333333333333
ANKRD25	-0.00294444444444444
UQCRC2	0.356
MAEA	-0.015
HYAL1	-2.1203
RNPEPL1	0.1245
CPSF2	-0.623875
PSD3	-1.4088
ABCA13	-0.245125
AGR2	2.35925
GBX1	-2.584
HDLBP	0.5985
ACY3	-0.52575
HECW1	-0.65
ZNF519	-1.34425
HOPX	3.756125
ZNF304	0.868375
OR12D3	0.607
FKSG43	0.57225
METTL1	-0.00149999999999999
MFSD3	1.3213
PSPH	-1.5715
CLCA3	-0.491
DARS2	-2.09716666666667
CDC25A	-2.28383333333333
BAIAP2L1	-0.50475
B3GNT5	-0.3175
USP29	0.2035
ARHGEF10L	1.3599
ATOX1	0.55625
ADAM30	0.01775
DNASE1	-0.106
STT3A	-0.0546666666666667
RAB6IP1	0.20575
PTN	1.8884
C1orf106	-1.91953846153846
HECA	1.391
RNF122	0.7175
SLC22A18AS	1.09966666666667
GNG8	0.158833333333333
ELP4	0.33625
FAM65A	0.300333333333333
RPL10A	0.0945
IRS4	1.2155
MACF1	0.4547
SEC24D	0.19925
LOC374395	0.90225
TGFB2	1.36125
MDFIC	0.612375
CHRNE	0.327833333333333
PCMTD2	-0.6545
ATP6V0D1	-0.207833333333333
MTA2	1.0625
LZTR1	-0.6705
RAP1A	0.758166666666667
AXIN1	-0.03925
POLR1C	0.32725
TRIO	-0.0498333333333333
PLXNA4A	-0.170333333333333
C5orf33	0.69
DEPDC1B	-2.832375
ZNF473	-0.492
MTM1	0.7
GPR107	0.0736666666666667
CSNK1A1L	0.0211666666666667
FLJ14154	0.2215
NLRC4	4.4295
ENPP4	2.02766666666667
PADI3	-0.3
RNF170	0.448625
CG018	1.7672
C16orf7	-0.0185
KCNE1	1.71
NRM	-0.903
SLC37A3	0.317285714285714
TPD52L2	-0.867
UNC5B	1.12575
C12orf12	0.3412
SDHB	-0.028
CLRN1	0.249125
NUDT10	0.121166666666667
UGT3A1	0.185
FBXW8	-0.4165
RHOF	-0.962
PTPLAD1	0.257625
MYO3B	-0.6425
DERA	-0.3905
TPP2	-1.11725
C19orf53	0.0353333333333333
GINS3	-0.054875
ST6GALNAC5	0.729
CHSY1	0.4225
MGC15705	0.003
GPR83	-0.456333333333333
EXT2	0.4055
DOLK	0.07
TUBAL3	-1.26525
ACVRL1	2.1399
ABL2	-0.245
C14orf156	-0.689
PTPRZ1	-2.15575
DIP2C	0.312
LAMP1	0.652125
RXRA	0.0281
MAP3K5	0.12825
ALKBH1	-0.126166666666667
PDLIM7	-0.0695
ARL14	-1.4365
SNIP1	0.0281666666666667
TIMP3	2.417
RGS3	0.4375
SPAG16	1.1868
ABHD4	0.019
ARHGEF12	0.417666666666667
GLUD2	-0.374
RAC2	-0.9372
UAP1L1	-0.752
SLC18A3	-0.0575
YOD1	-0.681916666666667
RALY	-0.3465
HMOX2	0.716
DGKH	-0.59025
DBNDD2	1.61083333333333
YIPF4	0.695875
THAP10	0.0305
ZNF513	0.78025
HAGHL	0.267166666666667
ITGB4	0.686666666666667
CCDC141	-2.6475
YTHDF3	0.53525
C5orf28	1.04075
RPL7L1	-0.316125
TMEM30B	1.3355
ANKRD35	2.607
DUOXA2	-0.40025
TBC1D5	-0.37125
DFNB59	0.1005
HRH4	0.5765
MYO6	2.6454
DNAJA4	1.7385
RBM24	-0.44225
CEACAM20	-0.3395
RBM23	-0.0580714285714286
NGFB	-0.0825
C1orf63	-1.0148
KRTAP7-1	-0.541
PERLD1	1.38475
NPB	0.198
C17orf59	1.0183
HSPBAP1	-0.28875
SLC15A4	0.370625
PRTFDC1	0.00225000000000002
OSMR	0.232357142857143
CYSLTR2	-1.0475
C19orf25	0.5963
KIAA1797	-0.479
NLRP6	0.7505
FAM105B	-0.2837
SCRN2	0.4465
LRRC58	-1.394
RNF17	0.258125
NEIL3	-2.5815
FAM137A	-0.60875
SKP2	-1.689
PARVA	1.60041666666667
PKLR	-2.2645
RNF34	0.302125
A3GALT2	-0.05925
C12orf50	-0.357666666666667
SUNC1	-1.87825
FAM102B	-0.337833333333333
CCT2	-0.655
LRRC37A2	-1.334
ARF4	0.536
SIKE	-0.042
C8orf48	2.98366666666667
MBTPS1	-0.342714285714286
GPSN2	-0.374
NCF2	3.0205
SLC12A6	-0.410166666666667
MRPL48	-0.38275
HMGN3	0.374666666666667
LRRC62	-1.2025
PAX9	-0.474
FAM55A	0.843
C20orf42	-2.79483333333333
SCML2	-2.26816666666667
BCL9	0.15425
FAM40A	-0.21525
C9orf41	-0.0983333333333333
ZNF774	-0.23
LETM1	-0.44325
PLXNB1	0.4105
NIPSNAP1	-0.7905
USP10	-1.7615
F9	0.2115
LIPE	3.5885
CNGB3	1.1085
C12orf52	-0.273625
PI4K2A	0.01025
MED8	0.292
STAT4	1.2569
FGD4	0.125166666666667
RNF145	-1.761
WDR32	0.5546
CLDN2	0.434666666666667
TCEAL8	0.749
ZMYND8	-1.0539
PDXK	-0.46265625
GATAD2A	-0.6145
PTGES3	-0.368
CCM2	0.16875
TAP1	1.34725
ZNF670	0.0965
ETS2	0.683714285714286
C6orf166	0.168166666666667
PRMT2	0.478357142857143
OR4B1	0.5285
INTS8	-0.6525
CCDC102A	1.15525
CCDC83	-0.6495
ITGA1	0.5295
EPHA5	-3.1002
FAM24B	-0.160333333333333
TSGA10	1.98375
HAL	-2.0385
MYOT	0.337
SPACA3	0.215
BCL2L2	-0.0616666666666666
CUGBP2	0.9615
CCNB3	1.89325
RNF113B	-0.01525
MERTK	0.46275
BAG1	0.83225
VPS36	0.616
ORMDL3	0.3707
C1orf190	1.149
ZNF625	-0.57525
CORO2B	-1.358
ALOX15	-1.06
CST1	2.9015
NUPR1	2.19116666666667
CCL7	0.33325
SMCR5	-2.5835
DSC2	2.1595
RBMS2	0.25075
GRIK4	0.6415
TRIM65	0.202
TMPRSS6	1.71007142857143
TP53INP2	-0.80325
GLB1L	1.1075
LOC388284	0.258166666666667
PUS1	-0.562928571428571
BCL9L	-0.5755
OLFM1	0.667583333333333
RET	2.661875
MASTL	-1.35166666666667
ALX3	0.27875
IL1RL1	0.419833333333333
ZNF765	-0.5513
C14orf138	-0.591
SNX10	-0.782833333333333
TAC4	0.043
C1orf64	2.626875
POGK	-0.078125
MAPK9	1.2525
ZNF366	3.66433333333333
C8orf79	1.8053
CLDN7	1.68925
OR5AT1	0.5345
TRIM37	-2.57025
LRRC25	2.655
GRHL2	2.6817
TEKT3	3.0685
LASS5	-0.285833333333333
ABCC4	-2.59041666666667
DLG3	0.184875
VGLL1	1.014625
ZFP36L2	1.44966666666667
MFRP	0.0616666666666667
KIAA1799	0.33
FLJ44379	-0.828
PCNX	-0.1795
ANXA9	1.83
CYP4V2	1.3976
PIK3C2A	-0.3405
SRR	1.2095
NOL3	-0.6495
IFITM2	2.566
ARNTL2	-2.03425
ZNF595	0.29175
NLRP13	-1.245
ASPH	-0.726125
CPA2	0.634
PVRIG	-1.08966666666667
LEPR	1.67333333333333
C16orf42	0.834166666666667
SH3BGRL	2.328
FAM77D	-0.0964999999999999
FNDC7	-0.287
C9orf6	0.416166666666667
NOTCH2NL	0.6225
PGBD1	-1.12066666666667
SYNGR2	0.842333333333333
PITPNA	-0.146
PRPF4B	-0.4897
SLC43A3	-1.28092857142857
NRBP1	-0.2735
SLC25A22	1.0125
ILK	0.58
SLC22A8	0.425333333333333
MRPS7	-0.205125
PITX2	-0.76425
FABP3	0.169625
OR1L1	0.326
LOC728215	1.30075
BLID	-2.888
KIAA1217	3.07511764705882
TFPT	0.44575
