Hybridization REF	TCGA-BH-A18U-11A-23R-A12D-07
DUSP15	-0.814333333333333
TMEM46	0.8415
SF3B4	-0.6035
MAP7D3	-1.27775
STELLAR	0.124
SEMA5A	0.6797
H2BFS	-1.94675
LRRC28	0.409166666666667
MORN2	1.0675
XYLB	-1.459625
WDR21C	-0.083
HIATL1	0.058
ADAMTS10	0.00716666666666667
WDR55	-0.5495
MFSD5	0.341166666666667
OR4N2	0.4275
DUSP16	1.02133333333333
NLGN4Y	-0.9235
INHBC	0.235
NUMA1	-0.54675
DEFB123	0.361
GIPC1	-0.8645
MGC27348	-0.6135
FLJ33590	0.347
FZD1	1.7776
MKL1	0.248833333333333
SAA2	4.486
C1orf94	-1.518
C7orf28B	-0.308
TMEM185A	0.291
ZZZ3	0.4955
C16orf5	0.0926666666666667
GALNAC4S-6ST	0.9285
C1orf186	2.80425
IGFBP4	0.612833333333333
NDUFA10	0.476666666666667
CLIC2	1.2325
RNF13	0.843
GPR103	-1.93025
CD69	-0.11775
MYOZ1	1.151
IFNB1	-0.62
CLNS1A	-0.6275
CXorf45	-0.0955
ZXDB	0.9635
FUNDC2	0.28825
GPA33	-0.308125
C9orf70	-0.02425
SLC2A9	0.599125
LOC126520	-0.5745
MAGEB1	-0.68025
LCE2A	0.2225
C18orf34	4.5185
FMNL2	0.214
KRT85	0.49225
CRYGA	-0.067
GEM	3.5065
THAP6	-0.2216
ALKBH3	0.530166666666667
TM6SF2	-0.4715
C20orf82	5.822
RANBP2	-0.0126666666666667
LIG3	-0.9392
RETSAT	0.711375
OR8S1	0.2605
CAST	-0.05925
TGFBI	-0.6158
C15orf37	-0.458625
PGM3	-0.8185
SLC4A11	-0.505142857142857
FAM123C	0.0881666666666666
TAOK1	0.4225
CISH	-0.29475
OGDHL	-2.57175
SPINT2	1.3595
ZNF33A	0.1185
CLDN18	0.0866666666666666
RNF128	0.841
CCDC71	-0.82475
RASSF6	3.32316666666667
HSPG2	0.606
ATP6V0E1	1.635125
ABHD6	0.594
CD274	0.655
GCNT1	1.17325
NT5C1A	0.0466666666666667
TM4SF5	-3.83525
C21orf58	-1.9235
SUCLA2	0.55775
RFTN2	2.84775
SCNM1	-0.235875
SLC9A10	0.2335
FUNDC1	0.2465
SLC35F4	-3.26725
AMD1	-0.39825
COL6A6	5.30225
OR4K2	0.3405
TRIB2	-0.914416666666667
LOC91461	-1.5545
GHSR	0.6675
ATP8B1	0.449875
C1orf78	1.52283333333333
RNF183	2.86
STX4	-0.1964
TPPP2	0.703875
MYBPHL	-1.299
TXNDC6	0.00310000000000004
C9orf47	0.7605
FAM137B	0.505
FANCB	-2.84225
C11orf9	-1.96775
DPY19L1	-0.517
VDAC2	-0.4805
VHL	-1.71925
LMBR1	-0.16375
C8orf44	-0.133
ZPBP	0.47175
FGF23	-1.3895
C21orf67	0.50875
PCNT	-1.636125
BCKDHB	0.814
GALNTL5	-0.459
BET1	-0.118875
ARL13A	-0.035
HDAC6	-0.4385
N4BP3	-0.0168333333333333
OTOP1	-0.0271666666666667
TTC30A	1.753625
CRISP1	0.694
KRT32	3.0715
VSTM1	0.3565
ZNF622	-0.54025
POLR3B	-0.3429
DNAJC10	-0.118375
C12orf54	3.6305
ADIPOQ	4.79216666666667
RIT2	0.02425
CD44	-0.05315
ABCA3	0.57075
RPS17	0.0525
FEZF1	0.33
PCDHB15	0.2945
KCNMA1	0.273090909090909
CCDC116	-1.618
C15orf27	-3.24
NARG2	-0.8248125
ITGA5	-1.27
MEFV	0.442
TUT1	-0.920125
LOC541473	-0.36875
NMBR	-0.0355
GLT1D1	-1.059
ABCB7	0.01375
PFKP	-1.39109090909091
C9orf91	0.4081
LRRC41	-0.2285
C1orf85	-0.2355
ATP5F1	-0.080125
STOX1	1.57825
GFOD2	-0.18125
SLC25A3	0.157625
ZNF646	-0.4183
ZAR1	-0.8335
OSTbeta	-2.645
GALNT3	3.454
IFT122	0.0506666666666667
LDB3	0.8379
GARNL1	0.2425
HOMEZ	0.303833333333333
LRRC6	2.344
ANGPTL5	1.39025
UBAC1	-0.979
DLEU7	-0.104333333333333
RPL19	0.78275
TOP1MT	-1.25533333333333
LOC643641	0.332
MBD3L2	0.358
NTSR1	0.0926666666666667
WISP2	1.0875
GPSM2	-2.31975
RDH10	0.3609
PRKCG	-0.0925
HIST1H4J	-0.5105
MON1B	0.143
MLF1IP	-2.42916666666667
ZNF446	0.139875
COL4A5	-0.0331
SLC26A1	0.145214285714286
RGN	0.86325
CCNB1	-3.61925
C9orf165	0.411
CCDC28B	-1.40975
CCDC97	1.04775
FGR	1.690125
MSRB3	1.6694
EPN2	0.7115
COX15	-0.830166666666667
KCNK6	-0.6169
XK	-2.07
GDA	-3.844125
HEPH	0.06575
THRAP3	-0.860125
MET	0.314571428571429
PHYHIP	2.21375
LYAR	-1.181
ING3	1.10725
AK7	-0.8645
CCT8L2	0.474125
COPS7A	-0.723833333333333
WSCD1	-0.072
RNF185	1.0985
TNS3	-0.08575
KNDC1	-0.981666666666667
RWDD4A	1.01116666666667
MED13L	0.7699
ZFYVE1	0.6095
C7orf44	-0.971166666666667
MRPL1	0.007
STGC3	-0.4645
TEAD1	-0.590833333333333
RPL7A	0.367785714285714
ARL6IP1	-0.7724
C1orf178	-0.0705
CTAGE5	0.117666666666667
TMEM184A	0.227333333333333
SLC25A14	0.50825
CACNG5	0.33325
ATXN10	0.455
ECH1	0.9121
CCL22	0.63
CYP2F1	-1.2255
GADL1	0.2685
TMEM19	-0.3714
RUNX3	1.56675
EFNB1	0.904
LIPN	0.1155
ACSM3	-3.5235
SIGLEC8	1.10383333333333
ASCC3L1	-0.42625
NOL8	-0.658
RELT	-1.72016666666667
Magmas	-0.34225
PPP1R15B	0.086
C11orf2	0.55975
VKORC1	-1.13533333333333
MGC26647	0.173
TRPM6	1.34366666666667
UGT2B7	-1.93683333333333
FEV	-0.10275
FOXK2	-0.5009
PDCD5	-0.604833333333333
SLC8A1	1.5518
DGUOK	0.01
CLDN16	0.374
GAGE1	-0.8895
RBM17	0.5948
C1QTNF3	0.014
VGLL3	1.4145
UNQ5830	0.2555
CD1A	-2.46983333333333
SCGB1C1	0.2905
SUPT4H1	-0.046125
TRAF5	0.5125
ASAHL	1.274625
FAM73A	0.590333333333333
OR6B1	0.197
WHSC1	-2.05825
GFPT2	0.4295
LOC339809	0.16675
STARD5	0.2895
SIP1	-0.40375
DNAJC15	0.314
STAU2	0.028125
FAM98A	-0.850375
RAD23B	0.043875
LRRC33	-0.49325
CHRAC1	-1.068
C21orf89	0.10975
C19orf43	0.164833333333333
KLK8	3.96733333333333
CCNE1	-2.632625
PKDREJ	1.09183333333333
SSU72	0.00675
C17orf73	0.1905
GPR78	0.311
WHSC1L1	-0.0117
GSTA2	2.9615
SMUG1	-0.703
UFM1	0.6532
AP3M2	-0.578166666666667
USP14	-0.79
FBXL14	1.2695
DSTN	1.49425
SFRS14	-1.6965
FBXO31	-0.1505
C12orf40	0.0603333333333333
FRS2	0.61625
NR2E3	0.14375
TUBB2C	-1.46125
GMPR	0.0413333333333333
C9orf139	-0.3785
ING5	-0.322928571428572
LOC730092	0.157333333333333
ORM1	-4.556
RP11-11C5.2	-1.189
HSPD1	-1.3994
PIWIL3	-0.5645
C5orf13	-2.1743
OR5R1	0.5635
LCOR	0.8595
PLEKHA9	0.317
CCDC43	-0.897
ZNF232	-0.1395
SLC6A7	-0.914
ADH5	0.641916666666667
SHBG	-0.5205
CROCCL2	-0.0655
PANX3	-0.1625
CDIPT	-0.855
SLC16A5	0.9495
TUBB	-2.0183125
TOR3A	-1.0053
PREP	0.0688333333333333
ENTPD8	0.0352857142857143
CHMP1B	0.647
SYT12	0.7388
MYH6	-1.5654
MAP3K13	1.22233333333333
KLHL30	0.0735
LCMT1	0.300375
EIF1AX	0.5905
FOXD4L1	-0.07
SLC24A5	-0.556
RNF166	-1.013
TJAP1	-0.54025
TMEM156	-0.525
ZNF239	0.0205
SNX19	0.2945
GKN1	0.48925
FCN1	1.8338
C1QL1	-1.42175
ATP11C	-0.195625
ZNF35	0.58425
CARD8	0.718875
LIMD1	-1.66266666666667
KIAA0286	-1.536375
XRN2	-0.747833333333333
CD6	-0.231666666666667
TOX3	1.08075
ZSCAN4	0.218666666666667
RSRC1	-0.999
COG1	0.51375
PTRF	1.0351
C16orf35	-0.694125
FBXO24	0.50975
CHST11	-1.74225
THRB	0.7557
MYBPC1	5.69225
RNF39	2.81716666666667
PSMD11	-1.1375
ALAD	0.1985
EN1	1.45425
SLC9A9	1.45
GSTM4	-0.1257
CDC42BPA	-0.688157894736842
RCSD1	0.47475
LUC7L2	0.0302
SPTBN1	0.8828
LOC146167	0.578
BAT5	0.3037
ZNF452	0.190875
LSM4	-1.7245
SRP72	-0.6133
SGK269	0.241583333333333
MTX1	-0.7435
CENTA1	-0.272
UNQ9433	-0.3525
ATR	0.0631666666666667
DDX49	-1.068
PAQR8	-0.734833333333333
C14orf174	-0.23275
GBGT1	-0.29525
THAP1	0.514
OR10K1	0.1365
RASIP1	0.0291666666666667
DPYD	1.4843
DOHH	-1.159
C18orf45	0.28725
POF1B	1.3653
ZNF552	2.6305
USP32	-0.93475
MED27	-0.2975
C14orf149	0.144
PRDX4	-1.19833333333333
ABHD12	-0.5629
AGT	-4.27175
SLC22A14	-0.6405
C1orf58	-0.32175
PILRA	-0.91375
ABCF2	-1.1305
C17orf85	-0.2613
TKTL1	0.06575
FGF1	2.8754
IL6R	0.585333333333333
VPS25	-0.54775
CHRNB2	1.1035
COL7A1	-1.4494
LRRC48	2.86966666666667
SPG20	1.83866666666667
COX10	-0.56875
GCA	1.48175
ECEL1	-0.8395
GLG1	-0.356833333333333
SRD5A2L2	0.114
MUTYH	-0.573375
ZNF70	0.048
L2HGDH	-2.0405
GPATCH2	0.93275
ZNF655	-0.068375
ZNF227	0.291166666666667
MCOLN2	-0.845
NQO2	-0.40775
KCNQ5	0.064
NEU1	0.254
QRICH1	0.0685
ZBTB20	1.82283333333333
RPUSD3	-1.45825
EPGN	-1.54616666666667
TSN	0.253666666666667
SPRY2	0.715333333333333
LZTFL1	0.881875
GMFB	0.32525
PBEF1	0.2016
HBG2	-2.4025
TMEM8	-1.26725
PALM2-AKAP2	0.548333333333333
NFYA	-0.0215
FAM108A1	-0.141125
PBLD	1.256
NRG4	-1.9115
PIGF	-0.1225
PTGER1	0.33125
NOS2A	1.12016666666667
C21orf34	2.30516666666667
C21orf51	0.553833333333333
IL17C	0.0895
TRMT6	-0.654333333333333
ETV2	0.369833333333333
CCDC109A	-0.6825
MYLK2	-2.05
ATP10A	1.1893
DPH4	0.00025
C5orf5	0.690833333333333
KCNA4	0.524
NMNAT2	1.59133333333333
GLYATL2	4.2885
LSMD1	-0.30525
IL23R	-1.01175
NRF1	-0.56875
MUC15	3.40816666666667
PRDM12	-2.2555
PAQR4	-2.15071428571429
RBBP6	-0.6053125
IFI27	3.0465
SKAP2	0.943333333333333
TAGAP	2.351875
TJP3	0.569
C9orf61	3.13525
IDS	0.204428571428571
PARG	0.096
LOC131149	0.152
DYRK4	0.4325
MICALL1	-0.7765
GALR2	-0.4415
GPBP1L1	0.187
TBX21	3.918
KCNJ6	0.269
GGN	0.9825
CASP5	1.17633333333333
RNF182	-2.95425
BRD4	-0.9095
DOK4	-0.77575
SLC46A2	1.81416666666667
SOX9	2.85533333333333
ZNRD1	-0.286166666666667
PRR6	-2.27125
FAU	0.707125
DTNB	0.954333333333333
CARD9	1.1145
STS-1	-1.36666666666667
SLC4A5	-0.05075
NSBP1	-0.094
UGCGL2	-0.40925
POTE15	-1.6165
NOXA1	0.97875
RP13-347D8.3	1.5085
SAMD10	1.55416666666667
EP400NL	-1.30775
TCF21	-0.377
AMELX	0.02625
JPH2	1.4666
SLA	0.5555
DLST	-1.928
SEPT12	0.68525
RGS20	-2.903
LXN	2.50516666666667
ZNF419	0.237125
UPK3B	-0.355333333333333
RELL1	1.43025
ESPNL	0.5405
KLHL21	0.774125
PI15	4.5525
C2orf61	-0.921
LOC407835	-1.49366666666667
RER1	-0.0115833333333333
ELAVL2	-0.2265
MGC26718	-0.823
KLF2	2.36775
TNFAIP8L3	0.728083333333333
TFE3	0.3895
C11orf17	-0.1505
15E1.2	-1.921
SNRPC	-1.1415
DLGAP1	0.51825
PGLYRP1	0.125625
OVCH2	0.3595
IRF7	-0.0121
SET	-2.0189
NAB2	-0.4495
LRP5L	0.28775
FAM120A	-0.6449375
ASCL2	-0.4435
SHH	-0.882
ATP5H	-0.273166666666667
THPO	-0.808
TYRP1	-3.82
HIST1H3E	0.109
EIF2S1	-0.493166666666667
TNFRSF17	-0.0605
TARSL2	0.97675
NKX2-8	0.03475
C1orf115	2.308125
LOC56964	0.142
KIAA0841	-0.1495
ISCU	1.3035
TTMA	-0.835
ZNF414	-0.5915
LOC441150	0.9285
RAB15	0.88
HBP1	1.855
TNNT2	-0.897
CECR5	-1.273
PHGDH	-1.467375
JRK	-0.294
XPO4	-0.724125
FAM131C	-0.201
ARHGAP25	1.09483333333333
CA9	-3.66766666666667
GPR62	0.987
TLX1	-0.137833333333333
GPS1	-1.18925
OR2M2	0.1455
BDP1	-0.5245
FAM70B	-0.40275
RPS29	0.627916666666667
MKLN1	-0.1692
TSPAN19	-1.8995
SLC29A3	0.2276
LGALS4	0.754666666666667
USH2A	-0.209
NF1	0.184333333333333
APOBEC3A	1.12533333333333
IMPAD1	-0.183666666666667
OLR1	0.578
NRAP	0.345
HCFC1R1	0.528666666666667
TAOK2	0.0853333333333333
MCM10	-4.23333333333333
MAP4K3	0.608333333333333
CBS	-2.970375
CLK3	-0.7787
PCDHGA5	0.2045
ELF4	-0.082625
FAM71A	0.701
C11orf49	-0.16175
CLIP2	-0.858
BTBD9	0.3808
ZNF524	1.01775
KDELR1	-0.8015
ZNF509	1.0585
NCSTN	1.1765
ZNF533	1.91857142857143
PARP4	0.2935
GALNT9	-0.116666666666667
NPY	-1.7035
BEGAIN	0.0525
TMEM77	0.860833333333333
FOXRED1	-1.9965
SLC16A2	1.44883333333333
SLC35B1	-0.4195
GK5	0.807083333333333
SDCCAG10	-0.51425
C4orf20	0.89575
SLC9A2	-0.118
ADD1	-0.0905
TAL2	-1.594
ACLY	-0.806125
DNAJC1	-0.1595
SOST	-1.82825
USP43	0.032
CYP4F12	-1.441
FKBP5	-0.15975
CHCHD5	0.2462
NUDT22	-0.23425
CCDC85B	-1.07875
OR51G2	0.292
STRN3	0.5475
TMOD2	0.794
FLI1	1.07225
MAB21L2	1.89433333333333
DGKQ	-0.0645
VPRBP	-1.18983333333333
SCNN1B	1.0497
ECHDC3	2.6421
TMEM106C	-0.7405
CSNK2A2	-0.029
RPL39	0.223
HERC3	0.8505
ZBTB47	1.37183333333333
ZNF681	-0.288
PAGE2	-2.23825
CLIC5	3.21478571428571
RABAC1	0.57075
ZFHX2	0.80025
YPEL1	-0.208666666666667
KIAA0776	0.89825
NR1D2	0.87725
DNAJC4	0.14975
NPNT	2.036
ZNF677	1.175
ZNF536	-0.1685
MEF2B	-0.281333333333333
PTPN4	-0.49775
CTCFL	-5.2905
STX5	0.434
CD72	0.72325
VEGFA	-2.65894736842105
XRCC1	-0.7373
MAS1L	0.218666666666667
ELL	0.0795
SETBP1	2.30225
CDH11	1.28933333333333
NDC80	-3.75169230769231
DMBX1	-2.49575
NRSN1	0.335333333333333
BAT2D1	-0.36225
CDS2	0.323666666666667
C1orf212	0.136666666666667
SENP3	-0.92825
IL1F9	-0.086
EEF2K	-0.026375
COG8	-0.488
CEP72	-1.68375
OR1L8	0.4065
MUS81	-0.72425
PHYH	0.68875
GGT6	1.25083333333333
C22orf23	-0.0614166666666667
C13orf33	4.2265
MAPK8IP2	-0.06025
NELL2	0.39475
POU3F2	-3.106
ALPK1	1.866625
MRPS18C	0.369
RPLP2	0.755125
FGF22	-0.3215
SPNS1	-1.143
ZFP1	-0.24875
IL1RAPL1	0.8925
PCSK9	-3.7445
NKX2-1	0.0837692307692308
C6orf189	3.43275
SP4	-0.4745
SLC11A1	0.5789
C21orf25	0.665333333333333
ICAM2	0.9915
SH3GL1	-0.799666666666667
GSK3B	-0.852333333333333
RALB	0.31125
PDXP	-1.83083333333333
GNGT1	-2.705875
KIR2DL1	0.468
TNFAIP3	0.149333333333333
C6orf32	0.6026
CBLN2	-1.9965
PANK3	-0.016125
TAAR9	0.671
WDR82	-0.2555
APOM	-2.807875
TRIP10	-0.26925
SPATA16	-0.109833333333333
C1orf135	-3.473
USP51	0.0925
TESK1	0.66325
C11orf64	0.12875
ZNF611	-0.607
PDE6G	0.0398333333333333
HLA-DQA1	3.4045
GCLC	0.2265
SEC61A1	-0.086
TWSG1	0.37775
ZMYND10	1.037
CTDP1	-0.61625
ADAMTS6	-1.283
SLIT1	-2.11925
KRT86	-0.5165
KIAA0574	-0.60725
GTPBP2	-0.5384
PQLC3	2.05175
PRRX2	-0.190833333333333
C15orf44	0.3485
MKKS	-0.204875
C11orf10	-0.24975
GPR110	1.754375
CD109	-1.03891666666667
ADCY1	0.178666666666667
RHBG	-3.16925
TP53I3	0.1245
SLC22A3	-0.0371
UCP2	-0.4895
FOXG1	-2.367
OR2AG1	0.207
TRIM24	-1.1445
PROC	-3.69625
TAAR6	0.603
AMTN	-0.553
C10orf47	-0.162
DEPDC1	-4.68975
FLJ45557	4.12375
ZDHHC17	0.3685625
KIAA1429	0.138166666666667
KCNH1	0.25475
VNN3	0.625
PSMAL	3.288
PPARD	-0.180375
HFM1	-0.18575
YBX1	-1.50633333333333
ZNF695	-3.049
SCTR	0.546166666666667
DCDC1	0.275
VPS26B	-0.5646
MTF2	-1.16416666666667
ATP6V1F	-0.406
CCDC94	-0.3665
PERF15	1.2485
CCL11	0.61625
LMO7	-0.4115
DCST1	0.6135
ADRBK1	-0.2665
CDRT4	-0.317625
ZNF84	-0.3975
HOXD8	2.29775
STARD8	0.0728333333333333
FOXP2	-0.2485
CCDC103	1.2555
POLR3A	-1.6644
GSC	0.635166666666667
ZNF114	-2.587
HTR7P	0.3805
LALBA	2.6615
RMND5A	-0.482333333333333
PSCD2	-0.16525
ZNF409	0.252
KRTAP1-3	0.3735
MAF1	-0.9045
LOC201725	-1.32833333333333
NRN1	-0.326
SPAG5	-4.01983333333333
DNAH7	1.94583333333333
FLJ43860	0.6985
BRCA2	-2.623
ACADM	-0.024875
CXXC6	-2.26375
RAGE	-0.49925
CHMP2A	0.747
FAM8A1	0.2642
GPR21	0.4305
SLC12A3	-2.807
FVT1	1.04378571428571
ZDHHC7	-0.256875
FLJ44048	0.4385
SLC44A3	2.9395
SDSL	-0.273666666666667
MMP8	-0.503
PLA2G12B	-2.99983333333333
ACY1	-1.00075
MT1E	1.004
OR4K15	0.034
TECTB	-0.3345
GPR20	-0.065125
IRAK2	-0.24175
RFPL3	-0.391125
MYO9A	1.08875
NARG1L	-0.398833333333333
BLMH	-1.54025
CCDC3	3.95433333333333
C9orf21	0.9855
KIAA0513	-0.21
MIER2	0.08925
PNMA2	-1.3065
SH3BP2	0.0654
ANXA10	-0.95675
RTN2	0.791
TFB1M	-1.24
PRPH2	3.3085
C14orf133	-0.5385
GOLGB1	0.996
IRX4	1.392
NFKBIL1	-0.7185
C10orf62	0.371
APBB3	-0.0945
RPS10	0.6131
LOC728378	0.8405
TLE3	0.179444444444444
PSMB7	-0.6925
MESDC1	0.2645
SLC6A1	0.637833333333333
OCLN	1.09991666666667
PTTG3	-3.51366666666667
NAGLU	-0.414
SERTAD4	1.7975
SPRY1	2.367
FLJ10781	0.383916666666667
MYSM1	0.36375
TRIM4	0.416428571428571
SH3YL1	1.71075
TREM2	3.2565
SERPINI1	2.3775
HDHD3	0.175375
TMEM38A	0.048375
EID2B	-0.2525
TDRD3	0.203
SEDLP	0.60725
THSD7A	1.58533333333333
NDST3	-3.569
KLHL15	0.209583333333333
DHRS12	2.178
FBXO9	0.441357142857143
TNPO1	-0.459333333333333
MRPL13	-0.8085
SNX5	-2.07266666666667
METTL6	-0.5515
SOD1	0.190875
CHML	-1.74533333333333
PACS1	-0.524
SIRT5	-0.428
CAPN2	0.7745
FXYD5	-0.0448333333333333
TWISTNB	-0.05525
LRFN1	-0.632666666666667
UBE1L	1.307375
UBE1C	0.578
OR51B2	-0.69325
OR4D11	0.2355
C15orf2	0.464
NR4A1	2.15916666666667
LOC339047	-2.06725
TRIM17	1.58525
ATP5G3	-0.596142857142857
RPL15	0.547083333333333
ADAMTS8	-0.35975
HOXC4	-0.0335
C14orf37	1.29
CEACAM5	-2.19175
MYT1L	0.0291666666666667
RASA2	-0.1795
OSBPL7	-0.7395
STAG1	-0.089
GIMAP4	4.718
FUT3	0.734333333333333
PIF1	-3.598875
LPIN2	-0.1128
SH3PX3	0.40775
PDP2	-0.876
PAPD1	-0.467875
ERP27	3.6575
APOOL	-0.7508
DIABLO	-0.23425
TRHR	0.186375
ARMC9	-0.998
RNF152	2.88775
SLITRK3	1.0975
ZNF211	0.5645
PFDN1	-0.329125
RGS11	0.061
HS6ST1	0.2332
AKR1D1	-1.7265
TNP2	0.0945
STK31	2.09883333333333
EML4	-1.18166666666667
SGTA	-1.2695
HIST1H2BI	-1.81383333333333
PSMD6	-1.3305
KIAA1257	-0.3275
C18orf55	-0.285166666666667
FLJ20273	1.8825
RPL28	-0.228833333333333
EPYC	0.397571428571429
NOX3	-0.168
ELAC1	1.38166666666667
METT11D1	-0.36825
BIN2	-0.550333333333333
NACA2	0.90425
CCDC17	-0.26625
HM13	-1.407
UBOX5	-0.18025
UBE2O	-1.09425
UBL5	0.03425
APOLD1	1.417875
C9orf31	-0.02275
TNFSF8	0.114
ARHGAP29	1.954625
PROKR2	0.23
PDE5A	0.9185
C6orf12	-0.809
TOM1L1	0.3415
WHDC1	0.47525
FOXI1	0.8145
RAB4A	1.1522
TMEM39B	-0.3435
ATPBD1C	-0.07325
FARSA	-1.1445
PLEKHG5	1.3425
CMAS	-0.5095
OR7E24	-0.211
SLC30A1	-0.05675
CDC42EP5	-0.382333333333333
PLAC1	-3.10475
KLHL18	-0.156083333333333
LBA1	0.3187
TAZ	-1.42525
CRIP2	1.378125
BTBD11	0.589166666666667
C16orf72	0.565
DIO2	0.5989
LRRCC1	0.0188333333333333
CCDC136	-1.9065
PRX	0.87625
RBM5	0.2047
TMEM85	0.649125
TUBGCP4	-1.44816666666667
APLN	1.552375
CDK7	0.122
SSR2	0.4805
CRELD1	-0.118
C19orf46	1.83325
GAL3ST4	0.176833333333333
KBTBD10	1.41725
IL28A	0.1045
WDR27	0.115
MCM2	-2.68083333333333
SOX14	-0.0195
FLJ39743	-0.506
KIAA0922	-0.4265
HIPK4	0.8335
FLJ25758	1.3925
C16orf57	-0.726416666666667
PDZD2	2.980875
MCC	0.8945
HHLA3	-0.1499
ID2	1.10675
C20orf23	1.6575
ZNF688	0.578
APOC2	-1.745
LOC440093	0.4305
FAM50B	1.84066666666667
PWP1	-0.22
DNAH10	0.1435
HIST1H2BA	0.519
GPR56	1.08483333333333
METAP2	0.18275
PAN3	1.20083333333333
STXBP4	-0.27675
PDHX	-0.1085
MTA1	-0.8755
ZBED4	-0.063625
ZNF720	-0.4
CDK2	-2.20375
RHOJ	2.165375
CDC37	-1.3455
ZER1	0.3685
GRK4	0.67625
PRPH	0.923
POLR2A	0.39875
OGFOD1	-1.61175
NOL5A	-2.063
PHEX	0.423
FLJ16478	0.44375
C20orf117	-0.587125
CAMTA2	-0.5035
C11orf74	0.737166666666667
DDX17	0.183333333333333
C5orf27	1.419
PLEKHA2	-1.3313
PDE4DIP	-1.2776
SCN7A	1.6045
ZNF559	0.765333333333333
CXCL10	3.46175
ZMYM4	0.199
STK32B	0.4758
KIAA0888	-1.3181
TACR3	0.813
CKAP2L	-3.839
KIF1A	-1.03016666666667
RSPRY1	0.4025
VCAN	-0.3365
CYP27C1	-0.2575
SYDE1	-1.21066666666667
MED12L	-1.6385
ZDHHC21	0.644
NHS	0.793
TM9SF3	0.773
DDHD1	-1.214625
MAFG	-0.272
BICD2	-1.237
C14orf119	0.0386666666666667
C14orf43	0.252357142857143
CDH7	-1.54775
ALKBH5	-0.611071428571429
JUP	0.80475
TMEM41A	-0.310833333333333
MAMDC4	-1.48316666666667
CBX3	-0.51475
LRRC18	0.1385
RBMXL2	-0.15125
PLA2G4D	0.2325
FGF13	1.262
KIF3A	0.1265
PDIA6	-1.39825
DCXR	0.0915
CASKIN2	0.865916666666667
EHD1	0.659
MARCKSL1	-0.371166666666667
ZNF496	-0.601166666666667
SCAF1	-0.245666666666667
KCTD8	-0.422
TRAF3IP3	0.691
LSR	-0.30575
CXorf1	-0.0331666666666667
C14orf112	0.347333333333333
EIF2B1	0.131
OMP	0.8075
GSTZ1	-0.03425
LOC92017	1.339
ISLR2	1.6215
C12orf36	0.3105
GATA2	-1.60133333333333
GABRA5	-1.902
CELSR2	-0.596785714285714
STAM2	0.6837
TNAP	1.4015
PTPMT1	-0.281666666666667
GRP	6.09475
SV2A	-1.35133333333333
MAGEA12	-4.1185
CACNG1	0.938
C18orf19	-1.07225
GSG1	-0.357666666666667
PTPRJ	-0.717928571428571
FRMPD1	-0.078
ZNF668	-0.92275
PLEKHJ1	-1.27925
ADAT1	-1.2538
TMEM50A	0.5697
UCN3	0.261
HOOK1	0.40975
IL17B	3.5865
MLKL	-0.620333333333333
TTC14	-0.603
KLHL5	0.119875
CRYL1	0.7335
FOXH1	-0.4425
NFYB	0.47025
PPM1G	-1.60075
GOLGA2LY1	-1.163
NMT1	-0.257
HADHA	-0.7461
CHSY-2	1.07825
PLEKHF1	0.619857142857143
SAGE1	-1.6295
MUSTN1	1.7105
SUHW4	1.94325
TFEB	1.7955
ZFYVE27	-0.04375
ATG12	-0.397333333333333
BMI1	0.426142857142857
ZIM3	-0.388666666666667
MYH4	0.7945
MASP1	-0.72825
KIAA0984	0.44275
RPAP2	-0.4045
ASB5	-0.108
BOLA3	-1.13566666666667
MIA3	1.06766666666667
KRT35	0.821
KIR3DL3	-0.7015
MRPL51	-0.7025
SEMA3F	-0.0301666666666667
NDUFB2	-0.340166666666667
LOC253012	1.77
FAM46C	-0.2903
G6PC	-2.78385714285714
CSAG3A	-4.40466666666667
PREX1	0.395
SLC25A45	-0.13275
MAPKBP1	0.978
CPE	1.9635
GNB1	-1.36
CXCR6	1.1295
TRIM46	-0.3955
C16orf3	0.206333333333333
HPSE	0.5875
TIGD3	-1.111
SPG3A	3.2235
LCAT	-0.389166666666667
ST6GAL1	-0.996388888888889
POMC	0.78225
FLJ36031	-0.2315
NSMAF	-0.315333333333333
SKIL	0.797
ADSS	-0.0711666666666667
HMGCS1	-1.4078
POLR3F	0.185333333333333
RAB10	-0.617
ZNF277P	-0.1365
ZBTB7B	0.801375
DHRS1	1.165875
ABCC13	0.020625
CNOT3	-0.33625
NFKBIA	0.7825
GAK	-0.849333333333333
SFT2D2	1.03266666666667
HOXA6	-0.5405
CRTC1	-0.825125
LY6D	2.49783333333333
C20orf72	-1.78
CPT1A	-0.63225
LMO1	-1.31
EIF3I	-0.48175
PRB4	0.09475
MCM3APAS	-1.558125
C20orf132	0.3408
FOXF2	-2.03675
S100A12	2.75975
MLH1	-0.417333333333333
ACTN1	1.1573
MRPL36	-0.728166666666667
C20orf106	0.092
FBXO6	-0.0818333333333334
MKS1	-0.740166666666667
CX3CR1	1.072375
PDE1B	0.65
PLP1	-2.3395
KISS1	0.300333333333333
C14orf2	-0.189
TBC1D3P2	-1.27375
COMMD6	2.203
ANKRD7	-0.9455
PTCHD1	3.529875
NARS2	-0.667
DOCK7	-0.282375
FAM127B	0.3025
LOC390243	-0.0918333333333333
N6AMT2	1.25875
ZNF391	-0.067
DNAJB14	-0.000499999999999996
WRB	0.71925
