Hybridization REF	TCGA-C8-A133-01A-32R-A12D-07
ZPBP	0.60625
FGF23	-1.45625
C21orf67	1.02325
PCNT	0.530125
BCKDHB	0.9948
GALNTL5	0.3365
BET1	-0.7035
ARL13A	-0.138
HDAC6	-0.551875
N4BP3	1.1735
OTOP1	-0.24375
TTC30A	1.65025
CRISP1	-0.057
KRT32	0.5355
VSTM1	-0.0845
ZNF622	0.02825
POLR3B	-0.2396
DNAJC10	1.29675
C12orf54	0.5205
ADIPOQ	0.557666666666667
RIT2	0.294
CD44	1.58505
ABCA3	3.332625
RPS17	-0.727
FEZF1	0.8
PCDHB15	-2.32025
KCNMA1	-0.578909090909091
CCDC116	-2.394
C15orf27	-2.705
NARG2	0.0943125
ITGA5	-2.16275
MEFV	0.439
TUT1	0.1365
LOC541473	-0.393666666666667
NMBR	0.227
GLT1D1	-3.36966666666667
ABCB7	-0.81225
PFKP	-3.158
C9orf91	1.6918
LRRC41	1.03683333333333
C1orf85	-0.501
ATP5F1	-0.084625
STOX1	-0.456625
GFOD2	0.9035
SLC25A3	0.00875000000000002
ZNF646	-0.0578
ZAR1	-0.4385
OSTbeta	-0.989
GALNT3	1.13525
IFT122	0.663166666666667
LDB3	0.3317
GARNL1	0.875857142857143
HOMEZ	0.523
LRRC6	2.59775
ANGPTL5	-2.10375
UBAC1	-0.267
DLEU7	-0.2035
RPL19	0.53125
TOP1MT	-0.6445
LOC643641	0.235125
MBD3L2	-1.153
NTSR1	0.160666666666667
WISP2	-1.7745
GPSM2	-2.88875
RDH10	-0.1337
PRKCG	-0.125
HIST1H4J	2.798
MON1B	0.7985
MLF1IP	-2.95483333333333
ZNF446	1.451875
COL4A5	-0.3311
SLC26A1	1.22635714285714
RGN	-2.665625
CCNB1	-3.317
C9orf165	0.08875
CCDC28B	-0.17825
CCDC97	0.31075
FGR	0.891625
MSRB3	-1.2818
EPN2	-0.52475
COX15	0.0865
KCNK6	1.2654
XK	-1.6045
GDA	-4.661375
HEPH	-2.872125
THRAP3	1.057125
MET	-3.00571428571429
PHYHIP	0.0705
LYAR	-1.95366666666667
ING3	1.0485
AK7	-0.77875
CCT8L2	-0.335857142857143
COPS7A	0.423333333333333
WSCD1	-0.474
RNF185	1.099625
TNS3	0.31625
KNDC1	-0.357
RWDD4A	0.167833333333333
MED13L	3.6069
ZFYVE1	0.59625
C7orf44	-1.00433333333333
MRPL1	0.1815
STGC3	-2.56075
TEAD1	-0.628666666666667
RPL7A	0.405142857142857
ARL6IP1	-0.0972
C1orf178	-0.2135
CTAGE5	1.79891666666667
TMEM184A	1.8475
SLC25A14	0.1175
CACNG5	0.1315
ATXN10	0.8383
ECH1	0.2837
CCL22	0.8405
CYP2F1	-1.13533333333333
GADL1	-0.5255
TMEM19	-0.0549
RUNX3	-2.2685
EFNB1	-1.0195
LIPN	0.3615
ACSM3	-4.159
SIGLEC8	1.44483333333333
ASCC3L1	-0.858
NOL8	0.01325
RELT	-1.28166666666667
Magmas	-0.90975
PPP1R15B	-0.3305
C11orf2	0.548
VKORC1	-0.534666666666667
MGC26647	0.999
TRPM6	-0.0256666666666667
UGT2B7	-4.5065
FEV	0.063
FOXK2	-0.0987
PDCD5	-0.4535
SLC8A1	1.851
DGUOK	-0.6635
CLDN16	0.68
GAGE1	1.01
RBM17	0.897
C1QTNF3	-1.59775
VGLL3	-0.911
UNQ5830	-0.5205
CD1A	-3.22833333333333
SCGB1C1	0.011
SUPT4H1	-0.59625
TRAF5	-2.0535
ASAHL	-0.228875
FAM73A	1.67483333333333
OR6B1	0.7005
WHSC1	-1.0258
GFPT2	-1.859
LOC339809	1.6055
STARD5	-0.539833333333333
SIP1	-1.982
DNAJC15	-0.087
STAU2	0.6666875
FAM98A	1.08075
RAD23B	0.6310625
LRRC33	-2.13475
CHRAC1	-0.8445
C21orf89	0.0295
C19orf43	-0.242833333333333
KLK8	-3.68483333333333
CCNE1	-2.36675
PKDREJ	0.00966666666666664
SSU72	0.47625
C17orf73	-0.108
GPR78	2.907
WHSC1L1	0.2971
GSTA2	-0.6075
SMUG1	0.9245
UFM1	0.812
AP3M2	0.598166666666667
USP14	-0.601
FBXL14	1.86866666666667
DSTN	1.5375
SFRS14	-1.175
FBXO31	0.141
C12orf40	0.302666666666667
FRS2	0.48075
NR2E3	-0.28225
TUBB2C	-0.80025
GMPR	0.3355
C9orf139	0.228
ING5	-0.429642857142857
LOC730092	-1.2725
ORM1	-4.1305
RP11-11C5.2	-0.86
HSPD1	-0.5334
PIWIL3	-1.83533333333333
C5orf13	-1.2297
OR5R1	-0.209
LCOR	-0.11925
PLEKHA9	-1.4515
CCDC43	0.02975
ZNF232	-0.62825
SLC6A7	0.0590000000000001
ADH5	-0.945416666666667
SHBG	-0.0765
CROCCL2	-0.3405
PANX3	-0.015
CDIPT	1.0765
SLC16A5	1.07975
TUBB	-1.20575
TOR3A	-0.2401
PREP	0.758
ENTPD8	0.0621428571428571
CHMP1B	-0.25325
SYT12	-1.01355555555556
MYH6	-1.552
MAP3K13	0.643166666666667
KLHL30	0.593166666666667
LCMT1	1.03725
EIF1AX	0.4
FOXD4L1	0.973
SLC24A5	-0.518
RNF166	-0.8994
TJAP1	-0.46275
TMEM156	-0.939666666666667
ZNF239	2.485
SNX19	1.3552
GKN1	-0.24125
FCN1	0.7849
C1QL1	-2.504
ATP11C	-1.018125
ZNF35	0.27975
CARD8	-0.374625
LIMD1	1.39333333333333
KIAA0286	-2.08142857142857
XRN2	-0.613166666666667
CD6	-1.283
TOX3	1.4325
ZSCAN4	-2.1914
RSRC1	-0.364375
COG1	0.91725
PTRF	-1.3025
C16orf35	-0.48775
FBXO24	-0.42875
CHST11	-2.06025
THRB	0.1157
MYBPC1	-0.75275
RNF39	2.788
PSMD11	-1.093
ALAD	0.988666666666667
EN1	-1.48825
SLC9A9	-0.2375
GSTM4	0.7381
CDC42BPA	0.635684210526316
RCSD1	-1.8915
LUC7L2	-0.7206
SPTBN1	0.3929
LOC146167	0.706
BAT5	1.3524
ZNF452	-1.57542857142857
LSM4	0.00025
SRP72	0.8485
SGK269	-0.598727272727273
MTX1	0.28275
CENTA1	1.34025
UNQ9433	-0.598
ATR	-0.133916666666667
DDX49	0.532333333333333
PAQR8	-1.63983333333333
C14orf174	0.00475
GBGT1	-0.25925
THAP1	0.277
OR10K1	2.035
RASIP1	-1.929
DPYD	-0.9263
DOHH	0.13725
C18orf45	2.07325
POF1B	-0.7209
ZNF552	4.1115
USP32	-0.98075
MED27	-1.14116666666667
C14orf149	-2.111
PRDX4	0.101
ABHD12	1.8556
AGT	-3.3245
SLC22A14	0.14
C1orf58	-0.26825
PILRA	-1.182
ABCF2	-0.544625
C17orf85	0.4781
TKTL1	-1.2905
FGF1	0.3618
IL6R	-0.992
VPS25	0.1
CHRNB2	0.521625
COL7A1	-3.0544
LRRC48	2.93783333333333
SPG20	1.68541666666667
COX10	-0.867
GCA	0.5915
ECEL1	-0.361333333333333
GLG1	0.377666666666667
SRD5A2L2	0.35525
MUTYH	-0.999625
ZNF70	0.50925
L2HGDH	-1.1045
GPATCH2	-0.28325
ZNF655	-0.610875
ZNF227	-0.069
MCOLN2	1.21933333333333
NQO2	-0.244
KCNQ5	-0.466
NEU1	1.28933333333333
QRICH1	-0.2815
ZBTB20	0.00166666666666671
RPUSD3	-0.38625
EPGN	-0.9004
TSN	-0.14425
SPRY2	-2.1545
LZTFL1	0.806
GMFB	-0.1435
PBEF1	-1.9317
HBG2	-2.8055
TMEM8	0.099
PALM2-AKAP2	-2.093
NFYA	-0.1435
FAM108A1	1.266125
PBLD	1.958125
NRG4	-1.764
PIGF	-0.56875
PTGER1	-0.754
NOS2A	-0.5985
C21orf34	-2.5535
C21orf51	0.6395
IL17C	0.2405
TRMT6	-0.590666666666667
ETV2	1.05466666666667
CCDC109A	-1.2515
MYLK2	-2.292
ATP10A	-0.6121
DPH4	0.04725
C5orf5	-0.674333333333333
KCNA4	0.3594
NMNAT2	-1.167
GLYATL2	0.216
LSMD1	0.521875
IL23R	-1.453
NRF1	-1.09625
MUC15	-1.89933333333333
PRDM12	-0.028
PAQR4	-1.09628571428571
RBBP6	-1.8788125
IFI27	3.796
SKAP2	-0.649
TAGAP	0.441125
TJP3	2.846
C9orf61	2.057
IDS	0.303857142857143
PARG	-0.33475
LOC131149	-0.5265
DYRK4	-0.0526666666666666
MICALL1	-0.40425
GALR2	0.774
GPBP1L1	-0.1095
TBX21	1.64425
KCNJ6	2.58916666666667
GGN	-0.3595
CASP5	-0.260666666666667
RNF182	-5.05025
BRD4	0.15975
DOK4	-1.266375
SLC46A2	0.1028
SOX9	1.63641666666667
ZNRD1	-0.186
PRR6	-3.09375
FAU	-0.0535
DTNB	0.6545
CARD9	-0.6845
STS-1	-1.35766666666667
SLC4A5	-0.416375
NSBP1	-2.1025
UGCGL2	0.488833333333333
POTE15	0.346
NOXA1	0.99575
RP13-347D8.3	0.5315
SAMD10	-0.497833333333333
EP400NL	-1.104
TCF21	-0.41825
AMELX	0.836
JPH2	0.1027
SLA	0.808125
DLST	-0.338333333333333
SEPT12	1.11966666666667
RGS20	-3.6425
LXN	-0.181166666666667
ZNF419	-0.164
UPK3B	-0.248166666666667
RELL1	3.626
ESPNL	-1.89
KLHL21	0.62125
PI15	6.2175
C2orf61	0.1555
LOC407835	0.385333333333333
RER1	0.771583333333333
ELAVL2	1.201
MGC26718	-1.5715
KLF2	1.9855
TNFAIP8L3	2.00016666666667
TFE3	0.127
C11orf17	-0.38925
15E1.2	-1.591
SNRPC	-0.35075
DLGAP1	-0.55075
PGLYRP1	0.451857142857143
OVCH2	-1.0095
IRF7	2.0694
SET	0.6401
NAB2	-0.126333333333333
LRP5L	-0.82325
FAM120A	0.929125
ASCL2	-0.78
SHH	0.4
ATP5H	-0.0295
THPO	1.19383333333333
TYRP1	-4.34666666666667
HIST1H3E	0.612166666666667
EIF2S1	-0.4855
TNFRSF17	-3.559
TARSL2	0.6795
NKX2-8	1.459125
C1orf115	3.79725
LOC56964	0.9175
KIAA0841	-1.7665
ISCU	0.3735
TTMA	-0.371
ZNF414	0.4875
LOC441150	1.44075
RAB15	-2.395
HBP1	1.013
TNNT2	-2.31866666666667
CECR5	-0.0165
PHGDH	-3.774625
JRK	-0.7639
XPO4	-0.741875
FAM131C	1.0655
ARHGAP25	1.09833333333333
CA9	-3.00755555555556
GPR62	0.00283333333333336
TLX1	0.110166666666667
GPS1	0.505
OR2M2	0.5835
BDP1	0.671357142857143
FAM70B	1.47625
RPS29	-0.00249999999999998
MKLN1	0.1649
TSPAN19	-2.20025
SLC29A3	0.7126
LGALS4	-1.12783333333333
USH2A	0.6514
NF1	-0.1245
APOBEC3A	-0.064
IMPAD1	-0.518166666666667
OLR1	2.48833333333333
NRAP	0.1585
HCFC1R1	0.395333333333333
TAOK2	0.216333333333333
MCM10	-3.56583333333333
MAP4K3	0.253416666666667
CBS	-2.334875
CLK3	-0.2313
PCDHGA5	1.46
ELF4	-0.761125
FAM71A	-0.11875
C11orf49	0.369
CLIP2	-1.0135
BTBD9	2.3254
ZNF524	2.28175
KDELR1	0.758166666666667
ZNF509	0.129
NCSTN	0.9265
ZNF533	-1.58585714285714
PARP4	0.14125
GALNT9	0.00016666666666663
NPY	-2.97425
BEGAIN	1.508
TMEM77	-0.0443333333333333
FOXRED1	-0.702166666666667
SLC16A2	1.279
SLC35B1	-0.27
GK5	-0.0491666666666667
SDCCAG10	-1.03275
C4orf20	0.7865
SLC9A2	1.20925
ADD1	0.727142857142857
TAL2	-1.15583333333333
ACLY	0.587875
DNAJC1	1.229
SOST	-1.59525
USP43	2.28733333333333
CYP4F12	-0.705666666666667
FKBP5	-1.28525
CHCHD5	1.2255
NUDT22	0.17425
CCDC85B	0.06875
OR51G2	0.747
STRN3	0.445428571428571
TMOD2	-0.0215
FLI1	-1.24775
MAB21L2	-0.954166666666667
DGKQ	0.73825
VPRBP	0.109833333333333
SCNN1B	-0.1642
ECHDC3	2.7123
TMEM106C	-0.32525
CSNK2A2	-0.048
RPL39	0.2952
HERC3	-0.1912
ZBTB47	0.627833333333333
ZNF681	0.05925
PAGE2	-2.86225
CLIC5	1.74607142857143
RABAC1	1.95
ZFHX2	0.921
YPEL1	-0.54
KIAA0776	0.70325
NR1D2	0.47275
DNAJC4	1.1135
NPNT	3.6874
ZNF677	0.264
ZNF536	0.382
MEF2B	0.158333333333333
PTPN4	-0.612875
CTCFL	-1.89
STX5	1.06633333333333
CD72	1.11075
VEGFA	0.0924736842105263
XRCC1	0.2277
MAS1L	0.534833333333333
ELL	0.2209
SETBP1	0.52325
CDH11	-0.953166666666667
NDC80	-2.51969230769231
DMBX1	-2.51575
NRSN1	0.369833333333333
BAT2D1	-0.93725
CDS2	-0.0701666666666667
C1orf212	-0.234
SENP3	-0.7515
IL1F9	-0.2805
EEF2K	-0.3755
COG8	0.81925
CEP72	-1.95675
OR1L8	0.3805
MUS81	-0.681833333333333
PHYH	1.017
GGT6	0.965833333333333
C22orf23	-0.409083333333333
C13orf33	0.924
MAPK8IP2	3.13925
NELL2	-1.13725
POU3F2	-2.1765
ALPK1	0.90325
MRPS18C	-0.4865
RPLP2	-0.107375
FGF22	0.3845
SPNS1	-0.433666666666667
ZFP1	-0.23725
IL1RAPL1	-0.260333333333333
PCSK9	-3.34583333333333
NKX2-1	0.151916666666667
C6orf189	1.6505
SP4	-0.9185
SLC11A1	1.6458
C21orf25	-1.57
ICAM2	-0.96175
SH3GL1	-0.8725
GSK3B	-0.637333333333333
RALB	-0.26525
PDXP	-0.403666666666667
GNGT1	-3.201
KIR2DL1	-0.25
TNFAIP3	-0.932
C6orf32	-1.72422222222222
CBLN2	-2.80166666666667
PANK3	1.49575
TAAR9	-0.828
WDR82	0.505428571428571
APOM	-3.052625
TRIP10	-0.71475
SPATA16	0.988333333333333
C1orf135	-2.544
USP51	0.456
TESK1	1.41
C11orf64	0.256
ZNF611	-0.32
PDE6G	-0.102166666666667
HLA-DQA1	3.0195
GCLC	-0.360375
SEC61A1	0.665785714285714
TWSG1	1.27208333333333
ZMYND10	3.676
CTDP1	0.4025
ADAMTS6	-1.50216666666667
SLIT1	-1.75
KRT86	-1.001
KIAA0574	-2.3535
GTPBP2	-0.705
PQLC3	-0.3985
PRRX2	-2.41416666666667
C15orf44	0.164166666666667
MKKS	-0.54
C11orf10	-0.18925
GPR110	0.0615
CD109	-3.06825
ADCY1	0.482
RHBG	-2.5645
TP53I3	-1.492875
SLC22A3	-2.18722222222222
UCP2	-0.65025
FOXG1	-1.8916
OR2AG1	0.4945
TRIM24	-1.5175
PROC	-3.5455
TAAR6	0.69375
AMTN	-1.667
C10orf47	-1.50466666666667
DEPDC1	-2.7685
FLJ45557	7.64675
ZDHHC17	0.0849375
KIAA1429	-0.0788333333333333
KCNH1	-0.29575
VNN3	0.6462
PSMAL	1.18725
PPARD	-0.262875
HFM1	-2.473
YBX1	-1.87633333333333
ZNF695	-4.32825
SCTR	-0.631333333333333
DCDC1	0.753
VPS26B	1.2936
MTF2	-1.4155
ATP6V1F	0.894
CCDC94	0.2245
PERF15	0.5455
CCL11	1.17133333333333
LMO7	-1.129
DCST1	0.016
ADRBK1	0.12875
CDRT4	-0.285875
ZNF84	-0.58775
HOXD8	0.2475
STARD8	-0.610833333333333
FOXP2	-0.695285714285714
CCDC103	0.72925
POLR3A	-0.0118
GSC	1.58016666666667
ZNF114	-3.5764
HTR7P	-0.4645
LALBA	0.0405
RMND5A	0.0946666666666667
PSCD2	1.679
ZNF409	0.7785
KRTAP1-3	1.369
MAF1	0.50225
LOC201725	-2.4705
NRN1	-3.33125
SPAG5	-3.32483333333333
DNAH7	2.35116666666667
FLJ43860	0.4565
BRCA2	-2.5975
ACADM	0.990625
CXXC6	-3.3725
RAGE	-1.1085
CHMP2A	0.64425
FAM8A1	0.7889
GPR21	1.192
SLC12A3	-2.0945
FVT1	0.824785714285714
ZDHHC7	-0.584125
FLJ44048	1.19475
SLC44A3	2.53166666666667
SDSL	1.46466666666667
MMP8	-0.64825
PLA2G12B	-3.7985
ACY1	0.982
MT1E	1.81283333333333
OR4K15	0.9195
TECTB	0.193
GPR20	0.1545
IRAK2	-0.156666666666667
RFPL3	-1.215125
MYO9A	-0.20975
NARG1L	-0.607
BLMH	-2.327125
CCDC3	-0.192
C9orf21	-0.941
KIAA0513	-0.2055
MIER2	-0.38375
PNMA2	-2.45036363636364
SH3BP2	0.6756
ANXA10	-1.21366666666667
RTN2	0.982
TFB1M	-1.5075
PRPH2	-0.61475
C14orf133	0.221
GOLGB1	1.88716666666667
IRX4	-1.073
NFKBIL1	0.969
C10orf62	-0.927333333333333
APBB3	-0.124
RPS10	0.9641
LOC728378	-0.89575
TLE3	1.38627777777778
PSMB7	0.15125
MESDC1	-0.45
SLC6A1	0.338333333333333
OCLN	0.398166666666667
PTTG3	-2.90333333333333
NAGLU	1.317
SERTAD4	-1.51325
SPRY1	-0.822
FLJ10781	-0.989333333333333
MYSM1	-0.35575
TRIM4	0.703428571428571
SH3YL1	1.4455
TREM2	4.2135
SERPINI1	5.82125
HDHD3	0.28425
TMEM38A	0.510875
EID2B	0.40525
TDRD3	0.501333333333333
SEDLP	0.56325
THSD7A	0.360333333333333
NDST3	-1.93933333333333
KLHL15	0.637416666666667
DHRS12	2.244
FBXO9	0.624357142857143
TNPO1	-0.877333333333333
MRPL13	-0.3585
SNX5	-1.92516666666667
METTL6	-0.5235
SOD1	0.6065
CHML	-2.18883333333333
PACS1	2.062375
SIRT5	-0.1663
CAPN2	0.108333333333333
FXYD5	-1.94466666666667
TWISTNB	-0.330125
LRFN1	1.65433333333333
UBE1L	1.965875
UBE1C	-0.578
OR51B2	-0.601
OR4D11	0.502
C15orf2	3.7775
NR4A1	-1.62833333333333
LOC339047	-3.613
TRIM17	-1.222375
ATP5G3	-0.0276428571428571
RPL15	-0.510833333333333
ADAMTS8	-0.0815
HOXC4	0.886
C14orf37	0.7075
CEACAM5	-1.42225
MYT1L	-0.0293333333333334
RASA2	0.15025
OSBPL7	0.271
STAG1	-0.91
GIMAP4	4.45766666666667
FUT3	-1.58683333333333
PIF1	-3.09175
LPIN2	0.2332
SH3PX3	0.7
PDP2	0.60725
PAPD1	-0.3295
ERP27	1.89075
APOOL	0.1798
DIABLO	-0.28025
TRHR	-0.252142857142857
ARMC9	-0.63725
RNF152	0.4355
SLITRK3	0.142333333333333
ZNF211	0.0023
PFDN1	1.389
RGS11	1.48825
HS6ST1	2.399
AKR1D1	-1.64366666666667
TNP2	0.405
STK31	-1.0175
EML4	-1.70466666666667
SGTA	-0.1435
HIST1H2BI	1.22183333333333
PSMD6	-1.46316666666667
KIAA1257	5.188
C18orf55	-0.762333333333333
FLJ20273	1.774
RPL28	0.0603333333333333
EPYC	0.834714285714286
NOX3	0.2075
ELAC1	-0.346166666666667
METT11D1	-1.18625
BIN2	-0.704166666666667
NACA2	-0.26475
CCDC17	-2.0335
HM13	0.1022
UBOX5	-0.236875
UBE2O	-0.0625
UBL5	0.28075
APOLD1	1.547625
C9orf31	0.2675
TNFSF8	0.481
ARHGAP29	-0.81025
PROKR2	-0.2975
PDE5A	-1.06475
C6orf12	0.7285
TOM1L1	0.273
WHDC1	0.291125
FOXI1	0.1575
RAB4A	0.3111
TMEM39B	-0.98725
ATPBD1C	-0.7155
FARSA	-0.269
PLEKHG5	0.327
CMAS	-0.1065
OR7E24	0.4915
SLC30A1	-1.25225
CDC42EP5	1.86066666666667
PLAC1	1.789
KLHL18	-0.48225
LBA1	0.6679
TAZ	-0.68475
CRIP2	1.47125
BTBD11	-2.65666666666667
C16orf72	0.8035
DIO2	-1.84711111111111
LRRCC1	-0.286333333333333
CCDC136	-2.175
PRX	0.19625
RBM5	-0.8007
TMEM85	-0.08725
TUBGCP4	-0.813833333333333
APLN	0.34575
CDK7	0.172
SSR2	0.96975
CRELD1	1.67975
C19orf46	3.327
GAL3ST4	0.581333333333333
KBTBD10	1.161
IL28A	0.7075
WDR27	-2.3825
MCM2	-2.492
SOX14	0.34
FLJ39743	-0.2295
KIAA0922	-1.0295
HIPK4	0.6615
FLJ25758	0.368
C16orf57	-0.951083333333333
PDZD2	-1.458
MCC	0.6175
HHLA3	-0.0871
ID2	-0.98325
C20orf23	2.35183333333333
ZNF688	1.66625
APOC2	-1.5215
LOC440093	-1.273
FAM50B	2.199
PWP1	-0.793
DNAH10	-0.635
HIST1H2BA	1.356
GPR56	0.358333333333333
METAP2	-0.383
PAN3	0.331833333333333
STXBP4	-0.608
PDHX	1.613
MTA1	0.2425
ZBED4	0.099875
ZNF720	0.95075
CDK2	-2.5195
RHOJ	-0.4925
CDC37	-0.333
ZER1	1.130625
GRK4	1.556
PRPH	-0.486
POLR2A	0.723375
OGFOD1	-0.7585
NOL5A	-1.124
PHEX	-0.7935
FLJ16478	-0.720666666666667
C20orf117	-1.08425
CAMTA2	1.11975
C11orf74	0.569833333333333
DDX17	-0.473416666666667
C5orf27	-0.788375
PLEKHA2	-1.474
PDE4DIP	-0.9148
SCN7A	0.05725
ZNF559	-2.2175
CXCL10	4.13425
ZMYM4	0.250833333333333
STK32B	-1.29526666666667
KIAA0888	-0.4028
TACR3	-0.159
CKAP2L	-3.52975
KIF1A	-0.9885
RSPRY1	0.1995
VCAN	-1.94425
CYP27C1	0.553
SYDE1	-1.76716666666667
MED12L	-0.679333333333333
ZDHHC21	1.280375
NHS	-2.3645
TM9SF3	0.8785
DDHD1	-0.20925
MAFG	-0.326
BICD2	-0.5275
C14orf119	-0.622833333333333
C14orf43	0.790785714285714
CDH7	-1.9675
ALKBH5	0.653785714285714
JUP	0.456
TMEM41A	0.109666666666667
MAMDC4	-0.625666666666667
CBX3	-0.728375
LRRC18	0.06175
RBMXL2	0.042
PLA2G4D	0.558166666666667
FGF13	1.71725
KIF3A	0.952833333333333
PDIA6	-0.31325
DCXR	1.48
CASKIN2	0.387833333333333
EHD1	0.506166666666667
MARCKSL1	-0.426666666666667
ZNF496	-0.3265
SCAF1	0.465666666666667
KCTD8	-2.11133333333333
TRAF3IP3	-0.874642857142857
LSR	1.75625
CXorf1	0.0216
C14orf112	0.709
EIF2B1	-0.5285
OMP	0.8625
GSTZ1	1.6345
LOC92017	-0.3
ISLR2	0.2115
C12orf36	-0.3905
GATA2	-0.374333333333333
GABRA5	-3.154
CELSR2	0.379142857142857
STAM2	0.1438
TNAP	-1.0115
PTPMT1	-0.356666666666667
GRP	1.48075
SV2A	-1.19883333333333
MAGEA12	-3.771
CACNG1	-0.491
C18orf19	-0.9535
GSG1	-0.176833333333333
PTPRJ	0.155857142857143
FRMPD1	-0.3605
ZNF668	0.1185
PLEKHJ1	-0.0885
ADAT1	-0.4786
TMEM50A	-0.0335
UCN3	3.91
HOOK1	2.1065
IL17B	-0.7215
MLKL	-1.30733333333333
TTC14	-0.476166666666667
KLHL5	-0.702875
CRYL1	1.66816666666667
FOXH1	0.1835
NFYB	-0.39675
PPM1G	-0.25325
GOLGA2LY1	-1.28
NMT1	-0.680625
HADHA	0.5246
CHSY-2	-1.96825
PLEKHF1	1.00635714285714
SAGE1	-2.047
MUSTN1	-0.45375
SUHW4	1.514
TFEB	0.985
ZFYVE27	0.57525
ATG12	-0.678666666666667
BMI1	-0.076
ZIM3	0.40675
MYH4	-0.1415
MASP1	-0.929333333333333
KIAA0984	0.79275
RPAP2	-0.31275
ASB5	1.11075
BOLA3	-0.550333333333333
MIA3	0.524666666666667
KRT35	1.651
KIR3DL3	-0.314
MRPL51	-0.95
SEMA3F	1.33566666666667
NDUFB2	1.48366666666667
LOC253012	3.47125
FAM46C	-0.0599
G6PC	-2.36285714285714
CSAG3A	-4.29766666666667
PREX1	1.6765
SLC25A45	0.27625
MAPKBP1	0.1005
CPE	5.1548
GNB1	0.325875
CXCR6	0.2925
TRIM46	0.25275
C16orf3	0.211333333333333
HPSE	-0.00249999999999999
TIGD3	-0.45
SPG3A	2.22575
LCAT	-1.5725
ST6GAL1	-0.734222222222222
POMC	0.29525
FLJ36031	-2.3405
NSMAF	-0.440833333333333
SKIL	-1.0165
ADSS	-0.185666666666667
HMGCS1	-1.7727
POLR3F	-0.53
RAB10	1.657125
ZNF277P	-0.956375
ZBTB7B	1.058625
DHRS1	1.62875
ABCC13	-0.280375
CNOT3	-0.2455
NFKBIA	0.3775
GAK	0.6985
SFT2D2	-0.107
HOXA6	0.237
CRTC1	0.806375
LY6D	-0.452666666666667
C20orf72	-0.7485
CPT1A	0.058
LMO1	-0.4115
EIF3I	-0.27325
PRB4	0.07475
MCM3APAS	-2.76683333333333
C20orf132	0.6519
FOXF2	-4.90875
S100A12	0.26275
MLH1	0.31
ACTN1	-0.879
MRPL36	-0.380666666666667
C20orf106	-1.168
FBXO6	2.2385
MKS1	-0.428166666666667
CX3CR1	-0.34925
PDE1B	0.047
PLP1	-3.636
KISS1	0.057
C14orf2	0.352
TBC1D3P2	-1.9985
COMMD6	1.2701
ANKRD7	-1.69525
PTCHD1	-2.06
NARS2	-1.16075
DOCK7	-0.494
FAM127B	-0.501125
LOC390243	-0.1155
N6AMT2	1.3185
ZNF391	-0.854
DNAJB14	0.698333333333333
WRB	0.628
BPI	-0.723333333333333
TTC4	-0.790166666666667
FAM10A5	-0.38125
GOT1L1	-0.2819
MAGED1	0.194375
RESP18	0.2895
WFDC6	1.3165
MT2A	-0.9295
C11orf56	0.36825
KIAA1432	0.1235
ROR1	-2.3915
HSD17B14	1.70416666666667
ZFAND2B	0.477125
SAMD4B	0.699
HEXA	0.154
HNRNPU	-0.180863636363636
USP39	-0.378875
NRD1	0.01475
R3HDML	1.009
FLT4	0.458666666666667
OMG	0.132
OR52N4	0.949
LOC399818	-1.3295
ELA2	-1.46375
VENTXP1	0.156
RFC5	-1.843
OR52L1	-0.035
PAX5	0.208
FBXO2	2.5695
GMEB1	0.122
AKT3	-2.1575
CRB1	-0.383666666666667
CTTN	-0.161333333333333
UTP15	-0.690333333333333
HSBP1	0.746833333333333
PHF11	1.98825
NDEL1	0.314666666666667
USP8	0.133
BAIAP2	1.851125
SI	0.423
ARSJ	-3.449
BAAT	-2.14175
KCNS3	2.39616666666667
LOC126147	-0.3825
TMEM37	-1.39
C1orf162	1.7665
MBD1	-0.0453
ITGAL	-0.4305
WDR73	0.0828333333333333
GKN2	0.481833333333333
ARFGAP1	-0.932625
SLC5A8	-0.06925
ZBTB40	0.6333
CYP4B1	3.43316666666667
LYPLAL1	0.19825
CHST3	-2.26775
MAP3K9	0.5675
BTAF1	-1.16966666666667
TFAP2E	-0.06
RBM35B	0.51175
LOC441251	-0.665166666666667
ANKRD25	-1.53144444444444
UQCRC2	-0.0565
MAEA	0.08325
HYAL1	-2.8545
RNPEPL1	1.3695
CPSF2	-0.535375
PSD3	-1.474
ABCA13	-0.21
AGR2	1.487875
GBX1	-0.956
HDLBP	1.67114285714286
ACY3	-0.43675
HECW1	-0.655
ZNF519	-2.31225
HOPX	1.8035
ZNF304	0.638125
OR12D3	-0.0015
FKSG43	0.025
METTL1	0.119625
MFSD3	2.1226
PSPH	-0.52
CLCA3	-0.352
DARS2	-1.43866666666667
CDC25A	-1.488
BAIAP2L1	-0.24825
B3GNT5	-1.176875
USP29	0.2125
ARHGEF10L	0.1273
ATOX1	-0.275375
ADAM30	0.4105
DNASE1	-1.78025
STT3A	0.0700833333333333
RAB6IP1	-0.78075
PTN	-1.5889
C1orf106	-2.34846153846154
HECA	0.96925
RNF122	-1.20975
SLC22A18AS	0.320666666666667
GNG8	0.186833333333333
ELP4	-0.455
FAM65A	0.0403333333333333
RPL10A	-0.0998333333333333
IRS4	1.5195
MACF1	1.2478
SEC24D	0.20525
LOC374395	0.9125
TGFB2	-2.012625
MDFIC	-0.814125
