Hybridization REF	TCGA-BH-A0AU-11A-11R-A12P-07
CCNJL	-0.439666666666667
DHX37	-1.084
CRYGN	0.676
AATF	-0.79625
ZNF630	1.030625
E2F5	-1.0555
WFDC13	-1.014
FTSJ3	-1.2215
C4orf33	-0.13675
LHFPL4	-2.28675
C19orf56	-0.135083333333333
SMAD4	0.52975
AFM	-1.29933333333333
G0S2	2.86875
FCHSD2	-0.5492
RRP1B	-1.3963
EEF1B2	0.372
STAT6	0.137
ZNF195	-0.309
GNL1	-0.182333333333333
ZNRF2	-0.3295
PER3	-0.12575
ASB16	0.097
C10orf10	3.07085714285714
ADCY8	-2.96166666666667
C9orf58	1.368
ARMC10	-0.517666666666667
PSG1	-1.1495
DHX34	0.1675
VARS2	-0.88725
NFIC	-0.39025
ITPR2	1.56175
AGXT2	0.0102
OR6K3	-0.023
H2AFZ	-1.81058333333333
MLLT3	0.422916666666667
COX4I2	0.73175
CCNT2	0.1275
PLK4	-3.205625
NUMBL	0.0426666666666667
MED16	0.09525
PLEKHQ1	0.8635
GOSR1	0.507944444444445
BTG4	-0.3415
RPL30	0.92025
IGSF5	0.1985
IGFL2	-0.799833333333333
ELMOD2	0.104333333333333
SHC3	0.108333333333333
HAVCR1	-0.2565
DYNC2H1	0.416
RNF5	-0.500166666666667
C2orf7	-0.9425
NLF1	0.7465
KLHL25	0.741
LRP10	0.6139
KRI1	-0.7155
PUS7L	-0.772666666666667
MGMT	1.35675
HOXD1	-0.488
CSH1	0.5173
ATG16L2	-0.19375
FLJ44635	1.222
CHODL	1.2375
EXOSC8	-0.8145
SLC28A1	0.32225
MYO7B	-0.786833333333333
SEH1L	-0.9289
MTNR1A	0.212
TSPAN5	0.180666666666667
CDC45L	-5.02816666666667
AMIGO1	0.6125
ATAD3A	-1.47425
OSGIN2	-0.148666666666667
PDIK1L	0.5715
DARC	2.83125
PIPSL	-0.1815
SHMT1	-0.22225
CRISP3	-0.976
POPDC2	2.74
ZRANB2	-0.776833333333333
FBXL8	1.2605
TRIP13	-3.60463636363636
EIF5AL1	-0.9045
POU5F1P3	-4.19483333333333
IL6	-0.892333333333333
CXorf38	-1.35066666666667
IFNA16	-0.1435
FBXL2	0.976833333333333
BRD1	0.74875
STATH	1.072
FBXO44	0.7875
MCCC2	-1.124
CDC2	-3.6342
C5orf23	0.80075
IVD	-0.218
C10orf122	-0.87375
MSL3L1	0.0352
MVP	0.16125
EPOR	-0.1462
ZMYM1	-0.161666666666667
BCL7C	0.318333333333333
PSTPIP2	0.6515
LYPD1	-1.980125
OR8G5	0.0115
ZP3	-0.1535
BCAS4	-0.509833333333333
EDG6	1.67475
ISY1	-0.439
PRAMEF2	-1.238
CUL1	-0.580875
RNF213	-0.4377
CCRK	0.98175
DHX9	-0.78875
C13orf29	-0.8715
NCKAP1	0.935333333333333
MRPL43	0.675857142857143
XPR1	-1.0135
PKN2	0.9623
PODNL1	0.556
ZNF333	0.6365
DALRD3	0.683
OPN1SW	0.481
BTBD6	0.304
C11orf82	-2.792
OR5P3	0.63
DUSP11	0.084
L1CAM	-0.9966
NEK11	1.386
OR7E91P	1.037
CNTN3	2.129
CREB3L2	-0.2695
ZBTB37	-0.0565
KIAA1324L	0.17925
NDUFB10	-0.558
NUDT2	0.55925
GTPBP8	-0.1735
CACNA1D	-0.102125
PRKAA2	-1.07983333333333
PRDM8	0.222
MGC16075	-0.298333333333333
KRT14	2.27864285714286
PP8961	1.015375
MRPL18	-0.091
ABCG2	-1.6085
PACRG	2.763
BBS2	1.00225
KREMEN2	-3.25
FBXO21	0.7985
HNRPUL1	-0.25175
GRB10	0.47775
CLSTN1	0.951
LMAN2	-0.2798
C17orf61	-0.31325
NIPSNAP3A	0.6015
INSIG2	-0.5475
PCDHB7	0.990166666666667
STXBP2	-0.1345
CMAH	1.00858333333333
SEMA5B	0.0684999999999999
ZNF155	0.356166666666667
COQ6	-0.121666666666667
PRPF4	-0.7585
TSPAN15	1.0185
VN1R5	0.13625
LATS2	-0.0125
SELK	1.14275
PGK2	-0.17825
MS4A1	-0.515375
TYW3	-0.3158
KRTAP5-1	1.98725
RCCD1	-1.43583333333333
BTN1A1	0.3115
DDX28	-0.0175
TMEM65	-0.844125
LOC92345	-0.285
TTC31	-0.365
WDR46	-0.96
CHP2	0.4355
LSP1	-0.0705
ZNF542	-0.351
EXOSC1	-0.21375
ARHGAP18	-0.348333333333333
LRRTM4	0.17325
MAOB	3.18966666666667
CACNB4	0.44875
MGC33846	2.13875
RANBP3L	0.757375
ATP5L	0.478
ONECUT1	-3.0655
NUDT9	0.31375
TMEM149	-0.12
STX17	0.19525
IGSF10	-1.01925
TMPRSS9	0.207
BMPR2	0.47
ALLC	0.20625
KLF7	0.038
GCC1	0.4026
TIMM9	0.41275
CDO1	2.506
MGC10701	0.292166666666667
IFI6	-0.302
FRMD8	0.682
MGAT2	-0.61625
WBP5	0.672166666666667
CNIH2	0.1535
KIAA0907	-0.7115
KCNH8	2.1055
CTSG	-0.863
GRIK1	2.156
CUL5	0.95925
FRMD1	0.4365
OR9A4	0.7135
SYT6	-1.1
FOXD4L2	-0.66175
ANAPC2	-0.559166666666667
OPN5	0.195
TAF13	-1.13525
LYG2	0.048
GGNBP1	-0.5185
C11orf40	0.573
OTX2	-1.492
REG4	-0.211166666666667
EIF5	0.173875
PALB2	-1.0385
SEPSECS	-0.4414
RNASE3	-0.224
TRIM49	-0.6105
POLR2K	-0.0566
GPR42	0.0645
C8B	-1.85375
SASS6	-0.59225
PREB	-0.516833333333333
OR3A3	0.3815
TUBA8	0.216125
IGLV2-14	0.5815
STIL	-3.23425
ANKFN1	0.2675
NME7	-0.34975
HOXC12	-2.22025
UBE2C	-3.430375
FHOD1	-1.2725
CDK2AP1	-0.511833333333333
OR6K2	-0.19775
DHPS	-0.31575
RPL5	0.693083333333333
TRGV5	0.4375
LOC541472	0.364375
HCCS	-0.6382
DENND1B	0.105
LHX3	0.7645
OR5D16	0.1845
CXorf57	-0.873666666666667
IRF2BP1	0.1635
NDST2	0.183
LCE3D	-0.0605
BOLL	0.082375
SYT3	-0.526
PIH1D2	0.511
C20orf7	-0.554666666666667
IL1R2	-0.223833333333333
SLAMF9	-0.4635
PPME1	-1.507
PIK3CA	0.04675
TRAPPC1	-0.1335
COLEC10	-0.7645
SLC9A6	-0.329166666666667
PDDC1	-0.24175
CCDC53	0.6345
GK3P	-1.66375
DAZL	-1.11075
BRI3	0.1075
SDK1	0.130625
CYP2C18	0.17475
IFI44L	1.60025
RPL3L	0.3485
FUT9	2.77483333333333
KIFC2	-0.0583333333333333
PMP2	-0.72725
SLC4A9	0.2325
PLAG1	-0.946166666666667
MYCBP2	0.206
OR4E2	0.7645
CCDC65	0.495
C16orf82	-0.243625
ENTPD4	-0.651125
BRP44L	0.493625
PMP22CD	0.24275
TMCO4	1.73766666666667
KCNN1	-0.533166666666667
WDR35	-1.2255
CCDC80	0.9315
C3orf31	-0.35175
SLC7A9	-0.1345
TMEM190	-0.777
DBC1	0.358666666666667
FADS3	-0.744
PDZD8	-0.858166666666667
GRM5	0.112875
AZGP1	3.8839
PEX3	0.9555
MED1	-0.252142857142857
ATG4C	-0.768833333333333
HNRPH3	-0.20125
FAM109B	0.988
C4orf17	-0.1315
CA10	1.45275
OPRD1	-0.132
CCL16	-1.1145
SACM1L	-0.92625
CST6	3.17175
CD63	0.0504375
LGI1	-0.70325
ZNF784	0.995
CRYBB1	-1.1445
CX3CL1	3.17525
TOP2A	-4.809625
GYPB	-1.8155
GADD45GIP1	-1.277
FEN1	-2.48625
IGF1R	0.3186875
WDR72	-3.09633333333333
PURG	-0.2005
DEFB126	-0.195666666666667
PKD1L1	0.61475
CAV1	-0.2292
GNPDA2	0.7468
DGAT2	1.1075
NLGN1	-1.88275
STRBP	-0.459625
HPRT1	-1.4455
FANCI	-3.433875
PSMA7	-1.014375
DBF4B	-0.636666666666667
TTF1	-0.2445
RAD54L	-3.39675
ELOF1	-0.054
PLAGL2	-0.84725
ZNF256	0.64775
HMGCL	0.526
MSI2	-1.16066666666667
RPESP	1.5305
C11orf60	0.93425
ABCD1	-0.7535
ACAA1	0.2988
SPARCL1	5.20407142857143
IL6ST	0.6373
ZNF319	0.941
TMEM109	0.1559
FAM90A1	-0.138166666666667
IL22RA1	-0.5995
ATP4B	-0.021
TEC	-0.3875
C7orf30	-0.616
TXNDC2	-0.591833333333333
ABCB4	-1.25075
KIAA1191	0.36625
C9orf38	0.2275
SFTPB	0.392125
CNTNAP2	-2.15541666666667
FRK	0.4645
TBX19	0.92575
CHD4	-0.51675
C6orf26	-2.171
MOSC2	1.6125
IKBKE	-0.23175
HIF1A	-1.675
LOC595101	0.012
RELA	0.460166666666667
TMEM16B	-0.278
ABHD12B	-2.287
TSEN34	0.28025
KIF18A	-4.478
TXNDC9	-0.338666666666667
SPATA2L	0.8945
SEMA4G	-1.1135
C21orf91	-0.53375
MATN1	-0.019
KCNIP4	-0.331
TUSC1	1.72225
OR4C15	0.07
ARMCX6	0.90625
WBSCR27	-1.37266666666667
OR52I2	0.75
KIAA1604	-0.176
DYNC1I1	-0.16225
PPP4C	-1.0795
SLC47A2	-0.427833333333333
TREH	0.058875
CD48	1.57116666666667
ST14	1.31566666666667
PKN1	-0.66375
SPON2	1.78675
XBP1	2.00141666666667
SFRS12	-0.733833333333333
EFCAB6	2.9615
SELT	-0.13975
SLC39A2	0.25
ERF	-0.903333333333333
ARL3	0.601
SURF6	-0.2315
MLLT10	-0.479238095238095
FLJ11171	0.126666666666667
TDGF1	-2.88483333333333
ERCC6	-0.3095
EIF2AK4	0.225875
BAZ1A	-0.7655
LRRN3	0.6125
TMC3	2.0605
EFTUD1	-0.449
PTPRO	0.230166666666667
CLEC12A	0.66
ACBD4	0.41525
ZDHHC14	-0.7465
OTUD7B	0.288625
ACTB	0.00337500000000001
MSRA	0.581625
LCE5A	2.1565
IFI35	-0.04475
BSCL2	0.0505
ANKRD12	0.327333333333333
CFHR2	-0.777
RGAG1	-0.229833333333333
HSFY1	0.856
SLC30A5	-0.413083333333333
IMPG1	-0.0585
GPR109A	0.511
ZNF185	0.58375
IYD	0.151
NPCDR1	0.259
SERPINA13	0.265
HMGCLL1	0.19
NEUROG1	1.24366666666667
UBQLN1	-1.001
LIN37	0.051
SOCS2	-1.217125
DSCR4	-1.27725
XKR6	1.53
GPR142	0.249
KRTAP13-3	0.5945
CCDC15	-0.609
MOS	0.353
CD1E	-1.277
OFCC1	0.230833333333333
FAM83D	-5.4365
SRFBP1	-0.14925
C9orf96	0.1765
DHDH	-0.987
CCDC90A	-0.9725
RABL3	-0.1149
CD320	-1.25683333333333
ANGEL2	-0.203583333333333
MRPL21	-0.048
SMG6	0.523
INSR	1.8325
FLJ14816	-0.0515
GLRB	2.21916666666667
C9orf89	0.105
CIZ1	-0.091625
URG4	0.369833333333333
LRDD	-0.8495
CBY1	1.14
NFX1	-0.057125
MTERFD2	0.718071428571429
C19orf23	0.0735
PGC	-2.20375
IER3IP1	0.2037
RASAL2	-0.249
C1orf89	0.055
SYNJ1	-0.70875
NFKBIE	-0.4755
FLJ40125	-0.426666666666667
TCEB2	-0.8935
NOG	-1.0765
POLR2J2	0.032
HLA-B	2.00025
PCDHA1	0.6315
PPP2R2B	0.538
ARHGEF17	0.894
TCF7L2	1.37028571428571
CHD5	-0.127
ZNF431	-0.546125
TBC1D25	0.177
ZNF800	-1.066
SCUBE2	2.78236363636364
MYCBP	-0.223666666666667
GPX5	-0.0855
C6orf129	-1.2285
QSER1	-1.53066666666667
ULK2	1.9845
PIGO	0.341
NRCAM	-2.03728571428571
SLC35E3	-0.14825
CSRP2	0.3905
HYPE	-0.718
MAPK15	0.354333333333333
MGC14327	0.01725
TIMM13	-0.609166666666667
ZNF462	1.4045
GBA3	0.432
TEX13A	0.1575
MCM6	-2.032
MTRF1	-0.77775
ABCA7	-0.985
EIF4A2	0.38925
ZC3H10	0.9074
RPGR	0.472
C20orf94	-0.82125
RP1L1	-0.10525
GPR125	0.232
USP22	0.129285714285714
OR1L4	0.31425
MLZE	0.59325
FLJ32065	0.1695
PTCD1	-0.65225
CRTAC1	2.4065
BXDC2	-1.2315
C18orf1	1.34533333333333
FAM107A	2.2205
EFNA3	-0.957
P18SRP	-0.4663
CAMKK2	-0.116916666666667
KIAA0649	-0.543
NES	-0.0601666666666667
HS6ST3	-1.851625
PON2	-0.71975
TCP11L2	-0.27625
CLEC4A	1.82325
PRR12	-0.387
MLXIPL	-0.7009
C2orf50	-0.71
ZNF28	0.10925
ENC1	-0.667666666666667
MAP2K1	-0.537125
FKSG2	1.4265
KIAA0430	1.37275
PTP4A1	-1.54972222222222
GPR156	1.097
GTF3C6	-0.53975
UBR2	-0.1682
LOC388272	-1.109
MAK	0.360833333333333
ACOT4	1.441
STC2	0.804166666666667
PIGW	-1.790375
SAE1	-1.212
COL6A1	-0.371409090909091
OAZ1	-0.557
STMN4	1.56416666666667
EDG3	-0.0866666666666667
SGCE	0.675166666666667
IL11	-1.85483333333333
PRSS8	1.927875
YIPF5	0.648833333333333
WNT4	2.355
CSN2	0.5735
TCF7	-1.572125
TDO2	-1.52275
SAMD9	-0.7834375
S100A7A	0.399
MMRN1	1.887
GKAP1	0.1945
AKR1C3	-0.48875
RNF19A	-0.258375
GMDS	-0.18875
YKT6	-1.2975
SPARC	-0.2307
C12orf31	-0.86075
UBE2V2	-1.14433333333333
FBXL18	-0.615
KIAA0460	0.3545
ADAM22	-1.74157142857143
SERPINC1	-4.7875
KCTD21	0.25475
MYOHD1	-2.382
ZNF37A	-0.0778333333333333
GTF3C1	-0.698333333333333
CTSZ	0.00425
PRNPIP	-1.417625
DRD1IP	0.18875
NR1I2	-2.11383333333333
ZNF266	0.6659
SPAG4L	-0.3025
COX4NB	-0.67775
SAPS1	2.76783333333333
APOA1	-3.472625
TATDN1	0.481666666666667
C10orf82	-1.41025
KPNB1	-1.6135
FOXO3	0.76
CRYBB2	-1.2965
ZBTB5	0.0606666666666667
SLC25A38	-0.34775
DCTN2	0.110666666666667
IFT20	0.3845
CTHRC1	-1.504
C1orf31	-0.9235
UHRF1	-3.2448125
GPC6	-0.9985
C10orf54	1.859
MCF2L2	-0.266833333333333
WNT9B	0.086625
OLA1	0.019375
FAM120B	0.406
TTLL10	-0.12
CYorf15A	-4.6855
RELN	-0.7416
SCN2B	2.45266666666667
MFHAS1	-1.52425
NKX3-2	-1.81266666666667
RASGRF2	-0.2395
SSBP1	-0.7805
KPNA6	-0.504571428571429
LOC389118	-0.282
HS3ST4	1.9012
SUPT7L	-0.307125
FLJ32658	0.07325
IGFBPL1	-0.47375
KIAA1641	-0.8138
SHKBP1	-0.910666666666667
CSF1R	4.65
NAGK	0.461
MYL2	0.3865
HIST1H4C	-1.88566666666667
TOMM7	0.716625
ADAMTSL3	0.9293
TNFSF14	-0.08975
PRRT2	-1.83375
VTA1	-0.51675
AOAH	2.05266666666667
CRISPLD2	1.647
PNN	-0.5263
TA-NFKBH	0.18075
ESPN	-0.67875
RBM43	-0.4905
KIAA1267	0.896875
DDX3X	0.118555555555556
KIAA1576	-2.03025
PLXDC1	3.13716666666667
FLJ25801	-4.5925
HNRNPL	-0.45425
RUNDC3A	0.279833333333333
CASP12	2.119
SH2D5	-1.033625
RPL26L1	-0.7495
OR51A7	0.1635
HDC	2.2875
C2orf16	0.151833333333333
SYTL3	2.275625
GOLGA4	0.3076875
NOTCH1	-0.0228333333333333
ATPAF2	-0.0025
ECD	-0.086
SSX5	-0.2305
SNAP91	-0.0815
OCA2	-1.014
PNPO	-0.195666666666667
DAPK1	-1.194
PINX1	-0.598166666666667
SELENBP1	1.3825
NEK3	-0.554083333333333
TMED4	0.220571428571429
SSTR4	-0.0235
FOSL1	-2.3838
CD40LG	0.335
CES1	-0.106833333333333
DCI	-0.767166666666667
B3GAT3	-0.246666666666667
STK17B	-0.18
CNTN6	1.19925
CYP3A4	-0.7425
MBOAT2	-0.233357142857143
PISD	0.27325
USP1	-0.6215
PYDC1	0.204333333333333
CENPM	-2.437375
SAR1B	-0.12825
TTC7B	-0.63675
DP58	-0.373
GPC1	-0.03425
RBL1	-2.31325
TMEM137	-1.00383333333333
TOB1	0.84475
TCEAL1	0.7825
CENPF	-4.93845454545455
C6	1.17216666666667
PRSS1	-3.117
PPIL6	1.02816666666667
C6orf124	1.5265
ODZ4	-0.7655
SNCB	-0.331
NDUFB9	-0.259375
CNOT6L	0.136166666666667
S100A9	-0.411833333333333
TRIM50	0.5975
KCTD1	1.9679
WDR63	0.4015
SPEF2	2.75075
RNGTT	-1.06683333333333
CXorf22	-0.542
KCNK16	0.18675
CEP250	-1.973375
ATPBD1B	-0.894
KCNJ2	4.258
MT1B	-0.702
ZNF684	-0.5985
SLC4A1	0.35
PDHA1	-0.77225
ZNF492	-0.307875
TKT	-1.8225
BYSL	-1.08375
RNF38	0.214
AHDC1	0.871
KLHL2	1.3555
CMTM8	2.02625
DMP1	-0.608
HERPUD2	-0.100375
CRTAM	2.57433333333333
ZNF572	0.76175
TMEM16J	-0.654
HSD17B2	0.97525
UBE2G1	-0.44875
AHSA2	-0.64825
PELI2	0.8055
TPX2	-4.70025
ATP9B	1.02233333333333
DAZAP1	-1.20225
HMGCS2	2.69466666666667
C17orf38	0.5595
B9D1	-0.635875
NKX2-5	-0.3405
KIAA1276	0.52525
LILRB2	2.7645
CSTF1	-0.700666666666667
BTN2A1	0.0405
C15orf48	4.287
IGF2BP3	-3.9
FAM113B	0.692666666666667
HRG	-0.142375
ZNF131	-0.47825
USP47	1.16292857142857
CCDC88B	0.056
HCN1	-0.0453
HTN1	-1.18983333333333
SYCP3	-0.2885
C13orf23	-0.652
PAPOLA	-0.43225
AATK	0.2025
MSH3	-1.05516666666667
NDUFAB1	-1.12975
ITLN2	-0.435166666666667
BAK1	-0.596166666666667
MRPL45	0.162
MTNR1B	0.0765
LOC645843	0.207
SPECC1L	0.488625
PGCP	0.7
SPN	-0.635875
GPR143	0.9675
ZNF576	-0.345666666666667
TMEM39A	0.4333
ATP5D	-0.434333333333333
MAGEB3	-3.378
RPS5	0.340333333333333
ANP32E	-1.94664285714286
MTMR1	-0.06475
YEATS4	-0.928
SYNGAP1	-0.3835
PCOLCE	-1.48083333333333
MNS1	0.52125
PCYT2	-0.498333333333333
ZNF182	0.11225
LAX1	0.177
SPPL2B	1.3932
ELOVL5	0.0915
PCDHAC1	-0.656
B4GALNT1	-0.978333333333333
BLOC1S2	0.05375
ZNF673	0.4024
ARHGAP21	-0.1945
IRX5	2.756875
LRFN5	0.758333333333333
FAM7A1	-0.93325
RAB19	-0.128
GINS1	-3.96425
ITM2B	1.6185
PAPSS2	-0.500333333333333
OR5BF1	0.221
ACSL3	-0.14625
KIAA1919	-0.225166666666667
GLT8D2	2.666125
UTRN	0.962071428571429
CNN1	3.44825
HISPPD2A	0.363666666666667
SDAD1	-0.042125
SIGLEC9	-0.384333333333333
RPL35	0.0778571428571429
C22orf26	-0.4135
IMPDH2	0.16825
WDR69	-0.288
SEC14L5	0.145833333333333
CLTA	0.327
RP11-529I10.4	0.24475
GPR37L1	0.391
OGDH	-0.584833333333333
ASB13	0.116
ZFP14	1.15675
ZCRB1	-0.0261666666666667
KPNA3	-1.19275
HSPA1L	0.8015
RHOC	0.026875
LOC554175	-0.247
PPP3CA	1.0405
SLC1A7	-0.4522
ZNF529	0.193
RBED1	1.376
DDB2	-0.381
FLJ11286	0.125833333333333
SPATA1	-0.357
MKNK1	0.1435
DYSF	0.197333333333333
ALKBH2	0.20575
NKD1	-2.57016666666667
C1orf174	-0.133
PLEKHO1	-0.180166666666667
ASB10	-0.152
RING1	-0.260833333333333
NPC2	1.126
AVPR1B	0.1265
YTHDF1	-0.339916666666667
LMAN1L	0.202
GSG2	-3.048
CEP170	-1.4056
RPS4Y2	-5.14825
MSH6	-1.1795
HECTD2	0.945666666666667
ZNF556	-1.557
PLEKHC1	-0.7594
AIRE	0.0343333333333333
BCL2L10	1.37025
LMOD3	0.4122
ZBTB8	-0.4305
FOXA2	-2.8233
SLCO2A1	2.3085
C3orf46	-1.4045
PRDM16	0.256166666666667
TMEM98	1.8635
FRMD5	-2.4325
PDE6C	0.791
C1orf216	-0.682666666666667
EP400	-0.575928571428571
PTK2	-0.356
RNF217	-0.0925
NDUFA8	-0.2725
ZFAT1	0.59425
LAMP3	-0.0355
GLTSCR2	1.895625
NPW	-0.92
LLGL2	-0.4041
PPM1K	-0.8635
C20orf177	-0.935
KIR2DL4	0.2061
NFKB2	-0.12275
C21orf122	0.0746666666666667
HESX1	-0.3275
GPR114	0.554333333333333
SLC25A35	-0.241833333333333
GNAT1	0.628
ORAI3	0.373
FAM76B	-0.11325
TMEM99	0.5688
TRIM29	2.2662
CDS1	1.77325
RHEB	-0.5133
C4orf27	-0.140166666666667
RAB3A	-0.474
OTUD6B	-0.79125
GPD1	2.627
CDH15	-0.705333333333333
NPM1	-0.498642857142857
TMEM117	0.34125
PRPS2	-0.47325
GCK	-0.069
ADRA2A	4.83983333333333
TSPYL4	0.698166666666667
TASP1	0.11575
WDR19	0.470166666666667
C10orf38	-0.12075
PDE4C	-0.223
FYB	0.172545454545455
C1orf55	-0.717333333333333
PPFIA3	-1.05525
RAD18	-0.815
C12orf44	-0.155
CRYBA4	-0.1635
HVCN1	0.5025
TAF10	-0.293666666666667
C16orf48	-0.258833333333333
DEPDC5	0.909666666666667
LTBP1	-2.338
MAPRE1	-0.917
FGF8	-0.103
C3orf52	-0.675875
SENP7	0.264833333333333
LRRK2	0.3505
RUNDC2A	-0.0301666666666667
KIAA0355	0.952666666666667
CPEB1	-1.201
PPEF2	-1.24
ABI2	-0.5615
KIAA0317	-0.196
ATF1	-0.593
DYNC1H1	0.32875
DIP	0.0945
TMEM33	-0.402388888888889
POLDIP3	0.80825
C7orf24	-0.558
GPR171	1.94875
CDC6	-4.3195
PLD1	0.197
ITFG2	0.4854
NDUFC1	0.116
AKNA	-0.897
NBR1	0.93525
PKHD1	1.373875
HPS4	-0.0186
MAFA	1.68075
ULBP3	-0.09275
DIRC1	1.7735
IMMT	-1.084875
C22orf13	-0.0925833333333333
CEL	-0.2395
MARK3	-0.46425
ADAMTS2	0.496
ARPC3	-0.5435
TMEM10	0.07525
NPHS1	-0.236
BRD8	0.265166666666667
WDR12	-1.50225
IDI2	0.2705
HOXD13	-0.823
OR8G2	-0.287
SLAIN1	-0.1765
GABRQ	-0.09825
NR2C2	-1.4555
NKTR	-0.271
TLE2	1.6745
KIAA0892	-0.666333333333333
AURKA	-3.752
GPRC5C	-0.311833333333333
TBC1D9B	0.27575
PNPLA6	-0.222
AP3B1	-0.354
NAG	0.185125
C11orf68	0.206
AKR7A3	0.436
AHCYL1	0.153583333333333
COP1	0.762333333333333
RPP14	-0.311333333333333
PCDHB18	0.4575
CDH24	2.07025
KRT17	1.5251
LACTB2	-0.973
DDX24	-0.3862
PHACTR1	-2.5075
SLC35E2	-0.01425
LOXL1	-2.5385
IQSEC2	0.800375
RGSL1	-0.446
PCDHGC5	0.2455
MEGF10	0.619375
PRRX1	0.294333333333333
ASTE1	0.431
C6orf159	-0.82325
MYOD1	1.924
GAA	0.3145
ZNF747	-0.0415
KLRC1	-0.00187499999999996
IL1RL2	0.1525
GDF9	0.82025
GPR119	-0.1315
TRAF2	-0.314
HCK	2.0175
BMP6	-1.33825
IL8RA	0.0911666666666667
FLJ35848	-1.20125
EFHA1	0.874
CDSN	-0.769
C14orf54	-0.169
LSM3	-0.29725
ZFP41	0.338
C9orf126	-1.57716666666667
VIT	2.3305
SPCS3	-1.59675
DEF8	-1.2625
CHAF1A	-1.8445
C1orf165	0.922666666666667
ZFPM2	0.4835
FTH1	0.5495
SLC35F1	-0.1295
YWHAH	-0.6345
C17orf66	0.00366666666666667
ADRB1	0.839833333333333
FOXL1	0.413
RG9MTD3	0.00616666666666667
UMPS	-0.162375
MGC13008	0.4045
KIAA1161	0.8025
CCDC77	-1.33825
C12orf65	-0.3621
COG4	-0.5415
RCP9	-1.09158333333333
RP4-692D3.1	3.01433333333333
CDC2L5	-0.13875
MGC7036	1.40583333333333
DNAJC11	-0.94825
GDF2	0.293666666666667
TIMM17A	-0.89775
HNRNPA0	-1.0007
OR2H1	0.9225
PCBP1	-0.289125
COL23A1	0.3755
LRRC2	2.37871428571429
NSD1	-0.223785714285714
FLJ37078	-1.341125
WDR91	0.302
TMEM179	0.25975
DSCR10	0.076
CNDP2	0.3048
FYN	-0.569
BEX2	1.83283333333333
KCND3	-0.533333333333333
YPEL5	1.772
LRRC42	-1.1905
C17orf45	0.440375
ZNF649	0.3719
LOC150763	1.557125
COL5A2	-0.807083333333333
CNGA2	-0.0365
ELA2B	-0.181
RAB9B	-0.388
FAM100A	-0.7315
NAIP	0.261857142857143
MYOZ2	0.40675
SPATA12	-0.2195
XRCC4	-1.238
CYB561	0.4779
CHST10	-0.58275
BAI1	-0.558
BRSK1	-0.242666666666667
C17orf89	-0.2335
PDE6H	-0.5745
FLJ20309	0.5106
MAP7	0.401875
SCN4B	3.25525
SPAG9	-1.101625
SERTAD1	0.457333333333333
FLJ21963	-1.5465
ANTXR1	-0.3514
TMPRSS13	1.77733333333333
ETV7	1.43633333333333
DGAT1	0.2085
NKIRAS1	0.538
TAC3	-2.55875
CORO1C	-1.388
RAD54B	-1.09625
HRASLS3	2.72683333333333
C21orf42	0.11375
BARD1	-1.13633333333333
ZNF177	1.532
MIP	-0.407
ZNF442	0.5435
F2	-3.4367
GRIA1	0.360625
GALNTL2	2.038
WNT5A	-1.4076
LENG9	0.4635
hCG_25371	-1.1225
FOXR1	1.3595
TRA@	1.1041
PWWP2	0.71
C1QTNF7	1.972
SLC7A4	0.84825
C4orf7	3.139
C17orf80	-0.522833333333333
KLK4	0.328166666666667
IL31	0.684
TMEM176A	2.934
CTNNB1	1.377875
BHLHB2	-0.3215
TMEM185B	-0.188
ARD1B	-0.80125
C1orf93	-0.016
BRUNOL4	-0.2345
LOC541469	0.0923333333333333
UPK2	0.3965
GAS8	0.0611666666666667
PATE	0.302
IMPACT	0.878875
WNK4	-0.715
HNRPLL	-1.082
GAD2	-0.28025
ITGA6	1.9295
BMP15	0.121666666666667
CYP2A7	0.147
RIC8A	-0.069375
CCND1	-0.877666666666666
USP35	-0.498
DSCR2	-1.34275
CCL4	3.52833333333333
ZCCHC10	0.109
NOL11	-0.72225
TRPM2	0.461
PSMD2	-1.53090909090909
CHTF18	-1.77025
USP18	0.1905
RRAS	0.09025
LAMC3	1.39325
TOX	-2.24466666666667
PCDH15	0.8955
GABRG3	-0.95675
NUDCD2	-0.313375
SGCZ	-2.622
KCTD17	-0.6151
SPSB2	-0.631
TPPP3	2.33133333333333
CILP2	-0.0666666666666667
CALB2	2.388125
CEBPZ	-0.573666666666667
ZNF479	0.0935
FMOD	5.50683333333333
C21orf66	-1.08185714285714
CLN6	-0.7195
ANAPC1	-0.8335
SH2D3C	1.39375
PTPN14	-0.239
TRIM42	-0.132
APTX	0.073
SNRPG	-1.2415
BMS1	-0.40575
MAGEA3	-4.1545
NFATC3	-0.549583333333333
LRRC45	-0.324166666666667
ARS2	-0.564571428571429
LRIG1	2.661
EPSTI1	-1.19383333333333
PRSS27	0.14825
ERC2	-0.1725
PRKACB	-0.341714285714286
PRDM13	-3.1395
HCG27	-0.71225
KLK12	-0.1795
HSD17B7	-0.723333333333333
ZNF354A	0.18675
PCDH11X	-0.2275
DMGDH	0.55725
PCBD2	-0.6625
TMC6	-1.121625
RIMS1	0.446875
SF3B2	-0.686666666666667
RCN1	-0.225
CPB1	4.46925
BCAR3	0.24525
FCRLB	0.553875
PAK1IP1	-1.09825
OR10H1	0.073
KIF9	0.5552
PITPNM2	-0.904625
