Hybridization REF	TCGA-AR-A1AR-01A-31R-A137-07
OCLN	1.55108333333333
PTTG3	-1.1505
NAGLU	-0.684
SERTAD4	1.147875
SPRY1	0.792
FLJ10781	-1.42825
MYSM1	-0.00275
TRIM4	0.551071428571429
SH3YL1	1.633
TREM2	3.95383333333333
SERPINI1	-0.92
HDHD3	1.42875
TMEM38A	0.767875
EID2B	-0.79875
TDRD3	-0.244
SEDLP	0.572
THSD7A	2.52883333333333
NDST3	-3.39775
KLHL15	0.714666666666667
DHRS12	0.703
FBXO9	-0.262
TNPO1	0.1115
MRPL13	-0.110666666666667
SNX5	-1.939
METTL6	-0.07475
SOD1	0.3615
CHML	-1.35233333333333
PACS1	0.33625
SIRT5	-0.2499
CAPN2	0.255833333333333
FXYD5	0.475666666666667
TWISTNB	0.307875
LRFN1	0.744
UBE1L	2.0845
UBE1C	0.8135
OR51B2	-1.607
OR4D11	-0.2575
C15orf2	-0.851
NR4A1	-0.258
LOC339047	-2.43625
TRIM17	2.02525
ATP5G3	0.0214285714285714
RPL15	-0.0445833333333333
ADAMTS8	-0.085
HOXC4	-4.246
C14orf37	1.0525
CEACAM5	-3.55975
MYT1L	-0.4185
RASA2	-0.117125
OSBPL7	-1.476
STAG1	1.134
GIMAP4	5.2895
FUT3	-0.276
PIF1	-1.965875
LPIN2	-0.5528
SH3PX3	0.05175
PDP2	-0.34725
PAPD1	0.383875
ERP27	1.31425
APOOL	0.138
DIABLO	-0.34275
TRHR	0.0228571428571429
ARMC9	-0.36075
RNF152	0.9215
SLITRK3	5.93616666666667
ZNF211	0.3481
PFDN1	-0.57625
RGS11	-0.663875
HS6ST1	0.6282
AKR1D1	-1.984
TNP2	0.358166666666667
STK31	0.7
EML4	-0.774
SGTA	-0.3275
HIST1H2BI	-0.207833333333333
PSMD6	-1.307
KIAA1257	-2.36225
C18orf55	0.346
FLJ20273	1.199125
RPL28	-0.190333333333333
EPYC	2.18957142857143
NOX3	-0.369
ELAC1	1.39433333333333
METT11D1	-0.9765
BIN2	1.31416666666667
NACA2	-0.31775
CCDC17	-1.09475
HM13	-1.022
UBOX5	-0.74675
UBE2O	-1.007
UBL5	-0.02
APOLD1	1.035625
C9orf31	0.452
TNFSF8	1.4255
ARHGAP29	1.914125
PROKR2	0.026
PDE5A	0.100666666666667
C6orf12	-0.216
TOM1L1	-0.7815
WHDC1	0.405125
FOXI1	0.117666666666667
RAB4A	1.4435
TMEM39B	0.341
ATPBD1C	-0.72
FARSA	-0.228333333333333
PLEKHG5	0.4195
CMAS	0.247
OR7E24	-0.669
SLC30A1	0.2
CDC42EP5	1.5475
PLAC1	-2.58775
KLHL18	0.172
LBA1	0.8331
TAZ	-0.7845
CRIP2	0.107625
BTBD11	-1.34566666666667
C16orf72	-0.34275
DIO2	0.539
LRRCC1	0.437833333333333
CCDC136	-2.906
PRX	0.218
RBM5	0.1556
TMEM85	-0.07975
TUBGCP4	-0.814333333333333
APLN	1.00125
CDK7	-0.054
SSR2	1.24691666666667
CRELD1	-0.576
C19orf46	1.92525
GAL3ST4	1.67266666666667
KBTBD10	0.40525
IL28A	0.21975
WDR27	-0.84
MCM2	-0.744833333333333
SOX14	0.204
FLJ39743	-0.393
KIAA0922	0.059375
HIPK4	1.1435
FLJ25758	-0.374
C16orf57	0.1125
PDZD2	2.105375
MCC	1.087625
HHLA3	0.4317
ID2	0.528
C20orf23	0.3425
ZNF688	0.12125
APOC2	-0.669333333333333
LOC440093	-0.40775
FAM50B	1.43316666666667
PWP1	-0.312
DNAH10	1.023
HIST1H2BA	1.11525
GPR56	-0.353833333333333
METAP2	-0.637625
PAN3	0.408666666666667
STXBP4	-1.0855
PDHX	-0.0285
MTA1	0.129583333333333
ZBED4	0.08775
ZNF720	-0.4705
CDK2	-1.570625
RHOJ	0.42275
CDC37	0.12
ZER1	0.8085
GRK4	1.002
PRPH	-0.63375
POLR2A	0.300125
OGFOD1	-0.74325
NOL5A	-1.704
PHEX	0.3385
FLJ16478	-1.33525
C20orf117	-1.64157142857143
CAMTA2	-0.058
C11orf74	0.7375
DDX17	-0.372083333333333
C5orf27	-0.0931428571428572
PLEKHA2	-0.3163
PDE4DIP	0.6301
SCN7A	0.70225
ZNF559	-0.269333333333333
CXCL10	4.2335
ZMYM4	0.390333333333333
STK32B	-0.945733333333333
KIAA0888	-3.4235
TACR3	1.6095
CKAP2L	-1.492
KIF1A	2.71816666666667
RSPRY1	0.47725
VCAN	1.54275
CYP27C1	-0.0995
SYDE1	-1.27283333333333
MED12L	-0.1815
ZDHHC21	0.996125
NHS	0.615
TM9SF3	0.760333333333333
DDHD1	-0.715875
MAFG	-0.799166666666667
BICD2	-0.5582
C14orf119	-0.451333333333333
C14orf43	0.142571428571429
CDH7	-2.4315
ALKBH5	-0.472857142857143
JUP	0.6325
TMEM41A	0.0753333333333333
MAMDC4	-1.51266666666667
CBX3	0.138625
LRRC18	0.4825
RBMXL2	-1.51533333333333
PLA2G4D	0.485166666666667
FGF13	-0.91175
KIF3A	-0.676333333333333
PDIA6	-0.64525
DCXR	-0.36675
CASKIN2	0.0775833333333334
EHD1	1.26316666666667
MARCKSL1	0.648333333333333
ZNF496	-0.0103333333333333
SCAF1	0.290333333333333
KCTD8	-2.38366666666667
TRAF3IP3	2.25764285714286
LSR	1.40975
CXorf1	-0.327
C14orf112	0.364333333333333
EIF2B1	-0.452
OMP	1.1025
GSTZ1	-0.55075
LOC92017	0.5755
ISLR2	1.097
C12orf36	0.1405
GATA2	-2.19666666666667
GABRA5	-5.49
CELSR2	-1.05214285714286
STAM2	0.9654
TNAP	-0.273
PTPMT1	-0.315833333333333
GRP	2.625
SV2A	-2.09483333333333
MAGEA12	-4.3725
CACNG1	-2.005
C18orf19	-0.21675
GSG1	-0.239833333333333
PTPRJ	0.862071428571428
FRMPD1	-0.354
ZNF668	0.684
PLEKHJ1	-0.037125
ADAT1	-1.3452
TMEM50A	0.5579
UCN3	0.163
HOOK1	-0.346375
IL17B	-0.1895
MLKL	0.3245
TTC14	-1.28066666666667
KLHL5	0.792875
CRYL1	-0.218
FOXH1	-0.1155
NFYB	-0.054
PPM1G	-0.16275
GOLGA2LY1	-1.657
NMT1	-0.6035
HADHA	-0.0711
CHSY-2	2.06075
PLEKHF1	2.2575
SAGE1	-3.3865
MUSTN1	0.54125
SUHW4	0.8185
TFEB	2.15316666666667
ZFYVE27	-0.72425
ATG12	-0.625833333333333
BMI1	0.274928571428571
ZIM3	0.236
MYH4	-0.0905
MASP1	-1.88041666666667
KIAA0984	-0.8505
RPAP2	0.23425
ASB5	0.17375
BOLA3	-0.834166666666667
MIA3	0.297666666666667
KRT35	0.519
KIR3DL3	-1.6325
MRPL51	-1.045
SEMA3F	1.112
NDUFB2	0.903666666666667
LOC253012	-2.31066666666667
FAM46C	-2.0023
G6PC	-2.96325
CSAG3A	-4.334
PREX1	0.0385
SLC25A45	0.151125
MAPKBP1	0.0951
CPE	-1.3743
GNB1	-0.30975
CXCR6	4.4435
TRIM46	0.00824999999999999
C16orf3	0.0381666666666667
HPSE	2.580125
TIGD3	-1.7555
SPG3A	0.16875
LCAT	-1.53133333333333
ST6GAL1	-0.911111111111111
POMC	1.51975
FLJ36031	0.9865
NSMAF	-0.0563333333333333
SKIL	1.9465
ADSS	-0.0931666666666667
HMGCS1	-2.1499
POLR3F	-0.636333333333333
RAB10	0.3335
ZNF277P	-0.3875
ZBTB7B	0.998375
DHRS1	-0.518875
ABCC13	-1.09914285714286
CNOT3	0.6255
NFKBIA	1.263
GAK	0.024
SFT2D2	2.70016666666667
HOXA6	-0.143
CRTC1	0.30875
LY6D	4.10166666666667
C20orf72	-1.91216666666667
CPT1A	0.45375
LMO1	-2.545
EIF3I	-0.18
PRB4	0.169333333333333
MCM3APAS	-1.408375
C20orf132	-1.109
FOXF2	-3.226
S100A12	3.02925
MLH1	-0.234166666666667
ACTN1	0.9712
MRPL36	-0.8735
C20orf106	-0.68175
FBXO6	1.71166666666667
MKS1	-1.072
CX3CR1	-1.661875
PDE1B	2.843
PLP1	-4.2325
KISS1	0.118166666666667
C14orf2	0.419666666666667
TBC1D3P2	-1.039
COMMD6	1.2584
ANKRD7	-0.18775
PTCHD1	-3.146125
NARS2	-0.56575
DOCK7	0.082125
FAM127B	0.285125
LOC390243	0.0666666666666667
N6AMT2	0.25175
ZNF391	-0.2295
DNAJB14	0.22
WRB	0.275
BPI	-0.25
TTC4	-0.355
FAM10A5	-0.80025
GOT1L1	0.1779
MAGED1	0.53125
RESP18	-0.53575
WFDC6	0.195666666666667
MT2A	-0.531
C11orf56	0.32275
KIAA1432	1.468
ROR1	-0.196
HSD17B14	1.87216666666667
ZFAND2B	0.91775
SAMD4B	0.63725
HEXA	-0.0165
HNRNPU	0.0447272727272727
USP39	0.031625
NRD1	-0.0215
R3HDML	0.27025
FLT4	0.528666666666667
OMG	0.0941666666666667
OR52N4	0.6855
LOC399818	-0.311
ELA2	-2.15475
VENTXP1	0.6005
RFC5	-1.7005
OR52L1	1.6965
PAX5	0.414
FBXO2	-0.3795
GMEB1	0.4605
AKT3	-1.17116666666667
CRB1	-0.830666666666667
CTTN	0.6125
UTP15	-0.402666666666667
HSBP1	-0.67025
PHF11	1.813
NDEL1	0.3945
USP8	-0.37525
BAIAP2	-0.0910625
SI	1.00983333333333
ARSJ	-1.31683333333333
BAAT	-2.63775
KCNS3	1.162
LOC126147	-0.113833333333333
TMEM37	1.45875
C1orf162	4.30083333333333
MBD1	0.106
ITGAL	1.27183333333333
WDR73	-1.25
GKN2	0.225166666666667
ARFGAP1	-1.094
SLC5A8	-1.54033333333333
ZBTB40	-0.2148
CYP4B1	0.749666666666667
LYPLAL1	-0.395
CHST3	-1.0515
MAP3K9	0.374
BTAF1	-0.849333333333333
TFAP2E	1.8635
RBM35B	0.03775
LOC441251	-0.364166666666667
ANKRD25	-1.13827777777778
UQCRC2	-0.571
MAEA	-0.124
HYAL1	-2.3378
RNPEPL1	0.662666666666667
CPSF2	0.441875
PSD3	-2.1492
ABCA13	-0.473571428571429
AGR2	-4.15575
GBX1	-1.7475
HDLBP	0.992142857142857
ACY3	-0.2725
HECW1	-1.459
ZNF519	1.00375
HOPX	2.579125
ZNF304	1.132875
OR12D3	0.3325
FKSG43	0.64525
METTL1	-0.1475
MFSD3	-0.3561
PSPH	-0.97075
CLCA3	-0.681
DARS2	-0.468833333333333
CDC25A	-0.966
BAIAP2L1	0.82875
B3GNT5	2.68925
USP29	-0.09975
ARHGEF10L	2.0221
ATOX1	-0.14225
ADAM30	-0.49725
DNASE1	-1.25075
STT3A	0.500666666666667
RAB6IP1	0.3565
PTN	-1.5533
C1orf106	-2.47453846153846
HECA	2.1285
RNF122	1.057
SLC22A18AS	0.0246666666666667
GNG8	0.845833333333333
ELP4	0.356
FAM65A	0.172666666666667
RPL10A	0.0471666666666667
IRS4	-0.174
MACF1	0.1248
SEC24D	0.459
LOC374395	0.71575
TGFB2	-0.628375
MDFIC	1.5925
CHRNE	0.5575
PCMTD2	-1.0335
ATP6V0D1	0.2775
MTA2	0.656
LZTR1	-0.9585
RAP1A	0.844833333333333
AXIN1	-0.3965
POLR1C	0.50175
TRIO	-0.695666666666667
PLXNA4A	0.196
C5orf33	-0.47075
DEPDC1B	-0.77475
ZNF473	0.493
MTM1	0.759125
GPR107	0.677333333333333
CSNK1A1L	-0.656333333333333
FLJ14154	-0.494
NLRC4	6.19375
ENPP4	0.866833333333333
PADI3	-0.0945
RNF170	-0.2365
CG018	1.36666666666667
C16orf7	0.1605
KCNE1	1.0085
NRM	-0.827333333333333
SLC37A3	0.553285714285714
TPD52L2	-0.5645
UNC5B	0.5135
C12orf12	0.649666666666667
SDHB	-0.01675
CLRN1	1.5445
NUDT10	-2.51983333333333
UGT3A1	0.2175
FBXW8	-0.654875
RHOF	-0.029625
PTPLAD1	-1.058
MYO3B	-0.24925
DERA	-0.903
TPP2	-0.485
C19orf53	0.325666666666667
GINS3	-0.63825
ST6GALNAC5	0.2165
CHSY1	0.0265
MGC15705	-1.435
GPR83	0.111333333333333
EXT2	0.371
DOLK	0.80475
TUBAL3	-2.2305
ACVRL1	2.7351
ABL2	0.27
C14orf156	-0.188666666666667
PTPRZ1	-5.30475
DIP2C	0.59225
LAMP1	0.36275
RXRA	0.0249
MAP3K5	0.9675
ALKBH1	-0.0565
PDLIM7	-0.099125
ARL14	-2.45
SNIP1	0.106
TIMP3	0.935833333333333
RGS3	0.653833333333333
SPAG16	-0.4014
ABHD4	-0.35725
ARHGEF12	0.690454545454546
GLUD2	-1.1295
RAC2	0.2417
UAP1L1	-0.2075
SLC18A3	-0.149
YOD1	-0.132583333333333
RALY	-0.41775
HMOX2	0.223875
DGKH	0.86625
DBNDD2	0.741
YIPF4	1.109875
THAP10	-1.27925
ZNF513	0.81375
HAGHL	-1.28366666666667
ITGB4	-0.829
CCDC141	-1.3265
YTHDF3	1.247
C5orf28	0.4075
RPL7L1	-0.078125
TMEM30B	0.405714285714286
ANKRD35	3.095
DUOXA2	0.14975
TBC1D5	0.1175
DFNB59	0.407
HRH4	0.02275
MYO6	1.5129
DNAJA4	0.932
RBM24	-1.80475
CEACAM20	-0.8095
RBM23	-0.258857142857143
NGFB	0.781
C1orf63	-0.5073
KRTAP7-1	0.49
PERLD1	0.428
NPB	0.407
C17orf59	0.552
HSPBAP1	0.57125
SLC15A4	0.167125
PRTFDC1	-0.85475
OSMR	-0.276357142857143
CYSLTR2	-0.444
C19orf25	0.6322
KIAA1797	0.5605
NLRP6	-0.194
FAM105B	0.3841
SCRN2	-0.631333333333333
LRRC58	-0.3683
RNF17	0.0641428571428571
NEIL3	-1.0725
FAM137A	-0.83175
SKP2	-2.344
PARVA	1.2145
PKLR	-2.5735
RNF34	-0.133125
A3GALT2	0.34475
C12orf50	0.3845
SUNC1	-2.0415
FAM102B	-0.937833333333333
CCT2	-1.16275
LRRC37A2	-1.4265
ARF4	0.9805
SIKE	0.625375
C8orf48	1.13783333333333
MBTPS1	-0.826785714285714
GPSN2	-0.7035
NCF2	3.92275
SLC12A6	0.447166666666667
MRPL48	-0.35925
HMGN3	0.665666666666667
LRRC62	-1.65025
PAX9	-3.227
FAM55A	0.7445
C20orf42	-2.87933333333333
SCML2	-0.607333333333333
BCL9	0.778
FAM40A	0.207
C9orf41	0.472333333333333
ZNF774	-0.9895
LETM1	-0.3165
PLXNB1	0.308
NIPSNAP1	-1.095125
USP10	-1.211
F9	-0.000249999999999986
LIPE	3.72625
CNGB3	0.0795
C12orf52	-0.76525
PI4K2A	0.04025
MED8	0.45375
STAT4	2.4668
FGD4	0.652166666666667
RNF145	-1.11433333333333
WDR32	0.4622
CLDN2	0.351333333333333
TCEAL8	0.74525
ZMYND8	-1.354
PDXK	0.28440625
GATAD2A	0.09
PTGES3	-0.9775
CCM2	0.80375
TAP1	1.73675
ZNF670	0.56525
ETS2	0.514714285714286
C6orf166	0.5795
PRMT2	0.786285714285714
OR4B1	0.191
INTS8	0.1035
CCDC102A	0.3765
CCDC83	-2.10883333333333
ITGA1	-0.4509
EPHA5	-2.9978
FAM24B	-1.13083333333333
TSGA10	2.703
HAL	-2.86883333333333
MYOT	0.3935
SPACA3	0.19075
BCL2L2	-0.3905
CUGBP2	1.79
CCNB3	1.49075
RNF113B	0.18025
MERTK	1.81275
BAG1	0.14175
VPS36	0.6185
ORMDL3	-0.2483
C1orf190	-0.9105
ZNF625	-0.032
CORO2B	-1.7015
ALOX15	-0.3235
CST1	-0.3385
NUPR1	1.47566666666667
CCL7	3.772
SMCR5	-2.6825
DSC2	4.813
RBMS2	0.47225
GRIK4	0.586
TRIM65	0.2433
TMPRSS6	-0.9045
TP53INP2	-1.5775
GLB1L	0.717
LOC388284	0.315
PUS1	-0.477214285714286
BCL9L	1.0775
OLFM1	-1.16308333333333
RET	-2.70175
MASTL	-0.595166666666667
ALX3	0.4545
IL1RL1	1.421
ZNF765	-0.4339
C14orf138	0.53375
SNX10	1.03483333333333
TAC4	-0.174
C1orf64	-3.449625
POGK	1.760625
MAPK9	-0.438
ZNF366	4.55325
C8orf79	1.5514
CLDN7	2.18925
OR5AT1	0.551
TRIM37	-2.22625
LRRC25	4.35925
GRHL2	2.5403
TEKT3	-0.31725
LASS5	-0.3845
ABCC4	-1.46033333333333
DLG3	0.01625
VGLL1	1.573125
ZFP36L2	1.20066666666667
MFRP	0.0225
KIAA1799	-0.21975
FLJ44379	0.1725
PCNX	0.708
ANXA9	-2.196
CYP4V2	0.1949
PIK3C2A	-0.144
SRR	-0.065
NOL3	-1.334
IFITM2	1.877
ARNTL2	-1.186
ZNF595	0.000999999999999999
NLRP13	-1.645
ASPH	-0.73475
CPA2	0.6825
PVRIG	0.401833333333333
LEPR	0.1965
C16orf42	-0.224666666666667
SH3BGRL	0.84275
FAM77D	-1.02316666666667
FNDC7	0.4165
C9orf6	0.624666666666667
NOTCH2NL	0.161166666666667
PGBD1	-0.0335
SYNGR2	0.617666666666667
PITPNA	-0.1783125
PRPF4B	-0.3998
SLC43A3	-0.114357142857143
NRBP1	0.5905
SLC25A22	0.5165
ILK	0.177625
SLC22A8	0.743166666666667
MRPS7	-1.072125
PITX2	-1.0155
FABP3	-0.1525
OR1L1	0.3345
LOC728215	-1.208
BLID	-3.3755
KIAA1217	2.15305882352941
TFPT	0.6515
AP4B1	-0.13975
VBP1	-0.533
OR1K1	0.525
MORC3	0.93775
BHMT2	0.372666666666667
C3orf10	0.886375
FZD7	0.700833333333333
WFDC10A	0.3665
PMS2CL	-0.2985
CCDC32	0.138333333333333
FA2H	-5.373
ALG13	-0.426
TTLL7	1.6407
SPOCK3	-0.51075
SLC13A2	0.61
AIM1	0.3165
GPRC6A	-0.285
EGR2	4.95625
MED11	0.13
WWC1	0.7465
SH3GL3	-3.53525
RIF1	-0.208428571428571
PRLH	-0.164
VLDLR	-0.666
DBT	0.55825
C21orf63	2.73175
CGGBP1	-0.148125
KRTAP12-2	-1.1275
TADA3L	-0.6355
ZBTB16	1.83575
PDGFB	0.657625
RFX1	0.753
UQCRB	0.3345
LOC133874	-0.5835
HPS3	-0.7335
LGALS3BP	0.5826
DKFZP564O0823	2.53878571428571
MRFAP1L1	-0.306875
HOXA10	-1.53916666666667
NGB	-0.2165
KIF21A	-1.57423076923077
IFLTD1	1.424
LZTS1	-0.728125
ARHGEF3	0.78025
RHBDL3	-2.2615
CSNK1G2	0.491666666666667
ChGn	-0.134125
KIAA1244	0.348333333333333
GABRB2	0.533
MGC72080	-0.5975
CD27	4.20375
EGLN1	-0.4124
PEX13	1.6405
RWDD3	0.44
RNF12	0.634333333333333
GRIN2B	-0.503
ADAMTS14	-0.555
DYDC2	1.40133333333333
ATP6AP1	0.1989
NR1H2	0.127833333333333
PDK2	-0.13675
C3orf17	0.209333333333333
SLC38A2	-1.43721428571429
SLC25A29	-0.584
C15orf29	0.492375
ADAM9	0.399
TMUB2	-0.011375
GPR176	-0.564
AGK	-0.304375
MCCD1	0.19525
NDUFA4	0.51775
TMEM146	-0.015
DUSP1	1.729375
UNQ6975	3.018
EMX2OS	5.11375
INSM2	0.139333333333333
LUZP4	-0.63775
SETD6	-1.20575
P2RY2	3.84375
SLC45A2	-2.9595
RABGAP1	0.829833333333333
UBXD5	0.231625
GPRC5A	-3.0407
PAK3	-0.8675
LOC63920	-0.07625
TGFBR1	1.3636
KRTAP6-3	1.35575
SFMBT2	-0.23125
CDC42	0.5466875
C11orf35	-0.2285
TTLL2	0.17925
UACA	-0.0775833333333334
CD97	0.0219
SETD5	-0.311875
NINJ2	-0.6185
PTER	1.48016666666667
POMGNT1	-0.20875
KRTAP4-2	0.247
ECGF1	3.145125
HRB	0.760818181818182
ATP1B2	-0.6897
LOC400506	-0.8835
COL4A3BP	-0.26075
C6orf97	-1.244
GRHPR	0.768375
TAS2R1	0.124
SEMA7A	-0.6215
EDF1	0.222
ODF2L	0.496
PCID2	-1.123
GTF2H4	-0.0385
ZCCHC3	-1.12775
CGB2	0.310666666666667
NEUROD1	-0.821666666666667
C20orf75	-0.0215
RP5-1054A22.3	1.46616666666667
IFNA5	0.0375
ZNF134	0.2685
MGC119295	-0.315
ZSWIM6	0.29375
SMEK1	0.3285
PCGF2	-0.3745
C1orf102	0.8655
CYP2A13	0.3225
KCNH6	-1.5052
MDM1	-0.5825
ALDH7A1	-0.457
C9orf75	-0.03325
VDAC3	0.5995
OR51T1	0.195
EIF3F	0.096
KCNJ10	-0.038375
LENG8	0.1915
EDEM2	-0.430833333333333
CCNJL	-1.79
DHX37	-0.614
CRYGN	0.8895
AATF	-0.5745
ZNF630	1.77375
E2F5	0.2335
WFDC13	-0.24075
FTSJ3	-1.43366666666667
C4orf33	0.65675
LHFPL4	-3.4405
C19orf56	0.09425
SMAD4	0.922625
AFM	-1.101
G0S2	2.9705
FCHSD2	0.747
RRP1B	0.2681
EEF1B2	0.851166666666667
STAT6	0.864166666666667
ZNF195	0.24
GNL1	-0.638166666666667
ZNRF2	1.33166666666667
PER3	-1.43525
ASB16	0.4555
C10orf10	3.57564285714286
ADCY8	-3.0405
C9orf58	0.573666666666667
ARMC10	0.875166666666667
PSG1	-1.092
DHX34	0.11075
VARS2	-0.509875
NFIC	0.61825
ITPR2	0.63925
AGXT2	-0.125
OR6K3	0.023
H2AFZ	0.132
MLLT3	-1.02216666666667
COX4I2	2.24125
CCNT2	0.107375
PLK4	-0.334
NUMBL	0.28
MED16	0.074
PLEKHQ1	2.31425
GOSR1	-0.388
BTG4	-0.0476666666666667
RPL30	0.58775
IGSF5	1.665
IGFL2	1.263
ELMOD2	1.192
SHC3	-0.772
HAVCR1	-0.7335
DYNC2H1	-0.894375
RNF5	-0.505
C2orf7	-0.0425
NLF1	0.97
KLHL25	0.3145
LRP10	0.3047
KRI1	-0.38775
PUS7L	0.545333333333333
MGMT	0.5235
HOXD1	-0.102666666666667
CSH1	0.3395
ATG16L2	-0.96825
FLJ44635	0.5195
CHODL	4.63175
EXOSC8	-1.04
SLC28A1	-0.69175
MYO7B	-1.16383333333333
SEH1L	0.6388
MTNR1A	-0.0348333333333334
TSPAN5	0.4585
CDC45L	-2.22766666666667
AMIGO1	0.6195
ATAD3A	-0.2655
OSGIN2	0.520166666666667
PDIK1L	0.227333333333333
DARC	4.290125
PIPSL	0.3605
SHMT1	-1.22
CRISP3	0.3155
POPDC2	2.43316666666667
ZRANB2	-0.591833333333333
FBXL8	0.41875
TRIP13	-1.29036363636364
EIF5AL1	-0.875
POU5F1P3	-4.8755
IL6	1.749
CXorf38	0.428666666666667
IFNA16	0.2885
FBXL2	1.24383333333333
BRD1	0.133
STATH	0.4665
FBXO44	0.224833333333333
MCCC2	-0.50425
CDC2	-0.2351
C5orf23	3.663
IVD	-1.00216666666667
C10orf122	-2.02
MSL3L1	0.9607
MVP	0.9855
EPOR	-0.8023
ZMYM1	0.522666666666667
BCL7C	0.652666666666667
PSTPIP2	1.5896
LYPD1	-0.57575
OR8G5	0.405
ZP3	0.403
BCAS4	-1.11616666666667
EDG6	3.655
ISY1	-0.01775
PRAMEF2	-1.94366666666667
CUL1	-0.262375
RNF213	1.0406
CCRK	0.5365
DHX9	0.088375
C13orf29	0.27725
NCKAP1	0.848666666666666
MRPL43	-0.0497142857142857
XPR1	-0.23825
PKN2	0.0768
PODNL1	1.0845
ZNF333	0.814875
DALRD3	0.19725
OPN1SW	-0.011
BTBD6	0.089
C11orf82	-0.424
OR5P3	1.079
DUSP11	0.42825
L1CAM	-1.6834
NEK11	0.526833333333333
OR7E91P	2.5165
CNTN3	3.4989
CREB3L2	1.07725
ZBTB37	-0.1035
KIAA1324L	0.43075
NDUFB10	-0.977833333333333
NUDT2	-0.00175
GTPBP8	-0.13075
CACNA1D	-1.7655
PRKAA2	-2.492
PRDM8	0.2695
MGC16075	-1.203
KRT14	-0.462428571428571
PP8961	1.108875
MRPL18	-0.19
ABCG2	-2.86125
PACRG	1.81925
BBS2	-0.7755
KREMEN2	-3.4695
FBXO21	-0.0245
HNRPUL1	0.259333333333333
GRB10	1.36725
CLSTN1	0.55575
LMAN2	-0.4737
C17orf61	-0.8855
NIPSNAP3A	1.62875
INSIG2	-0.649
PCDHB7	0.363333333333333
STXBP2	1.018625
CMAH	1.62366666666667
SEMA5B	3.00225
ZNF155	0.433
COQ6	-0.0241666666666667
PRPF4	-0.20425
TSPAN15	2.1571
VN1R5	0.89675
LATS2	-0.056
SELK	0.35475
PGK2	-0.405
MS4A1	1.279375
TYW3	-0.6354
KRTAP5-1	0.97675
RCCD1	-1.53983333333333
BTN1A1	0.03025
DDX28	-0.38025
TMEM65	0.596875
LOC92345	-0.26825
TTC31	-0.5165
WDR46	-0.3865
CHP2	0.187166666666667
LSP1	1.225625
ZNF542	-0.0855
EXOSC1	-0.345
ARHGAP18	0.434666666666667
LRRTM4	-1.353375
MAOB	3.567
CACNB4	-0.8215
MGC33846	-0.02275
RANBP3L	0.977125
ATP5L	0.504
ONECUT1	-3.921
NUDT9	0.707
TMEM149	1.471
STX17	1.16275
IGSF10	-3.521
TMPRSS9	0.57
BMPR2	0.882727272727273
ALLC	0.37325
KLF7	0.4995
GCC1	0.7177
TIMM9	0.08975
CDO1	2.13383333333333
MGC10701	-0.756166666666667
IFI6	2.55983333333333
FRMD8	1.304
MGAT2	0.527
WBP5	0.751333333333333
CNIH2	0.23075
KIAA0907	-0.987
KCNH8	2.167
CTSG	-0.2385
GRIK1	-0.704666666666667
CUL5	0.649625
FRMD1	0.225
OR9A4	1.104
SYT6	-2.258875
FOXD4L2	2.26075
ANAPC2	0.037
OPN5	0.5725
TAF13	1.50875
LYG2	-0.99825
GGNBP1	1.3025
C11orf40	0.57
OTX2	0.8725
REG4	0.0936
EIF5	-0.0166249999999999
PALB2	-1.0135
SEPSECS	0.0271
RNASE3	0.966
TRIM49	-2.152
POLR2K	0.3442
GPR42	1.27
C8B	-3.398
SASS6	0.18925
PREB	0.0301666666666667
OR3A3	1.106
TUBA8	1.2015
IGLV2-14	-1.206
STIL	-0.13475
ANKFN1	-1.771
NME7	-0.59325
HOXC12	-3.13975
UBE2C	-0.709875
FHOD1	-0.66375
CDK2AP1	0.491416666666667
OR6K2	0.18125
DHPS	-0.474
RPL5	0.500916666666667
TRGV5	1.043
LOC541472	0.455625
HCCS	0.5061
DENND1B	0.408
LHX3	-0.168
OR5D16	0.508
CXorf57	-2.84333333333333
IRF2BP1	0.6755
NDST2	0.9445
LCE3D	0.3195
BOLL	-0.172285714285714
SYT3	-1.6285
PIH1D2	-0.792
C20orf7	-0.556666666666667
IL1R2	2.55966666666667
SLAMF9	0.5235
PPME1	-0.74075
PIK3CA	0.317
TRAPPC1	0.067375
COLEC10	-1.73925
SLC9A6	-0.708833333333333
PDDC1	0.112
CCDC53	0.03175
GK3P	-0.7825
DAZL	0.33525
BRI3	0.73725
SDK1	0.053875
CYP2C18	1.15025
IFI44L	4.037125
RPL3L	0.977
FUT9	0.296833333333333
KIFC2	-0.566333333333333
PMP2	-0.8655
SLC4A9	-0.299
PLAG1	-2.1085
MYCBP2	0.0128333333333333
OR4E2	0.655
CCDC65	1.3855
C16orf82	0.030375
ENTPD4	-0.473875
BRP44L	0.256875
PMP22CD	0.0856666666666667
TMCO4	1.18933333333333
KCNN1	-1.17683333333333
WDR35	0.98675
CCDC80	2.393375
C3orf31	-0.355
SLC7A9	-1.369
TMEM190	-1.68125
DBC1	-1.8455
FADS3	-0.138833333333333
PDZD8	-0.2435
GRM5	0.184142857142857
AZGP1	1.7963
PEX3	0.6505
MED1	-0.493142857142857
ATG4C	-0.371833333333333
HNRPH3	-0.28425
FAM109B	2.04925
C4orf17	-0.373
CA10	-1.03475
OPRD1	0.332
CCL16	-1.8965
SACM1L	-0.20525
